
[00:00:00.000 --> 00:00:02.760]  各位領事會平安
[00:00:02.760 --> 00:00:06.560]  大家知道九月份是教會的猜拳月
[00:00:06.560 --> 00:00:08.880]  我們很想彼此勉勵
[00:00:08.880 --> 00:00:12.320]  一起關心宣教猜拳的事情
[00:00:12.320 --> 00:00:16.160]  大家知道在我們自己的教會北宣家
[00:00:16.160 --> 00:00:20.000]  開始的時候有一群宣教士幫助我們
[00:00:20.000 --> 00:00:23.240]  讓教會能夠建立起來
[00:00:23.240 --> 00:00:26.520]  正因為有人願意離開他們的國家
[00:00:26.520 --> 00:00:28.880]  來到中國來到香港
[00:00:28.880 --> 00:00:33.280]  今天你和我才會領受福音的好處
[00:00:33.280 --> 00:00:35.840]  所以很多時候想起這些歷史的時候
[00:00:35.840 --> 00:00:37.760]  我們就清楚知道
[00:00:37.760 --> 00:00:43.360]  我們應當延續神給我們宣教的負擔
[00:00:43.360 --> 00:00:44.920]  在香港很多時候你發覺
[00:00:44.920 --> 00:00:47.280]  能夠聽到福音的事
[00:00:47.280 --> 00:00:50.680]  買到一本聖經是非常容易的
[00:00:50.680 --> 00:00:51.880]  但你會留意到
[00:00:51.880 --> 00:00:54.680]  在這個世界有很多很多的人
[00:00:54.680 --> 00:00:59.520]  他們真的沒有機會聽過耶穌這個名字
[00:00:59.520 --> 00:01:02.400]  我在今天的心聲特別提及
[00:01:02.400 --> 00:01:04.880]  有些人甚至一聽到耶穌的時候
[00:01:04.880 --> 00:01:08.640]  以為是一個地方來的
[00:01:08.640 --> 00:01:11.720]  如果說我們愛神
[00:01:11.720 --> 00:01:15.400]  我們必然會關心神所關心的事情
[00:01:15.400 --> 00:01:16.840]  去貼近祂的心
[00:01:16.840 --> 00:01:21.040]  因為祂的心是在猜拳的事上
[00:01:21.040 --> 00:01:22.520]  所以在這個月份
[00:01:22.520 --> 00:01:25.840]  不單單是教會每年都這樣做
[00:01:25.840 --> 00:01:30.640]  而是我們真的需要更加留心神對我們的心意
[00:01:30.640 --> 00:01:32.320]  亦都靠著神
[00:01:32.320 --> 00:01:34.360]  在前線在後方
[00:01:34.360 --> 00:01:35.920]  按著神給我們的感動
[00:01:35.920 --> 00:01:40.080]  一起來參與投身在猜拳的事上
[00:01:40.080 --> 00:01:42.760]  所以請弟兄姊妹祈禱
[00:01:42.760 --> 00:01:45.440]  星期五星期六是猜拳的培靈會
[00:01:45.440 --> 00:01:47.720]  你回來一起在神的面前
[00:01:47.720 --> 00:01:50.040]  等候祂給我們的引導
[00:01:50.040 --> 00:01:53.400]  亦都知道如何更好來在宣教的事上
[00:01:53.400 --> 00:01:54.960]  來服侍著
[00:01:54.960 --> 00:01:56.200]  我們今天再思想一下
[00:01:56.200 --> 00:01:57.600]  諾萊加前書的經文
[00:01:57.600 --> 00:02:00.160]  我們大家一起再一次同心禱告
[00:02:00.160 --> 00:02:04.640]  在仰望著
[00:02:04.640 --> 00:02:07.320]  主我們感謝祢
[00:02:07.320 --> 00:02:09.440]  施恩的上帝
[00:02:09.440 --> 00:02:13.560]  祢差遣祢的愛子耶穌基督來到我們中間
[00:02:13.560 --> 00:02:15.640]  因此我們深刻知道
[00:02:15.640 --> 00:02:20.000]  祢不會留下任何的好處不賜給我們
[00:02:20.000 --> 00:02:22.680]  主耶穌當你接受父的差遣的時候
[00:02:22.680 --> 00:02:23.800]  祢到我們中間
[00:02:23.800 --> 00:02:25.560]  祢又吩咐我們
