
[00:00:00.000 --> 00:00:02.840]  大家祖禮平安
[00:00:02.840 --> 00:00:06.880]  也在座歡迎在網路上跟我們一同敬拜讚美祖的帝童姐妹
[00:00:06.880 --> 00:00:09.040]  怨神也一樣與你同在
[00:00:09.040 --> 00:00:11.500]  再次跟我們一起來分享祖的話語
[00:00:11.500 --> 00:00:13.340]  一起來敬拜讚美我們的祖
[00:00:13.340 --> 00:00:19.560]  我們每天的生活都需要做許多的選擇
[00:00:19.560 --> 00:00:23.960]  比如說今天早上你選擇要不要來參加祖日崇拜
[00:00:23.960 --> 00:00:25.160]  到底要來第一堂呢
[00:00:25.160 --> 00:00:26.800]  還是要來第二堂
[00:00:26.800 --> 00:00:28.040]  姐妹們就要做選擇
[00:00:28.040 --> 00:00:30.520]  說到底今天我要穿什麼衣服來
[00:00:30.520 --> 00:00:32.360]  青年人他們也要做出選擇
[00:00:32.360 --> 00:00:36.160]  選擇他們人生的終身伴侶
[00:00:36.160 --> 00:00:38.760]  正確的選擇會帶給我們幸福和快樂
[00:00:38.760 --> 00:00:43.120]  錯誤的選擇會帶給我們的是勞苦仇反
[00:00:43.120 --> 00:00:44.680]  其實聖經裡面有很多的話語
[00:00:44.680 --> 00:00:47.760]  告訴我們如何做正確的選擇
[00:00:47.760 --> 00:00:49.680]  在雅各書第四章第七節說
[00:00:49.680 --> 00:00:51.000]  你們要順服神
[00:00:51.000 --> 00:00:52.560]  勿要抵擋魔鬼
[00:00:52.560 --> 00:00:57.040]  魔鬼就必在你們面前逃跑了
[00:00:57.040 --> 00:01:00.320]  有一天老張帶他太太去逛街去學拼
[00:01:00.320 --> 00:01:01.760]  然後就吩咐他說
[00:01:01.760 --> 00:01:03.040]  你不能再買衣服了
[00:01:03.040 --> 00:01:05.520]  家裡的衣服太多了
[00:01:05.520 --> 00:01:07.840]  然後太太就逛街的時候
[00:01:07.840 --> 00:01:09.320]  看到一件很漂亮的衣服
[00:01:09.320 --> 00:01:11.120]  就試試把它穿上
[00:01:11.120 --> 00:01:12.440]  覺得特別漂亮
[00:01:12.440 --> 00:01:14.840]  就偷偷地把它買下來了
[00:01:14.840 --> 00:01:17.840]  不久以後被老張發現了
[00:01:17.840 --> 00:01:18.640]  老張就說
[00:01:18.640 --> 00:01:22.040]  我不是告訴你不能夠再買衣服了嗎
[00:01:22.040 --> 00:01:22.960]  老張就說
[00:01:22.960 --> 00:01:27.200]  是啊 我知道啊 但是衣服穿起來真的很漂亮
[00:01:27.200 --> 00:01:28.440]  所以我買了
[00:01:28.440 --> 00:01:31.320]  然後再加上傻蛋在旁邊誘惑我
[00:01:31.320 --> 00:01:34.040]  我抵擋不了
[00:01:34.040 --> 00:01:35.760]  老張就說
[00:01:35.760 --> 00:01:37.920]  難道你沒有照聖經所說的
[00:01:37.920 --> 00:01:41.720]  吩咐他說傻蛋退到我後面去嗎
[00:01:41.720 --> 00:01:42.680]  有啊
[00:01:42.680 --> 00:01:48.640]  但是傻蛋說這件衣服後面看起來更漂亮
[00:01:48.640 --> 00:01:54.680]  告訴我還有沒有人說要順服神 抵擋魔鬼
[00:01:54.680 --> 00:01:58.600]  所以太太們不要用這句話來講
[00:01:58.600 --> 00:02:01.040]  要順服神 抵擋魔鬼
[00:02:01.040 --> 00:02:02.880]  這是每一位神的兒女基督徒
[00:02:02.880 --> 00:02:06.160]  每天要做的選擇
[00:02:06.160 --> 00:02:08.600]  順服神 抵擋魔鬼
[00:02:08.600 --> 00:02:09.920]  今天早上我們一起來看
[00:02:09.920 --> 00:02:13.160]  兩個女人她們所做的選擇
[00:02:13.160 --> 00:02:14.840]  不只女人的選擇
[00:02:14.840 --> 00:02:19.320]  帶來什麼樣不同的結果呢
[00:02:19.320 --> 00:02:21.280]  我們一起來看《路加福音》第十章
[00:02:21.280 --> 00:02:22.760]  第38節到42節
[00:02:22.760 --> 00:02:25.720]  大家非常熟悉的一個聖經的故事
[00:02:25.720 --> 00:02:27.120]  這裡說她們走路的時候
[00:02:27.120 --> 00:02:28.760]  就是耶穌和祂的門徒
[00:02:28.760 --> 00:02:30.720]  耶穌進了一個村莊
[00:02:30.720 --> 00:02:32.840]  有一個女人名叫瑪大
[00:02:32.840 --> 00:02:35.000]  接她到自己家裡
[00:02:35.000 --> 00:02:37.440]  她有一個妹子名叫瑪利亞
[00:02:37.440 --> 00:02:41.720]  在耶穌腳前坐坐聽她的道
[00:02:41.720 --> 00:02:45.400]  然後42節瑪大伺候的士多心裡忙亂
[00:02:45.400 --> 00:02:46.920]  就盡情來說
[00:02:46.920 --> 00:02:49.680]  主啊 我的妹子留下我一個人伺候
[00:02:49.680 --> 00:02:50.960]  祢不在意嗎
[00:02:50.960 --> 00:02:54.480]  請吩咐她來幫助我
[00:02:54.480 --> 00:02:57.200]  耶穌回答說 瑪大 瑪大
[00:02:57.200 --> 00:02:59.920]  你為許多的事思慮煩惱
[00:02:59.920 --> 00:03:02.280]  但是不可少的只有一件
[00:03:02.280 --> 00:03:06.000]  瑪利亞已經選擇那上好的福分
[00:03:06.000 --> 00:03:08.800]  是不能奪去的
[00:03:08.800 --> 00:03:11.400]  我們先來做幾個重要的觀察
[00:03:11.400 --> 00:03:14.680]  這個故事發生的時間和地點非常重要
[00:03:14.680 --> 00:03:15.880]  第一句話告訴我們說
[00:03:15.880 --> 00:03:17.800]  她們走路的時候
[00:03:17.800 --> 00:03:19.200]  乃至在上文裡面告訴我們
[00:03:19.200 --> 00:03:20.480]  耶穌和祂的門徒
[00:03:20.480 --> 00:03:23.320]  在路加福音第9章51節告訴我們說
[00:03:23.320 --> 00:03:27.000]  她們正朝向耶路撒冷的路上
[00:03:27.000 --> 00:03:28.920]  而路加福音第9章51節
[00:03:28.920 --> 00:03:32.160]  告訴我們她們正朝向耶路撒冷的路上
[00:03:32.160 --> 00:03:33.840]  而路加福音第9章51節
[00:03:33.840 --> 00:03:37.560]  告訴我們她們正朝向耶路撒冷的路上
[00:03:37.560 --> 00:03:40.680]  耶路撒冷的旅途上走去
[00:03:40.680 --> 00:03:41.440]  耶路撒冷就是
[00:03:41.440 --> 00:03:44.240]  耶穌就在地上最後一段時期的日子
[00:03:44.240 --> 00:03:45.520]  就在耶路撒冷
[00:03:45.520 --> 00:03:46.840]  在那裡她會被賣
[00:03:46.840 --> 00:03:49.120]  然後被釘死在十字架上
[00:03:49.120 --> 00:03:52.080]  所以說她可以說帶著非常沉重的心情
[00:03:52.080 --> 00:03:55.800]  來到了一個瑪大 瑪利亞的家
[00:03:55.800 --> 00:03:57.640]  然後從一行福音第10章告訴我們說
[00:03:57.640 --> 00:04:00.920]  瑪大和瑪利亞就是她弟弟叫拉撒路
[00:04:00.920 --> 00:04:02.480]  她們住在伯大尼
[00:04:02.480 --> 00:04:05.560]  伯大尼離開耶路撒冷城只有3公里
[00:04:05.560 --> 00:04:08.360]  我們教會到瑞波馬的西斐達只有3公里
[00:04:08.360 --> 00:04:09.840]  所以她們到那個地方以後
[00:04:09.840 --> 00:04:13.520]  瑪大就請她到她們的家
[00:04:13.520 --> 00:04:14.720]  老師您告訴我們說
[00:04:14.720 --> 00:04:16.800]  瑪大瑪利亞各自做了一個選擇
[00:04:16.800 --> 00:04:18.000]  瑪利亞做什麼呢
[00:04:18.000 --> 00:04:22.320]  瑪利亞就選擇坐在耶穌基督的腳前
[00:04:22.320 --> 00:04:24.320]  聽她的道
[00:04:24.320 --> 00:04:25.560]  瑪利亞呢
[00:04:25.560 --> 00:04:26.360]  瑪大呢
[00:04:26.360 --> 00:04:28.360]  她因為伺候的事情忙亂
[00:04:28.360 --> 00:04:30.560]  她就選擇要伺候耶穌
[00:04:30.560 --> 00:04:32.480]  你可以想像瑪大心裡想說
[00:04:32.480 --> 00:04:35.720]  哇 這麼難得有這樣一個特別的貴賓
[00:04:35.720 --> 00:04:38.400]  神的兒子耶穌基督來到我們的家
