
[00:00:00.000 --> 00:00:02.000]  Danny Mui朋友
[00:00:02.000 --> 00:00:04.000]  先上先下的
[00:00:04.000 --> 00:00:06.000]  早晨
[00:00:06.000 --> 00:00:08.000]  藉此有機會多謝大家的
[00:00:08.000 --> 00:00:10.000]  認同
[00:00:10.000 --> 00:00:12.000]  大家的鼓勵
[00:00:12.000 --> 00:00:14.000]  大家的祝福
[00:00:14.000 --> 00:00:16.000]  一切榮耀歸給天上的父神
[00:00:16.000 --> 00:00:18.000]  今天我們繼續在
[00:00:18.000 --> 00:00:20.000]  私有同行這個系列裡面
[00:00:20.000 --> 00:00:22.000]  思想問題
[00:00:22.000 --> 00:00:24.000]  今天我問大家一個問題
[00:00:24.000 --> 00:00:26.000]  其實這個不是我要問的問題
[00:00:26.000 --> 00:00:28.000]  我是問大家有沒有
[00:00:28.000 --> 00:00:30.000]  思想過這個問題
[00:00:30.000 --> 00:00:32.000]  私有關係
[00:00:32.000 --> 00:00:34.000]  是不是可以避免的呢
[00:00:34.000 --> 00:00:36.000]  這個問題在你腦海裡面
[00:00:36.000 --> 00:00:38.000]  有沒有曾經閃力
[00:00:38.000 --> 00:00:40.000]  閃略過
[00:00:40.000 --> 00:00:42.000]  如果你曾經讓這個問題
[00:00:42.000 --> 00:00:44.000]  在你腦海裡面閃略過
[00:00:44.000 --> 00:00:46.000]  我所要求的不是你對
[00:00:46.000 --> 00:00:48.000]  這個問題的答案
[00:00:48.000 --> 00:00:50.000]  而是想為什麼我會問這個問題呢
[00:00:50.000 --> 00:00:52.000]  是不是私有關係
[00:00:52.000 --> 00:00:54.000]  其實這個裡面有
[00:00:54.000 --> 00:00:56.000]  帶著一個恐懼
[00:00:56.000 --> 00:00:58.000]  我們不太想
[00:00:58.000 --> 00:01:00.000]  踏進這種關係裡面
[00:01:00.000 --> 00:01:02.000]  我們有些懼怕
[00:01:02.000 --> 00:01:04.000]  可能我們懼怕那種偽身
[00:01:04.000 --> 00:01:06.000]  可能我們懼怕那種要求
[00:01:06.000 --> 00:01:08.000]  可能我們懼怕當中
[00:01:08.000 --> 00:01:10.000]  跟我們師父或者徒弟之間的
[00:01:10.000 --> 00:01:12.000]  親密接觸的關係裡面
[00:01:12.000 --> 00:01:14.000]  帶來一種不舒服的感覺
[00:01:14.000 --> 00:01:16.000]  以致我們開始在想這個問題
[00:01:16.000 --> 00:01:18.000]  是不是可以避開的呢
[00:01:18.000 --> 00:01:20.000]  但其實老實說
[00:01:20.000 --> 00:01:22.000]  在我們一生裡面
[00:01:22.000 --> 00:01:24.000]  從小到長大
[00:01:24.000 --> 00:01:26.000]  避開到師徒關係
[00:01:26.000 --> 00:01:28.000]  這種密切的關係
[00:01:28.000 --> 00:01:30.000]  從我們小時候
[00:01:30.000 --> 00:01:32.000]  跟著我們父母學習
[00:01:32.000 --> 00:01:34.000]  不單止是我們父母
[00:01:34.000 --> 00:01:36.000]  其實他們有很多師父
[00:01:36.000 --> 00:01:38.000]  人生裡面有很多師父
[00:01:38.000 --> 00:01:40.000]  不斷教導我們
[00:01:40.000 --> 00:01:42.000]  即使我們進學校讀書
[00:01:42.000 --> 00:01:44.000]  我們無論喜歡
[00:01:44.000 --> 00:01:46.000]  還是不喜歡的老師
[00:01:46.000 --> 00:01:48.000]  他們根本就是我們的師父
[00:01:48.000 --> 00:01:50.000]  他們工作的場合
[00:01:50.000 --> 00:01:52.000]  同事、老前輩
[00:01:52.000 --> 00:01:54.000]  在工作崗位裡面
[00:01:54.000 --> 00:01:56.000]  他們都是我們的師父
