
[00:00:00.000 --> 00:00:02.640]  今天我就選了一段經文
[00:00:02.640 --> 00:00:06.740]  這段經文也是在我們剛剛所讀的聖經裡面
[00:00:06.740 --> 00:00:11.840]  在約翰福音第二章那段經文
[00:00:11.840 --> 00:00:13.840]  那今天我這一段經文
[00:00:13.840 --> 00:00:17.440]  可能我們這一段經文大家都很熟悉
[00:00:17.440 --> 00:00:20.440]  那我會用另外一個角度
[00:00:20.440 --> 00:00:23.240]  在我準備的時候用另外一個角度
[00:00:23.240 --> 00:00:26.640]  用宏觀的方式我們來看這一段經文
[00:00:26.640 --> 00:00:28.440]  然後從這一段經文裡面
[00:00:28.440 --> 00:00:35.440]  我們再來看每一節有一些重點
[00:00:35.440 --> 00:00:37.440]  所以我在準備的時候
[00:00:37.440 --> 00:00:39.940]  我就定出這樣的一個題目
[00:00:39.940 --> 00:00:42.440]  就是律法帶來恩典和真理
[00:00:42.440 --> 00:00:47.440]  其實當然這一段經文有各式各樣的題目可以定
[00:00:47.440 --> 00:00:50.440]  主耶穌接近聖殿 主耶穌做什麼什麼
[00:00:50.440 --> 00:00:55.440]  可是我覺得因為我們確實是一個很有福的
[00:00:55.440 --> 00:00:58.440]  我們活在這個歷史裡面
[00:00:58.440 --> 00:01:01.440]  我們也活在神的救恩裡面
[00:01:01.440 --> 00:01:03.440]  當我想到這一點的時候
[00:01:03.440 --> 00:01:06.440]  我就定出這個題目
[00:01:06.440 --> 00:01:09.440]  律法帶來恩典和真理
[00:01:09.440 --> 00:01:10.440]  當我們講到律法的時候
[00:01:10.440 --> 00:01:12.440]  我們很容易第一個印象
[00:01:12.440 --> 00:01:15.440]  律法是什麼 救約的事情
[00:01:15.440 --> 00:01:18.440]  那講到恩典的時候我們會想到心願
[00:01:18.440 --> 00:01:21.440]  那我們有沒有思想到
[00:01:21.440 --> 00:01:24.440]  整個神的救恩的啟示
[00:01:24.440 --> 00:01:26.440]  不單單只是在心願
[00:01:26.440 --> 00:01:28.440]  也不只是在救約
[00:01:28.440 --> 00:01:33.440]  當我們看到心願和救約的關係是什麼
[00:01:33.440 --> 00:01:38.440]  心願是承受救約神所講的一切真理
[00:01:38.440 --> 00:01:39.440]  神學的思想
[00:01:39.440 --> 00:01:42.440]  不但承受心願
[00:01:42.440 --> 00:01:48.440]  也把救約的真理延伸下去
[00:01:48.440 --> 00:01:50.440]  所以兩個重點
[00:01:50.440 --> 00:01:53.440]  承受之外 延伸下去
[00:01:53.440 --> 00:02:01.440]  那心願也是補充救約很多的預表
[00:02:01.440 --> 00:02:04.440]  因為在心願裡面
[00:02:04.440 --> 00:02:06.440]  要在主耶穌身上來實現
[00:02:06.440 --> 00:02:09.440]  在救約的一切的預表
[00:02:09.440 --> 00:02:14.440]  所以不但承受延伸也補充
[00:02:14.440 --> 00:02:19.440]  更是整本聖經是神自己所啟示的
[00:02:19.440 --> 00:02:22.440]  所以心願也是協調整本聖經
[00:02:22.440 --> 00:02:24.440]  很多時候在救約的時候
[00:02:24.440 --> 00:02:28.440]  講出來不見得完全能明瞭
[00:02:28.440 --> 00:02:33.440]  可能是文化的鴻溝
[00:02:33.440 --> 00:02:35.440]  或是語言的不同
[00:02:35.440 --> 00:02:37.440]  背景的不同
[00:02:37.440 --> 00:02:40.440]  在心願的作者就把救約
[00:02:40.440 --> 00:02:46.440]  那認為不可能不清楚的部分
[00:02:46.440 --> 00:02:50.440]  在聖靈的感召之下 感動之下講出來
[00:02:50.440 --> 00:02:53.440]  所以當我們看到整本聖經的時候
[00:02:53.440 --> 00:02:56.440]  有這樣的一個聯繫
[00:02:56.440 --> 00:02:58.440]  有這樣的一個關係
[00:02:58.440 --> 00:03:00.440]  我在準備的時候
[00:03:00.440 --> 00:03:02.440]  我就想到
[00:03:02.440 --> 00:03:07.440]  其實在約翰福音第一章的17、18兩節
[00:03:07.440 --> 00:03:11.440]  確實是我們在讀約翰福音的時候
[00:03:11.440 --> 00:03:13.440]  是一個連貫
[00:03:13.440 --> 00:03:18.440]  是把整本聖經串在一起
[00:03:18.440 --> 00:03:21.440]  17、18兩節講到什麼呢
[00:03:21.440 --> 00:03:22.440]  17節講到
[00:03:22.440 --> 00:03:27.440]  律法本是藉著摩西而來
[00:03:27.440 --> 00:03:31.440]  恩典和真理是由耶穌基督而來
[00:03:31.440 --> 00:03:33.440]  我們可以看到這兩個字的不同
[00:03:33.440 --> 00:03:39.440]  律法是要透過摩西向人民宣告
[00:03:39.440 --> 00:03:44.440]  讓民眾知道恩典是由
[00:03:44.440 --> 00:03:46.440]  是從主耶穌來的
[00:03:46.440 --> 00:03:52.440]  是由主耶穌本身帶來恩典和真理
[00:03:52.440 --> 00:03:54.440]  我就用這一段經文
[00:03:54.440 --> 00:03:59.440]  我們就來看今天我們所要讀的
[00:03:59.440 --> 00:04:03.440]  剛剛所讀的經文
[00:04:03.440 --> 00:04:11.440]  所以我們看主耶穌來到世上的時候
[00:04:11.440 --> 00:04:13.440]  他講了一句話
[00:04:13.440 --> 00:04:17.440]  因為舊約律法要過去
[00:04:17.440 --> 00:04:21.440]  新約神恩典的時代要過來
[00:04:21.440 --> 00:04:24.440]  那他確實是一個關鍵人物
[00:04:24.440 --> 00:04:25.440]  所以他講了一句話
[00:04:25.440 --> 00:04:27.440]  他說莫非
[00:04:27.440 --> 00:04:32.440]  莫想我來是要廢掉律法和先知
[00:04:32.440 --> 00:04:37.440]  他不要認為我來是要廢掉律法和先知
[00:04:37.440 --> 00:04:39.440]  恰恰的相反
[00:04:39.440 --> 00:04:46.440]  我來確實要成就律法書上所寫的
[00:04:46.440 --> 00:04:48.440]  所以因為他這一句話
[00:04:48.440 --> 00:04:52.440]  我們可以看到主耶穌在地上
[00:04:52.440 --> 00:04:54.440]  他在服侍三年半的時候
[00:04:54.440 --> 00:04:57.440]  舊約一切的要求
[00:04:57.440 --> 00:05:00.440]  他都要來成就
[00:05:00.440 --> 00:05:02.440]  他都要來履行
[00:05:02.440 --> 00:05:05.440]  他都要來遵行
[00:05:05.440 --> 00:05:08.440]  因為今天我們這一段經文的
[00:05:08.440 --> 00:05:10.440]  整個背景在聖殿
[00:05:10.440 --> 00:05:12.440]  我們知道在舊約的時候
[00:05:12.440 --> 00:05:15.440]  聖殿對猶太人來說
[00:05:15.440 --> 00:05:17.440]  是他們的宗教
[00:05:17.440 --> 00:05:20.440]  是他們的民族的一個象徵
[00:05:20.440 --> 00:05:22.440]  所以聖殿對猶太人來說
[00:05:22.440 --> 00:05:25.440]  是極其的重要
[00:05:25.440 --> 00:05:27.440]  那今天我們看到
[00:05:27.440 --> 00:05:30.440]  在這一段聖經的聖殿
[00:05:30.440 --> 00:05:32.440]  有一些歷史
[00:05:32.440 --> 00:05:37.440]  這個聖殿不是所羅門王所建造的聖殿
[00:05:37.440 --> 00:05:40.440]  因為所羅門王建造輝煌的聖殿
[00:05:40.440 --> 00:05:45.440]  當君王百姓慢慢遠離神
[00:05:45.440 --> 00:05:48.440]  也接受巴比倫來毀掉
[00:05:48.440 --> 00:05:51.440]  百姓就成為俘虜
[00:05:51.440 --> 00:05:55.440]  所以這個聖殿也就當時所羅八博
[00:05:55.440 --> 00:05:59.440]  回到耶路撒冷所建造
[00:05:59.440 --> 00:06:01.440]  是很簡單的
[00:06:01.440 --> 00:06:05.440]  不是那麼樣宏偉的一個聖殿
[00:06:05.440 --> 00:06:07.440]  到祖前
[00:06:07.440 --> 00:06:15.440]  西律大帝來管轄巴勒斯坦猶太帝的時候
[00:06:15.440 --> 00:06:18.440]  他重新建造這個聖殿
[00:06:18.440 --> 00:06:21.440]  把原來很簡陋的聖殿
[00:06:21.440 --> 00:06:24.440]  建造成為一個輝煌的聖殿
[00:06:24.440 --> 00:06:27.440]  今天我們所看的這一段經文
[00:06:27.440 --> 00:06:31.440]  就是西律王所建造的聖殿
[00:06:31.440 --> 00:06:37.440]  所以這個聖殿建造不是三五年的工程
[00:06:37.440 --> 00:06:39.440]  在這裡說用四十六年
[00:06:39.440 --> 00:06:40.440]  換句話說
[00:06:40.440 --> 00:06:45.440]  西律他為了討好猶太人
[00:06:45.440 --> 00:06:49.440]  為了在猶太人當中他可以來管轄
[00:06:49.440 --> 00:06:52.440]  他第一把這個聖殿建立
[00:06:52.440 --> 00:06:57.440]  他用各樣的方法建造一個
[00:06:57.440 --> 00:07:03.440]  很榮華的一個聖殿
[00:07:03.440 --> 00:07:08.440]  主耶穌今天來到這個聖殿的時候
[00:07:08.440 --> 00:07:11.440]  他不是看到這個榮華的聖殿
[00:07:11.440 --> 00:07:16.440]  他不是看到一個輝煌的聖殿
[00:07:16.440 --> 00:07:18.440]  恰恰相反
