
[00:00:00.000 --> 00:00:02.000]  我們再一次禱告
[00:00:02.000 --> 00:00:06.640]  天父我們懇求祢的靈去指教我們
[00:00:06.640 --> 00:00:09.320]  讓我們心存謙卑
[00:00:09.320 --> 00:00:10.960]  學習祢的話語
[00:00:10.960 --> 00:00:14.200]  求祢的話成為我們生命的力量
[00:00:14.200 --> 00:00:15.640]  指引我們前行
[00:00:15.640 --> 00:00:16.760]  改變我們
[00:00:16.760 --> 00:00:17.920]  更新我們
[00:00:17.920 --> 00:00:21.040]  我們禱告仰望奉耶穌基督的成名
[00:00:21.040 --> 00:00:21.960]  阿們
[00:00:21.960 --> 00:00:26.200]  我不知道大家是否覺得香港人
[00:00:26.200 --> 00:00:29.280]  有很多怨氣和很多不滿
[00:00:30.000 --> 00:00:32.000]  大家都有點點頭
[00:00:32.000 --> 00:00:34.120]  對社會不滿
[00:00:34.120 --> 00:00:36.920]  特別很多的制度
[00:00:36.920 --> 00:00:38.480]  政制也不滿
[00:00:38.480 --> 00:00:41.960]  對來香港的內地人
[00:00:41.960 --> 00:00:43.240]  很多不滿
[00:00:43.240 --> 00:00:45.760]  甚至對自己也很多不滿
[00:00:45.760 --> 00:00:47.760]  對自己的樣貌
[00:00:47.760 --> 00:00:48.640]  身形
[00:00:48.640 --> 00:00:49.960]  通通都不滿的
[00:00:49.960 --> 00:00:51.960]  要有很多改造的
[00:00:51.960 --> 00:00:56.000]  搭車排隊等久一點又不滿
[00:00:56.000 --> 00:00:59.120]  在櫃員機想拿錢
[00:00:59.120 --> 00:01:00.440]  等久一點又不滿
[00:01:00.440 --> 00:01:02.440]  我有一次見過一個人
[00:01:02.440 --> 00:01:03.720]  髒話也罵了
[00:01:03.720 --> 00:01:04.840]  罵前面那個
[00:01:04.840 --> 00:01:06.840]  其實不是等了很久
[00:01:06.840 --> 00:01:08.840]  可能一兩分鐘
[00:01:08.840 --> 00:01:10.440]  很多不滿
[00:01:10.440 --> 00:01:13.400]  有一次我太太在家樓下
[00:01:13.400 --> 00:01:14.920]  帶著兩個兒子
[00:01:14.920 --> 00:01:16.520]  要照顧兒子
[00:01:16.520 --> 00:01:19.720]  她就蹲下跟兒子說話
[00:01:19.720 --> 00:01:23.720]  她已經躲在路旁
[00:01:23.720 --> 00:01:25.200]  拉在一旁
[00:01:25.200 --> 00:01:27.200]  後面有個中科員
[00:01:28.280 --> 00:01:30.280]  在那裏哭我太太
[00:01:30.280 --> 00:01:33.120]  聊天留待拜山再說吧
[00:01:33.120 --> 00:01:39.520]  剛才拉在一旁不是阻礙著
[00:01:39.520 --> 00:01:41.520]  那些人很生氣
[00:01:41.520 --> 00:01:43.520]  我發覺我自己
[00:01:43.520 --> 00:01:44.840]  其實也是這樣
[00:01:44.840 --> 00:01:47.160]  有一次去銀行做些事
[00:01:47.160 --> 00:01:48.440]  要排隊
[00:01:48.440 --> 00:01:51.200]  銀行有四五個櫃位
