
[00:00:00.000 --> 00:00:01.240]  醒姐妹早晨
[00:00:01.240 --> 00:00:07.080]  很開心在大家當中跟大家分享的訊息
[00:00:07.080 --> 00:00:10.560]  看到一些熟悉的面孔
[00:00:10.560 --> 00:00:13.640]  特別有一份親切感
[00:00:13.640 --> 00:00:16.360]  認識了十多年
[00:00:16.360 --> 00:00:19.680]  再次見面也是很開心
[00:00:19.680 --> 00:00:24.080]  大家看到我太太拿著拐杖進來
[00:00:24.080 --> 00:00:26.000]  大家不需要太過擔心
[00:00:26.000 --> 00:00:33.760]  她剛剛做了一個左膝的膝蓋的手術
[00:00:33.760 --> 00:00:35.520]  整個膝蓋都換掉了
[00:00:35.520 --> 00:00:38.840]  因為很多年都有很多痛
[00:00:38.840 --> 00:00:41.240]  還有她有類風濕關節炎
[00:00:41.240 --> 00:00:44.040]  最近剛剛做完手術
[00:00:44.040 --> 00:00:45.680]  所以剛才她迷的時候
[00:00:45.680 --> 00:00:48.720]  她要走得快一點
[00:00:48.720 --> 00:00:53.280]  她要戳著戳著比較辛苦一點
[00:00:53.280 --> 00:00:57.920]  她沒什麼的 只要走得快就比較辛苦
[00:00:57.920 --> 00:01:00.880]  所以坐下了應該沒什麼
[00:01:00.880 --> 00:01:04.640]  都代表她向大家問安
[00:01:04.640 --> 00:01:06.880]  再一次有機會在大家當中
[00:01:06.880 --> 00:01:08.520]  實在是一件很高興的事
[00:01:08.520 --> 00:01:11.080]  讓我們一起去聽主要話語之前
[00:01:11.080 --> 00:01:14.680]  我們同心一起再向我們的天父去禱告
[00:01:14.680 --> 00:01:16.080]  我們一起去禱告
[00:01:16.080 --> 00:01:20.560]  創造天地萬物的主宰
[00:01:20.560 --> 00:01:21.840]  我們天上的爸爸
[00:01:22.480 --> 00:01:24.760]  我們獻上衷心的感謝
[00:01:24.760 --> 00:01:28.000]  你給我們有一個這麼舒適的環境
[00:01:28.000 --> 00:01:31.200]  我們同心一同來到你的殿
[00:01:31.200 --> 00:01:34.160]  你的家裡面去敬拜你
[00:01:34.160 --> 00:01:36.280]  求天父你自己
[00:01:36.280 --> 00:01:39.920]  去保守每一個人的心懷意念
[00:01:39.920 --> 00:01:43.120]  讓我們在這個時候專注的
[00:01:43.120 --> 00:01:44.920]  就是去敬拜你
[00:01:44.920 --> 00:01:47.560]  藉著詩歌來敬拜
[00:01:47.560 --> 00:01:49.440]  藉著等候你自己的話語
[00:01:49.440 --> 00:01:51.040]  聆聽你的話語
[00:01:51.040 --> 00:01:55.000]  來到去認識神你自己更多
[00:01:55.000 --> 00:01:56.600]  讓我們知道更多
[00:01:56.600 --> 00:01:59.200]  不只是儲存很多的知識
[00:01:59.200 --> 00:02:02.000]  而是將你所教導我們的
[00:02:02.000 --> 00:02:04.240]  能夠可以實踐出來
[00:02:04.240 --> 00:02:07.200]  將你自己卑微不配的僕人都交上
[00:02:07.200 --> 00:02:09.240]  求你親自去幫助他
[00:02:09.240 --> 00:02:11.600]  讓他所講的每一句話
[00:02:11.600 --> 00:02:14.280]  都是你自己聖靈的帶領
[00:02:14.280 --> 00:02:17.200]  讓你自己的說話進入人的生命
[00:02:17.200 --> 00:02:19.160]  進入人的心
[00:02:19.160 --> 00:02:22.720]  求你自己的聖靈在每一個的心裡面
[00:02:22.720 --> 00:02:25.720]  做心儀恆久的工作
[00:02:25.720 --> 00:02:28.440]  求主耶穌你自己坐著為皇
[00:02:28.440 --> 00:02:31.680]  因為我們同心來到去敬拜
[00:02:31.680 --> 00:02:33.520]  就求你自己親自的
[00:02:33.520 --> 00:02:36.000]  來到去掌管我們每一個人的心
[00:02:36.000 --> 00:02:39.080]  讓我們專注在你自己的身上
[00:02:39.080 --> 00:02:43.720]  因為你的愛是覆蓋我們
[00:02:43.720 --> 00:02:45.760]  你的愛是隱秘我們
[00:02:45.760 --> 00:02:47.800]  我們獻上衷心的感謝
[00:02:47.800 --> 00:02:51.960]  如果沒有你自己愛這一份的拯救
[00:02:51.960 --> 00:02:55.200]  我們沒有一個人能夠在罪裡面得著釋放
[00:02:55.200 --> 00:02:57.640]  主耶穌 我們親愛的主耶穌
[00:02:57.640 --> 00:02:58.920]  我們多謝你
[00:02:58.920 --> 00:03:02.080]  和你接納我們對你的敬拜
[00:03:02.080 --> 00:03:04.360]  普告奉耶穌基督的名求
[00:03:04.360 --> 00:03:05.480]  阿們
[00:03:05.480 --> 00:03:12.040]  我記得我以前曾經在一個小組那裡
[00:03:12.040 --> 00:03:17.280]  訪問過那些小組的組員
[00:03:17.280 --> 00:03:23.280]  我說你們心中理想的教會是怎樣的
[00:03:23.280 --> 00:03:26.880]  當一開放給大家來分享的時候
[00:03:26.880 --> 00:03:29.280]  大家就很興奮
[00:03:29.280 --> 00:03:31.800]  一想起理想的教會的時候
[00:03:31.800 --> 00:03:33.840]  大家第一件事想起就是
[00:03:33.840 --> 00:03:38.160]  希望設備能夠先進一點
[00:03:38.160 --> 00:03:39.720]  可能一想起就是
[00:03:39.720 --> 00:03:43.240]  因為那時候是一間很小的教會
[00:03:43.240 --> 00:03:46.480]  我們很多時候是借別人的地方用的
[00:03:46.480 --> 00:03:49.880]  所以音響又不是那麼理想
[00:03:49.880 --> 00:03:51.520]  一時大聲一時小聲
[00:03:51.520 --> 00:03:55.880]  那些冷氣可能有一些位置有風吹著
[00:03:55.880 --> 00:03:57.720]  有一些位置在撥線
[00:03:57.720 --> 00:03:59.720]  諸如此類很不均勻
[00:03:59.720 --> 00:04:01.360]  所以大家想起就是
[00:04:01.360 --> 00:04:05.040]  希望那些設備可以先進一點
[00:04:05.040 --> 00:04:12.440]  最好現在來說叫做聲控就最好了
[00:04:12.440 --> 00:04:16.720]  突然覺得哪裡熱的時候
[00:04:16.720 --> 00:04:17.560]  很熱啊
[00:04:17.560 --> 00:04:20.840]  可能那些冷氣特別吹多一點
[00:04:20.840 --> 00:04:22.560]  或者聲音不夠的時候
[00:04:22.560 --> 00:04:23.400]  不夠聲啊
[00:04:23.400 --> 00:04:27.000]  可能聲音又可以增加一點
[00:04:27.000 --> 00:04:28.200]  可能一想起就是
[00:04:28.200 --> 00:04:30.760]  希望那個環境舒服一點
[00:04:30.760 --> 00:04:33.760]  大家崇拜又會好一點
[00:04:33.760 --> 00:04:35.360]  有一些就說不是
[00:04:35.360 --> 00:04:37.000]  其實那些都是很外在的
[00:04:37.000 --> 00:04:38.760]  最重要就是教會裡面
[00:04:38.760 --> 00:04:41.200]  就是那些姊妹大家很有愛心
[00:04:41.200 --> 00:04:42.360]  你又幫助一下我
[00:04:42.360 --> 00:04:43.960]  我又幫助一下你
[00:04:43.960 --> 00:04:45.160]  所以最重要就是
[00:04:45.160 --> 00:04:46.840]  如果我有什麼困難的時候
[00:04:46.840 --> 00:04:48.400]  有很多人湧著來幫我的
[00:04:48.400 --> 00:04:50.600]  那些是最重要的
[00:04:50.600 --> 00:04:52.200]  有一些就說不是
[00:04:52.200 --> 00:04:54.720]  其實整體來說最重要的
[00:04:54.720 --> 00:04:57.880]  就是大家能夠有這一份的衛生
[00:04:57.880 --> 00:05:00.120]  就是大家願意奉獻多一點
[00:05:00.120 --> 00:05:01.840]  能夠參與多一點
[00:05:01.840 --> 00:05:04.640]  如果個個都能夠這麼參與的時候
[00:05:04.640 --> 00:05:05.720]  熱心去傳呼
[00:05:05.720 --> 00:05:07.440]  熱心去宣教
[00:05:07.440 --> 00:05:09.200]  熱心帶多一些朋友回來
[00:05:09.200 --> 00:05:11.760]  整個教會就很興旺
[00:05:11.760 --> 00:05:13.880]  所以大家你一言我一語
[00:05:13.880 --> 00:05:16.440]  大家都很開心在這裡討論
[00:05:16.440 --> 00:05:18.960]  到差不多一段時間的時候
[00:05:18.960 --> 00:05:20.520]  我說好啊
[00:05:20.520 --> 00:05:23.600]  大家都有你理想的教會
[00:05:23.600 --> 00:05:25.200]  大家有沒有想過
[00:05:25.200 --> 00:05:26.840]  你們怎樣來參與
[00:05:26.840 --> 00:05:30.600]  在哪方面來參與
[00:05:30.600 --> 00:05:33.120]  突然間靜下來了
[00:05:33.120 --> 00:05:36.240]  由剛才大家你一言我一語那一下
[00:05:36.240 --> 00:05:38.360]  突然間一個反差下來
[00:05:38.360 --> 00:05:39.120]  靜下來了
[00:05:39.120 --> 00:05:40.760]  啞著無聲
[00:05:40.760 --> 00:05:43.680]  你知道通常在這樣的環境裡面
[00:05:43.680 --> 00:05:46.320]  一問到這些問題的時候
[00:05:46.320 --> 00:05:48.600]  可能大家就閉上眼睛
[00:05:48.600 --> 00:05:51.040]  閉上眼睛突然間就好像
[00:05:51.040 --> 00:05:54.400]  大家都不敢看著我那樣
[00:05:54.400 --> 00:05:56.200]  確實的可能在我們
[00:05:56.200 --> 00:05:57.920]  每一個人的心目當中
[00:05:57.920 --> 00:06:00.880]  都會有我們理想的教會
[00:06:00.880 --> 00:06:03.000]  但是大家有沒有想過
[00:06:03.000 --> 00:06:04.600]  其實一個理想的教會
[00:06:04.600 --> 00:06:06.800]  不是自然而然突然之間
[00:06:06.800 --> 00:06:08.480]  砰一聲出來就是
[00:06:08.480 --> 00:06:11.160]  這是一個五星級的家
[00:06:11.160 --> 00:06:13.800]  一個理想的教會
[00:06:13.800 --> 00:06:15.520]  大家有沒有想過
[00:06:15.520 --> 00:06:18.080]  其實是需要我們每一個人
[00:06:18.080 --> 00:06:21.200]  來參與的呢
[00:06:21.200 --> 00:06:24.040]  其實中國人有一句說話就是
[00:06:24.040 --> 00:06:28.080]  國家興亡 匹夫有責
[00:06:28.080 --> 00:06:30.800]  其實教會的興亡
[00:06:30.800 --> 00:06:32.320]  是關你事
[00:06:32.320 --> 00:06:34.040]  關我事
[00:06:34.040 --> 00:06:35.440]  在教會裡面
[00:06:35.440 --> 00:06:38.600]  其實沒有一個是一個旁觀者
[00:06:38.600 --> 00:06:42.120]  每一個都是一個參與者
[00:06:42.120 --> 00:06:46.240]  國家興亡 匹夫有責
[00:06:46.240 --> 00:06:48.000]  教會的興亡
[00:06:48.000 --> 00:06:50.920]  關你事 關我事
[00:06:50.920 --> 00:06:52.560]  上一次
[00:06:52.560 --> 00:06:56.280]  我跟大家在大家當中的講道
[00:06:56.280 --> 00:06:59.000]  我分享到這個《哈蓋書》
[00:06:59.000 --> 00:07:01.440]  我想大家如果熟悉這個《哈蓋書》
[00:07:01.440 --> 00:07:03.520]  就是舊約的《哈蓋書》
[00:07:03.520 --> 00:07:05.880]  你會知道整卷的《哈蓋書》
[00:07:05.880 --> 00:07:08.240]  主要集中在什麼呢
[00:07:08.240 --> 00:07:13.560]  就是神對以色列人的一個大控訴
[00:07:13.560 --> 00:07:15.880]  這個控訴是控訴什麼
[00:07:15.880 --> 00:07:19.360]  正如在《一章第九節》
[00:07:19.360 --> 00:07:22.760]  《一章第九節》那裡說到
[00:07:22.760 --> 00:07:26.000]  他說
[00:07:26.000 --> 00:07:28.280]  就算《一章第九節》
[00:07:28.280 --> 00:07:31.200]  我的賤語荒廢
[00:07:31.200 --> 00:07:35.200]  你們國人卻為自己的房屋
[00:07:35.200 --> 00:07:38.760]  來賓詞
[00:07:38.760 --> 00:07:42.240]  神向他自己所愛的以色列民
[00:07:42.240 --> 00:07:44.560]  來發出這個控訴
[00:07:44.560 --> 00:07:47.280]  神藉著大能大力
[00:07:47.280 --> 00:07:49.880]  來將他們這幫亡國奴
[00:07:49.880 --> 00:07:52.280]  就是由大國亡國之後
[00:07:52.280 --> 00:07:53.320]  分散各地
[00:07:53.320 --> 00:07:57.080]  將他們帶到回到故土
[00:07:57.080 --> 00:07:59.120]  耶路撒冷這個地方
[00:07:59.120 --> 00:08:02.880]  帶他們回來的時候說的很清楚的就是
[00:08:02.880 --> 00:08:07.800]  他們必須要為神重建聖殿
[00:08:07.800 --> 00:08:09.920]  當時聖殿已經被毀
[00:08:09.920 --> 00:08:12.200]  要重建聖殿
[00:08:12.200 --> 00:08:15.400]  神藉著哈蓋先知
[00:08:15.400 --> 00:08:18.320]  來向以色列人發出這個控訴
[00:08:18.320 --> 00:08:21.680]  特別這裡作了一個對比
[00:08:21.680 --> 00:08:23.120]  對比是什麼呢
[00:08:23.120 --> 00:08:26.080]  就是神的電語是荒涼
