
[00:00:00.000 --> 00:00:03.740]  早晨 各位鄧英姐妹
[00:00:03.740 --> 00:00:07.400]  外面是不是還有一號風球
[00:00:07.400 --> 00:00:12.040]  多謝主 打風還可以來敬拜
[00:00:12.040 --> 00:00:15.980]  風應該沒有影響我們今早的敬拜
[00:00:15.980 --> 00:00:21.380]  不過下午有一個聯會的青年領袖大會
[00:00:21.380 --> 00:00:26.680]  一個營會 我們都要祈禱求主保守
[00:00:26.680 --> 00:00:30.480]  很多年都沒有試過
[00:00:30.480 --> 00:00:35.960]  八周年之後我們都沒有聯合一起的營會
[00:00:35.960 --> 00:00:38.680]  我們都求主康顧
[00:00:38.680 --> 00:00:41.400]  我們都很感謝主
[00:00:41.400 --> 00:00:46.720]  看到鄧英姐妹越來越投入敬拜
[00:00:46.720 --> 00:00:50.120]  我都看到今早很多很早回來的
[00:00:50.120 --> 00:00:55.020]  有多少個在聚會五分鐘之前已經在這裡
[00:00:55.020 --> 00:00:56.760]  舉手看看
[00:00:56.760 --> 00:00:58.760]  好 感謝主
[00:00:58.760 --> 00:01:01.280]  我們希望下次見到更多人
[00:01:01.280 --> 00:01:02.920]  不過真的要提醒
[00:01:02.920 --> 00:01:05.680]  我們有五分鐘是安靜的
[00:01:05.680 --> 00:01:06.960]  如果你想聊天
[00:01:06.960 --> 00:01:08.760]  我知道聊天永遠聊不完的
[00:01:08.760 --> 00:01:11.080]  我們繼續想聊的
[00:01:11.080 --> 00:01:13.480]  不過我們都預備自己
[00:01:13.480 --> 00:01:15.560]  因為我們回來不是聊天的
[00:01:15.560 --> 00:01:17.520]  回來是敬拜我們的主
[00:01:17.520 --> 00:01:19.200]  所以我們都有五分鐘
[00:01:19.200 --> 00:01:23.680]  我們安靜我們自己來親近主
[00:01:23.680 --> 00:01:25.920]  你說那五分鐘做些什麼
[00:01:25.920 --> 00:01:27.280]  不是很清楚
[00:01:27.280 --> 00:01:28.800]  如果不知道就祈禱
[00:01:28.800 --> 00:01:30.400]  為港元祈禱
[00:01:30.400 --> 00:01:32.720]  為我們的主席來祈禱
[00:01:32.720 --> 00:01:35.920]  為我們鄧英姐妹敬拜的心來祈禱
[00:01:35.920 --> 00:01:38.600]  五分鐘都很快過了
[00:01:38.600 --> 00:01:42.640]  也為自己預備我們的心來敬拜主
[00:01:42.640 --> 00:01:45.120]  聽主的道來禱告
[00:01:45.120 --> 00:01:47.680]  今天我們會繼續思想、使徒行傳
[00:01:47.680 --> 00:01:50.680]  我們先一起低頭祈禱
[00:01:50.680 --> 00:01:53.160]  多謝主讓我們可以敬拜祢
[00:01:53.160 --> 00:01:57.760]  也體會到祢真是那位配受敬拜的主
[00:01:57.760 --> 00:02:00.160]  今朝求祢打開你的華語
[00:02:00.160 --> 00:02:02.800]  進入到我們每一個人的心靈裡面
[00:02:02.800 --> 00:02:04.560]  奉耶穌基督的聖名
[00:02:04.560 --> 00:02:06.560]  阿們
[00:02:06.560 --> 00:02:08.960]  使徒行傳
[00:02:08.960 --> 00:02:10.360]  我們已經看了兩章了
[00:02:10.360 --> 00:02:12.360]  今天我們會由第三章開始
[00:02:12.360 --> 00:02:16.440]  今天的經文會比較長一點
[00:02:16.440 --> 00:02:18.800]  所以我們不會讀完全部
[00:02:18.800 --> 00:02:22.240]  不過我都想讀其中的一部分
[00:02:22.240 --> 00:02:24.240]  使徒行傳
[00:02:24.240 --> 00:02:28.760]  我們看到的是一章八節
[00:02:28.760 --> 00:02:29.720]  說道
[00:02:29.720 --> 00:02:32.720]  但聖靈降臨在你們身上
[00:02:32.720 --> 00:02:35.080]  你們就必得著能力
[00:02:35.080 --> 00:02:36.760]  並要在耶路撒冷
[00:02:36.760 --> 00:02:39.240]  猶太傳地和撒瑪利亞
[00:02:39.240 --> 00:02:41.040]  直到地極
[00:02:41.040 --> 00:02:43.920]  作我的見證
[00:02:43.920 --> 00:02:47.680]  每一個教會裡面的人領受一個使命
[00:02:47.680 --> 00:02:50.520]  要成為主的見證人
[00:02:50.520 --> 00:02:54.040]  使徒行傳就是環繞著這個主題
[00:02:54.040 --> 00:02:56.800]  今天我們從第三章第四章
[00:02:56.800 --> 00:02:59.160]  都是要看這一部分
[00:02:59.160 --> 00:03:00.840]  第三章一節
[00:03:00.840 --> 00:03:05.480]  去到第四章三十一節
[00:03:05.480 --> 00:03:07.840]  如果仔細去看
[00:03:07.840 --> 00:03:11.600]  你會發現有四個場景
[00:03:11.600 --> 00:03:12.800]  所以如果是
[00:03:12.800 --> 00:03:15.040]  一些導演就會有四幕
[00:03:15.040 --> 00:03:16.400]  如果我們做話劇
[00:03:16.400 --> 00:03:17.840]  有四幕
[00:03:17.840 --> 00:03:18.920]  第一幕
[00:03:18.920 --> 00:03:20.320]  第一個場景
[00:03:20.320 --> 00:03:23.040]  就是在第三章第一節
[00:03:23.040 --> 00:03:24.760]  到第十節
[00:03:24.760 --> 00:03:29.000]  說道彼得約翰醫治一個瘸腿的人
[00:03:29.000 --> 00:03:32.080]  這一段經文我們一起讀出來
[00:03:32.080 --> 00:03:34.960]  第三章一至十節
[00:03:34.960 --> 00:03:37.280]  新初禱告的時候
[00:03:37.280 --> 00:03:39.880]  彼得約翰上聖殿去
[00:03:39.880 --> 00:03:42.960]  有一個人生來是瘸腿的
[00:03:42.960 --> 00:03:45.120]  天天被人抬來
[00:03:45.120 --> 00:03:47.680]  放在殿的一個門口
[00:03:47.680 --> 00:03:49.920]  那門名叫美門
[00:03:49.920 --> 00:03:52.640]  要求進殿的人周濟
[00:03:52.640 --> 00:03:56.360]  他看見彼得約翰將要進殿
[00:03:56.360 --> 00:03:58.680]  就求他們周濟
[00:03:58.680 --> 00:04:01.320]  彼得約翰定睛看他
[00:04:01.320 --> 00:04:02.360]  彼得說
[00:04:02.360 --> 00:04:03.760]  你看我們
[00:04:03.760 --> 00:04:06.280]  那人就留意看他們
[00:04:06.280 --> 00:04:08.360]  只望得著什麼
[00:04:08.360 --> 00:04:09.360]  彼得說
[00:04:09.360 --> 00:04:11.440]  金銀我都沒有
[00:04:11.440 --> 00:04:14.040]  只把我所有的給你
[00:04:14.040 --> 00:04:17.320]  我奉拿撒勒人耶穌基督的名
[00:04:17.320 --> 00:04:19.600]  叫你起來行走
[00:04:19.600 --> 00:04:23.880]  於是拉著他的右手扶他起來
[00:04:23.880 --> 00:04:27.920]  他的腳和脖子骨立刻見狀了
[00:04:27.920 --> 00:04:31.720]  就跳起來站著又行走
[00:04:31.720 --> 00:04:33.920]  和他們進了殿
[00:04:33.920 --> 00:04:36.920]  走著跳著讚美神
[00:04:36.920 --> 00:04:39.760]  百姓都看見他行走
[00:04:39.760 --> 00:04:41.000]  讚美神
[00:04:41.000 --> 00:04:45.160]  認得他是那素上坐在殿的美門口
[00:04:45.160 --> 00:04:46.800]  求周濟的
[00:04:46.800 --> 00:04:49.360]  就因他所遇著的事
[00:04:49.360 --> 00:04:53.360]  滿心唏噓驚訝
[00:04:53.360 --> 00:04:56.240]  第一幕就是一個
[00:04:56.240 --> 00:04:57.120]  瘸腿的人
[00:04:57.120 --> 00:04:59.920]  第四章二十二節那裡告訴我們
[00:04:59.920 --> 00:05:02.240]  他是四十多歲
[00:05:02.240 --> 00:05:04.160]  一個
[00:05:04.160 --> 00:05:06.800]  他是天生就瘸腿的
[00:05:06.800 --> 00:05:08.800]  就是說很可能他在
[00:05:08.800 --> 00:05:10.200]  小朋友的時候
[00:05:10.200 --> 00:05:11.400]  已經
[00:05:11.400 --> 00:05:14.040]  被人抬離一個聖殿
[00:05:14.040 --> 00:05:16.040]  一個門口的地方
[00:05:16.040 --> 00:05:19.320]  在那裡來到黑石
[00:05:19.320 --> 00:05:21.320]  幫助家裡
[00:05:21.320 --> 00:05:22.840]  一個人
[00:05:22.840 --> 00:05:24.840]  就坐在這個門口
[00:05:24.840 --> 00:05:26.480]  幾十年
[00:05:26.480 --> 00:05:29.280]  我不知道他進過這個聖殿沒有
[00:05:29.280 --> 00:05:30.640]  但是
[00:05:30.640 --> 00:05:33.560]  他見到很多人可以進去聖殿
[00:05:33.560 --> 00:05:34.880]  去敬拜神
[00:05:34.880 --> 00:05:36.880]  但是他自己不能夠
[00:05:36.880 --> 00:05:40.880]  自己進到這個聖殿
[00:05:40.880 --> 00:05:43.360]  一段經文告訴我們
[00:05:43.360 --> 00:05:46.360]  彼得約翰依字去
[00:05:46.360 --> 00:05:48.960]  奉那撒勒人耶穌的名
[00:05:48.960 --> 00:05:51.960]  叫他起來行走
[00:05:51.960 --> 00:05:55.360]  去即時經歷到這個依字
[00:05:55.360 --> 00:05:57.680]  聖經記載他好像一個
[00:05:57.680 --> 00:06:01.480]  四十多歲的人好像一個小朋友
[00:06:01.480 --> 00:06:03.400]  走著跳著
[00:06:03.400 --> 00:06:04.840]  來到讚美神
[00:06:04.840 --> 00:06:06.720]  在聖殿的門口這樣做
[00:06:06.720 --> 00:06:08.440]  進到聖殿裡面
[00:06:08.440 --> 00:06:10.240]  也是這樣
[00:06:10.240 --> 00:06:14.520]  我不知道這是否他人生第一次進到聖殿裡面
[00:06:14.520 --> 00:06:16.280]  不過很肯定的就是
[00:06:16.280 --> 00:06:17.880]  是他自己進去的
[00:06:17.880 --> 00:06:20.880]  他不需要別人抬他進去
[00:06:20.880 --> 00:06:23.840]  百姓都看見他這樣做
[00:06:23.840 --> 00:06:26.280]  看見他在讚美神
[00:06:26.280 --> 00:06:28.280]  這是第一個場景
[00:06:28.280 --> 00:06:29.600]  然後第二個場景
[00:06:29.600 --> 00:06:31.440]  一段經文告訴我們
[00:06:31.440 --> 00:06:33.280]  就是由第三章十一節
[00:06:33.280 --> 00:06:35.680]  去到四章四節
[00:06:35.680 --> 00:06:38.480]  進到聖殿裡面
[00:06:38.480 --> 00:06:41.480]  因為這個人在聖殿裡面
[00:06:41.480 --> 00:06:42.840]  在這裡
[00:06:42.840 --> 00:06:44.520]  走 在這裡跳
[00:06:44.520 --> 00:06:46.160]  在這裡讚美
[00:06:46.160 --> 00:06:48.520]  群眾看見一個人
[00:06:48.520 --> 00:06:50.320]  認不認得他
[00:06:50.320 --> 00:06:52.880]  我想每逢進到聖殿的人都認得
[00:06:52.880 --> 00:06:55.800]  一個經常在聖殿門口
[00:06:55.800 --> 00:06:57.280]  一個蹺腿的人
[00:06:57.280 --> 00:06:59.560]  他平時只是坐在那個地方
[00:06:59.560 --> 00:07:02.640]  但是今天他竟然可以在這裡
[00:07:02.640 --> 00:07:04.520]  又在這裡跳又在這裡叫
[00:07:04.520 --> 00:07:06.360]  在這裡讚美神
[00:07:06.360 --> 00:07:09.120]  人們覺得很奇怪
[00:07:09.120 --> 00:07:11.480]  為什麼他不是坐在門口
[00:07:11.480 --> 00:07:13.680]  為什麼他可以在這裡呢
[00:07:13.680 --> 00:07:17.560]  彼得把握著一個機會
[00:07:17.560 --> 00:07:21.360]  向著一群聚集在一起的群眾
[00:07:21.360 --> 00:07:23.960]  在那裡講道
[00:07:23.960 --> 00:07:27.000]  這一段經文最主要是講道
[00:07:27.000 --> 00:07:28.960]  彼得的講道
[00:07:28.960 --> 00:07:30.880]  彼得一直講
[00:07:30.880 --> 00:07:32.200]  還沒講完
[00:07:32.200 --> 00:07:33.960]  第四章第一節
[00:07:33.960 --> 00:07:36.080]  就告訴我們
[00:07:36.080 --> 00:07:36.920]  有一群人
[00:07:36.920 --> 00:07:38.160]  就是祭司門
[00:07:38.160 --> 00:07:40.920]  守殿官和殺刀戈人
[00:07:40.920 --> 00:07:43.400]  就一起來
[00:07:43.400 --> 00:07:48.360]  把彼得約翰抓了
[00:07:48.360 --> 00:07:51.120]  因為天已經黑了
[00:07:51.120 --> 00:07:55.920]  所以就把他們來收監
[00:07:55.920 --> 00:07:59.160]  彼得其實講完道了沒有呢
[00:07:59.160 --> 00:08:00.400]  還沒有
[00:08:00.400 --> 00:08:02.480]  彼得還沒講完道
[00:08:02.480 --> 00:08:05.600]  也沒有發出呼召
[00:08:05.600 --> 00:08:07.920]  不過聖經告訴我們
[00:08:07.920 --> 00:08:10.240]  有五千人信主
[00:08:10.240 --> 00:08:11.760]  這個報道會也沒有呼召
[00:08:11.760 --> 00:08:13.880]  不過有五千人信主
[00:08:13.880 --> 00:08:16.360]  聖靈的工作很奇妙
[00:08:16.360 --> 00:08:18.680]  第三個的場景
[00:08:18.680 --> 00:08:21.040]  就是由第四章第五節
[00:08:21.040 --> 00:08:23.680]  去到第二十二節
[00:08:23.680 --> 00:08:27.440]  這個也是很重要的經文
[00:08:27.440 --> 00:08:30.120]  大家聽我讀出來
[00:08:30.120 --> 00:08:30.920]  第二天
[00:08:30.920 --> 00:08:33.840]  官府長老和民事
[00:08:33.840 --> 00:08:35.800]  在耶路撒冷聚會
[00:08:35.800 --> 00:08:39.200]  又有大祭司阿拿和該亞伐
[00:08:39.200 --> 00:08:40.520]  約翰亞歷山大
[00:08:40.520 --> 00:08:42.240]  和大祭司的親族
[00:08:42.240 --> 00:08:43.800]  都在那裡
[00:08:43.800 --> 00:08:46.000]  叫使徒站在當中
[00:08:46.000 --> 00:08:47.640]  就問他們說
[00:08:47.640 --> 00:08:49.280]  你們用什麼能力
[00:08:49.280 --> 00:08:51.720]  奉誰的名作者善呢
[00:08:51.720 --> 00:08:53.960]  那時彼得被聖靈充滿
[00:08:53.960 --> 00:08:55.400]  對他們說
[00:08:55.400 --> 00:08:57.760]  自問的官府和長老
[00:08:57.760 --> 00:08:58.840]  倘若今日
[00:08:58.840 --> 00:09:03.360]  因為在殘疾人身上所行的善事
[00:09:03.360 --> 00:09:06.920]  查問我們他是怎麼得了痊癒
[00:09:06.920 --> 00:09:10.400]  你們眾人和以色列百姓都當知道
[00:09:10.400 --> 00:09:13.760]  站在你們面前的這人得痊癒
[00:09:13.760 --> 00:09:16.120]  是因你們所釘十字架
[00:09:16.120 --> 00:09:18.200]  神叫他從死裡復活的
[00:09:18.200 --> 00:09:20.800]  拿撒勒人耶穌基督的名
[00:09:20.800 --> 00:09:23.800]  他是你們匠人所棄的石頭
[00:09:23.800 --> 00:09:26.400]  已成了房閣的頭塊石頭
[00:09:26.400 --> 00:09:27.760]  除他以外
[00:09:27.760 --> 00:09:29.120]  別無拯救
[00:09:29.120 --> 00:09:30.960]  因為在天下人間
[00:09:30.960 --> 00:09:32.880]  沒有次下別的名
[00:09:32.880 --> 00:09:35.680]  我們可以靠著得救
[00:09:35.680 --> 00:09:38.000]  他們見彼得若行的膽量
[00:09:38.000 --> 00:09:41.360]  又看出他們原是沒有學問的小民
[00:09:41.360 --> 00:09:42.800]  就稀奇
[00:09:42.800 --> 00:09:45.480]  認明他們是跟過耶穌的
[00:09:45.480 --> 00:09:48.080]  又看見那自好了的人
[00:09:48.080 --> 00:09:50.200]  和他們一同站著
[00:09:50.200 --> 00:09:52.080]  就無話可說
[00:09:52.080 --> 00:09:54.840]  於是吩咐他們從公會出去
[00:09:54.840 --> 00:09:56.560]  就彼此相依說
[00:09:56.560 --> 00:09:59.320]  我們當怎樣辦這兩個人呢
[00:09:59.320 --> 00:10:03.000]  因為他們承認行了一件明顯的神蹟
[00:10:03.000 --> 00:10:05.840]  凡住耶路撒冷的人都知道
[00:10:05.840 --> 00:10:08.080]  我們也不能說沒有
[00:10:08.080 --> 00:10:11.400]  唯恐這是越化傳揚在民間
[00:10:11.400 --> 00:10:13.440]  我們必須恐嚇他們
[00:10:13.440 --> 00:10:16.920]  叫他們不再奉這名對人講論
[00:10:16.920 --> 00:10:18.560]  於是叫了他們來
[00:10:18.560 --> 00:10:20.040]  禁止他們
[00:10:20.040 --> 00:10:23.840]  總不可奉耶穌的名講論教訓人
[00:10:23.840 --> 00:10:25.240]  彼得若行說
[00:10:25.240 --> 00:10:27.880]  聽從你們不聽從神
[00:10:27.880 --> 00:10:30.600]  且在神面前合理不合理
[00:10:30.600 --> 00:10:32.440]  你們自己卻兩罷
[00:10:32.440 --> 00:10:35.000]  我們所看見所聽見的
[00:10:35.000 --> 00:10:36.400]  不能不說
[00:10:36.400 --> 00:10:38.600]  官長為百姓的緣故
[00:10:38.600 --> 00:10:40.920]  想不出法子刑罰他們
[00:10:40.920 --> 00:10:42.680]  又恐嚇一番
[00:10:42.680 --> 00:10:45.000]  把他們釋放了
[00:10:45.000 --> 00:10:48.200]  這是因眾人為所行的歧視
[00:10:48.200 --> 00:10:50.280]  都歸榮耀於神
[00:10:50.280 --> 00:10:52.600]  原來藉著神蹟醫好的那人
[00:10:52.600 --> 00:10:56.400]  有四十多歲了
[00:10:56.400 --> 00:10:58.880]  一直說到第二天
[00:10:58.880 --> 00:11:02.080]  一個工會在那裡
[00:11:02.080 --> 00:11:04.760]  有一個例常的聚集
[00:11:04.760 --> 00:11:08.720]  他們就把彼得若行帶到當中
[00:11:08.720 --> 00:11:10.360]  來審訊
[00:11:10.360 --> 00:11:14.360]  我們看到彼得是被聖靈充滿勇氣的
[00:11:14.360 --> 00:11:19.320]  來說這個人得全愈得醫治
[00:11:19.320 --> 00:11:20.800]  是因為什麼
[00:11:20.800 --> 00:11:22.520]  你們釘十字架
[00:11:22.520 --> 00:11:25.720]  但神叫他從死裡復活的耶穌
[00:11:25.720 --> 00:11:27.720]  拿撒勒人耶穌的名
[00:11:27.720 --> 00:11:29.600]  去得醫治
[00:11:29.600 --> 00:11:32.640]  工會的人無可奈何
[00:11:32.640 --> 00:11:34.720]  把彼得若行
[00:11:34.720 --> 00:11:36.680]  恐嚇一番
[00:11:36.680 --> 00:11:38.920]  就釋放他們
[00:11:38.920 --> 00:11:41.440]  然後第四個場景
[00:11:41.440 --> 00:11:44.640]  就是四章二十三到三十一節
[00:11:44.640 --> 00:11:47.080]  就是彼得若行被釋放之後
[00:11:47.080 --> 00:11:49.600]  他回到自己的會眾
[00:11:49.600 --> 00:11:51.840]  就是那一群信徒當中
[00:11:51.840 --> 00:11:55.160]  他們在那裡一起來讚美神
[00:11:55.160 --> 00:11:56.840]  一起來祈禱
[00:11:56.840 --> 00:11:58.200]  祈禱完之後
[00:11:58.200 --> 00:12:00.200]  帶來很大的震撼
[00:12:00.200 --> 00:12:04.200]  這個地也震動
[00:12:04.200 --> 00:12:06.360]  在這裡讓我們看到
[00:12:06.360 --> 00:12:09.480]  這兩位主的見證人
[00:12:09.480 --> 00:12:11.960]  我相信也是代表當時
[00:12:11.960 --> 00:12:15.000]  整個的初期教會
[00:12:15.000 --> 00:12:16.360]  他們兩個是這樣做
[00:12:16.360 --> 00:12:19.400]  其他人都是一樣這樣做
[00:12:19.400 --> 00:12:21.640]  他們勇敢的為主
[00:12:21.640 --> 00:12:24.680]  來作見證
[00:12:24.680 --> 00:12:27.360]  剛才所提到的一件事
[00:12:27.360 --> 00:12:29.200]  是怎樣發生的呢
[00:12:29.200 --> 00:12:31.360]  其實不是特別安排的
[00:12:31.360 --> 00:12:33.360]  不是搞一個報道會
[00:12:33.360 --> 00:12:35.600]  有五千人信主
[00:12:35.600 --> 00:12:37.720]  一個報道會
[00:12:37.720 --> 00:12:38.640]  一件事發生
[00:12:38.640 --> 00:12:39.640]  如果第三章
[00:12:39.640 --> 00:12:42.280]  我們從第三章看見
[00:12:42.280 --> 00:12:43.760]  只不過是彼得若行
[00:12:43.760 --> 00:12:46.680]  他們每一天都做的事情
[00:12:46.680 --> 00:12:48.560]  在新初禱告
[00:12:48.560 --> 00:12:50.400]  下午三點鐘
[00:12:50.400 --> 00:12:53.120]  一個祈禱的時間
[00:12:53.120 --> 00:12:55.120]  他們上到聖殿
[00:12:55.120 --> 00:12:56.920]  去到聖殿那裡
[00:12:56.920 --> 00:12:58.400]  來祈禱
[00:12:58.400 --> 00:13:02.280]  他們日常生活一個小的環節
[00:13:02.280 --> 00:13:06.400]  不是怎樣刻意安排一場報道的聚會
[00:13:06.400 --> 00:13:07.960]  就是去祈禱
[00:13:07.960 --> 00:13:10.240]  去祈禱的時候
[00:13:10.240 --> 00:13:13.400]  見到這個在門口的人
[00:13:13.400 --> 00:13:15.400]  我想可能也不是第一次
[00:13:15.400 --> 00:13:17.600]  來到這樣見到
[00:13:17.600 --> 00:13:19.760]  不過就在這一天
[00:13:19.760 --> 00:13:23.840]  當他們彼此對望的時候
[00:13:23.840 --> 00:13:25.480]  彼得若行
[00:13:25.480 --> 00:13:27.320]  見到一個人
[00:13:27.320 --> 00:13:29.320]  生命的需要
[00:13:29.320 --> 00:13:32.320]  於是就奉那撒勒人耶穌的名
[00:13:32.320 --> 00:13:35.520]  叫他起來行走
[00:13:35.520 --> 00:13:38.440]  彼得若行將自己所擁有的
[00:13:38.440 --> 00:13:41.880]  來給這個人
[00:13:41.880 --> 00:13:45.120]  就發生在一個這樣的情況
[00:13:45.120 --> 00:13:47.680]  結果帶來的就是
[00:13:47.680 --> 00:13:49.720]  他們被人抓了去
[00:13:49.720 --> 00:13:53.640]  面對一個公會的審判
[00:13:53.640 --> 00:13:55.880]  何時為主作見證
[00:13:55.880 --> 00:13:58.680]  不是要搞一個見證的聚會
[00:13:58.680 --> 00:14:02.080]  也不是要怎樣刻意安排
[00:14:02.080 --> 00:14:04.760]  見證就是我們每一天生命
[00:14:04.760 --> 00:14:06.040]  我們生活
[00:14:06.040 --> 00:14:08.120]  每一個小的環節當中
[00:14:08.120 --> 00:14:09.760]  已經可以出現
[00:14:09.760 --> 00:14:13.880]  問題就是我們是不是準備好我們自己
[00:14:13.880 --> 00:14:16.280]  面對任何情況的時候
[00:14:16.280 --> 00:14:19.680]  能夠為主作見證
[00:14:19.680 --> 00:14:21.480]  彼得若行就是這樣
[00:14:21.480 --> 00:14:24.120]  來為主作見證
[00:14:24.120 --> 00:14:27.360]  他們見證什麼呢
[00:14:27.360 --> 00:14:29.600]  他們見證什麼呢
[00:14:29.600 --> 00:14:31.320]  見證是什麼呢
