
[00:00:00.000 --> 00:00:03.000]  讓我們從擁抱神的華語祈禱
[00:00:03.000 --> 00:00:06.000]  天上帝,我們相信祢的華語是寶貴
[00:00:06.000 --> 00:00:08.000]  因為在祢的華語當中
[00:00:08.000 --> 00:00:11.000]  我們能夠認識到祢是那位滿有能力
[00:00:11.000 --> 00:00:16.000]  配合我們稱頌得著榮耀重讚的主
[00:00:16.000 --> 00:00:19.000]  讓我們在這段經文中學習
[00:00:19.000 --> 00:00:22.000]  我們應該如何回應祢的大人
[00:00:22.000 --> 00:00:24.000]  如何俯伏在祢的主權下
[00:00:24.000 --> 00:00:28.000]  去相信和承認祢是我們生命的主
[00:00:28.000 --> 00:00:31.000]  願祢對我們各人都有謙卑的心
[00:00:31.000 --> 00:00:33.000]  不會過份地自高
[00:00:33.000 --> 00:00:35.000]  看到的是祢的大能
[00:00:35.000 --> 00:00:37.000]  而不是我們自己的能力
[00:00:37.000 --> 00:00:41.000]  求祢親自去藉著祢的華語
[00:00:41.000 --> 00:00:42.000]  去跟我們說話
[00:00:42.000 --> 00:00:44.000]  觸動我們各人的心靈
[00:00:44.000 --> 00:00:46.000]  改變我們的生命
[00:00:46.000 --> 00:00:47.000]  聽我們的祈禱
[00:00:47.000 --> 00:00:50.000]  奉靠耶穌基督得聖的名字祈求
[00:00:50.000 --> 00:00:51.000]  阿們
[00:00:51.000 --> 00:00:54.000]  你應該認識我或聽我說過
[00:00:54.000 --> 00:00:56.000]  就知道我以前是跑步的
[00:00:56.000 --> 00:00:58.000]  我中學是玩田徑
[00:00:58.000 --> 00:01:02.000]  我出名不是跑得好
[00:01:02.000 --> 00:01:04.000]  不過我夠拼勁
[00:01:04.000 --> 00:01:06.000]  我是死囂張地跑
[00:01:06.000 --> 00:01:08.000]  我是中一才開始跑
[00:01:08.000 --> 00:01:10.000]  也不是跑得快
[00:01:10.000 --> 00:01:12.000]  但我有一股傻勁
[00:01:12.000 --> 00:01:13.000]  我是輸了
[00:01:13.000 --> 00:01:14.000]  我是不夠你快
[00:01:14.000 --> 00:01:16.000]  不過我就會死跑爛跑
[00:01:16.000 --> 00:01:18.000]  所以我長跑的時候
[00:01:18.000 --> 00:01:19.000]  練跑的時候
[00:01:19.000 --> 00:01:21.000]  給了很多師兄很多壓力
[00:01:21.000 --> 00:01:22.000]  因為跑多遠
[00:01:22.000 --> 00:01:24.000]  我都是吊車櫃吊在他後面
[00:01:24.000 --> 00:01:26.000]  我就是不夠你快
[00:01:26.000 --> 00:01:27.000]  不過我就是吊著你
[00:01:27.000 --> 00:01:29.000]  看我最後能不能過你
[00:01:29.000 --> 00:01:31.000]  可能跑得很辛苦
[00:01:31.000 --> 00:01:32.000]  練習的時候
[00:01:32.000 --> 00:01:34.000]  跑得很難
[00:01:34.000 --> 00:01:37.000]  一轉就吐紅水
[00:01:37.000 --> 00:01:38.000]  之後我再跑過
[00:01:38.000 --> 00:01:40.000]  我就是有一種
[00:01:40.000 --> 00:01:41.000]  我不怕輸
[00:01:41.000 --> 00:01:43.000]  我知道我是應該輸的
[00:01:43.000 --> 00:01:45.000]  但我照樣去跑的時候
[00:01:45.000 --> 00:01:46.000]  我本輸來跑
[00:01:46.000 --> 00:01:47.000]  看我能不能贏你
[00:01:47.000 --> 00:01:49.000]  那種心態
[00:01:49.000 --> 00:01:51.000]  我記得我一路去跑
[00:01:51.000 --> 00:01:55.000]  不是很多時候有什麼成績
[00:01:55.000 --> 00:01:57.000]  我落場比賽也沒有贏過
[00:01:57.000 --> 00:01:59.000]  突然間
[00:01:59.000 --> 00:02:00.000]  我中五那年
[00:02:00.000 --> 00:02:02.000]  就拿到金牌
[00:02:02.000 --> 00:02:04.000]  那年是我第一次去跑400欄
[00:02:04.000 --> 00:02:06.000]  我跑400欄的時候
[00:02:06.000 --> 00:02:08.000]  這個項目不是很多人跑
[00:02:08.000 --> 00:02:09.000]  所以對手
[00:02:09.000 --> 00:02:10.000]  即是全香港那些人跑
[00:02:10.000 --> 00:02:11.000]  大概都知道
[00:02:11.000 --> 00:02:13.000]  我對著一個外國人
[00:02:13.000 --> 00:02:15.000]  我知道他比我大兩年
[00:02:15.000 --> 00:02:17.000]  他已經跑了第三年
[00:02:17.000 --> 00:02:18.000]  他頭兩年都跑得不太好
[00:02:18.000 --> 00:02:20.000]  但那年他就很厲害
[00:02:20.000 --> 00:02:22.000]  每次跟他同場比賽
[00:02:22.000 --> 00:02:23.000]  我每一次都輸給他
[00:02:23.000 --> 00:02:25.000]  去到學界賽最大的時候
[00:02:25.000 --> 00:02:28.000]  到決賽我真的跟他一起跑
[00:02:28.000 --> 00:02:31.000]  我一路就死盯著他
[00:02:31.000 --> 00:02:34.000]  最後開始我發力的時候
[00:02:34.000 --> 00:02:37.000]  終於拍著他上林聰線的時候
[00:02:37.000 --> 00:02:40.000]  我帶他0.08秒拿冠軍
[00:02:40.000 --> 00:02:42.000]  真的很開心
[00:02:42.000 --> 00:02:43.000]  第一次拿金牌
[00:02:43.000 --> 00:02:46.000]  我中五那時候要考會考
[00:02:46.000 --> 00:02:48.000]  學界是三月比賽
[00:02:48.000 --> 00:02:50.000]  會考是五月
[00:02:50.000 --> 00:02:51.000]  所以我贏了學界賽之後
[00:02:51.000 --> 00:02:53.000]  我就再沒有練習了
[00:02:53.000 --> 00:02:55.000]  我就專心讀書
[00:02:55.000 --> 00:02:58.000]  讀讀讀讀考試
[00:02:58.000 --> 00:03:00.000]  考完會考
[00:03:00.000 --> 00:03:02.000]  我就出來練跑
[00:03:02.000 --> 00:03:04.000]  教練就叫我們去參加一個比賽
[00:03:04.000 --> 00:03:06.000]  一個小小的公開賽
[00:03:06.000 --> 00:03:08.000]  明知沒有狀態
[00:03:08.000 --> 00:03:10.000]  不過就當跑一下當練習
[00:03:10.000 --> 00:03:15.000]  我一早上去到那個場地
[00:03:15.000 --> 00:03:18.000]  因為400籃我跑過的那一項是第一項
[00:03:18.000 --> 00:03:19.000]  我一早去到
[00:03:19.000 --> 00:03:20.000]  我到那裡就發覺
[00:03:20.000 --> 00:03:21.000]  場地沒有人
[00:03:21.000 --> 00:03:23.000]  我是不是去錯地方了
[00:03:23.000 --> 00:03:25.000]  我就在那裡等
[00:03:25.000 --> 00:03:27.000]  我想去錯地方也好
[00:03:27.000 --> 00:03:29.000]  其實我不太想跑
[00:03:29.000 --> 00:03:31.000]  因為我又沒有什麼狀態
[00:03:31.000 --> 00:03:32.000]  又沒有跑那麼久
[00:03:32.000 --> 00:03:33.000]  又沒有練習
[00:03:33.000 --> 00:03:35.000]  再跑也是輸定了
[00:03:35.000 --> 00:03:37.000]  怎樣等等
[00:03:37.000 --> 00:03:40.000]  差不多比賽前半場9個小時
[00:03:40.000 --> 00:03:42.000]  開始有人來了
[00:03:42.000 --> 00:03:44.000]  我知道我沒有去場地
[00:03:44.000 --> 00:03:45.000]  接著我就心想
[00:03:45.000 --> 00:03:46.000]  慘了
[00:03:46.000 --> 00:03:48.000]  我沒有去錯場地
[00:03:48.000 --> 00:03:50.000]  真的要跑
[00:03:50.000 --> 00:03:52.000]  我不是很想跑
[00:03:52.000 --> 00:03:55.000]  我不想下場
[00:03:55.000 --> 00:03:56.000]  因為我知道
[00:03:56.000 --> 00:03:58.000]  我沒有狀態我會輸
[00:03:58.000 --> 00:04:01.000]  所以開場前半個小時
[00:04:01.000 --> 00:04:03.000]  我沒有熱身
[00:04:03.000 --> 00:04:05.000]  我就走了回家
[00:04:05.000 --> 00:04:08.000]  接著我教練
[00:04:08.000 --> 00:04:10.000]  事後問我幹什麼去了哪裡
[00:04:10.000 --> 00:04:12.000]  那個年代沒有手機
[00:04:12.000 --> 00:04:14.000]  沒有人打給我
[00:04:14.000 --> 00:04:17.000]  他很失望
[00:04:17.000 --> 00:04:19.000]  我也對我自己很失望
[00:04:19.000 --> 00:04:21.000]  為什麼我不敢跑呢
[00:04:21.000 --> 00:04:23.000]  一個小小的比賽
[00:04:23.000 --> 00:04:26.000]  為什麼我會怕輸呢
[00:04:26.000 --> 00:04:28.000]  因為我覺得
[00:04:28.000 --> 00:04:31.000]  我現在貴為金牌得主
[00:04:31.000 --> 00:04:35.000]  我怎可以輸給這些無名小輩
[00:04:35.000 --> 00:04:36.000]  我這樣輸給他們
[00:04:36.000 --> 00:04:38.000]  我就很沒面子
[00:04:38.000 --> 00:04:41.000]  我從前最大的優勢
[00:04:41.000 --> 00:04:43.000]  不怕輸
[00:04:43.000 --> 00:04:45.000]  拼命跑
[00:04:45.000 --> 00:04:48.000]  因著我拿到金牌
[00:04:48.000 --> 00:04:50.000]  我失去了這個優勢
[00:04:50.000 --> 00:04:53.000]  弟兄姊妹
[00:04:53.000 --> 00:04:56.000]  我們每一個都面對一個危機
[00:04:56.000 --> 00:04:58.000]  就是我們的成功
[00:04:58.000 --> 00:05:01.000]  可能帶來我們的失敗
[00:05:01.000 --> 00:05:04.000]  當我們略有所成的時候
[00:05:04.000 --> 00:05:07.000]  我們不知道怎樣去面對這個成功
[00:05:07.000 --> 00:05:09.000]  我們的成功
[00:05:09.000 --> 00:05:11.000]  可能會令我們驕傲
[00:05:11.000 --> 00:05:13.000]  可能會令我們迷失
[00:05:13.000 --> 00:05:16.000]  令我們失去了自己
[00:05:16.000 --> 00:05:20.000]  當我們得到一些成就的時候
[00:05:20.000 --> 00:05:24.000]  這個成就可能會帶走我們本身有的品格
[00:05:24.000 --> 00:05:28.000]  今天我們作為神的兒女
[00:05:28.000 --> 00:05:31.000]  我們應該怎樣去看成功呢
[00:05:31.000 --> 00:05:33.000]  我們會不會因為成功
[00:05:33.000 --> 00:05:36.000]  就覺得自己很了不起
[00:05:36.000 --> 00:05:38.000]  會不會自吹自擂
[00:05:38.000 --> 00:05:41.000]  會不會將焦點放在我們身上
[00:05:41.000 --> 00:05:43.000]  而忘記了上帝呢
[00:05:43.000 --> 00:05:45.000]  今天我們直接去看
[00:05:45.000 --> 00:05:48.000]  是師記一個很重要的中心人物
[00:05:48.000 --> 00:05:49.000]  基癲
[00:05:49.000 --> 00:05:51.000]  去學習一下
[00:05:51.000 --> 00:05:54.000]  我們應該怎樣去看我們的成功
[00:05:54.000 --> 00:05:55.000]  大家聽我說過
[00:05:55.000 --> 00:05:57.000]  是師記是一個循環
[00:05:57.000 --> 00:05:59.000]  是不斷發生一個循環
[00:05:59.000 --> 00:06:02.000]  就是以色列人行耶和華眼中學為惡的事
[00:06:02.000 --> 00:06:04.000]  所以神就將他們交給外邦人
[00:06:04.000 --> 00:06:06.000]  被外邦人欺壓了N這麼多年
