
[00:00:00.000 --> 00:00:02.880]  今天是星期六,是除夕
[00:00:02.880 --> 00:00:08.400]  我們提前紀念明天主日,1月1日的新年崇拜
[00:00:08.400 --> 00:00:10.480]  也許隨著新的一年開始
[00:00:10.480 --> 00:00:16.320]  也許希望這個算是2023年第一個的主日崇拜
[00:00:16.320 --> 00:00:21.640]  就和弟兄姊妹開始探討新一年的教會主題
[00:00:21.640 --> 00:00:25.920]  就是「基督是主,與受造萬物結連」
[00:00:25.920 --> 00:00:28.160]  這個課題是相當大的
[00:00:28.160 --> 00:00:29.880]  範圍也都很闊
[00:00:29.880 --> 00:00:33.320]  也都說它未必是我們平時多接觸的
[00:00:33.320 --> 00:00:36.760]  對於我自己來說,都需要很多的學習
[00:00:36.760 --> 00:00:38.840]  而今次今天的訊息
[00:00:38.840 --> 00:00:42.680]  希望作為一個破題、一個引子
[00:00:42.680 --> 00:00:44.800]  去幫助我們在這一年當中
[00:00:44.800 --> 00:00:46.520]  一起去探討
[00:00:46.520 --> 00:00:49.400]  怎樣在基督是主、基督範圍裡面
[00:00:49.400 --> 00:00:51.800]  與受造的萬物結連
[00:00:51.800 --> 00:00:54.280]  以致讓我們在屬靈生命上面
[00:00:54.280 --> 00:00:56.960]  以及在世界社區的見證上面
[00:00:56.960 --> 00:01:00.280]  去榮耀神和造福人
[00:01:00.280 --> 00:01:02.360]  今天我們就會以
[00:01:02.360 --> 00:01:06.040]  和大家用羅馬書八章的一段經文
[00:01:06.040 --> 00:01:10.160]  作為我們思想2023年教會主題的引子
[00:01:10.160 --> 00:01:13.120]  當中我和大家一起去讀
[00:01:13.120 --> 00:01:18.080]  這個是羅馬書八章18到25節預備起
[00:01:18.080 --> 00:01:20.400]  「我想,現在的苦楚
[00:01:20.400 --> 00:01:24.320]  若比起將來要顯於我們的榮耀
[00:01:24.320 --> 00:01:26.560]  就不足介意了
[00:01:26.560 --> 00:01:31.520]  受造之物切妄等候神的宗旨顯出來
[00:01:31.520 --> 00:01:35.400]  因為受造之物伏在虛空之下
[00:01:35.400 --> 00:01:37.440]  不是自己願意
[00:01:37.440 --> 00:01:40.480]  乃是因那叫它如此的
[00:01:40.480 --> 00:01:45.760]  但受造之物仍然指望脫離敗壞的合際
[00:01:45.760 --> 00:01:49.720]  得享神義裡自由的榮耀
[00:01:49.720 --> 00:01:52.320]  我們知道一切受造之物
[00:01:52.320 --> 00:01:56.600]  一同嘆息怒虎直到如今
[00:01:56.600 --> 00:01:58.000]  不但如此
[00:01:58.000 --> 00:02:01.920]  則是我們就有聖靈初見果子的
[00:02:01.920 --> 00:02:04.400]  也是自己心裡嘆息
[00:02:04.400 --> 00:02:07.120]  等候得著而至的名分
[00:02:07.120 --> 00:02:09.720]  乃是我們的身體得熟
[00:02:09.720 --> 00:02:12.640]  我們得救只在乎盼望
[00:02:12.640 --> 00:02:16.000]  只是所見的盼望不是盼望
[00:02:16.000 --> 00:02:19.000]  誰問盼望他所見的呢
[00:02:19.000 --> 00:02:22.240]  但若我們若盼望那不見的
[00:02:22.240 --> 00:02:26.800]  就必忍耐等候
[00:02:26.800 --> 00:02:30.320]  今天我想借助這段羅馬書裡的經文
[00:02:30.320 --> 00:02:32.280]  幫助我們思想一下
[00:02:32.280 --> 00:02:35.760]  究竟我們在主耶穌基督的救恩裡
[00:02:35.760 --> 00:02:38.440]  究竟世界萬物跟我們有什麼關係
[00:02:38.440 --> 00:02:40.720]  或者我們怎樣跟祂結連
[00:02:40.720 --> 00:02:43.320]  在羅馬書裡給了我們印象
[00:02:43.320 --> 00:02:45.800]  其中一個核心的訊息的主題
[00:02:45.800 --> 00:02:47.640]  就是「因信清義」
[00:02:47.640 --> 00:02:49.600]  就是討論神的救恩
[00:02:49.600 --> 00:02:52.600]  人能夠藉著信耶穌基督
[00:02:52.600 --> 00:02:54.960]  就得以被神清為義
[00:02:54.960 --> 00:02:58.440]  這個看起來好像是我們跟上帝之間的關係
[00:02:58.440 --> 00:03:04.000]  那究竟跟受造之物有什麼關係呢
[00:03:04.000 --> 00:03:06.400]  又不可以說關他們什麼事
[00:03:06.400 --> 00:03:08.480]  但是保留在這段經文裡說到
[00:03:08.480 --> 00:03:10.480]  原來不是的
[00:03:10.480 --> 00:03:12.160]  第二個問題
[00:03:12.160 --> 00:03:15.440]  就是為什麼提到受造之物
[00:03:15.440 --> 00:03:20.080]  去契望地等候神的宗旨顯現出來呢
[00:03:20.080 --> 00:03:23.920]  所以顯出來是什麼意思呢
[00:03:23.920 --> 00:03:25.600]  我們作為神的宗旨
[00:03:25.600 --> 00:03:27.320]  作為神的兒女的時候
[00:03:27.320 --> 00:03:29.200]  有什麼要做呢
[00:03:29.200 --> 00:03:31.120]  希望藉著這段經文
[00:03:31.120 --> 00:03:33.360]  跟大家做一個開頭
[00:03:33.360 --> 00:03:37.720]  來介紹下一年我們教會的主題
[00:03:37.720 --> 00:03:39.280]  在我繼續跟大家講解
[00:03:39.280 --> 00:03:40.360]  來探討的時候
[00:03:40.360 --> 00:03:43.680]  讓我們一起有祈禱
[00:03:43.680 --> 00:03:45.600]  愛我們的天父,很感謝你
[00:03:45.600 --> 00:03:48.200]  因為你將你的聖經賜給我們
[00:03:48.200 --> 00:03:51.840]  而我們雖然一直有讀聖經、有聽聖經
[00:03:51.840 --> 00:03:54.080]  但是可能所明白的都不多
[00:03:54.080 --> 00:03:57.320]  尤其是面對世界所關心的課題的時候
[00:03:57.320 --> 00:03:59.440]  究竟我們的救恩
[00:03:59.440 --> 00:04:03.800]  跟世界環境、萬物有什麼關係呢
[00:04:03.800 --> 00:04:06.160]  天父,可能過往我們未必很關注
[00:04:06.160 --> 00:04:07.880]  也都不懂怎樣關注
[00:04:07.880 --> 00:04:09.800]  但求神,你就幫助我們
[00:04:09.800 --> 00:04:12.000]  讓你的聖靈開啟我們的心竅
[00:04:12.000 --> 00:04:14.760]  讓我們能夠明白你的真道
[00:04:14.760 --> 00:04:17.120]  也讓我們的生命有所反省
[00:04:17.120 --> 00:04:21.000]  我們祈禱是奉我主耶穌基督聖名祈求
[00:04:21.000 --> 00:04:23.640]  阿們
[00:04:23.640 --> 00:04:25.960]  剛才提到羅馬書
[00:04:25.960 --> 00:04:27.440]  給了我們的深刻印象
[00:04:27.440 --> 00:04:29.560]  「恩信、清義」的道理
[00:04:29.560 --> 00:04:32.880]  因為譬如羅馬書第三章提到
[00:04:32.880 --> 00:04:34.440]  神既是一位
[00:04:34.440 --> 00:04:37.560]  祂就要「恩信、清」那些受割禮
[00:04:37.560 --> 00:04:42.280]  即是那些猶太人,他們有他們割禮的禮儀
[00:04:42.280 --> 00:04:45.600]  「恩信、清」那些未受割禮的禮儀
[00:04:45.600 --> 00:04:48.080]  即是外邦人本身是沒有猶太的傳統的
[00:04:48.080 --> 00:04:50.280]  即是不需要遵守猶太人的禮儀
[00:04:50.280 --> 00:04:53.320]  都是因為「信」而被神清義的
[00:04:53.320 --> 00:04:55.040]  譬如羅馬書第五章那裡也提到
[00:04:55.040 --> 00:04:57.080]  我們的「恩信、清義」
[00:04:57.080 --> 00:05:00.240]  就藉著我們主耶穌基督與神相和
[00:05:00.240 --> 00:05:03.320]  意思就是藉著信靠耶穌基督的時候
[00:05:03.320 --> 00:05:05.080]  我們原本跟神隔絕的
[00:05:05.080 --> 00:05:07.880]  因為犯罪的關係我們不能夠自救
[00:05:07.880 --> 00:05:10.560]  但是藉著主耶穌基督的關係
[00:05:10.560 --> 00:05:12.840]  我們能夠與神和好
[00:05:12.840 --> 00:05:14.880]  聖誕的信息也因為如此
[00:05:14.880 --> 00:05:19.600]  因為主耶穌基督作為我們人和神之間的橋樑
[00:05:19.600 --> 00:05:24.200]  以致我們是藉著耶穌基督可以與神和好
[00:05:24.200 --> 00:05:26.760]  甚至到了羅馬書第七章的時候
[00:05:26.760 --> 00:05:30.440]  也提到我們現在在今世裡面
[00:05:30.440 --> 00:05:33.520]  我們的生命仍然都受罪的影響
[00:05:33.520 --> 00:05:35.520]  雖然我們信耶穌基督
[00:05:35.520 --> 00:05:37.040]  我們有這個救恩
[00:05:37.040 --> 00:05:38.000]  有這個確據
[00:05:38.000 --> 00:05:42.000]  聖靈的生命也都在我們身上
[00:05:42.000 --> 00:05:45.080]  但是我們仍然有肉身的軟弱
[00:05:45.080 --> 00:05:48.920]  在信復神和犯罪的傾向當中
[00:05:48.920 --> 00:05:51.840]  仍然在我們生命當中成為張力
[00:05:51.840 --> 00:05:55.520]  是要靠著主耶穌基督才能夠得聖的
[00:05:55.520 --> 00:05:57.200]  好像第八章那裡提到
[00:05:57.200 --> 00:06:00.000]  因為生命聖靈的律
[00:06:00.000 --> 00:06:02.640]  就在耶穌基督裡面釋放了我
[00:06:02.640 --> 00:06:06.440]  使我脫離了罪和死的律
[00:06:06.440 --> 00:06:08.800]  接著在這段經文之前也提到
[00:06:08.800 --> 00:06:11.680]  假如我們與主一同受苦的時候
[00:06:11.680 --> 00:06:14.760]  也都和祂一同得榮耀
[00:06:14.760 --> 00:06:16.640]  那就帶到下來第十八節
[00:06:16.640 --> 00:06:20.520]  在經文裡面提到現在的苦楚
[00:06:20.520 --> 00:06:22.800]  現在的苦楚是指到什麼呢?
[00:06:22.800 --> 00:06:24.400]  就是之前所提到的
[00:06:24.400 --> 00:06:26.280]  我們肉身有個罪
[00:06:26.280 --> 00:06:27.640]  以及我們新的生命
[00:06:27.640 --> 00:06:29.800]  當中的張力和挑戰
[00:06:29.800 --> 00:06:32.160]  很多時候我們很想去做好的
[00:06:32.160 --> 00:06:33.720]  很想改變自己的生命
[00:06:33.720 --> 00:06:35.960]  很想能夠可以信服神
[00:06:35.960 --> 00:06:39.280]  但是生命裡面的救我仍然有個罪
[00:06:39.280 --> 00:06:43.320]  在那裡不斷地騷擾、纏擾
[00:06:43.320 --> 00:06:45.040]  影響著我們
[00:06:45.040 --> 00:06:46.240]  在當中
[00:06:46.240 --> 00:06:47.880]  現在的苦楚
[00:06:47.880 --> 00:06:52.640]  就在肉身的罪和新生命當中的爭戰
[00:06:52.640 --> 00:06:56.680]  也都可以是因為信仰而受的逼迫
[00:06:56.680 --> 00:07:00.360]  不論是當時初期的基督教會
[00:07:00.360 --> 00:07:02.880]  因為和世俗的思想
[00:07:02.880 --> 00:07:05.480]  已經是太過大的距離了
[00:07:05.480 --> 00:07:07.040]  加上在羅馬帝國裡面
