
[00:00:00.000 --> 00:00:02.240]  請我們再一次同心,我們一同祈禱
[00:00:02.240 --> 00:00:07.440]  天父我們再一次感謝祢,讓祢寶貴的話語作為我們生命的指引
[00:00:07.440 --> 00:00:15.340]  求祢藉著祢的話語去提醒、勸勉、教導、挑戰、激勵、改變我們
[00:00:15.340 --> 00:00:18.080]  祈禱奉耶穌基督命求,阿門
[00:00:18.080 --> 00:00:25.540]  Muzie Alpern是一個美國猶太裔的作家
[00:00:25.540 --> 00:00:30.200]  他曾經寫過三本書,三本都非常暢銷
[00:00:30.200 --> 00:00:33.080]  第一本是《Tuesday with Maury》
[00:00:33.080 --> 00:00:37.800]  Maury是他的老師,他知道他老師患上絕症的時候
[00:00:37.800 --> 00:00:44.380]  他每個星期二到他老師那裡和他談人生和宗教的問題
[00:00:44.380 --> 00:00:48.180]  第二本書就是《The Five People You Meet in Heaven》
[00:00:48.180 --> 00:00:50.180]  你在天堂遇見五個人
[00:00:50.180 --> 00:00:53.280]  這本是非常暢銷的小說
[00:00:53.280 --> 00:00:56.100]  最後一本就是《Have a Little Faith》
[00:00:56.100 --> 00:00:58.800]  有一點點的信心
[00:00:58.800 --> 00:01:03.040]  三本書都是在美國最暢銷的書籍
[00:01:03.040 --> 00:01:07.600]  而三本書都是講及死亡和人生的問題
[00:01:07.600 --> 00:01:10.080]  非常發人深省
[00:01:10.080 --> 00:01:13.200]  或者我和大家分享一下他第二本書
[00:01:13.200 --> 00:01:15.600]  《The Five People You Meet in Heaven》
[00:01:15.600 --> 00:01:18.700]  Eddie是一個八十幾歲的老人家
[00:01:18.700 --> 00:01:20.700]  身體仍然非常強壯
[00:01:20.700 --> 00:01:24.900]  他在一個叫Ruby Pier的地方看守牆壁
[00:01:24.900 --> 00:01:27.400]  看守牆壁的所有措施安全
[00:01:27.400 --> 00:01:30.400]  因為那裡是遊樂場,很多小朋友去玩
[00:01:30.400 --> 00:01:34.900]  他要看清楚那些所謂的跳樓機
[00:01:34.900 --> 00:01:41.400]  或者那些機械的遊戲是安全還是不安全
[00:01:41.400 --> 00:01:44.600]  其實他在這裡工作了很久
[00:01:44.600 --> 00:01:46.600]  他繼承了他父親的工作
[00:01:46.600 --> 00:01:50.100]  但是在一次意外裡面,他為了救一個小朋友
[00:01:50.100 --> 00:01:53.600]  他就被那些機器撞到死亡
[00:01:53.600 --> 00:01:57.300]  當他醒來的時候,發覺他已經身處在天堂
[00:01:57.300 --> 00:01:59.800]  他開始去天堂的旅程
[00:01:59.800 --> 00:02:04.300]  他首先遇到一個人,是一個穿藍色衣服的男人
[00:02:04.300 --> 00:02:07.100]  那個藍衣人見到Eddie的時候
[00:02:07.100 --> 00:02:09.700]  就很開心地和他聊天
[00:02:09.700 --> 00:02:13.200]  然後就和他說:Eddie,Eddie,我想告訴你
[00:02:13.200 --> 00:02:16.500]  我的死亡是和你很有關係的
[00:02:16.500 --> 00:02:20.700]  Eddie說:我都不認識你,你的死和我有什麼關係?
[00:02:20.700 --> 00:02:22.700]  他說:你記不記得你小時候
[00:02:22.700 --> 00:02:25.700]  你和你哥哥Joe去打球
[00:02:25.700 --> 00:02:28.200]  就把球打出去踢出去街
[00:02:28.200 --> 00:02:33.700]  然後你就出去在街上想拿回那個球回去打
[00:02:33.700 --> 00:02:38.700]  誰知你記不記得突然間有一個車就來到
[00:02:38.700 --> 00:02:41.700]  見到一個小朋友突然間飆過馬路
[00:02:41.700 --> 00:02:44.200]  這個司機就馬上煞車
[00:02:44.200 --> 00:02:49.200]  就因為那個車受不到控制就撞到一個木頭車
[00:02:49.200 --> 00:02:53.700]  這個司機很害怕,就心臟病發
[00:02:53.700 --> 00:02:56.200]  就離開了世界
[00:02:56.200 --> 00:02:59.200]  這個司機就是我
[00:02:59.200 --> 00:03:02.700]  Eddie聽到的時候當然不是那麼開心
[00:03:02.700 --> 00:03:06.700]  他說:不關我的事,你自己心臟病發
[00:03:06.700 --> 00:03:09.700]  但是這個藍衣人就和他說:
[00:03:09.700 --> 00:03:16.200]  我很想見見你,是想和你說一件很有趣的真理
[00:03:16.200 --> 00:03:23.700]  同一件事,同一件事,同一個時間
[00:03:23.700 --> 00:03:28.200]  對一個人來說,對你來說是一件喜事
[00:03:28.200 --> 00:03:30.700]  你歡歡喜喜撿回那個球
[00:03:30.700 --> 00:03:35.200]  就回去和哥哥玩得很開心
[00:03:35.200 --> 00:03:40.200]  但對另外一個人來說,對我來說是一個悲劇
[00:03:40.200 --> 00:03:48.700]  我就這樣離開世界,剩下孤兒寡婦渡過去餘生
[00:03:48.700 --> 00:03:54.200]  同一件事,對某些人來看是歡喜快樂
[00:03:54.200 --> 00:03:58.700]  但對另外一個人來看是一個悲劇
[00:03:58.700 --> 00:04:01.700]  是福就是禍
[00:04:01.700 --> 00:04:07.200]  是喜劇或者悲劇,就要看在一個什麼角度去看
[00:04:07.200 --> 00:04:13.700]  這個藍衣人的死,是帶給Eddie對人生一個很不同的看法
[00:04:13.700 --> 00:04:22.200]  你以為是好不好的事,但對某些人來說,它是一個生命的契機
[00:04:22.200 --> 00:04:27.200]  你以為是生命的契機,對某些人來說,它是一個悲劇
[00:04:27.200 --> 00:04:32.200]  Eddie繼續去天堂的旅程,他遇到第二個人
[00:04:32.200 --> 00:04:37.200]  是在太平洋戰爭的時候和他並肩作戰的一個Captain
[00:04:37.200 --> 00:04:41.200]  他同樣是被日本軍隊抓了,做了俘虜
[00:04:41.200 --> 00:04:45.200]  後來他們逃出來
[00:04:45.200 --> 00:04:49.200]  在這次戰爭裡面,他才發現到
[00:04:49.200 --> 00:04:53.700]  原來他處的地方就是在太平洋打仗的時候
[00:04:53.700 --> 00:04:56.700]  Captain和他一起打仗的地方
[00:04:56.700 --> 00:05:01.200]  Captain見到他的時候,很開心地跟Eddie說
[00:05:01.200 --> 00:05:05.200]  但是Eddie一見到Captain,他就很不開心
[00:05:05.200 --> 00:05:10.700]  因為他打仗的時候,他腿部受傷,中了子彈
[00:05:10.700 --> 00:05:14.700]  二十多歲去參戰,一直到八十多歲
[00:05:14.700 --> 00:05:20.700]  一直以來都是跛跛的,因為打仗的時候打傷了他的腳
[00:05:20.700 --> 00:05:23.700]  那顆子彈是誰發的呢?
[00:05:23.700 --> 00:05:28.700]  就是Captain,是Captain開槍打他的腳
[00:05:28.700 --> 00:05:32.700]  他一輩子不會忘記的
[00:05:32.700 --> 00:05:36.700]  到這一刻的時候,他見到Captain
[00:05:36.700 --> 00:05:41.700]  當然很不服氣,Captain跟他說
[00:05:41.700 --> 00:05:44.700]  你知不知道為什麼我要打你?
[00:05:44.700 --> 00:05:49.700]  因為你當時衝進去那個房子,那個計時彈快要爆炸了
[00:05:49.700 --> 00:05:53.700]  我大聲叫你不要去,叫你不要去,你就是要去,你聽不到我
[00:05:53.700 --> 00:06:00.700]  我唯一能夠去救你的命的,就是打傷你的腳,讓你進不去
[00:06:00.700 --> 00:06:05.700]  但是因為這樣,你恨了我幾十年
[00:06:05.700 --> 00:06:10.700]  我,你知不知道我為什麼會死?
[00:06:10.700 --> 00:06:14.700]  就因為我和你們四個人,四個都是我的部隊
[00:06:14.700 --> 00:06:20.700]  我告訴你,我作為你們的Captain,我會盡一生最大的努力
[00:06:20.700 --> 00:06:28.700]  希望送你們平平安安,回到美國,見到你們的妻兒和兒女
[00:06:28.700 --> 00:06:34.700]  就在一次路上,車快要踩到地雷的時候
[00:06:34.700 --> 00:06:41.700]  我自己粉身跳下去,地雷引爆,我就死了
[00:06:41.700 --> 00:06:46.700]  你們四個就可以平平安安回去
[00:06:46.700 --> 00:06:49.700]  我的犧牲,我為此而感到自豪
[00:06:49.700 --> 00:06:54.700]  因為我答應過你的事,我已經實現了
