
[00:00:00.000 --> 00:00:09.000]  以上一書是帶給人類的盼望和安慰
[00:00:09.000 --> 00:00:12.000]  我們思想上帝的說話
[00:00:12.000 --> 00:00:21.000]  之前我們再一次低頭禱告
[00:00:21.000 --> 00:00:25.000]  上帝我們很感謝祢
[00:00:25.000 --> 00:00:28.000]  祢不單止給我們經歷
[00:00:28.000 --> 00:00:35.000]  主耶穌的受苦和復活的經驗
[00:00:35.000 --> 00:00:41.000]  祢也藉著祢的話語餵養我們所能的生命
[00:00:41.000 --> 00:00:46.000]  救星令在我們當中來運行
[00:00:46.000 --> 00:00:50.000]  幫助我們思想去明白
[00:00:50.000 --> 00:00:53.000]  又實行祢的真道
[00:00:53.000 --> 00:00:55.000]  我們恭敬仰望交托
[00:00:55.000 --> 00:00:57.000]  奉靠耶穌基督聖名祈求
[00:00:57.000 --> 00:00:59.000]  阿門
[00:00:59.000 --> 00:01:11.000]  我想你也有這樣的感覺
[00:01:11.000 --> 00:01:14.000]  這個世界很亂
[00:01:14.000 --> 00:01:17.000]  香港也很亂
[00:01:17.000 --> 00:01:20.000]  在這麼混亂的時局裡
[00:01:20.000 --> 00:01:28.000]  每個人都喜歡一個愛人民的領袖去管治我們
[00:01:28.000 --> 00:01:33.000]  希望他帶來給我們的國家太平
[00:01:33.000 --> 00:01:36.000]  社會民生得到改善
[00:01:36.000 --> 00:01:41.000]  經濟起飛
[00:01:41.000 --> 00:01:43.000]  在2008年
[00:01:43.000 --> 00:01:47.000]  當美國總統來選舉的時候
[00:01:47.000 --> 00:01:49.000]  現任總統的奧巴馬
[00:01:49.000 --> 00:01:52.000]  他用了Change為口號
[00:01:52.000 --> 00:01:54.000]  改變
[00:01:54.000 --> 00:01:56.000]  他說Yes
[00:01:56.000 --> 00:01:57.000]  We can change
[00:01:57.000 --> 00:01:58.000]  We can believe
[00:01:58.000 --> 00:02:01.000]  In change we need hope
[00:02:01.000 --> 00:02:03.000]  沒錯
[00:02:03.000 --> 00:02:05.000]  我們會改變
[00:02:05.000 --> 00:02:07.000]  我們的改變
[00:02:07.000 --> 00:02:10.000]  是你的需要
[00:02:10.000 --> 00:02:12.000]  結果我們都知道
[00:02:12.000 --> 00:02:15.000]  他成功當選
[00:02:19.000 --> 00:02:21.000]  但是做了這麼多年總統
[00:02:21.000 --> 00:02:23.000]  我們都知道
[00:02:23.000 --> 00:02:26.000]  人的領袖
[00:02:26.000 --> 00:02:30.000]  常常帶給人失望
[00:02:30.000 --> 00:02:32.000]  很快
[00:02:32.000 --> 00:02:36.000]  人就會丟棄這個領袖
[00:02:36.000 --> 00:02:37.000]  又想Change
[00:02:37.000 --> 00:02:39.000]  又想改變
[00:02:39.000 --> 00:02:43.000]  你的生命
[00:02:43.000 --> 00:02:45.000]  需要一個什麼樣的領袖
[00:02:45.000 --> 00:02:48.000]  來帶領你的生命呢
[00:02:48.000 --> 00:02:50.000]  又或者
[00:02:50.000 --> 00:02:52.000]  你的生命
[00:02:52.000 --> 00:02:56.000]  需要改變嗎
[00:02:56.000 --> 00:02:58.000]  當你說你需要改變你的生命
[00:02:58.000 --> 00:03:00.000]  你的人生的時候
[00:03:00.000 --> 00:03:02.000]  你需要一個什麼樣的領袖
[00:03:02.000 --> 00:03:07.000]  來帶領你的人生呢
[00:03:07.000 --> 00:03:12.000]  上帝在以色列人面臨亡國的邊緣裡
[00:03:12.000 --> 00:03:16.000]  他預言興起一位忠心的僕人
[00:03:16.000 --> 00:03:18.000]  拯救他們
[00:03:18.000 --> 00:03:21.000]  拯救上帝所愛的百姓
[00:03:21.000 --> 00:03:26.000]  帶給以色列人安慰和盼望
[00:03:26.000 --> 00:03:28.000]  今天我們讀的
[00:03:28.000 --> 00:03:32.000]  《爾策夏書》第42章
[00:03:32.000 --> 00:03:36.000]  是全本《爾策夏書》
[00:03:36.000 --> 00:03:40.000]  其中四首僕人之歌的第一首
[00:03:40.000 --> 00:03:43.000]  由42章到53章
[00:03:43.000 --> 00:03:47.000]  一連有四首僕人之歌
[00:03:47.000 --> 00:03:50.000]  我看過一些
[00:03:50.000 --> 00:03:53.000]  港獨的經文的安排
[00:03:53.000 --> 00:03:56.000]  我們連續的在後面
[00:03:56.000 --> 00:04:01.000]  是思想多一個的僕人之歌
[00:04:01.000 --> 00:04:04.000]  僕人
[00:04:04.000 --> 00:04:06.000]  這裡所說的僕人
[00:04:06.000 --> 00:04:08.000]  僕人之歌所說的僕人
[00:04:08.000 --> 00:04:18.000]  是和上星期所說的僕人不同
[00:04:18.000 --> 00:04:20.000]  上星期所說的僕人
[00:04:20.000 --> 00:04:22.000]  是說到以色列民族
[00:04:22.000 --> 00:04:24.000]  今天我們說的
[00:04:24.000 --> 00:04:29.000]  42章到53章所說的僕人之歌的僕人
[00:04:29.000 --> 00:04:32.000]  是說到
[00:04:32.000 --> 00:04:35.000]  神偉大救贖計劃
[00:04:35.000 --> 00:04:40.000]  而預備給人類的彌賽亞
[00:04:40.000 --> 00:04:44.000]  這裡所說的是一位忠僕
[00:04:44.000 --> 00:04:47.000]  是一個真的僕人
[00:04:47.000 --> 00:04:53.000]  是人類真正的盼望和真正的安慰
[00:04:53.000 --> 00:04:54.000]  我們今天看看
[00:04:54.000 --> 00:04:57.000]  他是一個怎樣的僕人呢?
[00:04:57.000 --> 00:05:02.000]  他的身份和工作又是怎樣的呢?
[00:05:02.000 --> 00:05:06.000]  一開始第一節
[00:05:06.000 --> 00:05:08.000]  很欣賞蕭全讀
[00:05:08.000 --> 00:05:10.000]  讀的第一節說
[00:05:10.000 --> 00:05:13.000]  耶和華說
[00:05:13.000 --> 00:05:15.000]  我們第一節是沒有的
[00:05:15.000 --> 00:05:17.000]  是真的
[00:05:17.000 --> 00:05:19.000]  上帝說
[00:05:19.000 --> 00:05:20.000]  看我的僕人
[00:05:20.000 --> 00:05:21.000]  我所扶持
[00:05:21.000 --> 00:05:22.000]  所揀選
[00:05:22.000 --> 00:05:27.000]  心裡所喜悅的
[00:05:27.000 --> 00:05:29.000]  這位忠僕
[00:05:29.000 --> 00:05:31.000]  或者這位彌賽亞
[00:05:31.000 --> 00:05:33.000]  這位救世主
[00:05:33.000 --> 00:05:38.000]  這位帶來給人類的安慰和盼望的
[00:05:38.000 --> 00:05:40.000]  他是來自上帝
[00:05:40.000 --> 00:05:44.000]  是上帝所任命的
[00:05:44.000 --> 00:05:46.000]  並且聖經告訴我們
[00:05:46.000 --> 00:05:48.000]  我已將我的靈賜給他
[00:05:48.000 --> 00:05:53.000]  他必將功利傳給外邦
[00:05:53.000 --> 00:05:56.000]  他不單是上帝親自任命
[00:05:56.000 --> 00:05:58.000]  並且賜下聖靈
[00:05:58.000 --> 00:06:02.000]  讓他有能力完成工作
[00:06:02.000 --> 00:06:06.000]  並不表示彌賽亞沒有能力
[00:06:06.000 --> 00:06:09.000]  他也是一個神
[00:06:09.000 --> 00:06:12.000]  更加告訴我們
[00:06:12.000 --> 00:06:14.000]  他是上帝所任命
[00:06:14.000 --> 00:06:22.000]  並且有能力去完成他的工作
[00:06:22.000 --> 00:06:24.000]  在民主社會裡
[00:06:24.000 --> 00:06:28.000]  我們可能不喜歡中央任命
[00:06:28.000 --> 00:06:32.000]  我們覺得我們有選擇
[00:06:32.000 --> 00:06:36.000]  我們不喜歡小圈子選舉
[00:06:36.000 --> 00:06:38.000]  但是彌賽亞
[00:06:38.000 --> 00:06:39.000]  耶穌基督
[00:06:39.000 --> 00:06:43.000]  是上帝所任命的
[00:06:43.000 --> 00:06:45.000]  上帝所任命的
[00:06:45.000 --> 00:06:49.000]  並不像我們人間所任命的
[00:06:49.000 --> 00:06:52.000]  因為上帝愛我們
[00:06:52.000 --> 00:06:54.000]  上帝很喜歡
[00:06:54.000 --> 00:06:56.000]  和很喜歡
[00:06:56.000 --> 00:07:00.000]  極其願意我們享受
[00:07:00.000 --> 00:07:04.000]  祂帶給我們的福樂
[00:07:04.000 --> 00:07:07.000]  因為你和我
[00:07:07.000 --> 00:07:12.000]  都是上帝所創造的
[00:07:12.000 --> 00:07:16.000]  所以這個任命
[00:07:16.000 --> 00:07:20.000]  並非不顧念我們的需要
[00:07:20.000 --> 00:07:23.000]  亂亂給一個人去管著我們
[00:07:23.000 --> 00:07:26.000]  而是他的計劃
[00:07:26.000 --> 00:07:28.000]  是因為他愛我們
[00:07:28.000 --> 00:07:30.000]  因為顧念我們
[00:07:30.000 --> 00:07:33.000]  所以他為我們
[00:07:33.000 --> 00:07:36.000]  預備這個救贖的計劃
[00:07:36.000 --> 00:07:38.000]  預備這個終生的僕人
[00:07:38.000 --> 00:07:41.000]  來帶領我們
[00:07:41.000 --> 00:07:45.000]  幫助我們
[00:07:45.000 --> 00:07:48.000]  聖經上福音十章十字
[00:07:48.000 --> 00:07:51.000]  大家都知道這是一個很沒人的比喻
[00:07:51.000 --> 00:07:53.000]  第十字說
[00:07:53.000 --> 00:07:54.000]  到賊來
[00:07:54.000 --> 00:07:57.000]  無非要偷竊、殺害、毀壞
[00:07:57.000 --> 00:07:59.000]  我來了
[00:07:59.000 --> 00:08:01.000]  是要叫人得生命
[00:08:01.000 --> 00:08:03.000]  並且我們一起讀
[00:08:03.000 --> 00:08:06.000]  得的更豐盛
[00:08:06.000 --> 00:08:08.000]  上帝愛我們
[00:08:08.000 --> 00:08:11.000]  上帝很想我們的生命豐盛
[00:08:11.000 --> 00:08:15.000]  所以祂差派耶穌基督來到我們當中
[00:08:15.000 --> 00:08:17.000]  引導我們
[00:08:17.000 --> 00:08:19.000]  幫助我們
[00:08:19.000 --> 00:08:25.000]  扶持我們
[00:08:25.000 --> 00:08:33.000]  我間中收到一些機構的通訊
[00:08:33.000 --> 00:08:36.000]  有時候收到他們的見證
[00:08:36.000 --> 00:08:39.000]  這些戒毒、戒毒
[00:08:39.000 --> 00:08:44.000]  更新人質的福音機構
[00:08:44.000 --> 00:08:47.000]  看到他們服侍的對象
[00:08:47.000 --> 00:08:52.000]  無論戒毒、戒毒、更新人士
[00:08:52.000 --> 00:08:55.000]  他們的見證都是讓我們看到
[00:08:55.000 --> 00:08:59.000]  他們倚靠這位救贖主
[00:08:59.000 --> 00:09:04.000]  倚靠這位上帝差來的終生的僕人
[00:09:04.000 --> 00:09:08.000]  而得著恩典和祝福
[00:09:08.000 --> 00:09:10.000]  生命不再一樣
[00:09:10.000 --> 00:09:18.000]  生命是有價值和意義
[00:09:18.000 --> 00:09:23.000]  其中他們有個弟兄
[00:09:23.000 --> 00:09:26.000]  他寫他的見證說
[00:09:26.000 --> 00:09:30.000]  他自從認識耶穌基督之後
[00:09:30.000 --> 00:09:38.000]  他知道那些是他值得所信賴、所跟隨的
[00:09:38.000 --> 00:09:43.000]  他因著以前他爛倒
[00:09:43.000 --> 00:09:45.000]  他不能夠幫助自己
