
[00:00:00.000 --> 00:00:05.760]  今天的講道題目是「我的2024」
[00:00:05.760 --> 00:00:08.480]  當我們說「我的2024」的時候
[00:00:08.480 --> 00:00:11.880]  我更加希望當我們去回想的時候
[00:00:11.880 --> 00:00:13.560]  不單止是「我的」
[00:00:13.560 --> 00:00:16.880]  而是「我同神的2024」
[00:00:16.880 --> 00:00:19.200]  而我今天所選的經文
[00:00:19.200 --> 00:00:22.080]  是在生命記的三十四章
[00:00:22.080 --> 00:00:23.480]  一到七節
[00:00:23.480 --> 00:00:25.560]  我們一起中讀這幾個經文,好嗎?
[00:00:25.560 --> 00:00:26.880]  一、二、三
[00:00:26.880 --> 00:00:30.680]  摩西從摩亞平原登尼波山
[00:00:30.680 --> 00:00:35.920]  上了那與耶利哥相對的比斯加山頂
[00:00:35.920 --> 00:00:39.520]  耶和華把基列傳遞直到達
[00:00:39.520 --> 00:00:41.600]  拿弗他利傳遞
[00:00:41.600 --> 00:00:44.240]  以法連馬拿西的傳遞
[00:00:44.240 --> 00:00:46.960]  猶大傳遞直到西海
[00:00:46.960 --> 00:00:50.440]  南地和中雪城耶利哥的平原
[00:00:50.440 --> 00:00:54.280]  直到所以都止及他汗
[00:00:54.280 --> 00:00:59.000]  耶和華對他說:「這就是我向阿伯拉罕
[00:00:59.000 --> 00:01:03.040]  以撒雅各起誓應去之地說
[00:01:03.040 --> 00:01:06.360]  我必將這地賜給你的後裔
[00:01:06.360 --> 00:01:09.840]  現在我使你眼睛看見了
[00:01:09.840 --> 00:01:12.680]  你卻不得過渡那裡去」
[00:01:12.680 --> 00:01:17.240]  於是耶和華的僕人摩西死在摩亞地
[00:01:17.240 --> 00:01:20.720]  正如耶和華所說的
[00:01:20.720 --> 00:01:24.640]  「耶和華將他埋葬在摩亞地
[00:01:24.640 --> 00:01:27.320]  伯比爾對面的局中
[00:01:27.320 --> 00:01:31.120]  指示到今日沒有人知道他的墳墓
[00:01:31.120 --> 00:01:34.640]  摩西死的時候一百二十歲
[00:01:34.640 --> 00:01:36.800]  眼目沒有昏花
[00:01:36.800 --> 00:01:39.200]  精神沒有衰白」
[00:01:39.200 --> 00:01:41.840]  我講一講這段經文的背景
[00:01:41.840 --> 00:01:44.560]  是我們一整年講出的埃及記
[00:01:44.560 --> 00:01:46.400]  所以大家都很熟悉
[00:01:46.400 --> 00:01:51.560]  摩西大以色列人離開埃及去到迦南這地方
[00:01:51.560 --> 00:01:54.680]  但是因為這群以色列人
[00:01:54.680 --> 00:01:55.600]  最出名的
[00:01:55.600 --> 00:01:57.120]  我們看聖經才知道是什麼
[00:01:57.120 --> 00:01:59.280]  常常在曠野裡耳癢癢
[00:01:59.280 --> 00:02:00.840]  很多的埋怨
[00:02:00.840 --> 00:02:02.520]  一時又說沒有水喝
[00:02:02.520 --> 00:02:03.480]  一時又說沒有食物
[00:02:03.480 --> 00:02:05.200]  一時又說怎樣怎樣
[00:02:05.200 --> 00:02:08.920]  所以神就說第一代的以色列人
[00:02:08.920 --> 00:02:11.120]  他們不能夠進到迦南
[00:02:11.120 --> 00:02:13.640]  他們慢慢的老死在曠野
[00:02:13.640 --> 00:02:15.880]  而第二代打後的以色列人
[00:02:15.880 --> 00:02:19.400]  才能夠進入到神的應許之地
[00:02:19.400 --> 00:02:20.520]  我們又會問
[00:02:20.520 --> 00:02:22.000]  那麼摩西呢?
[00:02:22.000 --> 00:02:24.480]  摩西有沒有進到去迦南?
[00:02:24.480 --> 00:02:26.600]  我們看聖經的時候我們看到
[00:02:26.600 --> 00:02:27.560]  沒有
[00:02:27.560 --> 00:02:30.280]  因為摩西他在一個地方
[00:02:30.280 --> 00:02:32.280]  叫做底加斯那裡
[00:02:32.280 --> 00:02:33.800]  犯了錯誤
[00:02:33.800 --> 00:02:36.000]  我們未必會知道底加斯在哪裡
[00:02:36.000 --> 00:02:38.120]  所以今天我又是用地圖
[00:02:38.120 --> 00:02:40.160]  帶大家去這個聖地旅行團
[00:02:40.160 --> 00:02:42.920]  你看到紅色圈著那個地方
[00:02:42.920 --> 00:02:44.880]  就是底加斯
[00:02:44.880 --> 00:02:49.760]  即是從埃及走到加拿大中間的位置
[00:02:49.760 --> 00:02:51.320]  那裡發生了什麼事呢?
[00:02:51.320 --> 00:02:53.280]  就是因為那裡沒有水喝
[00:02:53.280 --> 00:02:56.640]  於是摩西就擊打盆石出水
[00:02:56.640 --> 00:02:59.320]  為什麼神說他犯錯誤呢?
[00:02:59.320 --> 00:03:02.200]  因為原來神是跟摩西說
[00:03:02.200 --> 00:03:05.160]  你是吩咐盆石出水的
[00:03:05.160 --> 00:03:07.440]  但是摩西他就心想
[00:03:07.440 --> 00:03:09.200]  我吃鹽多過你吃米
[00:03:09.200 --> 00:03:10.480]  之前曾經有一次
[00:03:10.480 --> 00:03:12.000]  也是沒有水喝的時候
[00:03:12.000 --> 00:03:14.800]  我是擊打盆石出了水
[00:03:14.800 --> 00:03:18.760]  所以摩西選擇他不信神的說話
[00:03:18.760 --> 00:03:21.320]  他是憑他自己的經驗去決定
[00:03:21.320 --> 00:03:22.560]  怎樣去行
[00:03:22.560 --> 00:03:25.080]  並且當這班以色列人
[00:03:25.080 --> 00:03:27.680]  他在底加斯沒有水喝的時候
[00:03:27.680 --> 00:03:29.600]  他就跟摩西吵架
[00:03:29.600 --> 00:03:30.760]  有衝突
[00:03:30.760 --> 00:03:32.600]  那摩西是怎麼回應呢?
[00:03:32.600 --> 00:03:34.080]  他是用血氣的回應
[00:03:34.080 --> 00:03:35.000]  發脾氣
[00:03:35.000 --> 00:03:36.640]  擊打盆石出水
[00:03:36.640 --> 00:03:39.640]  於是乎摩西就不能夠去
[00:03:39.640 --> 00:03:41.400]  進到去加南地
[00:03:41.400 --> 00:03:43.280]  我們很多時候看這段經文
[00:03:43.280 --> 00:03:45.720]  我們都會替摩西很不值
[00:03:45.720 --> 00:03:47.840]  我犯一次錯誤而已
[00:03:47.840 --> 00:03:49.520]  畢竟我有一生的功勞
[00:03:49.520 --> 00:03:51.920]  我都很努力侍奉神
[00:03:51.920 --> 00:03:55.120]  為什麼一次的錯誤
[00:03:55.120 --> 00:03:57.600]  你就抹殺了我一生的功勞
[00:03:57.600 --> 00:03:59.560]  我們會替摩西不值
[00:03:59.560 --> 00:04:01.120]  但是我們這樣想
[00:04:01.120 --> 00:04:03.720]  很多時候是因為一個原因
[00:04:03.720 --> 00:04:04.920]  那個原因是什麼呢?
[00:04:04.920 --> 00:04:06.520]  就是因為我們很堅持
[00:04:06.520 --> 00:04:09.160]  我們很想事情這樣發生的時候
[00:04:09.160 --> 00:04:10.040]  我們就堅持
[00:04:10.040 --> 00:04:13.160]  神啊你要令到這件事這樣成就
[00:04:13.160 --> 00:04:14.760]  要這樣發生
[00:04:14.760 --> 00:04:17.560]  當事情不是這樣發生的時候
[00:04:17.560 --> 00:04:19.960]  我們裡面原來發生的一件事
[00:04:19.960 --> 00:04:21.120]  就是在那裡嘰哩咕嚕
[00:04:21.120 --> 00:04:21.880]  在那裡罵
[00:04:21.880 --> 00:04:23.240]  在那裡埋怨
[00:04:23.240 --> 00:04:24.480]  搞錯啊神
[00:04:24.480 --> 00:04:26.440]  為什麼事情不會這樣成就
[00:04:26.440 --> 00:04:28.880]  為什麼事情會這樣出現
[00:04:28.880 --> 00:04:29.960]  我們沒有感恩
[00:04:29.960 --> 00:04:31.480]  很難去感恩
[00:04:31.480 --> 00:04:32.960]  但是我們很多的是什麼?
[00:04:32.960 --> 00:04:34.120]  是埋怨
[00:04:34.120 --> 00:04:36.240]  所以今天我選了
[00:04:36.240 --> 00:04:38.040]  《生命記》這一段的經文
[00:04:38.040 --> 00:04:41.400]  是摩西最後他在地上的日子
[00:04:41.400 --> 00:04:44.320]  登上尼泊山同神最後的對話
[00:04:44.320 --> 00:04:47.200]  我很想跟大家藉著這一段的經文
[00:04:47.200 --> 00:04:48.240]  我們學習
[00:04:48.240 --> 00:04:51.760]  究竟我們應該要為什麼來感恩
[00:04:51.760 --> 00:04:52.360]  感恩
[00:04:52.360 --> 00:04:54.240]  第一件事我們大家坐在這裡
[00:04:54.240 --> 00:04:56.040]  都可以做到的就是
[00:04:56.040 --> 00:04:59.880]  我們要為生命來感恩
[00:04:59.880 --> 00:05:00.840]  你想想
[00:05:00.840 --> 00:05:03.320]  當時摩西多少歲?
[00:05:03.320 --> 00:05:06.600]  經文說120歲
[00:05:06.600 --> 00:05:09.000]  是一個很長的壽數
[00:05:09.000 --> 00:05:10.720]  而他身處的地方
[00:05:10.720 --> 00:05:12.160]  在曠野
[00:05:12.160 --> 00:05:14.200]  曠野最多的是什麼?
[00:05:14.200 --> 00:05:15.680]  沙沙石石
[00:05:15.680 --> 00:05:16.640]  什麼都沒有
[00:05:16.640 --> 00:05:19.800]  那個居住環境不會像現在那麼理想
[00:05:19.800 --> 00:05:21.120]  再者就是
[00:05:21.120 --> 00:05:23.800]  偶爾可能有一隻獅子老虎走出來
[00:05:23.800 --> 00:05:24.720]  去咬你
[00:05:24.720 --> 00:05:26.760]  偶爾又有外敵過來
[00:05:26.760 --> 00:05:29.760]  去跟你爭地去攻打你
[00:05:29.760 --> 00:05:30.560]  我們今天
[00:05:30.560 --> 00:05:32.560]  我們有很好的醫療系統
[00:05:32.560 --> 00:05:33.400]  我們今天
[00:05:33.400 --> 00:05:35.480]  我們有很多的保健產品
[00:05:35.480 --> 00:05:35.680]  是不是?
[00:05:35.680 --> 00:05:36.680]  我問這麼多場
[00:05:36.680 --> 00:05:39.040]  這麼多場的大兄姐妹都答到我
[00:05:39.040 --> 00:05:41.840]  知不知道什麼叫做NMN?
[00:05:41.840 --> 00:05:42.920]  笑的就是獅子
[00:05:42.920 --> 00:05:44.240]  那我不用多說了
[00:05:44.240 --> 00:05:46.200]  我們今天會有很多的方法
[00:05:46.200 --> 00:05:48.040]  去延緩衰老
[00:05:48.040 --> 00:05:49.520]  但是摩西呢?
[00:05:49.520 --> 00:05:50.800]  摩西的年代
[00:05:50.800 --> 00:05:52.160]  他120歲
[00:05:52.160 --> 00:05:53.760]  但是沒有這些東西
[00:05:53.760 --> 00:05:56.520]  並且我剛才所形容的曠野是什麼?
[00:05:56.520 --> 00:05:58.600]  有很多的挑戰
[00:05:58.600 --> 00:05:59.600]  所以呢
[00:05:59.600 --> 00:06:02.560]  摩西他形容的這個曠野是
[00:06:02.560 --> 00:06:05.360]  大而可怕的曠野
[00:06:05.360 --> 00:06:06.520]  是很大
[00:06:06.520 --> 00:06:08.280]  很可怕的曠野
[00:06:08.280 --> 00:06:09.640]  而當時的人
