
[00:00:00.000 --> 00:00:01.280]  各位年青人平安
[00:00:01.280 --> 00:00:02.240]  各位
[00:00:02.240 --> 00:00:05.680]  心境年青的平安
[00:00:05.680 --> 00:00:09.080]  你說你是年青人的請舉手
[00:00:09.080 --> 00:00:10.800]  年青
[00:00:10.800 --> 00:00:12.440]  嘩好多啊
[00:00:12.440 --> 00:00:15.200]  你是真年青還是假年青啊
[00:00:15.200 --> 00:00:18.080]  青年人平安
[00:00:18.080 --> 00:00:20.480]  今天是青少主日
[00:00:20.480 --> 00:00:22.560]  青少的定義
[00:00:22.560 --> 00:00:24.960]  上中學直到大學
[00:00:24.960 --> 00:00:27.280]  出來工作之前
[00:00:28.400 --> 00:00:32.360]  這個主日是特別為他們而設的
[00:00:32.360 --> 00:00:34.560]  給年青人一堂課
[00:00:34.560 --> 00:00:36.640]  放暑假還說什麼課啊
[00:00:36.640 --> 00:00:38.280]  今天不是林牧師說
[00:00:38.280 --> 00:00:39.680]  是林老師說了
[00:00:39.680 --> 00:00:43.280]  我看電視劇很特別
[00:00:43.280 --> 00:00:45.800]  沒有刻意的
[00:00:45.800 --> 00:00:48.000]  兩個主席是姓陳的
[00:00:48.000 --> 00:00:50.240]  講完領事也是姓林的
[00:00:50.240 --> 00:00:51.080]  沒有刻意的
[00:00:51.080 --> 00:00:52.880]  因為有些是實在的
[00:00:52.880 --> 00:00:56.800]  因為馬克團有兩位導師
[00:00:56.800 --> 00:00:57.960]  三位四位
[00:00:58.880 --> 00:01:00.360]  三位導師稍後介紹
[00:01:00.360 --> 00:01:01.720]  其中兩位是姓陳的
[00:01:01.720 --> 00:01:05.400]  當然有不同的弟兄姊妹參與侍奉
[00:01:05.400 --> 00:01:08.280]  他們聽完一堂課
[00:01:08.280 --> 00:01:10.440]  我剛才在裏面祈禱
[00:01:10.440 --> 00:01:12.920]  我點第二堂
[00:01:12.920 --> 00:01:14.600]  他們可以不悶
[00:01:14.600 --> 00:01:16.000]  因為聽了一堂
[00:01:16.000 --> 00:01:18.440]  很難的
[00:01:18.440 --> 00:01:20.080]  同樣的道
[00:01:20.080 --> 00:01:22.360]  想想有什麼可以學
[00:01:22.360 --> 00:01:23.920]  剛才聽漏了聽不到的
[00:01:23.920 --> 00:01:26.200]  繼續清楚一點
[00:01:26.200 --> 00:01:27.400]  聽得好一點
[00:01:28.400 --> 00:01:31.320]  今天這堂課是給年輕人
[00:01:31.320 --> 00:01:34.560]  或者給心態年輕的人
[00:01:34.560 --> 00:01:37.480]  所以我改了題目
[00:01:37.480 --> 00:01:40.480]  本來我是寫給青年人的一堂課
[00:01:40.480 --> 00:01:44.320]  我改一改給年輕人的一堂課
[00:01:44.320 --> 00:01:46.320]  這個就很重要了
[00:01:46.320 --> 00:01:48.840]  弟兄姊妹在生活裏面
[00:01:48.840 --> 00:01:50.840]  當我們看《針研》
[00:01:50.840 --> 00:01:53.280]  在這張書裏面
[00:01:53.280 --> 00:01:55.040]  如果我們細心讀
[00:01:55.040 --> 00:01:57.280]  其實就很簡單
[00:01:57.520 --> 00:02:01.520]  秩序表裏面有七個關鍵詞
[00:02:01.520 --> 00:02:02.760]  告訴大家
[00:02:02.760 --> 00:02:05.320]  但是如果我們看這堂課
[00:02:05.320 --> 00:02:06.840]  如果我們看那三十五節
[00:02:06.840 --> 00:02:08.720]  就三段就行了
[00:02:08.720 --> 00:02:11.680]  第一段是愛上帝
[00:02:11.680 --> 00:02:13.360]  一至十二節
[00:02:13.360 --> 00:02:16.720]  然後重要的
[00:02:16.720 --> 00:02:19.440]  在中間作為一個年輕人也好
[00:02:19.440 --> 00:02:20.440]  青年人也好
[00:02:20.440 --> 00:02:22.240]  我們要得智慧
[00:02:22.240 --> 00:02:25.680]  三章十三至二十六節
[00:02:26.280 --> 00:02:28.000]  然後在我們的生活裏面
[00:02:28.000 --> 00:02:29.960]  我們和人的關係很重要
[00:02:29.960 --> 00:02:31.880]  我們怎樣做福音工作
[00:02:31.880 --> 00:02:34.320]  我們怎樣傳揚神的愛
[00:02:34.320 --> 00:02:37.040]  我們要懂得去愛論寫
[00:02:37.040 --> 00:02:39.920]  二十七至三十五節
[00:02:39.920 --> 00:02:41.920]  所以秩序表裏面
[00:02:41.920 --> 00:02:44.240]  雖然是七個小段落
[00:02:44.240 --> 00:02:45.840]  但是如果你說
[00:02:45.840 --> 00:02:49.640]  七個段落很多
[00:02:49.640 --> 00:02:52.200]  那你就看這三段也可以
[00:02:52.200 --> 00:02:54.600]  當我們今天去看的時候
[00:02:54.600 --> 00:02:55.880]  我們要明白
[00:02:56.200 --> 00:02:58.600]  今天我們這個世代是很艱難的事
[00:02:58.600 --> 00:03:00.200]  有什麼艱難呢
[00:03:00.200 --> 00:03:01.200]  很複雜
[00:03:01.200 --> 00:03:03.920]  在青年人成長的過程裏面
[00:03:03.920 --> 00:03:05.520]  是一個很大的挑戰
[00:03:05.520 --> 00:03:07.800]  所以我們給年輕人這堂課
[00:03:07.800 --> 00:03:09.800]  我們這七個關鍵詞
[00:03:09.800 --> 00:03:11.200]  給他們體會
[00:03:11.200 --> 00:03:13.720]  究竟我們應該怎樣
[00:03:13.720 --> 00:03:16.440]  給我們年輕人和我們自己
[00:03:16.440 --> 00:03:18.280]  在今天的世代裏面
[00:03:18.280 --> 00:03:19.400]  存活或者生活
[00:03:19.400 --> 00:03:22.240]  現在世代的挑戰是什麼呢
[00:03:22.240 --> 00:03:23.640]  道德
[00:03:25.720 --> 00:03:27.240]  婚前的性行為
[00:03:27.240 --> 00:03:29.560]  婚外的性行為
[00:03:29.560 --> 00:03:32.720]  同性戀
[00:03:32.720 --> 00:03:35.680]  跨性別的
[00:03:35.680 --> 00:03:38.720]  現在較為中式叫跨性別的尊重
[00:03:38.720 --> 00:03:41.160]  有一次在街頭
[00:03:41.160 --> 00:03:41.880]  在旺角
[00:03:41.880 --> 00:03:43.400]  派單張
[00:03:43.400 --> 00:03:45.360]  要保護我們的孩子
[00:03:45.360 --> 00:03:47.040]  保護青少年
[00:03:47.040 --> 00:03:49.920]  亞洲電視有一個記者
[00:03:49.920 --> 00:03:52.480]  就走過來去訪問我
[00:03:53.520 --> 00:03:56.040]  林牧師你怎樣看
[00:03:56.040 --> 00:03:58.240]  今天青少年
[00:03:58.240 --> 00:04:00.200]  或者這個世代的性關係
[00:04:00.200 --> 00:04:03.760]  在我們的信仰來講
[00:04:03.760 --> 00:04:05.240]  只可以有
[00:04:05.240 --> 00:04:07.400]  婚姻以外
[00:04:07.400 --> 00:04:08.080]  以內
[00:04:08.080 --> 00:04:08.680]  不是以外
[00:04:08.680 --> 00:04:09.880]  婚姻以內
[00:04:09.880 --> 00:04:11.240]  在婚姻內
[00:04:11.240 --> 00:04:12.400]  你結了婚
[00:04:12.400 --> 00:04:14.760]  才可以有性關係
[00:04:14.760 --> 00:04:18.120]  回來看電視
[00:04:18.120 --> 00:04:18.480]  有沒有
[00:04:18.480 --> 00:04:20.160]  講吧
[00:04:20.160 --> 00:04:20.440]  好
[00:04:20.440 --> 00:04:21.200]  不播
[00:04:23.360 --> 00:04:24.640]  如果可能我講一些
[00:04:24.640 --> 00:04:26.440]  其他東西可能就播
[00:04:26.440 --> 00:04:27.320]  回去不播
[00:04:27.320 --> 00:04:29.600]  今天的世代是這樣
[00:04:29.600 --> 00:04:31.520]  科技
[00:04:31.520 --> 00:04:32.200]  電腦
[00:04:32.200 --> 00:04:33.560]  智能手機
[00:04:33.560 --> 00:04:36.880]  今天我們年輕人
[00:04:36.880 --> 00:04:37.960]  個個都有智能手機
[00:04:37.960 --> 00:04:38.440]  是不是
[00:04:38.440 --> 00:04:40.280]  有沒有人用那些不是智能的
[00:04:40.280 --> 00:04:42.200]  有沒有
[00:04:42.200 --> 00:04:43.480]  智能手機
[00:04:43.480 --> 00:04:45.720]  有沒有
[00:04:45.720 --> 00:04:46.520]  沒有
[00:04:46.520 --> 00:04:47.240]  沒有
[00:04:47.240 --> 00:04:48.120]  個個都用的
[00:04:48.120 --> 00:04:48.480]  是不是
[00:04:48.480 --> 00:04:50.600]  不用
[00:04:50.600 --> 00:04:52.120]  有沒有人高智低能
[00:04:52.120 --> 00:04:52.640]  沒有
[00:04:52.800 --> 00:04:54.800]  我們全部都用智能手機
[00:04:54.800 --> 00:04:57.440]  我這些又是高智低能
[00:04:57.440 --> 00:04:57.920]  知不知道
[00:04:57.920 --> 00:05:00.280]  其實我那個智能電話
[00:05:00.280 --> 00:05:04.160]  已經用得很多了
[00:05:04.160 --> 00:05:05.400]  但是那個功能
[00:05:05.400 --> 00:05:06.880]  我想用了十分一左右
[00:05:06.880 --> 00:05:08.920]  最多用的就是WhatsApp
[00:05:08.920 --> 00:05:09.760]  什麼是對
[00:05:09.760 --> 00:05:12.280]  就經常用WhatsApp
[00:05:12.280 --> 00:05:14.120]  去溝通
[00:05:14.120 --> 00:05:15.320]  這樣挺好用的
[00:05:15.320 --> 00:05:16.200]  做很多事情
[00:05:16.200 --> 00:05:17.600]  在牧羊的工作裏面
[00:05:17.600 --> 00:05:19.520]  因為現在我們要進入青少年
[00:05:19.520 --> 00:05:21.240]  一定要WhatsApp他們
[00:05:22.560 --> 00:05:24.200]  我都想和你們做朋友的
[00:05:24.200 --> 00:05:26.120]  不過你不add我
[00:05:26.120 --> 00:05:27.200]  你明不明白
[00:05:27.200 --> 00:05:30.360]  我在面書裏面
[00:05:30.360 --> 00:05:32.560]  其實有些人要add我
[00:05:32.560 --> 00:05:33.880]  其實我有幾個朋友的
[00:05:33.880 --> 00:05:35.080]  我這裏有的
[00:05:35.080 --> 00:05:36.280]  不過不要說哪個
[00:05:36.280 --> 00:05:37.800]  有幾個朋友
[00:05:37.800 --> 00:05:39.840]  但是如果你覺得ok
[00:05:39.840 --> 00:05:41.200]  你就今晚add我
[00:05:41.200 --> 00:05:42.520]  行不行
[00:05:42.520 --> 00:05:45.120]  那我很開心的
[00:05:45.120 --> 00:05:47.240]  在今天的科技世代裏面
[00:05:47.240 --> 00:05:50.040]  我們做朋友要在網上做的
[00:05:51.160 --> 00:05:53.080]  見到面是不會溝通的
[00:05:53.080 --> 00:05:55.360]  今天在科技世代裏面
[00:05:55.360 --> 00:05:55.920]  一個問題
[00:05:55.920 --> 00:05:57.600]  工作就業
[00:05:57.600 --> 00:05:59.200]  我們那個年代
[00:05:59.200 --> 00:06:01.440]  可以很容易上位的
[00:06:01.440 --> 00:06:03.720]  八十年代畢業的大學生
[00:06:03.720 --> 00:06:05.440]  經濟起飛
[00:06:05.440 --> 00:06:06.640]  很快就上了
[00:06:06.640 --> 00:06:07.960]  今天
[00:06:07.960 --> 00:06:10.360]  很難搞
[00:06:10.360 --> 00:06:12.640]  大學畢業可能是
[00:06:12.640 --> 00:06:14.120]  現在平均九千元
[00:06:14.120 --> 00:06:15.960]  那為什麼要讀大學呢
[00:06:15.960 --> 00:06:18.600]  我現在出去做兩年就九千元了
[00:06:18.600 --> 00:06:19.840]  我可以不需要讀大學
[00:06:20.360 --> 00:06:21.640]  我們是不是這樣處理問題呢
[00:06:21.640 --> 00:06:23.400]  今天這個世代
[00:06:23.400 --> 00:06:25.280]  自我很膨脹
[00:06:25.280 --> 00:06:28.040]  大人有膨脹
[00:06:28.040 --> 00:06:30.000]  小朋友有膨脹
[00:06:30.000 --> 00:06:32.320]  在中間的青少年一樣很膨脹
[00:06:32.320 --> 00:06:33.840]  最好以我為主
[00:06:33.840 --> 00:06:36.160]  很相對
[00:06:36.160 --> 00:06:38.080]  但是神
[00:06:38.080 --> 00:06:41.040]  在祂的生命裏面
[00:06:41.040 --> 00:06:42.960]  在我們每一個人的生命裏面
[00:06:42.960 --> 00:06:44.560]  祂其實要我們怎樣呢
[00:06:44.560 --> 00:06:46.640]  三章一節二節
[00:06:46.640 --> 00:06:48.600]  首先就要講解命
[00:06:49.680 --> 00:06:52.200]  解命我們今年講十屆
[00:06:52.200 --> 00:06:53.160]  我不知道聽了多少屆
[00:06:53.160 --> 00:06:54.680]  現在我應該是講了五屆
[00:06:54.680 --> 00:06:56.360]  還有五屆繼續來
[00:06:56.360 --> 00:06:59.440]  法則
[00:06:59.440 --> 00:07:00.760]  指教
[00:07:00.760 --> 00:07:03.440]  謹守解命
[00:07:03.440 --> 00:07:04.600]  這裏有個應許
[00:07:04.600 --> 00:07:06.800]  因為必將長久的日子
[00:07:06.800 --> 00:07:07.720]  生命的年數
[00:07:07.720 --> 00:07:08.480]  平安
[00:07:08.480 --> 00:07:09.280]  嫁給你
[00:07:09.280 --> 00:07:10.280]  有個應許
[00:07:10.280 --> 00:07:12.000]  年青人
[00:07:12.000 --> 00:07:13.160]  或者我們每一個人
[00:07:13.160 --> 00:07:14.280]  最好沒有基本了
[00:07:14.280 --> 00:07:15.760]  有我
[00:07:15.760 --> 00:07:17.000]  你給我自由
[00:07:17.000 --> 00:07:18.080]  有得我
[00:07:19.320 --> 00:07:20.360]  所以可以放任
[00:07:20.360 --> 00:07:23.240]  在墨學小說有一個人
[00:07:23.240 --> 00:07:24.520]  什麼叫任我行
[00:07:24.520 --> 00:07:26.080]  聽過沒有
[00:07:26.080 --> 00:07:28.440]  是不是神州有些的電話卡
[00:07:28.440 --> 00:07:30.000]  都有任我行
[00:07:30.000 --> 00:07:30.960]  我忘記了是不是
[00:07:30.960 --> 00:07:32.760]  任我行
[00:07:32.760 --> 00:07:36.200]  任我怎樣行
[00:07:36.200 --> 00:07:36.960]  最好
[00:07:36.960 --> 00:07:38.600]  我的想法特別青少年
[00:07:38.600 --> 00:07:39.680]  以行為
[00:07:39.680 --> 00:07:40.400]  首先
[00:07:40.400 --> 00:07:41.480]  因為青少年
[00:07:41.480 --> 00:07:43.000]  在一個成長的階段
[00:07:43.000 --> 00:07:44.640]  他脫離了兒童
[00:07:44.640 --> 00:07:45.960]  他未到成人
[00:07:45.960 --> 00:07:47.320]  他慢慢
[00:07:48.000 --> 00:07:49.840]  要建立成為成人的時間
[00:07:49.840 --> 00:07:51.080]  就希望
[00:07:51.080 --> 00:07:53.280]  從爸爸媽媽的
[00:07:53.280 --> 00:07:54.480]  影響裏面
[00:07:54.480 --> 00:07:55.760]  脫離的時候
[00:07:55.760 --> 00:07:56.960]  就有得學習
[00:07:56.960 --> 00:07:58.000]  聖經這一段
[00:07:58.000 --> 00:08:00.600]  他說我兒不要忘記我的法則
[00:08:00.600 --> 00:08:02.240]  我們這位的神
[00:08:02.240 --> 00:08:03.400]  很有智慧
[00:08:03.400 --> 00:08:06.320]  當我們要去愛他的時候
[00:08:06.320 --> 00:08:08.600]  他首先就要聽我的說話
[00:08:08.600 --> 00:08:11.880]  這個世界真的很危險
[00:08:11.880 --> 00:08:15.680]  有沒有看網上色情
[00:08:18.640 --> 00:08:20.240]  我們那個年代是看色情書的
[00:08:20.240 --> 00:08:23.920]  成長的階段是看色情書的
[00:08:23.920 --> 00:08:26.200]  不要說那些名字
[00:08:26.200 --> 00:08:28.080]  有些已經是不存在的
[00:08:28.080 --> 00:08:30.760]  現在多容易
[00:08:30.760 --> 00:08:32.560]  自己彈出來給你看
[00:08:32.560 --> 00:08:34.400]  你怎樣去面對那個誘惑
[00:08:34.400 --> 00:08:36.080]  但是聖經說
[00:08:36.080 --> 00:08:37.600]  你要謹守誡命
[00:08:37.600 --> 00:08:39.760]  功利的社會文化
[00:08:39.760 --> 00:08:40.840]  去得很快
[00:08:40.840 --> 00:08:42.160]  轉變去得很快
[00:08:42.160 --> 00:08:44.520]  我們會為利益
[00:08:44.520 --> 00:08:45.640]  或者好處
[00:08:45.640 --> 00:08:46.840]  鋌而走險
[00:08:48.680 --> 00:08:49.480]  在網上
[00:08:49.480 --> 00:08:50.920]  很多的問題
[00:08:50.920 --> 00:08:52.560]  我很漂亮啊
[00:08:52.560 --> 00:08:53.240]  拍張照片
[00:08:53.240 --> 00:08:55.760]  然後就是
[00:08:55.760 --> 00:08:57.680]  有些會有被誘惑
[00:08:57.680 --> 00:08:59.680]  我穿少些衣服
[00:08:59.680 --> 00:09:00.360]  拍些照片
[00:09:00.360 --> 00:09:03.160]  電腦裏面有個刪除按鈕
[00:09:03.160 --> 00:09:03.680]  對不對
[00:09:03.680 --> 00:09:05.440]  其實
[00:09:05.440 --> 00:09:07.440]  手機裏面又有個刪除按鈕
[00:09:07.440 --> 00:09:08.160]  什麼叫刪除啊
[00:09:08.160 --> 00:09:09.280]  刪除啊
[00:09:09.280 --> 00:09:11.200]  我們長者可能不知道什麼叫刪除
[00:09:11.200 --> 00:09:12.640]  刪除啊
[00:09:12.640 --> 00:09:15.040]  原來在網上的世界
[00:09:15.040 --> 00:09:16.760]  你以為刪除了就刪除啊
[00:09:18.640 --> 00:09:20.640]  有些是永久存在的
[00:09:20.640 --> 00:09:22.240]  想刪除
[00:09:22.240 --> 00:09:23.080]  都刪除不了
