
[00:00:00.000 --> 00:00:03.340]  我們繼續來和大家思想
[00:00:03.340 --> 00:00:06.720]  菲律賓書給我們的教導
[00:00:06.720 --> 00:00:09.520]  我們看菲律賓書第二章的時候
[00:00:09.520 --> 00:00:11.800]  是保羅將耶穌基督
[00:00:11.800 --> 00:00:15.000]  祂的謙卑、祂的信服
[00:00:15.000 --> 00:00:17.320]  擺在我們大家的面前
[00:00:17.320 --> 00:00:20.540]  要我們效法主耶穌基督
[00:00:20.540 --> 00:00:23.120]  但是在人的層面又如何呢?
[00:00:23.120 --> 00:00:26.800]  保羅可以效法主耶穌基督
[00:00:26.800 --> 00:00:30.480]  是去謙卑、去信服
[00:00:30.480 --> 00:00:32.000]  但是一般的人
[00:00:32.000 --> 00:00:34.720]  我們屬靈的生命
[00:00:34.720 --> 00:00:37.520]  是沒有耶穌基督、沒有保羅
[00:00:37.520 --> 00:00:39.480]  這麼高超的時候
[00:00:39.480 --> 00:00:41.600]  我們又能不能做得到呢?
[00:00:41.600 --> 00:00:43.080]  我想很多
[00:00:43.080 --> 00:00:45.760]  菲律賓教會的信徒
[00:00:45.760 --> 00:00:48.160]  聽到保羅的信息的時候
[00:00:48.160 --> 00:00:50.120]  都有一個疑問
[00:00:50.120 --> 00:00:52.360]  究竟我一個平凡的人
[00:00:52.360 --> 00:00:54.000]  能不能夠做得到呢?
[00:00:54.000 --> 00:00:55.520]  保羅說能夠
[00:00:55.520 --> 00:00:59.640]  因此祂將兩個很平凡的人
[00:00:59.640 --> 00:01:01.920]  放在我們的面前
[00:01:01.920 --> 00:01:05.760]  讓我們去思想、去效法
[00:01:05.760 --> 00:01:07.080]  他們這麼平凡的人
[00:01:07.080 --> 00:01:09.600]  在那個時代能夠做得到的
[00:01:09.600 --> 00:01:11.800]  我們今天在這個時代
[00:01:11.800 --> 00:01:13.200]  同樣可以做得到
[00:01:13.200 --> 00:01:17.000]  就是提摩太和伊巴佛提
[00:01:17.000 --> 00:01:21.760]  今天我們來看伊巴佛提的見證
[00:01:21.760 --> 00:01:23.760]  他是怎樣一位弟兄
[00:01:23.760 --> 00:01:28.640]  和保羅同工被神大大的使用
[00:01:28.640 --> 00:01:31.160]  今天我們的經文是
[00:01:31.160 --> 00:01:34.800]  菲律賓書第二章二十五至三十節
[00:01:34.800 --> 00:01:37.240]  請大家聽我讀完這段經文
[00:01:37.240 --> 00:01:38.800]  細細的思想
[00:01:38.800 --> 00:01:40.320]  神在這個地方
[00:01:40.320 --> 00:01:43.760]  給我們的提醒和教導
[00:01:43.760 --> 00:01:46.600]  菲律賓書第二章第二十五節
[00:01:46.600 --> 00:01:49.880]  然而我想必須打發伊巴佛提
[00:01:49.880 --> 00:01:51.320]  到你們那裡去
[00:01:51.320 --> 00:01:54.520]  祂是我的弟兄,與我一同作供
[00:01:54.520 --> 00:01:55.960]  一同當兵
[00:01:55.960 --> 00:01:57.840]  是你們所差遣的
[00:01:57.840 --> 00:02:01.320]  也是供給我需要的
[00:02:01.320 --> 00:02:03.080]  祂很想念你們眾人
[00:02:03.080 --> 00:02:05.000]  並且極其難過
[00:02:05.000 --> 00:02:07.600]  因為你們聽見祂病了
[00:02:07.600 --> 00:02:09.360]  祂實在是病了
[00:02:09.360 --> 00:02:11.200]  幾乎要死
[00:02:11.200 --> 00:02:13.080]  然而神連恤祂
[00:02:13.080 --> 00:02:14.440]  不但連恤祂
[00:02:14.440 --> 00:02:15.840]  也連恤我
[00:02:15.840 --> 00:02:19.160]  免得我憂傷加憂
[00:02:19.160 --> 00:02:22.240]  所以我愈發急速打發祂去
[00:02:22.240 --> 00:02:24.200]  叫你們再見祂
[00:02:24.200 --> 00:02:25.440]  就可以喜樂
[00:02:25.440 --> 00:02:29.160]  我也可以少些憂愁
[00:02:29.160 --> 00:02:30.040]  第二十九節
[00:02:30.040 --> 00:02:32.480]  故此你們要在主裡
[00:02:32.480 --> 00:02:36.360]  歡歡樂樂地接待祂
[00:02:36.360 --> 00:02:39.720]  而且要尊重這樣的人
[00:02:39.720 --> 00:02:42.200]  因祂遺作基督的功夫
[00:02:42.200 --> 00:02:43.840]  幾乎致死
[00:02:43.840 --> 00:02:45.240]  不顧性命
[00:02:45.240 --> 00:02:53.120]  要補足你們供給我的不及之處
[00:02:53.120 --> 00:02:56.720]  保羅和葉孖佛提
[00:02:56.720 --> 00:03:01.240]  他們生活在一個極之艱難的時代
[00:03:01.240 --> 00:03:04.240]  不單止時代環境的艱難
[00:03:04.240 --> 00:03:08.840]  而是他們所擁抱的信仰
[00:03:08.840 --> 00:03:14.720]  讓他們的生活更加艱難
[00:03:14.720 --> 00:03:22.600]  他們所生活的是一個什麼樣的環境呢?
[00:03:22.600 --> 00:03:24.720]  他們所信仰的基督教
[00:03:24.720 --> 00:03:26.000]  在當時來說
[00:03:26.000 --> 00:03:28.960]  是一個弱小的宗教
[00:03:28.960 --> 00:03:31.680]  被猶太教攻擊
[00:03:31.680 --> 00:03:34.720]  視為旁門左道
[00:03:34.720 --> 00:03:37.440]  甚至是異端
[00:03:37.440 --> 00:03:41.760]  所以他們要迫害信徒
[00:03:41.760 --> 00:03:45.400]  他們要消滅耶穌基督的教會
[00:03:45.400 --> 00:03:50.040]  這是當時他們所面對的艱難的環境
[00:03:50.040 --> 00:03:54.120]  保羅為了要保護這個信仰
[00:03:54.120 --> 00:03:56.880]  為了要維護這個信仰
[00:03:56.880 --> 00:04:01.800]  他寧願冒生命的危險到羅馬去
[00:04:01.800 --> 00:04:04.280]  為這個信仰
[00:04:04.280 --> 00:04:12.040]  來在羅馬王的面前辯護
[00:04:12.040 --> 00:04:13.840]  所以我們看到保羅
[00:04:13.840 --> 00:04:16.280]  我們不知道
[00:04:16.280 --> 00:04:18.000]  他當時也不知道
[00:04:18.000 --> 00:04:21.560]  他究竟能夠得到釋放還是不能夠得到釋放呢?
[00:04:21.560 --> 00:04:23.000]  他會為信仰
[00:04:23.000 --> 00:04:29.760]  就在這場審判裏面失敗而被殺
[00:04:29.760 --> 00:04:34.680]  因為他要為他的信仰
[00:04:34.680 --> 00:04:37.840]  高舉耶穌基督的十字架
[00:04:37.840 --> 00:04:39.760]  因此得到勝利
[00:04:39.760 --> 00:04:40.880]  他能夠得到釋放
[00:04:40.880 --> 00:04:42.680]  他都不知道
[00:04:42.680 --> 00:04:46.120]  他的前景究竟是怎樣的
[00:04:46.120 --> 00:04:47.520]  所以我們可以看到
[00:04:47.520 --> 00:04:51.160]  他當時在羅馬被軟禁
[00:04:51.160 --> 00:04:54.560]  但他仍然積極地努力地去傳福音
[00:04:54.560 --> 00:04:58.760]  去幫助當地一些信徒
[00:04:58.760 --> 00:05:00.800]  這是很難得的
[00:05:00.800 --> 00:05:03.560]  今天我們所生活的
[00:05:03.560 --> 00:05:05.880]  這個末世的環境
[00:05:05.880 --> 00:05:11.680]  不比保羅的時代更加悠然
[00:05:11.680 --> 00:05:13.040]  耶穌早已經預言
[00:05:13.040 --> 00:05:15.760]  保羅早已經預言
[00:05:15.760 --> 00:05:17.600]  在這個末世的時代
[00:05:17.600 --> 00:05:19.640]  我們有很多的艱難
[00:05:19.640 --> 00:05:21.960]  我們提過很多次
[00:05:21.960 --> 00:05:23.080]  有戰爭
[00:05:23.080 --> 00:05:27.400]  有在社會裏面互相的欺壓
[00:05:27.400 --> 00:05:29.360]  我們會看到
[00:05:29.360 --> 00:05:31.800]  在今天這種環境裏面
[00:05:31.800 --> 00:05:35.400]  基督教是雖然
[00:05:35.400 --> 00:05:39.520]  世界上最多人相信的
[00:05:39.520 --> 00:05:44.360]  但仍然是一個在很多方面被迫害的
[00:05:44.360 --> 00:05:48.960]  在很多地方被迫害的一個宗教
[00:05:48.960 --> 00:05:50.320]  我們看到
[00:05:50.320 --> 00:05:53.800]  特別上一次我們講到
[00:05:53.800 --> 00:06:00.800]  基督教對於這個婚姻和家庭的信仰
[00:06:00.800 --> 00:06:04.400]  今天越來越多人是不能夠接受的
[00:06:04.400 --> 00:06:07.480]  他們要改變這種情況
[00:06:07.480 --> 00:06:09.720]  他們認為在今天的文化裏面
[00:06:09.720 --> 00:06:15.080]  我們不再能夠進行聖經所教導的
[00:06:15.080 --> 00:06:21.760]  傳統的婚姻和家庭的制度
[00:06:21.760 --> 00:06:24.800]  所以我們看到耶穌基督早已經在
[00:06:24.800 --> 00:06:26.160]  聖經裏面預言
[00:06:26.160 --> 00:06:28.000]  在馬可十三章
[00:06:28.000 --> 00:06:30.200]  講到在末世的時代
[00:06:30.200 --> 00:06:31.320]  有一種情況
[00:06:31.320 --> 00:06:34.120]  是家庭的情況
[00:06:34.120 --> 00:06:35.200]  甚麼情況呢?
[00:06:35.200 --> 00:06:36.840]  弟兄要把弟兄
[00:06:36.840 --> 00:06:41.360]  父親要把兒子送到死地
[00:06:41.360 --> 00:06:45.200]  兒女要起來與父母為敵
[00:06:45.200 --> 00:06:46.600]  害死他們
[00:06:46.600 --> 00:06:49.600]  並且你們要為我的命
[00:06:49.600 --> 00:06:52.480]  被眾人恨惡
[00:06:52.480 --> 00:06:54.000]  耶穌早已經預言
[00:06:54.000 --> 00:06:56.200]  在末世的時代
[00:06:56.200 --> 00:06:59.000]  家庭的制度要崩潰
[00:06:59.000 --> 00:07:01.680]  我們看到那種親情
[00:07:01.680 --> 00:07:03.680]  好像保羅所講的
[00:07:03.680 --> 00:07:07.720]  那種消滅
[00:07:07.720 --> 00:07:12.440]  因此家庭不再是我們的堡壘
[00:07:12.440 --> 00:07:17.680]  不再是一個溫馨的地方
[00:07:17.680 --> 00:07:24.280]  末世的時代是一個充滿天災人禍的時間
[00:07:24.280 --> 00:07:26.560]  我們看到地震愈來愈多
[00:07:26.560 --> 00:07:28.080]  愈來愈頻密
[00:07:28.080 --> 00:07:31.200]  這是耶穌所預言的
[00:07:31.200 --> 00:07:33.480]  我們要去留意的地方
[00:07:33.480 --> 00:07:36.480]  就是說這些天災人禍
[00:07:36.480 --> 00:07:37.960]  不單止是有
[00:07:37.960 --> 00:07:39.640]  以前的時代也有
[00:07:39.640 --> 00:07:42.480]  每個時代都有這些天災人禍
[00:07:42.480 --> 00:07:43.600]  但不同的地方
[00:07:43.600 --> 00:07:45.960]  在末世的時代
[00:07:45.960 --> 00:07:51.320]  好像燦爛的婦人一樣
[00:07:51.320 --> 00:07:53.600]  是會愈來愈頻密的
[00:07:53.600 --> 00:07:56.960]  那些天災人禍
[00:07:56.960 --> 00:07:59.040]  當我們看到這樣的情況的時候
[00:07:59.040 --> 00:08:00.200]  我們知道
[00:08:00.200 --> 00:08:01.960]  耶穌基督就在門口
[00:08:01.960 --> 00:08:04.440]  祂快要回來
[00:08:04.440 --> 00:08:07.600]  所以我們看到今天的時代
[00:08:07.600 --> 00:08:09.320]  我們需要的
[00:08:09.320 --> 00:08:11.960]  是什麼樣侍奉神的人呢?
[00:08:11.960 --> 00:08:13.240]  好像保羅
[00:08:13.240 --> 00:08:15.200]  好像以巴佛提一樣
[00:08:15.200 --> 00:08:18.720]  你不能夠像保羅一樣
[00:08:18.720 --> 00:08:21.520]  那麼無生命危險來侍奉神
[00:08:21.520 --> 00:08:24.080]  你可以像以巴佛提一樣
[00:08:24.080 --> 00:08:26.080]  成為保羅的助手
[00:08:26.080 --> 00:08:28.200]  祂的同工
[00:08:28.200 --> 00:08:30.720]  怎樣來侍奉神?
[00:08:30.720 --> 00:08:33.200]  我們求神在我們中間
[00:08:33.200 --> 00:08:36.840]  興起更多的以巴佛提
[00:08:36.840 --> 00:08:39.440]  有保羅就更好
[00:08:39.440 --> 00:08:40.240]  沒有的時候
[00:08:40.240 --> 00:08:44.400]  神賜給我們有以巴佛提
[00:08:44.400 --> 00:08:47.680]  以巴佛提是一個怎樣的弟兄呢?
[00:08:47.680 --> 00:08:48.880]  二十五節
[00:08:48.880 --> 00:08:50.960]  保羅一口氣的
[00:08:50.960 --> 00:08:53.200]  用五種的稱呼
[00:08:53.200 --> 00:08:58.560]  來講到以巴佛提
[00:08:58.560 --> 00:09:00.040]  可以讓我們看到
[00:09:00.040 --> 00:09:01.440]  在保羅的心目中
[00:09:01.440 --> 00:09:03.040]  以巴佛提是一個
[00:09:03.040 --> 00:09:06.200]  他真是很難忘
[00:09:06.200 --> 00:09:09.680]  也都很難得的
[00:09:09.680 --> 00:09:12.000]  一個弟兄來的
[00:09:12.000 --> 00:09:15.320]  很珍惜一個這樣的弟兄
[00:09:15.320 --> 00:09:19.680]  究竟以巴佛提是一個怎樣出生的人呢?
[00:09:19.680 --> 00:09:21.280]  和提摩泰
[00:09:21.280 --> 00:09:25.080]  上次我們所講的提摩泰很不相同
[00:09:25.080 --> 00:09:29.400]  以巴佛提的名字的意思
[00:09:29.400 --> 00:09:30.920]  在原文的意思是
[00:09:30.920 --> 00:09:34.480]  可愛、嚴厲
[00:09:34.480 --> 00:09:36.480]  你說如果我們今天
[00:09:36.480 --> 00:09:39.160]  這樣來稱呼一個弟兄的時候
[00:09:39.160 --> 00:09:41.720]  他的名字會覺得很古怪
[00:09:41.720 --> 00:09:44.480]  怎樣一個弟兄可以安一個名字
[00:09:44.480 --> 00:09:49.240]  叫做可愛、嚴厲呢?
[00:09:49.240 --> 00:09:51.720]  原來這個可愛、嚴厲
[00:09:51.720 --> 00:10:00.040]  是當時一個女偶像神明的名稱
[00:10:00.040 --> 00:10:04.480]  我們相信以巴佛提的父母
[00:10:04.480 --> 00:10:07.560]  一定是敬拜這個女神明的
[00:10:07.560 --> 00:10:10.680]  所以他們生了一個兒子的時候
[00:10:10.680 --> 00:10:12.400]  安他的名字
[00:10:12.400 --> 00:10:17.160]  用這個偶像菩薩的名字
[00:10:17.160 --> 00:10:20.160]  來安在他兒子的身上
[00:10:20.160 --> 00:10:24.360]  這個以巴佛提信了主
[00:10:24.360 --> 00:10:26.880]  在這個菲律賓教會裏面
[00:10:26.880 --> 00:10:29.040]  他又沒有改名
[00:10:29.040 --> 00:10:33.720]  可能當時改名不是一件簡單容易的事情
[00:10:33.720 --> 00:10:35.680]  但同時我們又發現
[00:10:35.680 --> 00:10:38.280]  如果他的名字上面
[00:10:38.280 --> 00:10:42.440]  有這個偶像的名號的時候
[00:10:42.440 --> 00:10:46.120]  他們都不覺得會影響他的生命
[00:10:46.120 --> 00:10:47.240]  信了耶穌
[00:10:47.240 --> 00:10:49.720]  有這樣的一個名稱在他身上
