
[00:00:00.000 --> 00:00:02.000]  我們讀一段聖經在
[00:00:02.000 --> 00:00:05.000]  以細節書二十二章第三十節
[00:00:05.000 --> 00:00:07.000]  我們一同來唸這一節的聖經來
[00:00:07.000 --> 00:00:11.000]  我在他們中間尋找一人重修牆垣
[00:00:11.000 --> 00:00:14.000]  在我面前爲這國站在破口防堵
[00:00:14.000 --> 00:00:18.000]  使我不滅絕這國卻找不到一個
[00:00:18.000 --> 00:00:19.000]  我們就讀到這裏
[00:00:19.000 --> 00:00:22.000]  今年不但是對我們教會來講
[00:00:22.000 --> 00:00:25.000]  是個充滿改變的一年
[00:00:25.000 --> 00:00:29.000]  整個世代也是個充滿危機的一年
[00:00:29.000 --> 00:00:33.000]  不但是國際局勢快速在改變
[00:00:33.000 --> 00:00:38.000]  不但美國本土也面對恐怖主義的威脅
[00:00:38.000 --> 00:00:42.000]  前兩天我們看見奧爾根校園槍擊的事件
[00:00:42.000 --> 00:00:45.000]  仍然在震撼我們的心
[00:00:45.000 --> 00:00:48.000]  甚至我們個人生命當中
[00:00:48.000 --> 00:00:50.000]  我們也面對生活各樣的關口
[00:00:50.000 --> 00:00:53.000]  我們也常常覺得不知何去何從
[00:00:53.000 --> 00:00:54.000]  不是嗎
[00:00:54.000 --> 00:00:57.000]  曾經看到過一架車子
[00:00:57.000 --> 00:01:00.000]  在他車廂的後面貼了一張貼紙
[00:01:00.000 --> 00:01:01.000]  上面說
[00:01:01.000 --> 00:01:05.000]  Don't follow me, I'm lost
[00:01:05.000 --> 00:01:07.000]  不要跟隨我因爲我迷路了
[00:01:07.000 --> 00:01:11.000]  我相信這不單是個人心中的寫照
[00:01:11.000 --> 00:01:14.000]  這更是這個世代的寫照
[00:01:14.000 --> 00:01:15.000]  換句話說
[00:01:15.000 --> 00:01:20.000]  無論這個世代是多麼厲害的抵擋真神
[00:01:20.000 --> 00:01:21.000]  可是我告訴你
[00:01:21.000 --> 00:01:24.000]  這個世代也是更比以前所有的世代
[00:01:24.000 --> 00:01:27.000]  更需要耶穌基督的福音
[00:01:27.000 --> 00:01:30.000]  事實上從整個教會的歷史上來看
[00:01:30.000 --> 00:01:33.000]  越是在環境轉變的時刻
[00:01:33.000 --> 00:01:36.000]  越是神要來工作的時刻
[00:01:36.000 --> 00:01:39.000]  越是在黑暗籠罩的時刻
[00:01:39.000 --> 00:01:42.000]  越是神要帶來轉機的時刻
[00:01:42.000 --> 00:01:43.000]  所以作爲神的教會
[00:01:43.000 --> 00:01:47.000]  我們一點不需要爲這個時代來哀嘆
[00:01:47.000 --> 00:01:49.000]  我們所需要做的
[00:01:49.000 --> 00:01:52.000]  乃是要順從神的呼召
[00:01:52.000 --> 00:01:55.000]  能夠站在這個時代的破口
[00:01:55.000 --> 00:01:57.000]  與神同宮
[00:01:57.000 --> 00:02:01.000]  要重新爲主迎回這個世代
[00:02:01.000 --> 00:02:02.000]  所以這個月
[00:02:02.000 --> 00:02:04.000]  當我們要進入宣教月的時候
[00:02:04.000 --> 00:02:06.000]  讓我們一同來思想
[00:02:06.000 --> 00:02:09.000]  怎麼樣能夠在宣教的事宮上
[00:02:09.000 --> 00:02:12.000]  站在破口來與神同宮
[00:02:12.000 --> 00:02:13.000]  三方面
[00:02:13.000 --> 00:02:14.000]  第一個
[00:02:14.000 --> 00:02:16.000]  一定要警醒禱告
[00:02:16.000 --> 00:02:20.000]  跟祂說要警醒禱告
[00:02:20.000 --> 00:02:22.000]  在這之下第七章第十四節
[00:02:22.000 --> 00:02:24.000]  我們看見神在這裏說
[00:02:24.000 --> 00:02:26.000]  這稱爲我冥下的子民
[00:02:26.000 --> 00:02:27.000]  若是自卑禱告
[00:02:27.000 --> 00:02:29.000]  尋求我的面
[00:02:29.000 --> 00:02:30.000]  轉離他們的惡行
[00:02:30.000 --> 00:02:32.000]  我必從天上垂聽
[00:02:32.000 --> 00:02:34.000]  赦免他們的罪
[00:02:34.000 --> 00:02:36.000]  醫治他們的地
[00:02:36.000 --> 00:02:37.000]  第二點
[00:02:37.000 --> 00:02:38.000]  今天當我們在面對
[00:02:38.000 --> 00:02:41.000]  這樣一個充滿混亂的世代的時候
[00:02:41.000 --> 00:02:43.000]  神的心意不是要我們去定
[00:02:43.000 --> 00:02:45.000]  這個世代的罪
[00:02:45.000 --> 00:02:46.000]  很多時候我看見
[00:02:46.000 --> 00:02:47.000]  多少時候教會
[00:02:47.000 --> 00:02:51.000]  通常活在自以爲意的光景當中
[00:02:51.000 --> 00:02:52.000]  反而忽略了
[00:02:52.000 --> 00:02:55.000]  神所託付給我們的責任
[00:02:55.000 --> 00:02:56.000]  神哭召我們
[00:02:56.000 --> 00:02:59.000]  就是要站在這個時代的破口
[00:02:59.000 --> 00:03:02.000]  爲這個世代來禱告
[00:03:02.000 --> 00:03:03.000]  很多時候我看見
[00:03:03.000 --> 00:03:06.000]  教會常常也只看見自己的需要
[00:03:06.000 --> 00:03:09.000]  卻看不見這個世代的需要
[00:03:09.000 --> 00:03:11.000]  以至於我們既看不見
[00:03:11.000 --> 00:03:12.000]  神要我們看見的
[00:03:12.000 --> 00:03:13.000]  我們也聽不見
[00:03:13.000 --> 00:03:16.000]  神要我們聽見的
[00:03:16.000 --> 00:03:18.000]  我剛纔在這裏說得多麼清楚
[00:03:18.000 --> 00:03:22.000]  若我的子民肯謙卑禱告
[00:03:22.000 --> 00:03:23.000]  尋求我的面
[00:03:23.000 --> 00:03:25.000]  轉離他們的惡行
[00:03:25.000 --> 00:03:27.000]  可見得多少時候
[00:03:27.000 --> 00:03:29.000]  教會在禱告的事情上
[00:03:29.000 --> 00:03:31.000]  我們多麼虧欠神
[00:03:31.000 --> 00:03:34.000]  神說只要我們謙卑禱告
[00:03:34.000 --> 00:03:36.000]  起來禱告
[00:03:36.000 --> 00:03:38.000]  神就要赦免我們的罪
[00:03:38.000 --> 00:03:40.000]  醫治這塊土地
[00:03:40.000 --> 00:03:41.000]  第二點
[00:03:41.000 --> 00:03:45.000]  今天教會需要心起來禱告
[00:03:45.000 --> 00:03:47.000]  教會爲着我們所生活的
[00:03:47.000 --> 00:03:49.000]  這塊土地來禱告
[00:03:49.000 --> 00:03:51.000]  你要知道今天的美國
[00:03:51.000 --> 00:03:54.000]  是一塊被撕裂的土地
[00:03:54.000 --> 00:03:56.000]  我們看見種族的問題
[00:03:56.000 --> 00:03:57.000]  同性戀的問題
[00:03:57.000 --> 00:03:59.000]  貧富的問題
[00:03:59.000 --> 00:04:00.000]  宗教的議題
[00:04:00.000 --> 00:04:04.000]  好像已經把美國整個兩極化了
[00:04:04.000 --> 00:04:06.000]  我們真的需要更多
[00:04:06.000 --> 00:04:07.000]  爲美國來禱告
[00:04:07.000 --> 00:04:10.000]  求主醫治這地
[00:04:10.000 --> 00:04:12.000]  求主憐憫這個國家
[00:04:12.000 --> 00:04:15.000]  我們特別要爲美國的大選來禱告
[00:04:15.000 --> 00:04:19.000]  你知道今年在兩黨初選的時候
[00:04:19.000 --> 00:04:20.000]  今年的選舉
[00:04:20.000 --> 00:04:23.000]  真的有一個很特別的現象
[00:04:23.000 --> 00:04:24.000]  兩黨都是一樣
[00:04:24.000 --> 00:04:27.000]  那個非主流派的候選人
[00:04:27.000 --> 00:04:30.000]  都有領先的趨勢
[00:04:30.000 --> 00:04:32.000]  這說明一件事情
[00:04:32.000 --> 00:04:33.000]  美國人的心
[00:04:33.000 --> 00:04:37.000]  已經厭倦了一切舊有的模式
[00:04:37.000 --> 00:04:38.000]  因爲他都知道
[00:04:38.000 --> 00:04:41.000]  這是無解的死衚衕
[00:04:41.000 --> 00:04:46.000]  人們的心中渴望有所改變
[00:04:46.000 --> 00:04:50.000]  一方面我們要爲這種渴望改變的心態來感謝
[00:04:50.000 --> 00:04:53.000]  我相信這是神手中的工作
[00:04:53.000 --> 00:04:55.000]  我相信這是神所預備的一個
[00:04:55.000 --> 00:04:59.000]  鼠靈扭轉的一個機會
[00:04:59.000 --> 00:05:01.000]  但另一方面我們要持續地禱告
[00:05:01.000 --> 00:05:05.000]  因爲改變可能帶着兩種不同的結果
[00:05:05.000 --> 00:05:08.000]  第一種是可能帶着好的方向改變
[00:05:08.000 --> 00:05:12.000]  另一種很可能帶着壞的方向改變
[00:05:12.000 --> 00:05:15.000]  今天教會一定要在這樣時刻當中
[00:05:15.000 --> 00:05:17.000]  爲主勇敢心起
[00:05:17.000 --> 00:05:19.000]  站在這個破口
[00:05:19.000 --> 00:05:21.000]  爲美國來禱告
[00:05:21.000 --> 00:05:23.000]  求主來憐憫美國
[00:05:23.000 --> 00:05:27.000]  我們更是要爲我們下一代來禱告
[00:05:27.000 --> 00:05:28.000]  求神保守
[00:05:28.000 --> 00:05:31.000]  他們不再在一個混亂的世代當中
[00:05:31.000 --> 00:05:34.000]  被這個世界的價值觀所影響
[00:05:34.000 --> 00:05:35.000]  做父母的人
[00:05:35.000 --> 00:05:37.000]  我們不要一天到晚
[00:05:37.000 --> 00:05:39.000]  只是爲我們的孩子的讀書
[00:05:39.000 --> 00:05:41.000]  功課前途來禱告
[00:05:41.000 --> 00:05:44.000]  我們更要爲他們靈命來禱告
[00:05:44.000 --> 00:05:48.000]  求神聖靈的火來燃燒他們的生命
[00:05:48.000 --> 00:05:49.000]  我告訴你
[00:05:49.000 --> 00:05:52.000]  只要他們心中有愛耶穌的熱情
[00:05:52.000 --> 00:05:55.000]  仇敵就無法來攻擊他們
[00:05:55.000 --> 00:05:56.000]  另一方面
[00:05:56.000 --> 00:05:59.000]  我們要爲整個教會來禱告
[00:05:59.000 --> 00:06:02.000]  今天教會需要覺醒
[00:06:02.000 --> 00:06:04.000]  我們不能夠再沉睡
[00:06:04.000 --> 00:06:07.000]  你要知道神並沒有把天國的鑰匙
[00:06:07.000 --> 00:06:09.000]  給這個世界
[00:06:09.000 --> 00:06:12.000]  神單單把天國的鑰匙
[00:06:12.000 --> 00:06:14.000]  託付給教會
[00:06:14.000 --> 00:06:15.000]  託付給我們
[00:06:15.000 --> 00:06:16.000]  換句話說
[00:06:16.000 --> 00:06:20.000]  神是把復興這個土地的責任
[00:06:20.000 --> 00:06:22.000]  是託付在我們身上
[00:06:22.000 --> 00:06:24.000]  所以神在這裏說
[00:06:24.000 --> 00:06:27.000]  若是我們肯謙卑禱告
[00:06:27.000 --> 00:06:29.000]  讓我們去尋求他的面
[00:06:29.000 --> 00:06:31.000]  轉離我們的惡行
[00:06:31.000 --> 00:06:33.000]  主就照着他所應許的
[00:06:33.000 --> 00:06:35.000]  他要赦免我們的罪
[00:06:35.000 --> 00:06:37.000]  醫治我們的土地
[00:06:37.000 --> 00:06:40.000]  所以第一個一定要警醒禱告
[00:06:40.000 --> 00:06:41.000]  第二個
[00:06:41.000 --> 00:06:44.000]  無論得時不得時都要傳福音
[00:06:44.000 --> 00:06:45.000]  跟你媽說
[00:06:45.000 --> 00:06:47.000]  無論得時不得時都要傳福音
[00:06:47.000 --> 00:06:50.000]  你知道很多時候
[00:06:50.000 --> 00:06:51.000]  我們在這個充滿危機的時代
[00:06:51.000 --> 00:06:53.000]  我們常常會想
[00:06:53.000 --> 00:06:56.000]  我們現在都自身都難保了
[00:06:56.000 --> 00:06:59.000]  爲什麼還要去做宣教的工作呢
[00:06:59.000 --> 00:07:00.000]  或者你也會想
[00:07:00.000 --> 00:07:03.000]  我們教會不是過去已經做了很多年
[00:07:03.000 --> 00:07:05.000]  很多宣教的工作了嗎
[00:07:05.000 --> 00:07:07.000]  是不是可以喘一口氣
[00:07:07.000 --> 00:07:09.000]  休息一下
[00:07:09.000 --> 00:07:10.000]  你知道保羅在題目
[00:07:10.000 --> 00:07:12.000]  在後書第四章第二節
[00:07:12.000 --> 00:07:14.000]  很清楚說明同來歷
[00:07:14.000 --> 00:07:15.000]  烏要傳道
[00:07:15.000 --> 00:07:17.000]  無論得時不得時
[00:07:17.000 --> 00:07:20.000]  總要專心並又百般的忍耐
[00:07:20.000 --> 00:07:22.000]  各樣的教訓責備人
[00:07:22.000 --> 00:07:23.000]  警戒人
[00:07:23.000 --> 00:07:24.000]  勸勉人
[00:07:24.000 --> 00:07:25.000]  保羅說
[00:07:25.000 --> 00:07:28.000]  無論得時跟不得時
[00:07:28.000 --> 00:07:30.000]  都要傳福音
[00:07:30.000 --> 00:07:32.000]  什麼是得時
[00:07:32.000 --> 00:07:34.000]  就是方便的時候
[00:07:34.000 --> 00:07:36.000]  環境順利的時候
[00:07:36.000 --> 00:07:38.000]  我們不是常常以爲
[00:07:38.000 --> 00:07:40.000]  只有在我們需要得飽足的時候
[00:07:40.000 --> 00:07:42.000]  我們纔去傳福音嗎
[00:07:42.000 --> 00:07:43.000]  我們常常這樣
[00:07:43.000 --> 00:07:45.000]  等我飽足了再說吧
[00:07:45.000 --> 00:07:46.000]  但保羅說
[00:07:46.000 --> 00:07:47.000]  無論得時不得時
[00:07:47.000 --> 00:07:49.000]  什麼叫不得時
[00:07:49.000 --> 00:07:51.000]  就不方便的時候
[00:07:51.000 --> 00:07:53.000]  環境不順利的時候
[00:07:53.000 --> 00:07:57.000]  可能是當我們面對生活上的困境
[00:07:57.000 --> 00:08:00.000]  甚至連自己的生活需求都成問題的時候
[00:08:00.000 --> 00:08:01.000]  我們就覺得
[00:08:01.000 --> 00:08:03.000]  這不是傳福音的時候
[00:08:03.000 --> 00:08:06.000]  但保羅在這裏講得很清楚
[00:08:06.000 --> 00:08:09.000]  得時不得時都要傳福音
[00:08:09.000 --> 00:08:13.000]  而且保羅不是單單自己這樣教導而已
[00:08:13.000 --> 00:08:16.000]  保羅是我們最好的榜樣
[00:08:16.000 --> 00:08:17.000]  上個禮拜曾牧師講到
[00:08:17.000 --> 00:08:18.000]  就引用了一段聖經
[00:08:18.000 --> 00:08:21.000]  講到保羅經過多少的苦難
[00:08:21.000 --> 00:08:22.000]  多少的折磨
[00:08:22.000 --> 00:08:25.000]  多少次被架到監獄裏面去
[00:08:25.000 --> 00:08:29.000]  多少次被人遇到各樣的危險艱難
