
[00:00:00.000 --> 00:00:02.000]  弟子妹早晨
[00:00:02.000 --> 00:00:05.000]  現在是九月了 九月是開學的日子
[00:00:05.000 --> 00:00:09.000]  話說有兩位小朋友 兩個小學生
[00:00:09.000 --> 00:00:12.000]  一個叫John 一個叫Peter
[00:00:12.000 --> 00:00:16.000]  他們開學的時候 見面的時候就問
[00:00:16.000 --> 00:00:20.000]  這個暑假你有沒有去哪裡玩
[00:00:20.000 --> 00:00:25.000]  John就說 爸爸就帶我去海灘露營
[00:00:25.000 --> 00:00:31.000]  這個海灘很漂亮 水又清 沙又幼
[00:00:31.000 --> 00:00:34.000]  我們還一起去看日落
[00:00:34.000 --> 00:00:39.000]  那個日落好像個鹹蛋黃 非常漂亮
[00:00:39.000 --> 00:00:42.000]  Peter仔你去了哪裡
[00:00:42.000 --> 00:00:46.000]  Peter仔就說 爸爸這次帶我去日本
[00:00:46.000 --> 00:00:52.000]  他租了一輛旅行車 圍著日本去了很多地方
[00:00:52.000 --> 00:00:55.000]  這個旅行車很厲害
[00:00:55.000 --> 00:01:02.000]  一應俱全 房間有一張很漂亮很舒服的大床
[00:01:02.000 --> 00:01:09.000]  浴室有非常完善的熱水 花灑
[00:01:09.000 --> 00:01:15.000]  客廳還有一部47吋的巨型大電視
[00:01:15.000 --> 00:01:18.000]  還連接車頂有個碟型天線
[00:01:18.000 --> 00:01:22.000]  去到哪裡都不用怕 收到很多40多個衛星台
[00:01:22.000 --> 00:01:25.000]  香港的電視完全沒有問題照看
[00:01:25.000 --> 00:01:29.000]  John很羨慕的眼光看著Peter仔
[00:01:29.000 --> 00:01:31.000]  Peter仔繼續說不單止這樣
[00:01:31.000 --> 00:01:34.000]  車裡面還有今年最新的電視遊戲機
[00:01:34.000 --> 00:01:37.000]  我們之前一起玩的那幾隻都有
[00:01:37.000 --> 00:01:41.000]  John就很驚訝 這麼開心
[00:01:41.000 --> 00:01:44.000]  你這次去了日本多久
[00:01:44.000 --> 00:01:47.000]  Peter仔就說去了一個星期
[00:01:47.000 --> 00:01:53.000]  聽說那裡的山區和海邊風景都很美
[00:01:53.000 --> 00:01:56.000]  John聽著聽著覺得怪怪的
[00:01:56.000 --> 00:02:01.000]  你聽爸爸說 你自己不覺得美嗎
[00:02:01.000 --> 00:02:04.000]  沒有啊 我不知道啊 我在那邊玩遊戲機
[00:02:04.000 --> 00:02:06.000]  玩了我們上次那幾隻遊戲機幾次
[00:02:06.000 --> 00:02:09.000]  現在這隻手指還有一點抽筋
[00:02:09.000 --> 00:02:13.000]  沒空出去看啊 爸爸和媽媽和妹妹去看
[00:02:13.000 --> 00:02:16.000]  John就很慨嘆
[00:02:16.000 --> 00:02:18.000]  你說你這個暑假去了哪裡
[00:02:18.000 --> 00:02:20.000]  你說你去了日本
[00:02:20.000 --> 00:02:22.000]  你和你在香港有什麼分別
[00:02:22.000 --> 00:02:25.000]  你都是在做那些事情
[00:02:25.000 --> 00:02:29.000]  Peter仔說就說去了日本
[00:02:29.000 --> 00:02:31.000]  其實有點名不虎失
[00:02:31.000 --> 00:02:37.000]  縱然Peter仔旅行車外面有很美的湖光山色
[00:02:37.000 --> 00:02:40.000]  他仍然是用舊有的心態
[00:02:40.000 --> 00:02:42.000]  其實去到哪裡都是一樣
[00:02:42.000 --> 00:02:47.000]  他過的仍然是舊有沒有分別的生活模式
[00:02:47.000 --> 00:02:48.000]  在Peter仔的心裡面
[00:02:48.000 --> 00:02:55.000]  他早就被過去的生活模式的價值觀填滿了
[00:02:55.000 --> 00:02:58.000]  所以其實旅行去到哪裡都沒有分別
[00:02:58.000 --> 00:03:00.000]  他都是一樣
[00:03:00.000 --> 00:03:03.000]  外面對他來說沒有什麼意義
[00:03:03.000 --> 00:03:04.000]  我們也值得想想
[00:03:04.000 --> 00:03:06.000]  我們今天自己說我們是基督徒
[00:03:06.000 --> 00:03:11.000]  可能我們回教會很久 五年十年二十年
[00:03:11.000 --> 00:03:14.000]  信主對我們來說其實有什麼意義
[00:03:14.000 --> 00:03:17.000]  我們裡面的價值生活模式
[00:03:17.000 --> 00:03:20.000]  其實和我們身邊那些未信的朋友
[00:03:20.000 --> 00:03:22.000]  或者我們自己未信主之前
[00:03:22.000 --> 00:03:26.000]  其實分別有多少呢
[00:03:26.000 --> 00:03:30.000]  我們基督徒不用像和尚那樣出家
[00:03:30.000 --> 00:03:32.000]  當然我們又不是什麼聖人
[00:03:32.000 --> 00:03:34.000]  即使我們今天坐在這裡
[00:03:34.000 --> 00:03:39.000]  其實我們真的每天都活在罪裡面
[00:03:39.000 --> 00:03:40.000]  怎麼辦呢
[00:03:40.000 --> 00:03:43.000]  我們怎樣才能活得出福音
[00:03:43.000 --> 00:03:48.000]  每天在我們身上有一個很實際的意義呢
[00:03:48.000 --> 00:03:50.000]  我們今天繼續看一段經文的時候
[00:03:50.000 --> 00:03:53.000]  之前我們才一起祈禱
[00:03:53.000 --> 00:03:56.000]  祝我們將這段寶貴的說話
[00:03:56.000 --> 00:03:58.000]  來到恭敬的交上
[00:03:58.000 --> 00:04:01.000]  求上帝你藉著你的聖靈來引領我們
[00:04:01.000 --> 00:04:05.000]  讓我們聽到 明白 心裡面記住
[00:04:05.000 --> 00:04:08.000]  然後在我們的生命裡面活現出來
[00:04:08.000 --> 00:04:10.000]  讓我們心裡面上有你的道
[00:04:10.000 --> 00:04:13.000]  多謝你 聽我們祈禱 奉主命求 阿們
[00:04:38.000 --> 00:04:40.000]  我為主作囚徒的就勸你們
[00:04:40.000 --> 00:04:44.000]  既然夢照行事為人
[00:04:44.000 --> 00:04:49.000]  就要與你們所夢的照相稱
[00:04:49.000 --> 00:04:55.000]  我們反而要用愛心說真理
[00:04:55.000 --> 00:04:56.000]  誠實的話
[00:04:56.000 --> 00:04:58.000]  各方面向著基督長進
[00:04:58.000 --> 00:04:59.000]  憐於元首基督
[00:04:59.000 --> 00:05:01.000]  靠著祂全身連接得緊湊
[00:05:01.000 --> 00:05:03.000]  百折各安各職
[00:05:03.000 --> 00:05:07.000]  在愛裡面去建立自己的身體
[00:05:07.000 --> 00:05:10.000]  接著就到我們今天去看這段經文
[00:05:10.000 --> 00:05:11.000]  保羅繼續說
[00:05:11.000 --> 00:05:13.000]  所以我這樣說
[00:05:13.000 --> 00:05:16.000]  且在主你伴鄭重地說
[00:05:16.000 --> 00:05:17.000]  鄭重呢
[00:05:17.000 --> 00:05:20.000]  這個字其實和作證一樣
[00:05:20.000 --> 00:05:22.000]  好像發誓
[00:05:22.000 --> 00:05:23.000]  現在我們很認真
[00:05:23.000 --> 00:05:24.000]  保羅說我們很認真
[00:05:24.000 --> 00:05:26.000]  在主面前做見證
[00:05:26.000 --> 00:05:28.000]  在祂面前做見證
[00:05:28.000 --> 00:05:31.000]  按著主耶穌給他的使徒的權柄
[00:05:31.000 --> 00:05:34.000]  去說接下來這番語重心長的說話
[00:05:34.000 --> 00:05:37.000]  祂說你們行事為人
[00:05:37.000 --> 00:05:41.000]  不要在著愛邦人全虛妄的心而活
[00:05:41.000 --> 00:05:44.000]  今天我們是說行事為人
[00:05:44.000 --> 00:05:46.000]  行事為人
[00:05:46.000 --> 00:05:50.000]  即是我們今天和我們將來的日子
[00:05:50.000 --> 00:05:51.000]  我們想什麼
[00:05:51.000 --> 00:05:52.000]  我們做什麼
[00:05:52.000 --> 00:05:54.000]  不是說我過去
[00:05:54.000 --> 00:05:55.000]  不是說我過去
[00:05:55.000 --> 00:05:56.000]  我懂什麼
[00:05:56.000 --> 00:05:57.000]  我知多少聖經裡面的東西
[00:05:57.000 --> 00:05:59.000]  有多少的教會經驗
[00:05:59.000 --> 00:06:06.000]  要說愛邦人也不是指非猶太裔血緣那些
[00:06:06.000 --> 00:06:08.000]  是指在屬靈裡面
[00:06:08.000 --> 00:06:10.000]  做未蒙召
[00:06:10.000 --> 00:06:12.000]  做上帝指引那些人
[00:06:12.000 --> 00:06:14.000]  行事為人
[00:06:14.000 --> 00:06:17.000]  那個字也可以解釋為走路
[00:06:17.000 --> 00:06:19.000]  走路
[00:06:19.000 --> 00:06:21.000]  保羅說
[00:06:21.000 --> 00:06:23.000]  不要在將
[00:06:23.000 --> 00:06:25.000]  在將意味著這條路
[00:06:25.000 --> 00:06:27.000]  那條路是我們走過
[00:06:27.000 --> 00:06:29.000]  其實我們很熟悉
[00:06:29.000 --> 00:06:35.000]  其實我們每天都在走的一條舊路
[00:06:35.000 --> 00:06:39.000]  但這條舊路和我們蒙召
[00:06:39.000 --> 00:06:41.000]  成為上帝的兒女
[00:06:41.000 --> 00:06:43.000]  剛剛背道而馳
[00:06:43.000 --> 00:06:45.000]  和這個身份不相稱
[00:06:45.000 --> 00:06:47.000]  是裡外不一
[00:06:47.000 --> 00:06:49.000]  是很不合理的
[00:06:49.000 --> 00:06:50.000]  但是
[00:06:50.000 --> 00:06:54.000]  實際我們好像在回應一個這樣的事實
[00:06:54.000 --> 00:06:56.000]  這條舊路
[00:06:56.000 --> 00:06:59.000]  是傳著虛妄的心意走的
[00:06:59.000 --> 00:07:02.000]  我們自己對人對上帝
[00:07:02.000 --> 00:07:04.000]  其實虛妄是沒有意義的
[00:07:04.000 --> 00:07:06.000]  保羅形容
[00:07:06.000 --> 00:07:08.000]  這是昏昧無知
[00:07:08.000 --> 00:07:10.000]  是心裡剛硬
[00:07:10.000 --> 00:07:14.000]  和上帝所賜的生命隔絕了
[00:07:14.000 --> 00:07:16.000]  隔絕了即是怎樣
[00:07:16.000 --> 00:07:18.000]  死路一條
[00:07:18.000 --> 00:07:20.000]  沒有生命就是死亡
[00:07:20.000 --> 00:07:23.000]  我們仍然會在這條路裡面
[00:07:23.000 --> 00:07:26.000]  他說是因為我們自己無知
[00:07:26.000 --> 00:07:28.000]  自己無知可以說有兩個層次
[00:07:28.000 --> 00:07:30.000]  一個是知識上的缺乏
[00:07:30.000 --> 00:07:32.000]  另一個是關係上的缺乏
[00:07:32.000 --> 00:07:34.000]  就好像一個小朋友
[00:07:34.000 --> 00:07:37.000]  他叫他媽媽做媽媽的時候
[00:07:37.000 --> 00:07:40.000]  他知道這個人是生他的養他的
[00:07:40.000 --> 00:07:43.000]  這個是頭腦上的知識
[00:07:43.000 --> 00:07:46.000]  但是媽媽聽見這個小朋友這樣叫他的時候
[00:07:46.000 --> 00:07:48.000]  他期望什麼呢
[00:07:48.000 --> 00:07:50.000]  他只是期望這個小朋友
[00:07:50.000 --> 00:07:54.000]  知道我生他養他
[00:07:54.000 --> 00:07:56.000]  照顧他就這樣
[00:07:56.000 --> 00:07:58.000]  不是的
[00:07:58.000 --> 00:08:00.000]  媽媽這個稱呼背後
[00:08:00.000 --> 00:08:03.000]  其實也包含著一個很親密
[00:08:03.000 --> 00:08:05.000]  是有愛的
[00:08:05.000 --> 00:08:08.000]  是有馴服的關係在裡面
[00:08:08.000 --> 00:08:10.000]  而且親密到一個程度
[00:08:10.000 --> 00:08:11.000]  是排他的意思
[00:08:11.000 --> 00:08:12.000]  不是他出街
[00:08:12.000 --> 00:08:14.000]  隨便見到一個女人都會叫他媽媽
[00:08:14.000 --> 00:08:16.000]  是不可以的
[00:08:16.000 --> 00:08:18.000]  媽媽就是媽媽
[00:08:18.000 --> 00:08:20.000]  最親密的關係
[00:08:20.000 --> 00:08:22.000]  我們和上帝都是一樣
[00:08:22.000 --> 00:08:24.000]  不只是頭腦上
[00:08:24.000 --> 00:08:26.000]  我們知識上認識聖經多少
[00:08:26.000 --> 00:08:28.000]  有多少神學學問
[00:08:28.000 --> 00:08:30.000]  更加很重要的
[00:08:30.000 --> 00:08:33.000]  這裡所說的知識是我們有多愛上帝呢
[00:08:33.000 --> 00:08:36.000]  我們有多少是從心裡面去讚美
[00:08:36.000 --> 00:08:39.000]  去馴服他的心意呢
[00:08:39.000 --> 00:08:42.000]  就算我們回到教會去主日學很久也好
[00:08:42.000 --> 00:08:45.000]  其實每天我們都仍然要去問
[00:08:45.000 --> 00:08:50.000]  我們自己有多願意去讚美馴服這位上帝
[00:08:50.000 --> 00:08:54.000]  這位我們一直相信的上帝
[00:08:54.000 --> 00:08:57.000]  我在想其實弟兄姊妹你給我幸福
[00:08:57.000 --> 00:08:59.000]  為什麼這樣說呢
[00:08:59.000 --> 00:09:01.000]  今天翻崇拜
[00:09:01.000 --> 00:09:02.000]  你們坐在這裡
[00:09:02.000 --> 00:09:04.000]  我站在這裡
[00:09:04.000 --> 00:09:06.000]  我也是和你們一起翻崇拜
[00:09:06.000 --> 00:09:08.000]  但某程度是我上班
[00:09:08.000 --> 00:09:12.000]  可能我比較難去分辨
[00:09:12.000 --> 00:09:15.000]  其實我的心是怎樣的
[00:09:15.000 --> 00:09:17.000]  但你不同
[00:09:17.000 --> 00:09:19.000]  你會比我容易去看見
[00:09:19.000 --> 00:09:21.000]  我經常都會問我自己
[00:09:21.000 --> 00:09:27.000]  假若我翻崇拜不是我的工作
[00:09:27.000 --> 00:09:32.000]  我會不會隨隨便便就遲到早退
[00:09:32.000 --> 00:09:34.000]  我會不會去看重
[00:09:34.000 --> 00:09:39.000]  這是我每個禮拜回來和上帝一起
[00:09:39.000 --> 00:09:41.000]  一個神聖的約會
[00:09:41.000 --> 00:09:43.000]  我會不會很渴想
[00:09:43.000 --> 00:09:50.000]  全心全意去崇拜這位我稱呼的上帝
[00:09:50.000 --> 00:09:52.000]  到崇拜結束
[00:09:52.000 --> 00:09:55.000]  我和祂的關係又是怎樣呢
[00:09:55.000 --> 00:09:57.000]  除了知識上
[00:09:57.000 --> 00:10:02.000]  關係的知識上又是怎樣呢
[00:10:02.000 --> 00:10:04.000]  保羅亦說到
[00:10:04.000 --> 00:10:07.000]  不單止說到這裡所說的知識
[00:10:07.000 --> 00:10:08.000]  無論是頭腦上的知識
[00:10:08.000 --> 00:10:09.000]  或是關係上的知識
[00:10:09.000 --> 00:10:14.000]  他亦說到很多時候我們人會心裡剛硬
[00:10:14.000 --> 00:10:17.000]  意思是可能很真實
[00:10:17.000 --> 00:10:19.000]  我們對他的那種知識很真實
[00:10:19.000 --> 00:10:21.000]  和他的關係很真實
[00:10:21.000 --> 00:10:25.000]  不過可能只有三分鐘熱度
[00:10:25.000 --> 00:10:26.000]  這就是缺乏意志
[00:10:26.000 --> 00:10:28.000]  心裡剛硬的意思
[00:10:28.000 --> 00:10:32.000]  心裡剛硬甚至可以發展到一個更加嚴重
[00:10:32.000 --> 00:10:34.000]  到一個麻木的地步
[00:10:34.000 --> 00:10:39.000]  麻木原文的意思就是沒有感覺
[00:10:39.000 --> 00:10:42.000]  上星期有位關愛使者
[00:10:42.000 --> 00:10:44.000]  我記得潘梓梅在我們當中
[00:10:44.000 --> 00:10:47.000]  她將會去尼泊爾服侍一些麻風病人
[00:10:47.000 --> 00:10:49.000]  麻風病人是怎樣的
[00:10:49.000 --> 00:10:54.000]  麻風病人很多時候他們身體周圍會有很多不同的潰爛
[00:10:54.000 --> 00:10:55.000]  會有傷口
[00:10:55.000 --> 00:10:58.000]  甚至嚴重的可能會失去耳朵
[00:10:58.000 --> 00:11:00.000]  失去手指也不奇怪
[00:11:00.000 --> 00:11:02.000]  所以他們的容貌看上去
[00:11:02.000 --> 00:11:04.000]  很多人都不會覺得太可愛
[00:11:04.000 --> 00:11:05.000]  也不奇怪
[00:11:05.000 --> 00:11:07.000]  但這個病最可怕的地方
[00:11:07.000 --> 00:11:08.000]  不是樣貌
[00:11:08.000 --> 00:11:09.000]  不是容貌
[00:11:09.000 --> 00:11:16.000]  而是這個病本身不會令到身體那麼多傷害
[00:11:16.000 --> 00:11:19.000]  是因為這個病最可怕的就是
[00:11:19.000 --> 00:11:21.000]  他會令到人失去感覺
[00:11:21.000 --> 00:11:23.000]  或者那種感覺很弱
[00:11:23.000 --> 00:11:25.000]  以致他不懂得痛
[00:11:25.000 --> 00:11:28.000]  難道不痛不是好事嗎
[00:11:28.000 --> 00:11:30.000]  原來不是
[00:11:30.000 --> 00:11:33.000]  因為當這個病人被火燒的時候
[00:11:33.000 --> 00:11:34.000]  可能已經燒到很傷了
[00:11:34.000 --> 00:11:36.000]  他也不懂得退縮
[00:11:36.000 --> 00:11:38.000]  或者他被刀刺到
[00:11:38.000 --> 00:11:39.000]  流了很多血
[00:11:39.000 --> 00:11:40.000]  看到血牙
[00:11:40.000 --> 00:11:42.000]  他才退縮
[00:11:42.000 --> 00:11:48.000]  但這個時候他的身體已經受到很嚴重的傷害
[00:11:48.000 --> 00:11:51.000]  保羅形容當一個人
[00:11:51.000 --> 00:11:53.000]  他在罪裏面
[00:11:53.000 --> 00:11:56.000]  他在麻木當中的時候
[00:11:56.000 --> 00:11:58.000]  不懂得退縮
[00:11:58.000 --> 00:12:00.000]  不懂得避開的時候
[00:12:00.000 --> 00:12:05.000]  那個舊惡裏面也會有這樣的情況
[00:12:05.000 --> 00:12:08.000]  保羅說我們有這個新的知識
[00:12:08.000 --> 00:12:10.000]  我們有這個新身份的時候
[00:12:10.000 --> 00:12:17.000]  我們也不可以缺乏堅持的意志
[00:12:17.000 --> 00:12:18.000]  舊的那條路
[00:12:18.000 --> 00:12:21.000]  就是回到世界的那條路
[00:12:21.000 --> 00:12:23.000]  是放縱情慾的
[00:12:23.000 --> 00:12:25.000]  什麼叫放縱情慾
[00:12:25.000 --> 00:12:27.000]  食色性也
[00:12:27.000 --> 00:12:29.000]  講感覺
[00:12:29.000 --> 00:12:32.000]  最重要的是開心
[00:12:32.000 --> 00:12:34.000]  保羅的世界是這樣的
[00:12:34.000 --> 00:12:36.000]  其實現在也是一樣
[00:12:36.000 --> 00:12:40.000]  貪婪地行種種污穢的事
[00:12:40.000 --> 00:12:44.000]  貪婪是不會滿足的
[00:12:44.000 --> 00:12:46.000]  世界的道德界線
[00:12:46.000 --> 00:12:48.000]  其實一直在浮動
[00:12:48.000 --> 00:12:50.000]  一直在降低
[00:12:50.000 --> 00:12:54.000]  這個世界不斷在挑戰道德的底線
[00:12:54.000 --> 00:12:57.000]  讓人在墮落裏面
[00:12:57.000 --> 00:13:01.000]  越來越在惡性循環當中
[00:13:01.000 --> 00:13:10.000]  我在這裏有口螺絲釘
[00:13:10.000 --> 00:13:13.000]  如果我在這裏放手
[00:13:13.000 --> 00:13:15.000]  我這裏就接住
[00:13:15.000 --> 00:13:17.000]  我可以很輕易地接住
[00:13:17.000 --> 00:13:18.000]  沒什麼問題
[00:13:18.000 --> 00:13:19.000]  完全毫無難度
[00:13:19.000 --> 00:13:21.000]  也不會傷到我
[00:13:21.000 --> 00:13:23.000]  但同樣的一口螺絲
[00:13:23.000 --> 00:13:27.000]  如果我在三十樓摔倒
[00:13:27.000 --> 00:13:30.000]  這口螺絲一邊掉一邊掉
[00:13:30.000 --> 00:13:32.000]  沒有東西可以接住
[00:13:32.000 --> 00:13:34.000]  一邊掉越掉越快
[00:13:34.000 --> 00:13:36.000]  如果有個人在他下面
[00:13:36.000 --> 00:13:38.000]  摔中他頭頂
[00:13:38.000 --> 00:13:40.000]  他可能會死的
[00:13:40.000 --> 00:13:45.000]  那種沒有底線
[00:13:45.000 --> 00:13:46.000]  那種貪婪
[00:13:46.000 --> 00:13:48.000]  那種程度不斷地循環
[00:13:48.000 --> 00:13:50.000]  可以去到這麼可怕
[00:13:50.000 --> 00:13:52.000]  這麼嚴重的地步
[00:13:52.000 --> 00:13:54.000]  我們的救我
[00:13:54.000 --> 00:13:59.000]  如果沒有什麼東西可以制止他
[00:13:59.000 --> 00:14:02.000]  讓他繼續地接住
[00:14:02.000 --> 00:14:05.000]  讓他停止轉化
[00:14:05.000 --> 00:14:08.000]  情況也可以這麼嚴重
[00:14:08.000 --> 00:14:10.000]  我們信耶穌
[00:14:10.000 --> 00:14:12.000]  不是只有嘴巴
[00:14:12.000 --> 00:14:14.000]  我們是有盼望
[00:14:14.000 --> 00:14:16.000]  我們知道怎樣可以制止一件事
[00:14:16.000 --> 00:14:17.000]  是什麼呢?
[00:14:17.000 --> 00:14:19.000]  第二十節所說
