
[00:00:00.000 --> 00:00:07.000]  大家好,很高興又回到太古城堂來跟大家分享神的話語
[00:00:07.000 --> 00:00:16.000]  今天我跟大家講到的題目是宣教的浪漫與挑戰
[00:00:16.000 --> 00:00:20.000]  爲什麼我說宣教的浪漫與挑戰呢?
[00:00:20.000 --> 00:00:28.000]  因爲在我年輕的時候,全世界的華人教會是沒有宣教這個項目的
[00:00:28.000 --> 00:00:36.000]  因爲當時在香港,還有很多宣教士,那些洋人,從歐洲來的,從美國來的
[00:00:36.000 --> 00:00:41.000]  我們在那裏想,我們華人教會哪裏有資格去宣教啊
[00:00:41.000 --> 00:00:46.000]  但是今天呢,幾乎所有的華人教會都說宣教
[00:00:46.000 --> 00:00:50.000]  連在中國大陸的華人教會也說宣教
[00:00:50.000 --> 00:00:53.000]  爲什麼那麼多人說宣教呢?
[00:00:53.000 --> 00:00:57.000]  這裏面有兩個東西,非常有意思的
[00:00:57.000 --> 00:01:00.000]  一個是它有一種浪漫感的
[00:01:00.000 --> 00:01:04.000]  另外一個就是它有它的挑戰性的
[00:01:04.000 --> 00:01:09.000]  爲什麼宣教會有浪漫呢?
[00:01:09.000 --> 00:01:15.000]  因爲你想一想,很多人宣教是到很遠的地區
[00:01:15.000 --> 00:01:19.000]  但是很貧窮的地區,在那裏要喫苦的
[00:01:19.000 --> 00:01:27.000]  所以你會感覺到,多喫苦,多很受苦,給人一種很偉大的感覺
[00:01:27.000 --> 00:01:31.000]  所以很偉大的感覺
[00:01:31.000 --> 00:01:36.000]  但是另外一種呢,就是往俄羅斯去宣教
[00:01:36.000 --> 00:01:39.000]  俄羅斯是白種人的地方
[00:01:39.000 --> 00:01:45.000]  雖然俄羅斯不是西方,但是他們的樣子跟美國人,歐洲人是一樣的
[00:01:45.000 --> 00:01:52.000]  所以能夠到俄羅斯去宣教,像白種人宣教就感覺到多優越啊
[00:01:52.000 --> 00:01:57.000]  那麼還有些人呢,往日本去宣教
[00:01:57.000 --> 00:02:00.000]  日本是我們的敵人啊,他們曾經侵略過我們的
[00:02:00.000 --> 00:02:04.000]  多偉大,你看我像敵人宣教多偉大
[00:02:04.000 --> 00:02:07.000]  還有些人呢,往伊斯蘭教的國家去宣教
[00:02:07.000 --> 00:02:11.000]  伊斯蘭這個國家,你去宣教很危險的
[00:02:11.000 --> 00:02:15.000]  他們被人家抓住啊,他會把你打死的
[00:02:15.000 --> 00:02:18.000]  你看我多勇敢啊,多不怕死啊
[00:02:18.000 --> 00:02:20.000]  所以宣教是有一種浪漫的
[00:02:20.000 --> 00:02:23.000]  所以現在很多人呢,都願意去宣教
[00:02:23.000 --> 00:02:26.000]  但是同時呢,宣教也有一種挑戰的
[00:02:26.000 --> 00:02:29.000]  既然教會牧師也在那裏推行宣教
[00:02:29.000 --> 00:02:32.000]  大家都不好意思反對咯,是不是啊
[00:02:32.000 --> 00:02:34.000]  宣教是應該的
[00:02:34.000 --> 00:02:38.000]  宣教就是把福音傳到另外一個地方,另外一個地區,另外一個國家
[00:02:38.000 --> 00:02:41.000]  所以呢,人說,那我也說說
[00:02:41.000 --> 00:02:43.000]  但是我的心裏面是不願意去的
[00:02:43.000 --> 00:02:46.000]  爲什麼呢?哎呀,我不願意去,那是那麼髒的地方
[00:02:46.000 --> 00:02:49.000]  特別是到一個很落後的地方
[00:02:49.000 --> 00:02:52.000]  那裏很苦的,那裏很髒的
[00:02:52.000 --> 00:02:55.000]  特別是你到他的廁所裏面去
[00:02:55.000 --> 00:02:57.000]  你去過你就知道了,你知道我講什麼了
[00:02:57.000 --> 00:02:59.000]  哎呀,我很怕啊
[00:02:59.000 --> 00:03:03.000]  所以呢,對很多人來說,他又不敢反對
[00:03:03.000 --> 00:03:07.000]  但是他也感覺到很怕那種,又怕髒又怕苦
[00:03:07.000 --> 00:03:10.000]  其實呢,無論怎麼樣
[00:03:10.000 --> 00:03:13.000]  宣教對我們呢,是挑戰我們的愛心
[00:03:13.000 --> 00:03:16.000]  也挑戰我們的勇氣
[00:03:16.000 --> 00:03:19.000]  還有挑戰我們的心胸
[00:03:19.000 --> 00:03:22.000]  今天呢,我要跟大家講
[00:03:22.000 --> 00:03:25.000]  一個合格的宣教士
[00:03:25.000 --> 00:03:26.000]  應該是怎麼樣的
[00:03:26.000 --> 00:03:29.000]  其實我們每一個人都應該做一個合格的宣教士
[00:03:29.000 --> 00:03:32.000]  剛纔那段經文呢,是保羅所寫的
[00:03:32.000 --> 00:03:36.000]  保羅就是全世界從古到今最偉大的宣教士
[00:03:36.000 --> 00:03:38.000]  我們可以說啊
[00:03:38.000 --> 00:03:40.000]  你假如要去宣教呢
[00:03:40.000 --> 00:03:42.000]  你不需要到很遠的地方
[00:03:42.000 --> 00:03:45.000]  你在這裏香港,你就可以宣教了
[00:03:45.000 --> 00:03:48.000]  但是你必須要具備三種的資格
[00:03:48.000 --> 00:03:50.000]  第一個資格呢,是什麼呢
[00:03:50.000 --> 00:03:53.000]  就是適應的能力
[00:03:53.000 --> 00:03:57.000]  因爲你有個使命,所以你有適應的能力
[00:03:57.000 --> 00:04:04.000]  23節剛纔,我現在讀的是和合本原來的聖經
[00:04:04.000 --> 00:04:10.000]  我忘記了,你們已經改了用新的版本
[00:04:10.000 --> 00:04:13.000]  23節裏說,凡我所行的
[00:04:13.000 --> 00:04:17.000]  保羅說,我一切所做的,都是爲服役的緣故
[00:04:17.000 --> 00:04:21.000]  爲要與人同德者服役的好處
[00:04:21.000 --> 00:04:24.000]  就是說,我一切所做的
[00:04:24.000 --> 00:04:26.000]  我搬家也好,我去旅行也好
[00:04:26.000 --> 00:04:29.000]  我無論做什麼,都是爲了服役的緣故
[00:04:29.000 --> 00:04:31.000]  這個就是他的使命
[00:04:31.000 --> 00:04:35.000]  他因爲有這個使命,他就適應能力很強
[00:04:35.000 --> 00:04:38.000]  怎麼樣適應能力很強呢
[00:04:38.000 --> 00:04:43.000]  我記得我們剛剛去澳洲的時候,去了一年
[00:04:43.000 --> 00:04:45.000]  有教會的弟兄就問我
[00:04:45.000 --> 00:04:49.000]  你適應了澳洲的生活沒有啊
[00:04:49.000 --> 00:04:51.000]  我說我第一天來就適應了
[00:04:51.000 --> 00:04:54.000]  他很驚訝,你怎麼第一天來就適應了
[00:04:54.000 --> 00:04:56.000]  因爲我是帶着使命去的
[00:04:56.000 --> 00:04:58.000]  你有使命,很容易適應的
[00:04:58.000 --> 00:05:00.000]  任何的環境你都容易適應的
[00:05:00.000 --> 00:05:05.000]  到底一個宣教士要適應什麼東西呢
[00:05:05.000 --> 00:05:09.000]  坦白說,首先你的胃口要適應
[00:05:09.000 --> 00:05:11.000]  假如你在香港喫飯
[00:05:11.000 --> 00:05:13.000]  你老是喫廣東菜的
[00:05:13.000 --> 00:05:16.000]  其他的京菜,上海菜你都喫不上來的
[00:05:16.000 --> 00:05:17.000]  你很難適應的
[00:05:17.000 --> 00:05:19.000]  日本菜你也喫不上來
[00:05:19.000 --> 00:05:22.000]  其實你無論是日本菜,韓國菜
[00:05:22.000 --> 00:05:25.000]  西方菜,印度菜,非洲菜
[00:05:25.000 --> 00:05:31.000]  你都應該是,你的胃口是很適應的
[00:05:31.000 --> 00:05:34.000]  今天很多香港人去旅遊
[00:05:34.000 --> 00:05:36.000]  去的什麼地方旅遊呢
[00:05:36.000 --> 00:05:38.000]  一定要找唐人餐館
[00:05:38.000 --> 00:05:40.000]  去旅遊就喫當地的東西了嘛
[00:05:40.000 --> 00:05:42.000]  你去找唐人餐館幹什麼
[00:05:42.000 --> 00:05:44.000]  在這裏很多唐人餐館,是不是
[00:05:44.000 --> 00:05:48.000]  所以假如我們的胃口還沒有開呢
[00:05:48.000 --> 00:05:50.000]  你沒有辦法宣教的,我告訴你
[00:05:50.000 --> 00:05:53.000]  我以前在香港的時候
[00:05:53.000 --> 00:05:55.000]  我每逢禮拜五到幕屋
[00:05:55.000 --> 00:05:59.000]  去最貧窮的那些人那裏去宣教
[00:05:59.000 --> 00:06:00.000]  他們請我喫飯
[00:06:00.000 --> 00:06:03.000]  他們這個飯菜都很髒的
[00:06:03.000 --> 00:06:05.000]  我也要適應啊
[00:06:05.000 --> 00:06:08.000]  我一樣適應的
[00:06:08.000 --> 00:06:09.000]  保羅呢他不會的
[00:06:09.000 --> 00:06:11.000]  他到了什麼地方他都不會
[00:06:11.000 --> 00:06:13.000]  哎呀,我不適應這裏的飯菜
[00:06:13.000 --> 00:06:14.000]  不會的
[00:06:14.000 --> 00:06:17.000]  還有另外一個適應就是文化的適應
[00:06:17.000 --> 00:06:19.000]  文化的適應就更難了
[00:06:19.000 --> 00:06:21.000]  就是你要適應當地的語言
[00:06:21.000 --> 00:06:22.000]  當地人的禮貌
[00:06:22.000 --> 00:06:25.000]  當地人的作風
[00:06:25.000 --> 00:06:27.000]  假如一個沒有使命感的人呢
[00:06:27.000 --> 00:06:28.000]  很難適應的
[00:06:28.000 --> 00:06:30.000]  我在澳洲的時候
[00:06:30.000 --> 00:06:32.000]  有一次在悉尼講道
[00:06:32.000 --> 00:06:33.000]  有一個弟兄跟我說
[00:06:33.000 --> 00:06:35.000]  他說我來了澳洲七年了
[00:06:35.000 --> 00:06:36.000]  我都沒有適應
[00:06:36.000 --> 00:06:38.000]  我心裏說你一定是沒有使命
[00:06:38.000 --> 00:06:40.000]  你有使命很快適應
[00:06:40.000 --> 00:06:43.000]  你不適應就是因爲你沒有使命
[00:06:43.000 --> 00:06:45.000]  感謝主了
[00:06:45.000 --> 00:06:47.000]  後來又過了大概五六年了
[00:06:47.000 --> 00:06:49.000]  他終於適應了
[00:06:49.000 --> 00:06:50.000]  爲什麼終於適應了
[00:06:50.000 --> 00:06:52.000]  他有使命了
[00:06:52.000 --> 00:06:53.000]  你有使命
[00:06:53.000 --> 00:06:55.000]  爲了一個使命的緣故
[00:06:55.000 --> 00:07:00.000]  你不計較很多東西的
[00:07:00.000 --> 00:07:03.000]  其實大家都聽過智商
[00:07:03.000 --> 00:07:05.000]  是什麼東西
[00:07:05.000 --> 00:07:07.000]  後來的有情商
[00:07:07.000 --> 00:07:08.000]  最近又有另外一個商
[00:07:08.000 --> 00:07:10.000]  大家知道是什麼商嗎
[00:07:10.000 --> 00:07:11.000]  是文化商
[00:07:11.000 --> 00:07:12.000]  是美國人發明的
[00:07:12.000 --> 00:07:14.000]  什麼叫文化商
[00:07:14.000 --> 00:07:17.000]  就是說現在很多國家都是個多元文化的國家
[00:07:17.000 --> 00:07:19.000]  美國有白種人黑種人
[00:07:19.000 --> 00:07:22.000]  中國人韓國人墨西哥人
[00:07:22.000 --> 00:07:24.000]  很多種的文化
[00:07:24.000 --> 00:07:25.000]  很多種人的
[00:07:25.000 --> 00:07:26.000]  他們發現了
[00:07:26.000 --> 00:07:29.000]  假如一個人文化商是高的話
[00:07:29.000 --> 00:07:32.000]  因爲他他在一個單位裏面工作
[00:07:32.000 --> 00:07:34.000]  裏面就有白種人黑人
[00:07:34.000 --> 00:07:37.000]  印度人中國人什麼墨西哥人
[00:07:37.000 --> 00:07:39.000]  文化商高的人呢
[00:07:39.000 --> 00:07:41.000]  他的事業特別成就有成就
[00:07:41.000 --> 00:07:44.000]  因爲他能夠適應任何的文化
[00:07:44.000 --> 00:07:46.000]  根據他們的調查
[00:07:46.000 --> 00:07:49.000]  華人的文化商是比較低的
[00:07:49.000 --> 00:07:51.000]  因爲我們常常就跟中國人在一起
