
[00:00:00.000 --> 00:00:01.560]  好 弟兄姊妹平安
[00:00:01.560 --> 00:00:06.000]  今天給大家分享的經文呢
[00:00:06.000 --> 00:00:08.660]  是選至以上要書30章
[00:00:08.660 --> 00:00:11.400]  18節到26節啊
[00:00:11.400 --> 00:00:13.660]  本來要講到33節的
[00:00:13.660 --> 00:00:16.300]  那後來發現啊原來那個經文太長了
[00:00:16.300 --> 00:00:19.020]  所以呢今天就縮短一下啊我們就
[00:00:19.020 --> 00:00:22.020]  從18節講到26節
[00:00:22.020 --> 00:00:25.020]  今天的講題是等候審
[00:00:28.160 --> 00:00:30.000]  在大埔的火災當中
[00:00:30.000 --> 00:00:32.900]  我們看到無數的家庭在廢墟裡面
[00:00:32.900 --> 00:00:33.900]  他們哭泣
[00:00:33.900 --> 00:00:37.060]  他們在呼喊神在哪裡
[00:00:37.060 --> 00:00:41.160]  當救援的這些的人員他們在瓦礫當中
[00:00:41.160 --> 00:00:44.020]  抬出遇難者的遺體的時候
[00:00:44.020 --> 00:00:47.060]  當那些的倖存者
[00:00:47.060 --> 00:00:50.400]  臨世被燒毀的家園的時候
[00:00:50.400 --> 00:00:54.200]  我們聽到兩種的聲音在交集
[00:00:55.160 --> 00:00:58.320]  第一種呢有人會質問神的公義
[00:00:58.320 --> 00:01:02.360]  第二種就是有人會呼求神的憐憫
[00:01:02.360 --> 00:01:06.200]  在今天要分享的經文以上要書30章
[00:01:06.200 --> 00:01:09.100]  18節到26節的經文
[00:01:09.100 --> 00:01:11.620]  就好像一盞的明燈
[00:01:11.620 --> 00:01:13.360]  照亮我們理解
[00:01:13.360 --> 00:01:16.500]  神在苦難當中的雙重的角色
[00:01:16.500 --> 00:01:20.160]  他既是施恩等候的父
[00:01:20.160 --> 00:01:23.000]  也是公義審判的主
[00:01:24.520 --> 00:01:26.260]  今天要分享的這段經文
[00:01:26.260 --> 00:01:29.800]  其實如果從18節開始到33節的話
[00:01:29.800 --> 00:01:32.100]  它可以分成兩個部分
[00:01:32.100 --> 00:01:36.500]  這兩部分它的結構是非常有意思的
[00:01:36.500 --> 00:01:40.160]  它是一個比較對應的一個結構
[00:01:40.160 --> 00:01:42.200]  或者說是一個對比的結構
[00:01:42.200 --> 00:01:44.300]  18節到26節
[00:01:44.300 --> 00:01:47.100]  就是今天我們重點要講的這一段
[00:01:47.100 --> 00:01:51.100]  這一段它是描繪神的恩典的應許
[00:01:51.100 --> 00:01:54.200]  我們會看到比如說神會賜甘霖
[00:01:54.520 --> 00:01:56.820]  祂會醫治我們的創傷
[00:01:56.820 --> 00:01:59.620]  祂也會引導我們的正途等等
[00:01:59.620 --> 00:02:02.020]  這些都是祂恩典的應許
[00:02:02.020 --> 00:02:04.320]  但是從27節開始
[00:02:04.320 --> 00:02:06.620]  就是下半段的經文
[00:02:06.620 --> 00:02:11.920]  它就轉向了對亞述的一個嚴肅的審判
[00:02:11.920 --> 00:02:14.920]  比如說經文裡面出現有烈火
[00:02:14.920 --> 00:02:17.520]  有冰雹、有硫磺等等
[00:02:17.520 --> 00:02:18.820]  這些的元素
[00:02:18.820 --> 00:02:21.820]  其實就是神審判的一個元素
[00:02:22.220 --> 00:02:24.820]  它完整地呈現了神的屬性
[00:02:24.820 --> 00:02:26.020]  就是兩個方面
[00:02:26.020 --> 00:02:27.820]  一個方面祂是施恩的
[00:02:27.820 --> 00:02:29.020]  祂是一個慈父
[00:02:29.020 --> 00:02:31.820]  另一個方面祂也是審判的
[00:02:31.820 --> 00:02:35.620]  祂是會審判那些不公義的人的
[00:02:35.620 --> 00:02:38.920]  在災難的陰影底下
[00:02:38.920 --> 00:02:42.920]  這段的經文不但提供了神學的解釋
[00:02:42.920 --> 00:02:46.420]  更是賦予了我們信徒與災民
[00:02:46.420 --> 00:02:48.320]  真實的安慰與盼望
[00:02:49.920 --> 00:02:52.820]  我們先來看這段的經文
[00:02:52.820 --> 00:02:54.720]  我們先來一起先讀一讀
[00:02:54.720 --> 00:02:59.720]  從18節開始一直讀到26節
[00:02:59.720 --> 00:03:00.920]  1、2起
[00:03:00.920 --> 00:03:05.420]  「耶和華必然等候要施恩給你們
[00:03:05.420 --> 00:03:08.620]  必然興起好憐憫你們
[00:03:08.620 --> 00:03:11.420]  因為耶和華是公平的神
[00:03:11.420 --> 00:03:14.420]  凡等候他的都是有福的
[00:03:14.420 --> 00:03:18.420]  住在西安居於耶路撒冷的百姓
[00:03:18.720 --> 00:03:20.520]  你必不再哭泣
[00:03:20.520 --> 00:03:24.420]  主必因你哀求的聲音施恩給你
[00:03:24.420 --> 00:03:27.820]  他聽見的時候就必應允你
[00:03:27.820 --> 00:03:31.420]  主雖然以艱難給你當筆
[00:03:31.420 --> 00:03:33.720]  以困苦給你當水
[00:03:33.720 --> 00:03:36.820]  你的教師卻不再隱藏
[00:03:36.820 --> 00:03:39.920]  你的眼睛必看見你的教師
[00:03:39.920 --> 00:03:42.720]  你或向左或向右
[00:03:42.720 --> 00:03:45.520]  必聽見後邊有聲音說
[00:03:45.720 --> 00:03:48.720]  這是正路要行在其間
[00:03:48.720 --> 00:03:53.320]  你要玷污那雕刻偶像所包的銀紙
[00:03:53.320 --> 00:03:56.620]  和鑄造偶像所鍍的金紙
[00:03:56.620 --> 00:03:58.520]  你要拋棄它們
[00:03:58.520 --> 00:04:00.820]  如拋棄污穢之物
[00:04:00.820 --> 00:04:03.120]  對偶像說去吧
[00:04:03.120 --> 00:04:05.620]  你撒種在地裡
[00:04:05.620 --> 00:04:08.120]  主必降雨在其上
[00:04:08.120 --> 00:04:12.020]  使地所出的糧食肥美豐盛
[00:04:12.420 --> 00:04:17.020]  那時你的牲畜必在遼闊的草場吃草
[00:04:17.020 --> 00:04:21.620]  耕地的牛和驢必吃加鹽的飼料
[00:04:21.620 --> 00:04:24.920]  適用蠶絲和叉子養進的
[00:04:24.920 --> 00:04:27.920]  在大行沙路的日子
[00:04:27.920 --> 00:04:30.120]  崇樓倒塌的時候
[00:04:30.120 --> 00:04:34.120]  高山峻嶺必有川流湧河流
[00:04:34.120 --> 00:04:37.620]  當伊和華包紮他百姓的傷口
[00:04:37.620 --> 00:04:41.120]  醫治他所擊打傷痕的日子
[00:04:41.420 --> 00:04:43.420]  月光必向日光
[00:04:43.420 --> 00:04:45.420]  日光必加七倍
[00:04:45.420 --> 00:04:48.020]  像七日的光一樣
[00:04:48.020 --> 00:04:49.720]  好了
[00:04:49.720 --> 00:04:53.220]  這段經文如果我們來看它的歷史的背景
[00:04:53.220 --> 00:04:55.220]  我們知道其實當時的猶大
[00:04:55.220 --> 00:04:58.520]  他們正面臨亞述的一個威脅
[00:04:58.520 --> 00:05:01.520]  猶大國其實當時
[00:05:01.520 --> 00:05:06.020]  那個北國就是以色列已經被亞述國滅掉了
[00:05:06.020 --> 00:05:07.620]  所以北國已經滅亡了
[00:05:07.620 --> 00:05:09.320]  只剩下南國猶大
[00:05:09.820 --> 00:05:12.620]  南國猶大其實也面臨很大的一個威脅
[00:05:12.620 --> 00:05:15.620]  就是亞述帝國他們要圍攻他們
[00:05:15.620 --> 00:05:18.920]  在這個情境底下
[00:05:18.920 --> 00:05:21.420]  他們面對什麼樣的挑戰呢
[00:05:21.420 --> 00:05:25.620]  就是亞述的大軍他們壓境
[00:05:25.620 --> 00:05:29.720]  猶大國裡面他們內部分化非常的嚴重
[00:05:29.720 --> 00:05:34.120]  所以他們有的想要去迎戰
[00:05:34.120 --> 00:05:36.420]  有的想要去求和
[00:05:36.420 --> 00:05:39.320]  有的是要想找人去幫忙
[00:05:39.620 --> 00:05:43.220]  要找一些的外面的軍事力量來幫助他們
[00:05:43.220 --> 00:05:46.420]  在當時他們也派遣了一些的使者
[00:05:46.420 --> 00:05:47.520]  派去哪裡呢
[00:05:47.520 --> 00:05:49.020]  就是派到埃及
[00:05:49.020 --> 00:05:52.820]  派到那裡去拿一些的很貴重的禮物
[00:05:52.820 --> 00:05:55.820]  要求這個法老來幫助他們
[00:05:55.820 --> 00:05:57.720]  就是求埃及的法老
[00:05:57.720 --> 00:06:01.120]  求他們的軍事的力量來幫助他們
[00:06:01.120 --> 00:06:05.020]  其實這個是一個政治裡面的一個困境
[00:06:05.920 --> 00:06:09.920]  而在當時他們居然想跟埃及去結盟
[00:06:09.920 --> 00:06:13.620]  然後想要得到埃及的軍事力量的支持
[00:06:13.620 --> 00:06:15.820]  來幫助他們去對抗亞述
[00:06:15.820 --> 00:06:20.920]  然而當時的埃及能不能幫他們呢
[00:06:20.920 --> 00:06:26.820]  其實埃及當時的自身的國力已經衰弱了
[00:06:26.820 --> 00:06:27.920]  不是太強大
[00:06:27.920 --> 00:06:35.020]  而且當時他們自己也是自身難保
[00:06:35.420 --> 00:06:37.020]  所以根本沒有辦法
