
[00:00:00.000 --> 00:00:02.000]  大家坐一齊同心祈禱
[00:00:02.000 --> 00:00:04.500]  我們將這段時間再交託給主
[00:00:04.500 --> 00:00:10.740]  生命的主我們感謝祢
[00:00:10.740 --> 00:00:13.780]  因為祢不單創造生命
[00:00:13.780 --> 00:00:17.120]  也樂以賜下豐盛的生命
[00:00:17.120 --> 00:00:20.620]  祢愛世上的人群
[00:00:20.620 --> 00:00:24.760]  祢不願意我們在世上被罪迷惑
[00:00:24.760 --> 00:00:28.600]  被情慾被自我所捆綁
[00:00:29.520 --> 00:00:33.520]  因此祢要讓耶穌基督來到世上成全了救贖
[00:00:33.520 --> 00:00:37.100]  將平安、將盼望賜給我們
[00:00:37.100 --> 00:00:42.540]  如今我們感謝祢讓我們在教會中一齊進去敬拜
[00:00:42.540 --> 00:00:45.100]  也思想祢自己聖經的說話
[00:00:45.100 --> 00:00:48.680]  求祢在這個時刻帶領我們的心思
[00:00:48.680 --> 00:00:50.920]  讓我們可以很平安
[00:00:50.920 --> 00:00:53.620]  心靈裏面有那種空間
[00:00:53.620 --> 00:00:56.920]  來領受祢自己聖經的道
[00:00:57.500 --> 00:01:00.020]  我們將這段時間交託給主
[00:01:00.020 --> 00:01:02.020]  求主帶領我們
[00:01:02.020 --> 00:01:04.400]  我們仰望祈禱
[00:01:04.400 --> 00:01:06.400]  奉耶穌基督的聖名求
[00:01:06.400 --> 00:01:07.400]  Amen
[00:01:07.400 --> 00:01:11.500]  大家撿起剛才讀的一段聖經
[00:01:11.500 --> 00:01:14.700]  在聖經的士堂轉第二章
[00:01:14.700 --> 00:01:18.900]  我們提及神賜給我們聖靈
[00:01:18.900 --> 00:01:20.900]  叫我們重生
[00:01:20.900 --> 00:01:22.700]  一想起重生
[00:01:22.700 --> 00:01:25.900]  我就很自然想起一些形象
[00:01:26.300 --> 00:01:28.900]  大家記得我之前的心經提及
[00:01:28.900 --> 00:01:32.100]  我過去有機會去一些樹林裏面做運動
[00:01:32.100 --> 00:01:34.900]  其中有一個形象是很深刻的
[00:01:34.900 --> 00:01:38.500]  就是見到在樹林區裏面有很多大的樹
[00:01:38.500 --> 00:01:42.700]  但是其中有好幾棵都已經倒塌了
[00:01:42.700 --> 00:01:43.500]  枯萎了
[00:01:43.500 --> 00:01:45.900]  剩下一個很大的樹頭
[00:01:45.900 --> 00:01:50.100]  但是奇妙的地方就是在樹頭裏面
[00:01:50.100 --> 00:01:52.100]  生出新的樹
[00:01:53.300 --> 00:01:57.300]  而不是幼的樹,而是高大的樹
[00:01:57.300 --> 00:01:58.500]  翠綠的樹葉
[00:01:58.500 --> 00:02:01.500]  就在死的樹頭裏面
[00:02:01.500 --> 00:02:03.500]  生出新的樹
[00:02:03.500 --> 00:02:07.300]  那個形象讓我一直想的時候
[00:02:07.300 --> 00:02:10.500]  突然間就想起重生
[00:02:10.500 --> 00:02:13.300]  在自然界裏面見到一些生命
[00:02:13.300 --> 00:02:15.900]  好像復生的一種表達
[00:02:15.900 --> 00:02:19.700]  聖經更加提及人在耶穌基督裏面
[00:02:19.700 --> 00:02:21.700]  可以經歷重生
[00:02:22.300 --> 00:02:24.500]  經歷生命一種新生
[00:02:24.500 --> 00:02:27.100]  因此聖經強調說
[00:02:27.100 --> 00:02:29.100]  若有人在基督裏
[00:02:29.100 --> 00:02:31.900]  他就是新造的人
[00:02:31.900 --> 00:02:35.100]  舊的事情是已經過去了
[00:02:35.100 --> 00:02:37.500]  一切都變成新的了
[00:02:37.500 --> 00:02:43.100]  這個是歷古常新的福音的精要
[00:02:43.100 --> 00:02:47.300]  就是人在基督耶穌裏可以領受新生
[00:02:47.300 --> 00:02:49.300]  可以領受重生
[00:02:50.100 --> 00:02:52.300]  而聖經提及神藉著聖靈
[00:02:52.300 --> 00:02:55.100]  叫我們生命改變
[00:02:55.100 --> 00:02:59.100]  如果大家讀聖經的《創世紀》第一章第一節就記得
[00:02:59.100 --> 00:03:00.100]  聖經說到
[00:03:00.100 --> 00:03:02.100]  神創造天地
[00:03:02.100 --> 00:03:05.100]  當時的天地是怎樣呢?
[00:03:05.100 --> 00:03:08.100]  聖經就說是空虛混沌的
[00:03:08.100 --> 00:03:12.100]  在這些淵面,在深淵上面
[00:03:12.100 --> 00:03:14.100]  是一片黑暗的
[00:03:14.100 --> 00:03:15.100]  但是那時候聖經就說
[00:03:15.100 --> 00:03:19.100]  神的靈是運行在水面上面
[00:03:19.100 --> 00:03:22.100]  然後開始了奇妙的大地的創造
[00:03:22.100 --> 00:03:26.100]  很多美妙的創造就出現
[00:03:26.100 --> 00:03:27.100]  聖經很特別說
[00:03:27.100 --> 00:03:28.100]  神的靈運行
[00:03:28.100 --> 00:03:30.100]  運行這個字很特別的意思
[00:03:30.100 --> 00:03:32.100]  很豐富的含義
[00:03:32.100 --> 00:03:35.100]  運行基本上是說一些雀鳥
[00:03:35.100 --> 00:03:36.100]  在空中飛翔
[00:03:36.100 --> 00:03:38.100]  那種美麗的姿態
[00:03:38.100 --> 00:03:40.100]  就是運行
[00:03:40.100 --> 00:03:42.100]  而再進一步說
[00:03:42.100 --> 00:03:45.100]  運行的含義是說一隻母雞
[00:03:45.100 --> 00:03:49.100]  伏伏在一些雞蛋上面
[00:03:49.100 --> 00:03:51.100]  是孵化一些小雞
[00:03:51.100 --> 00:03:54.100]  那個過程叫做運行
[00:03:54.100 --> 00:03:57.100]  就是孵初的一個意思
[00:03:57.100 --> 00:03:59.100]  就好像神的靈在我們中間
[00:03:59.100 --> 00:04:01.100]  祂在我們生命裡面
[00:04:01.100 --> 00:04:04.100]  讓新生命可以孕育出來
[00:04:04.100 --> 00:04:05.100]  這個正是聖靈今天
[00:04:05.100 --> 00:04:08.100]  同樣在很多人的生命當中
[00:04:08.100 --> 00:04:10.100]  所成就的工作
[00:04:10.100 --> 00:04:11.100]  是帶來新生命
[00:04:11.100 --> 00:04:13.100]  帶來力量
[00:04:13.100 --> 00:04:15.100]  帶來了重生
[00:04:15.100 --> 00:04:16.100]  所以我們這樣了解
[00:04:16.100 --> 00:04:17.100]  整本聖經
[00:04:17.100 --> 00:04:19.100]  說的是神自己的創造
[00:04:19.100 --> 00:04:21.100]  和再創造
[00:04:21.100 --> 00:04:23.100]  在舊的生命當中
[00:04:23.100 --> 00:04:26.100]  再創造出新的生命
