
[00:00:00.000 --> 00:00:05.000]  請您再一次低頭,我們同心仰望神
[00:00:05.000 --> 00:00:09.000]  親愛的天父,我們很感謝您
[00:00:09.000 --> 00:00:13.000]  雖然外面有不同的天氣
[00:00:13.000 --> 00:00:17.000]  但是您都叫我們有一個親近您的心
[00:00:17.000 --> 00:00:21.000]  讓我們能夠一同到您的面前
[00:00:21.000 --> 00:00:25.000]  求主您叫我們渴慕您自己的話
[00:00:25.000 --> 00:00:29.000]  因為您的話是何等的甘甜
[00:00:29.000 --> 00:00:32.000]  能夠滿足我們的心靈
[00:00:32.000 --> 00:00:35.000]  我們今天在社會上面
[00:00:35.000 --> 00:00:39.000]  是面對各樣不同的衝擊挑戰
[00:00:39.000 --> 00:00:43.000]  但是您的話成為我們的盤石
[00:00:43.000 --> 00:00:46.000]  成為我們的根基
[00:00:46.000 --> 00:00:50.000]  讓我們緊緊抓住您的話
[00:00:50.000 --> 00:00:54.000]  讓您的話指引我們走前面的路
[00:00:54.000 --> 00:00:57.000]  我們恭敬張一段時間
[00:00:57.000 --> 00:01:00.000]  仰望您,求您的令
[00:01:00.000 --> 00:01:03.000]  親自來教導我們
[00:01:03.000 --> 00:01:07.000]  幫助我們進入您真理的裡面
[00:01:07.000 --> 00:01:10.000]  我們這樣仰望,祈禱
[00:01:10.000 --> 00:01:14.000]  奉耶穌基督的命求,阿門
[00:01:14.000 --> 00:01:20.000]  最近香港接二連三
[00:01:20.000 --> 00:01:23.000]  發生了很多的事
[00:01:23.000 --> 00:01:30.000]  我不知道您會有什麼樣的回應
[00:01:30.000 --> 00:01:36.000]  您的情緒有沒有被挑動
[00:01:36.000 --> 00:01:41.000]  您有什麼樣的反應
[00:01:41.000 --> 00:01:44.000]  我想可能我們都會覺得
[00:01:44.000 --> 00:01:52.000]  慢慢有些東西在蠶食我們的心靈
[00:01:52.000 --> 00:01:56.000]  因為這些事不斷的發生
[00:01:56.000 --> 00:02:04.000]  令到我們裡面可能都很多很強烈的情緒
[00:02:04.000 --> 00:02:07.000]  很多的不滿
[00:02:07.000 --> 00:02:14.000]  譬如說我們裡面有時都會有一種抗爭
[00:02:14.000 --> 00:02:19.000]  抗拒,想跟人爭辯
[00:02:19.000 --> 00:02:25.000]  我們甚至會互相的對立
[00:02:25.000 --> 00:02:29.000]  彼此有不同的立場
[00:02:29.000 --> 00:02:35.000]  甚至我們會生出一些仇恨
[00:02:35.000 --> 00:02:40.000]  甚至有些人說我們要打倒對方
[00:02:40.000 --> 00:02:45.000]  要完全的擊倒對方
[00:02:45.000 --> 00:02:52.000]  很多時候慢慢我們就會失去了我們的理智
[00:02:52.000 --> 00:02:56.000]  失去了我們的理性
[00:02:56.000 --> 00:03:03.000]  甚至我們純粹只是一種情緒上的洩憤
[00:03:03.000 --> 00:03:07.000]  我不知道您會有什麼樣的反應
[00:03:07.000 --> 00:03:15.000]  這些事是不是都在影響您裡頭的生命
[00:03:15.000 --> 00:03:20.000]  去年有一本很暢銷的書
[00:03:20.000 --> 00:03:27.000]  這本書叫做《你不值得我仇恨》
[00:03:27.000 --> 00:03:29.000]  可能大家都會記得
[00:03:29.000 --> 00:03:33.000]  在2015年11月的時候
[00:03:33.000 --> 00:03:38.000]  巴黎發生了一連串的恐襲
[00:03:38.000 --> 00:03:43.000]  在那一晚40分鐘之內
[00:03:43.000 --> 00:03:51.000]  有六個地方發生爆炸或者是槍擊的事件
[00:03:51.000 --> 00:03:59.000]  有一座劇院,有球場,有很多不同的地方
[00:03:59.000 --> 00:04:05.000]  當天就死了137個人
[00:04:05.000 --> 00:04:11.000]  有368個人受傷
[00:04:11.000 --> 00:04:15.000]  帶來整個法國的震驚
[00:04:15.000 --> 00:04:21.000]  也讓全世界都覺得很哀傷
[00:04:21.000 --> 00:04:26.000]  做起那個劇院的爆炸裡面
[00:04:26.000 --> 00:04:33.000]  有一位記者的太太就被炸死了
[00:04:33.000 --> 00:04:40.000]  在第二天,這位記者帶著一個憂傷的心
[00:04:40.000 --> 00:04:46.000]  就在他的Facebook發表了一篇日記
[00:04:46.000 --> 00:04:57.000]  他說:13號星期五的晚上,你們偷走了一條生命
[00:04:57.000 --> 00:05:05.000]  我生命的最愛,我兒子的媽媽
[00:05:05.000 --> 00:05:12.000]  但是你們沒有辦法得到我的仇恨
[00:05:12.000 --> 00:05:19.000]  我不會以仇恨來滿足你們
[00:05:19.000 --> 00:05:25.000]  仇恨正正就是你們想要得到的
[00:05:25.000 --> 00:05:31.000]  但是如果我以裂路來回應仇恨
[00:05:31.000 --> 00:05:37.000]  就是等於向你們的愚昧認輸
[00:05:37.000 --> 00:05:42.000]  你們想要我膽怯害怕
[00:05:42.000 --> 00:05:50.000]  想要我以懷疑來看我自己的同胞
[00:05:50.000 --> 00:05:58.000]  想要我為了安全而犧牲我的自由
[00:05:58.000 --> 00:06:09.000]  但是你們輸了,你們沒有辦法得到我的仇恨
[00:06:09.000 --> 00:06:15.000]  他就是這樣每天陸續在Facebook上
[00:06:15.000 --> 00:06:19.000]  發表他內心的那種掙扎
[00:06:19.000 --> 00:06:24.000]  他那份傷痛和不同的經歷
[00:06:24.000 --> 00:06:30.000]  因此就有人編輯了16篇他的日誌
[00:06:30.000 --> 00:06:33.000]  出版了這本書
[00:06:33.000 --> 00:06:37.000]  台灣就把它翻譯成中文
[00:06:37.000 --> 00:06:43.000]  所以在誠品書室的暢銷榜裡面
[00:06:43.000 --> 00:06:50.000]  這本書一直都排在很高的位置
[00:06:50.000 --> 00:06:53.000]  除了這本書之外
[00:06:53.000 --> 00:06:59.000]  我們很尊敬的一位諾貝爾和平獎的得主
[00:06:59.000 --> 00:07:02.000]  劉曉波先生
[00:07:02.000 --> 00:07:10.000]  他在2009年發表了他的最後陳述
[00:07:10.000 --> 00:07:15.000]  他說:「我沒有敵人
[00:07:15.000 --> 00:07:25.000]  所有監控過我、捉捕過我、審訊過我的警察
[00:07:25.000 --> 00:07:33.000]  起訴過我的檢察官、判決過我的法官
[00:07:33.000 --> 00:07:39.000]  都不是我的敵人
[00:07:39.000 --> 00:07:45.000]  一個很高貴的心靈
[00:07:45.000 --> 00:07:49.000]  我不知道我們的內心是不是有時
[00:07:49.000 --> 00:07:55.000]  都會被一些東西起到蠶食
[00:07:55.000 --> 00:08:02.000]  容讓一些情緒入侵我們的裡面
[00:08:02.000 --> 00:08:06.000]  不知不覺我們有很多時候
[00:08:06.000 --> 00:08:12.000]  我們就受到這些的搞擾、這些的影響」
[00:08:12.000 --> 00:08:21.000]  保羅同樣都是很為哥倫多教會來去憂傷
[00:08:21.000 --> 00:08:24.000]  因為這間教會裡面有一些人
[00:08:24.000 --> 00:08:30.000]  開始攻擊保羅使徒的身份
[00:08:30.000 --> 00:08:35.000]  他們懷疑到底保羅你是不是使徒
[00:08:35.000 --> 00:08:39.000]  你有什麼權柄做使徒
[00:08:39.000 --> 00:08:45.000]  還有開始有人質疑保羅的教導
[00:08:45.000 --> 00:08:50.000]  所以保羅覺得面對這些弟兄姊妹裡面
[00:08:50.000 --> 00:08:52.000]  有一些這樣的份子
[00:08:52.000 --> 00:08:57.000]  他心裡面實在非常之掛念
[00:08:57.000 --> 00:09:01.000]  他覺得必須要處理
[00:09:01.000 --> 00:09:10.000]  因為對罪必須要很嚴厲地去責備
[00:09:10.000 --> 00:09:14.000]  所以今天所讀聖經的第八節裡面
[00:09:14.000 --> 00:09:16.000]  就是這樣說
[00:09:16.000 --> 00:09:23.000]  他說「我不再後悔自己給你們寫了那一封
[00:09:23.000 --> 00:09:29.000]  是措辭很嚴厲的信
[00:09:29.000 --> 00:09:33.000]  儘管我曾經後悔
[00:09:33.000 --> 00:09:36.000]  因為我知道那封信
[00:09:36.000 --> 00:09:44.000]  是使你們痛苦了好一陣子」
[00:09:44.000 --> 00:09:48.000]  原來保羅為了這些弟兄姊妹
[00:09:48.000 --> 00:09:54.000]  他曾經寫過一封非常之強硬
[00:09:54.000 --> 00:09:59.000]  帶著責備、帶著譴責
[00:09:59.000 --> 00:10:04.000]  於是這封信就被稱為「嚴厲的信」
[00:10:04.000 --> 00:10:09.000]  雖然今天我們沒有辦法看到這封信
[00:10:09.000 --> 00:10:12.000]  但相信當保羅寫這封信的時候
[00:10:12.000 --> 00:10:16.000]  其實他內心裡面真的有很多掙扎
[00:10:16.000 --> 00:10:19.000]  到底我寫不寫呢?
[00:10:19.000 --> 00:10:23.000]  如果我寫,我用什麼字眼呢?
[00:10:23.000 --> 00:10:26.000]  我多強烈地去表達
[00:10:26.000 --> 00:10:32.000]  來去嚴嚴斥責這些罪惡
[00:10:32.000 --> 00:10:35.000]  以致不容讓這些罪惡
[00:10:35.000 --> 00:10:39.000]  腐蝕弟兄姊妹的心靈
[00:10:39.000 --> 00:10:45.000]  以致影響神自己的教會
[00:10:45.000 --> 00:10:49.000]  原來聖經裡面是教導我們
[00:10:49.000 --> 00:10:57.000]  千萬不要忽視罪惡所帶來的影響
[00:10:57.000 --> 00:11:00.000]  有時我們覺得有些事
[00:11:00.000 --> 00:11:02.000]  這個社會是這樣的
[00:11:02.000 --> 00:11:04.000]  我們都習慣了
[00:11:04.000 --> 00:11:06.000]  有些事是要罵的
[00:11:06.000 --> 00:11:09.000]  有些事是要站出來的
[00:11:09.000 --> 00:11:14.000]  沒錯,我們都可以有不同的行動
[00:11:14.000 --> 00:11:19.000]  但我們裡面卻是要潔淨
[00:11:19.000 --> 00:11:24.000]  不要讓罪有機可乘
[00:11:24.000 --> 00:11:27.000]  我們很感謝神的
[00:11:27.000 --> 00:11:33.000]  就是因為聖靈會責備我們
[00:11:33.000 --> 00:11:36.000]  聖靈會提醒我們
[00:11:36.000 --> 00:11:38.000]  我想大家都很記得
[00:11:38.000 --> 00:11:40.000]  當時約翰福音
[00:11:40.000 --> 00:11:44.000]  耶穌說:當我走了之後
[00:11:44.000 --> 00:11:48.000]  我會差遣聖靈保衛師
[00:11:48.000 --> 00:11:51.000]  聖靈保衛師既然來到
[00:11:51.000 --> 00:11:58.000]  就是要叫世人為罪、為義、為審判
[00:11:58.000 --> 00:12:03.000]  是自己責備自己
[00:12:03.000 --> 00:12:06.000]  有另外一個翻譯
[00:12:06.000 --> 00:12:10.000]  就是這樣說:他來的時候
[00:12:10.000 --> 00:12:14.000]  要起罪、起義、起審判
[00:12:14.000 --> 00:12:23.000]  這幾方面是使世人自知有罪
[00:12:23.000 --> 00:12:30.000]  原來我們裡面需要有一個很敏銳的觸覺
[00:12:30.000 --> 00:12:37.000]  當有一些東西我們慢慢已經習以為常
[00:12:37.000 --> 00:12:41.000]  我們好像習慣了
[00:12:41.000 --> 00:12:46.000]  我們對罪已經沒有那種敏銳性
