
[00:00:00.000 --> 00:00:04.340]  我們繼續思想耶穌在地上所行的神蹟
[00:00:04.340 --> 00:00:08.840]  今天我們要看的是一個很多人都很喜歡的神蹟
[00:00:08.840 --> 00:00:10.220]  耶穌所行的神蹟
[00:00:10.220 --> 00:00:15.720]  就是耶穌用五餅二魚吃飽五千人的神蹟
[00:00:15.720 --> 00:00:19.700]  這個神蹟有它獨特的地方
[00:00:19.700 --> 00:00:26.680]  因為四卷的福音書都記載這個神蹟
[00:00:26.680 --> 00:00:30.800]  除了耶穌基督的復活的大神蹟之外
[00:00:30.800 --> 00:00:35.280]  只有這個神蹟是四卷福音書都有記載的
[00:00:35.280 --> 00:00:40.160]  所以這個一定是有它特殊的意義在裏面
[00:00:40.160 --> 00:00:43.740]  為何耶穌要行一個這樣的神蹟
[00:00:43.740 --> 00:00:52.840]  我們就一起來看《猛泰福音》第十四章
[00:00:52.840 --> 00:01:01.160]  十三節開始至二十一節是記載這個特別的神蹟
[00:01:01.160 --> 00:01:05.000]  請聽我讀完這一段經文
[00:01:05.000 --> 00:01:07.140]  耶穌聽見了就上船
[00:01:07.140 --> 00:01:11.400]  從那裡獨自退到曠野裡去
[00:01:11.400 --> 00:01:16.200]  眾人聽見就從各城裡步行跟隨他
[00:01:16.200 --> 00:01:18.800]  耶穌出來見有許多的人
[00:01:18.800 --> 00:01:22.780]  就連問他們治好了他們的病人
[00:01:22.780 --> 00:01:24.880]  天將晚的時候
[00:01:24.880 --> 00:01:28.920]  門徒進前來說:這是野地
[00:01:28.920 --> 00:01:32.680]  時候已經過了,請叫眾人散開
[00:01:32.680 --> 00:01:36.480]  他們好往村子裡去,自己買吃的
[00:01:36.480 --> 00:01:40.400]  耶穌說:不用他們去,你們給他們吃吧
[00:01:40.400 --> 00:01:45.920]  門徒說:我們這裡只有五個餅,兩條魚
[00:01:45.920 --> 00:01:48.400]  耶穌說:拿過來給我
[00:01:48.400 --> 00:01:51.240]  於是吩咐眾人坐在草地上
[00:01:51.240 --> 00:01:56.200]  就拿著這五個餅兩條魚望著天祝福
[00:01:56.200 --> 00:01:58.140]  張開了第七門徒
[00:01:58.140 --> 00:02:00.160]  門徒又第七眾人
[00:02:00.160 --> 00:02:03.840]  他們都吃,並且吃飽了
[00:02:03.840 --> 00:02:06.760]  把城下的靈髓收拾起來
[00:02:06.760 --> 00:02:09.280]  裝滿了十二個男子
[00:02:09.280 --> 00:02:14.760]  吃的人除了婦女孩子,約有五千
[00:02:14.760 --> 00:02:19.520]  這個除了是四卷呼康書都記載的一個重要的神蹟之外
[00:02:19.520 --> 00:02:24.520]  我們看到第21節結束的時候
[00:02:24.520 --> 00:02:30.000]  告訴我們:吃的人除了婦女孩子,約有五千
[00:02:30.000 --> 00:02:36.840]  即是說是最多人看到的神蹟
[00:02:36.840 --> 00:02:41.240]  最多人在當時所經歷的主的神蹟
[00:02:41.240 --> 00:02:46.320]  有五千人,這個是除了婦女和嬰兒
[00:02:46.320 --> 00:02:50.440]  如果加上婦女和嬰兒
[00:02:50.440 --> 00:02:57.080]  我們相信可能是超過一萬人
[00:02:57.080 --> 00:03:02.040]  有這麼多人一同見證這個神蹟
[00:03:02.040 --> 00:03:07.080]  我們相信這個有它的獨特性
[00:03:07.080 --> 00:03:11.480]  究竟這個神蹟
[00:03:11.480 --> 00:03:13.880]  耶穌行這個神蹟有什麼特別的意思呢?
[00:03:13.880 --> 00:03:17.120]  我們相信五餅二魚吃飽
[00:03:17.120 --> 00:03:21.040]  差不多五千至一萬人
[00:03:21.040 --> 00:03:24.160]  是象徵耶穌基督
[00:03:24.160 --> 00:03:27.560]  是神所差派來到世界上的尼賽亞
[00:03:27.560 --> 00:03:31.360]  這個是當時猶太人他們所期望等待的
[00:03:31.360 --> 00:03:34.600]  是大衛的子孫
[00:03:34.600 --> 00:03:37.040]  是他們的君王
[00:03:37.040 --> 00:03:41.280]  猶太人當時他們不知道他的身份是怎樣
[00:03:41.280 --> 00:03:47.000]  只知道神會差派一位屬祂的人來治理他們
[00:03:47.000 --> 00:03:50.560]  拯救他們脫離敵人的手
[00:03:50.560 --> 00:03:55.160]  為他們預備豐盛的生命
[00:03:55.160 --> 00:03:56.960]  所以他們所期望的尼賽亞
[00:03:56.960 --> 00:04:05.040]  猶太人來說是一個政治和經濟上的尼賽亞
[00:04:05.040 --> 00:04:09.080]  當然耶穌基督很堅持一件事
[00:04:09.080 --> 00:04:14.360]  就是祂不是這一種的尼賽亞
[00:04:14.360 --> 00:04:17.880]  當時的猶太人
[00:04:17.880 --> 00:04:22.320]  很想耶穌基督能夠變餅給他們吃之後
[00:04:22.320 --> 00:04:24.960]  就擁護祂為他們的君王
[00:04:24.960 --> 00:04:26.720]  但耶穌拒絕了
[00:04:26.720 --> 00:04:34.720]  因為耶穌要走的不是一條政治和經濟的道路
[00:04:34.720 --> 00:04:38.800]  耶穌要走的一條十字架的道路
[00:04:38.800 --> 00:04:41.320]  所以當時神蹟之後
[00:04:41.320 --> 00:04:44.760]  很多猶太人他們拒絕耶穌基督
[00:04:44.760 --> 00:04:46.840]  他們不再接受耶穌基督
[00:04:46.840 --> 00:04:52.840]  因為耶穌不肯成為他們在政治經濟上的尼賽亞
[00:04:52.840 --> 00:04:55.800]  所以對猶太人來說
[00:04:55.800 --> 00:04:58.640]  這個五餅二魚的神蹟
[00:04:58.640 --> 00:05:01.000]  是代表了尼賽亞來的時候
[00:05:01.000 --> 00:05:06.120]  要為他們預備那種豐盛的賢績
[00:05:06.120 --> 00:05:08.160]  這是舊約所預言的
[00:05:08.160 --> 00:05:12.120]  好像尼賽亞書第25章第6節所說的
[00:05:12.120 --> 00:05:13.600]  在這山上
[00:05:13.600 --> 00:05:15.440]  說到要來的尼賽亞
[00:05:15.440 --> 00:05:16.520]  在這山上
[00:05:16.520 --> 00:05:22.720]  萬君子耶和華必為萬民用肥金設擺筵席
[00:05:22.720 --> 00:05:25.960]  用陳酒和滿碎的肥金
[00:05:25.960 --> 00:05:29.200]  並澄清的陳酒設擺筵席
[00:05:29.200 --> 00:05:33.320]  這是尼賽亞來的時候
[00:05:33.320 --> 00:05:36.840]  要為神的子民所預備的
[00:05:36.840 --> 00:05:39.560]  那種豐富的賢績
[00:05:39.560 --> 00:05:42.240]  耶穌基督來的時候
[00:05:42.240 --> 00:05:50.000]  也有一次祂和巴里塞人的領袖吃飯的時候
[00:05:50.000 --> 00:05:56.400]  教導他們關於請客的一些問題
[00:05:56.400 --> 00:06:04.040]  聽耶穌基督講到關於我們怎樣招呼人客等等的
[00:06:04.040 --> 00:06:06.960]  一些教導之後其中
[00:06:06.960 --> 00:06:09.360]  和耶穌一起吃飯的有一個人說
[00:06:09.360 --> 00:06:12.200]  在《路加福音》14章15、16節
[00:06:12.200 --> 00:06:15.040]  同席的有一人聽見這話
[00:06:15.040 --> 00:06:16.320]  就對耶穌說
[00:06:16.320 --> 00:06:20.080]  在神國裡吃飯的有福了
[00:06:20.080 --> 00:06:23.200]  在神的國度裡吃飯的有福了
[00:06:23.200 --> 00:06:26.480]  這是說到將來他們都期望
[00:06:26.480 --> 00:06:34.720]  耶穌會為他們預備豐富的賢績
[00:06:34.720 --> 00:06:38.120]  耶穌也是同意這件事
[00:06:38.120 --> 00:06:40.440]  所以耶穌基督
[00:06:40.440 --> 00:06:47.080]  祂說到祂是人生命的糧食
[00:06:47.080 --> 00:06:50.360]  我們要從祂那裡得到真正的飽足
[00:06:50.360 --> 00:06:51.560]  真正的滿足
[00:06:51.560 --> 00:06:54.160]  祂也說到祂來了是要人得生命
[00:06:54.160 --> 00:06:56.160]  並且得得更豐盛
[00:06:56.160 --> 00:07:01.160]  耶穌基督是人類生命之糧
[00:07:01.160 --> 00:07:07.200]  祂來要人得到豐盛和滿足
[00:07:07.200 --> 00:07:11.240]  所以將來最寶貴的就是我們肅神的人
[00:07:11.240 --> 00:07:12.880]  啟示錄告訴我們
[00:07:12.880 --> 00:07:19.040]  我們被邀請參加羔羊的賢績
[00:07:19.040 --> 00:07:20.600]  多麼寶貴
[00:07:20.600 --> 00:07:22.680]  啟示錄19章第9節說
[00:07:22.680 --> 00:07:33.800]  「天使吩咐我說:你要寫上凡被請赴羔羊之婚宴的有福了」
[00:07:33.800 --> 00:07:36.360]  就是今天我們都相信
[00:07:36.360 --> 00:07:40.560]  這個神蹟是代表耶穌基督的救恩
[00:07:40.560 --> 00:07:44.120]  帶來給我們一切的豐盛
[00:07:44.120 --> 00:07:47.600]  好像是賦賢績一樣
[00:07:47.600 --> 00:07:50.440]  耶穌在曠野那裡
[00:07:50.440 --> 00:07:51.760]  在野地那裡
[00:07:51.760 --> 00:07:56.200]  為這五千至一萬人大派賢績
[00:07:56.200 --> 00:07:58.880]  用五餅二魚吃得他們很飽
[00:07:58.880 --> 00:08:05.080]  還有十二籃剩餘的
[00:08:05.080 --> 00:08:10.800]  這個是象徵、代表耶穌基督為人類帶來的豐盛
[00:08:10.800 --> 00:08:14.040]  只有祂才能夠給我們得到豐盛的生命
[00:08:14.040 --> 00:08:17.040]  得到真正生命的滿足
[00:08:17.040 --> 00:08:22.280]  這個是神蹟的意義
[00:08:22.280 --> 00:08:27.240]  這個神蹟我們相信在我們剛才所讀的經文裡面
[00:08:27.240 --> 00:08:29.840]  還有一個很重要的教導
[00:08:29.840 --> 00:08:36.920]  就是教導門徒如何侍奉神、做神的工作
[00:08:36.920 --> 00:08:44.440]  我想這個神蹟的教導很重要的就是第十六節的經文
