
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹平安,讓我們一起禱告
[00:00:03.000 --> 00:00:10.500]  親愛的阿爸天父,我們向你獻上你當得的讚美和敬拜
[00:00:10.500 --> 00:00:15.500]  我們感謝你為我們預備這個日子
[00:00:15.500 --> 00:00:18.000]  是你分別為聖的日子
[00:00:18.000 --> 00:00:20.500]  是紀念耶穌基督復活日子
[00:00:20.500 --> 00:00:23.000]  我們稱這一日為主日
[00:00:23.000 --> 00:00:27.500]  我們來到你的家中,眾兒女尊你為大
[00:00:27.500 --> 00:00:31.000]  以你為我們的敬拜對象
[00:00:31.000 --> 00:00:38.000]  所有的詩歌,所有的經文,所有要聽的道理,都是為你
[00:00:38.000 --> 00:00:43.000]  為了在你面前,我們要獻上你的當得榮耀
[00:00:43.000 --> 00:00:46.000]  求你現在潔淨我們的心
[00:00:46.000 --> 00:00:49.500]  讓我們存在一個單純的心來敬拜你
[00:00:49.500 --> 00:00:54.000]  因為你是佩德的,至高至榮至尊的主宰
[00:00:54.000 --> 00:00:57.500]  全對地至高是我主
[00:00:57.500 --> 00:01:01.000]  讓我們今天早上在你面前敬拜蒙利月立
[00:01:01.000 --> 00:01:05.500]  求你賜福以下,我們打開你話語,思想你話語的時間
[00:01:05.500 --> 00:01:08.500]  藉著你的恩言,你的聖言
[00:01:08.500 --> 00:01:11.000]  建立我們對你的信心
[00:01:11.000 --> 00:01:14.500]  並且調教我們對你那種印象
[00:01:14.500 --> 00:01:19.500]  我們這樣同心祈禱,奉耶穌基督聖名,阿們
[00:01:20.500 --> 00:01:24.000]  「看,你們的神」這個訊息
[00:01:24.000 --> 00:01:28.000]  出現在以賽亞書第四十章的第九節
[00:01:28.000 --> 00:01:32.500]  我引用這一句短句作為今天的題目
[00:01:32.500 --> 00:01:36.500]  也是在很應我們現在這個時代
[00:01:36.500 --> 00:01:40.500]  聖誕節,思想到神對我們這一班子民
[00:01:40.500 --> 00:01:43.500]  是一位何等奇妙的主宰
[00:01:43.500 --> 00:01:49.500]  為什麼以賽亞先知在這裡會說出這句話
[00:01:49.500 --> 00:01:53.500]  陽星不要懼怕,極力的陽星
[00:01:53.500 --> 00:01:55.500]  要對猶大的誠一說
[00:01:55.500 --> 00:01:58.500]  「看,你們的神」呢?
[00:01:58.500 --> 00:02:01.500]  這句話的出現究竟是有什麼背景呢?
[00:02:01.500 --> 00:02:04.500]  所以想跟大家先看一下背景
[00:02:04.500 --> 00:02:08.500]  這個以賽亞先知做先知的時候
[00:02:08.500 --> 00:02:13.500]  他是極力驚四位的皇帝,四代的君王
[00:02:13.500 --> 00:02:16.500]  在以賽亞書的第一章第一節
[00:02:16.500 --> 00:02:21.500]  說到當烏西亞約坦、阿哈斯、希西加
[00:02:21.500 --> 00:02:23.500]  作猶大王的時候
[00:02:23.500 --> 00:02:26.500]  阿摩斯的兒子以賽亞德默斯
[00:02:26.500 --> 00:02:29.500]  輪到猶大王耶路撒冷
[00:02:29.500 --> 00:02:32.500]  以賽亞是一位神很愛的僕人
[00:02:32.500 --> 00:02:38.500]  他的任期,如果只是說烏西亞後期
[00:02:38.500 --> 00:02:41.500]  之後去計約坦十六年
[00:02:41.500 --> 00:02:43.500]  阿哈斯十六年
[00:02:43.500 --> 00:02:45.500]  希西加二十九年
[00:02:45.500 --> 00:02:48.500]  只是這三個王,他已經做了六十一年
[00:02:48.500 --> 00:02:51.500]  何況還有一些時間是烏西亞
[00:02:51.500 --> 00:02:55.500]  做一個傳道人做了差不多七十年
[00:02:55.500 --> 00:02:57.500]  很難得
[00:02:57.500 --> 00:03:01.500]  神很放心,讓他延年益壽
[00:03:01.500 --> 00:03:06.500]  但是他做以賽亞先知這段日子
[00:03:06.500 --> 00:03:09.500]  他的政治背景是很不一樣的
[00:03:09.500 --> 00:03:13.500]  烏西亞做皇帝,起初是很好的王
[00:03:13.500 --> 00:03:15.500]  他尊重神,他敬畏神
[00:03:15.500 --> 00:03:17.500]  所以神讓他樣樣都順利
[00:03:17.500 --> 00:03:20.500]  不過在歷代之下
[00:03:20.500 --> 00:03:22.500]  第二十六章二十六字說到
[00:03:22.500 --> 00:03:25.500]  當他樣樣順利時
[00:03:25.500 --> 00:03:27.500]  他就心高氣傲
[00:03:27.500 --> 00:03:31.500]  他覺得他自己都可以自把自為
[00:03:31.500 --> 00:03:33.500]  這個就是我們人的軟弱
[00:03:33.500 --> 00:03:37.500]  我們在困難時,我們謙卑,我們依靠主
[00:03:37.500 --> 00:03:39.500]  但是當我們順利時
[00:03:39.500 --> 00:03:42.500]  我們很自然就會靠別的東西
[00:03:42.500 --> 00:03:44.500]  他就覺得不需要依靠神
[00:03:44.500 --> 00:03:45.500]  烏西亞是這樣
[00:03:45.500 --> 00:03:48.500]  所以後來他就有這個麻風
[00:03:48.500 --> 00:03:53.500]  於是就被趕出皇宮和聖殿
[00:03:53.500 --> 00:03:56.500]  因為麻風病對猶太人來說是不治的
[00:03:56.500 --> 00:03:58.500]  他就離開
[00:03:58.500 --> 00:04:00.500]  但是他還沒死
[00:04:00.500 --> 00:04:03.500]  所以他的兒子約坦就開始執政
[00:04:03.500 --> 00:04:06.500]  到他死的時候,約坦的兒子就正式上任
[00:04:06.500 --> 00:04:09.500]  根據聖經記載,約坦是個好王
[00:04:09.500 --> 00:04:11.500]  他做十六年的王
[00:04:11.500 --> 00:04:13.500]  但是聖經只記幾節
[00:04:13.500 --> 00:04:17.500]  沒什麼建樹,不見得打很大的仗
[00:04:17.500 --> 00:04:21.500]  或者他有什麼建設
[00:04:21.500 --> 00:04:26.500]  不過什麼導致他可以被標籤為好王呢?
[00:04:26.500 --> 00:04:28.500]  這都讓我們彼此學習
[00:04:28.500 --> 00:04:30.500]  不是因為他是建樹
[00:04:30.500 --> 00:04:33.500]  不是因為他是豐功偉績
[00:04:33.500 --> 00:04:37.500]  是因為他行而王眼中,行為正的事
[00:04:37.500 --> 00:04:42.500]  這件事是我們眾弟兄姊妹應該時日記在心的
[00:04:42.500 --> 00:04:44.500]  將來我們在天父面前
[00:04:44.500 --> 00:04:47.500]  他對我們一生的評估
[00:04:47.500 --> 00:04:49.500]  好與惡
[00:04:49.500 --> 00:04:52.500]  不是根據我們的平生做了多少大事
[00:04:52.500 --> 00:04:55.500]  我們賺了多少錢
[00:04:55.500 --> 00:04:59.500]  而是因為我們是不是忠忠心心
[00:04:59.500 --> 00:05:02.500]  一生跟著他的話語去行
[00:05:02.500 --> 00:05:06.500]  我們很多時候會有個詫異
[00:05:06.500 --> 00:05:08.500]  這個人很平凡
[00:05:08.500 --> 00:05:10.500]  沒什麼才幹,沒什麼特別
[00:05:10.500 --> 00:05:13.500]  為什麼他又會被主稱讚
[00:05:13.500 --> 00:05:15.500]  又良善又忠心呢?
[00:05:15.500 --> 00:05:18.500]  就是因為他肯進主而行
[00:05:18.500 --> 00:05:21.500]  有些人我們覺得他做了很多事
[00:05:21.500 --> 00:05:24.500]  他做了很多人生的經驗
[00:05:24.500 --> 00:05:25.500]  儲蓄
[00:05:25.500 --> 00:05:27.500]  但是神沒有這麼稱呼他
[00:05:27.500 --> 00:05:31.500]  就是因為他沒有行而王眼中,行為正的事
[00:05:31.500 --> 00:05:35.500]  所以約坦十六年沒有什麼建樹
[00:05:35.500 --> 00:05:37.500]  但是他是一個好王
[00:05:37.500 --> 00:05:39.500]  到他去世之後
[00:05:39.500 --> 00:05:41.500]  他的兒子阿哈斯做王
[00:05:41.500 --> 00:05:43.500]  阿哈斯做得剛剛相反
[00:05:43.500 --> 00:05:45.500]  物極必反
[00:05:45.500 --> 00:05:46.500]  他爸爸這麼好
[00:05:46.500 --> 00:05:49.500]  卻是他是一個惡王
[00:05:49.500 --> 00:05:50.500]  為什麼惡王呢?
[00:05:50.500 --> 00:05:52.500]  其實他也做了一些事
[00:05:52.500 --> 00:05:54.500]  他一開始上任
[00:05:54.500 --> 00:05:56.500]  他就放縱他的子民
[00:05:56.500 --> 00:05:59.500]  在國家裏面可以拜牛像
[00:05:59.500 --> 00:06:01.500]  可以建休壇
[00:06:01.500 --> 00:06:05.500]  可以去公臺拜別的神
[00:06:05.500 --> 00:06:07.500]  侵犯神的律例
[00:06:07.500 --> 00:06:09.500]  雖然他自己有些建樹
[00:06:09.500 --> 00:06:11.500]  神也要管教他
[00:06:11.500 --> 00:06:13.500]  在他做王的十六年裏
[00:06:13.500 --> 00:06:15.500]  神的管教就是
[00:06:15.500 --> 00:06:19.500]  派了一個聯軍來攻擊他
[00:06:19.500 --> 00:06:21.500]  這個聯軍就是北國
[00:06:21.500 --> 00:06:22.500]  即是以色列國
[00:06:22.500 --> 00:06:24.500]  當時有北國和南國
[00:06:24.500 --> 00:06:25.500]  他是南國的
[00:06:25.500 --> 00:06:27.500]  和阿蘭王
[00:06:27.500 --> 00:06:29.500]  一起來夾攻
[00:06:29.500 --> 00:06:30.500]  攻打他
[00:06:30.500 --> 00:06:32.500]  歷代之下
[00:06:32.500 --> 00:06:34.500]  第28章記載這個聯軍來的時候
[00:06:34.500 --> 00:06:37.500]  對這個國家很大的震撼
[00:06:37.500 --> 00:06:39.500]  在歷代之下
[00:06:39.500 --> 00:06:41.500]  第28章第5節說到
[00:06:41.500 --> 00:06:44.500]  阿蘭王來到攻打他的時候
[00:06:44.500 --> 00:06:47.500]  一日之間可以殺了猶大人
[00:06:47.500 --> 00:06:51.500]  十二萬都市勇士
[00:06:51.500 --> 00:06:54.500]  接著說到北國的人
[00:06:54.500 --> 00:06:56.500]  來到他的國度
[00:06:56.500 --> 00:06:58.500]  可以在短期內
[00:06:58.500 --> 00:07:02.500]  把國家裏面的男士女士孩子
[00:07:02.500 --> 00:07:05.500]  共有二十萬都擄去
[00:07:05.500 --> 00:07:07.500]  還擄走了財物
[00:07:07.500 --> 00:07:08.500]  在這樣的情形之下
[00:07:08.500 --> 00:07:10.500]  所以我們如果參考
[00:07:10.500 --> 00:07:12.500]  以賽亞書的第七章
[00:07:12.500 --> 00:07:14.500]  就見到他當時這個
[00:07:14.500 --> 00:07:16.500]  阿哈斯王
[00:07:16.500 --> 00:07:18.500]  是非常的害怕
[00:07:18.500 --> 00:07:20.500]  他害怕到一個地步
[00:07:20.500 --> 00:07:21.500]  聖經這樣記載
[00:07:21.500 --> 00:07:23.500]  有人告訴猶大家
[00:07:23.500 --> 00:07:26.500]  阿蘭與以法連已經同盟
[00:07:26.500 --> 00:07:29.500]  王的心與百姓的心都搖動
[00:07:29.500 --> 00:07:32.500]  好像林中的樹被風吹一樣
[00:07:32.500 --> 00:07:33.500]  非常害怕
[00:07:33.500 --> 00:07:35.500]  但當神這樣來管教
[00:07:35.500 --> 00:07:39.500]  他容讓聯軍大勢力攻打的時候
[00:07:39.500 --> 00:07:44.500]  他不是去迴轉依靠神
[00:07:44.500 --> 00:07:45.500]  他做了什麼事
[00:07:45.500 --> 00:07:48.500]  他走去依靠亞述
[00:07:48.500 --> 00:07:51.500]  聖經說他走去找亞述王
[00:07:51.500 --> 00:07:52.500]  因為亞述王當時
[00:07:52.500 --> 00:07:55.500]  剛剛攻打了北國十個支派
[00:07:55.500 --> 00:07:56.500]  將他擄走了
[00:07:56.500 --> 00:07:57.500]  很強大
[00:07:57.500 --> 00:08:02.500]  並且有很多地業
[00:08:02.500 --> 00:08:04.500]  他就說我去找亞述王
[00:08:04.500 --> 00:08:06.500]  並且去那裏見到
[00:08:06.500 --> 00:08:08.500]  他們拜的神像
[00:08:08.500 --> 00:08:09.500]  他覺得很羨慕
[00:08:09.500 --> 00:08:11.500]  這個亞述王之所以這麼靚
[00:08:11.500 --> 00:08:12.500]  這麼叻
[00:08:12.500 --> 00:08:14.500]  就因為神像幫他
[00:08:14.500 --> 00:08:15.500]  所以他請他國家的人
[00:08:15.500 --> 00:08:18.500]  去那裏畫一個圖像回來
[00:08:18.500 --> 00:08:20.500]  然後自己起個制裁
[00:08:20.500 --> 00:08:23.500]  正如聖經在歷代之下
[00:08:23.500 --> 00:08:25.500]  第28章第22節說
[00:08:25.500 --> 00:08:28.500]  這亞述王在急難的時候
[00:08:28.500 --> 00:08:30.500]  越發得罪耶和華
[00:08:30.500 --> 00:08:32.500]  越急越亂
[00:08:32.500 --> 00:08:35.500]  不是迴轉
[00:08:35.500 --> 00:08:39.500]  所以神就藉著他的僕人爾賽
[00:08:39.500 --> 00:08:40.500]  跟他說
[00:08:40.500 --> 00:08:45.500]  你要看那你們的神
[00:08:45.500 --> 00:08:47.500]  在第40章這段
[00:08:47.500 --> 00:08:48.500]  我看他的背景
[00:08:48.500 --> 00:08:50.500]  就是當時亞述王
[00:08:50.500 --> 00:08:53.500]  在依靠別神
[00:08:53.500 --> 00:08:55.500]  依靠別王的時候
[00:08:55.500 --> 00:08:57.500]  神要他轉眼
[00:08:57.500 --> 00:09:00.500]  再看你有沒有走寶
[00:09:00.500 --> 00:09:02.500]  你不知道你所信的神
[00:09:02.500 --> 00:09:04.500]  是一個怎樣的神
[00:09:04.500 --> 00:09:06.500]  所以今天我想和大家
[00:09:06.500 --> 00:09:07.500]  比前面來
[00:09:07.500 --> 00:09:10.500]  再一次拆身我們自己
[00:09:10.500 --> 00:09:12.500]  對神的認識
[00:09:12.500 --> 00:09:14.500]  因為我們對神的認識
[00:09:14.500 --> 00:09:17.500]  會影響到我們做事的抉擇
[00:09:17.500 --> 00:09:20.500]  和影響我們與世上的事
[00:09:20.500 --> 00:09:21.500]  那種因應
[00:09:21.500 --> 00:09:24.500]  正如圖書博士在他的書
[00:09:24.500 --> 00:09:26.500]  認識至聖者
[00:09:26.500 --> 00:09:27.500]  The Knowledge of the Holy
[00:09:27.500 --> 00:09:29.500]  那本書這樣說
[00:09:29.500 --> 00:09:32.500]  他說一個人一想到神的時候
[00:09:32.500 --> 00:09:34.500]  那些對神的觀念
[00:09:34.500 --> 00:09:37.500]  會對他一生很大的影響
[00:09:37.500 --> 00:09:39.500]  在英文的直譯就是說
