
[00:00:00.000 --> 00:00:02.560]  一起開始之前先低頭祈禱
[00:00:02.560 --> 00:00:05.800]  天父啊我們求祢與我們同在
[00:00:05.800 --> 00:00:07.360]  主要給我們經歷
[00:00:07.360 --> 00:00:09.280]  祢是有真有活的神
[00:00:09.280 --> 00:00:11.600]  今天我們在祢面前敬拜
[00:00:11.600 --> 00:00:13.880]  我們知道祢在我們中間
[00:00:13.880 --> 00:00:16.720]  願祢自己親自跟我們講說話
[00:00:16.720 --> 00:00:18.360]  讓我們去認識祢
[00:00:18.360 --> 00:00:19.960]  奉耶穌基督的名祈求
[00:00:19.960 --> 00:00:20.840]  下門
[00:00:20.840 --> 00:00:24.720]  好了 今天繼續去講《使徒信經》
[00:00:24.720 --> 00:00:27.440]  今天已經是第三講了
[00:00:27.440 --> 00:00:28.800]  《使徒信經》就是
[00:00:28.800 --> 00:00:32.960]  可能有新來的朋友就介紹少少
[00:00:32.960 --> 00:00:34.520]  《使徒信經》基本上就是
[00:00:34.520 --> 00:00:38.280]  整個基督教信仰我們的一個基礎
[00:00:38.280 --> 00:00:42.040]  而這個基礎就講出了我們信什麼
[00:00:42.040 --> 00:00:44.520]  我們不如再一次讀一讀
[00:00:44.520 --> 00:00:46.480]  《使徒信經》這個內容
[00:00:46.480 --> 00:00:49.880]  我信上帝全能的父
[00:00:49.880 --> 00:00:51.680]  創造天地的主
[00:00:51.680 --> 00:00:54.000]  我信我主耶穌基督
[00:00:54.000 --> 00:00:55.600]  上帝的獨生子
[00:00:55.600 --> 00:00:57.200]  因聖靈感恩
[00:00:57.480 --> 00:00:59.600]  由同精女瑪利亞所生
[00:00:59.600 --> 00:01:02.320]  在本雕比拉多手下受難
[00:01:02.320 --> 00:01:04.040]  被釘十字架
[00:01:04.040 --> 00:01:05.720]  受死埋葬
[00:01:05.720 --> 00:01:08.240]  第三天從死人中復活
[00:01:08.240 --> 00:01:11.960]  聖天坐在全能父上帝的右邊
[00:01:11.960 --> 00:01:14.400]  將來必從那裡降臨
[00:01:14.400 --> 00:01:16.360]  審判活人死人
[00:01:16.360 --> 00:01:17.800]  我信聖靈
[00:01:17.800 --> 00:01:19.920]  我信聖兒公之教會
[00:01:19.920 --> 00:01:21.720]  我信聖徒相通
[00:01:21.720 --> 00:01:23.480]  我信罪得赦免
[00:01:23.480 --> 00:01:25.040]  我信身體復活
[00:01:25.040 --> 00:01:26.320]  我信永生
[00:01:26.320 --> 00:01:27.200]  下門
[00:01:27.560 --> 00:01:30.440]  今天我們會講第二句
[00:01:30.440 --> 00:01:32.160]  就是我信主耶穌基督
[00:01:32.160 --> 00:01:33.720]  上帝的獨生子
[00:01:33.720 --> 00:01:37.240]  在講這句之前
[00:01:37.240 --> 00:01:38.680]  不如我們又是
[00:01:38.680 --> 00:01:41.240]  讀三次試試是否懂得
[00:01:41.240 --> 00:01:43.320]  可不可以背出來
[00:01:43.320 --> 00:01:45.640]  而且是累積上去的
[00:01:45.640 --> 00:01:48.800]  我們就讀頭兩句一起讀
[00:01:48.800 --> 00:01:52.480]  我信上帝全能的父
[00:01:52.480 --> 00:01:54.160]  創造天地的主
[00:01:54.160 --> 00:01:56.440]  我信我主耶穌基督
[00:01:56.720 --> 00:01:58.320]  上帝的獨生子
[00:01:58.320 --> 00:01:59.480]  好 我們停在這裡
[00:01:59.480 --> 00:02:01.040]  我們讀第二次
[00:02:01.040 --> 00:02:03.520]  我信上帝全能的父
[00:02:03.520 --> 00:02:05.080]  創造天地的主
[00:02:05.080 --> 00:02:07.080]  我信我主耶穌基督
[00:02:07.080 --> 00:02:08.840]  上帝的獨生子
[00:02:08.840 --> 00:02:09.960]  第三次
[00:02:09.960 --> 00:02:12.280]  我信上帝全能的父
[00:02:12.280 --> 00:02:13.760]  創造天地的主
[00:02:13.760 --> 00:02:15.720]  我信我主耶穌基督
[00:02:15.720 --> 00:02:17.800]  上帝的獨生子
[00:02:17.800 --> 00:02:20.000]  好 我們試試看可不可以背出來
[00:02:20.000 --> 00:02:22.920]  我信上帝全能的父
[00:02:22.920 --> 00:02:24.720]  創造天地的主
[00:02:25.200 --> 00:02:27.040]  我信我主耶穌基督
[00:02:27.040 --> 00:02:29.120]  上帝的獨生子
[00:02:29.120 --> 00:02:31.720]  應該大家都可以的
[00:02:31.720 --> 00:02:34.960]  暫時來說頭兩句都是很容易的
[00:02:34.960 --> 00:02:37.520]  再讀下去慢慢就越來越多
[00:02:37.520 --> 00:02:39.200]  如果你
[00:02:39.200 --> 00:02:42.160]  慢慢慢慢覺得有難度
[00:02:42.160 --> 00:02:45.480]  可能你平時回家時可以溫習一下
[00:02:45.480 --> 00:02:49.360]  未說之先
[00:02:49.960 --> 00:02:55.440]  有人可能有些問題
[00:02:55.440 --> 00:02:57.720]  或者談話的時候
[00:02:57.720 --> 00:02:59.160]  他就跟我說
[00:02:59.160 --> 00:03:03.080]  牧師 你說的信經這些
[00:03:03.080 --> 00:03:06.200]  似乎都好像很抽象
[00:03:06.200 --> 00:03:07.400]  有什麼用的
[00:03:07.400 --> 00:03:10.040]  即是有什麼用的
[00:03:10.040 --> 00:03:11.680]  我都相信這些的
[00:03:11.680 --> 00:03:14.080]  我回教會做幾張圖
[00:03:14.080 --> 00:03:15.760]  基本上我都知道這些的
[00:03:15.760 --> 00:03:18.680]  用不用說得這麼複雜
[00:03:20.920 --> 00:03:24.080]  如果你有這樣的問題的時候
[00:03:24.080 --> 00:03:25.960]  我相信這個問題
[00:03:25.960 --> 00:03:28.520]  基本上都是一個頗合理的問題
[00:03:28.520 --> 00:03:31.240]  但是更加顯得
[00:03:31.240 --> 00:03:34.320]  為什麼我們要讀信經的原因
[00:03:34.320 --> 00:03:36.440]  當你問這個問題的時候
[00:03:36.440 --> 00:03:40.480]  更加突顯了讀信經的原因
[00:03:40.480 --> 00:03:44.960]  基本上人活在世上
[00:03:44.960 --> 00:03:48.320]  我們看很多的事物
[00:03:48.320 --> 00:03:49.600]  其實都是看有沒有用的
[00:03:50.200 --> 00:03:53.040]  這個在存在主義的哲學家海德格
[00:03:53.040 --> 00:03:54.880]  其實他都說得很清楚
[00:03:54.880 --> 00:03:58.160]  每個人出生存活在世上的時候
[00:03:58.160 --> 00:04:01.840]  是有點像一個人
[00:04:01.840 --> 00:04:04.520]  掉進海裡
[00:04:04.520 --> 00:04:07.000]  在掉進海裡的時候
[00:04:07.000 --> 00:04:08.360]  你當然是到處抓
[00:04:08.360 --> 00:04:10.040]  到處看看有沒有用
[00:04:10.040 --> 00:04:13.160]  所以人活存活在世上的時候
[00:04:13.160 --> 00:04:16.320]  其中一個很主要的觀點
[00:04:16.320 --> 00:04:18.280]  可以怎樣去看這個世界
[00:04:18.280 --> 00:04:19.760]  就是看有沒有用
[00:04:20.760 --> 00:04:22.280]  海德格的用語就是
[00:04:22.280 --> 00:04:23.320]  ready on hand
[00:04:23.320 --> 00:04:24.120]  我們看看
[00:04:24.120 --> 00:04:27.920]  身邊的東西有什麼就手可以用到
[00:04:27.920 --> 00:04:31.160]  我們衡量很多的事情
[00:04:31.160 --> 00:04:32.720]  整個世界很多的事物
[00:04:32.720 --> 00:04:34.440]  甚至乎人與人很多的關係
[00:04:34.440 --> 00:04:40.800]  都是很講求對自己的實用價值
[00:04:40.800 --> 00:04:42.040]  或者存活的關係
[00:04:42.040 --> 00:04:44.920]  當然當一件事到了極致的時候
[00:04:44.920 --> 00:04:46.120]  就很丟臉
[00:04:46.120 --> 00:04:51.640]  人與人之間的關係都變得很糟糕
[00:04:51.640 --> 00:04:53.040]  但是無可否認
[00:04:53.040 --> 00:04:55.120]  海德格其實說出了一個重點
[00:04:55.120 --> 00:04:57.960]  就是在存活在世上的時候
[00:04:57.960 --> 00:05:00.480]  我們很容易看很多東西
[00:05:00.480 --> 00:05:04.800]  對於我們存活的自身來說
[00:05:04.800 --> 00:05:06.880]  可不可以有用
[00:05:06.880 --> 00:05:08.800]  可不可以應用得到
[00:05:08.800 --> 00:05:13.400]  事實上很多人在宗教
[00:05:13.400 --> 00:05:15.760]  都是從這個觀點
[00:05:16.160 --> 00:05:18.280]  所以你會明白
[00:05:18.280 --> 00:05:20.000]  有些人會說
[00:05:20.000 --> 00:05:23.920]  我為什麼會信某某神某某宗教
[00:05:23.920 --> 00:05:25.120]  甚至乎信耶穌
[00:05:25.120 --> 00:05:27.680]  就是耶穌能幫到我多少
[00:05:27.680 --> 00:05:30.680]  或者我信的神明能幫到我多少
[00:05:30.680 --> 00:05:32.360]  有多少應驗
[00:05:32.360 --> 00:05:37.720]  那個想法或者整個觀念
[00:05:37.720 --> 00:05:38.760]  怎樣去看世界
[00:05:38.760 --> 00:05:40.440]  其實都是一樣
[00:05:41.440 --> 00:05:49.680]  但是這一種是比較淺神似的一個信仰
[00:05:49.680 --> 00:05:53.600]  或者我說一個比喻
[00:05:53.600 --> 00:05:55.280]  可能大家會明白一點
[00:05:55.280 --> 00:05:58.360]  當我初初來到美國沒多久的時候
[00:05:58.360 --> 00:06:00.680]  在加州
[00:06:00.680 --> 00:06:03.440]  必然要去大合谷
[00:06:03.440 --> 00:06:04.920]  去大合谷旅行
[00:06:04.920 --> 00:06:07.160]  去大合谷旅行的時候
[00:06:07.160 --> 00:06:09.960]  在附近不知道你有沒有參觀過
[00:06:09.960 --> 00:06:11.680]  有一個叫Holford Dam
[00:06:11.680 --> 00:06:17.480]  在美國來說算是一個景點
[00:06:17.480 --> 00:06:23.840]  就是一個水壩很厲害的建築
[00:06:23.840 --> 00:06:27.320]  在那個時代在一個很厲害的水壩
[00:06:27.320 --> 00:06:31.240]  白天的時候開車去Holford Dam
[00:06:31.240 --> 00:06:34.600]  看到很厲害的一個人為的水壩
[00:06:34.600 --> 00:06:35.560]  一個人工的水壩
[00:06:35.560 --> 00:06:36.960]  說到人工的建築
[00:06:36.960 --> 00:06:39.120]  人建了這個水壩之後
[00:06:39.120 --> 00:06:42.280]  那個自然的河水怎樣被疏導
[00:06:42.280 --> 00:06:44.040]  可以發電
[00:06:44.040 --> 00:06:48.560]  可以使用天然的能源諸如此類
[00:06:48.560 --> 00:06:51.560]  覺得人很厲害
[00:06:51.560 --> 00:06:54.840]  大自然怎樣被征服
[00:06:54.840 --> 00:06:58.520]  怎樣可以使用它的資源諸如此類
[00:06:58.520 --> 00:07:02.760]  但是到了晚上
[00:07:02.760 --> 00:07:10.560]  我們預約了在大合谷裡面的酒店住
[00:07:10.560 --> 00:07:12.480]  如果你去大合谷旅行
[00:07:12.480 --> 00:07:14.080]  我都建議如果有機會
[00:07:14.080 --> 00:07:17.160]  你預約在裡面的酒店住是不一樣的
[00:07:17.160 --> 00:07:19.920]  不是在外面看完一大輪
[00:07:19.920 --> 00:07:20.840]  然後走出來
[00:07:20.840 --> 00:07:23.040]  那晚就在裡面住
[00:07:23.040 --> 00:07:26.760]  在大合谷裡面住當然不用開車
[00:07:26.760 --> 00:07:28.560]  因為你在那裡睡
[00:07:28.560 --> 00:07:32.880]  晚上黑的時候夜闌人靜的時候
[00:07:32.880 --> 00:07:39.360]  有機會去了外面看著大合谷的星空
[00:07:39.360 --> 00:07:41.240]  看著大合谷的星空的時候
[00:07:41.240 --> 00:07:45.760]  看到滿天繁星是很多的
[00:07:45.760 --> 00:07:47.440]  很多星很黑
[00:07:47.440 --> 00:07:55.600]  突然間心裡有一個很強烈的感覺
[00:07:55.600 --> 00:07:57.600]  就是人很渺小
[00:07:58.600 --> 00:08:00.320]  在滿天繁星之下
[00:08:00.320 --> 00:08:01.840]  即使在早上的時候
[00:08:01.840 --> 00:08:03.880]  開車覺得那些公路
[00:08:03.880 --> 00:08:05.400]  什麼水壩
[00:08:05.400 --> 00:08:08.640]  什麼大自然的力量
[00:08:08.640 --> 00:08:12.680]  怎樣可以供人使用發電
[00:08:12.680 --> 00:08:16.520]  但在那時候就再不是想
[00:08:16.520 --> 00:08:18.320]  這個世界和我的關係
[00:08:18.320 --> 00:08:21.520]  我不是想怎樣去使用它
[00:08:21.520 --> 00:08:23.920]  而是體會到
[00:08:23.920 --> 00:08:26.320]  有一種的敬畏
[00:08:26.320 --> 00:08:28.960]  人活在世上
[00:08:28.960 --> 00:08:33.280]  不是孤獨的存活
[00:08:33.280 --> 00:08:35.560]  是和這個宇宙萬物
[00:08:35.560 --> 00:08:38.960]  有一位更深的創造者
[00:08:38.960 --> 00:08:41.480]  我是一個微不足道的人
[00:08:41.480 --> 00:08:43.240]  在看著這麼多的星空之下
[00:08:43.240 --> 00:08:45.120]  可能你看到那些星
[00:08:45.120 --> 00:08:46.680]  幾億萬年前的光
[00:08:46.680 --> 00:08:48.680]  可能在宇宙
[00:08:48.680 --> 00:08:52.360]  現在那些星可能已經不在了
[00:08:52.360 --> 00:08:53.720]  當它傳過來那些光
[00:08:53.720 --> 00:08:56.200]  那些一點的星光來到你的眼中
[00:08:56.200 --> 00:08:57.200]  幾億萬年前
[00:08:57.200 --> 00:09:00.080]  可能經過了幾億萬光年
[00:09:00.080 --> 00:09:00.840]  可能那顆星
[00:09:00.840 --> 00:09:03.320]  已經是幾億萬年前的星
[00:09:03.320 --> 00:09:07.120]  而你就體會到人生
[00:09:07.120 --> 00:09:10.320]  不只是很多東西
[00:09:10.320 --> 00:09:13.200]  不只是 Ready on hand
[00:09:13.200 --> 00:09:14.800]  我們和這個世界的關係
[00:09:14.800 --> 00:09:16.800]  很多東西不只是使用
[00:09:16.800 --> 00:09:19.360]  供我使用
[00:09:19.360 --> 00:09:22.920]  而是我怎樣和這位創造主
[00:09:22.920 --> 00:09:25.400]  有一種更深的交流
[00:09:25.400 --> 00:09:27.320]  而我的生命的存活
[00:09:27.320 --> 00:09:32.280]  有一個更深的意義和目的
[00:09:32.280 --> 00:09:35.760]  這個是信仰的體會
[00:09:35.760 --> 00:09:37.640]  信仰淺層的體會
[00:09:37.640 --> 00:09:40.480]  就是信仰怎樣供我使用的時候
[00:09:40.480 --> 00:09:42.360]  怎樣可以幫到我
[00:09:42.360 --> 00:09:44.640]  我的心靈怎樣得到慰藉
[00:09:44.640 --> 00:09:46.640]  我有什麼困難
[00:09:46.640 --> 00:09:48.880]  我求神問福的時候
[00:09:48.880 --> 00:09:52.000]  怎樣可以幫我舒緩這個問題
[00:09:52.000 --> 00:09:56.360]  但到你深切地體會到你的人生
[00:09:56.360 --> 00:09:57.920]  真正的存活的時候
[00:09:57.920 --> 00:09:59.400]  你就知道其實
[00:09:59.400 --> 00:10:02.800]  除了飲食溫飽之外
[00:10:02.800 --> 00:10:05.880]  你心靈裏面有一個更深的渴求
[00:10:05.880 --> 00:10:08.560]  而這個渴求本身
[00:10:08.560 --> 00:10:12.680]  你就知道有一位偉大的存活者
[00:10:12.680 --> 00:10:14.280]  創造者
[00:10:14.280 --> 00:10:16.200]  我們和他建立關係
[00:10:16.200 --> 00:10:18.200]  而我們讀《信經》本身
[00:10:18.200 --> 00:10:23.840]  不單止是教導我們有什麼可以使用
[00:10:23.840 --> 00:10:25.720]  其實基本上不是
[00:10:25.720 --> 00:10:26.440]  而是告訴我們
[00:10:26.440 --> 00:10:31.000]  我所敬大的神是哪一位
[00:10:31.000 --> 00:10:32.680]  一個淺層的信仰
[00:10:32.680 --> 00:10:38.040]  我們是想怎樣去使用神
[00:10:38.040 --> 00:10:39.800]  一個深層的體會是
[00:10:39.800 --> 00:10:43.080]  神怎樣去使用我
[00:10:43.080 --> 00:10:46.080]  而正正就是我們讀《信經》
[00:10:46.080 --> 00:10:48.400]  就是去明白到我們和神
[00:10:48.400 --> 00:10:51.200]  和這個宇宙萬物的創造主
[00:10:51.200 --> 00:10:53.200]  如果你相信祂是存活的時候
[00:10:53.200 --> 00:10:55.520]  祂是和你有什麼關係
[00:10:55.520 --> 00:10:58.120]  而我怎樣和祂去建立關係
[00:10:58.120 --> 00:11:03.440]  這個是給你解決了人生表面的問題
[00:11:03.440 --> 00:11:07.000]  更加深層的一個體會
[00:11:07.000 --> 00:11:10.080]  這個就是解答了一點點
[00:11:10.080 --> 00:11:12.720]  為什麼我們要讀《信經》
[00:11:12.720 --> 00:11:14.640]  接著我們就看下去
[00:11:14.640 --> 00:11:18.880]  剛才我們今天說第二句
[00:11:18.880 --> 00:11:20.760]  我信主耶穌基督
[00:11:20.760 --> 00:11:23.200]  上帝的獨生子
[00:11:23.200 --> 00:11:26.520]  很明顯這是整個基督教信仰的核心
[00:11:26.520 --> 00:11:29.000]  整個基督教信仰的核心
[00:11:29.000 --> 00:11:30.920]  不是說什麼教條
[00:11:30.920 --> 00:11:31.920]  你不要誤會
[00:11:31.920 --> 00:11:35.120]  其實我們都沒有很多教條
[00:11:35.120 --> 00:11:35.960]  基督教信仰
[00:11:35.960 --> 00:11:37.840]  但是我們的核心
[00:11:37.840 --> 00:11:39.240]  我們的教條可以這樣說
[00:11:39.240 --> 00:11:41.200]  都是圍繞著一個人
[00:11:41.200 --> 00:11:43.880]  就是耶穌基督這個人
[00:11:43.880 --> 00:11:45.720]  而這個人
[00:11:45.720 --> 00:11:49.400]  他究竟是哪一位呢
[00:11:49.400 --> 00:11:51.600]  而和我們有什麼關係呢
[00:11:51.600 --> 00:11:58.120]  這個就是我們整個信仰的核心
