
[00:00:00.000 --> 00:00:03.600]  今天雖然是Boxing Day的第二天
[00:00:03.600 --> 00:00:05.440]  聖誕節好像過了兩天
[00:00:05.440 --> 00:00:07.840]  不過我們今天的題目叫做
[00:00:07.840 --> 00:00:09.360]  送禮物
[00:00:09.360 --> 00:00:12.320]  但是又收禮物
[00:00:12.320 --> 00:00:17.280]  仍然是一個聖誕節的時節
[00:00:17.280 --> 00:00:23.040]  我試過問過很多不同組別的弟兄姊妹
[00:00:23.040 --> 00:00:25.600]  不同組別的弟兄姊妹
[00:00:25.600 --> 00:00:28.160]  不是個別,是一群人的
[00:00:28.160 --> 00:00:29.680]  我多數都問他們
[00:00:29.680 --> 00:00:37.680]  投票吧,你比較喜歡聖誕節還是復活節?
[00:00:37.680 --> 00:00:40.320]  你猜誰勝出呢?
[00:00:40.320 --> 00:00:45.200]  大家真的有爭同感受的感覺
[00:00:45.200 --> 00:00:49.680]  差不多十次又十次都是聖誕節勝出的
[00:00:49.680 --> 00:00:55.760]  聖誕節為什麼會令人這麼開心這麼喜歡呢?
[00:00:55.760 --> 00:00:59.520]  因為它真的可以帶給人很多開心的氣氛
[00:00:59.520 --> 00:01:02.080]  不知道跟嬰兒出生有沒有關係呢?
[00:01:02.080 --> 00:01:05.520]  有個很重要的嬰兒在那天出生
[00:01:05.520 --> 00:01:07.680]  聖誕節是很色彩繽紛的
[00:01:07.680 --> 00:01:09.280]  很多色彩
[00:01:09.280 --> 00:01:11.280]  因為有很多派對
[00:01:11.280 --> 00:01:12.800]  很多美食
[00:01:12.800 --> 00:01:14.080]  我們有Pastor Harvard在場
[00:01:14.080 --> 00:01:16.080]  我們知道有很多美食
[00:01:16.080 --> 00:01:17.920]  很多禮物
[00:01:17.920 --> 00:01:20.880]  不過在疫情之下
[00:01:20.880 --> 00:01:24.480]  我不知道大家今年的聖誕節怎麼度過
[00:01:24.480 --> 00:01:29.280]  不過我相信很多的聖誕大餐和派對
[00:01:29.280 --> 00:01:31.280]  都應該取消了
[00:01:31.280 --> 00:01:34.400]  上個星期日下午完崇拜
[00:01:34.400 --> 00:01:36.880]  我有機會去了銅鑼灣
[00:01:36.880 --> 00:01:40.240]  銅鑼灣那天下午都不少人
[00:01:40.240 --> 00:01:44.800]  很多人我覺得都在買聖誕禮物
[00:01:44.800 --> 00:01:48.320]  我心想雖然疫情未過去
[00:01:48.320 --> 00:01:51.520]  不過很多人都想趁著這個特別的日子
[00:01:51.520 --> 00:01:55.920]  向身邊所愛的親友表示一點點心意
[00:01:55.920 --> 00:01:57.920]  我覺得真是太好了
[00:01:57.920 --> 00:01:59.920]  我就上網看
[00:01:59.920 --> 00:02:07.520]  原來2020年聖誕節交換禮物有一個人氣排行榜
[00:02:07.520 --> 00:02:09.520]  今天不夠時間
[00:02:09.520 --> 00:02:12.480]  我就不會將排行榜全部說給你們知道
[00:02:12.480 --> 00:02:14.480]  有興趣你們自己上網查
[00:02:14.480 --> 00:02:16.480]  不過不知道是不是疫情的關係
[00:02:16.480 --> 00:02:19.840]  紛紛出現了很多逆境廚神
[00:02:19.840 --> 00:02:27.760]  所以排行榜裡竟然多了很多在家煮食用具的禮物推介
[00:02:27.760 --> 00:02:33.200]  我自己是零恩賜在家煮食用具
[00:02:33.200 --> 00:02:37.520]  所以我從來都沒有想過買這些做聖誕禮物
[00:02:37.520 --> 00:02:41.280]  但不單止有人氣排行榜
[00:02:41.280 --> 00:02:49.280]  網友還做了一個最不想收到的禮物排行榜
[00:02:49.280 --> 00:02:51.600]  原來在這個交換禮物當中
[00:02:51.600 --> 00:02:55.440]  如果抽到盒裝紙巾是第四位
[00:02:55.440 --> 00:02:57.920]  他就說有沒有搞錯
[00:02:57.920 --> 00:03:01.200]  我沒有想過盒裝紙巾可以拿去抽獎
[00:03:01.200 --> 00:03:03.200]  交換禮物
[00:03:03.200 --> 00:03:06.960]  有人就說抽到交換到這份真的沒有誠意
[00:03:06.960 --> 00:03:08.960]  不過沒有誠意當中
[00:03:08.960 --> 00:03:11.920]  還覺得比不用得到好
[00:03:11.920 --> 00:03:13.920]  紙巾怎樣都用得到
[00:03:13.920 --> 00:03:19.200]  你猜第一位那些人最不想交換禮物換到回來的是什麼
[00:03:19.200 --> 00:03:21.200]  都有點特別
[00:03:21.200 --> 00:03:23.200]  我其實是猜不到的
[00:03:23.200 --> 00:03:27.120]  原來我看到陶君姐姐在我面前
[00:03:27.120 --> 00:03:29.120]  她最喜歡的零食
[00:03:29.120 --> 00:03:32.240]  很多的朱古力、餅乾那些零食
[00:03:32.240 --> 00:03:35.520]  原來那些人不是很喜歡交換禮物抽到回來
[00:03:35.520 --> 00:03:38.560]  為什麼?因為每個人的口味不一樣
[00:03:38.560 --> 00:03:41.040]  她都不知道你喜歡吃什麼
[00:03:41.040 --> 00:03:43.200]  亂按交換禮物回來
[00:03:43.200 --> 00:03:45.920]  自己又不是很喜愛又怎樣呢
[00:03:45.920 --> 00:03:47.280]  但我在想
[00:03:47.280 --> 00:03:51.680]  如果你是知道你送禮物的是誰
[00:03:51.680 --> 00:03:55.600]  你就會買到一樣她喜歡吃的東西給她
[00:03:55.600 --> 00:03:59.360]  你會買到一樣適合她心意的東西給她
[00:03:59.360 --> 00:04:02.160]  我們都知道聖誕節的主角
[00:04:02.160 --> 00:04:04.960]  當然不是聖誕禮物
[00:04:04.960 --> 00:04:06.960]  聰明的大家都知道
[00:04:06.960 --> 00:04:08.960]  昨天是Boxing Day
[00:04:08.960 --> 00:04:11.440]  雖然今天是Boxing Day的第二天
[00:04:11.440 --> 00:04:16.640]  我也想跟大家分享一段有關聖誕節的經文
[00:04:16.640 --> 00:04:20.480]  不過又跟禮物很有關係
[00:04:20.480 --> 00:04:26.560]  不過送禮物的人就很清楚收禮物的人是誰
[00:04:26.560 --> 00:04:32.320]  所以她就按照收禮物的人的心意去送上最恰當的禮物
[00:04:32.320 --> 00:04:37.600]  我跟大家分享的經文是《馬太福音》二章一至十二節
[00:04:37.600 --> 00:04:44.160]  也是大家很熟悉的東方博士朝拜耶穌的經文
[00:04:44.160 --> 00:04:48.880]  我們看看今天送禮物的過程帶給我們三個什麼的提醒
[00:04:48.880 --> 00:04:53.520]  我們一起讀第一至第九節
[00:04:53.520 --> 00:04:55.120]  我們一起讀
[00:04:55.120 --> 00:04:56.560]  一二三
[00:04:56.560 --> 00:05:01.920]  當希律王的時候耶穌生在猶太的伯利恆
[00:05:01.920 --> 00:05:06.480]  有幾個博士從東方來到耶路撒冷
[00:05:06.480 --> 00:05:11.360]  來作猶太人之王的在那裡
[00:05:11.360 --> 00:05:16.320]  我們在東方看見他的聖特來拜他
[00:05:16.320 --> 00:05:20.160]  希律王聽見了就心裡不安
[00:05:20.160 --> 00:05:24.000]  耶路撒冷合成的人也都不安
[00:05:24.000 --> 00:05:28.960]  他就召齊了祭司長和民間的民事
[00:05:28.960 --> 00:05:33.600]  問他們說基督當生在何處
[00:05:33.600 --> 00:05:38.320]  他們回答說在猶太的伯利恆
[00:05:38.320 --> 00:05:41.120]  因為有先知記著說
[00:05:41.120 --> 00:05:43.600]  猶大地的伯利恆啊
[00:05:43.600 --> 00:05:47.920]  你在猶大諸城中並不是最少的
[00:05:47.920 --> 00:05:53.040]  因為將來有一位君王要從你們那裡出來
[00:05:53.040 --> 00:05:55.280]  目仰我以色列民
[00:05:55.280 --> 00:05:59.360]  當下希律暗暗地召了博士來
[00:05:59.360 --> 00:06:05.120]  細問那星是什麼時候出現的
[00:06:05.120 --> 00:06:07.920]  就差他們往伯利恆去
[00:06:07.920 --> 00:06:12.640]  說你們去仔細尋訪那小孩子
[00:06:12.640 --> 00:06:15.200]  尋到了就來報信
[00:06:15.200 --> 00:06:17.760]  我也好去拜他
[00:06:17.760 --> 00:06:21.200]  他們聽見王的話就去了
[00:06:21.200 --> 00:06:24.160]  在東方所看見的那星
[00:06:24.160 --> 00:06:26.960]  忽然在他們前頭行
[00:06:26.960 --> 00:06:29.920]  直行到小孩子的地方
[00:06:29.920 --> 00:06:34.560]  就在上頭停住了
[00:06:34.560 --> 00:06:36.720]  這段聖經大家都很熟悉
[00:06:36.720 --> 00:06:39.360]  今天我想跟大家分享的三點
[00:06:39.360 --> 00:06:43.600]  第一點是真正敬拜主的人
[00:06:43.600 --> 00:06:47.840]  是要忠於啟示負上代價的
[00:06:47.840 --> 00:06:50.880]  原來耶穌降生的時代
[00:06:50.880 --> 00:06:54.480]  東方的地區不知道大家知不知道包括什麼
[00:06:54.480 --> 00:06:57.520]  除了包括猶太地之外
[00:06:57.520 --> 00:07:03.200]  也包括了阿拉伯、巴比倫、波斯那些地方
[00:07:03.200 --> 00:07:06.800]  其實那些地方都是外邦人的地方
[00:07:06.800 --> 00:07:08.400]  雖然是外邦人的地方
[00:07:08.400 --> 00:07:12.400]  但原來也有不少歷史學家記載
[00:07:12.400 --> 00:07:17.760]  在當時的東方有一個很堅固的古老信念
[00:07:17.760 --> 00:07:24.320]  將來要有一位君王從猶太地出來
[00:07:24.320 --> 00:07:27.520]  成為全地的統治者
[00:07:27.520 --> 00:07:30.560]  歷史學家也這樣記載
[00:07:30.560 --> 00:07:33.920]  我們又看看希律究竟是誰
[00:07:33.920 --> 00:07:38.960]  原來希律就是歷史上所記載的大希律
[00:07:38.960 --> 00:07:42.080]  他是一位暴君
[00:07:42.080 --> 00:07:45.840]  他連老婆和兒子都會殺
[00:07:45.840 --> 00:07:48.800]  都很殘忍吧
[00:07:48.800 --> 00:07:50.720]  是啊
[00:07:50.720 --> 00:07:54.240]  所以聖經說當希律王的時候
[00:07:54.240 --> 00:07:57.920]  是代表著黑暗掌權的時候
[00:07:57.920 --> 00:08:01.440]  而當時因為在這麼黑暗掌權的底下
[00:08:01.440 --> 00:08:06.880]  很多人都在期待著一個君王救主的降臨
[00:08:06.880 --> 00:08:12.000]  我們又看看博士又是什麼人
[00:08:12.000 --> 00:08:14.080]  這幾個東方的博士
[00:08:14.080 --> 00:08:18.400]  原來是一些很有智慧的人
[00:08:18.400 --> 00:08:20.320]  通達天象
[00:08:20.320 --> 00:08:22.320]  天文學家
[00:08:22.320 --> 00:08:27.040]  觀星的觀察能力很高
[00:08:27.040 --> 00:08:28.560]  還有術士
[00:08:28.560 --> 00:08:32.720]  當他們看到天象上有些不尋常的現象
[00:08:32.720 --> 00:08:35.440]  就好像第九節也提到
[00:08:35.440 --> 00:08:37.200]  不尋常到一個地步
[00:08:37.200 --> 00:08:39.520]  這顆這麼明亮的星星
[00:08:39.520 --> 00:08:41.600]  原來會帶路的
[00:08:41.600 --> 00:08:43.520]  對這班天文學家來說
[00:08:43.520 --> 00:08:46.880]  當然知道這是特殊的啟示
[00:08:46.880 --> 00:08:50.880]  而他們看到這顆這麼明亮的星星的時候
[00:08:50.880 --> 00:08:58.480]  就知道這個要統治全地的君王已經降生
[00:08:58.480 --> 00:09:01.280]  這幾個博士帶著很大的信心
[00:09:01.280 --> 00:09:03.840]  就要去尋找這個君王
[00:09:03.840 --> 00:09:05.920]  他忠於這個啟示
[00:09:05.920 --> 00:09:07.680]  忠於這個帶領
[00:09:07.680 --> 00:09:10.080]  不惜長途跋涉
[00:09:10.080 --> 00:09:11.680]  千里迢迢
[00:09:11.680 --> 00:09:14.960]  由東方去到耶路撒冷
[00:09:14.960 --> 00:09:17.520]  你說是多遠啊
[00:09:17.520 --> 00:09:19.600]  我看過一些資料
[00:09:19.600 --> 00:09:22.560]  他沒有特別寫出來
[00:09:22.560 --> 00:09:27.120]  不過的確不是一條容易的路
[00:09:27.120 --> 00:09:28.960]  短可能幾個月
[00:09:28.960 --> 00:09:31.520]  長可能一年左右
[00:09:31.520 --> 00:09:32.880]  其實不知道
[00:09:32.880 --> 00:09:35.600]  不過大家用多一點點的想像
[00:09:35.600 --> 00:09:38.400]  他們怎樣才去到耶路撒冷呢
[00:09:38.400 --> 00:09:42.320]  他們是靠這顆星引路的
[00:09:42.320 --> 00:09:46.480]  就是說晚上的時候才可以走
[00:09:46.480 --> 00:09:48.480]  走多遠啊
[00:09:48.480 --> 00:09:50.080]  走哪個方向啊
[00:09:50.080 --> 00:09:53.520]  由東方以前不是現在
[00:09:53.520 --> 00:09:57.120]  不是有車啊有飛機啊有船啊
[00:09:57.120 --> 00:09:59.920]  頂多就是有駱駝啊
[00:09:59.920 --> 00:10:02.080]  走過的地方是什麼地方啊
[00:10:02.080 --> 00:10:03.440]  曠野啊
[00:10:03.440 --> 00:10:05.680]  沒有水啊
[00:10:05.680 --> 00:10:07.120]  進了雨林啊
[00:10:07.120 --> 00:10:10.800]  可能連wild camp的東西都要帶上去啊
[00:10:10.800 --> 00:10:13.600]  一些很不容易的路程
[00:10:13.600 --> 00:10:14.960]  每次起行的時候
[00:10:14.960 --> 00:10:16.160]  究竟我夠不夠水
[00:10:16.160 --> 00:10:18.720]  夠不夠乾糧的呢
[00:10:18.720 --> 00:10:22.240]  其實完全估計不到的
[00:10:22.240 --> 00:10:27.360]  一路上還要提防猛獸來侵害呢
[00:10:27.360 --> 00:10:29.680]  這條路很艱難啊
[00:10:29.680 --> 00:10:32.480]  這幾個有學識
[00:10:32.480 --> 00:10:36.080]  有地位有錢的人
[00:10:36.080 --> 00:10:40.640]  都願意這樣走上信心的路
[00:10:40.640 --> 00:10:45.920]  就是要尋見這個救主耶穌基督
[00:10:45.920 --> 00:10:48.480]  當然幾個佛士去到耶路撒冷
[00:10:48.480 --> 00:10:53.840]  和希律王和這些民事祭司長
[00:10:53.840 --> 00:10:56.000]  講明他們的來意的時候
[00:10:56.000 --> 00:11:00.320]  他們來就是為了要朝拜大君王啊
[00:11:00.320 --> 00:11:04.160]  咦 這幾類人有不同的反應啊
[00:11:04.160 --> 00:11:05.120]  我們來看看
[00:11:05.120 --> 00:11:08.480]  究竟東方博士和祭司長民事的反應
[00:11:08.480 --> 00:11:12.960]  和大希律的反應有什麼不同
[00:11:12.960 --> 00:11:15.440]  其實這些祭司長和民事
[00:11:15.440 --> 00:11:18.240]  根本就知道聖經怎麼記載啊
[00:11:18.240 --> 00:11:20.240]  聖經一早就說了
[00:11:20.240 --> 00:11:24.080]  耶穌要在伯利恆出生的
[00:11:24.080 --> 00:11:25.440]  他們知道的
[00:11:25.440 --> 00:11:27.360]  不過聽了博士說
[00:11:27.360 --> 00:11:30.960]  這個救主已經誕生的時候
[00:11:30.960 --> 00:11:33.600]  有沒有人理會這幾位博士啊
[00:11:33.600 --> 00:11:36.800]  沒有人跟他們去的
