
[00:00:00.000 --> 00:00:01.960]  我們踏入十二月
[00:00:01.960 --> 00:00:04.880]  是傳統來說聖誕節
[00:00:04.880 --> 00:00:08.400]  是紀念耶穌降生的日子
[00:00:08.400 --> 00:00:11.720]  如果你去書室
[00:00:11.720 --> 00:00:14.360]  或者書店買聖誕卡
[00:00:14.360 --> 00:00:17.800]  最常見的圖案會是什麼呢?
[00:00:17.800 --> 00:00:19.920]  就是你買聖誕卡寄給別人
[00:00:19.920 --> 00:00:22.400]  通常都是什麼呢?
[00:00:22.400 --> 00:00:24.640]  馬槽
[00:00:24.640 --> 00:00:27.320]  馬槽也有幾個的
[00:00:27.320 --> 00:00:29.320]  可能就是牧羊人
[00:00:29.320 --> 00:00:30.280]  還有什麼呢?
[00:00:30.280 --> 00:00:33.120]  東方來的幾個博士
[00:00:33.120 --> 00:00:36.560]  來呈獻黃金、乳香、末藥
[00:00:36.560 --> 00:00:38.600]  也有可能是什麼呢?
[00:00:38.600 --> 00:00:39.800]  天使報喜
[00:00:39.800 --> 00:00:43.400]  在曠野的時間
[00:00:43.400 --> 00:00:47.360]  晚上有天君、天使來唱歌
[00:00:47.360 --> 00:00:48.880]  來讚美神
[00:00:48.880 --> 00:00:52.560]  但是說聖誕節的起點
[00:00:52.560 --> 00:00:56.080]  或者耶穌降生事蹟的敘述
[00:00:56.080 --> 00:00:57.400]  在《路加福音》
[00:00:57.400 --> 00:01:05.040]  開始的時候是講馬利亞的親戚
[00:01:05.040 --> 00:01:08.600]  就是對祭司的夫婦
[00:01:08.600 --> 00:01:12.320]  就是撒加利亞和以利沙伯
[00:01:12.320 --> 00:01:15.120]  有天使來報信
[00:01:15.120 --> 00:01:17.720]  然後到這一段
[00:01:17.720 --> 00:01:20.760]  就是同時六個月之後
[00:01:20.760 --> 00:01:23.680]  天使來報信
[00:01:23.880 --> 00:01:27.520]  我們說聖誕節的起點
[00:01:27.520 --> 00:01:31.600]  是一個同類
[00:01:31.600 --> 00:01:37.000]  怎樣來配合神的計劃
[00:01:37.000 --> 00:01:41.960]  以致神的兒子降生來到這個世上
[00:01:41.960 --> 00:01:43.920]  我們分享的時間
[00:01:43.920 --> 00:01:46.240]  我們同心來祈禱
[00:01:46.240 --> 00:01:49.600]  「親愛的主耶穌
[00:01:49.600 --> 00:01:50.880]  神的獨生兒子
[00:01:50.880 --> 00:01:53.120]  求祢施恩可憐這個罪人
[00:01:53.120 --> 00:01:54.560]  願意在主祢面前
[00:01:54.560 --> 00:01:56.360]  設立一個不配的人
[00:01:56.360 --> 00:01:58.720]  來宣講主的恩言
[00:01:58.720 --> 00:02:00.240]  求主耶穌的補血
[00:02:00.240 --> 00:02:02.480]  再一次潔淨孩子的罪
[00:02:02.480 --> 00:02:05.920]  願意這個人來謙卑在祢面前
[00:02:05.920 --> 00:02:08.640]  在主祢面前來等候
[00:02:08.640 --> 00:02:10.880]  讓真理聖靈來高沒
[00:02:10.880 --> 00:02:14.920]  來用讓神來臨隔我們當中
[00:02:14.920 --> 00:02:17.520]  來開啟我們的心竅
[00:02:17.520 --> 00:02:19.880]  讓我們能夠進入真理
[00:02:19.880 --> 00:02:23.240]  同樣將以下的環節仰望交託呈獻
[00:02:23.240 --> 00:02:24.400]  求主保守
[00:02:24.400 --> 00:02:25.480]  垂聽祈禱
[00:02:25.480 --> 00:02:26.600]  是叩賴主的耶穌
[00:02:26.600 --> 00:02:27.600]  聖命祈求」
[00:02:27.600 --> 00:02:33.760]  剛才說到聖誕節的起點
[00:02:33.760 --> 00:02:35.240]  這個起始
[00:02:35.240 --> 00:02:38.600]  就是一個同類
[00:02:38.600 --> 00:02:40.240]  一個小女子
[00:02:40.240 --> 00:02:41.920]  一個小人物
[00:02:41.920 --> 00:02:44.360]  我們覺得很奇怪
[00:02:44.360 --> 00:02:45.280]  就是說
[00:02:45.280 --> 00:02:49.520]  在這個往還當中的時間
[00:02:49.880 --> 00:02:52.080]  天使來報訊
[00:02:52.080 --> 00:02:55.960]  不單只是報訊
[00:02:55.960 --> 00:02:59.880]  而是好像是一個怎樣
[00:02:59.880 --> 00:03:01.640]  不是說我報告
[00:03:01.640 --> 00:03:02.920]  就好像政府那樣
[00:03:02.920 --> 00:03:04.480]  連張東西在那裡
[00:03:04.480 --> 00:03:05.600]  就說這裡是怎樣
[00:03:05.600 --> 00:03:07.760]  會被徵用了
[00:03:07.760 --> 00:03:09.920]  今天都很少這樣的
[00:03:09.920 --> 00:03:15.480]  我們就算去到郊野公園
[00:03:15.480 --> 00:03:17.960]  或者你附近改道
[00:03:17.960 --> 00:03:20.360]  或者有什麼事會修路
[00:03:20.360 --> 00:03:21.720]  他都會弄一張東西出來
[00:03:21.720 --> 00:03:22.360]  說什麼呢?
[00:03:22.360 --> 00:03:23.560]  諮詢的
[00:03:23.560 --> 00:03:27.000]  就是我們今天
[00:03:27.000 --> 00:03:29.520]  就是說如果某個地方
[00:03:29.520 --> 00:03:31.840]  我們剛剛去說了這麼久
[00:03:31.840 --> 00:03:34.840]  在屯門
[00:03:34.840 --> 00:03:38.560]  我們說新建的骨灰的灰牆
[00:03:38.560 --> 00:03:40.920]  終於他會抽籤了
[00:03:40.920 --> 00:03:41.520]  會進去
[00:03:41.520 --> 00:03:42.880]  就是抽籤之後
[00:03:42.880 --> 00:03:45.280]  就會來到去
[00:03:45.280 --> 00:03:47.040]  有申辦的手續
[00:03:47.040 --> 00:03:48.400]  就可以我們說
[00:03:48.400 --> 00:03:50.040]  sorry這個字眼叫上位
[00:03:50.040 --> 00:03:51.600]  但是搞了多久呢?
[00:03:51.600 --> 00:03:54.160]  搞了很多年
[00:03:54.160 --> 00:04:00.240]  要諮詢問完這個地區人士
[00:04:00.240 --> 00:04:02.960]  又要這個區議會各樣東西
[00:04:02.960 --> 00:04:03.840]  有人反對
[00:04:03.840 --> 00:04:06.160]  又要重新再諮詢選址
[00:04:06.160 --> 00:04:08.840]  但是呢
[00:04:08.840 --> 00:04:10.080]  我們可以說
[00:04:10.080 --> 00:04:12.480]  神的兒子降生
[00:04:12.480 --> 00:04:15.120]  在這個童貞女瑪利亞
[00:04:15.120 --> 00:04:18.680]  她要來到去聖靈感恩之前
[00:04:18.680 --> 00:04:21.320]  她走來
[00:04:21.320 --> 00:04:24.240]  不只是通知告知瑪利亞
[00:04:24.240 --> 00:04:28.280]  我就好像政府那樣
[00:04:28.280 --> 00:04:29.320]  警察
[00:04:29.320 --> 00:04:31.080]  按住你的車
[00:04:31.080 --> 00:04:32.240]  我現在徵用你
[00:04:32.240 --> 00:04:33.600]  不是的
[00:04:33.600 --> 00:04:37.120]  她來到去好像一個查詢
[00:04:37.120 --> 00:04:38.800]  來到去詢問
[00:04:38.800 --> 00:04:43.840]  跟童貞女瑪利亞這個小女子聊天
[00:04:43.840 --> 00:04:47.760]  好像要來到去問准她
[00:04:47.760 --> 00:04:51.560]  今天我們講到的題目是
[00:04:51.560 --> 00:04:53.000]  不一樣的恩典
[00:04:53.000 --> 00:04:54.920]  不一樣的信心
[00:04:54.920 --> 00:04:56.680]  如果我們講
[00:04:56.680 --> 00:04:57.720]  對於來講
[00:04:57.720 --> 00:05:00.440]  恩典到底是什麼呢?
[00:05:00.440 --> 00:05:02.880]  可能你即時想到是什麼呢?
[00:05:02.880 --> 00:05:05.240]  恩典神聽我們祈禱
[00:05:05.240 --> 00:05:09.160]  工作來到順利
[00:05:09.160 --> 00:05:12.920]  兒女聽教聽話
[00:05:13.640 --> 00:05:14.760]  但是我們講
[00:05:14.760 --> 00:05:16.560]  在今天的經文裡面
[00:05:16.560 --> 00:05:17.440]  可以看到
