
[00:00:00.000 --> 00:00:02.560]  好,各位姐妹,我們一起去祈禱
[00:00:02.560 --> 00:00:05.520]  耶穌,我們來到祢面前,我們多謝祢
[00:00:05.520 --> 00:00:08.320]  主啊,因為祢的緣故
[00:00:08.320 --> 00:00:12.720]  我們能夠一班弟兄姐妹能夠聚集在這裏
[00:00:12.720 --> 00:00:14.160]  我們不單止聚集在這裏
[00:00:14.160 --> 00:00:17.600]  我們聚集在祢的面前去敬拜祢
[00:00:17.600 --> 00:00:20.120]  不單止我們聚集在祢的面前去敬拜祢
[00:00:20.120 --> 00:00:24.560]  我們也聚集在祢當中要聽祢的說話
[00:00:24.560 --> 00:00:29.000]  所以主啊,願祢的靈在我們的心裏面感動我們
[00:00:29.000 --> 00:00:33.400]  讓我們被聖靈感動能夠進入主祢的真理裏面
[00:00:33.400 --> 00:00:35.600]  我們不單止明白主祢的真理
[00:00:35.600 --> 00:00:36.800]  我們不單止明白
[00:00:36.800 --> 00:00:41.400]  我們要藉著聖靈給我們的能力能夠活出這種真實
[00:00:41.400 --> 00:00:44.200]  活出真理,活出那種真理
[00:00:44.200 --> 00:00:48.000]  讓人見到要將榮耀歸給耶穌
[00:00:48.000 --> 00:00:50.200]  所以主啊,祢祝福我們,與我們同在
[00:00:50.200 --> 00:00:53.000]  多謝耶穌,逢主名叩,Amen
[00:00:53.000 --> 00:00:57.200]  好,未解釋聖經之前,我還是喜歡講故事的
[00:00:57.200 --> 00:00:59.000]  今天的故事很簡單
[00:00:59.000 --> 00:01:02.200]  話說很久之前有一個家庭
[00:01:02.200 --> 00:01:04.600]  他們有一個家庭的計劃
[00:01:04.600 --> 00:01:07.600]  不是生小孩,家庭計劃
[00:01:07.600 --> 00:01:11.800]  有一個計劃就是全家人要做一個曆期
[00:01:11.800 --> 00:01:15.600]  要怎樣呢?就是他們要橫渡太平洋
[00:01:15.600 --> 00:01:17.600]  嘩,厲害嗎?
[00:01:17.600 --> 00:01:19.400]  搭飛機嗎?不是
[00:01:19.400 --> 00:01:25.000]  他們搭船,要坐帆船,一個大型的帆船要橫渡太平洋
[00:01:25.000 --> 00:01:27.600]  一家人有多少人呢?一家五口
[00:01:27.600 --> 00:01:30.600]  爸爸媽媽是帆船高手
[00:01:30.600 --> 00:01:32.400]  即是駕駛帆船的高手
[00:01:32.400 --> 00:01:36.600]  帶著三個兒子,大家想像一下
[00:01:36.600 --> 00:01:39.600]  爸爸媽媽帶著三個兒子
[00:01:39.600 --> 00:01:45.400]  三個兒子分別都有名字
[00:01:45.400 --> 00:01:51.400]  老大叫阿智,老二叫阿晴,老三叫阿毅
[00:01:51.400 --> 00:01:54.200]  三個人各有不同的性格
[00:01:54.200 --> 00:01:57.600]  不過都相當自我
[00:01:57.600 --> 00:02:04.000]  三個人和爸爸媽媽一起去渡曆期
[00:02:04.000 --> 00:02:08.000]  爸爸媽媽和他們駕駛帆船
[00:02:08.000 --> 00:02:11.400]  開始的時候都很順利
[00:02:11.400 --> 00:02:13.200]  開始都行得很好
[00:02:13.200 --> 00:02:18.200]  突然有一天,有一晚突然狂風大作
[00:02:18.200 --> 00:02:20.400]  很大風浪
[00:02:20.400 --> 00:02:25.200]  爸爸媽媽通常是做什麼的?
[00:02:25.200 --> 00:02:28.600]  爸爸媽媽通常是做什麼的?
[00:02:28.600 --> 00:02:32.200]  真是好啊,真是教導有方
[00:02:32.200 --> 00:02:33.400]  爸爸媽媽是做什麼的?
[00:02:33.400 --> 00:02:36.600]  爸爸媽媽在甲板上弄帆船
[00:02:36.600 --> 00:02:39.800]  三個兒子又是做什麼的?
[00:02:39.800 --> 00:02:42.600]  這個通常是真相
[00:02:42.600 --> 00:02:44.800]  ANIFA那個是不是理想?
[00:02:44.800 --> 00:02:46.600]  不是,是真的,是真的
[00:02:46.600 --> 00:02:49.000]  會的,我們將會見到
[00:02:49.000 --> 00:02:53.200]  三個兒子在船艙睡覺
[00:02:53.200 --> 00:02:56.200]  大家見到外面這麼大風大浪
[00:02:56.200 --> 00:02:58.800]  大家就說,去吧,幫幫忙
[00:02:58.800 --> 00:03:02.200]  你推,我讓,肯不肯去?
[00:03:02.200 --> 00:03:03.000]  不肯去
[00:03:03.000 --> 00:03:06.200]  結果他們三個人就大覺睡
[00:03:06.200 --> 00:03:08.000]  一睡,睡到天亮
[00:03:08.000 --> 00:03:10.400]  天亮之後風平浪靜
[00:03:10.400 --> 00:03:13.200]  從船艙上走上來
[00:03:13.200 --> 00:03:17.200]  嘩,見到什麼?
[00:03:17.200 --> 00:03:20.800]  見到那些桿斷了,帆爛了
[00:03:20.800 --> 00:03:23.400]  還不見了誰?
[00:03:23.400 --> 00:03:24.800]  爸爸媽媽不見了
[00:03:24.800 --> 00:03:27.200]  他們就說,糟了,爸爸媽媽不見了
[00:03:27.200 --> 00:03:29.200]  大家就在那裏馬上互相指責
[00:03:29.200 --> 00:03:30.600]  有沒有搞錯?一天都是你
[00:03:30.600 --> 00:03:33.000]  大家三兄弟就在那裏互相指責
[00:03:33.000 --> 00:03:34.400]  指責完之後,老二突然說
[00:03:34.400 --> 00:03:37.800]  喂,不要吵了,快點做什麼?
[00:03:37.800 --> 00:03:39.200]  快點找爸爸媽媽
[00:03:39.200 --> 00:03:42.400]  結果他們由早上找到下午
[00:03:42.400 --> 00:03:43.600]  都找不到
[00:03:43.600 --> 00:03:46.600]  大家六目相投
[00:03:46.600 --> 00:03:51.000]  不是四目相投,是六隻眼互相對望
[00:03:51.000 --> 00:03:52.800]  究竟怎麼樣?
[00:03:52.800 --> 00:03:58.000]  老大就說,不要緊,等今晚再說
[00:03:58.000 --> 00:03:59.000]  等今晚
[00:03:59.000 --> 00:04:02.400]  老三就說,還等什麼?
[00:04:02.400 --> 00:04:06.000]  現在快點走進船艙拿船槳
[00:04:06.000 --> 00:04:07.200]  就這樣撐船
[00:04:07.200 --> 00:04:10.800]  不管三七二十一,就向前撐
[00:04:10.800 --> 00:04:12.000]  撐,撐,撐
[00:04:12.000 --> 00:04:15.200]  由下午撐到晚上
[00:04:15.200 --> 00:04:19.600]  剛好晚上的時候,老大就開始望天
[00:04:19.600 --> 00:04:24.400]  他就說,按照這些星星的位置
[00:04:24.400 --> 00:04:27.400]  其實我們應該如果要繼續向前行
[00:04:27.400 --> 00:04:30.200]  我們應該要向著這個東南方向
[00:04:30.200 --> 00:04:32.400]  當他一指著這個方向的時候
[00:04:32.400 --> 00:04:34.200]  其實老三在那裏繼續撐船
[00:04:34.200 --> 00:04:37.400]  他向哪裏撐?向後面撐
[00:04:37.400 --> 00:04:41.000]  老三突然間一見到他這樣說的時候很生氣
[00:04:41.000 --> 00:04:43.400]  接著就扔下那支槳
[00:04:43.400 --> 00:04:46.000]  又不早點?
[00:04:46.000 --> 00:04:48.600]  不過為什麼不可以早點說?
[00:04:48.600 --> 00:04:49.800]  因為要觀星
[00:04:49.800 --> 00:04:53.800]  原來老大是一個觀星,天文愛好者
[00:04:53.800 --> 00:04:57.000]  對天文很熟悉
[00:04:57.000 --> 00:04:59.600]  老三就很有力
[00:04:59.600 --> 00:05:01.800]  不過他一直向後撐
[00:05:01.800 --> 00:05:07.600]  結果三兄弟就很嘆息
[00:05:07.600 --> 00:05:10.000]  特別老三,好像覺得很氣餒
[00:05:10.000 --> 00:05:13.800]  這個時候老二阿晴就說
[00:05:13.800 --> 00:05:17.800]  我們是一家人,同舟共濟
[00:05:17.800 --> 00:05:20.400]  我們如果齊心合力的話
[00:05:20.400 --> 00:05:24.400]  一定可以怎樣?一定可以脫險
[00:05:24.400 --> 00:05:27.600]  就是這個老二的一番話鼓勵這三兄弟
[00:05:27.600 --> 00:05:30.000]  結果他們真的同心
[00:05:30.000 --> 00:05:33.800]  大家老大就負責看什麼?看天
[00:05:33.800 --> 00:05:37.400]  老三就負責撐,平時的時間都是撐
[00:05:37.400 --> 00:05:41.400]  大家三兄弟合力,特別老三
[00:05:41.400 --> 00:05:44.400]  他知道方向之後,他就除了吃飯的時候
[00:05:44.400 --> 00:05:47.400]  其他時間,到日落的時候怎樣?撐著
[00:05:47.400 --> 00:05:52.200]  結果兩個月後
[00:05:52.200 --> 00:05:54.400]  你以為很容易嗎?
[00:05:54.400 --> 00:05:56.800]  兩個小時後
[00:05:56.800 --> 00:06:00.000]  兩個月後,他們終於抵岸
[00:06:00.000 --> 00:06:03.400]  抵岸之後就被送回他們家
[00:06:03.400 --> 00:06:05.800]  送回家的時候,當他們回到家的時候
[00:06:05.800 --> 00:06:08.800]  叮噹的時候,原來家裏
[00:06:08.800 --> 00:06:11.200]  (爸爸媽媽作弄他)
[00:06:11.200 --> 00:06:13.200]  爸爸媽媽作弄他,是嗎?
[00:06:13.200 --> 00:06:16.000]  (原來已經被救了)
[00:06:16.000 --> 00:06:20.400]  原來爸爸媽媽真的被救了
[00:06:20.400 --> 00:06:23.400]  而且康復,剛剛回到家
[00:06:23.400 --> 00:06:25.800]  整家人就可以這樣團聚
[00:06:25.800 --> 00:06:30.200]  其實在一件不可能完成的任務
[00:06:30.200 --> 00:06:34.800]  因著這三兄弟齊心,結果可以完成
[00:06:34.800 --> 00:06:40.600]  剛才的故事,三兄弟原本各自很自我
[00:06:40.600 --> 00:06:43.200]  大家都很不同性格
[00:06:43.200 --> 00:06:46.400]  但是因為老二的一句說話
[00:06:46.400 --> 00:06:49.400]  我們是什麼?我們是一家人
[00:06:49.400 --> 00:06:54.000]  我們可以同舟共濟,我們一定可以脫險
[00:06:54.000 --> 00:06:57.400]  當老二說這句說話,最重要是什麼?
[00:06:57.400 --> 00:07:00.800]  讓三兄弟看到一樣東西,共同點
[00:07:00.800 --> 00:07:03.400]  這個共同點是什麼?就是看到原來我們是一家人
[00:07:03.400 --> 00:07:07.800]  我們三兄弟有什麼關係?
[00:07:07.800 --> 00:07:11.600]  有什麼關係?有一個血緣的關係
[00:07:11.600 --> 00:07:16.000]  這個共通點就激勵他們三兄弟能夠齊心合力
[00:07:16.000 --> 00:07:19.200]  結果完成這件原本看來不可能的事
[00:07:19.200 --> 00:07:22.600]  其實和今天看的聖經有什麼關係呢?
[00:07:22.600 --> 00:07:25.600]  如果大家看,已忽所書四章
[00:07:25.600 --> 00:07:28.000]  我們先跳到第四節開始,好嗎?
[00:07:28.000 --> 00:07:31.600]  第四節,已忽所書四章四節
[00:07:31.600 --> 00:07:35.800]  四節說什麼呢?保羅在這裡向一群外邦人
[00:07:35.800 --> 00:07:39.800]  說了很多話,其中他說了這番話
[00:07:39.800 --> 00:07:42.800]  就是提醒一群外邦信徒
[00:07:42.800 --> 00:07:46.800]  他說我們身體只有什麼?
[00:07:46.800 --> 00:07:51.400]  一個,聖靈只有一個,我們又同有一個指望
[00:07:51.400 --> 00:07:55.400]  一主一信一洗一上帝
[00:07:55.400 --> 00:08:01.200]  我想問大家有多少個一?有多少相同?
[00:08:01.200 --> 00:08:07.600]  多少個?數一數,多少個?
[00:08:07.600 --> 00:08:11.800]  武聖剛剛在青少年區說,他說很容易記
[00:08:11.800 --> 00:08:14.800]  記住七一流行就行了,七個什麼?
[00:08:14.800 --> 00:08:20.200]  七一,就是七個相同點
[00:08:20.200 --> 00:08:22.800]  如果你看這裡就說七個
[00:08:22.800 --> 00:08:26.200]  其實如果你看已忽所書,再看前一點
[00:08:26.200 --> 00:08:31.200]  其實保羅更加說,我們信徒是一家人
[00:08:31.200 --> 00:08:34.400]  我們在神的家裡是一家人
[00:08:34.400 --> 00:08:37.400]  我們又在基督裡同歸於什麼?
[00:08:37.400 --> 00:08:39.800]  不是同歸於尽,大家要記住
[00:08:39.800 --> 00:08:43.800]  是同歸於什麼?一,大家千萬不要同歸於尽
