
[00:00:00.000 --> 00:00:03.560]  相信大家都會聽過一句話
[00:00:03.560 --> 00:00:07.160]  「踢不到的葡萄是酸的」
[00:00:07.160 --> 00:00:11.320]  這是一個伊索語言的故事
[00:00:11.320 --> 00:00:18.680]  講到一隻狐狸企圖將長在葡萄樹藤上的一串葡萄
[00:00:18.680 --> 00:00:19.840]  拿下來
[00:00:19.840 --> 00:00:23.000]  但試了很多次都不成功
[00:00:23.000 --> 00:00:25.000]  於是牠就離開
[00:00:25.000 --> 00:00:27.560]  並且很怨恨地說
[00:00:27.560 --> 00:00:30.160]  「這串葡萄一定是酸的」
[00:00:30.160 --> 00:00:31.880]  「一點都不好吃」
[00:00:31.880 --> 00:00:33.880]  「我都不稀罕能吃到」
[00:00:33.880 --> 00:00:36.760]  故事的寓意是
[00:00:36.760 --> 00:00:40.480]  當一個人得不到他想要的東西的時候
[00:00:40.480 --> 00:00:42.880]  就會將那樣東西
[00:00:42.880 --> 00:00:44.880]  形容得一文不值
[00:00:44.880 --> 00:00:46.880]  否認它的價值
[00:00:46.880 --> 00:00:49.880]  以解他心中的窒道
[00:00:49.880 --> 00:00:57.680]  大家是否知道怎樣才能種到上好的葡萄
[00:00:57.680 --> 00:01:01.640]  怎樣才能種到一些甜的葡萄
[00:01:01.640 --> 00:01:07.480]  怎樣才能讓葡萄得到更多的果子
[00:01:07.480 --> 00:01:13.760]  約翰豐十五章這段經文是我們非常熟悉的
[00:01:13.760 --> 00:01:16.760]  耶穌在此宣說
[00:01:16.760 --> 00:01:18.760]  「我是葡萄樹」
[00:01:18.760 --> 00:01:23.760]  是約翰福音中七個宣說的最後一次
[00:01:23.760 --> 00:01:28.160]  主耶穌形容「我是真葡萄樹」
[00:01:28.160 --> 00:01:30.760]  我們作為上帝的兒女
[00:01:30.760 --> 00:01:33.560]  就是葡萄的孫子
[00:01:33.560 --> 00:01:36.560]  葡萄是怎樣種植的呢
[00:01:36.560 --> 00:01:39.160]  研究種植的專家
[00:01:39.160 --> 00:01:40.760]  很多都會認為
[00:01:40.760 --> 00:01:46.760]  葡萄園是所有農業項目當中最難打理的
[00:01:46.760 --> 00:01:50.160]  比起其他種植的農地
[00:01:50.160 --> 00:01:52.160]  葡萄栽種學
[00:01:52.160 --> 00:01:57.160]  是需要人付出更多的心思和努力
[00:01:57.160 --> 00:02:00.160]  耶穌卻是用這個比喻
[00:02:00.160 --> 00:02:03.760]  來說我們跟祂的關係
[00:02:03.760 --> 00:02:06.360]  今天我們要感恩的就是
[00:02:06.360 --> 00:02:09.760]  我們漢子葡萄是最難打理的
[00:02:09.760 --> 00:02:14.760]  然而我們的天父上帝就是我們的元兵
[00:02:14.760 --> 00:02:16.760]  十五章一節耶穌說
[00:02:16.760 --> 00:02:19.760]  「我父是栽培的人」
[00:02:19.760 --> 00:02:22.760]  祂是我們生命的柱
[00:02:22.760 --> 00:02:25.760]  今天願意透過這段經文
[00:02:25.760 --> 00:02:29.760]  跟大家分享以下三方面
[00:02:29.760 --> 00:02:34.760]  第一就是上帝修剪會多結果
[00:02:34.760 --> 00:02:39.760]  第二上在柱裡就得生命
[00:02:39.760 --> 00:02:47.760]  第三連結在柱裡就能作真門徒
[00:02:47.760 --> 00:02:51.760]  葡萄是一種藤本的植物
[00:02:51.760 --> 00:02:58.760]  葡萄其實不容易在家裡用盆栽種植
[00:02:58.760 --> 00:03:01.760]  我們參考舊約聖經記載
[00:03:01.760 --> 00:03:04.760]  他提到葡萄的種植
[00:03:04.760 --> 00:03:08.760]  通常都在葡萄園裡
[00:03:08.760 --> 00:03:11.760]  聖經常稱為葡萄樹
[00:03:11.760 --> 00:03:16.760]  但其實葡萄是藤不是樹
[00:03:16.760 --> 00:03:21.760]  葡萄的特色就是當它的果子聚集成一體
[00:03:21.760 --> 00:03:24.760]  就會很多很漂亮
[00:03:24.760 --> 00:03:26.760]  而且人們種葡萄的果子
[00:03:26.760 --> 00:03:30.760]  就能夠認得出它們是葡萄
[00:03:30.760 --> 00:03:33.760]  在二世紀書第十五章
[00:03:33.760 --> 00:03:35.760]  我們知道其實葡萄樹
[00:03:35.760 --> 00:03:39.760]  本身它不能夠取木作材
[00:03:39.760 --> 00:03:42.760]  也不能夠做木料
[00:03:42.760 --> 00:03:45.760]  但葡萄卻可以拿來食用
[00:03:45.760 --> 00:03:47.760]  美味可口
[00:03:47.760 --> 00:03:53.760]  甚至很多國家都會用葡萄釀成葡萄酒
[00:03:53.760 --> 00:03:56.760]  葡萄是怎樣種植的呢?
[00:03:56.760 --> 00:03:59.760]  原來一般葡萄在三月的時候
[00:03:59.760 --> 00:04:01.760]  會長出一些新的芽
[00:04:01.760 --> 00:04:05.760]  之後它會長出枝子
[00:04:05.760 --> 00:04:07.760]  種植葡萄的人
[00:04:07.760 --> 00:04:10.760]  在這個時候就要搭一隻枝架
[00:04:10.760 --> 00:04:15.760]  讓葡萄的枝子可以繼續攀爬成長
[00:04:15.760 --> 00:04:17.760]  但是太多的枝子
[00:04:17.760 --> 00:04:20.760]  又會擋住彼此之間的陽光
[00:04:20.760 --> 00:04:24.760]  以致減低干涸作用
[00:04:24.760 --> 00:04:25.760]  所以在這個時候
[00:04:25.760 --> 00:04:28.760]  會進行第一次的修剪
[00:04:28.760 --> 00:04:29.760]  修剪之後
[00:04:29.760 --> 00:04:34.760]  會用3至5斤的生命力最強的枝子
[00:04:34.760 --> 00:04:36.760]  到五月初期
[00:04:36.760 --> 00:04:39.760]  葡萄樹會繼續開花
[00:04:39.760 --> 00:04:40.760]  那個時候
[00:04:40.760 --> 00:04:45.760]  花朵又會開始與枝子彼此競爭養分
[00:04:45.760 --> 00:04:47.760]  所以種植的人
[00:04:47.760 --> 00:04:50.760]  就會進行剪花
[00:04:50.760 --> 00:04:52.760]  到五月中旬
[00:04:52.760 --> 00:04:54.760]  就會開始來到結果
[00:04:54.760 --> 00:04:56.760]  種植的人又會怎樣呢?
[00:04:56.760 --> 00:04:59.760]  就會繼續進行修剪
[00:04:59.760 --> 00:05:01.760]  使長大的果實
[00:05:01.760 --> 00:05:04.760]  可以有更好的品質
[00:05:04.760 --> 00:05:07.760]  而果子修成之後
[00:05:07.760 --> 00:05:08.760]  在十一月
[00:05:08.760 --> 00:05:14.760]  葡萄的枝子將會全部被剪掉
[00:05:14.760 --> 00:05:20.760]  等待來年再一次葡萄樹重新發芽
[00:05:20.760 --> 00:05:24.760]  一個擅長種植葡萄的農夫
[00:05:24.760 --> 00:05:27.760]  才能夠按時去做修剪
[00:05:27.760 --> 00:05:32.760]  才能夠種出最佳品質的葡萄
[00:05:32.760 --> 00:05:34.760]  第二節耶穌說
[00:05:34.760 --> 00:05:36.760]  「飯結果子」
[00:05:36.760 --> 00:05:38.760]  祂就修剪乾淨
[00:05:38.760 --> 00:05:42.760]  使枝子結果子更多
[00:05:42.760 --> 00:05:46.760]  若果任由枝子繼續自由的生長
[00:05:46.760 --> 00:05:49.760]  其實那些葡萄是不會夠甜的
[00:05:49.760 --> 00:05:51.760]  所以耶穌才說
[00:05:51.760 --> 00:05:53.760]  「飯熟我不結果子」
[00:05:53.760 --> 00:05:55.760]  祂就要修剪
[00:05:55.760 --> 00:05:56.760]  「飯結果子」的
[00:05:56.760 --> 00:05:58.760]  祂就會修剪乾淨
[00:05:58.760 --> 00:06:01.760]  以致枝子可以結更多
[00:06:01.760 --> 00:06:04.760]  所以要葡萄結更多的
[00:06:04.760 --> 00:06:05.760]  結果子
[00:06:05.760 --> 00:06:07.760]  而且要結出上好的葡萄
[00:06:07.760 --> 00:06:09.760]  即是甜的葡萄的時候
[00:06:09.760 --> 00:06:13.760]  枝子是必須經常去修剪
[00:06:13.760 --> 00:06:16.760]  那究竟一棵葡萄樹
[00:06:16.760 --> 00:06:19.760]  能夠結多少的果子呢?
[00:06:19.760 --> 00:06:21.760]  通常一棵葡萄樹
[00:06:21.760 --> 00:06:25.760]  能夠結出五十束葡萄
[00:06:25.760 --> 00:06:26.760]  而每一束葡萄
[00:06:26.760 --> 00:06:30.760]  能夠結出七十至八十粒葡萄
[00:06:30.760 --> 00:06:32.760]  當枝子連在樹上
[00:06:32.760 --> 00:06:36.760]  它就會吸取葡萄樹裡面的養分
[00:06:36.760 --> 00:06:39.760]  所以結葡萄是一件自然的事
[00:06:39.760 --> 00:06:41.760]  就好像當我們基督徒的生命
[00:06:41.760 --> 00:06:43.760]  連於著蘇基督
[00:06:43.760 --> 00:06:46.760]  我們得到滋潤得到餵養
[00:06:46.760 --> 00:06:49.760]  生命才能夠一直去成長
[00:06:49.760 --> 00:06:52.760]  所以結果只是成長過程裡面
[00:06:52.760 --> 00:06:55.760]  一件自然不過的事
[00:06:55.760 --> 00:06:58.760]  那究竟為什麼耶穌會用葡萄
[00:06:58.760 --> 00:07:00.760]  來做比喻呢?
[00:07:00.760 --> 00:07:04.760]  原來葡萄是屬於地中海一帶
[00:07:04.760 --> 00:07:07.760]  一種的盛產
[00:07:07.760 --> 00:07:10.760]  猶太人很喜歡用葡萄
[00:07:10.760 --> 00:07:15.760]  來表示上帝和人的關係
[00:07:15.760 --> 00:07:17.760]  如果我們參考
[00:07:17.760 --> 00:07:19.760]  耶穌在詩篇第八十篇
[00:07:19.760 --> 00:07:23.760]  以及以卓書第五章一至五節
[00:07:23.760 --> 00:07:27.760]  當中描述到以色列民作為選民
[00:07:27.760 --> 00:07:31.760]  乃是上帝所栽種的葡萄
[00:07:31.760 --> 00:07:35.760]  因此門徒對於葡萄的種植
[00:07:35.760 --> 00:07:37.760]  其實是不會陌生
[00:07:37.760 --> 00:07:39.760]  耶穌就地取材
[00:07:39.760 --> 00:07:43.760]  用葡萄帶出一個重要的真理
[00:07:43.760 --> 00:07:48.760]  凡樹結果只就可以認出他女
[00:07:48.760 --> 00:07:53.760]  有人說葡萄就像棕樹
[00:07:53.760 --> 00:07:57.760]  可以活到豐滿的年日
[00:07:57.760 --> 00:07:59.760]  葡萄就是這樣
[00:07:59.760 --> 00:08:04.760]  有人說葡萄結果只可以長達三百年
[00:08:04.760 --> 00:08:08.760]  一棵香柏樹當它被斬了之後
[00:08:08.760 --> 00:08:12.760]  它不一定能夠再生長出來
[00:08:12.760 --> 00:08:17.760]  但是葡萄是一種很特別的植物
[00:08:17.760 --> 00:08:21.760]  當它連上豐富滋潤的樹幹的時候
[00:08:21.760 --> 00:08:24.760]  它可以一直來去結果子
[00:08:24.760 --> 00:08:26.760]  雖然它一剪再剪
[00:08:26.760 --> 00:08:29.760]  但是枝子必定能夠從樹上
[00:08:29.760 --> 00:08:33.760]  再一次來生長出來
[00:08:33.760 --> 00:08:37.760]  所以葡萄結果子不是一次
[00:08:37.760 --> 00:08:43.760]  結葡萄是它的生活 結葡萄是它的生命
[00:08:43.760 --> 00:08:46.760]  在美國很多地方都有種植葡萄樹
[00:08:46.760 --> 00:08:48.760]  或者葡萄園
[00:08:48.760 --> 00:08:52.760]  特別在加州北部有一個地方叫酒城
[00:08:52.760 --> 00:08:54.760]  夏天你經過這個地方的時候
[00:08:54.760 --> 00:08:57.760]  你會看到葡萄樹的種植
[00:08:57.760 --> 00:09:01.760]  是非常翠綠茂盛
[00:09:01.760 --> 00:09:03.760]  果子結實纍纍
[00:09:03.760 --> 00:09:07.760]  在秋天的時候葡萄園是會更加美麗
[00:09:07.760 --> 00:09:12.760]  因為樹上那時候長出的葉子是酒紅色
[00:09:12.760 --> 00:09:14.760]  是金色
[00:09:14.760 --> 00:09:19.760]  剛才有提過葡萄有它種植的季節
[00:09:19.760 --> 00:09:25.760]  你知不知道什麼時候葡萄是最難看
[00:09:25.760 --> 00:09:28.760]  最醜陋呢
[00:09:28.760 --> 00:09:31.760]  原來是初春的時候
[00:09:31.760 --> 00:09:34.760]  當葉子全部脫落
[00:09:34.760 --> 00:09:37.760]  枝子被剪到七零八落的時候
[00:09:37.760 --> 00:09:44.760]  葡萄園只剩下一行一行乾凸凸的樹枝
[00:09:44.760 --> 00:09:46.760]  如果這一刻
[00:09:46.760 --> 00:09:48.760]  若果以葡萄園的種植
[00:09:48.760 --> 00:09:51.760]  來比喻我們生命的階段
[00:09:51.760 --> 00:09:57.760]  我們的生命現在正是在什麼時候呢
[00:09:57.760 --> 00:10:02.760]  是秋天指最美麗最金黃的時候
[00:10:02.760 --> 00:10:06.760]  還是初春乾凸凸的時間
[00:10:06.760 --> 00:10:11.760]  若果我們說現在只是初春的階段
[00:10:11.760 --> 00:10:13.760]  可能我們亦會去想
[00:10:13.760 --> 00:10:17.760]  現在看起來我的人生我的生命
[00:10:17.760 --> 00:10:19.760]  會不會在一個乾凸凸的階段
[00:10:19.760 --> 00:10:22.760]  或者感覺到有些迷失
[00:10:22.760 --> 00:10:24.760]  又或者可能我們會去想
[00:10:24.760 --> 00:10:28.760]  神究竟在我生命裡面在做什麼呢
[00:10:28.760 --> 00:10:32.760]  祂好像一直在修剪
[00:10:32.760 --> 00:10:38.760]  圓丁祂所看重的是什麼呢
[00:10:38.760 --> 00:10:39.760]  當祂種植的時候
[00:10:39.760 --> 00:10:42.760]  祂最看重的是什麼呢
[00:10:42.760 --> 00:10:46.760]  圓丁祂最看重的是枝子的生命
[00:10:46.760 --> 00:10:49.760]  是否能夠繼續生長
[00:10:49.760 --> 00:10:55.760]  而多於枝子是否舒適的狀況
[00:10:55.760 --> 00:10:57.760]  上帝有時容許一些
[00:10:57.760 --> 00:11:00.760]  可能不如預期的事情發生
[00:11:00.760 --> 00:11:03.760]  其實都是有祂的美意
[00:11:03.760 --> 00:11:06.760]  因為祂會藉著一些人際關係
[00:11:06.760 --> 00:11:09.760]  藉著不同的環境不同的事件
[00:11:09.760 --> 00:11:12.760]  祂為了達到一個目的
[00:11:12.760 --> 00:11:16.760]  就是要修剪我們的生命
[00:11:16.760 --> 00:11:21.760]  因為枝子有一個很重要的工作
[00:11:21.760 --> 00:11:24.760]  就是結果子
[00:11:24.760 --> 00:11:28.760]  葡萄枝子經過修剪之後
[00:11:28.760 --> 00:11:29.760]  剛才說了
[00:11:29.760 --> 00:11:34.760]  它是使它的枝子能夠結更多的果子
[00:11:34.760 --> 00:11:37.760]  在葡萄栽種學裡面
[00:11:37.760 --> 00:11:39.760]  最有趣的一部份就是
[00:11:39.760 --> 00:11:43.760]  原來葡萄樹的生命力是非常旺盛
[00:11:43.760 --> 00:11:47.760]  當它植株在輸水裡面的時候
[00:11:47.760 --> 00:11:50.760]  它的生長能力很強
[00:11:50.760 --> 00:11:53.760]  原來葡萄樹的枝子
[00:11:53.760 --> 00:11:55.760]  它是一些攀藤的植物
[00:11:55.760 --> 00:11:57.760]  當它一路伸展
[00:11:57.760 --> 00:12:00.760]  它吸取到足夠的養份和水份的時候
[00:12:00.760 --> 00:12:02.760]  它的生長的長度
[00:12:02.760 --> 00:12:04.760]  一路攀藤
[00:12:04.760 --> 00:12:06.760]  有些枝架幫助它的時候
[00:12:06.760 --> 00:12:09.760]  它可以生長到35到40公尺
[00:12:09.760 --> 00:12:13.760]  即是有10層樓那麼高
[00:12:13.760 --> 00:12:18.760]  覆蓋面積可以說是超過950平方公尺
[00:12:18.760 --> 00:12:24.760]  它是一種非常好的攀長遮蓋的植物
[00:12:24.760 --> 00:12:29.760]  但是葡萄的枝子存在的目的
[00:12:29.760 --> 00:12:32.760]  不是為了去借陰
[00:12:32.760 --> 00:12:36.760]  而是幫助能夠結果子
[00:12:36.760 --> 00:12:42.760]  但是偏偏枝子和果子是會競爭養份的
[00:12:42.760 --> 00:12:46.760]  而枝子總是在和枝子競爭養份
[00:12:46.760 --> 00:12:49.760]  和果子裡面
[00:12:49.760 --> 00:12:52.760]  它競爭養份的枝枝都是會贏那一方
[00:12:52.760 --> 00:12:54.760]  就是說它會爭到最多的養份
[00:12:54.760 --> 00:12:56.760]  所以它才會生長得很長
[00:12:56.760 --> 00:12:58.760]  攀藤得很高
[00:12:58.760 --> 00:13:01.760]  但是枝子越長的時候
[00:13:01.760 --> 00:13:04.760]  它是越不能夠結果子
[00:13:04.760 --> 00:13:07.760]  所以為了要結果子
[00:13:07.760 --> 00:13:10.760]  枝子就必須經常被修剪
[00:13:10.760 --> 00:13:15.760]  才有足夠的養份能夠流向果子裡面
[00:13:15.760 --> 00:13:18.760]  因此葡萄樹的間距
[00:13:18.760 --> 00:13:21.760]  葡萄樹與葡萄樹之間的間距
[00:13:21.760 --> 00:13:24.760]  不可以多過1.5公尺
[00:13:24.760 --> 00:13:29.760]  枝子之間也只能夠長3至4公尺
[00:13:29.760 --> 00:13:34.760]  所以其餘多出來的枝子就要去修剪
[00:13:34.760 --> 00:13:36.760]  枝子究竟什麼時候修剪呢?
[00:13:36.760 --> 00:13:39.760]  它修剪的時間就是看它的果子
[00:13:39.760 --> 00:13:43.760]  它的成熟度和它發育的情況
[00:13:43.760 --> 00:13:46.760]  所以看到耶穌以葡萄這個比喻
[00:13:46.760 --> 00:13:50.760]  來比喻我們與它的關係其實是很有意思
[00:13:50.760 --> 00:13:52.760]  我們就是枝子
[00:13:52.760 --> 00:13:55.760]  原來當我們自己的部分越多
[00:13:55.760 --> 00:13:59.760]  其實上帝很難在我們生命裡面去工作
[00:13:59.760 --> 00:14:03.760]  因此耶穌必須經常去修剪枝子
[00:14:03.760 --> 00:14:08.760]  就代表我們的生命必須經常去被更新
[00:14:08.760 --> 00:14:11.760]  我們必須經常被主來修剪
[00:14:11.760 --> 00:14:13.760]  我們必須放下自己的時候
[00:14:13.760 --> 00:14:15.760]  必須減少自己
[00:14:15.760 --> 00:14:18.760]  以致我們才能從主耶穌領受更多
[00:14:18.760 --> 00:14:21.760]  以致我們才能夠成為一個流通的管主
[00:14:21.760 --> 00:14:25.760]  去輸送養份
[00:14:25.760 --> 00:14:27.760]  成為輸送養份的枝子
[00:14:27.760 --> 00:14:32.760]  我們才能夠結出更多的果子
[00:14:32.760 --> 00:14:37.760]  枝子要經常被修剪才能夠結果子
[00:14:37.760 --> 00:14:42.760]  有時我們會很不明白
[00:14:42.760 --> 00:14:44.760]  我們很感覺
[00:14:44.760 --> 00:14:46.760]  在我們人生裡面
[00:14:46.760 --> 00:14:48.760]  我們可以想一想
[00:14:48.760 --> 00:14:51.760]  會不會有時我們會覺得
[00:14:51.760 --> 00:14:53.760]  在這個階段,在生命當中
[00:14:53.760 --> 00:14:56.760]  或許我覺得感覺我都在經歷一個高峰
[00:14:56.760 --> 00:14:59.760]  或許我現在都在為主做很多的事
[00:14:59.760 --> 00:15:01.760]  看來都頗有果效
[00:15:01.760 --> 00:15:04.760]  甚至很多人都會說
[00:15:04.760 --> 00:15:08.760]  我現在好像在為神做一些很偉大的事
[00:15:08.760 --> 00:15:10.760]  甚至我們自己都會想
[00:15:10.760 --> 00:15:15.760]  會不會這刻神要在我生命裡面成就大事呢
[00:15:15.760 --> 00:15:17.760]  我生命一直在成長
[00:15:17.760 --> 00:15:19.760]  在一個成熟的階段
[00:15:19.760 --> 00:15:24.760]  但是我們卻是突然被修剪
[00:15:24.760 --> 00:15:26.760]  我們有時會問
[00:15:26.760 --> 00:15:28.760]  神到底為什麼要這樣做呢
[00:15:28.760 --> 00:15:33.760]  好像我們被修剪的是一些最尾的枝條
[00:15:33.760 --> 00:15:36.760]  上面的葉子看來好像很茂盛
[00:15:36.760 --> 00:15:38.760]  為什麼我們會被修剪
[00:15:38.760 --> 00:15:43.760]  原來葡萄樹是需要大幅度的修剪
[00:15:43.760 --> 00:15:47.760]  才能夠持續地去結果子
[00:15:47.760 --> 00:15:50.760]  圓丁它會將葡萄樹上的
[00:15:50.760 --> 00:15:55.760]  90%至95%的枝子剪去
[00:15:55.760 --> 00:15:58.760]  被修剪的過程
[00:15:58.760 --> 00:16:02.760]  必定是一個不舒服的時候
[00:16:02.760 --> 00:16:06.760]  修剪甚至會帶來傷痛
[00:16:06.760 --> 00:16:09.760]  但是最弔詭的地方
[00:16:09.760 --> 00:16:12.760]  這個修剪和傷痛的背後
[00:16:12.760 --> 00:16:17.760]  它是帶著"結更多果子的應許"
[00:16:17.760 --> 00:16:21.760]  耶穌在第二節說"繁結果子的"
[00:16:21.760 --> 00:16:24.760]  祂會去修剪乾淨
[00:16:24.760 --> 00:16:28.760]  洗枝子結果子更多
[00:16:28.760 --> 00:16:32.760]  最近我在網上看到一段文字
[00:16:32.760 --> 00:16:34.760]  它的分享我覺得很有意思
[00:16:34.760 --> 00:16:36.760]  它這樣說
[00:16:36.760 --> 00:16:42.760]  中文的意思是說
[00:16:42.760 --> 00:16:45.760]  "在上帝的時間線中"
[00:16:45.760 --> 00:16:48.760]  "無論你走過的一切"
