
[00:00:00.000 --> 00:00:02.560]  各位早晨!主內平安!
[00:00:02.560 --> 00:00:07.840]  好像很久沒有在祖堂時段和大家分享上主的話語
[00:00:07.840 --> 00:00:10.480]  我們先有一個禱告
[00:00:10.480 --> 00:00:14.560]  我們的主,我們的神,我們來到您的跟前
[00:00:14.560 --> 00:00:16.960]  我們去恭敬的仰望您
[00:00:16.960 --> 00:00:19.800]  感謝您賜下寶貴的話語
[00:00:19.800 --> 00:00:22.120]  寶貴永恆的應許
[00:00:22.120 --> 00:00:24.600]  以我們找緊您的話語的啟示
[00:00:24.600 --> 00:00:27.960]  找緊您的應許,走順心走我們人生的路
[00:00:27.960 --> 00:00:31.240]  願聖靈親自當中,引領我們進入真理
[00:00:31.240 --> 00:00:34.120]  以致無論講的、聽的,都會蒙福
[00:00:34.120 --> 00:00:36.720]  聽我們的禱告,奉教我救主
[00:00:36.720 --> 00:00:39.720]  耶穌基督,寶貴聖名,我們一起去求
[00:00:39.720 --> 00:00:40.840]  阿們
[00:00:40.840 --> 00:00:44.920]  今晚和大家去思想一個很基本的課題
[00:00:44.920 --> 00:00:46.640]  甚麼是信心?
[00:00:46.640 --> 00:00:51.360]  在日常生活中,信心是指我們不知道
[00:00:51.360 --> 00:00:55.920]  你的信心對象會否滿足你的期望之前
[00:00:55.920 --> 00:00:57.680]  你就要付諸行動
[00:00:57.680 --> 00:01:01.920]  例如我們坐巴士去某個目的地
[00:01:01.920 --> 00:01:06.160]  要先憑信心付諸行動坐上巴士
[00:01:06.160 --> 00:01:09.680]  之後才知道結果是否真的去得到
[00:01:09.680 --> 00:01:12.720]  我們認識相關的資訊越多
[00:01:12.720 --> 00:01:15.880]  我們冒險的機會就越低
[00:01:15.880 --> 00:01:18.520]  有沒有上錯巴士就取決於
[00:01:18.520 --> 00:01:22.720]  第一,我們知不知道這架巴士是去哪
[00:01:22.720 --> 00:01:28.520]  第二,我知不知道自己要去哪
[00:01:28.520 --> 00:01:31.880]  我越清楚這架巴士行走的路線
[00:01:31.880 --> 00:01:34.080]  越清楚自己要去哪
[00:01:34.080 --> 00:01:39.320]  我失敗、失望的機會就越低
[00:01:39.320 --> 00:01:43.960]  在我們的信仰路上也有近似的情況
[00:01:43.960 --> 00:01:46.320]  在我們當中大部分的信徒
[00:01:46.320 --> 00:01:49.440]  我們相信神可以赦免我們的罪
[00:01:49.440 --> 00:01:53.600]  引導我們有生命的改變走正路
[00:01:53.600 --> 00:01:56.880]  但當我們面對雜雜實實的
[00:01:56.880 --> 00:01:59.560]  現實中很多挑戰的時候
[00:01:59.560 --> 00:02:01.520]  無論我們可能一起面對
[00:02:01.520 --> 00:02:04.280]  統一的、不容易的客觀環境
[00:02:04.280 --> 00:02:07.200]  或一些我們自己個別的難處
[00:02:07.200 --> 00:02:11.880]  我們會期盼信仰帶給我們出路
[00:02:11.880 --> 00:02:14.400]  我們知道神對我們有期盼
[00:02:14.400 --> 00:02:15.640]  不過虎心自問
[00:02:15.640 --> 00:02:19.240]  我們對神都有我們的期盼,是嗎?
[00:02:19.240 --> 00:02:21.360]  當神為我們預備的
[00:02:21.360 --> 00:02:25.520]  跟我們自己期盼得到的有落差的時候
[00:02:25.520 --> 00:02:28.720]  在所難免我們會失望、我們有掙扎
[00:02:28.720 --> 00:02:32.880]  這時候我們就要面對信心的功課
[00:02:32.880 --> 00:02:34.680]  怎樣去面對呢?
[00:02:34.680 --> 00:02:37.200]  就好像我們剛才坐巴士的比喻那樣
[00:02:37.200 --> 00:02:42.480]  第一,我知不知道這架巴士去哪
[00:02:42.480 --> 00:02:46.040]  弟兄姊妹,我們可否以有根有據
[00:02:46.040 --> 00:02:53.520]  有把握地知道基督信仰應許了甚麼給我們
[00:02:53.520 --> 00:03:00.760]  第二,我知不知道自己坐巴士要去哪
[00:03:00.760 --> 00:03:04.640]  弟兄姊妹,我們的心很想
[00:03:04.640 --> 00:03:08.080]  從基督信仰得到某一些東西
[00:03:08.080 --> 00:03:12.400]  但其實最重要的、最寶貴的
[00:03:12.400 --> 00:03:15.160]  我們要捉緊些甚麼?
[00:03:15.160 --> 00:03:17.440]  很想藉著今天學習的經文
[00:03:17.440 --> 00:03:20.440]  希伯來書十一章一至七節
[00:03:20.440 --> 00:03:22.840]  去調教我們的屬靈視野
[00:03:22.840 --> 00:03:27.560]  以致我們更有信心走一條聖性的路
[00:03:27.560 --> 00:03:29.440]  信仰的路
[00:03:29.440 --> 00:03:34.160]  我們先重溫少許我們的背景和上文
[00:03:34.160 --> 00:03:36.360]  希伯來書當時的信徒
[00:03:36.360 --> 00:03:38.880]  正面對因為跟從基督信仰
[00:03:38.880 --> 00:03:41.000]  受壓迫要付代價
[00:03:41.000 --> 00:03:43.360]  相對下當時猶太教
[00:03:43.360 --> 00:03:48.680]  已經是紮根,而且是官方允許的宗教
[00:03:48.680 --> 00:03:50.560]  所以如果淡化、隱藏
[00:03:50.560 --> 00:03:54.320]  甚至離棄基督信仰,回歸猶太教
[00:03:54.320 --> 00:03:57.080]  就可以舒服很多、平安很多
[00:03:57.080 --> 00:04:00.720]  這種想法會成為很大的試探
[00:04:00.720 --> 00:04:02.760]  在上文,作者就去警戒
[00:04:02.760 --> 00:04:05.480]  當時可能會背道的信徒
[00:04:05.480 --> 00:04:08.320]  六章十二節,你們不要懶
[00:04:08.320 --> 00:04:14.480]  要效法那些藉著信和忍耐、承受應許的人
[00:04:14.480 --> 00:04:16.360]  作者又去勸勉信徒
[00:04:16.360 --> 00:04:19.480]  要憑信心忍受苦難
[00:04:19.480 --> 00:04:22.720]  在十章三十九節
[00:04:22.720 --> 00:04:27.760]  我們卻不是退縮以致沉淪的那些人
[00:04:27.760 --> 00:04:32.480]  而是有信心以致得到生命的人
[00:04:32.480 --> 00:04:34.160]  來到今天的十一章
[00:04:34.160 --> 00:04:35.960]  作者延續這個主題
[00:04:35.960 --> 00:04:39.080]  去講述甚麼是信心
[00:04:39.080 --> 00:04:42.320]  我們簡單、很快地概括一下十一章
[00:04:42.320 --> 00:04:44.440]  一節、三節是一個序言
[00:04:44.440 --> 00:04:48.680]  作者去解釋信徒需要的是怎樣的信心
[00:04:48.680 --> 00:04:51.920]  信心的基礎是甚麼
[00:04:51.920 --> 00:04:55.120]  接著的第四節到四十節
[00:04:55.120 --> 00:04:56.680]  作者引用了舊約裡面
[00:04:56.680 --> 00:05:00.360]  很多憑信心仰望應許的例證
[00:05:00.360 --> 00:05:03.360]  列出一連串的信心見證人
[00:05:03.360 --> 00:05:06.280]  其中涵蓋的第四節、七節
[00:05:06.280 --> 00:05:08.520]  洪水之前的人
[00:05:08.520 --> 00:05:11.160]  八節、二節族長時期
[00:05:11.160 --> 00:05:12.800]  二十三節、三十一節
[00:05:12.800 --> 00:05:15.680]  摩西和捷克的那一代
[00:05:15.680 --> 00:05:19.360]  三十二節、四十節就是之後接觸的人
[00:05:19.360 --> 00:05:21.120]  這些信心的見證人
[00:05:21.120 --> 00:05:23.560]  在作出行動回應的時候
[00:05:23.560 --> 00:05:26.520]  仍然未得到神所應許的
[00:05:26.520 --> 00:05:30.800]  但他們仍然可以很專心地仰望
[00:05:30.800 --> 00:05:32.880]  今天我們會看一節到七節
[00:05:32.880 --> 00:05:36.120]  剛才說了一至三節是一個序言
[00:05:36.120 --> 00:05:40.040]  四至七節會描述三位洪水前的人物
[00:05:40.040 --> 00:05:42.880]  亞伯、以諾、羅亞
[00:05:42.880 --> 00:05:45.760]  我們思想他們怎樣用行動
[00:05:45.760 --> 00:05:49.040]  作出一個信心的回應
[00:05:49.040 --> 00:05:52.680]  我們先看序言一至三節
[00:05:52.680 --> 00:05:56.320]  第一節如果是我們很熟悉的經文
[00:05:56.320 --> 00:05:58.000]  但和合本就比較難明白
[00:05:58.000 --> 00:05:59.360]  和合本說甚麼
[00:05:59.360 --> 00:06:02.920]  信是所望之事的實底,甚麼是實底
[00:06:02.920 --> 00:06:03.920]  有點難明白
[00:06:03.920 --> 00:06:06.560]  果然和收本就容易明白多了
[00:06:06.560 --> 00:06:10.880]  信是對所盼望的事有把握
[00:06:10.880 --> 00:06:14.160]  對未見的事有確據
[00:06:14.160 --> 00:06:18.120]  這個我們容易明白多了
[00:06:18.120 --> 00:06:20.080]  把握是甚麼意思
[00:06:20.080 --> 00:06:23.720]  把握是指因為一些客觀的事實
[00:06:23.720 --> 00:06:27.360]  以致我很堅固的保障、保證
[00:06:27.360 --> 00:06:30.240]  作為一個信心的基礎
[00:06:30.240 --> 00:06:32.560]  要理解這節經文我們要問
[00:06:32.560 --> 00:06:36.880]  第一,我們究竟盼望著甚麼
[00:06:36.880 --> 00:06:40.920]  第二,我們的把握建基於甚麼
[00:06:40.920 --> 00:06:43.920]  再說一次,我們盼望著甚麼
[00:06:43.920 --> 00:06:47.200]  我們的把握建基於甚麼
[00:06:47.200 --> 00:06:49.920]  一節之下說對未見的事
[00:06:49.920 --> 00:06:54.960]  有一個肯定的確定,確據在那裏
[00:06:54.960 --> 00:06:57.840]  未見的事當然包括將來你發生
[00:06:57.840 --> 00:07:00.080]  盼望的事當然現在看不到
[00:07:00.080 --> 00:07:02.880]  不過不要忘記有一個很重要的元素
[00:07:02.880 --> 00:07:06.480]  包括其實現在已經真實存在
[00:07:06.480 --> 00:07:10.000]  不過我們現在眼睛看不見的是甚麼
[00:07:10.000 --> 00:07:14.560]  有些屬靈的世界、神的存在
[00:07:14.560 --> 00:07:18.440]  即是說我們信心建基於兩件事
[00:07:18.440 --> 00:07:22.320]  第一,我們盼望將來會發生的事
[00:07:22.320 --> 00:07:24.640]  這樣信也不難的
[00:07:24.640 --> 00:07:27.840]  將來才發生的就是盼望
[00:07:27.840 --> 00:07:29.560]  不過做第二關
[00:07:29.560 --> 00:07:33.880]  信心是建基於其實現在真實存在
[00:07:33.880 --> 00:07:37.000]  但我們現在眼睛看不見
[00:07:37.000 --> 00:07:39.200]  去信一些現在看不見的事
[00:07:39.200 --> 00:07:42.880]  驟眼聽來好像很冒險
[00:07:42.880 --> 00:07:45.360]  那為甚麼有把握呢
[00:07:45.360 --> 00:07:46.840]  在第三節
[00:07:46.840 --> 00:07:50.480]  作者就講述信心和神的創造
[00:07:50.480 --> 00:07:52.640]  這個關係去印證
[00:07:52.640 --> 00:07:54.080]  其實你知不知道
[00:07:54.080 --> 00:07:56.320]  你現在已經將信心
[00:07:56.320 --> 00:07:59.720]  建基於一些你看不見的事
[00:07:59.720 --> 00:08:00.800]  第三節
[00:08:00.800 --> 00:08:02.960]  因著信我們知道這個宇宙
[00:08:02.960 --> 00:08:05.160]  是藉神的話語造成
[00:08:05.160 --> 00:08:07.040]  這樣看得見的
[00:08:07.040 --> 00:08:10.440]  是從看不見的做出來
[00:08:10.440 --> 00:08:13.840]  當時希伯來書的讀者主要是猶太人
[00:08:13.840 --> 00:08:17.240]  就算他們對福音不是完全的接受也好
[00:08:17.240 --> 00:08:21.280]  他們仍然相信舊約聖經的權威
[00:08:21.280 --> 00:08:23.440]  在聖經主要是創世紀第一章
[00:08:23.440 --> 00:08:25.520]  告訴我們這個宇宙
[00:08:25.520 --> 00:08:29.160]  是神藉著他的話語去造成
[00:08:29.160 --> 00:08:30.880]  所以看見的宇宙
[00:08:30.880 --> 00:08:33.920]  就由看不見的做出來
[00:08:33.920 --> 00:08:35.960]  弘大的創造秩序
[00:08:35.960 --> 00:08:38.000]  見證了神的工作
[00:08:38.000 --> 00:08:41.640]  如果我們這樣去相信上帝的話
[00:08:41.640 --> 00:08:44.440]  其實就是對上帝的啟示
[00:08:44.440 --> 00:08:46.560]  上帝的大能大力
[00:08:46.560 --> 00:08:50.920]  作出了一個信心的回應
[00:08:50.920 --> 00:08:53.720]  上帝救贖計劃有著一個進程
[00:08:53.720 --> 00:08:56.680]  按著不同的年代去啟示
[00:08:56.680 --> 00:08:59.960]  去展現祂的應許
[00:08:59.960 --> 00:09:03.600]  計劃的人物要去掌握神應許的東西
[00:09:03.600 --> 00:09:05.240]  具體的內容是怎樣
[00:09:05.240 --> 00:09:09.240]  比我們今天所知道的可能沒那麼清楚
[00:09:09.240 --> 00:09:11.160]  去到希伯來書的讀者
[00:09:11.160 --> 00:09:12.640]  他們就已經知道
[00:09:12.640 --> 00:09:16.000]  神是藉著耶穌基督成就救恩
[00:09:16.000 --> 00:09:18.840]  所以在上文一至十章是見到
[00:09:18.840 --> 00:09:22.400]  多花了很多篇幅去論述基督
[00:09:22.400 --> 00:09:25.840]  去超越舊約啟示很多的身份
[00:09:25.840 --> 00:09:27.440]  基督超越天使
[00:09:27.440 --> 00:09:28.520]  超越摩西
[00:09:28.520 --> 00:09:30.720]  超越利美子孫的祭司
[00:09:30.720 --> 00:09:32.520]  超越律法裡面的祭祀
[00:09:32.520 --> 00:09:34.800]  恩約禮儀等等
[00:09:34.800 --> 00:09:37.440]  藉此去跟當時的猶太人
[00:09:37.440 --> 00:09:39.000]  去告訴他們
[00:09:39.000 --> 00:09:41.400]  神的救贖計劃一直展開
[00:09:41.400 --> 00:09:46.080]  引證耶穌基督就是舊約預表的彌賽亞
[00:09:46.080 --> 00:09:51.400]  這一切表明救贖歷史一直在開展中
[00:09:51.400 --> 00:09:54.360]  我們作為今天新約的信徒
[00:09:54.360 --> 00:09:58.040]  就更加可以更精準地研讀
[00:09:58.040 --> 00:10:01.160]  新舊兩約的聖經
[00:10:01.160 --> 00:10:03.960]  如果我們接受聖經的啟示
[00:10:03.960 --> 00:10:05.960]  哪怕我們現在看不見神
[00:10:05.960 --> 00:10:09.640]  看不見神將來應許要發生的事
[00:10:09.640 --> 00:10:12.960]  因為我們相信神接著去的話語
[00:10:12.960 --> 00:10:14.400]  創造這個世界
[00:10:14.400 --> 00:10:17.360]  我們對神在整本聖經裡面
[00:10:17.360 --> 00:10:18.880]  其他的應許
[00:10:18.880 --> 00:10:22.280]  我們同樣應該會有把握
[00:10:22.280 --> 00:10:25.280]  我為一至三節做個小小的總結
[00:10:25.280 --> 00:10:29.600]  所以不論年代信心的基礎
[00:10:29.600 --> 00:10:33.400]  我們所盼望的是神的應許
[00:10:33.400 --> 00:10:35.600]  雖然現在眼睛看不見
[00:10:35.600 --> 00:10:38.360]  我們仍然很有把握
[00:10:38.360 --> 00:10:39.240]  言下之意
[00:10:39.240 --> 00:10:42.120]  信心的對象是神自己
[00:10:42.120 --> 00:10:45.320]  只要我們按照聖經給我們的啟示
[00:10:45.320 --> 00:10:46.240]  應許
[00:10:46.240 --> 00:10:48.160]  按照這個命令去做
[00:10:48.160 --> 00:10:50.040]  這就是最有把握的
[00:10:50.040 --> 00:10:52.800]  憑信心行事
[00:10:52.800 --> 00:10:53.800]  所以有時候我們說
[00:10:53.800 --> 00:10:55.600]  一個信心的表現
[00:10:55.600 --> 00:10:57.840]  就不是像有些人認為
