
[00:00:00.000 --> 00:00:04.440]  我們會繼續看接受尼加前書一段的經文
[00:00:04.440 --> 00:00:11.240]  我相信是在我們今年看接受尼加前後書裏的一個總結
[00:00:11.240 --> 00:00:16.520]  兩星期前方牧師已經跟我們說要常常喜樂
[00:00:16.520 --> 00:00:20.280]  今天我們會說不住的抱告
[00:00:20.280 --> 00:00:21.800]  不知道大家有沒有留意
[00:00:21.800 --> 00:00:25.720]  有一個書法在我們教會貼了出來
[00:00:25.720 --> 00:00:28.320]  不知道大家有沒有經過看到
[00:00:28.320 --> 00:00:33.000]  我覺得很配合我們今年說接受尼加前後書的時候
[00:00:33.000 --> 00:00:36.640]  這張書法可以成為我們經過的時候
[00:00:36.640 --> 00:00:38.400]  都可以提醒我們
[00:00:38.400 --> 00:00:39.560]  常常喜樂
[00:00:39.560 --> 00:00:40.720]  不住的抱告
[00:00:40.720 --> 00:00:42.320]  凡事借因
[00:00:42.320 --> 00:00:43.560]  如果你不知道在哪裏
[00:00:43.560 --> 00:00:45.760]  你試試看走教會一個圈
[00:00:45.760 --> 00:00:47.640]  都應該很容易找到
[00:00:47.640 --> 00:00:50.800]  我邀請大家一起來讀我們今天的經文
[00:00:50.800 --> 00:00:51.560]  再讀
[00:00:51.560 --> 00:00:55.080]  讓這段經文可以成為你心裏面的金句
[00:00:55.080 --> 00:00:56.760]  可以幫助到你
[00:00:56.760 --> 00:00:59.280]  我們一起來讀完接受尼加前後書的五章
[00:00:59.280 --> 00:01:01.320]  前書的五章十六到十八節
[00:01:01.320 --> 00:01:02.840]  預備起
[00:01:02.840 --> 00:01:04.840]  要常常喜樂
[00:01:04.840 --> 00:01:06.680]  不住的抱告
[00:01:06.680 --> 00:01:08.640]  凡事借因
[00:01:08.640 --> 00:01:16.200]  因為這是神在基督耶穌女向你們所定的旨意
[00:01:16.200 --> 00:01:20.760]  是神在基督耶穌女向我們所定的旨意
[00:01:20.760 --> 00:01:22.840]  神的旨意是最好的
[00:01:22.840 --> 00:01:24.720]  神一定有祂最好的計劃
[00:01:24.720 --> 00:01:27.520]  亦是在神的掌管之下
[00:01:27.520 --> 00:01:30.840]  神會按時來去成就
[00:01:30.840 --> 00:01:33.040]  所以這段經文
[00:01:33.040 --> 00:01:35.160]  是提到喜樂的源頭
[00:01:35.160 --> 00:01:36.200]  上一次
[00:01:36.200 --> 00:01:38.960]  方牧師和我們都已經講解了
[00:01:38.960 --> 00:01:41.440]  喜樂的源頭是神
[00:01:41.440 --> 00:01:42.440]  禱告
[00:01:42.440 --> 00:01:46.120]  今天其中一個很重要的就是講禱告的對象
[00:01:46.120 --> 00:01:47.400]  是神
[00:01:47.400 --> 00:01:50.160]  我相信下次講到感恩的時候
[00:01:50.160 --> 00:01:53.400]  更加同樣是恩典的次語
[00:01:53.400 --> 00:01:54.880]  都是神
[00:01:54.880 --> 00:02:00.840]  我曾經在崇拜或神學教的課堂裡提到
[00:02:00.840 --> 00:02:04.360]  一個對我來說很重要的神學信念
[00:02:04.360 --> 00:02:06.360]  就是師臣掌管
[00:02:06.360 --> 00:02:08.840]  信神預備
[00:02:08.840 --> 00:02:11.840]  這也是在我們每一個基督徒的生活裡
[00:02:11.840 --> 00:02:16.320]  我盼望你都能夠多些經歷和體會
[00:02:16.320 --> 00:02:18.120]  今天主要講的是祈禱
[00:02:18.120 --> 00:02:19.120]  想問問大家
[00:02:19.120 --> 00:02:21.120]  你懂不懂祈禱呢?
[00:02:21.120 --> 00:02:25.440]  我相信大家的答案應該都懂得
[00:02:25.440 --> 00:02:27.840]  至少大家都有祈禱
[00:02:27.840 --> 00:02:30.120]  我相信你個人的祈禱
[00:02:30.120 --> 00:02:32.120]  你自己回來教會聚會的祈禱
[00:02:32.120 --> 00:02:35.120]  但你覺得祈禱容易嗎?
[00:02:35.120 --> 00:02:39.120]  有人可能說是容易的
[00:02:39.120 --> 00:02:41.120]  但有時候覺得也不容易
[00:02:41.120 --> 00:02:43.480]  尤其我會問一下弟兄姊妹
[00:02:43.480 --> 00:02:44.560]  靈修的生活
[00:02:44.560 --> 00:02:46.840]  靈修生活裡通常都有讀經
[00:02:46.840 --> 00:02:47.840]  有祈禱
[00:02:47.840 --> 00:02:48.840]  有唱詩歌
[00:02:48.840 --> 00:02:50.440]  有其他的內容
[00:02:50.440 --> 00:02:53.440]  很多時候我們都會聽到
[00:02:53.440 --> 00:02:56.440]  牧師靈修的時候其實讀經比較難
[00:02:56.440 --> 00:02:57.440]  祈禱比較容易
[00:02:57.440 --> 00:02:58.920]  所以我比較多祈禱
[00:02:58.920 --> 00:02:59.920]  比較少讀經
[00:02:59.920 --> 00:03:02.920]  不知道你有沒有經歷過這些靈修生活
[00:03:02.920 --> 00:03:03.920]  所以相對來說
[00:03:03.920 --> 00:03:07.920]  有時候祈禱也算是比較容易
[00:03:07.920 --> 00:03:09.920]  尤其相對讀經
[00:03:09.920 --> 00:03:13.920]  但我相信當你成為基督徒之後
[00:03:13.920 --> 00:03:16.920]  你祈禱應該有不少的時間
[00:03:16.920 --> 00:03:18.440]  有不少的經歷
[00:03:18.440 --> 00:03:21.440]  但我覺得越祈禱越不容易
[00:03:21.440 --> 00:03:24.440]  最近有一次聚會
[00:03:24.440 --> 00:03:26.440]  我負責其中一個的祈禱環節
[00:03:26.440 --> 00:03:28.440]  聚會完之後
[00:03:28.440 --> 00:03:31.440]  有一個參加者來跟我說
[00:03:31.440 --> 00:03:34.440]  牧師我想對你剛才的祈禱有些意見分享一下
[00:03:34.440 --> 00:03:36.440]  我說也好的
[00:03:36.440 --> 00:03:37.440]  謝謝他
[00:03:37.440 --> 00:03:39.440]  所以其實原來也不容易
[00:03:39.440 --> 00:03:41.440]  有人對我的祈禱也有些意見
[00:03:41.440 --> 00:03:43.440]  我也有些少估計
[00:03:43.440 --> 00:03:48.440]  可能今天我說完這個祈禱的講道之後
[00:03:48.440 --> 00:03:51.440]  也會有些弟兄姊妹來給我一些意見
[00:03:51.440 --> 00:03:52.440]  我想也是一個好的
[00:03:52.440 --> 00:03:54.440]  我們一起去學習
[00:03:54.440 --> 00:03:56.440]  但我相信最重要的一個學習
[00:03:56.440 --> 00:03:58.440]  就是回到耶穌的面前
[00:03:58.440 --> 00:04:02.440]  我相信主耶穌在他的福音書裡
[00:04:02.440 --> 00:04:06.440]  讓我們看見有不少耶穌教導的祈禱
[00:04:06.440 --> 00:04:09.440]  所以我想今天用兩段耶穌的教導
[00:04:09.440 --> 00:04:14.440]  我們一起去多些學習祈禱
[00:04:14.440 --> 00:04:17.440]  《路加福音》的十一章和十八章
[00:04:17.440 --> 00:04:18.440]  這兩段經文比較長
[00:04:18.440 --> 00:04:21.440]  希望大家有時間可以回去慢慢看
[00:04:21.440 --> 00:04:24.440]  我很快地說一下重點
[00:04:24.440 --> 00:04:29.440]  第一章裡面其實一個重點是主禱文
[00:04:29.440 --> 00:04:32.440]  大家可能比較熟悉
[00:04:32.440 --> 00:04:36.440]  其實主禱文正正是耶穌教導這些門徒
[00:04:36.440 --> 00:04:39.440]  我們和禱告的對象
[00:04:39.440 --> 00:04:40.440]  神
[00:04:40.440 --> 00:04:43.440]  我們和祂之間的關係
[00:04:43.440 --> 00:04:47.440]  這是耶穌在主禱文其中兩個重要的教導
[00:04:47.440 --> 00:04:48.440]  第一句是說到
[00:04:48.440 --> 00:04:51.440]  我們禱告的對象這位神是王
[00:04:51.440 --> 00:04:54.440]  所以祂的旨意就是聖旨
[00:04:54.440 --> 00:04:57.440]  我們作為人就應該去信服
[00:04:57.440 --> 00:05:00.440]  這是王和祂子民的關係
[00:05:00.440 --> 00:05:01.440]  我們到神的面前祈禱
[00:05:01.440 --> 00:05:07.440]  第二句是說到這位禱告的對象是我們的天父
[00:05:07.440 --> 00:05:09.440]  神是我們的天父
[00:05:09.440 --> 00:05:13.440]  祂完全知道祂兒女的需要
[00:05:13.440 --> 00:05:15.440]  我們最重要的是什麼呢?
