
[00:00:00.000 --> 00:00:02.440]  我們先低頭,我們祈禱
[00:00:02.440 --> 00:00:09.900]  主耶穌,願祢的靈降臨在我們當中
[00:00:09.900 --> 00:00:13.380]  願我們聽到的不是孩子的聲音
[00:00:13.380 --> 00:00:15.640]  而是祢自己的說話
[00:00:15.640 --> 00:00:20.520]  上帝求祢,使我們在聽祢的說話的時候
[00:00:20.520 --> 00:00:24.920]  我們真真正正能夠聽到而行到
[00:00:24.920 --> 00:00:27.160]  多謝祢,聽我們的禱告
[00:00:27.160 --> 00:00:29.880]  奉基督耶穌的名,阿們
[00:00:30.360 --> 00:00:34.280]  我們會看四章一至十一節
[00:00:34.280 --> 00:00:36.840]  今晚的講題是什麼呢?
[00:00:36.840 --> 00:00:39.200]  是「以道為本」
[00:00:39.200 --> 00:00:42.000]  大家對這段經文很熟悉
[00:00:42.000 --> 00:00:45.960]  講到耶穌祂去到曠野
[00:00:45.960 --> 00:00:52.600]  第一節說是被聖靈帶到曠野
[00:00:52.600 --> 00:00:54.920]  受魔鬼的試探
[00:00:54.920 --> 00:00:57.280]  受魔鬼的試探
[00:00:57.280 --> 00:01:00.360]  禁食了四十晝夜
[00:01:00.360 --> 00:01:02.560]  很餓
[00:01:02.560 --> 00:01:05.160]  這是背景
[00:01:05.160 --> 00:01:11.880]  有人說馬太福音其實很像摩西五經的結構
[00:01:11.880 --> 00:01:15.080]  而這裡就有些類似
[00:01:15.080 --> 00:01:16.680]  是講到摩西
[00:01:16.680 --> 00:01:21.120]  他要帶以色列人出埃及之前
[00:01:21.120 --> 00:01:23.160]  他先去到曠野
[00:01:23.160 --> 00:01:28.440]  受一連串的裝備或者是試探試煉等等
[00:01:28.440 --> 00:01:29.880]  無論怎樣也好
[00:01:29.880 --> 00:01:31.520]  主耶穌在這裡
[00:01:31.520 --> 00:01:35.400]  祂說聖靈帶他去到曠野
[00:01:35.400 --> 00:01:39.200]  好像目的是要接受一些試探
[00:01:39.200 --> 00:01:46.000]  試探本身有一個叫試煉、磨煉、考驗的意思
[00:01:46.000 --> 00:01:49.800]  我們不知道究竟為什麼會這樣
[00:01:49.800 --> 00:01:52.920]  但是我們可以很肯定的說
[00:01:52.920 --> 00:01:56.000]  當耶穌出來傳道之前
[00:01:56.000 --> 00:01:56.960]  祂在曠野
[00:01:56.960 --> 00:02:00.960]  大家看看是禁食四十晝夜
[00:02:00.960 --> 00:02:03.200]  就是說祂在曠野裡面
[00:02:03.200 --> 00:02:04.680]  是跟上帝
[00:02:04.680 --> 00:02:08.200]  通常禁食一定是包含禱告的
[00:02:08.200 --> 00:02:12.320]  跟上帝有一個很親近的時候
[00:02:12.320 --> 00:02:14.240]  大定姐妹大家看那個經文
[00:02:14.240 --> 00:02:16.320]  你看到耶穌做什麼
[00:02:16.320 --> 00:02:18.000]  餓啊
[00:02:18.000 --> 00:02:19.800]  四十晝夜不吃東西
[00:02:19.800 --> 00:02:22.120]  你有沒有試過四十晝夜不吃東西
[00:02:22.120 --> 00:02:25.800]  我想不是餓,我想是死了
[00:02:25.800 --> 00:02:26.800]  是不是
[00:02:26.800 --> 00:02:29.720]  我自己現在就不行了
[00:02:29.720 --> 00:02:32.600]  現在一餐不吃都搞不定
[00:02:32.600 --> 00:02:36.280]  耶穌在裡面四十晝夜不吃東西
[00:02:36.280 --> 00:02:39.160]  不過我最近也試過
[00:02:39.160 --> 00:02:40.880]  某些事
[00:02:40.880 --> 00:02:45.160]  跟肢體有一個禁食的操練在裡面
[00:02:45.160 --> 00:02:50.040]  在裡面也幫助肢體明白什麼叫禁食
[00:02:50.040 --> 00:02:53.200]  就發覺禁食的禱告裡面
[00:02:53.200 --> 00:02:56.000]  是跟上帝很親近
[00:02:56.000 --> 00:02:59.760]  但是那時候耶穌祂的身體狀況
[00:02:59.760 --> 00:03:00.960]  是什麼
[00:03:00.960 --> 00:03:02.320]  很餓啊
[00:03:02.320 --> 00:03:04.360]  於是那個魔鬼
[00:03:04.360 --> 00:03:05.920]  斯丹人的就來
[00:03:05.920 --> 00:03:07.240]  這個是魔鬼
[00:03:07.240 --> 00:03:09.680]  大家看看魔鬼怎麼說
[00:03:09.680 --> 00:03:10.520]  我們一起讀
[00:03:10.520 --> 00:03:11.760]  李若是
[00:03:11.760 --> 00:03:18.920]  1,2,3
[00:03:18.920 --> 00:03:21.520]  變成食物
[00:03:21.520 --> 00:03:23.440]  你如果是神的兒子
[00:03:23.440 --> 00:03:27.760]  可以吩咐這些石頭變成食物
[00:03:27.760 --> 00:03:31.040]  在這裡說的是什麼呢
[00:03:31.040 --> 00:03:32.120]  魔鬼他來到說
[00:03:32.120 --> 00:03:34.840]  你如果是神的兒子
[00:03:34.840 --> 00:03:37.320]  吩咐這個石頭變成食物
[00:03:37.320 --> 00:03:39.120]  好像是在質疑
[00:03:39.120 --> 00:03:40.880]  你是不是神的兒子
[00:03:40.880 --> 00:03:42.240]  你是你就變了
[00:03:42.240 --> 00:03:43.880]  不是你就不用變了
[00:03:43.880 --> 00:03:46.080]  其實這裡未必一定是質疑的
[00:03:46.080 --> 00:03:50.360]  這裡魔鬼更可能是一個提醒他
[00:03:50.360 --> 00:03:51.400]  耶穌啊
[00:03:51.400 --> 00:03:53.040]  你肚餓了
[00:03:53.040 --> 00:03:54.120]  肚餓了
[00:03:54.120 --> 00:03:57.520]  你忘記你是神的兒子的身份了
[00:03:57.520 --> 00:04:02.520]  你可以將這個石頭變成食物
[00:04:02.520 --> 00:04:06.360]  突然之間這個試探有什麼問題呢
[00:04:06.360 --> 00:04:07.920]  究竟有什麼情況
[00:04:07.920 --> 00:04:11.880]  耶穌為什麼不可以聽他說呢
[00:04:11.880 --> 00:04:14.200]  你想不想得起來呢
[00:04:14.200 --> 00:04:15.840]  創世紀
[00:04:15.840 --> 00:04:17.400]  創世紀的時候
[00:04:17.400 --> 00:04:20.480]  夏娃看著那棵樹
[00:04:20.480 --> 00:04:21.360]  她說什麼
[00:04:21.360 --> 00:04:23.200]  樹上的果子
[00:04:23.200 --> 00:04:24.640]  越人的眼目
[00:04:24.640 --> 00:04:26.120]  下一句是什麼
[00:04:26.120 --> 00:04:30.240]  好作食物
[00:04:30.240 --> 00:04:33.520]  這個肚餓而吃東西
[00:04:33.520 --> 00:04:37.160]  是人基本的慾望的需求
[00:04:37.160 --> 00:04:40.160]  這個慾望是正常的慾望
[00:04:40.160 --> 00:04:43.120]  是人正常的需要
[00:04:43.120 --> 00:04:46.560]  但是問題是
[00:04:46.560 --> 00:04:48.040]  旁邊那些是石頭
[00:04:48.040 --> 00:04:50.120]  旁邊那些不是餅
[00:04:50.120 --> 00:04:51.920]  而魔鬼說
[00:04:51.920 --> 00:04:54.200]  如果你是神的兒子
[00:04:54.200 --> 00:04:54.720]  喂
[00:04:54.720 --> 00:04:56.520]  你是神的兒子
[00:04:56.520 --> 00:04:58.680]  你可以用你的能力
[00:04:58.680 --> 00:05:01.040]  來將這些周圍的東西
[00:05:01.040 --> 00:05:02.680]  變成食物
[00:05:02.680 --> 00:05:05.240]  滿足你的慾望
[00:05:05.240 --> 00:05:06.200]  頂姐妹
[00:05:06.200 --> 00:05:07.960]  開始聽聽到底
[00:05:07.960 --> 00:05:10.040]  如果大家再這樣聽我說
[00:05:10.040 --> 00:05:13.200]  我猜開始明白我在說什麼
[00:05:13.200 --> 00:05:14.720]  有很多人呢
[00:05:14.720 --> 00:05:17.400]  他
[00:05:17.400 --> 00:05:21.400]  有一些慾望
[00:05:21.400 --> 00:05:23.800]  他要怎樣達到他的慾望呢
[00:05:23.800 --> 00:05:25.280]  他達到他的慾望
[00:05:25.280 --> 00:05:27.520]  就是用他一些的影響力
[00:05:27.520 --> 00:05:29.280]  用他一些的勢力
[00:05:29.280 --> 00:05:30.760]  用他一些的
[00:05:30.760 --> 00:05:32.680]  本來能夠做到的
[00:05:32.680 --> 00:05:35.800]  將一些不屬於他的東西
[00:05:35.800 --> 00:05:38.360]  本來不是屬於他的份
[00:05:38.360 --> 00:05:40.040]  但是他用他的勢力
[00:05:40.040 --> 00:05:41.440]  用他的能力
[00:05:41.440 --> 00:05:43.120]  或者用他的影響
[00:05:43.120 --> 00:05:43.960]  金錢
[00:05:43.960 --> 00:05:45.520]  什麼都好
[00:05:45.520 --> 00:05:47.320]  將旁邊的東西
[00:05:47.320 --> 00:05:48.680]  來改變
[00:05:48.680 --> 00:05:50.000]  以致
[00:05:50.000 --> 00:05:51.640]  令到他的慾望
[00:05:51.640 --> 00:05:54.000]  能夠滿足
[00:05:54.000 --> 00:05:56.440]  是很可怕的一件事
[00:05:56.440 --> 00:05:57.960]  是很可怕的
[00:05:57.960 --> 00:05:59.080]  大家有沒有聽新聞呢
[00:05:59.080 --> 00:06:01.120]  聽見很多
[00:06:01.120 --> 00:06:03.040]  譬如說特別有一些
[00:06:03.040 --> 00:06:06.440]  內地的發展商等等
[00:06:06.440 --> 00:06:07.880]  他的慾望可能是
[00:06:07.880 --> 00:06:09.760]  要拿走那些地
[00:06:09.760 --> 00:06:10.840]  賠錢又賠不足
[00:06:10.840 --> 00:06:12.760]  以致他能夠
[00:06:12.760 --> 00:06:13.480]  蓋房子
[00:06:13.480 --> 00:06:15.960]  用來賺到更多的錢等等
[00:06:15.960 --> 00:06:17.400]  以致用他們的影響力
[00:06:17.400 --> 00:06:18.600]  用他們的勢力
[00:06:18.600 --> 00:06:21.000]  來改變很多的事實
[00:06:21.000 --> 00:06:23.320]  我自己認識一個朋友
[00:06:23.320 --> 00:06:25.400]  是我親自認識的
[00:06:25.400 --> 00:06:27.360]  一個內地的朋友
[00:06:27.360 --> 00:06:30.080]  他那條村呢
[00:06:30.080 --> 00:06:31.480]  發展商要收
[00:06:31.480 --> 00:06:36.000]  但是給一個很低很低很低很低很低的價
[00:06:36.000 --> 00:06:37.880]  是低到你簡直是
[00:06:37.880 --> 00:06:39.560]  沒辦法想像
[00:06:39.560 --> 00:06:40.520]  當然
[00:06:40.520 --> 00:06:41.840]  我的朋友
[00:06:41.840 --> 00:06:43.440]  和那些村民
[00:06:43.440 --> 00:06:44.640]  站出來就說
[00:06:44.640 --> 00:06:46.000]  不行沒辦法
[00:06:46.000 --> 00:06:47.160]  你這樣我
[00:06:47.160 --> 00:06:49.880]  怎麼能夠生活呢
[00:06:49.880 --> 00:06:51.640]  後來發生什麼事
[00:06:51.640 --> 00:06:53.360]  發生的就是突然間有
[00:06:53.360 --> 00:06:55.280]  6個卡車
[00:06:55.280 --> 00:06:56.920]  新聞開始又出來了
[00:06:56.920 --> 00:07:00.200]  大家很熟悉這個事件
[00:07:00.200 --> 00:07:01.440]  6個卡車
[00:07:01.440 --> 00:07:03.880]  下了很多大汗
[00:07:03.880 --> 00:07:04.920]  抓了我的朋友
[00:07:04.920 --> 00:07:05.960]  是一個女孩子
[00:07:05.960 --> 00:07:07.440]  一個女性
[00:07:07.440 --> 00:07:09.000]  一個女人
[00:07:09.000 --> 00:07:12.400]  她結了婚有個很小的小孩子
[00:07:12.400 --> 00:07:14.160]  抓了她來
[00:07:14.160 --> 00:07:17.600]  就用鐵枝強行打她的頭
[00:07:17.600 --> 00:07:19.680]  打到她的頭腦震盪
[00:07:19.680 --> 00:07:21.680]  然後就
[00:07:21.680 --> 00:07:25.120]  很多的村民都被打
[00:07:25.120 --> 00:07:26.760]  突然之間
[00:07:26.760 --> 00:07:28.360]  石頭本身
[00:07:28.360 --> 00:07:29.480]  在這個情況
[00:07:29.480 --> 00:07:30.840]  在曠野裡面
