
[00:00:00.000 --> 00:00:06.080]  好,今天我的講題叫做「我雖渺小,你卻偉大」
[00:00:06.080 --> 00:00:11.280]  詩篇第八篇,我相信大家可能都不陌生
[00:00:11.280 --> 00:00:14.400]  有些信耶穌的人,又或者去過教會的人
[00:00:14.400 --> 00:00:18.960]  常常都有一些詩歌都可能圍繞這些話題
[00:00:18.960 --> 00:00:24.960]  我感謝上帝,因為看到小俠經歷了很多人生高低起跌
[00:00:24.960 --> 00:00:29.160]  剛才提到他這幾年的事
[00:00:29.160 --> 00:00:31.520]  今早我又碰到他一個學生
[00:00:31.520 --> 00:00:35.720]  二年級的時候他做過他的班主任,在等他
[00:00:35.720 --> 00:00:39.600]  神就是這樣一路帶著他的學生成長
[00:00:39.600 --> 00:00:43.480]  大衛也是這樣,詩篇第八篇作者是大衛
[00:00:43.480 --> 00:00:48.880]  他經歷了很多人生高低起跌,甚至大禍臨頭
[00:00:48.880 --> 00:00:53.600]  也有殺身之禍,很危險很危險的事
[00:00:53.600 --> 00:01:00.640]  但他寫了詩篇去讚美上帝,講到這個世界這個宇宙的偉大
[00:01:00.640 --> 00:01:03.320]  人就是萬物之靈
[00:01:03.320 --> 00:01:05.720]  我想問一下大家,你們知不知道
[00:01:05.720 --> 00:01:10.400]  我們和猴子的DNA差異差多少?
[00:01:10.400 --> 00:01:15.320]  大家有沒有想過差多少呢?其實差很少
[00:01:15.320 --> 00:01:22.920]  原來猴子的DNA差不多90%和人類差不多
[00:01:22.920 --> 00:01:25.880]  最像人類的是什麼呢?
[00:01:25.880 --> 00:01:31.080]  就是黑猩猩,有99%相似
[00:01:31.080 --> 00:01:35.000]  但是人和猴子就真的很不同
[00:01:35.000 --> 00:01:37.560]  際遇也不同,你有衣服穿,我有衣服穿
[00:01:37.560 --> 00:01:38.880]  還可以扮漂亮的
[00:01:38.880 --> 00:01:43.240]  但他們就全身都是毛,會四處跑
[00:01:43.240 --> 00:01:45.240]  你很難去理解的
[00:01:45.240 --> 00:01:48.400]  人類為什麼會和猴子不同呢?
[00:01:48.400 --> 00:01:52.960]  為什麼我們不是一隻動物呢?
[00:01:52.960 --> 00:01:56.040]  大家一路去講猴子的時候,你又要想一下
[00:01:56.040 --> 00:01:59.000]  其實一隻牛,我們知不知道一隻牛
[00:01:59.000 --> 00:02:01.160]  經常做事很艱難,很辛苦的
[00:02:01.160 --> 00:02:07.440]  捱女孩子做牛做馬,我們是不是?
[00:02:07.440 --> 00:02:12.880]  細伯捱了幾十年,兒女都會擔心到流眼淚
[00:02:12.880 --> 00:02:16.040]  他做牛做馬就做到底了,是不是?
[00:02:16.040 --> 00:02:19.880]  兒女哭也不哭,緊張也不緊張
[00:02:19.880 --> 00:02:23.760]  他很冷靜,又不是不愛他,表達是很冷靜的
[00:02:23.760 --> 00:02:27.520]  但是我見到小俠和家人一路講到
[00:02:27.520 --> 00:02:31.920]  那些歷程,像坐過山車一樣
[00:02:31.920 --> 00:02:34.800]  高低起跌,爸爸跌,他們就很傷心
[00:02:34.800 --> 00:02:37.760]  爸爸起,他們又很開心,是不是?
[00:02:37.760 --> 00:02:41.600]  講到三次危殆
[00:02:41.600 --> 00:02:45.520]  很老實,因為疫情,經常不能探望
[00:02:45.520 --> 00:02:48.440]  進了醫院,老人家現在是最怕進醫院的
[00:02:48.440 --> 00:02:51.360]  進了醫院就等於不能出院
[00:02:51.360 --> 00:02:55.120]  還有家人就斷絕了
[00:02:55.120 --> 00:03:01.680]  所以他能夠三次去到,都能夠死而復生
[00:03:01.680 --> 00:03:05.840]  正所謂能夠渡過危險時期是很難得的
[00:03:05.840 --> 00:03:14.240]  現在醫院的衛生指數和界定一個人的病情都很準確
[00:03:14.240 --> 00:03:19.680]  很多時候危殆,我們都盡量趕到他去關心家庭
[00:03:19.680 --> 00:03:24.000]  很多時候通知得這樣,一般都真的很難搞
[00:03:24.000 --> 00:03:28.520]  他三次,所以你就要明白,為什麼小俠一定要講絕症
[00:03:28.520 --> 00:03:30.640]  一定要將榮耀歸回給上帝
[00:03:30.640 --> 00:03:33.880]  因為這位上帝是掌管生命的主
[00:03:33.880 --> 00:03:36.880]  剛才我提到,我們和猴子差不多
[00:03:36.880 --> 00:03:42.400]  和牛差不多,牛的DNA都不是差很多的
[00:03:42.400 --> 00:03:45.320]  都是八九十的,大家就明白了
[00:03:45.320 --> 00:03:50.440]  其實我們不是比那些動物厲害很多
[00:03:50.440 --> 00:03:56.440]  不過我們和動物是很不同的
[00:03:56.440 --> 00:04:04.760]  我們似乎有一些動物不同和有的很特別的地方
[00:04:04.760 --> 00:04:07.000]  是令人很震撼的
[00:04:07.000 --> 00:04:09.880]  有個哲學家叫康德他曾經這樣說
[00:04:09.880 --> 00:04:14.680]  他說有兩件事是超越了我們思考的
[00:04:14.680 --> 00:04:17.760]  就是令我們不能夠不去敬畏上帝
[00:04:17.760 --> 00:04:21.560]  他說是什麼呢?頭上的星空、宇宙
[00:04:21.560 --> 00:04:23.880]  當我們看到天體、宇宙的時候
[00:04:23.880 --> 00:04:29.760]  還有第二件事就是我們心裏面的道德準則
[00:04:29.760 --> 00:04:32.760]  是人類才有這些道德準則的
[00:04:32.760 --> 00:04:36.240]  才會有公義、有和平、有愛
[00:04:36.240 --> 00:04:39.480]  或者有些判斷,或者有創造的能力
[00:04:39.480 --> 00:04:42.280]  是不同的,你見不到動物有的
[00:04:42.280 --> 00:04:45.200]  你有沒有見過動物有法庭呢?不會的
[00:04:45.200 --> 00:04:47.240]  我們這裏就有了
[00:04:47.240 --> 00:04:52.640]  你不會見到牠會難過、牠會憂慮、牠會恐懼
[00:04:52.640 --> 00:04:56.560]  上面的雀鳥都有上帝去養育
[00:04:56.560 --> 00:04:58.120]  是很不同的
[00:04:58.120 --> 00:05:02.880]  我們會覺得我們舉頭三尺有神明
[00:05:02.880 --> 00:05:05.280]  我最近上洗禮班,教洗禮班
[00:05:05.280 --> 00:05:09.920]  頂姐妹們順了主,一段時間栽培
[00:05:09.920 --> 00:05:11.760]  你們有沒有上那些初信班的?
[00:05:11.760 --> 00:05:16.480]  如果來得久,都可以上我們的福音班去探索信仰
[00:05:16.480 --> 00:05:23.760]  他就說,我最怕、最擔心就是去見那些遺體
[00:05:23.760 --> 00:05:26.080]  那些過世的,說一些小時候
[00:05:26.080 --> 00:05:28.120]  都不是小時候,是他們年輕了
[00:05:28.120 --> 00:05:31.160]  結了婚之後的一些回憶,送婚的時候的一些回憶
[00:05:31.160 --> 00:05:32.920]  是很恐懼的
[00:05:32.920 --> 00:05:35.360]  我們順了主,當我們去講的時候
[00:05:35.360 --> 00:05:38.240]  他都會有恐懼,可能他都會有不知道的地方
[00:05:38.240 --> 00:05:42.200]  人有一個神的宇宙觀在裏面
[00:05:42.200 --> 00:05:46.840]  是普通其他人、其他動物你見不到的
[00:05:46.840 --> 00:05:51.000]  你不會想著一隻狗怕夜晚出街的
[00:05:51.000 --> 00:05:51.920]  你明不明白?
[00:05:51.920 --> 00:05:54.560]  一隻貓夜晚走來走去,牠不會覺得害怕的
[00:05:54.560 --> 00:05:57.160]  是我們人才害怕的,去到半夜
[00:05:57.160 --> 00:06:00.560]  走出去靜悄悄,風吹著吹著
[00:06:00.560 --> 00:06:02.640]  幾塊樹在那裏飄著,地經過
[00:06:02.640 --> 00:06:04.320]  你會很害怕的,是吧?
[00:06:04.320 --> 00:06:08.440]  叫你行墳場,不用打指意了,是吧?
[00:06:08.440 --> 00:06:11.040]  人心裏面有一個神觀的
[00:06:11.040 --> 00:06:13.280]  而且正如康德所講
[00:06:13.280 --> 00:06:17.720]  你見到星空、見到宇宙、見到人的那種性情
[00:06:17.720 --> 00:06:19.920]  你就知道我們和普通的東西不同
[00:06:19.920 --> 00:06:22.640]  似乎有一位很獨特的創造主
[00:06:22.640 --> 00:06:26.080]  大家知不知道太空人上月球
[00:06:26.080 --> 00:06:28.320]  你知道上月球是幾十年的事
[00:06:28.320 --> 00:06:30.640]  上個世紀六十年代的事
[00:06:30.640 --> 00:06:34.000]  但當中有很多很多的人
[00:06:34.000 --> 00:06:38.160]  即是上月球的人、上太空的人
[00:06:38.160 --> 00:06:39.760]  信了耶穌
[00:06:39.760 --> 00:06:42.120]  還有一些去了傳教
[00:06:42.120 --> 00:06:44.680]  我不知道大家有沒有看過這些故事
[00:06:44.680 --> 00:06:47.720]  其實有很多的
[00:06:47.720 --> 00:06:49.280]  後來去了讀神學
[00:06:49.280 --> 00:06:51.600]  他們其實有一些回憶錄
[00:06:51.600 --> 00:06:53.480]  或者他們寫一些感受
[00:06:53.480 --> 00:07:00.960]  講及到為何一個科學人會信上帝
[00:07:00.960 --> 00:07:03.280]  或者感受到自己的一種渺小
[00:07:03.280 --> 00:07:05.840]  他們通常都會有一種情況
[00:07:05.840 --> 00:07:06.880]  就是上到去的時候
[00:07:06.880 --> 00:07:09.000]  覺得這麼浩瀚的宇宙裏面
[00:07:09.000 --> 00:07:11.800]  有時候我們看星空都覺得漂亮得不得了
[00:07:11.800 --> 00:07:13.920]  他上到月球,你想像一下
[00:07:13.920 --> 00:07:17.240]  然後他見到原來我們看到的月亮
[00:07:17.240 --> 00:07:18.840]  原來是這麼複雜的
[00:07:18.840 --> 00:07:22.320]  原來是這麼多沙都是很漂亮的
[00:07:22.320 --> 00:07:24.560]  回到地球,地球更漂亮
[00:07:24.560 --> 00:07:26.800]  不過地球很渺小
[00:07:26.800 --> 00:07:29.440]  好像一粒波子
[00:07:29.440 --> 00:07:31.840]  搖一搖都會彈走
[00:07:31.840 --> 00:07:36.120]  在一個無形無圈砌的宇宙裏面
[00:07:36.120 --> 00:07:39.200]  它會自動運行而不走出軌跡
[00:07:39.200 --> 00:07:40.800]  不會變成隕石
[00:07:40.800 --> 00:07:45.760]  還要有空氣、有水、有太陽、有山、有石
[00:07:45.760 --> 00:07:48.040]  你和我還可以坐在這裏
[00:07:48.040 --> 00:07:50.040]  還會懂得弄一張椅子
[00:07:50.040 --> 00:07:52.840]  你想像一下,是不是很奇妙的事
[00:07:52.840 --> 00:07:54.480]  然後你吃那些蔬菜
[00:07:54.480 --> 00:07:56.880]  就有太陽,令它生長
[00:07:56.880 --> 00:08:00.040]  少一點太陽,大一點風,那就很冷
[00:08:00.040 --> 00:08:01.920]  再多一點,我們就變成冰
[00:08:01.920 --> 00:08:03.760]  其實是很奧妙的
[00:08:03.760 --> 00:08:07.120]  他們所看到的地球都是這樣
[00:08:07.120 --> 00:08:09.640]  以致他們覺得原來人生很渺小
[00:08:09.640 --> 00:08:12.080]  他好像參與了在那個宇宙當中
[00:08:12.080 --> 00:08:13.640]  當他上到太空的時候
[00:08:13.640 --> 00:08:15.880]  所以他們不能夠否認
[00:08:15.880 --> 00:08:19.120]  有一位很有秩序的創造主在裏面
[00:08:19.120 --> 00:08:21.560]  還有看到自己的生命很渺小
[00:08:21.560 --> 00:08:24.600]  可能你已經開過氧氣罩,它就會死
[00:08:24.600 --> 00:08:27.960]  漂浮在太空之中,甚至會飛走
[00:08:27.960 --> 00:08:34.120]  你想像一下,他不能夠否認宇宙已經存在了
[00:08:34.120 --> 00:08:36.240]  自己就存在在宇宙當中
[00:08:36.240 --> 00:08:42.680]  有些人會經常問,究竟神是由誰創造的?
[00:08:42.680 --> 00:08:44.240]  你能夠明白嗎?
[00:08:44.240 --> 00:08:45.960]  但是它已經存在了
[00:08:45.960 --> 00:08:47.440]  你就應該積極去探索
[00:08:47.440 --> 00:08:51.560]  他們都是這樣,所以他們就轉了去讀神學
[00:08:51.560 --> 00:08:54.960]  還有去傳教
[00:08:54.960 --> 00:08:59.920]  起碼有十幾個去了讀神學
[00:08:59.920 --> 00:09:03.480]  有七十幾個去了做一些傳播
[00:09:03.480 --> 00:09:08.000]  一些福音、信息的一些人
[00:09:08.000 --> 00:09:11.280]  你就可以想像,其實你不要以為
[00:09:11.280 --> 00:09:15.000]  你越科學越知道得多,你就會不相信
[00:09:15.000 --> 00:09:20.040]  原來你越知道得多,你是沒辦法不相信的
[00:09:20.040 --> 00:09:23.360]  在宇宙裏面,我們好像一粒微塵
