
[00:00:00.000 --> 00:00:06.000]  在教穆書信裏面有一些主題經常出現
[00:00:06.000 --> 00:00:08.320]  其中一個主題就是敬虔
[00:00:08.320 --> 00:00:15.360]  保羅經常去提及他的題目或多提及
[00:00:15.360 --> 00:00:17.600]  都有關敬虔的事
[00:00:17.600 --> 00:00:25.120]  保羅要求我們作為主的信徒跟隨者
[00:00:25.120 --> 00:00:29.440]  那個品格有時候有一個很高的標準
[00:00:29.440 --> 00:00:35.600]  在這一堂我們就特別去提無可指責
[00:00:35.600 --> 00:00:37.520]  究竟是一回甚麼的事
[00:00:37.520 --> 00:00:43.520]  行事為人無可指責的實踐其實都有些難度
[00:00:43.520 --> 00:00:48.640]  因為這麼高的標準在我們現實生活裏面怎樣做
[00:00:48.640 --> 00:00:51.920]  其實除了這幾節經文之外
[00:00:51.920 --> 00:00:53.760]  如果大家翻開聖經
[00:00:53.760 --> 00:00:57.120]  如果你去看帖撒萊尼加前書
[00:00:57.120 --> 00:00:59.680]  第二章有講
[00:00:59.680 --> 00:01:03.040]  然後第五章有講
[00:01:03.040 --> 00:01:08.400]  提前的五章六至七節也有講
[00:01:08.400 --> 00:01:13.440]  菲律賓書的第二章十四至十五節也有提
[00:01:13.440 --> 00:01:17.920]  甚至在帖撒萊尼加前書的五章二十三節
[00:01:17.920 --> 00:01:23.200]  在祝福裏面也有提無可指責
[00:01:23.200 --> 00:01:30.800]  保羅首先用提摩泰前書的第六章開始
[00:01:30.800 --> 00:01:36.000]  在第六章六節「其實」
[00:01:36.000 --> 00:01:37.920]  他講其實是甚麼呢
[00:01:37.920 --> 00:01:40.880]  就是指向前面有一段
[00:01:40.880 --> 00:01:44.400]  就是有些假教導、假教師
[00:01:44.400 --> 00:01:47.840]  其實在他們的教導裏面
[00:01:47.840 --> 00:02:00.400]  不是真的想去教而是藉著他們的教導去賺錢
[00:02:00.400 --> 00:02:04.000]  所以如果我們看第六章的時間
[00:02:04.000 --> 00:02:08.480]  保羅提摩泰
[00:02:08.480 --> 00:02:12.400]  如果有人傳別的教而不符合我們主耶穌基督裏面
[00:02:12.400 --> 00:02:16.880]  純正的話語和合乎經權的教導
[00:02:16.880 --> 00:02:25.600]  然後他說他是自高自大、一無所知、專好爭辯、善於竊賤
[00:02:25.600 --> 00:02:30.960]  因而生出嫉妒、紛爭、毀謗、惡意的猜疑
[00:02:30.960 --> 00:02:38.560]  以及失去真理和心術不正的人不斷爭吵
[00:02:38.560 --> 00:02:45.120]  然後說以經權為得利的門路
[00:02:45.120 --> 00:02:48.960]  意思是說經權本身不是一個目標
[00:02:48.960 --> 00:02:53.680]  而是作為賺錢的一個途徑
[00:02:53.680 --> 00:02:58.560]  他講完一至五節,接著就講這裏
[00:02:58.560 --> 00:03:04.960]  其實經權加上知足就是大利
[00:03:04.960 --> 00:03:11.200]  在第七節就說我們沒有帶甚麼來又沒有帶甚麼去
[00:03:11.200 --> 00:03:15.280]  你們是不是這樣?
[00:03:15.280 --> 00:03:19.520]  你沒有帶甚麼來,你也不可以帶甚麼走
[00:03:19.520 --> 00:03:25.760]  在中世紀,有一個歐洲的皇帝
[00:03:25.760 --> 00:03:30.000]  他的棺材有兩個洞,伸了兩隻手出來
[00:03:30.000 --> 00:03:34.000]  被人看到「我死了,兩隻手沒有東西」
[00:03:34.000 --> 00:03:36.800]  意思是說我帶不到甚麼走
[00:03:36.800 --> 00:03:47.280]  我覺得頗特別,保羅其實是提醒提摩提
[00:03:47.280 --> 00:03:54.320]  在當時教會裏面的生活文化有很多處境
[00:03:54.320 --> 00:03:59.200]  甚至在教會裏面有些假教師、假師傅
[00:03:59.200 --> 00:04:08.800]  他用經權作為一個途徑去賺錢
[00:04:08.800 --> 00:04:13.920]  這個不是符合耶穌基督純正的話語的教導
[00:04:13.920 --> 00:04:19.360]  這裏講到那些假教師之前說他們是專號爭辯
[00:04:19.360 --> 00:04:26.960]  專號的意思是一種不健康的慾望,是病態
[00:04:26.960 --> 00:04:30.080]  喜歡爭辯,爭辯到病態地爭辯
[00:04:30.080 --> 00:04:37.360]  有時候我們看立法會的辯論也有些病態
[00:04:37.360 --> 00:04:40.160]  爭辯,為爭辯而爭辯
[00:04:40.160 --> 00:04:45.600]  而在這個過程,爭辯的過程就生出一些負面的情緒
[00:04:45.600 --> 00:04:49.440]  嫉妒、紛爭、毀謗、惡意、猜疑
[00:04:49.440 --> 00:04:51.120]  都是在講甚麼?
[00:04:51.120 --> 00:04:55.840]  破壞人與人之間的關係
[00:04:55.840 --> 00:05:02.240]  這些關係的破壞,有些時候甚至很難挽回
[00:05:02.240 --> 00:05:09.920]  所以來到第六節,其實敬虔加上知足的心就是大理
[00:05:09.920 --> 00:05:16.640]  基督徒為何要敬虔?我們為甚麼目的?
[00:05:16.640 --> 00:05:20.560]  講的是我們與神的關係
[00:05:20.560 --> 00:05:27.120]  敬虔有很多不同的方式去表達,對我來說甚麼是敬虔?
[00:05:27.120 --> 00:05:35.360]  讀經祈禱,禮拜三回祈禱會,我為你困難去禱告紀念
[00:05:35.360 --> 00:05:37.840]  這些是敬虔,因為弟兄姊妹的需要
[00:05:37.840 --> 00:05:42.800]  林牧師甚麼是敬虔?作為屬實的人
[00:05:42.800 --> 00:05:47.280]  如果我的服事是為神而作,這就是敬虔
[00:05:47.280 --> 00:05:52.480]  我就用行動去表達
[00:05:52.480 --> 00:05:57.760]  有個婆婆推車踩得很辛苦,我會幫她一起推
[00:05:57.760 --> 00:06:03.920]  你先開門,然後關上門,拉一拉看看後面有沒有人
[00:06:03.920 --> 00:06:08.400]  我這個動作是敬虔的,明不明?
[00:06:08.400 --> 00:06:14.960]  意思是後面有人跟著你,你又幫他拉一拉門
[00:06:14.960 --> 00:06:21.360]  在家裡我為了家庭的需要,他們的愛去牧養我家的時候
[00:06:21.360 --> 00:06:25.120]  我清潔廁所那一刻,我覺得我很敬虔
[00:06:25.120 --> 00:06:28.640]  你們是不是這樣?洗得乾乾淨淨
[00:06:28.640 --> 00:06:37.440]  不單是家裡兩個廁所,還有貓的廁所洗得乾乾淨淨
[00:06:37.440 --> 00:06:41.280]  你不要這樣,你不能夠帶一個動作是敬虔
[00:06:41.280 --> 00:06:46.560]  透過服事,不單是為你自己的需要,是為別人的需要
[00:06:46.560 --> 00:06:49.920]  這個服事是一種敬虔
[00:06:49.920 --> 00:06:53.960]  敬虔加上知足,就是大利
[00:06:53.960 --> 00:06:58.840]  但是你的敬虔的表達可能不一樣
[00:06:58.840 --> 00:07:05.240]  你要知道你的敬虔是在講你跟神的關係
[00:07:05.240 --> 00:07:10.960]  我們每個人的表達都不一樣,但是在講我們跟神的關係
[00:07:10.960 --> 00:07:15.360]  這個知足,就是大利
[00:07:15.360 --> 00:07:23.920]  頂姐妹,其實我們今天世界面對一個很大的挑戰
[00:07:23.920 --> 00:07:32.160]  當時有些人甚至用敬虔作為賺錢的方式的時候
[00:07:32.160 --> 00:07:35.360]  保羅提摩太,你不要這樣
[00:07:35.360 --> 00:07:41.240]  你不能夠帶什麼來到世上,你不能夠帶什麼走,第八節
[00:07:41.240 --> 00:07:45.480]  只要有衣有食就該知足
[00:07:45.480 --> 00:07:49.880]  有衣,其實這個衣就是遮蔽我們的身體
[00:07:49.880 --> 00:07:51.840]  那個意思不單止是遮蔽我們的身體
[00:07:51.840 --> 00:07:57.400]  有些時候是包括了我們家裡有瓦片
[00:07:57.400 --> 00:08:02.160]  也是對我們這個身體我們需要休息的時候一個遮蓋
[00:08:02.160 --> 00:08:11.520]  所以我們有衣服穿,有屋住,有東西吃,這樣就知足
[00:08:11.520 --> 00:08:13.480]  你是不是這樣?
[00:08:13.480 --> 00:08:19.680]  最近我發覺我的抽屜,抽屜裡衣服很滿,很多
[00:08:19.680 --> 00:08:22.480]  為什麼突然間這麼多呢?
[00:08:22.480 --> 00:08:25.440]  最近是拿出去洗衣服,自己洗衣服
[00:08:25.440 --> 00:08:29.760]  洗完以前那袋骯髒衣服就很快,很久才拿去洗
[00:08:29.760 --> 00:08:32.600]  現在很快,所以抽屜裡很滿
[00:08:32.600 --> 00:08:39.440]  有些時候不知不覺家裡的女人又幫我買衣服放在那裡
[00:08:39.440 --> 00:08:43.520]  其實我們男人很簡單,我不知道你是否這樣
[00:08:43.520 --> 00:08:46.400]  其實穿來穿去都是表面那幾件
[00:08:46.400 --> 00:08:49.240]  穿來穿去都是表面那幾件
[00:08:49.240 --> 00:08:51.800]  我們不會拆到底去穿,找些衣服穿
[00:08:51.800 --> 00:08:54.520]  師父就說,你穿來穿去都是那些
[00:08:54.520 --> 00:08:57.400]  最重要是這個人
[00:08:57.400 --> 00:09:01.000]  衣服都重要,這個人不重要,對不對?
[00:09:01.000 --> 00:09:05.080]  所以我都會穿衣服,也穿得起你
[00:09:05.080 --> 00:09:07.120]  但是夠不就行了
[00:09:07.120 --> 00:09:11.920]  所以在我慈典裡是沒有所謂換季
[00:09:11.920 --> 00:09:13.760]  姐妹不一樣的,對不對?
[00:09:13.760 --> 00:09:16.360]  又可以去血拼了,快要秋天了
[00:09:16.360 --> 00:09:21.720]  所以要去買,因為是很不一樣的心態
[00:09:21.720 --> 00:09:26.200]  但是對我們男士來說,起碼很大部分的男士都會是
[00:09:26.200 --> 00:09:28.320]  衣著是需要的
[00:09:28.320 --> 00:09:30.240]  但是我最想說的是
[00:09:30.240 --> 00:09:39.320]  今天你有衣著,有食物,有車頭,就應該知足
[00:09:39.320 --> 00:09:48.200]  看電視,有時候看一些電視新聞都令人覺得很惆悵
[00:09:48.200 --> 00:09:51.720]  旺角有個婆婆,那個叫瑞婆婆
[00:09:51.720 --> 00:09:57.800]  在報紙攤工作在那裡,睡覺也在那裡
[00:09:57.800 --> 00:10:01.840]  晚上休息在那裡,白天曬就擔著雨傘
[00:10:01.840 --> 00:10:04.720]  累了就用枕頭在那裡睡
[00:10:04.720 --> 00:10:10.240]  然後你買報紙不用給她,你放下錢,你可以拿報紙
[00:10:10.240 --> 00:10:14.520]  工作在那裡,食物在那裡,睡覺也在那裡
[00:10:14.520 --> 00:10:17.760]  但是前晚兩點多就被人打劫
[00:10:17.760 --> 00:10:21.400]  她隨身的那個袋子,一萬多元就沒有了
[00:10:21.400 --> 00:10:27.520]  原來不是第一次,之前三萬多元又被人打劫了
[00:10:27.520 --> 00:10:31.520]  那些人為了什麼?為了錢
[00:10:31.520 --> 00:10:35.400]  為什麼他們要那麼多錢?
[00:10:35.400 --> 00:10:39.960]  可能他們因著各種不同的原因
[00:10:39.960 --> 00:10:48.280]  原來今天的世界是金錢在香港成為一個社會的主導
[00:10:48.280 --> 00:10:53.080]  但是今天,原來我們基督徒正在面對的一個處境
[00:10:53.080 --> 00:11:00.040]  很多世界的基督徒都一樣,其中一樣就是物質主義
[00:11:00.040 --> 00:11:04.720]  我們要擁有那個物質,我們就要賺錢去買
[00:11:04.720 --> 00:11:08.760]  我們想擁有就要賺很多時間去賺錢去買
[00:11:08.760 --> 00:11:17.480]  又或者甚至用一些不法的途徑去賺更多的錢
[00:11:17.480 --> 00:11:20.560]  聖經這裡說,使人沉淪
