
[00:00:00.000 --> 00:00:04.000]  我哋一齊祈禱成為我哋今日嘅開始
[00:00:04.000 --> 00:00:08.000]  天父上帝我哋獻上感恩
[00:00:08.000 --> 00:00:11.000]  多謝你拯救我哋嘅生命
[00:00:11.000 --> 00:00:15.000]  其實我哋真係非常非常之不配
[00:00:15.000 --> 00:00:18.000]  能夠認識你已經係莫大恩典
[00:00:18.000 --> 00:00:20.000]  主你唔單止拯救我哋
[00:00:20.000 --> 00:00:24.000]  你仲每一天用你嘅話語
[00:00:24.000 --> 00:00:26.000]  與我哋同在同行
[00:00:26.000 --> 00:00:28.000]  帶領我哋裝備我哋
[00:00:28.000 --> 00:00:30.000]  塗造我哋
[00:00:30.000 --> 00:00:34.000]  讓我哋每一天能夠過著上帝你喜悅嘅日子
[00:00:34.000 --> 00:00:38.000]  主你嘅話語真係成為我哋嘅亮光
[00:00:38.000 --> 00:00:41.000]  成為我哋嘅金燈台
[00:00:41.000 --> 00:00:42.000]  成為我哋嘅保障
[00:00:42.000 --> 00:00:44.000]  主我哋獻上感恩
[00:00:44.000 --> 00:00:48.000]  父啊我哋今日願意靜心到你嘅台前
[00:00:48.000 --> 00:00:50.000]  去領受上帝你嘅話語
[00:00:50.000 --> 00:00:52.000]  求主你幫助我哋
[00:00:52.000 --> 00:00:53.000]  打開我哋嘅心
[00:00:53.000 --> 00:00:55.000]  讓我哋聽得明白
[00:00:55.000 --> 00:00:58.000]  讓我孩子亦都能夠宣講講得清楚
[00:00:58.000 --> 00:01:01.000]  讓弟兄姊妹同自己都同得益處
[00:01:01.000 --> 00:01:04.000]  主將以下時間恭敬交上
[00:01:04.000 --> 00:01:06.000]  求恩主帶領我哋
[00:01:06.000 --> 00:01:07.000]  我哋咁樣祈禱
[00:01:07.000 --> 00:01:09.000]  奉耶穌基督命求
[00:01:09.000 --> 00:01:10.000]  阿門
[00:01:10.000 --> 00:01:18.000]  聖經改變人裏面嘅生命之後呢
[00:01:18.000 --> 00:01:20.000]  由於裏面改變咗
[00:01:20.000 --> 00:01:23.000]  外面嘅行為見證呢
[00:01:23.000 --> 00:01:26.000]  就自然得著更新
[00:01:26.000 --> 00:01:28.000]  喺教會咁多年
[00:01:28.000 --> 00:01:30.000]  聽咗好多浸泥嘅見證
[00:01:30.000 --> 00:01:31.000]  有幾個見證呢
[00:01:31.000 --> 00:01:33.000]  我一路聽一路流眼淚
[00:01:33.000 --> 00:01:36.000]  因為實在有好大嘅改變
[00:01:36.000 --> 00:01:38.000]  往往見到受浸者
[00:01:38.000 --> 00:01:40.000]  信前同埋信主後
[00:01:40.000 --> 00:01:43.000]  伴約兩人
[00:01:43.000 --> 00:01:44.000]  例如
[00:01:44.000 --> 00:01:45.000]  有啲弟兄姊妹呢
[00:01:45.000 --> 00:01:47.000]  佢話佢認識耶穌前呢
[00:01:47.000 --> 00:01:49.000]  係好多重擔嘅
[00:01:49.000 --> 00:01:53.000]  自從神嘅話語進入咗心之後呢
[00:01:53.000 --> 00:01:55.000]  成個輕鬆咗
[00:01:55.000 --> 00:01:57.000]  有一次我出面聽一個
[00:01:57.000 --> 00:01:59.000]  精神醫學嘅講座
[00:01:59.000 --> 00:02:01.000]  裏面嘅醫生
[00:02:01.000 --> 00:02:03.000]  佢話見過一個病人
[00:02:03.000 --> 00:02:05.000]  醫咗佢十七年
[00:02:05.000 --> 00:02:07.000]  畀咗十七年藥佢食
[00:02:07.000 --> 00:02:09.000]  雖然就冇惡化
[00:02:09.000 --> 00:02:11.000]  但係都冇乜好轉
[00:02:11.000 --> 00:02:12.000]  所以最後
[00:02:12.000 --> 00:02:14.000]  佢請呢個病人
[00:02:14.000 --> 00:02:16.000]  不如返教會啦
[00:02:16.000 --> 00:02:19.000]  咁呢個病人返咗教會冇幾耐嘅時候呢
[00:02:19.000 --> 00:02:21.000]  雖然佢未信主
[00:02:21.000 --> 00:02:24.000]  但係佢覺得響音樂響詩歌
[00:02:24.000 --> 00:02:26.000]  同埋每次聽牧師嘅講道
[00:02:26.000 --> 00:02:28.000]  都有所得著
[00:02:28.000 --> 00:02:31.000]  讓佢嘅心都安靜咗落嚟
[00:02:31.000 --> 00:02:33.000]  亦都有啲人呢
[00:02:33.000 --> 00:02:35.000]  佢人生觀好灰暗嘅
[00:02:35.000 --> 00:02:37.000]  過往好憤世嫉俗嘅
[00:02:37.000 --> 00:02:39.000]  淨係見到呢個世界
[00:02:39.000 --> 00:02:42.000]  好多要改好多要投訴
[00:02:42.000 --> 00:02:44.000]  搵唔到生命嘅意義
[00:02:44.000 --> 00:02:46.000]  例如
[00:02:46.000 --> 00:02:49.000]  我諗都有十年前
[00:02:49.000 --> 00:02:51.000]  一個巨星
[00:02:51.000 --> 00:02:53.000]  Leslie 張國榮
[00:02:53.000 --> 00:02:55.000]  佢相當之家道豐富
[00:02:55.000 --> 00:02:59.000]  不過佢人生觀好灰暗
[00:02:59.000 --> 00:03:02.000]  據聞佢患咗呢個抑鬱症
[00:03:02.000 --> 00:03:06.000]  最後佢係跳樓輕生
[00:03:06.000 --> 00:03:08.000]  有朋友話
[00:03:08.000 --> 00:03:11.000]  如果佢能夠背後有一個信仰
[00:03:11.000 --> 00:03:13.000]  成為佢嘅支持
[00:03:13.000 --> 00:03:17.000]  可能佢唔會行呢條路
[00:03:17.000 --> 00:03:19.000]  自己認識嘅呢
[00:03:19.000 --> 00:03:21.000]  有位中學嘅老師
[00:03:21.000 --> 00:03:23.000]  佢有小朋友出咗世
[00:03:23.000 --> 00:03:25.000]  有一日佢抱住佢個女
[00:03:25.000 --> 00:03:28.000]  行到佢嘅露台門口
[00:03:28.000 --> 00:03:30.000]  佢突然間諗起
[00:03:30.000 --> 00:03:32.000]  有個聲音
[00:03:32.000 --> 00:03:34.000]  叫佢揼個女落街
[00:03:34.000 --> 00:03:36.000]  佢當時不由自主地
[00:03:36.000 --> 00:03:38.000]  真係好想咁做
[00:03:38.000 --> 00:03:41.000]  但係佢諗起佢細細個
[00:03:41.000 --> 00:03:44.000]  喺教會裡面聽到神嘅話語
[00:03:44.000 --> 00:03:48.000]  佢知道上帝一定唔會希望佢咁樣做
[00:03:48.000 --> 00:03:50.000]  佢突然間醒返
[00:03:50.000 --> 00:03:55.000]  佢好謹慎地將呢個BB女抱返入房
[00:03:55.000 --> 00:03:58.000]  放返落去張BB床裡面
[00:03:58.000 --> 00:04:01.000]  然後佢感謝 讚美住
[00:04:01.000 --> 00:04:03.000]  佢唔係見到咩天象
[00:04:03.000 --> 00:04:09.000]  佢係諗返起上帝嘅道
[00:04:09.000 --> 00:04:11.000]  我哋教會開辦過啟發課程
[00:04:11.000 --> 00:04:14.000]  其中一位半佛教徒
[00:04:14.000 --> 00:04:17.000]  因為佢屋企人全家都拜偶像
[00:04:17.000 --> 00:04:19.000]  佢自己雖然唔係好信
[00:04:19.000 --> 00:04:21.000]  不過亦都沾染不少
[00:04:21.000 --> 00:04:25.000]  佢話 喺屋企相信偶像咁耐
[00:04:25.000 --> 00:04:27.000]  人生係好灰暗
[00:04:27.000 --> 00:04:30.000]  成日覺得沒有明天
[00:04:30.000 --> 00:04:32.000]  有一次佢嚟到教會
[00:04:32.000 --> 00:04:34.000]  就上呢個課程嘅時候
[00:04:34.000 --> 00:04:37.000]  佢覺得我哋好喜樂
[00:04:37.000 --> 00:04:40.000]  佢開始想了解下我哋點解咁喜樂
[00:04:40.000 --> 00:04:42.000]  佢搵到答案
[00:04:42.000 --> 00:04:47.000]  原來佢話我哋常常都係喺聖經嘅金句裡面
[00:04:47.000 --> 00:04:49.000]  有好多嘅思想
[00:04:49.000 --> 00:04:52.000]  所以佢都學咗我哋一樣睇聖經
[00:04:52.000 --> 00:04:55.000]  跟住佢話自己開始識得笑
[00:04:55.000 --> 00:04:58.000]  我哋聽到佢呢個見證都好感恩
[00:04:58.000 --> 00:05:00.000]  今日佢已經返咗教會
[00:05:00.000 --> 00:05:05.000]  決咗志 預備準備受針
[00:05:05.000 --> 00:05:07.000]  亦都有啲人呢
[00:05:07.000 --> 00:05:09.000]  佢信主前係一個酒鬼
[00:05:09.000 --> 00:05:12.000]  不過神嘅話語淋到
[00:05:12.000 --> 00:05:15.000]  佢連一滴啤酒都唔再飲
[00:05:15.000 --> 00:05:17.000]  亦都有啲人呢
[00:05:17.000 --> 00:05:19.000]  佢係煙蚊嚟嘅
[00:05:19.000 --> 00:05:21.000]  每日要食三十至四十支
[00:05:21.000 --> 00:05:23.000]  一分鐘都唔可以停
[00:05:23.000 --> 00:05:26.000]  不過神嘅話語淋到
[00:05:26.000 --> 00:05:30.000]  佢發覺啲煙唔香
[00:05:30.000 --> 00:05:32.000]  香煙唔再係香煙
[00:05:32.000 --> 00:05:34.000]  佢能夠好自然地戒咗
[00:05:34.000 --> 00:05:36.000]  甚至更加犀利嘅
[00:05:36.000 --> 00:05:37.000]  有啲係吸毒嘅
[00:05:37.000 --> 00:05:39.000]  有啲殺人
[00:05:39.000 --> 00:05:43.000]  嫖賭飲吹乜都試過
[00:05:43.000 --> 00:05:47.000]  不過神話語淋到之後
