
[00:00:00.000 --> 00:00:03.520]  今天是2021年的第一個主日
[00:00:03.520 --> 00:00:07.260]  無論是過去的2020年
[00:00:07.260 --> 00:00:09.920]  大家覺得是好還是壞
[00:00:09.920 --> 00:00:11.840]  都已經成為過去
[00:00:11.840 --> 00:00:14.820]  而我們每一次來到神的面前
[00:00:14.820 --> 00:00:18.000]  敬拜這個先父上帝的時候
[00:00:18.000 --> 00:00:19.580]  我們都需要
[00:00:19.580 --> 00:00:23.820]  也應該帶著一個感恩和讚美的心
[00:00:23.820 --> 00:00:27.100]  讓我們通過這篇詩篇
[00:00:27.100 --> 00:00:32.360]  我們一同學習從大衛的詩篇
[00:00:32.360 --> 00:00:33.320]  我們一同學習
[00:00:33.320 --> 00:00:35.400]  我們應該怎樣去
[00:00:35.400 --> 00:00:39.320]  為到神在我們過去的恩典而感恩
[00:00:39.320 --> 00:00:41.720]  為到今天與明天
[00:00:41.720 --> 00:00:42.840]  神的帶領
[00:00:42.840 --> 00:00:45.920]  我們怎樣去讚美、歡呼
[00:00:45.920 --> 00:00:49.080]  我們一同看今天的經文
[00:00:49.080 --> 00:00:50.320]  經文的第一節
[00:00:50.320 --> 00:00:51.860]  大家要留意的話
[00:00:51.860 --> 00:00:54.060]  這裡的註腳是說到
[00:00:54.060 --> 00:00:57.000]  大衛在獻殿的時候
[00:00:57.120 --> 00:00:58.820]  作者詩歌
[00:00:58.820 --> 00:01:00.980]  我想問問大家
[00:01:00.980 --> 00:01:04.660]  聖殿是誰蓋的呢?
[00:01:04.660 --> 00:01:08.000]  是所羅門蓋的
[00:01:08.000 --> 00:01:11.260]  沒錯,大衛是很想為神蓋聖殿
[00:01:11.260 --> 00:01:16.180]  但是聖殿並不是由大衛建造
[00:01:16.180 --> 00:01:17.640]  而是由他的兒子所建造
[00:01:17.640 --> 00:01:18.760]  這樣就奇怪了
[00:01:18.760 --> 00:01:21.600]  為什麼這篇詩篇一開始的時候是說
[00:01:21.600 --> 00:01:25.600]  大衛在獻殿的時候作者詩歌呢?
[00:01:26.520 --> 00:01:29.460]  為什麼會說大衛來到獻殿呢?
[00:01:29.460 --> 00:01:34.080]  大致上有兩個有可能的解釋
[00:01:34.080 --> 00:01:35.620]  第一個解釋就是說
[00:01:35.620 --> 00:01:38.260]  大衛,沒錯,他真的很有心
[00:01:38.260 --> 00:01:39.560]  蓋這個聖殿
[00:01:39.560 --> 00:01:40.640]  但是神沒有英文
[00:01:40.640 --> 00:01:44.380]  而殿這個字的原文
[00:01:44.380 --> 00:01:46.200]  也可以解作房屋
[00:01:46.200 --> 00:01:47.700]  或者是宮殿
[00:01:47.700 --> 00:01:51.600]  所以有可能是說到大衛獻宮殿的時候
[00:01:51.600 --> 00:01:53.980]  寫了這個感恩的詩篇
[00:01:53.980 --> 00:01:57.160]  而另外一個的可能性就是說
[00:01:57.160 --> 00:02:03.920]  大衛在一個阿爾蘭的和牆上
[00:02:03.920 --> 00:02:06.340]  捉了一個壇
[00:02:06.340 --> 00:02:07.700]  然後獻祭
[00:02:07.700 --> 00:02:09.980]  這個故事我需要交代
[00:02:09.980 --> 00:02:11.840]  這個故事的歷史背景
[00:02:11.840 --> 00:02:15.140]  如果我們看歷代至上的二十一章
[00:02:15.140 --> 00:02:16.760]  那裡說到
[00:02:16.760 --> 00:02:20.420]  撒旦激動大衛的心
[00:02:20.420 --> 00:02:24.980]  叫大衛去數點百姓的人數
[00:02:24.980 --> 00:02:26.840]  很明顯
[00:02:26.840 --> 00:02:31.780]  數點百姓的人數並不是上帝的意思
[00:02:31.780 --> 00:02:35.080]  而大衛也沒有問過上帝
[00:02:35.080 --> 00:02:38.960]  就自作主張去數點他百姓的人數
[00:02:38.960 --> 00:02:41.800]  很明顯動機是出於驕傲
[00:02:41.800 --> 00:02:46.700]  上帝也藉著當時的將領約翰提醒大衛
[00:02:46.700 --> 00:02:47.940]  他說你不要這麼做
[00:02:47.940 --> 00:02:52.340]  你這樣做的時候就是含意識的人在罪中
[00:02:52.340 --> 00:02:55.200]  不過大衛沒有聽到勸告
[00:02:55.200 --> 00:02:57.540]  堅持要數點百姓
[00:02:57.540 --> 00:03:00.620]  看看自己當時的實力去到哪裡
[00:03:00.620 --> 00:03:03.400]  而忘記了其實一直以來
[00:03:03.400 --> 00:03:07.140]  所有他在戰場上的勝利
[00:03:07.140 --> 00:03:09.440]  其實不是因為人數
[00:03:09.440 --> 00:03:15.840]  勝利是因為帶領大衛的神
[00:03:15.840 --> 00:03:17.200]  所以很奇怪
[00:03:17.200 --> 00:03:20.400]  一直以來他無數戰爭的勝利
[00:03:20.400 --> 00:03:22.820]  一直以來他軍隊的強大
[00:03:22.820 --> 00:03:25.740]  甚至百姓人數的增長
[00:03:25.740 --> 00:03:28.980]  其實你可以說是他的成功
[00:03:28.980 --> 00:03:31.480]  但很諷刺地
[00:03:31.480 --> 00:03:35.500]  反而變成他在神面前失腳的原因
[00:03:35.500 --> 00:03:41.280]  我們再看《撒姆爾記》那裏說到
[00:03:41.280 --> 00:03:44.660]  每一個罪惡都帶來神的審判
[00:03:44.660 --> 00:03:48.720]  神差遣當時的先知迦德跟大衛說
[00:03:48.720 --> 00:03:51.640]  上帝為了你的罪惡
[00:03:51.640 --> 00:03:54.620]  要給你三個懲罰的選擇
[00:03:54.620 --> 00:03:56.680]  懲罰也有選擇
[00:03:56.680 --> 00:03:58.200]  第一 饑荒
[00:03:58.200 --> 00:03:59.840]  一是被追殺
[00:03:59.840 --> 00:04:02.620]  一是瘟疫
[00:04:02.620 --> 00:04:05.780]  大衛你選哪一個
[00:04:05.780 --> 00:04:07.780]  大衛選了瘟疫
[00:04:07.780 --> 00:04:16.140]  如果我們看21章的14和18、19節
[00:04:16.140 --> 00:04:21.020]  耶和華一連三天降了瘟疫給以色列人
[00:04:21.020 --> 00:04:23.680]  以色列人在三天裏面死了多少人
[00:04:23.680 --> 00:04:25.180]  死了七萬人
