
[00:00:00.000 --> 00:00:03.300]  我很高興可以和大家分享神的話語
[00:00:03.300 --> 00:00:07.100]  我也有機會和大家分享神給我的祝福
[00:00:07.100 --> 00:00:09.400]  今天和大家分享的題目很特別
[00:00:09.400 --> 00:00:11.000]  叫做「呃神」
[00:00:11.000 --> 00:00:13.000]  但不是「騙鬼」
[00:00:13.000 --> 00:00:14.700]  是「騙己」
[00:00:14.700 --> 00:00:16.700]  即連自己也騙了
[00:00:16.700 --> 00:00:19.400]  我接觸不少的教會
[00:00:19.400 --> 00:00:21.700]  也見到不少的基督徒
[00:00:21.700 --> 00:00:23.900]  為了教會有個增長
[00:00:23.900 --> 00:00:25.300]  我是感恩的
[00:00:25.300 --> 00:00:27.300]  但有時候我又很擔心
[00:00:27.300 --> 00:00:30.300]  是否只是人數上的增加
[00:00:30.300 --> 00:00:33.700]  而質素有沒有提升呢?
[00:00:33.700 --> 00:00:35.100]  因為我見到很多基督徒
[00:00:35.100 --> 00:00:37.100]  特別是當我們在困難的時候
[00:00:37.100 --> 00:00:41.900]  他們就會一直依靠神
[00:00:41.900 --> 00:00:47.100]  很多時候人是利用神多過愛神的
[00:00:47.100 --> 00:00:49.500]  很簡單舉個例子
[00:00:49.500 --> 00:00:51.500]  當我們有困難的時候
[00:00:51.500 --> 00:00:54.700]  我們會不會特別迫切地去禱告呢?
[00:00:54.700 --> 00:00:58.300]  回想如果我們是這兩年來英國的時候
[00:00:58.300 --> 00:01:00.000]  要決定過來
[00:01:00.000 --> 00:01:01.800]  又或者剛剛到了英國
[00:01:01.800 --> 00:01:02.900]  很多東西都還未適應
[00:01:02.900 --> 00:01:06.100]  我們會不會在禱告裡面特別迫切呢?
[00:01:06.100 --> 00:01:08.700]  但現在穩定下來
[00:01:08.700 --> 00:01:10.000]  也不是沒有的
[00:01:10.000 --> 00:01:13.000]  不過已經沒有了那種迫切度
[00:01:13.000 --> 00:01:16.000]  有時候神只是好像彼得道
[00:01:16.000 --> 00:01:17.900]  放在一旁備用而已
[00:01:17.900 --> 00:01:21.000]  這個我們有時候就是利用神多過愛神
[00:01:21.000 --> 00:01:22.400]  但一個最大的問題就是
[00:01:22.400 --> 00:01:25.700]  有時候我們會隨從自己的心意而行
[00:01:25.700 --> 00:01:28.600]  是多過去信服神的心意
[00:01:28.600 --> 00:01:31.100]  有時候甚至會來騙自己
[00:01:31.100 --> 00:01:32.600]  我們可能做某些事
[00:01:32.600 --> 00:01:34.100]  內心裡面有不安
[00:01:34.100 --> 00:01:35.800]  我們會盡量去壓制
[00:01:35.800 --> 00:01:38.700]  甚至將它合理化了
[00:01:38.700 --> 00:01:40.400]  很簡單舉一個例子
[00:01:40.400 --> 00:01:41.900]  你看到某一些人
[00:01:41.900 --> 00:01:45.200]  宣稱自己是基督徒或者是天主教徒
[00:01:45.200 --> 00:01:49.000]  但是他們可能維護了自己的權力
[00:01:49.000 --> 00:01:50.400]  自己的利益
[00:01:50.400 --> 00:01:52.500]  有時候會為虎作倀
[00:01:52.500 --> 00:01:54.600]  甚至他說的話
[00:01:54.600 --> 00:01:56.000]  你會發覺
[00:01:56.000 --> 00:02:00.800]  跟你的信仰基本可能是雙矛盾
[00:02:00.800 --> 00:02:03.700]  但是有些人可能會覺得
[00:02:03.700 --> 00:02:05.400]  我做的是正確的
[00:02:05.400 --> 00:02:07.500]  是為了公義為了市民
[00:02:07.500 --> 00:02:08.900]  很可悲
[00:02:08.900 --> 00:02:10.300]  在騙自己
[00:02:10.300 --> 00:02:11.900]  在騙人
[00:02:11.900 --> 00:02:14.300]  北邊以色列國
[00:02:14.300 --> 00:02:15.400]  第一個王
[00:02:15.400 --> 00:02:17.400]  記得名字嗎?
[00:02:17.400 --> 00:02:20.500]  是耶羅波安
[00:02:20.500 --> 00:02:22.800]  因為南邊叫羅波安
[00:02:22.800 --> 00:02:24.300]  我們經常都搞亂
[00:02:24.300 --> 00:02:25.600]  他是第一個王
[00:02:25.600 --> 00:02:27.700]  他是一個典型的勵政
[00:02:27.700 --> 00:02:29.400]  就是騙神
[00:02:29.400 --> 00:02:31.200]  騙自己
[00:02:31.200 --> 00:02:35.300]  某個程度他是一個典型的勵政
[00:02:35.300 --> 00:02:36.700]  但是很可悲
[00:02:36.700 --> 00:02:38.300]  今天有不少基督徒
[00:02:38.300 --> 00:02:40.600]  都可能重蹈覆轍
[00:02:40.600 --> 00:02:44.300]  所以我們今天會透過耶羅波安一件事
[00:02:44.300 --> 00:02:47.100]  或者他的前半生
[00:02:47.100 --> 00:02:49.800]  讓我們看到那個問題在哪裡
[00:02:49.800 --> 00:02:52.100]  其實就是神的恩典
[00:02:52.100 --> 00:02:55.300]  來提拔他們
[00:02:55.300 --> 00:02:58.100]  如果我們記得的時候
[00:02:58.100 --> 00:03:00.400]  神來祝福大衛
[00:03:00.400 --> 00:03:02.100]  賜福他的後裔
[00:03:02.100 --> 00:03:04.800]  一直都坐在他的皇位上
[00:03:04.800 --> 00:03:06.200]  大衛的兒子是誰?
[00:03:06.200 --> 00:03:07.300]  鎖羅門
[00:03:07.300 --> 00:03:09.800]  鎖羅門是一個非常聰明的王
[00:03:09.800 --> 00:03:11.600]  他求神讓他有智慧
[00:03:11.600 --> 00:03:14.600]  但是不要忘記到晚年的時候
[00:03:14.600 --> 00:03:15.900]  他就偏差了
[00:03:15.900 --> 00:03:17.700]  因為國勢很強盛
[00:03:17.700 --> 00:03:19.700]  所以有很多的妃嬪
[00:03:19.700 --> 00:03:21.900]  那些所謂的公主嫁給他
[00:03:21.900 --> 00:03:25.900]  他就隨從這些外邦的妃嬪
[00:03:25.900 --> 00:03:27.400]  去拜偶像
[00:03:27.400 --> 00:03:28.500]  離棄神
[00:03:28.500 --> 00:03:30.000]  這是一個很大的悲哀
[00:03:30.000 --> 00:03:33.400]  我們一起來讀《列王記上》第十一章第四節
[00:03:33.400 --> 00:03:36.000]  我們一起來讀出
[00:03:36.000 --> 00:03:38.200]  所以在晚年
[00:03:38.200 --> 00:03:41.000]  甚至是國勢最盛的時候
[00:03:41.000 --> 00:03:43.300]  就是他失敗的時候
[00:03:43.300 --> 00:03:46.000]  所以有時候我們在困境當中
[00:03:46.000 --> 00:03:48.100]  我們會有成長
[00:03:48.100 --> 00:03:49.500]  或者依靠神
[00:03:49.500 --> 00:03:51.600]  但是在平順的境況裡面
[00:03:51.600 --> 00:03:53.500]  反而我們是會失敗
[00:03:53.500 --> 00:03:55.400]  這是一個最大的悲劇
[00:03:55.400 --> 00:03:56.800]  就好像大衛
[00:03:56.800 --> 00:03:59.600]  是他作王的時候才犯奸人而已
[00:03:59.600 --> 00:04:01.800]  他逃難的時候會不會犯奸人?
[00:04:01.800 --> 00:04:04.300]  經過人家窗戶看到就走了
[00:04:04.300 --> 00:04:07.400]  所以我們在穩定的時候更加要小心
[00:04:07.400 --> 00:04:09.300]  因為他犯錯的時候
[00:04:09.300 --> 00:04:11.400]  神就說我要收回你的國家
[00:04:11.400 --> 00:04:17.600]  我們一起來讀《列王記上》第十一章第九節到第十三節
[00:04:17.600 --> 00:04:19.200]  我們一起來讀出
[00:04:19.200 --> 00:04:22.000]  耶和華向所羅門發怒
[00:04:22.000 --> 00:04:26.900]  因為他的心偏離向他兩次顯現的耶和華
[00:04:26.900 --> 00:04:28.500]  以色列的神
[00:04:28.500 --> 00:04:32.500]  耶和華曾吩咐他不可隨從別神
[00:04:32.500 --> 00:04:36.300]  他卻沒有遵守耶和華所吩咐的
[00:04:36.300 --> 00:04:38.800]  所以耶和華對他說
[00:04:38.800 --> 00:04:45.200]  你更行了這事,不遵守我所吩咐你守的約王律例
[00:04:45.200 --> 00:04:50.100]  我必將你的國奪回,賜給你的臣子
[00:04:50.100 --> 00:04:53.700]  然而,因你父親大衛的緣故
[00:04:53.700 --> 00:04:57.400]  我不在你活著的日子行這事
[00:04:57.400 --> 00:05:01.300]  必從你兒子的手中將國奪回
[00:05:01.300 --> 00:05:04.400]  只是我不將全國奪回
[00:05:04.400 --> 00:05:09.700]  因為我僕人大衛和我所選擇的耶路撒冷
[00:05:09.700 --> 00:05:13.200]  還留一支牌給你的兒子
[00:05:13.200 --> 00:05:16.100]  這段經文有兩個很重要的教導給我們知道
[00:05:16.100 --> 00:05:23.300]  第一,今天的成功不等於你明天的成功
[00:05:23.300 --> 00:05:27.900]  當你沒有警醒,就很可能會失敗
[00:05:27.900 --> 00:05:30.400]  我們見到所羅門是滿有智慧
[00:05:30.400 --> 00:05:32.900]  但晚年的時候拜偶像
[00:05:32.900 --> 00:05:35.700]  再過兩代有一個叫阿撒王
[00:05:35.700 --> 00:05:37.900]  他可以撥亂歸正
[00:05:37.900 --> 00:05:39.900]  但當他做王做了幾十年之後
[00:05:39.900 --> 00:05:44.700]  滿有經驗,他就離開,沒有依靠神
[00:05:44.700 --> 00:05:46.900]  所以我自己也很擔心
[00:05:46.900 --> 00:05:48.900]  你說我願不願意一生毀身給神
[00:05:48.900 --> 00:05:50.900]  我是絕對願意的
[00:05:50.900 --> 00:05:55.400]  但我自己也不敢保證自己會不會一生毀身
[00:05:55.400 --> 00:05:58.400]  所以我自己學了一件事跟大家分享
[00:05:58.400 --> 00:06:00.600]  我每天睜大眼睛就跟神說
[00:06:00.600 --> 00:06:03.400]  讓我今天好好的為你而活
[00:06:03.400 --> 00:06:07.000]  讓我今天好好的去過這個生活
[00:06:07.000 --> 00:06:08.400]  做有意義的事
[00:06:08.400 --> 00:06:10.000]  因為一天是容易過的
[00:06:10.000 --> 00:06:11.100]  你明白我的意思嗎?
[00:06:11.100 --> 00:06:12.500]  我們有這個方向
[00:06:12.500 --> 00:06:14.700]  但我們每一天都要抓緊神
[00:06:14.700 --> 00:06:17.500]  你今天成功不等於你永遠的成功
[00:06:17.500 --> 00:06:20.200]  我們要去警城,要謙卑
[00:06:20.200 --> 00:06:22.100]  第二方面是什麼呢?
[00:06:22.100 --> 00:06:24.000]  原來今天你做的事
[00:06:24.000 --> 00:06:25.700]  做得好或做得不好
[00:06:25.700 --> 00:06:27.600]  不只是你個人的事
[00:06:27.600 --> 00:06:29.700]  是影響你的後代
[00:06:29.700 --> 00:06:32.000]  為什麼他說是因為大衛做得好
[00:06:32.000 --> 00:06:34.000]  所以後來神雖然鎖了門犯錯
[00:06:34.000 --> 00:06:36.200]  我都仍然會留你的後裔
[00:06:36.200 --> 00:06:38.400]  坐在這個皇位上
[00:06:38.400 --> 00:06:41.700]  是因為大衛某程度上做得好
[00:06:41.700 --> 00:06:44.900]  也因為鎖了門他做得不好的時候
[00:06:44.900 --> 00:06:46.900]  也影響到國勢
[00:06:46.900 --> 00:06:50.400]  所以今天我們的得救是祝福
[00:06:50.400 --> 00:06:52.900]  而且不只是祝福你自己
[00:06:52.900 --> 00:06:55.600]  是祝福你的家人
[00:06:55.600 --> 00:06:57.100]  記得詩篇怎麼說
[00:06:57.100 --> 00:06:59.300]  如果我們敬畏神的時候
[00:06:59.300 --> 00:07:03.400]  神的祝福會惠及我們的子子孫孫
[00:07:03.400 --> 00:07:05.300]  但同一個人有犯錯
[00:07:05.300 --> 00:07:07.800]  不只是個人的問題
[00:07:07.800 --> 00:07:11.300]  是會令到很多人受害
[00:07:11.300 --> 00:07:12.600]  特別是有權力的人
[00:07:12.600 --> 00:07:14.200]  所以我們要很小心
[00:07:14.200 --> 00:07:16.300]  神就興起另一個人
[00:07:16.300 --> 00:07:19.300]  這個人就是耶羅波安
[00:07:19.300 --> 00:07:20.700]  耶羅波安
[00:07:20.700 --> 00:07:25.300]  神就藉著先知阿希亞跟他說
[00:07:25.300 --> 00:07:28.700]  我會讓你建立國家
[00:07:28.700 --> 00:07:31.800]  有十個支派會歸向你
[00:07:31.800 --> 00:07:35.000]  我們看看聶王記上第十一章
[00:07:35.000 --> 00:07:39.200]  三十一到三十三節
[00:07:39.200 --> 00:07:41.700]  我們一齊讀出
[00:07:41.700 --> 00:07:43.900]  對耶羅波安說
