
[00:00:00.000 --> 00:00:01.360]  今天選擇這段經文
[00:00:01.360 --> 00:00:04.160]  想起很多年前
[00:00:04.160 --> 00:00:07.800]  Discovery Channel播放《人在野》
[00:00:07.800 --> 00:00:09.960]  本來很想說的題目就是《人在野》
[00:00:09.960 --> 00:00:11.320]  這個節目大受歡迎
[00:00:11.320 --> 00:00:13.800]  因為講到英國一個冒險家
[00:00:13.800 --> 00:00:18.120]  走遍沙漠、沼澤、森林、峽谷等地方
[00:00:18.120 --> 00:00:20.600]  無疑在一個很惡劣的環境下
[00:00:20.600 --> 00:00:26.120]  如何找路出去文明的社會脫離險境
[00:00:26.120 --> 00:00:32.200]  例如他會原省爬去森谷再離開
[00:00:32.200 --> 00:00:34.240]  徒手爬那些峭壁
[00:00:34.240 --> 00:00:39.560]  為求保命野捉生吃的蟲、蠍子
[00:00:39.560 --> 00:00:41.240]  看到都很可怕
[00:00:41.240 --> 00:00:43.000]  但後來又有人發現
[00:00:43.000 --> 00:00:48.440]  主持人很多地方是造假的
[00:00:48.440 --> 00:00:49.440]  即是怎樣呢
[00:00:49.440 --> 00:00:51.920]  所謂劇中有時出現一些野馬
[00:00:51.920 --> 00:00:54.760]  其實是經過訓練的那些馬
[00:00:54.760 --> 00:00:56.240]  其實想都想得到
[00:00:56.240 --> 00:00:59.680]  拍攝怎會隨時被你見到野馬呢
[00:00:59.680 --> 00:01:02.840]  也有野熊襲擊那個主持人
[00:01:02.840 --> 00:01:06.000]  原來是那些工作人員扮演的
[00:01:06.000 --> 00:01:10.120]  又有說他攀爬過那些熔岩
[00:01:10.120 --> 00:01:13.480]  有那些硫磺毒
[00:01:13.480 --> 00:01:14.920]  很危險
[00:01:14.920 --> 00:01:21.640]  但原來是用熱煤、煙霧機製造的效果
[00:01:21.640 --> 00:01:25.120]  令人很不服
[00:01:25.120 --> 00:01:27.760]  後來又拍攝另外一個節目也是這樣
[00:01:27.760 --> 00:01:29.160]  不過都很出名的
[00:01:29.160 --> 00:01:32.840]  我想部份都是挺刺激的
[00:01:32.840 --> 00:01:36.720]  講到在野外求生的技能
[00:01:36.720 --> 00:01:39.480]  今天我要講的當然不是講這個電視節目
[00:01:39.480 --> 00:01:42.160]  也不是教大家怎樣野外求生
[00:01:42.160 --> 00:01:44.400]  講的是在《西洋聖經》裡面
[00:01:44.400 --> 00:01:46.320]  有三卷方書都記載
[00:01:46.320 --> 00:01:49.760]  耶穌在曠野的一個經歷
[00:01:49.760 --> 00:01:54.000]  這個曠野其實也是耶穌求生的一件事蹟
[00:01:54.000 --> 00:01:57.160]  雖然不是三卷方書
[00:01:57.160 --> 00:01:59.160]  是講馬太、馬可、路加
[00:01:59.160 --> 00:02:01.840]  馬太和路加記載的次序有點不同
[00:02:01.840 --> 00:02:06.040]  馬可就短短幾節而已
[00:02:06.040 --> 00:02:07.320]  就講了它
[00:02:07.320 --> 00:02:09.120]  但沒有造假的成份
[00:02:09.120 --> 00:02:11.040]  因為是耶穌自己親身經歷
[00:02:11.040 --> 00:02:12.840]  並且是祂告訴門徒
[00:02:12.840 --> 00:02:15.280]  而門徒記載下來
[00:02:15.280 --> 00:02:16.920]  過去我們看這段經文
[00:02:16.920 --> 00:02:19.000]  總會有一個印象
[00:02:19.000 --> 00:02:22.680]  就是耶穌三次都用神的話來擊退魔鬼
[00:02:22.680 --> 00:02:25.000]  所以就鼓勵我們要好好讀聖經
[00:02:25.000 --> 00:02:26.480]  我們遇見試探的時候
[00:02:26.480 --> 00:02:31.320]  你就引用上帝的話來還擊就可以了
[00:02:31.320 --> 00:02:34.160]  這個結論是真的
[00:02:34.160 --> 00:02:35.080]  就是那三字
[00:02:35.080 --> 00:02:36.800]  第四字、第七字、第十字
[00:02:36.800 --> 00:02:37.560]  經上記著說
[00:02:37.560 --> 00:02:38.640]  經上又記著說
[00:02:38.640 --> 00:02:40.920]  經上記著說
[00:02:40.920 --> 00:02:42.400]  這個教導也是對的
[00:02:42.400 --> 00:02:45.080]  我們要熟讀上帝的話
[00:02:45.080 --> 00:02:52.120]  以致我們能夠面對在世界種種的挑戰和試探
[00:02:52.120 --> 00:02:55.520]  但今天我很想帶大家再深入思考的
[00:02:55.520 --> 00:02:57.520]  是看清楚耶穌所面對的
[00:02:57.520 --> 00:02:58.960]  其實是一個甚麼的試探
[00:02:58.960 --> 00:03:00.320]  我剛才說魔鬼試探祂
[00:03:00.320 --> 00:03:03.040]  究竟試探祂的是甚麼呢
[00:03:03.040 --> 00:03:06.120]  除了用神的話來抵擋
[00:03:06.120 --> 00:03:08.840]  其實耶穌還有甚麼求生的武器
[00:03:08.840 --> 00:03:13.040]  以致有一天當我們都可能在曠野裏面
[00:03:13.040 --> 00:03:17.040]  或者在很多的叫做試探誘惑的裏面
[00:03:17.040 --> 00:03:21.280]  我們怎樣可以掙扎存活
[00:03:21.280 --> 00:03:23.280]  有四點想和大家分享
[00:03:23.280 --> 00:03:24.600]  本來很想濃縮它三點
[00:03:24.600 --> 00:03:26.160]  但都發現不行
[00:03:26.160 --> 00:03:28.560]  應該是四個重點
[00:03:28.560 --> 00:03:29.480]  第一
[00:03:29.480 --> 00:03:31.400]  很想你們每個月一起看到
[00:03:31.400 --> 00:03:36.960]  耶穌沒有因為上帝祂的隱藏而徬徨
[00:03:36.960 --> 00:03:40.360]  而是祂明白在這個試探裏面
[00:03:40.360 --> 00:03:41.680]  有時候好像看到上帝在
[00:03:41.680 --> 00:03:43.680]  有時候好像看不到上帝在
[00:03:43.680 --> 00:03:45.480]  這個就讓我們一起思考
[00:03:45.480 --> 00:03:47.480]  究竟耶穌是被誰試探
[00:03:47.480 --> 00:03:49.920]  木屍埋馬一看就知道了
[00:03:49.920 --> 00:03:51.920]  經文告訴我們
[00:03:51.920 --> 00:03:53.240]  讀第一節的時候
[00:03:53.240 --> 00:03:54.880]  我們作為讀者
[00:03:54.880 --> 00:03:57.480]  我們知道耶穌是受魔鬼的試探
[00:03:57.480 --> 00:03:59.240]  因為這是作者說的
[00:03:59.240 --> 00:04:03.120]  當時耶穌被聖靈引渡曠野受魔鬼的試探
[00:04:03.120 --> 00:04:03.800]  對不對
[00:04:03.800 --> 00:04:05.560]  然後到結語
[00:04:05.560 --> 00:04:06.760]  最後那一節
[00:04:06.760 --> 00:04:07.800]  十一節的時候
[00:04:07.800 --> 00:04:09.160]  作者也是這樣說
[00:04:09.160 --> 00:04:11.840]  於是魔鬼來了耶穌
[00:04:11.840 --> 00:04:14.360]  有天使來侍候他
[00:04:14.360 --> 00:04:17.640]  都是作者瑪太寫的
[00:04:17.640 --> 00:04:19.640]  大家不知道我們有沒有想過
[00:04:19.640 --> 00:04:24.800]  其實耶穌何時知道這個試探是來自魔鬼的呢
[00:04:24.800 --> 00:04:26.800]  如果祂一早知道
[00:04:26.800 --> 00:04:28.440]  魔鬼試探祂
[00:04:28.440 --> 00:04:29.840]  為甚麼
[00:04:29.840 --> 00:04:32.280]  第一是那個餅
[00:04:32.280 --> 00:04:33.240]  石頭變餅
[00:04:33.240 --> 00:04:33.720]  沒有問題
[00:04:33.720 --> 00:04:36.040]  然後就帶祂去聖殿
[00:04:36.040 --> 00:04:37.240]  殿頂
[00:04:37.240 --> 00:04:39.240]  帶祂去山頂
[00:04:39.240 --> 00:04:40.560]  如果祂明知道是魔鬼
[00:04:40.560 --> 00:04:43.320]  為甚麼要跟著魔鬼去做呢
[00:04:43.320 --> 00:04:46.920]  耶穌沒有理由不知道的
[00:04:46.920 --> 00:04:48.760]  耶穌一定知道是魔鬼試探祂
[00:04:48.760 --> 00:04:51.440]  不過按照經文推測我們再看看
[00:04:51.440 --> 00:04:54.440]  當魔鬼試探耶穌的時候
