
[00:00:00.000 --> 00:00:06.000]  大家今年有沒有立志目標給自己,你想2014年有些什麼目標呢?
[00:00:06.000 --> 00:00:15.000]  有些目標可能是青少年,我要入大學,有個更有趣的,
[00:00:15.000 --> 00:00:21.000]  我不用投班都很感恩,我希望不用投班,這個立志很簡單,
[00:00:21.000 --> 00:00:25.000]  但都可以再純潤些,升班,好些成績,這樣行不行?
[00:00:25.000 --> 00:00:30.000]  或者有些可能立志要大器家人信主,非常好,
[00:00:30.000 --> 00:00:37.000]  或者有些要升職,都有個目標給自己,除了2014年的目標之外,
[00:00:37.000 --> 00:00:41.000]  不知道你有沒有一個目標是一生一世都要追求的呢?
[00:00:41.000 --> 00:00:43.000]  一生一世的目標是什麼呢?
[00:00:43.000 --> 00:00:47.000]  我有個泡泡的,看看是不是下一頁才有,
[00:00:47.000 --> 00:00:52.000]  一生一世的呼召是今天的講題,
[00:00:52.000 --> 00:00:56.000]  不知道大家有沒有一個對於你來說,一生一世的呼召,
[00:00:56.000 --> 00:00:59.000]  在你心中是什麼呢?
[00:00:59.000 --> 00:01:02.000]  在我們今年2014年教會的年題就是,
[00:01:02.000 --> 00:01:04.000]  作主門徒就是這個Banner,
[00:01:04.000 --> 00:01:09.000]  一生一世的呼召,是不是這個就是你的呼召呢?
[00:01:09.000 --> 00:01:11.000]  作主門徒,
[00:01:11.000 --> 00:01:19.000]  在我參加過世界華人福音事工聯絡中心總幹事陳世一牧師,
[00:01:19.000 --> 00:01:22.000]  有一個港督,我聽過他講話,
[00:01:22.000 --> 00:01:25.000]  他就是服事世界的華人教會,
[00:01:25.000 --> 00:01:29.000]  所以走訪世界各地的中國人或者華人的教會,
[00:01:29.000 --> 00:01:33.000]  去到三十幾個國家,三百幾個的教會,
[00:01:33.000 --> 00:01:36.000]  去到不同的宗派,不同的族群教會,
[00:01:36.000 --> 00:01:38.000]  他都發覺一件事都很有趣的,
[00:01:38.000 --> 00:01:44.000]  當他問一下,華人教會你覺得現在最適切最重要的是什麼事工?
[00:01:44.000 --> 00:01:48.000]  差不多九成九的華人教會都是這樣說,
[00:01:48.000 --> 00:01:49.000]  最重要是什麼?
[00:01:49.000 --> 00:01:53.000]  門徒訓練,要令弟妹作主門徒,
[00:01:53.000 --> 00:01:58.000]  沒錯,作主門徒是一個很重要的教會使命,
[00:01:58.000 --> 00:02:02.000]  因為訓練門徒就是奠定了一個教會的生命力,
[00:02:02.000 --> 00:02:06.000]  我們教會不單止要做一個人數增長的教會,
[00:02:06.000 --> 00:02:09.000]  更加要做一個健康成長的教會,
[00:02:09.000 --> 00:02:13.000]  要讓信徒不單止有信主的生命,
[00:02:13.000 --> 00:02:18.000]  更加要成為作門徒,成為我們生命成長的藍圖和方向,
[00:02:18.000 --> 00:02:20.000]  教會不單止要追求人數的增長,
[00:02:20.000 --> 00:02:25.000]  更加要追求量的增長,追求品質的增長,
[00:02:25.000 --> 00:02:30.000]  生命的增長,質素的增長,
[00:02:30.000 --> 00:02:33.000]  意思就是說我們不單止要人數多,
[00:02:33.000 --> 00:02:37.000]  更加要生命轉化,
[00:02:37.000 --> 00:02:42.000]  由一個自我中心的生命,成為一個基督中心的生命,
[00:02:42.000 --> 00:02:44.000]  基督化的生命,
[00:02:44.000 --> 00:02:46.000]  這個就是一間教會門徒,
[00:02:46.000 --> 00:02:50.000]  作主門徒很重要的一個命令和使命的方向,
[00:02:50.000 --> 00:02:55.000]  所以當土鎮2013年我們說植根紅土五十載,
[00:02:55.000 --> 00:02:58.000]  毀身基督迎未來,毀身基督,
[00:02:58.000 --> 00:03:02.000]  接著在2014年裡面我們應該怎樣去毀身基督呢?
[00:03:02.000 --> 00:03:06.000]  所以我就在這樣的領袖之下定了作主門徒,
[00:03:06.000 --> 00:03:09.000]  成為我們教會今年要走的方向,
[00:03:09.000 --> 00:03:13.000]  更加希望不是今年而是一生一世追求的目標,
[00:03:13.000 --> 00:03:16.000]  當然我們要搞音樂會,要搞報道會,
[00:03:16.000 --> 00:03:19.000]  要領人信耶穌,要去探訪基層,
[00:03:19.000 --> 00:03:21.000]  要繼續做很多侍奉,
[00:03:21.000 --> 00:03:22.000]  但是除了做之外,
[00:03:22.000 --> 00:03:26.000]  我希望我們在我們生命裡面都有所轉化,
[00:03:26.000 --> 00:03:31.000]  不單止要做一個為神做很多事的一個土鎮人,
[00:03:31.000 --> 00:03:34.000]  更加要做一個成為主門徒,
[00:03:34.000 --> 00:03:36.000]  有門徒的品格,
[00:03:36.000 --> 00:03:39.000]  有一個基督中心生命的一個土鎮人,
[00:03:39.000 --> 00:03:43.000]  願上帝透過今天的訊息和我們每一個人講說話,
[00:03:43.000 --> 00:03:45.000]  我們一起祈禱,
[00:03:45.000 --> 00:03:48.000]  慈彼下天父我們將我們今天的訊息都加在上帝的手中,
[00:03:48.000 --> 00:03:50.000]  願聖靈你帶領我們,
[00:03:50.000 --> 00:03:52.000]  讓孩子成為主理的僕人,
[00:03:52.000 --> 00:03:55.000]  以致好像一條流通的管子,
[00:03:55.000 --> 00:04:00.000]  將上帝的話語透過今天的講壇和我們弟兄姊妹去分享,
[00:04:00.000 --> 00:04:03.000]  又願意聖靈你打開我們弟兄姊妹的心,
[00:04:03.000 --> 00:04:06.000]  以致我們好像一棵樹栽在溪水旁,
[00:04:06.000 --> 00:04:09.000]  讓聖靈你在我們身邊通通流動,
[00:04:09.000 --> 00:04:11.000]  以致我們能夠為你結果子,
[00:04:11.000 --> 00:04:14.000]  而結的是基督門徒的果子,
[00:04:14.000 --> 00:04:17.000]  求神祢的靈語我們同在帶領我們今天,
[00:04:17.000 --> 00:04:19.000]  以致我們能夠聆聽祢的話語,
[00:04:19.000 --> 00:04:21.000]  心靈裡面能夠明白,
[00:04:21.000 --> 00:04:24.000]  以致我們能夠走出來成為主理的門徒,
[00:04:24.000 --> 00:04:27.000]  求主帶領,奉耶穌基督名求,阿門。
[00:04:27.000 --> 00:04:33.000]  我揀選了路加福音第五章一至十一節和大家一齊思想,
[00:04:33.000 --> 00:04:36.000]  我們一起讀,準備,一二三
[00:04:36.000 --> 00:04:39.000]  耶穌站在隔離撒納湖邊,
[00:04:39.000 --> 00:04:43.000]  眾人擁擠他,要聽神的道。
[00:04:43.000 --> 00:04:46.000]  他見有兩隻船彎在湖邊,
[00:04:46.000 --> 00:04:50.000]  打魚的人卻離開船,洗網去了。
[00:04:50.000 --> 00:04:52.000]  有一隻船是西門的,
