
[00:00:00.000 --> 00:00:01.760]  請祈禱我們平安
[00:00:01.760 --> 00:00:05.300]  感謝主,我們可以一同來聚會
[00:00:05.300 --> 00:00:09.400]  讓我們先來一起祈禱
[00:00:09.400 --> 00:00:12.900]  親愛的天父,我們感謝你讚美你的恩典
[00:00:12.900 --> 00:00:15.200]  我們的生命是從你而來的
[00:00:15.200 --> 00:00:17.300]  你又拯救我們
[00:00:17.300 --> 00:00:20.200]  又讓我們可以在這裏一同聚集
[00:00:20.200 --> 00:00:23.600]  成為你家中的一份子
[00:00:23.600 --> 00:00:26.200]  我們聚集敬拜
[00:00:26.200 --> 00:00:28.300]  繼續聆聽你的話語
[00:00:28.300 --> 00:00:30.400]  求聖靈幫助我們
[00:00:30.400 --> 00:00:34.000]  明白我們的禱告是應該怎樣做
[00:00:34.000 --> 00:00:35.800]  合乎你的心意
[00:00:35.800 --> 00:00:38.500]  奉耶穌基督的名祈禱,阿們
[00:00:38.500 --> 00:00:46.900]  今天是恩典管道系列的最後一講
[00:00:46.900 --> 00:00:53.100]  我們要思想禁食禱告是得恩的管道
[00:00:53.100 --> 00:00:57.100]  我相信今天的信徒不是很著重禱告
[00:00:57.100 --> 00:01:00.800]  更加不著重禁食禱告
[00:01:00.800 --> 00:01:03.000]  但是,在今天的經文
[00:01:03.000 --> 00:01:08.100]  我們讀到主耶穌評論一些假冒為善的人
[00:01:08.100 --> 00:01:12.800]  他們故意弄到自己外表很難看
[00:01:12.800 --> 00:01:16.100]  於是,讓其他人一看到他們就猜到他們
[00:01:16.100 --> 00:01:20.500]  哎呀!你們真是在禁食
[00:01:20.500 --> 00:01:23.800]  他們很容易錯覺地認為
[00:01:23.800 --> 00:01:26.600]  禁食的人是很虔誠
[00:01:26.600 --> 00:01:29.800]  時時都在禁食
[00:01:29.800 --> 00:01:34.000]  主耶穌並不是說禁食是不對的
[00:01:34.000 --> 00:01:41.300]  而是責備那些人禁食禱告的目的是錯的
[00:01:41.300 --> 00:01:44.100]  讓我們從聖經的教導中
[00:01:44.100 --> 00:01:46.200]  去了解禁食禱告
[00:01:46.200 --> 00:01:51.800]  其實都是上帝要私恩給我們的一個管道
[00:01:51.800 --> 00:01:56.200]  首先,讓我們為禁食拿一個定義
[00:01:56.200 --> 00:01:59.100]  為了宗教的原因而部分
[00:01:59.100 --> 00:02:02.300]  或者完全停止進食
[00:02:02.300 --> 00:02:06.200]  可以由群體或個人進行
[00:02:06.200 --> 00:02:10.700]  我們留意這個特別為了宗教的原因而禁食
[00:02:10.700 --> 00:02:13.100]  才算是禁食
[00:02:13.100 --> 00:02:16.800]  跟那些為了操練意志
[00:02:16.800 --> 00:02:21.200]  或者為了減肥而禁食是不一樣的
[00:02:21.200 --> 00:02:23.900]  為操練意志或減肥而禁食
[00:02:23.900 --> 00:02:26.300]  只是跟自己有關
[00:02:26.300 --> 00:02:28.700]  為宗教原因禁食
[00:02:28.700 --> 00:02:33.700]  才是聖經中所說的禁食的意義
[00:02:33.700 --> 00:02:38.100]  在舊約中禁食的希伯來文字的直譯
[00:02:38.100 --> 00:02:42.400]  是使自己的靈魂牽迫下來
[00:02:42.400 --> 00:02:46.400]  意思是「苦待自我」
[00:02:46.400 --> 00:02:49.700]  記不記得我講《利美記》23章時
[00:02:49.700 --> 00:02:52.400]  提到耶和華的節祇嗎?
[00:02:52.400 --> 00:02:53.900]  在贖罪日
[00:02:53.900 --> 00:02:58.600]  所有以色列人都要「克苦己薪」
[00:02:58.600 --> 00:03:00.600]  即是要禁食
[00:03:00.600 --> 00:03:02.200]  如果你是以色列人
[00:03:02.200 --> 00:03:04.200]  平日不禁食也好
[00:03:04.200 --> 00:03:07.400]  在贖罪日那天一定要禁食
[00:03:07.400 --> 00:03:09.600]  因為如果你在那天不禁食
[00:03:09.600 --> 00:03:12.100]  是會被處死的
[00:03:12.100 --> 00:03:13.200]  現在不知道
[00:03:13.200 --> 00:03:16.900]  但是從前的以色列人真的會執行死刑
[00:03:16.900 --> 00:03:21.400]  這樣的禁食可以說是全國性的禁食
[00:03:21.400 --> 00:03:23.900]  有些是個人的禁食
[00:03:23.900 --> 00:03:27.900]  例如摩西在《出埃及記》34章
[00:03:27.900 --> 00:03:30.900]  記載到他要上山
[00:03:30.900 --> 00:03:34.900]  在上帝領受納約的條例
[00:03:34.900 --> 00:03:38.900]  在山上和上帝一起40週夜
[00:03:38.900 --> 00:03:44.400]  聖經記載他沒有吃也沒有喝水
[00:03:44.400 --> 00:03:47.400]  他可以說是代表全體以色列人
[00:03:47.400 --> 00:03:49.900]  在上帝面前禁食
[00:03:49.900 --> 00:03:51.900]  領受律法
[00:03:51.900 --> 00:03:57.900]  而律法是上帝給以色列人的恩典指引
[00:03:57.900 --> 00:04:00.900]  主耶穌在未正式出來傳道之前
