
[00:00:00.000 --> 00:00:01.160]  我們一起有禱告
[00:00:01.160 --> 00:00:01.960]  天父我們感謝祢
[00:00:01.960 --> 00:00:03.060]  因為祢是我們的神
[00:00:03.060 --> 00:00:04.120]  祢是我們的主
[00:00:04.120 --> 00:00:06.600]  求祢親自來兼顧我們對祢的信心
[00:00:06.600 --> 00:00:08.300]  我們知道我們一生的好處
[00:00:08.300 --> 00:00:09.400]  都在祢裡面
[00:00:09.400 --> 00:00:10.200]  有我們定義的
[00:00:10.200 --> 00:00:11.560]  來敬拜祢
[00:00:11.560 --> 00:00:12.420]  分別為聖的
[00:00:12.420 --> 00:00:13.760]  將這段時間去給祢
[00:00:13.760 --> 00:00:15.100]  願祢對我們說說話
[00:00:15.100 --> 00:00:16.260]  祝福我們每一個
[00:00:16.260 --> 00:00:18.260]  禱告奉教主耶穌基督的名
[00:00:18.260 --> 00:00:19.460]  Amen
[00:00:19.460 --> 00:00:20.960]  好了 今天分享的題目
[00:00:20.960 --> 00:00:24.100]  就叫輕裝上路重主行
[00:00:24.100 --> 00:00:27.100]  當然 因為大家都很多人去過旅行
[00:00:27.100 --> 00:00:30.620]  所以都面對過這樣的狀態
[00:00:30.620 --> 00:00:32.560]  因為六月份我就有兩堂
[00:00:32.560 --> 00:00:34.320]  就是巴頭巴尾講道
[00:00:34.320 --> 00:00:35.860]  有兩篇講座在想
[00:00:35.860 --> 00:00:37.360]  為什麼我決定選這個呢
[00:00:37.360 --> 00:00:40.320]  因為事緣我上個禮拜去了旅行
[00:00:40.320 --> 00:00:41.520]  去旅行就是
[00:00:41.520 --> 00:00:42.260]  我去了麗江
[00:00:42.260 --> 00:00:44.760]  其實一頭尾是五日四夜而已
[00:00:44.760 --> 00:00:46.820]  但是因為今年的上年度
[00:00:46.820 --> 00:00:49.060]  都有兩次是我們去台灣學習
[00:00:49.060 --> 00:00:50.820]  又去馬來西亞學習
[00:00:50.820 --> 00:00:51.700]  諸如此類的
[00:00:51.700 --> 00:00:53.920]  我的女兒其實是有一個半個旅程
[00:00:53.920 --> 00:00:54.860]  都跟著我
[00:00:54.860 --> 00:00:58.100]  在那次她已經講了很多次
[00:00:58.100 --> 00:01:01.920]  媽 你可不可以不要經常帶一隻豬出去
[00:01:01.920 --> 00:01:04.860]  因為我有一個黑色的袋
[00:01:04.860 --> 00:01:06.160]  除了拖行李
[00:01:06.160 --> 00:01:08.960]  當然有一個手巾的袋在裡面
[00:01:08.960 --> 00:01:10.120]  我不知道
[00:01:10.120 --> 00:01:12.960]  一般我想可能我的女人習慣了
[00:01:12.960 --> 00:01:16.120]  機要的東西當然是帶一個大袋子
[00:01:16.120 --> 00:01:17.300]  方便嘛
[00:01:17.300 --> 00:01:19.260]  包括有最機要的裝備
[00:01:19.260 --> 00:01:21.000]  就是有雨傘
[00:01:21.000 --> 00:01:23.100]  然後如果是冷一點的時間
[00:01:23.100 --> 00:01:24.160]  當然有外套
[00:01:24.160 --> 00:01:25.720]  就算你說沒那麼冷
[00:01:25.720 --> 00:01:28.120]  你知道是冷氣的場會
[00:01:28.120 --> 00:01:30.000]  也要帶一件汽衣的嘛 是不是
[00:01:30.000 --> 00:01:31.400]  於是你又要寫筆記
[00:01:31.400 --> 00:01:32.460]  又有筆
[00:01:32.460 --> 00:01:35.420]  自己本身的情報又在這裡
[00:01:35.420 --> 00:01:38.960]  如果是去三個小時以上的飛機
[00:01:38.960 --> 00:01:41.820]  她就帶了一本書去看
[00:01:41.820 --> 00:01:43.800]  然後你知道要去廁所
[00:01:43.800 --> 00:01:45.320]  很多廁紙要用
[00:01:45.320 --> 00:01:48.160]  現在有些很適合那些濕紙巾
[00:01:48.160 --> 00:01:49.920]  對於我們女士來說是恩物
[00:01:49.920 --> 00:01:51.560]  因為一定有濕紙巾在身上
[00:01:51.560 --> 00:01:53.920]  去洗手間又覺得很OK
[00:01:53.920 --> 00:01:55.560]  還有就是
[00:01:55.560 --> 00:01:57.320]  因為做媽媽嘛
[00:01:57.320 --> 00:01:59.320]  做慣了領袖嘛 是不是
[00:01:59.320 --> 00:02:01.000]  不只是想自己的嘛
[00:02:01.000 --> 00:02:02.320]  是會想別人的嘛
[00:02:02.320 --> 00:02:03.720]  一包紙巾是應該足夠的
[00:02:03.720 --> 00:02:05.800]  但是想誰沒有的時候問你拿
[00:02:05.800 --> 00:02:07.100]  你又好像給他一下
[00:02:07.100 --> 00:02:08.560]  於是又多帶一包
[00:02:08.560 --> 00:02:10.600]  如此類推
[00:02:10.600 --> 00:02:12.100]  本來可能帶兩顆檸檬
[00:02:12.100 --> 00:02:13.400]  夠自己吃硬硬睡的
[00:02:13.400 --> 00:02:14.900]  想那麼多人去
[00:02:14.900 --> 00:02:17.060]  那就帶大包一點啦
[00:02:17.060 --> 00:02:20.160]  所以永遠都是有一隻豬在身上
[00:02:20.160 --> 00:02:21.820]  去出旅行的
[00:02:21.820 --> 00:02:23.420]  但是這次只有幾天
[00:02:23.420 --> 00:02:25.100]  我女兒千叮萬鑿
[00:02:25.100 --> 00:02:26.920]  你不要再帶一隻豬出街啦
[00:02:26.920 --> 00:02:28.520]  鬼死這麼重啊
[00:02:28.520 --> 00:02:30.720]  那我就選了一個
[00:02:30.720 --> 00:02:34.020]  小了一點點的旅行包
[00:02:34.020 --> 00:02:35.420]  去出旅行的
[00:02:35.420 --> 00:02:37.500]  有些東西減輕了一點點
[00:02:37.500 --> 00:02:39.120]  但是還是有的
[00:02:39.120 --> 00:02:41.400]  但是我女兒看到就說
[00:02:41.400 --> 00:02:45.560]  你做什麼都還是要另外帶一隻豬出街的
[00:02:45.560 --> 00:02:47.200]  那我就說了幾次
[00:02:47.200 --> 00:02:48.320]  我女兒就想一下
[00:02:48.320 --> 00:02:50.460]  是啊 為什麼
[00:02:50.460 --> 00:02:51.860]  我真的放不下
