
[00:00:00.000 --> 00:00:05.000]  我想問問大家有沒有曾經過過一個很難忘的生日呢?
[00:00:05.000 --> 00:00:08.000]  是不是?要點頭啊
[00:00:08.000 --> 00:00:13.000]  我記得我大概二十歲的時候
[00:00:13.000 --> 00:00:15.000]  收了一張很大的生日卡
[00:00:15.000 --> 00:00:18.000]  有一個弟兄給我,這麼大張的
[00:00:18.000 --> 00:00:21.000]  原來裡面是簽滿了名字的
[00:00:21.000 --> 00:00:24.000]  有整百個名字簽在那裡
[00:00:24.000 --> 00:00:27.000]  那次也挺難忘的
[00:00:28.000 --> 00:00:31.000]  因為當時也是團契
[00:00:31.000 --> 00:00:33.000]  幾個少年團、少年師班
[00:00:33.000 --> 00:00:36.000]  都是那些差不多的年輕人
[00:00:36.000 --> 00:00:39.000]  都寫了一個生日卡給我
[00:00:39.000 --> 00:00:42.000]  到現在也很難忘這麼大的生日卡
[00:00:42.000 --> 00:00:45.000]  這麼多的名字在那裡,祝福
[00:00:45.000 --> 00:00:48.000]  當然有時候生日
[00:00:48.000 --> 00:00:53.000]  大家有沒有試過給你一些驚喜
[00:00:53.000 --> 00:00:56.000]  突然間有一個驚喜給你
[00:00:57.000 --> 00:01:01.000]  剛剛今年早幾天,做了一個星期
[00:01:01.000 --> 00:01:05.000]  我太太收到我兒子的同學
[00:01:05.000 --> 00:01:07.000]  她說我兒子生日了
[00:01:07.000 --> 00:01:09.000]  想給他一個驚喜
[00:01:09.000 --> 00:01:12.000]  那天我們全都來了家裡,十幾二十人
[00:01:12.000 --> 00:01:14.000]  為了慶祝,他不知道的
[00:01:14.000 --> 00:01:16.000]  我們聽到之後真的驚喜
[00:01:16.000 --> 00:01:19.000]  因為這麼多人來我們家裡
[00:01:19.000 --> 00:01:22.000]  為我兒子慶祝生日
[00:01:22.000 --> 00:01:25.000]  我想他的驚喜比我們大一點
[00:01:26.000 --> 00:01:32.000]  剛才讀的經文是講到以西結
[00:01:32.000 --> 00:01:36.000]  第三十年其實是講他三十歲生日
[00:01:36.000 --> 00:01:39.000]  就生日禮物來說
[00:01:39.000 --> 00:01:41.000]  我相信沒有人比得上
[00:01:41.000 --> 00:01:47.000]  以西結在三十歲生日所經歷的東西
[00:01:47.000 --> 00:01:50.000]  因為突然間天開了,看到神的異象
[00:01:50.000 --> 00:01:53.000]  然後第四節到一章尾
[00:01:54.000 --> 00:01:56.000]  今天我不會講異象內容
[00:01:56.000 --> 00:01:59.000]  會講前面的三節
[00:01:59.000 --> 00:02:05.000]  因為實際上當以西結見到神的顯現
[00:02:05.000 --> 00:02:07.000]  為了異象
[00:02:07.000 --> 00:02:12.000]  一件事簡直是扭轉了人生
[00:02:12.000 --> 00:02:15.000]  成為了他那一代裡面
[00:02:15.000 --> 00:02:17.000]  特別是一個大時代裡面
[00:02:17.000 --> 00:02:21.000]  神要他差遣成為一個守望者
[00:02:22.000 --> 00:02:26.000]  所以今天我跟大家講的題目叫做
[00:02:26.000 --> 00:02:28.000]  「時代的守望者」
[00:02:28.000 --> 00:02:30.000]  分開三方面
[00:02:30.000 --> 00:02:33.000]  一方面就是生不逢時
[00:02:33.000 --> 00:02:36.000]  第二方面就是缺席的神
[00:02:36.000 --> 00:02:39.000]  第三方面就是為誰守望
[00:02:39.000 --> 00:02:45.000]  以西結所謂選擇在河邊度過生日
[00:02:45.000 --> 00:02:49.000]  因為實際上他就住在河的附近
[00:02:50.000 --> 00:02:52.000]  可能有些聖學者說
[00:02:52.000 --> 00:02:54.000]  通常他們去到河邊
[00:02:54.000 --> 00:02:56.000]  他們可能去敬拜
[00:02:56.000 --> 00:02:59.000]  去一些禱告
[00:02:59.000 --> 00:03:02.000]  或者一些敬拜的禮儀
[00:03:02.000 --> 00:03:05.000]  大家記得以西結是什麼身份
[00:03:05.000 --> 00:03:07.000]  大家知不知道
[00:03:07.000 --> 00:03:11.000]  是祭司,不是先知
[00:03:11.000 --> 00:03:13.000]  雖然是先知書
[00:03:13.000 --> 00:03:16.000]  那一刻對他來說是祭司的身份
[00:03:17.000 --> 00:03:20.000]  但問題是被露了
[00:03:20.000 --> 00:03:23.000]  在加巴魯河邊
[00:03:23.000 --> 00:03:25.000]  加巴魯河邊在哪裡呢
[00:03:25.000 --> 00:03:27.000]  如果大家有些認識
[00:03:27.000 --> 00:03:29.000]  今天當然是在講巴比倫
[00:03:29.000 --> 00:03:31.000]  即是聖經的巴比倫
[00:03:31.000 --> 00:03:33.000]  今天講的是伊拉克的地方
[00:03:33.000 --> 00:03:35.000]  伊拉克有兩河流域
[00:03:35.000 --> 00:03:40.000]  兩河流域下方有一個平原
[00:03:40.000 --> 00:03:44.000]  而其中加巴魯河只是一個運輸的河
[00:03:45.000 --> 00:03:48.000]  去幫助運輸
[00:03:48.000 --> 00:03:53.000]  而以西結和被露的猶太人
[00:03:53.000 --> 00:04:00.000]  距離自己的家鄉很遠
[00:04:00.000 --> 00:04:05.000]  來到美索不達米亞的平原
[00:04:05.000 --> 00:04:08.000]  或者叫肥沃越灣的平原
[00:04:08.000 --> 00:04:14.000]  被露的猶太人安頓在那個地方
[00:04:15.000 --> 00:04:17.000]  被巴比倫帶到的地方
[00:04:17.000 --> 00:04:21.000]  他們用泥磚建成屋子
[00:04:21.000 --> 00:04:23.000]  接著在一個很陌生的
[00:04:23.000 --> 00:04:31.000]  也很接近尼布加利薩皇宮的京城住下來
[00:04:31.000 --> 00:04:35.000]  第一方面我想講生不逢時
[00:04:35.000 --> 00:04:37.000]  生不逢時
[00:04:37.000 --> 00:04:40.000]  第一節前面講三十年四月初五
[00:04:40.000 --> 00:04:43.000]  他就在河邊和被露的人
[00:04:44.000 --> 00:04:47.000]  所以三十年有兩個意思
[00:04:47.000 --> 00:04:49.000]  剛才我講的是三十歲
[00:04:49.000 --> 00:04:51.000]  如果講的時間來說
[00:04:51.000 --> 00:04:54.000]  是公元前五百九十二年七月三十一日
[00:04:54.000 --> 00:04:56.000]  在公曆來說
[00:04:56.000 --> 00:04:59.000]  身為祭司的西結來說
[00:04:59.000 --> 00:05:01.000]  就是三十歲的生日
[00:05:01.000 --> 00:05:03.000]  這個日期對他來說是很重要
[00:05:03.000 --> 00:05:07.000]  重要過當時被露的時候
[00:05:07.000 --> 00:05:09.000]  他沿用的國號更加重要
[00:05:09.000 --> 00:05:11.000]  為什麼這樣講呢
[00:05:12.000 --> 00:05:14.000]  可能數據裏面講
[00:05:14.000 --> 00:05:18.000]  原來一個到了三十歲的祭司
[00:05:18.000 --> 00:05:22.000]  他是可以去到聖殿裏面供職的
[00:05:22.000 --> 00:05:25.000]  即是說三十歲到五十歲的祭司
[00:05:25.000 --> 00:05:28.000]  他可以在聖殿裏面供職
[00:05:28.000 --> 00:05:31.000]  即是說他三十歲之前
[00:05:31.000 --> 00:05:35.000]  未必是他派到聖殿裏面
[00:05:35.000 --> 00:05:39.000]  某一些很重要的憲制的工作裏面
[00:05:40.000 --> 00:05:43.000]  而他過去在二十五年裏面
[00:05:43.000 --> 00:05:47.000]  這個西結就是在尤薩冷成長
[00:05:47.000 --> 00:05:50.000]  在祭司的家庭裏面成長
[00:05:50.000 --> 00:05:54.000]  他自小已經是世襲成為一個祭司
[00:05:54.000 --> 00:05:57.000]  他已經有很多的準備自己做一個祭司
[00:05:57.000 --> 00:06:01.000]  你想想他會想到三十歲那天
[00:06:01.000 --> 00:06:04.000]  就能夠去聖殿供職
[00:06:04.000 --> 00:06:07.000]  但怎知三十歲到了
[00:06:08.000 --> 00:06:11.000]  他卻是一個不潔淨 敗偶像
[00:06:11.000 --> 00:06:16.000]  多神的一個義邦 巴比倫裏面
[00:06:16.000 --> 00:06:19.000]  還受到一些侵略者的譏笑
[00:06:19.000 --> 00:06:21.000]  你想想對他來說
[00:06:21.000 --> 00:06:24.000]  這個三十歲是不是很唏噓呢
[00:06:24.000 --> 00:06:26.000]  完全的身份
[00:06:26.000 --> 00:06:30.000]  完全好像還滅了這個祭司的身份
[00:06:30.000 --> 00:06:34.000]  或者我們說回他的一些生平
[00:06:34.000 --> 00:06:37.000]  我剛才說除了三十歲之外
[00:06:38.000 --> 00:06:46.000]  三十年前是公元前六百二十二年
[00:06:46.000 --> 00:06:48.000]  他就出生了
[00:06:48.000 --> 00:06:51.000]  那時候發生了甚麼事呢
[00:06:51.000 --> 00:06:55.000]  那時候在猶大國裏面有甚麼事情發生呢
[00:06:55.000 --> 00:07:00.000]  如果大家記得我講一些滅亡的時候
[00:07:00.000 --> 00:07:03.000]  我曾經講過一個皇帝
[00:07:03.000 --> 00:07:06.000]  應該差不多講到第四個了
[00:07:07.000 --> 00:07:08.000]  就是約西亞王
[00:07:08.000 --> 00:07:11.000]  我是一個盡心盡意的約西亞王
[00:07:11.000 --> 00:07:13.000]  約西亞王做了些甚麼事呢
[00:07:13.000 --> 00:07:16.000]  就是在那年裏面 三十年前
[00:07:16.000 --> 00:07:19.000]  在聖殿找到一本《律法書》
[00:07:19.000 --> 00:07:23.000]  在《律法書》之後就開始復興宗教
[00:07:23.000 --> 00:07:30.000]  將聖殿的敬拜向耶和華神完全恢復過來
[00:07:30.000 --> 00:07:32.000]  禁止了休壇的敬拜
[00:07:32.000 --> 00:07:36.000]  禁止了拜假神等等的東西
[00:07:37.000 --> 00:07:40.000]  要將這些意識的人的心挽回到神那裏
[00:07:40.000 --> 00:07:43.000]  更加有《律法書》
[00:07:43.000 --> 00:07:46.000]  要讓他們知道神的說話
[00:07:46.000 --> 00:07:49.000]  《律法書》一不見就見了幾十年
[00:07:49.000 --> 00:07:52.000]  我講過 本來皇帝應該手中有一本
[00:07:52.000 --> 00:07:54.000]  有些皇帝根本就不理會
[00:07:54.000 --> 00:07:57.000]  其實自己扔在一旁
[00:07:57.000 --> 00:07:59.000]  沒有傳遞下去
[00:07:59.000 --> 00:08:03.000]  這個伊西傑就在出生的時候
[00:08:04.000 --> 00:08:11.000]  可能他頭幾歲都會感受到復興的前景
[00:08:11.000 --> 00:08:13.000]  感受到復興的喜悅
[00:08:13.000 --> 00:08:16.000]  祭司當堂當然是歡喜快樂
[00:08:16.000 --> 00:08:18.000]  能夠有聖殿的敬拜
[00:08:18.000 --> 00:08:21.000]  能夠恢復聖殿的憲制
[00:08:21.000 --> 00:08:24.000]  恢復聖殿的侍奉
[00:08:24.000 --> 00:08:28.000]  我相信他都會感受到他父親的喜樂
[00:08:28.000 --> 00:08:30.000]  好景不常
[00:08:31.000 --> 00:08:34.000]  大概他十三歲的時候
[00:08:34.000 --> 00:08:36.000]  我用伊西傑的年齡來算
[00:08:36.000 --> 00:08:38.000]  他十三歲的時候
[00:08:38.000 --> 00:08:41.000]  約西亞王戰死沙場
[00:08:41.000 --> 00:08:44.000]  他的兒子約亞敬
[00:08:44.000 --> 00:08:48.000]  又是一個不好的皇帝
[00:08:48.000 --> 00:08:51.000]  又是被其他人擺佈
[00:08:51.000 --> 00:08:54.000]  然後敬拜假神
[00:08:54.000 --> 00:08:59.000]  約亞敬曾經被耶利米先知斥責過
[00:09:00.000 --> 00:09:03.000]  說你要把人帶回神那裡
[00:09:03.000 --> 00:09:05.000]  但是現在神已經發覺
[00:09:05.000 --> 00:09:08.000]  是不能夠扭轉的了
[00:09:08.000 --> 00:09:10.000]  其實在約西亞之前都跟他說過
[00:09:10.000 --> 00:09:12.000]  不能夠扭轉的了
[00:09:12.000 --> 00:09:14.000]  因為這個結局
[00:09:14.000 --> 00:09:18.000]  神一定要讓這個猶大國滅亡
[00:09:18.000 --> 00:09:21.000]  甚至聖殿的敬拜都會消失
[00:09:21.000 --> 00:09:23.000]  但是聽是這麼聽
[00:09:23.000 --> 00:09:26.000]  但是他們覺得未必的事情
[00:09:27.000 --> 00:09:33.000]  但是約亞敬王更加把耶利米的書卷燒了
[00:09:33.000 --> 00:09:37.000]  這個十七歲的伊西傑
[00:09:37.000 --> 00:09:40.000]  我相信他記得這件事情
[00:09:40.000 --> 00:09:42.000]  深信他都知道
[00:09:42.000 --> 00:09:46.000]  接著約亞敬王是因為
[00:09:46.000 --> 00:09:49.000]  他是要去抵抗巴比倫
[00:09:49.000 --> 00:09:53.000]  最後被巴比倫王尼布加利薩抓了
[00:09:54.000 --> 00:09:57.000]  做了人質 這個大概是公元前604年了
[00:09:57.000 --> 00:10:04.000]  接著抓了王 當然要繼續納禮王
[00:10:04.000 --> 00:10:06.000]  他的兒子叫做約亞敬
[00:10:06.000 --> 00:10:10.000]  做了王不久的時候
[00:10:10.000 --> 00:10:14.000]  巴比倫王就怕約亞敬好像又叛變了
[00:10:14.000 --> 00:10:17.000]  直接把約亞敬和這些王族
[00:10:17.000 --> 00:10:19.000]  再加上聖殿裡面的祭司
[00:10:19.000 --> 00:10:21.000]  加上一些有用的人
[00:10:22.000 --> 00:10:26.000]  就一次一批被抓去巴比倫
