
[00:00:00.000 --> 00:00:03.000]  在開始時我們先有一個祈禱
[00:00:03.000 --> 00:00:05.000]  親愛的主,我們感謝讚美祢
[00:00:05.000 --> 00:00:08.000]  多謝祢讓我們今天早上能夠聚集在這裏
[00:00:08.000 --> 00:00:11.000]  去一同敬拜祢,並且聽祢的話語
[00:00:11.000 --> 00:00:14.000]  主要求祢一時間,無論讓聽的,說的
[00:00:14.000 --> 00:00:19.000]  願祢的聖靈都在當中親自對我們生命帶來提醒
[00:00:19.000 --> 00:00:23.000]  以致我們能夠在祢的話語裏面重新得著力量
[00:00:23.000 --> 00:00:26.000]  我們這樣禱告是奉靠主耶穌基督得勝,明治,祈求
[00:00:26.000 --> 00:00:27.000]  阿們
[00:00:27.000 --> 00:00:32.000]  在幾年前美國《泰晤士報》就出了一個謎題
[00:00:32.000 --> 00:00:37.000]  公開徵求一個答案,是有獎的問題
[00:00:37.000 --> 00:00:39.000]  那個題目是什麼呢?
[00:00:39.000 --> 00:00:46.000]  就是由倫敦去到羅馬最短的路程是怎麼樣的呢?
[00:00:46.000 --> 00:00:49.000]  很多人就立刻拿地圖出來
[00:00:49.000 --> 00:00:53.000]  去看看到底哪條路線最短
[00:00:53.000 --> 00:00:56.000]  但是結果通通都落選
[00:00:56.000 --> 00:01:00.000]  只有唯一一個人他們能夠獲獎
[00:01:00.000 --> 00:01:03.000]  他的答案可能你猜都猜不到
[00:01:03.000 --> 00:01:06.000]  他就說,只要有一個好朋友
[00:01:06.000 --> 00:01:09.000]  就成為最短的路程了
[00:01:09.000 --> 00:01:13.000]  就是說只要有一個好朋友陪著你邊說邊笑
[00:01:13.000 --> 00:01:17.000]  由倫敦去到羅馬就不會覺得遙遠了
[00:01:17.000 --> 00:01:19.000]  那不是最短的路程嗎?
[00:01:19.000 --> 00:01:22.000]  不知道你有沒有這樣的感覺呢?
[00:01:22.000 --> 00:01:25.000]  特別在那些熱戀中的情侶
[00:01:25.000 --> 00:01:28.000]  可能他們會很感受到這件事
[00:01:28.000 --> 00:01:31.000]  特別是男朋友送女朋友回家的時候
[00:01:31.000 --> 00:01:33.000]  哇,這麼快就到了
[00:01:33.000 --> 00:01:36.000]  那不如我送你去車站坐車吧
[00:01:36.000 --> 00:01:39.000]  於是女朋友又送男朋友去車站
[00:01:39.000 --> 00:01:42.000]  又發覺路程實在太短了
[00:01:42.000 --> 00:01:44.000]  我想多見你幾面
[00:01:44.000 --> 00:01:48.000]  所以不知道在在有沒有曾經這樣的經歷呢?
[00:01:48.000 --> 00:01:51.000]  所以其實同伴的確是很重要的
[00:01:51.000 --> 00:01:55.000]  而我們在人生旅程裡不同時期
[00:01:55.000 --> 00:01:57.000]  都可能有不同的同伴
[00:01:57.000 --> 00:02:02.000]  令到你的日子更加豐富
[00:02:02.000 --> 00:02:04.000]  譬如中學的時候
[00:02:04.000 --> 00:02:07.000]  有人一起打球、看書、溫書
[00:02:07.000 --> 00:02:09.000]  或者整蠱老師
[00:02:09.000 --> 00:02:13.000]  你就覺得上學的日子真是愉快了
[00:02:13.000 --> 00:02:16.000]  大學的時候可能同學一起做project
[00:02:16.000 --> 00:02:19.000]  又或者在你第一次失戀的時候
[00:02:19.000 --> 00:02:20.000]  他陪伴你
[00:02:20.000 --> 00:02:23.000]  你就覺得日子很快就過去了
[00:02:23.000 --> 00:02:25.000]  又或者工作的時候
[00:02:25.000 --> 00:02:28.000]  如果你遇上一些神隊友
[00:02:28.000 --> 00:02:31.000]  那就真是事半功倍了
[00:02:31.000 --> 00:02:32.000]  在信仰的歷程裡
[00:02:32.000 --> 00:02:35.000]  可能我們都會有導師提醒你
[00:02:35.000 --> 00:02:37.000]  我們回到上帝那裡吧
[00:02:37.000 --> 00:02:39.000]  又或者有團友為你代禱
[00:02:39.000 --> 00:02:42.000]  有弟兄姊妹鼓勵你不要放棄
[00:02:42.000 --> 00:02:47.000]  令到你在人生裡可能得到安慰和力量
[00:02:47.000 --> 00:02:51.000]  所以這些同伴關係其實不是單向的
[00:02:51.000 --> 00:02:52.000]  是雙向的
[00:02:52.000 --> 00:02:54.000]  別人幫助我們之餘
[00:02:54.000 --> 00:02:56.000]  其實我們都會成為其他人的幫助
[00:02:56.000 --> 00:03:01.000]  沒有一個人軟弱到不能夠幫助其他人
[00:03:01.000 --> 00:03:04.000]  也沒有一個人剛強到不需要其他人的幫助
[00:03:04.000 --> 00:03:07.000]  這就是一個同行的關係
[00:03:07.000 --> 00:03:11.000]  適逢今天是顯現節的第四個主日
[00:03:11.000 --> 00:03:18.000]  既顯露了耶穌開始地上救贖的工作
[00:03:18.000 --> 00:03:20.000]  彰顯了聖子光榮的使命
[00:03:20.000 --> 00:03:24.000]  同時也顯明了上帝在人間
[00:03:24.000 --> 00:03:26.000]  祂願意與人同行
[00:03:26.000 --> 00:03:28.000]  不過正如剛才所說
[00:03:28.000 --> 00:03:31.000]  其實同行是一個互相的關係
[00:03:31.000 --> 00:03:33.000]  上帝很樂意與人同行
[00:03:33.000 --> 00:03:39.000]  因為這就是上帝與人的約和應許
[00:03:39.000 --> 00:03:44.000]  但是人是否也願意與上帝同行呢?
[00:03:44.000 --> 00:03:47.000]  今天的經課其實就是記載著一段
[00:03:47.000 --> 00:03:51.000]  上帝與人關於這個問題的爭辯
[00:03:51.000 --> 00:03:54.000]  甚至因此而鬧上法庭
[00:03:54.000 --> 00:03:59.000]  讓我們一起看看尼加書六章一至二節
[00:03:59.000 --> 00:04:03.000]  看看才知道如何說明開庭的狀況
[00:04:03.000 --> 00:04:06.000]  第一至二節這樣說
[00:04:06.000 --> 00:04:10.000]  當聽耶和華說的話,起來向山領爭辯
[00:04:10.000 --> 00:04:13.000]  使光領聽你的聲音
[00:04:13.000 --> 00:04:16.000]  山領要聽耶和華的指控
[00:04:16.000 --> 00:04:19.000]  大地永久的根基要聽
[00:04:19.000 --> 00:04:24.000]  因耶和華控告他的百姓與以色列民爭辯
[00:04:24.000 --> 00:04:30.000]  上帝呼喚山領大地來做陪審團
[00:04:30.000 --> 00:04:33.000]  去聽聽耶穌的控告
[00:04:33.000 --> 00:04:36.000]  山領和大地代表著
[00:04:36.000 --> 00:04:39.000]  他們一直在見證這個世界的歷史
[00:04:39.000 --> 00:04:42.000]  發生過什麼事他們都能作證
[00:04:42.000 --> 00:04:47.000]  為什麼男女很喜歡在山下立下海誓山盟呢?
[00:04:47.000 --> 00:04:52.000]  就是表示愛情像山和海一樣永恆不變
[00:04:52.000 --> 00:04:54.000]  但當然現在土地問題
[00:04:54.000 --> 00:04:57.000]  很多移山填海
[00:04:57.000 --> 00:05:00.000]  所以男女就要選擇那些山
[00:05:00.000 --> 00:05:04.000]  不要在慈雲山或鑽石山下立願
[00:05:04.000 --> 00:05:07.000]  而是阿爾卑斯山
[00:05:07.000 --> 00:05:11.000]  但總之山領和大地是見證著歷史的
[00:05:11.000 --> 00:05:14.000]  所以他們是最佳的陪審團
[00:05:14.000 --> 00:05:17.000]  到底為了什麼去開審呢?
[00:05:17.000 --> 00:05:19.000]  第三節這樣說
[00:05:19.000 --> 00:05:22.000]  我的百姓啊,我向你做了什麼呢?
[00:05:22.000 --> 00:05:26.000]  我在什麼事上使你厭煩,你回答我吧
[00:05:26.000 --> 00:05:31.000]  原來耶和華要訴訟的對象
[00:05:31.000 --> 00:05:34.000]  竟然是他的子民以色列民
[00:05:34.000 --> 00:05:36.000]  而訴訟的內容就是
[00:05:36.000 --> 00:05:40.000]  上帝被他的子民覺得他厭煩
[00:05:40.000 --> 00:05:43.000]  厭煩即是說你很煩啊
[00:05:43.000 --> 00:05:46.000]  又或者你可不可以不要這麼煩啊
[00:05:46.000 --> 00:05:49.000]  不知道大家有沒有似曾相識
[00:05:49.000 --> 00:05:51.000]  這些不要這麼煩的話
[00:05:51.000 --> 00:05:54.000]  譬如吃這些東西沒有益處的
[00:05:54.000 --> 00:05:56.000]  你不要理我吧,很煩啊
[00:05:56.000 --> 00:05:59.000]  冷啊,多穿件衣服吧
[00:05:59.000 --> 00:06:02.000]  我都不冷,不要煩啊
[00:06:02.000 --> 00:06:04.000]  這麼晚了,你還不睡?
[00:06:04.000 --> 00:06:06.000]  你不要煩啊
[00:06:06.000 --> 00:06:08.000]  打機不要這麼近啊
[00:06:08.000 --> 00:06:10.000]  喂,可不可以不要這麼煩啊
[00:06:10.000 --> 00:06:12.000]  你很煩這句話
[00:06:12.000 --> 00:06:15.000]  彷彿很似曾相識
[00:06:15.000 --> 00:06:18.000]  可能你聽過或者你說過都未定
[00:06:18.000 --> 00:06:22.000]  原來當時以色列民都跟上帝說
[00:06:22.000 --> 00:06:24.000]  你很煩啊
[00:06:24.000 --> 00:06:26.000]  究竟耶和華做了什麼
[00:06:26.000 --> 00:06:28.000]  令他們覺得厭煩呢
[00:06:28.000 --> 00:06:31.000]  我們繼續聽聽上帝怎麼說
[00:06:31.000 --> 00:06:34.000]  第四和第五節記載著
[00:06:34.000 --> 00:06:36.000]  上帝將以色列人
[00:06:36.000 --> 00:06:39.000]  在埃及圍爐時解救出來
[00:06:39.000 --> 00:06:44.000]  上帝將摩西、亞倫這些領袖賜給他們
[00:06:44.000 --> 00:06:46.000]  並且沿途引導他們
[00:06:46.000 --> 00:06:48.000]  保護他們這些事
[00:06:48.000 --> 00:06:50.000]  一一地說出來
[00:06:50.000 --> 00:06:53.000]  講這一番話的意思其實就是說
[00:06:53.000 --> 00:06:57.000]  喂,我都沒有做過什麼值得你們厭煩的事
[00:06:57.000 --> 00:07:02.000]  所以,如果以色列人是因為上帝
[00:07:02.000 --> 00:07:04.000]  這樣曾經帶領他們
[00:07:04.000 --> 00:07:06.000]  而覺得上帝厭煩的話
[00:07:06.000 --> 00:07:08.000]  一定是以色列民
[00:07:08.000 --> 00:07:12.000]  不單止不會感恩圖報
[00:07:12.000 --> 00:07:15.000]  更加反而埋怨上帝
[00:07:15.000 --> 00:07:18.000]  好了,我們聽完上帝的控詞
[00:07:18.000 --> 00:07:20.000]  我們又要聽一聽
[00:07:20.000 --> 00:07:22.000]  以色列民他們如何答辯
[00:07:22.000 --> 00:07:26.000]  在第六和第七節
[00:07:26.000 --> 00:07:28.000]  就講了這些事
[00:07:28.000 --> 00:07:30.000]  如果你初看就會覺得
[00:07:30.000 --> 00:07:32.000]  哇,以色列民都很虔誠
[00:07:32.000 --> 00:07:36.000]  馬上想起什麼讓上帝贖罪
[00:07:36.000 --> 00:07:38.000]  但細心地看
[00:07:38.000 --> 00:07:40.000]  你當中就會發現
[00:07:40.000 --> 00:07:42.000]  他們這些提問
[00:07:42.000 --> 00:07:47.000]  其實暗藏著他們向上帝發誓
[00:07:47.000 --> 00:07:49.000]  大概的意思可以是這樣
[00:07:49.000 --> 00:07:52.000]  哇,你那些祭我都做了
[00:07:52.000 --> 00:07:54.000]  你還想我獻什麼給你
[00:07:54.000 --> 00:07:57.000]  一般都是獻七天的牛
[00:07:57.000 --> 00:07:59.000]  我現在獻一歲的牛給你好不好
[00:07:59.000 --> 00:08:01.000]  大隻好多
[00:08:01.000 --> 00:08:04.000]  還是你想我獻一千隻羔羊
[00:08:04.000 --> 00:08:07.000]  將他們燒的油流到河流
[00:08:07.000 --> 00:08:08.000]  你才不滿意
[00:08:08.000 --> 00:08:11.000]  還是你想我學阿瑪利人
[00:08:11.000 --> 00:08:12.000]  殺自己的兒子
[00:08:12.000 --> 00:08:15.000]  作為祭物獻給他們的摩洛神
[00:08:15.000 --> 00:08:16.000]  一樣獻給你
[00:08:16.000 --> 00:08:18.000]  你是不是要我這樣做
[00:08:18.000 --> 00:08:20.000]  你才滿意
[00:08:20.000 --> 00:08:21.000]  是不是我這樣做
[00:08:21.000 --> 00:08:23.000]  你才足夠
[00:08:23.000 --> 00:08:25.000]  他們這一番說話
[00:08:25.000 --> 00:08:27.000]  是因為他們認為
[00:08:27.000 --> 00:08:30.000]  上帝體重、欠濟
[00:08:30.000 --> 00:08:34.000]  並且認為自己過去已經做得足夠了
[00:08:34.000 --> 00:08:39.000]  如果上帝還嫌不足夠的話
[00:08:39.000 --> 00:08:41.000]  覺得我們不夠好的話
[00:08:41.000 --> 00:08:43.000]  有空就叫先知來叫我們迴轉
[00:08:43.000 --> 00:08:45.000]  叫我們敬畏上帝
[00:08:45.000 --> 00:08:47.000]  是不是上帝太苛刻呢
[00:08:47.000 --> 00:08:50.000]  這些其實不是我們的問題
[00:08:50.000 --> 00:08:53.000]  你覺得是不是上帝很煩呢
[00:08:53.000 --> 00:08:56.000]  這些就是以職念聞的意思
[00:08:56.000 --> 00:08:57.000]  同樣
[00:08:57.000 --> 00:09:01.000]  其實有時候我們會不會有這樣的念頭呢
[00:09:01.000 --> 00:09:02.000]  譬如
[00:09:02.000 --> 00:09:05.000]  我已經每個星期很準時回教會崇拜
[00:09:05.000 --> 00:09:06.000]  經常祈禱
[00:09:06.000 --> 00:09:08.000]  我又做足十一奉獻
[00:09:08.000 --> 00:09:09.000]  又有侍奉
[00:09:09.000 --> 00:09:12.000]  還要我回祈禱會上神學課程
[00:09:12.000 --> 00:09:15.000]  又要給猜拳奉獻、曠堂奉燕
[00:09:15.000 --> 00:09:19.000]  嘩!上帝的要求會不會過分了一點呢
[00:09:19.000 --> 00:09:20.000]  其實
[00:09:20.000 --> 00:09:23.000]  我們會不會和以職念聞一樣
[00:09:23.000 --> 00:09:25.000]  跌入了一個
[00:09:25.000 --> 00:09:30.000]  覺得這是上帝對我們要求的想法裏呢
[00:09:30.000 --> 00:09:31.000]  但是
[00:09:31.000 --> 00:09:34.000]  那些是不是上帝對我們的要求呢
[00:09:34.000 --> 00:09:36.000]  我們就要想一想
[00:09:36.000 --> 00:09:37.000]  欠濟本身
[00:09:37.000 --> 00:09:40.000]  是不是上帝要求的目的呢
[00:09:40.000 --> 00:09:43.000]  還是上帝吩咐以職念聞獻祭
[00:09:43.000 --> 00:09:46.000]  是和上帝有更密切的關係呢
