
[00:00:00.000 --> 00:00:02.000]  好,等一會讓我們聽神的道義
[00:00:02.000 --> 00:00:03.500]  先讓我們同心道各
[00:00:03.500 --> 00:00:06.000]  聽著沒有,我們先到此先同心道各
[00:00:06.000 --> 00:00:10.000]  賜給父神多謝你
[00:00:10.000 --> 00:00:12.000]  能夠讓我們再次打開你的說話
[00:00:12.000 --> 00:00:15.000]  一起細心研讀主你的道理
[00:00:15.000 --> 00:00:18.000]  天父我求你的幫助
[00:00:18.000 --> 00:00:20.000]  因為我們真的需要在你的當中
[00:00:20.000 --> 00:00:22.000]  不斷地有亮光
[00:00:22.000 --> 00:00:24.000]  活在今天這個世界當中
[00:00:24.000 --> 00:00:27.000]  我們受到不同的思維影響
[00:00:27.000 --> 00:00:31.000]  主呀,但願我們對祢的說話不離不棄
[00:00:31.000 --> 00:00:34.000]  讓祢更體貼神的心
[00:00:34.000 --> 00:00:35.000]  認識祢的那麼多
[00:00:35.000 --> 00:00:38.000]  讓我們活出的也是祢的樣式
[00:00:38.000 --> 00:00:41.000]  父神,我們能夠預備好將來
[00:00:41.000 --> 00:00:44.000]  在永恆的裏面與祢同住
[00:00:44.000 --> 00:00:45.000]  求祢的幫助
[00:00:45.000 --> 00:00:47.000]  親愛的父神,感謝祢給我們
[00:00:47.000 --> 00:00:49.000]  今天能夠再次打開你的說話
[00:00:49.000 --> 00:00:53.000]  透過祢的資載、祢的說話
[00:00:53.000 --> 00:00:56.000]  使我們明白到祢是怎麼樣的一位神
[00:00:56.000 --> 00:00:59.000]  也讓我們好好地預備
[00:00:59.000 --> 00:01:02.000]  使我們將來在新天、新地的裏面
[00:01:02.000 --> 00:01:04.000]  我們能夠活出正經
[00:01:04.000 --> 00:01:08.000]  又能夠配合在永恆裏面的生命
[00:01:08.000 --> 00:01:09.000]  求祢的幫助
[00:01:09.000 --> 00:01:13.000]  這個是我們今天在這一個主日裏面
[00:01:13.000 --> 00:01:16.000]  確實很求主的事
[00:01:16.000 --> 00:01:18.000]  求祢與我們同在
[00:01:18.000 --> 00:01:20.000]  大家共主耶穌的名臣
[00:01:20.000 --> 00:01:21.000]  阿們
[00:01:21.000 --> 00:01:25.000]  在開始之前想問下大家一個問題
[00:01:25.000 --> 00:01:29.000]  在開始之前想問下大家一個問題
[00:01:29.000 --> 00:01:34.000]  家和一個其他世界上的團體
[00:01:34.000 --> 00:01:37.000]  這兩樣究竟兩者之間
[00:01:37.000 --> 00:01:39.000]  有什麼根本上的分別呢?
[00:01:39.000 --> 00:01:42.000]  家和這個世界上的其他團體
[00:01:42.000 --> 00:01:45.000]  有什麼樣的根本區別呢?
[00:01:45.000 --> 00:01:50.000]  家其實是指到以一個父母為首
[00:01:50.000 --> 00:01:53.000]  共同付出建立的一個個體
[00:01:53.000 --> 00:01:55.000]  家是以父母為首
[00:01:55.000 --> 00:01:57.000]  共同建立的一個個體
[00:01:57.000 --> 00:02:00.000]  與其他這個世界上的機構上
[00:02:00.000 --> 00:02:02.000]  有一個很根本的分別就是
[00:02:02.000 --> 00:02:07.000]  世界上的機構絕大部分都是因利而合
[00:02:07.000 --> 00:02:09.000]  或者因利而分的
[00:02:09.000 --> 00:02:13.000]  事實上其他的團體都是因利而合
[00:02:13.000 --> 00:02:14.000]  或者因利而分
[00:02:14.000 --> 00:02:17.000]  所以如果今天家的觀念
[00:02:17.000 --> 00:02:21.000]  也都淪落到只是以利益來衡量存在的話呢?
[00:02:21.000 --> 00:02:25.000]  如果家淪落到只是以利益衡量而存在的話
[00:02:25.000 --> 00:02:28.000]  這個就不再是一個家的情況了
[00:02:28.000 --> 00:02:30.000]  那就不再是家了
[00:02:30.000 --> 00:02:32.000]  我見過不少的朋友
[00:02:32.000 --> 00:02:33.000]  我見過不少朋友
[00:02:33.000 --> 00:02:35.000]  他們不是信主的
[00:02:35.000 --> 00:02:36.000]  他們不是信主的
[00:02:36.000 --> 00:02:38.000]  但是他們的子女真是很激心
[00:02:38.000 --> 00:02:40.000]  他的兒女真是非常父親
[00:02:40.000 --> 00:02:42.000]  我曾經認識過一個朋友
[00:02:42.000 --> 00:02:43.000]  他有三個兒子
[00:02:43.000 --> 00:02:45.000]  我曾經認識一個朋友
[00:02:45.000 --> 00:02:46.000]  他有三個兒子
[00:02:46.000 --> 00:02:48.000]  三個兒子各出其貌
[00:02:48.000 --> 00:02:50.000]  三個兒子各出其貌
[00:02:50.000 --> 00:02:53.000]  希望從他父親身上得到很多利益
[00:02:53.000 --> 00:02:56.000]  希望從他父親身上得到更多的利益
[00:02:56.000 --> 00:02:58.000]  十幾歲的時候就說要不讀書了
[00:02:58.000 --> 00:03:00.000]  要準備出去做生意
[00:03:00.000 --> 00:03:02.000]  十幾歲就說不讀書了
[00:03:02.000 --> 00:03:03.000]  想去做生意
[00:03:03.000 --> 00:03:06.000]  於是乎做生意又被人騙
[00:03:06.000 --> 00:03:11.000]  然後就回家找爸爸的錢去做這個虧損
[00:03:11.000 --> 00:03:13.000]  做生意就被人騙了
[00:03:13.000 --> 00:03:15.000]  就是要回到家
[00:03:15.000 --> 00:03:17.000]  要父親來管這個虧損
[00:03:17.000 --> 00:03:19.000]  他另外有一個兒子
[00:03:19.000 --> 00:03:20.000]  另外一個兒子
[00:03:20.000 --> 00:03:22.000]  就是正宗宅男
[00:03:22.000 --> 00:03:24.000]  就是真正的宅男
[00:03:24.000 --> 00:03:26.000]  知不知道什麼叫宅男?
[00:03:26.000 --> 00:03:27.000]  不做事的
[00:03:27.000 --> 00:03:28.000]  什麼事都不做
[00:03:28.000 --> 00:03:30.000]  他一天只在家做兩件事
[00:03:30.000 --> 00:03:31.000]  在家做兩件事
[00:03:31.000 --> 00:03:34.000]  就是上網和睡覺
[00:03:34.000 --> 00:03:36.000]  吃飯他都可以不吃
[00:03:36.000 --> 00:03:38.000]  飯都可以不吃
[00:03:38.000 --> 00:03:40.000]  我的朋友很痛心
[00:03:40.000 --> 00:03:41.000]  我的朋友非常痛心
[00:03:41.000 --> 00:03:43.000]  他說我兒子都二十幾歲了
[00:03:43.000 --> 00:03:45.000]  我兒子都二十多歲了
[00:03:45.000 --> 00:03:47.000]  都這樣的情況怎麼搞好呢?
[00:03:47.000 --> 00:03:49.000]  這個情況我總覺得
[00:03:49.000 --> 00:03:51.000]  每個人在這個家
[00:03:51.000 --> 00:03:54.000]  究竟我的身家還有多少?
[00:03:54.000 --> 00:03:58.000]  每個人的家到底有多少家產?
[00:03:58.000 --> 00:04:00.000]  而今天很多人的家庭
[00:04:00.000 --> 00:04:03.000]  又是不是輪到這樣的情況呢?
[00:04:03.000 --> 00:04:04.000]  今天很多人的家庭
[00:04:04.000 --> 00:04:06.000]  是不是輪到這樣的地步呢?
[00:04:06.000 --> 00:04:09.000]  屬靈的家又是不是這樣呢?
[00:04:09.000 --> 00:04:10.000]  所有的家是不是這樣呢?
[00:04:10.000 --> 00:04:11.000]  如果屬靈的家
[00:04:11.000 --> 00:04:13.000]  也是以利益來衡量的話呢?
[00:04:13.000 --> 00:04:14.000]  如果所有的家
[00:04:14.000 --> 00:04:15.000]  也是以利益來衡量的話呢?
[00:04:15.000 --> 00:04:17.000]  也都很可憐的
[00:04:17.000 --> 00:04:18.000]  那也非常可憐
[00:04:18.000 --> 00:04:21.000]  最近我和一位老教會的會友
[00:04:21.000 --> 00:04:22.000]  和我傾談
[00:04:22.000 --> 00:04:25.000]  絕對和一個老教會的會友傾談
[00:04:25.000 --> 00:04:26.000]  大家很久朋友了
[00:04:26.000 --> 00:04:28.000]  我們已經是很久的朋友了
[00:04:28.000 --> 00:04:29.000]  他和我說
[00:04:29.000 --> 00:04:31.000]  黃母師你教會有多少人啊?
[00:04:31.000 --> 00:04:32.000]  黃老師你們教會有多少人?
[00:04:32.000 --> 00:04:34.000]  二十幾三十人啊
[00:04:34.000 --> 00:04:35.000]  三十人吧
[00:04:35.000 --> 00:04:37.000]  然後他就收了他
[00:04:37.000 --> 00:04:39.000]  收攤吧
[00:04:39.000 --> 00:04:41.000]  收攤
[00:04:41.000 --> 00:04:42.000]  不錯
[00:04:42.000 --> 00:04:45.000]  他說二十幾三十人沒什麼意思的
[00:04:45.000 --> 00:04:47.000]  他說三十人有什麼意思呢?
[00:04:47.000 --> 00:04:49.000]  其實我很想和他說
[00:04:49.000 --> 00:04:50.000]  我很想和他說
[00:04:50.000 --> 00:04:52.000]  如果你家裏人只有一三口子的話
[00:04:52.000 --> 00:04:54.000]  那是不是要拆了那個家呢?
[00:04:54.000 --> 00:04:59.000]  因為我們中國人
[00:04:59.000 --> 00:05:01.000]  傳統的家庭不是這樣的
[00:05:01.000 --> 00:05:04.000]  就像我媽媽那一代
[00:05:04.000 --> 00:05:06.000]  就像我媽媽那一代
[00:05:06.000 --> 00:05:08.000]  九兄弟姊妹
[00:05:08.000 --> 00:05:09.000]  九兄弟姊妹
[00:05:09.000 --> 00:05:10.000]  那才叫做家
[00:05:10.000 --> 00:05:13.000]  那才叫做家
[00:05:13.000 --> 00:05:16.000]  後來我說不是因為人數多少
[00:05:16.000 --> 00:05:18.000]  我們要解散的
[00:05:18.000 --> 00:05:20.000]  不是因為人數多少
[00:05:20.000 --> 00:05:22.000]  教會也不是因為人數多少
[00:05:22.000 --> 00:05:24.000]  才叫做是不是教會
[00:05:24.000 --> 00:05:26.000]  教會也不是因為人數多少
[00:05:26.000 --> 00:05:27.000]  才叫做教會
[00:05:27.000 --> 00:05:29.000]  他接著就轉過頭來和我討論
[00:05:29.000 --> 00:05:31.000]  他轉過頭來和我討論
[00:05:31.000 --> 00:05:32.000]  我說你沒錢啊
[00:05:32.000 --> 00:05:36.000]  他說你沒錢啊
[00:05:36.000 --> 00:05:39.000]  他說我們教會就不同了
[00:05:39.000 --> 00:05:40.000]  他說我們教會就不同了
[00:05:40.000 --> 00:05:42.000]  九百多個會友
[00:05:42.000 --> 00:05:43.000]  我們九百多個會友
[00:05:43.000 --> 00:05:45.000]  我們個個都奉獻很多錢
[00:05:45.000 --> 00:05:47.000]  我們個個都奉獻很多錢
[00:05:47.000 --> 00:05:49.000]  所以這才是教會
[00:05:49.000 --> 00:05:50.000]  這才是真正的教會
