
[00:00:00.000 --> 00:00:06.000]  我們再一次同心祈禱 仰望我們的神
[00:00:06.000 --> 00:00:07.600]  我們的主 我們感謝祢
[00:00:07.600 --> 00:00:11.000]  因為祢不單單賜下寶貴的救恩
[00:00:11.000 --> 00:00:13.200]  祢也賜下祢的說話
[00:00:13.200 --> 00:00:17.200]  成為我們腳前的燈 路上的光
[00:00:17.200 --> 00:00:19.500]  特別在這段日子裡
[00:00:19.500 --> 00:00:21.200]  我們香港人的生活
[00:00:21.200 --> 00:00:24.300]  都充滿了很多不同的挑戰
[00:00:24.300 --> 00:00:26.200]  祢知道我們心靈裡
[00:00:26.200 --> 00:00:34.200]  各人的重擔 憂慮 無奈 徬徨 甚至是懼怕
[00:00:34.200 --> 00:00:37.700]  但是我們知道我們要倚靠祢
[00:00:37.700 --> 00:00:39.900]  求祢引領我們的內心
[00:00:39.900 --> 00:00:44.400]  去到仰望主祢自己所賜的憐憫和平安
[00:00:44.400 --> 00:00:48.000]  以祢的說話光照我們的心靈
[00:00:48.000 --> 00:00:51.500]  從灰暗的當中走向光明
[00:00:51.500 --> 00:00:53.900]  也求祢賜給我們智慧和力量
[00:00:53.900 --> 00:00:56.200]  經歷祢所賜的平安
[00:00:56.200 --> 00:00:59.100]  然後我們要打開祢的說話的時候
[00:00:59.100 --> 00:01:01.000]  求祢的聖靈工作
[00:01:01.000 --> 00:01:02.900]  賜給我們有充足的信心
[00:01:02.900 --> 00:01:05.100]  去明白祢的真理
[00:01:05.100 --> 00:01:06.300]  讓我們的生命
[00:01:06.300 --> 00:01:08.900]  無論在任何的環境裡
[00:01:08.900 --> 00:01:12.000]  都可以去到更討祢的喜悅
[00:01:12.000 --> 00:01:14.200]  行在祢的旨意當中
[00:01:14.200 --> 00:01:16.200]  我們從心仰望的禱告
[00:01:16.200 --> 00:01:18.400]  是奉耶穌基督的名字
[00:01:18.400 --> 00:01:24.400]  我們今天要來講的是「向上主感謝」
[00:01:24.400 --> 00:01:27.400]  正如《資篇》第五篇十四節說的
[00:01:27.400 --> 00:01:31.900]  你們要以感謝為祭獻與臣
[00:01:31.900 --> 00:01:35.400]  又要向至高者還你的怨
[00:01:35.400 --> 00:01:37.400]  用獻祭作為還怨
[00:01:37.400 --> 00:01:41.400]  應該多謝上主的恩賜和慈悲
[00:01:41.400 --> 00:01:43.400]  我們要向上主感謝
[00:01:43.400 --> 00:01:48.400]  與至高者還你的怨
[00:01:48.400 --> 00:01:50.400]  用獻祭作為還怨
[00:01:50.400 --> 00:01:52.400]  應該多謝上主的恩賜和慈悲
[00:01:52.400 --> 00:01:53.400]  應該多謝上主的恩賜和慈悲
[00:01:53.400 --> 00:01:54.400]  應該多謝上主的恩賜和慈悲
[00:01:54.400 --> 00:01:55.400]  應該多謝上主的恩賜和慈悲
[00:01:55.400 --> 00:01:56.400]  應該多謝上主的恩賜和慈悲
[00:01:56.400 --> 00:01:57.400]  應該多謝上主的恩賜和慈悲
[00:01:57.400 --> 00:01:58.400]  應該多謝上主的恩賜和慈悲
[00:01:58.400 --> 00:01:59.400]  應該多謝上主的恩賜和慈悲
[00:01:59.400 --> 00:02:00.400]  應該多謝上主的恩賜和慈悲
[00:02:00.400 --> 00:02:01.400]  應該多謝上主的恩賜和慈悲
[00:02:01.400 --> 00:02:02.400]  應該多謝上主的恩賜和慈悲
[00:02:02.400 --> 00:02:03.400]  應該多謝上主的恩賜和慈悲
[00:02:03.400 --> 00:02:17.400]  應該多謝上主的恩賜和慈悲
[00:02:34.400 --> 00:02:35.400]  今日我們所看的經文
[00:02:35.400 --> 00:02:37.400]  保羅和提摩泰
[00:02:37.400 --> 00:02:39.400]  他們就是能夠在逆境當中
[00:02:39.400 --> 00:02:42.400]  他們仍然能夠注目
[00:02:42.400 --> 00:02:45.400]  向主去到感謝
[00:02:45.400 --> 00:02:47.400]  保羅和提摩泰
[00:02:47.400 --> 00:02:49.400]  能夠有這樣的態度
[00:02:49.400 --> 00:02:51.400]  是不是因為他們是超人呢?
[00:02:51.400 --> 00:02:53.400]  還是他們對於苦難
[00:02:53.400 --> 00:02:55.400]  已經是感到麻木呢?
[00:02:55.400 --> 00:02:57.400]  兩樣都不是
[00:02:57.400 --> 00:02:59.400]  他們其實都是承認自己
[00:02:59.400 --> 00:03:01.400]  只不過是普通人
[00:03:01.400 --> 00:03:03.400]  只是一件啞器
[00:03:03.400 --> 00:03:05.400]  但是他們是靠著
[00:03:05.400 --> 00:03:08.400]  上帝的說話和恩典
[00:03:08.400 --> 00:03:10.400]  給他們的光照
[00:03:10.400 --> 00:03:13.400]  可以有一個積極的人生觀
[00:03:13.400 --> 00:03:17.400]  和價值觀
[00:03:17.400 --> 00:03:19.400]  當中我們會看到
[00:03:19.400 --> 00:03:21.400]  保羅他所說的話
[00:03:21.400 --> 00:03:23.400]  他是看見自己的人生
[00:03:23.400 --> 00:03:24.400]  他所注目的
[00:03:24.400 --> 00:03:29.400]  是感謝比困難更多
[00:03:29.400 --> 00:03:32.400]  好像在哥倫多後書四章十五節
[00:03:32.400 --> 00:03:33.400]  他所表達的
[00:03:33.400 --> 00:03:36.400]  講完一輪關於困難的時候
[00:03:36.400 --> 00:03:40.400]  他說這一切都是為了你們
[00:03:40.400 --> 00:03:44.400]  好似因為既然恩著許多人而增多
[00:03:44.400 --> 00:03:48.400]  感恩的心也更加增多
[00:03:48.400 --> 00:03:51.400]  使榮耀歸給神
[00:03:51.400 --> 00:03:53.400]  感恩所帶來的是什麼呢?
[00:03:53.400 --> 00:03:57.400]  就是上帝的榮耀更加被彰顯
[00:03:57.400 --> 00:03:59.400]  在我們信仰的生活中
[00:03:59.400 --> 00:04:01.400]  我們可以向主獻情
[00:04:01.400 --> 00:04:04.400]  我們的感謝來榮耀他
[00:04:04.400 --> 00:04:07.400]  這就是在新約中給予我們的亮光
[00:04:07.400 --> 00:04:08.400]  而保羅這一句說話
[00:04:08.400 --> 00:04:11.400]  很重要要表達的是
[00:04:11.400 --> 00:04:12.400]  一直所說的
[00:04:12.400 --> 00:04:14.400]  他所承受的苦難
[00:04:14.400 --> 00:04:17.400]  其實都是為了他們所服侍的對象
[00:04:17.400 --> 00:04:19.400]  那些群體
[00:04:19.400 --> 00:04:21.400]  好讓更多的人可以經歷到
[00:04:21.400 --> 00:04:23.400]  上帝的恩典
[00:04:23.400 --> 00:04:28.400]  真是上帝的榮耀更被稱讚
[00:04:28.400 --> 00:04:30.400]  其實保羅在第六章裏面
[00:04:30.400 --> 00:04:34.400]  講了很多他們團隊裏面
[00:04:34.400 --> 00:04:36.400]  所遭遇的患難
[00:04:36.400 --> 00:04:43.400]  包括貧乏、困苦、鞭打、監禁、擾亂、勞苦
[00:04:43.400 --> 00:04:47.400]  睡不著覺、沒東西吃等等
[00:04:47.400 --> 00:04:49.400]  保羅講的就是他們遭遇這些一切
[00:04:49.400 --> 00:04:53.400]  都是為了教會的發展
[00:04:53.400 --> 00:04:54.400]  教會的興旺
[00:04:54.400 --> 00:04:56.400]  教會的弟兄姊妹
[00:04:56.400 --> 00:04:57.400]  他們集中的是甚麼呢?
[00:04:57.400 --> 00:04:59.400]  在這些苦楚當中
[00:04:59.400 --> 00:05:00.400]  他們看到的就是
[00:05:00.400 --> 00:05:02.400]  只要福音是傳開
