
[00:00:00.000 --> 00:00:02.000]  (主席)各位弟兄姊妹晚安
[00:00:02.000 --> 00:00:06.000]  很開心在大家的晚堂崇拜當中
[00:00:06.000 --> 00:00:12.000]  亦都是80週年的陶慶陪靈會當中
[00:00:12.000 --> 00:00:14.000]  大家一齊來侍奉
[00:00:14.000 --> 00:00:21.000]  80年,過去80年其中香港經過風風雨雨
[00:00:21.000 --> 00:00:26.000]  社會變遷,譬如你年紀夠大的呢
[00:00:26.000 --> 00:00:28.000]  你還記得三年零八個月
[00:00:28.000 --> 00:00:31.000]  你又記得六七年暴動
[00:00:31.000 --> 00:00:34.000]  你記得八九年六四
[00:00:34.000 --> 00:00:36.000]  你記得九七回歸
[00:00:36.000 --> 00:00:39.000]  或者零三沙士
[00:00:39.000 --> 00:00:45.000]  還有在過去80年來有好幾次的銀行擠提
[00:00:45.000 --> 00:00:46.000]  記得吧
[00:00:46.000 --> 00:00:49.000]  你年輕你當然不知道
[00:00:49.000 --> 00:00:52.000]  或者是金融風暴,金融海嘯
[00:00:52.000 --> 00:00:59.000]  乘浸在這些一連串一次一次的風暴當中
[00:00:59.000 --> 00:01:01.000]  其實都平安渡過
[00:01:01.000 --> 00:01:06.000]  並且化危機為福音的機會
[00:01:06.000 --> 00:01:08.000]  一直建立信徒
[00:01:08.000 --> 00:01:10.000]  服侍社群
[00:01:10.000 --> 00:01:12.000]  的確真是難能可貴
[00:01:12.000 --> 00:01:15.000]  所以80年其實不單是一個慶典
[00:01:15.000 --> 00:01:18.000]  其實80年幫助我們去重新數算
[00:01:18.000 --> 00:01:21.000]  在這麼複雜多變的社會當中
[00:01:21.000 --> 00:01:27.000]  我們這個教會竟然仍然被神使用成為光成為炎
[00:01:27.000 --> 00:01:33.000]  我們不是要歌頌我們這個教會有什麼這麼偉大
[00:01:33.000 --> 00:01:35.000]  有什麼這麼叻
[00:01:35.000 --> 00:01:38.000]  我是要感恩上帝給我這個機會
[00:01:38.000 --> 00:01:41.000]  我也都很感恩教會邀請我
[00:01:41.000 --> 00:01:44.000]  能夠在這個地方中間和大家分享訊息
[00:01:44.000 --> 00:01:48.000]  昨晚,今晚和明早
[00:01:48.000 --> 00:01:51.000]  講三堂訊息,昨晚我已經講了一個訊息
[00:01:51.000 --> 00:01:53.000]  就是角色的更新
[00:01:53.000 --> 00:01:57.000]  這三堂訊息其實都是圍繞一個人物
[00:01:57.000 --> 00:01:58.000]  施洗約翰
[00:01:58.000 --> 00:02:00.000]  去和大家分享
[00:02:00.000 --> 00:02:02.000]  今晚我們進入第二個題目
[00:02:02.000 --> 00:02:03.000]  訊息的更新
[00:02:03.000 --> 00:02:06.000]  意思就是說我們每一個服侍的人
[00:02:06.000 --> 00:02:10.000]  無論我們用什麼方式去服侍都好
[00:02:10.000 --> 00:02:12.000]  我總是帶出訊息的
[00:02:12.000 --> 00:02:15.000]  譬如剛才我坐在這裡
[00:02:15.000 --> 00:02:17.000]  我後面的師班的聲音
[00:02:17.000 --> 00:02:19.000]  我沒有機會看到他們的樣子
[00:02:19.000 --> 00:02:22.000]  我想像他們個個都很靚仔靚女
[00:02:22.000 --> 00:02:24.000]  聲音很靚
[00:02:24.000 --> 00:02:27.000]  但不只是聲音靚
[00:02:27.000 --> 00:02:30.000]  其實他傳遞一個訊息給我們
[00:02:30.000 --> 00:02:32.000]  又或者當我們關心
[00:02:32.000 --> 00:02:35.000]  我們弟兄姊妹他們有需要的時候
[00:02:35.000 --> 00:02:37.000]  你不是只關心他們
[00:02:37.000 --> 00:02:39.000]  哄他們,問候他們
[00:02:39.000 --> 00:02:43.000]  其實你將上帝愛的訊息帶給他們
[00:02:43.000 --> 00:02:49.000]  所以我們每一個人的服侍都是有一個訊息其中
[00:02:49.000 --> 00:02:53.000]  所以今晚我們會用路加福音第三章
[00:02:53.000 --> 00:02:55.000]  來和大家分享訊息
[00:02:55.000 --> 00:02:56.000]  如果你有聖經的話
[00:02:56.000 --> 00:03:01.000]  你打開路加福音第三章
[00:03:01.000 --> 00:03:05.000]  路加福音第三章
[00:03:05.000 --> 00:03:07.000]  在大家的周刊當中
[00:03:07.000 --> 00:03:10.000]  亦都有今晚的廣告大綱
[00:03:10.000 --> 00:03:13.000]  你也可以按著廣告大綱
[00:03:13.000 --> 00:03:16.000]  來看看我講到哪裏
[00:03:16.000 --> 00:03:20.000]  你的預算,你知道何時完結
[00:03:20.000 --> 00:03:24.000]  路加福音第三章
[00:03:24.000 --> 00:03:26.000]  我先看第一第二節,請聽我讀
[00:03:26.000 --> 00:03:29.000]  路加福音第三章第一第二節
[00:03:29.000 --> 00:03:33.000]  「該撒提比留在位第十五年
[00:03:33.000 --> 00:03:36.000]  本丟比拉多作猶太巡撫
[00:03:36.000 --> 00:03:39.000]  希律作加利利分封的王
[00:03:39.000 --> 00:03:45.000]  他兄弟肥力作以討利亞和特拉罕尼地方分封的王
[00:03:45.000 --> 00:03:48.000]  呂撒烈作亞比利尼分封的王
[00:03:48.000 --> 00:03:51.000]  阿娜和戈亞發作大祭司
[00:03:51.000 --> 00:03:55.000]  那時撒加利亞的兒子約翰在曠野裏
[00:03:55.000 --> 00:03:58.000]  神的話臨到他」
[00:03:58.000 --> 00:04:01.000]  路加在這個地方
[00:04:01.000 --> 00:04:06.000]  他很詳細記錄了經文的社會政治背景
[00:04:06.000 --> 00:04:08.000]  列出很多人名
[00:04:08.000 --> 00:04:11.000]  這些人名我有些認識,有些不認識
[00:04:11.000 --> 00:04:16.000]  其實這些都是當時第一世紀時的公眾人物
[00:04:16.000 --> 00:04:20.000]  名單裏面第一個人叫做「該撒提比留」
[00:04:20.000 --> 00:04:22.000]  Caesar Tiberius
[00:04:22.000 --> 00:04:24.000]  該撒,聖經寫「該撒」
[00:04:24.000 --> 00:04:27.000]  我們一般歷史教科書譯作凱撒
[00:04:27.000 --> 00:04:29.000]  凱撒大帝
[00:04:29.000 --> 00:04:33.000]  這裏所講的凱撒就是羅馬帝國的皇帝
[00:04:33.000 --> 00:04:38.000]  耶穌一生經歷過兩個羅馬皇帝
[00:04:38.000 --> 00:04:40.000]  他出生的時候
[00:04:40.000 --> 00:04:43.000]  皇帝叫做凱撒亞古士督
[00:04:43.000 --> 00:04:46.000]  如果你看路加分第二章第一節
[00:04:46.000 --> 00:04:47.000]  你就會見到這個名字
[00:04:47.000 --> 00:04:51.000]  「在那些日子,凱撒亞古士督有旨而來
[00:04:51.000 --> 00:04:54.000]  叫天下人民都報名上叉」
[00:04:54.000 --> 00:04:57.000]  今日我們所讀的提比留
[00:04:57.000 --> 00:05:02.000]  其實是凱撒亞古士督的養子
[00:05:02.000 --> 00:05:05.000]  不是他的親生兒子,是他的養子
[00:05:05.000 --> 00:05:08.000]  他爸爸做了四十年羅馬皇帝之後
[00:05:08.000 --> 00:05:13.000]  開啟了羅馬帝國的和平盛世
[00:05:13.000 --> 00:05:17.000]  成為當時的天下強國
[00:05:17.000 --> 00:05:20.000]  他做了四十年之後
[00:05:20.000 --> 00:05:21.000]  亞古士督死了之後
[00:05:21.000 --> 00:05:25.000]  由他這個養子提比留來繼位
[00:05:25.000 --> 00:05:27.000]  所以耶穌釘十字架的時候
[00:05:27.000 --> 00:05:29.000]  這個提比留是在做羅馬皇帝
[00:05:29.000 --> 00:05:31.000]  可能大家的印象就是
[00:05:31.000 --> 00:05:35.000]  當耶穌釘十字架埋葬之後
[00:05:35.000 --> 00:05:38.000]  當時幾個門徒他們很失落
[00:05:38.000 --> 00:05:41.000]  於是他們說要回去打雨
[00:05:41.000 --> 00:05:45.000]  以下是第二十一章
[00:05:45.000 --> 00:05:46.000]  提到要回去打雨
[00:05:46.000 --> 00:05:47.000]  他們去哪裡打雨呢?
[00:05:47.000 --> 00:05:48.000]  聖經提過
[00:05:48.000 --> 00:05:52.000]  他們回去一個提比利亞海
[00:05:52.000 --> 00:05:54.000]  提比利亞奇蹟即是加利利亞海
[00:05:54.000 --> 00:05:58.000]  不過當時為了紀念提比留這個皇帝
[00:05:58.000 --> 00:06:00.000]  他改了名叫提比利亞海
[00:06:00.000 --> 00:06:01.000]  Lake Tiberias
[00:06:01.000 --> 00:06:05.000]  你就知道其實是一個紀念皇帝
[00:06:05.000 --> 00:06:06.000]  改了名
[00:06:06.000 --> 00:06:09.000]  名單裏面第二個名叫本丟比拉多
[00:06:09.000 --> 00:06:11.000]  我想我們最熟悉這個名
[00:06:11.000 --> 00:06:14.000]  聖經說他是本丟比拉多
[00:06:14.000 --> 00:06:16.000]  作猶太巡撫
[00:06:16.000 --> 00:06:17.000]  巡撫即是甚麼呢?
[00:06:17.000 --> 00:06:18.000]  巡撫即是大概相等於
[00:06:18.000 --> 00:06:21.000]  我們以前香港殖民地的總督
[00:06:21.000 --> 00:06:25.000]  一個外派的行政長官
[00:06:25.000 --> 00:06:28.000]  一個這樣的總督
[00:06:28.000 --> 00:06:29.000]  這樣的巡撫
[00:06:29.000 --> 00:06:32.000]  最重要他就是要維持
[00:06:32.000 --> 00:06:35.000]  他所屬的管轄範圍裏面的穩定
[00:06:35.000 --> 00:06:40.000]  通常他要有兩個方法去穩定當地的局面
[00:06:40.000 --> 00:06:43.000]  一就是靠攏當時地方的勢力
[00:06:43.000 --> 00:06:48.000]  扶植一些人成為他的左右手
[00:06:48.000 --> 00:06:50.000]  第二就是用高壓
[00:06:50.000 --> 00:06:53.000]  用重刑或者用法制
[00:06:53.000 --> 00:06:57.000]  或者是軍隊或者警察等等
[00:06:57.000 --> 00:07:00.000]  名單裏面第三個名叫希律
[00:07:00.000 --> 00:07:04.000]  他說希律作加利利分封的王
[00:07:04.000 --> 00:07:05.000]  甚麼叫分封王呢?
[00:07:05.000 --> 00:07:07.000]  分封王我以為山寨王
[00:07:07.000 --> 00:07:09.000]  其實是當時羅馬帝國
[00:07:09.000 --> 00:07:13.000]  在猶太地方那裏有一個行省
[00:07:13.000 --> 00:07:17.000]  他保留著猶太人做一個皇帝
[00:07:17.000 --> 00:07:20.000]  實行猶太人自由
[00:07:20.000 --> 00:07:23.000]  好像港人治港差不多
[00:07:23.000 --> 00:07:28.000]  你知道羅馬帝國的差遣下
[00:07:28.000 --> 00:07:32.000]  這個希律王都是一個敗類的皇帝
[00:07:32.000 --> 00:07:34.000]  不是真皇帝
[00:07:34.000 --> 00:07:38.000]  這裏聖經提了除了希律在加利利做分封王之外
[00:07:38.000 --> 00:07:40.000]  提了另外兩個分封王
[00:07:40.000 --> 00:07:42.000]  那兩個名字我們很不熟
[00:07:42.000 --> 00:07:46.000]  一個就是希律的兄弟肥力
[00:07:46.000 --> 00:07:51.000]  他在管轄範圍加利利的東北面
[00:07:51.000 --> 00:07:55.000]  兩個地方是以土利亞和特拉罕尼
[00:07:55.000 --> 00:07:57.000]  另一個是雷撒列
[00:07:57.000 --> 00:07:59.000]  就在再遠一點的西北方
[00:07:59.000 --> 00:08:02.000]  在那個地方亞比利尼做分封王
[00:08:02.000 --> 00:08:03.000]  你就這樣聽我講
[00:08:03.000 --> 00:08:06.000]  你覺得這麼煩的
[00:08:06.000 --> 00:08:09.000]  全部的名字、地名、人名我們都不懂
[00:08:09.000 --> 00:08:14.000]  為甚麼路加這麼詳細記載這個人的名字呢?
[00:08:14.000 --> 00:08:20.000]  你看第一節其實是一個政治的分餅仔
[00:08:20.000 --> 00:08:22.000]  群雄各具
[00:08:22.000 --> 00:08:24.000]  有點像民國初年的時候
[00:08:24.000 --> 00:08:29.000]  軍閥將整個中國搞到四分五裂
[00:08:29.000 --> 00:08:31.000]  一人一塊地
[00:08:31.000 --> 00:08:33.000]  一人一個地盤
[00:08:33.000 --> 00:08:35.000]  不單止政治是這樣
[00:08:35.000 --> 00:08:38.000]  你看看第二節的上半節
[00:08:38.000 --> 00:08:41.000]  連宗教上都是這樣
[00:08:41.000 --> 00:08:43.000]  第二節的上半節他說
[00:08:43.000 --> 00:08:46.000]  阿拿和該阿發作大祭司
[00:08:46.000 --> 00:08:52.000]  如果你不是睡著了或是半昏迷狀態
[00:08:52.000 --> 00:08:55.000]  這個其實有兩個問題
[00:08:55.000 --> 00:08:56.000]  有甚麼問題呢?
[00:08:56.000 --> 00:08:58.000]  第一個問題是文法上是不通的
[00:08:58.000 --> 00:09:00.000]  為甚麼說不通呢?
[00:09:00.000 --> 00:09:03.000]  因為他說阿拿和該阿發作大祭司
[00:09:03.000 --> 00:09:07.000]  大祭司原文是一個單數
[00:09:07.000 --> 00:09:08.000]  Singular
[00:09:08.000 --> 00:09:13.000]  明明是阿拿和該阿發兩個人
[00:09:13.000 --> 00:09:17.000]  為甚麼是做大祭司單數呢?
[00:09:17.000 --> 00:09:18.000]  應該是甚麼呢?
[00:09:18.000 --> 00:09:23.000]  應該是阿拿和該阿發作大祭司
[00:09:23.000 --> 00:09:25.000]  Plural
[00:09:25.000 --> 00:09:26.000]  複數
[00:09:26.000 --> 00:09:28.000]  應該是這樣的
[00:09:28.000 --> 00:09:29.000]  不是單數
[00:09:29.000 --> 00:09:31.000]  我覺得文法上是不通的
[00:09:31.000 --> 00:09:33.000]  第二個問題就是
[00:09:33.000 --> 00:09:35.000]  其實我們知道在當時的體制來說
[00:09:35.000 --> 00:09:39.000]  任何時間應該只可以有一個人做大祭司
[00:09:39.000 --> 00:09:40.000]  大祭司
[00:09:40.000 --> 00:09:41.000]  High Priest
[00:09:41.000 --> 00:09:42.000]  Chief Priest
[00:09:42.000 --> 00:09:43.000]  只是一個人
[00:09:43.000 --> 00:09:45.000]  為甚麼會有兩個人做大祭司呢?
[00:09:45.000 --> 00:09:51.000]  如果有機會翻查猶太人歷史學家約瑟夫的記載
[00:09:51.000 --> 00:09:53.000]  大概可以找到一些線索
[00:09:53.000 --> 00:09:55.000]  阿拿作大祭司
[00:09:55.000 --> 00:09:58.000]  做到大概公元十五年的時候
[00:09:58.000 --> 00:10:02.000]  就被羅馬政府解僱
[00:10:02.000 --> 00:10:07.000]  沒得做了
[00:10:07.000 --> 00:10:08.000]  一時間找不到人
[00:10:08.000 --> 00:10:09.000]  於是怎樣呢?
[00:10:09.000 --> 00:10:12.000]  於是接著那兩三年
[00:10:12.000 --> 00:10:13.000]  就有一些輪值
[00:10:13.000 --> 00:10:16.000]  或者所謂暫代的大祭司
[00:10:16.000 --> 00:10:18.000]  暫時捱過兩三年
[00:10:18.000 --> 00:10:19.000]  接著呢
[00:10:19.000 --> 00:10:21.000]  這個阿拿
[00:10:21.000 --> 00:10:23.000]  這個莫夫
[00:10:23.000 --> 00:10:24.000]  就私相授受
[00:10:24.000 --> 00:10:26.000]  將這個大祭司職位
[00:10:26.000 --> 00:10:29.000]  就交了給他的女婿
[00:10:29.000 --> 00:10:30.000]  就該阿發
[00:10:30.000 --> 00:10:32.000]  所以你見到就是
[00:10:32.000 --> 00:10:35.000]  阿拿和該阿發作大祭司
[00:10:35.000 --> 00:10:36.000]  聰明的讀者
[00:10:36.000 --> 00:10:39.000]  你一定知道背後的玄機
[00:10:39.000 --> 00:10:40.000]  甚麼意思?
[00:10:40.000 --> 00:10:41.000]  意思就是說
[00:10:41.000 --> 00:10:42.000]  話名上
[00:10:42.000 --> 00:10:43.000]  名義上
[00:10:43.000 --> 00:10:47.000]  是該阿發作大祭司
[00:10:47.000 --> 00:10:48.000]  但其實
[00:10:48.000 --> 00:10:50.000]  是阿拿這個莫夫
[00:10:50.000 --> 00:10:53.000]  在背後仍然掌握實權
[00:10:53.000 --> 00:10:55.000]  幕後操縱
[00:10:55.000 --> 00:10:56.000]  所以
[00:10:56.000 --> 00:10:58.000]  我們見到這句很奇怪的話
[00:10:58.000 --> 00:11:01.000]  阿拿和該阿發作大祭司
[00:11:01.000 --> 00:11:03.000]  你看看路加
[00:11:03.000 --> 00:11:07.000]  將當時政治宗教上的
[00:11:07.000 --> 00:11:09.000]  分餅仔
[00:11:09.000 --> 00:11:11.000]  一個一個列出來
[00:11:11.000 --> 00:11:13.000]  那些政界人物
[00:11:13.000 --> 00:11:15.000]  那些專業人士
[00:11:15.000 --> 00:11:16.000]  那些公眾人物
[00:11:16.000 --> 00:11:18.000]  他們個個在營營役役
[00:11:18.000 --> 00:11:20.000]  在官場裏面打滾
[00:11:20.000 --> 00:11:22.000]  在社交圈子裏面出入
[00:11:22.000 --> 00:11:24.000]  或者在專業領域上
[00:11:24.000 --> 00:11:25.000]  向上爬
[00:11:25.000 --> 00:11:28.000]  各人不斷用他自己的方法
[00:11:28.000 --> 00:11:29.000]  爭取功名
[00:11:29.000 --> 00:11:30.000]  爭取權力
[00:11:30.000 --> 00:11:32.000]  增加他的知名度
[00:11:32.000 --> 00:11:34.000]  增加他的曝光率
[00:11:34.000 --> 00:11:35.000]  爭上位
[00:11:35.000 --> 00:11:36.000]  搵著數
[00:11:36.000 --> 00:11:38.000]  拉關係
[00:11:38.000 --> 00:11:41.000]  希望能夠爭取他們的影響力
[00:11:41.000 --> 00:11:43.000]  或者他們的利益
[00:11:43.000 --> 00:11:44.000]  你發覺
[00:11:44.000 --> 00:11:45.000]  路加就很巧妙
[00:11:45.000 --> 00:11:46.000]  在地方
[00:11:46.000 --> 00:11:49.000]  他講完這些眾人
[00:11:49.000 --> 00:11:51.000]  在不同的崗位上
[00:11:51.000 --> 00:11:55.000]  他們在搏殺的時候
[00:11:55.000 --> 00:11:57.000]  他輕描淡寫加了一句
[00:11:57.000 --> 00:11:59.000]  第二節的下半句
[00:11:59.000 --> 00:12:02.000]  他說那時
[00:12:02.000 --> 00:12:05.000]  當眾人在奔跑
[00:12:05.000 --> 00:12:07.000]  經營的時候
[00:12:07.000 --> 00:12:10.000]  他說撒加利亞的兒子約翰
[00:12:10.000 --> 00:12:12.000]  在曠野裏
[00:12:12.000 --> 00:12:15.000]  神的話臨到他
[00:12:15.000 --> 00:12:17.000]  好奇怪
[00:12:17.000 --> 00:12:19.000]  當全世界的人
[00:12:19.000 --> 00:12:22.000]  都在買基金
[00:12:22.000 --> 00:12:24.000]  搞投資
[00:12:24.000 --> 00:12:26.000]  炒樓
[00:12:26.000 --> 00:12:29.000]  約翰他不跟大腿
[00:12:29.000 --> 00:12:32.000]  他走了去曠野
[00:12:32.000 --> 00:12:33.000]  在曠野
[00:12:33.000 --> 00:12:36.000]  他沒有一般人的享受
[00:12:36.000 --> 00:12:38.000]  在曠野
[00:12:38.000 --> 00:12:42.000]  他沒有安頓下來
[00:12:42.000 --> 00:12:45.000]  在曠野沒有夜夜笙歌
[00:12:45.000 --> 00:12:48.000]  在曠野他吃的只是蝗蟲野蜜
[00:12:48.000 --> 00:12:49.000]  在曠野
[00:12:49.000 --> 00:12:51.000]  我們說摧殘歸於平淡
