
[00:00:00.000 --> 00:00:05.000]  保羅和巴拿巴去到以戈廉傳道
[00:00:05.000 --> 00:00:08.000]  有些人相信 有些人不相信
[00:00:08.000 --> 00:00:12.000]  聖經說那個誠使的人分了黨
[00:00:12.000 --> 00:00:17.000]  有服從猶太人 有服從使徒
[00:00:17.000 --> 00:00:23.000]  如果我們很清楚表達我們所信的東西
[00:00:23.000 --> 00:00:27.000]  我們所接受的東西 我們所同意的東西
[00:00:27.000 --> 00:00:29.000]  人就會有反應的
[00:00:29.000 --> 00:00:31.000]  人的反應可以很極端的
[00:00:31.000 --> 00:00:36.000]  有些人很願意同意我們所講的東西
[00:00:36.000 --> 00:00:41.000]  有些人很願意來反對我們所講的東西
[00:00:41.000 --> 00:00:45.000]  基本上無論我們的立場是怎樣
[00:00:45.000 --> 00:00:48.000]  都是會有這種極端的情況出現的
[00:00:48.000 --> 00:00:50.000]  在西方做過研究的
[00:00:50.000 --> 00:00:52.000]  無論你的立場是什麼
[00:00:52.000 --> 00:00:54.000]  無論你的建議是什麼
[00:00:54.000 --> 00:00:59.000]  在這個社會上有百分之五的人是極端同意你
[00:00:59.000 --> 00:01:02.000]  還有百分之五的人是極端反對你的
[00:01:02.000 --> 00:01:04.000]  無論你的意見是什麼
[00:01:04.000 --> 00:01:06.000]  無論你的傾向是什麼
[00:01:06.000 --> 00:01:08.000]  都會出現這些情況
[00:01:08.000 --> 00:01:12.000]  有時我們特別中國人就很講面子的
[00:01:12.000 --> 00:01:16.000]  我們就不是很能夠接受人反對的
[00:01:16.000 --> 00:01:22.000]  所以我們慢慢就開始模糊我們的立場
[00:01:22.000 --> 00:01:24.000]  無論我們講什麼東西
[00:01:24.000 --> 00:01:28.000]  都會有百分之五的人極端反對我們的話
[00:01:28.000 --> 00:01:30.000]  我們就盡量少講話
[00:01:30.000 --> 00:01:32.000]  或者不講話
[00:01:32.000 --> 00:01:34.000]  或者講了很多東西
[00:01:34.000 --> 00:01:36.000]  人家都不知道你的立場是什麼
[00:01:36.000 --> 00:01:41.000]  現在在香港我們知道做官很多時候都是這樣
[00:01:41.000 --> 00:01:43.000]  講完很久了
[00:01:43.000 --> 00:01:45.000]  這個問題是這樣的
[00:01:45.000 --> 00:01:47.000]  這個問題你贊不贊成呢
[00:01:47.000 --> 00:01:48.000]  這個問題是這樣的
[00:01:48.000 --> 00:01:50.000]  有很多原因的等等
[00:01:50.000 --> 00:01:52.000]  講完很久了
[00:01:52.000 --> 00:01:54.000]  他都沒有講他其實贊不贊成
[00:01:54.000 --> 00:02:00.000]  這樣就是避免有人提出反對
[00:02:00.000 --> 00:02:03.000]  所以我們做form的工作都是一樣的
[00:02:03.000 --> 00:02:04.000]  我們說我們是基督徒
[00:02:04.000 --> 00:02:07.000]  我們要告訴別人我們信什麼的時候
[00:02:07.000 --> 00:02:11.000]  我們都會面對這個狀況
[00:02:11.000 --> 00:02:13.000]  除非我們不講
[00:02:13.000 --> 00:02:14.000]  我們說我們是基督徒
[00:02:14.000 --> 00:02:15.000]  我跟你們一樣的
[00:02:15.000 --> 00:02:16.000]  沒什麼的
[00:02:16.000 --> 00:02:17.000]  什麼都不講
[00:02:17.000 --> 00:02:18.000]  那就沒有人會贊成
[00:02:18.000 --> 00:02:19.000]  也沒有人會反對你
[00:02:19.000 --> 00:02:20.000]  你都沒有講話
[00:02:20.000 --> 00:02:21.000]  你都沒有表達什麼
[00:02:21.000 --> 00:02:24.000]  但是當我們真的來講的時候
[00:02:24.000 --> 00:02:26.000]  有人會接受的
[00:02:26.000 --> 00:02:28.000]  有人會相信我們所講的
[00:02:28.000 --> 00:02:32.000]  有人甚至是極端的接受我們
[00:02:32.000 --> 00:02:36.000]  甚至覺得我們好像神一樣
[00:02:36.000 --> 00:02:40.000]  來將最好的東西講出來
[00:02:40.000 --> 00:02:45.000]  曾經說當保羅和巴拿巴去到路斯德的時候
[00:02:45.000 --> 00:02:48.000]  他們醫好一個瘸腿的人
[00:02:48.000 --> 00:02:50.000]  當他們醫好這個人的時候
[00:02:50.000 --> 00:02:53.000]  他們也做了很多神蹟的歧視
[00:02:53.000 --> 00:02:57.000]  但是這幫人就當他們是神來拜
[00:02:57.000 --> 00:02:59.000]  說他們是神
[00:02:59.000 --> 00:03:03.000]  說他們一個是雕師
[00:03:03.000 --> 00:03:06.000]  一個是希爾米
[00:03:06.000 --> 00:03:09.000]  並且將牛拖來他們面前
[00:03:09.000 --> 00:03:12.000]  要向他們獻祭
[00:03:12.000 --> 00:03:14.000]  很誇張吧
[00:03:14.000 --> 00:03:18.000]  覺得這些人真的很威風
[00:03:18.000 --> 00:03:20.000]  這些人很厲害
[00:03:20.000 --> 00:03:22.000]  因為我們都知道
[00:03:22.000 --> 00:03:26.000]  很多人他們看事物是很簡單的
[00:03:26.000 --> 00:03:29.000]  他們的要求是很簡單的
[00:03:29.000 --> 00:03:32.000]  你給他們一些很小的好處
[00:03:32.000 --> 00:03:34.000]  他們就當你是神來拜
[00:03:34.000 --> 00:03:37.000]  他們什麼都聽你的
[00:03:37.000 --> 00:03:41.000]  他們就很願意跟從你
[00:03:41.000 --> 00:03:44.000]  很願意接受你的領導
[00:03:44.000 --> 00:03:46.000]  保羅做了些什麼呢?
[00:03:46.000 --> 00:03:49.000]  就是醫好一個瘸腿的人
[00:03:49.000 --> 00:03:51.000]  但是對於他們來說
[00:03:51.000 --> 00:03:52.000]  未見過的
[00:03:52.000 --> 00:03:55.000]  對於他們來說是很大的事情
[00:03:55.000 --> 00:03:57.000]  是很重要的事情
[00:03:57.000 --> 00:03:58.000]  同樣的
[00:03:58.000 --> 00:04:01.000]  在我們中國人的傳統都是這樣說的
[00:04:01.000 --> 00:04:04.000]  我們有時候要求的東西是很表面的
[00:04:04.000 --> 00:04:07.000]  我們只是想生活好過一點
[00:04:07.000 --> 00:04:09.000]  如果身體不舒服
[00:04:09.000 --> 00:04:11.000]  舒服一點
[00:04:11.000 --> 00:04:13.000]  有些健康
[00:04:13.000 --> 00:04:15.000]  我們想有些錢
[00:04:15.000 --> 00:04:18.000]  我們想長命一點
[00:04:18.000 --> 00:04:20.000]  這些東西你給了一個人
[00:04:20.000 --> 00:04:23.000]  那個人就什麼都聽你的
[00:04:23.000 --> 00:04:25.000]  特別在中國歷史上
[00:04:25.000 --> 00:04:28.000]  常常都說誰給他們飯吃
[00:04:28.000 --> 00:04:31.000]  他們就擁護誰做皇帝
[00:04:31.000 --> 00:04:35.000]  當人在艱難的生活裡面的時候
