
[00:00:00.000 --> 00:00:01.280]  各位電影節目早晨
[00:00:01.280 --> 00:00:03.280]  我們一起再一次禱告
[00:00:03.280 --> 00:00:07.280]  天父我們多謝您讓我們再一次思想您的話語
[00:00:07.280 --> 00:00:09.280]  求主您幫助孩子
[00:00:09.280 --> 00:00:13.280]  幫助我們每一個在聽道的裏面
[00:00:13.280 --> 00:00:17.280]  我們去看這段這麼長的經文
[00:00:17.280 --> 00:00:19.280]  但這是繪迹人口
[00:00:19.280 --> 00:00:25.280]  非常讓很多人了解的
[00:00:25.280 --> 00:00:28.280]  大衛與哥尼亞的一個故事
[00:00:28.280 --> 00:00:32.280]  所以我們時時可能聽到這個故事
[00:00:32.280 --> 00:00:34.280]  或者這個比喻
[00:00:34.280 --> 00:00:36.280]  但讓我們再一次再看經文的時候
[00:00:36.280 --> 00:00:38.280]  讓我們再一次思想
[00:00:38.280 --> 00:00:40.280]  你聖靈開我們的心
[00:00:40.280 --> 00:00:42.280]  也求你幫助孩子所預備的
[00:00:42.280 --> 00:00:45.280]  和孩子現在的狀態
[00:00:45.280 --> 00:00:48.280]  可以將你的話語講得明白
[00:00:48.280 --> 00:00:50.280]  還有我們求主與我們同在
[00:00:50.280 --> 00:00:52.280]  祈禱奉耶穌基督名字
[00:00:52.280 --> 00:00:54.280]  阿們
[00:00:54.280 --> 00:01:00.280]  這個仍然是聖經和聖地的系列
[00:01:00.280 --> 00:01:06.280]  大衛與哥尼亞的比例是否這麼巨型呢
[00:01:06.280 --> 00:01:12.280]  我特意找一個比較誇張的形象
[00:01:12.280 --> 00:01:14.280]  這個卡通
[00:01:14.280 --> 00:01:16.280]  幾倍這麼高
[00:01:16.280 --> 00:01:18.280]  應該就不是這麼誇張
[00:01:18.280 --> 00:01:23.280]  但是這個大衛戰勝哥尼亞的故事
[00:01:23.280 --> 00:01:26.280]  真的是經典到一個很厲害
[00:01:26.280 --> 00:01:28.280]  家傳戶曉
[00:01:28.280 --> 00:01:34.280]  當然我前兩天都在Line Dance的分享裏面
[00:01:34.280 --> 00:01:36.280]  我分享了一點點
[00:01:36.280 --> 00:01:38.280]  原來仍然有人未聽過
[00:01:38.280 --> 00:01:40.280]  所以我都十五十六
[00:01:40.280 --> 00:01:42.280]  因為讀過經文好像很長
[00:01:42.280 --> 00:01:45.280]  但是《莎姆爾基上》十七章
[00:01:45.280 --> 00:01:47.280]  如果大家有興趣你回去看
[00:01:47.280 --> 00:01:48.280]  有五十八節
[00:01:48.280 --> 00:01:52.280]  其實整個故事是非常之詳細
[00:01:52.280 --> 00:01:57.280]  有很多可以思想的地方和細節
[00:01:57.280 --> 00:01:58.280]  我鼓勵大家聽完
[00:01:58.280 --> 00:02:02.280]  你可以回去留心慢慢去看
[00:02:02.280 --> 00:02:05.280]  因為很多時候
[00:02:05.280 --> 00:02:07.280]  我們這些家傳戶曉的故事
[00:02:07.280 --> 00:02:08.280]  是很容易
[00:02:08.280 --> 00:02:10.280]  或者是我們的一些經文
[00:02:10.280 --> 00:02:11.280]  我們好像很熟悉
[00:02:11.280 --> 00:02:14.280]  就很容易會看漏
[00:02:14.280 --> 00:02:15.280]  或者看錯
[00:02:15.280 --> 00:02:17.280]  甚至是應用錯誤
[00:02:17.280 --> 00:02:19.280]  所以這個題目你會見到
[00:02:19.280 --> 00:02:22.280]  大衛戰勝哥利亞通常是這樣用的
[00:02:22.280 --> 00:02:27.280]  就是說我們面對到一些很大而困難的事
[00:02:27.280 --> 00:02:30.280]  我們要去面對的時候
[00:02:30.280 --> 00:02:33.280]  我就好像大衛這樣很小
[00:02:33.280 --> 00:02:36.280]  哥利亞好像很大
[00:02:36.280 --> 00:02:39.280]  我們如果能夠戰勝哥利亞
[00:02:39.280 --> 00:02:40.280]  我是一個弱的
[00:02:40.280 --> 00:02:42.280]  能夠戰勝一個強的
[00:02:42.280 --> 00:02:44.280]  但是其實是不是真的這樣呢
[00:02:44.280 --> 00:02:46.280]  我們都有機會
[00:02:46.280 --> 00:02:50.280]  可以在聖地去到發生事件的地方
[00:02:50.280 --> 00:02:54.280]  所以我就會用一些聖地的資料
[00:02:54.280 --> 00:02:57.280]  讓大家再去重溫
[00:02:57.280 --> 00:02:59.280]  再看這個故事
[00:02:59.280 --> 00:03:03.280]  這個圖大家都會越來越熟悉
[00:03:03.280 --> 00:03:05.280]  以色列地就是一個
[00:03:05.280 --> 00:03:07.280]  現代以色列的範圍
[00:03:07.280 --> 00:03:09.280]  就是一把刀
[00:03:09.280 --> 00:03:14.280]  一個關刀的刀
[00:03:14.280 --> 00:03:18.280]  你會見到發生事的地方叫做伊拉谷
[00:03:18.280 --> 00:03:20.280]  其實你看伊拉谷是沒有東西看的
[00:03:20.280 --> 00:03:22.280]  基本上是一些草
[00:03:22.280 --> 00:03:24.280]  待會你看的overview會比較好
[00:03:24.280 --> 00:03:28.280]  接著你會見到在中間的地點
[00:03:28.280 --> 00:03:32.280]  中間的地點其實你再看多一點就是
[00:03:32.280 --> 00:03:34.280]  這個就是叫做士菲拉
[00:03:34.280 --> 00:03:36.280]  或者叫做士菲拉平原
[00:03:36.280 --> 00:03:38.280]  或者叫做士菲拉低地
[00:03:38.280 --> 00:03:41.280]  其實這個位置旁邊是耶路撒冷
[00:03:41.280 --> 00:03:43.280]  這一邊就是山地
[00:03:43.280 --> 00:03:46.280]  這一邊再下有少少山
[00:03:46.280 --> 00:03:49.280]  但是其實這邊基本上是平原
[00:03:49.280 --> 00:03:52.280]  這個平原你看到現在加沙地帶
[00:03:52.280 --> 00:03:56.280]  如果你在澳洲旅遊的景視
[00:03:56.280 --> 00:03:58.280]  這裡是紅色的
[00:03:58.280 --> 00:04:01.280]  基本上去到叫你不要去
[00:04:01.280 --> 00:04:02.280]  因為很危險
[00:04:02.280 --> 00:04:03.280]  大家都知道
[00:04:03.280 --> 00:04:05.280]  雖然是以色列人的地方
[00:04:05.280 --> 00:04:08.280]  但是巴勒斯坦人自治的地方
[00:04:08.280 --> 00:04:10.280]  但是都很亂的時候
[00:04:10.280 --> 00:04:11.280]  很多飛彈
[00:04:11.280 --> 00:04:14.280]  你會見到旅遊沒有保險
[00:04:14.280 --> 00:04:17.280]  但是你會見到這一段的地方
[00:04:17.280 --> 00:04:19.280]  其實加沙地帶這些地方
[00:04:19.280 --> 00:04:23.280]  就是昔日菲利士人的地方
[00:04:23.280 --> 00:04:25.280]  菲利士人什麼時候出現呢
[00:04:25.280 --> 00:04:28.280]  遠至在史詩記
[00:04:28.280 --> 00:04:30.280]  大概是大概
[00:04:30.280 --> 00:04:33.280]  主前1200多300年
[00:04:33.280 --> 00:04:35.280]  即是說距今三千多年
[00:04:35.280 --> 00:04:39.280]  大衛時代距今三千年左右
[00:04:39.280 --> 00:04:42.280]  所以菲利士人的影響
[00:04:42.280 --> 00:04:43.280]  去到幾百年了
[00:04:43.280 --> 00:04:46.280]  為什麼看地圖和看地勢
[00:04:46.280 --> 00:04:48.280]  你會有些看法呢
[00:04:48.280 --> 00:04:51.280]  因為這個地方其實是以色列中間
[00:04:51.280 --> 00:04:54.280]  其實是兵家必爭之地
[00:04:54.280 --> 00:04:57.280]  無論是上面巴比倫或者亞述
[00:04:57.280 --> 00:04:58.280]  下面埃及
[00:04:58.280 --> 00:05:01.280]  總之打仗就會經過
[00:05:01.280 --> 00:05:04.280]  這個位置也是守住耶路撒冷的口
[00:05:04.280 --> 00:05:06.280]  那你就會想到
[00:05:06.280 --> 00:05:08.280]  幾百年菲利士人在這裡
[00:05:08.280 --> 00:05:09.280]  他是沿海的
[00:05:09.280 --> 00:05:11.280]  其實菲利士人的研究
[00:05:11.280 --> 00:05:14.280]  就是在希臘為主
[00:05:14.280 --> 00:05:15.280]  他來到這裡
[00:05:15.280 --> 00:05:16.280]  紮根了
[00:05:16.280 --> 00:05:18.280]  接著他就打進去了
[00:05:18.280 --> 00:05:21.280]  你看不看到這裡是多麼近耶路撒冷
[00:05:21.280 --> 00:05:24.280]  即是說其實如果這樣看的時候
[00:05:24.280 --> 00:05:28.280]  在大衛和哥利亞打的時候
[00:05:28.280 --> 00:05:29.280]  這個對陣
[00:05:29.280 --> 00:05:31.280]  那個時間
[00:05:31.280 --> 00:05:35.280]  大衛是第幾個以色列的王
[00:05:35.280 --> 00:05:36.280]  是第二個
[00:05:36.280 --> 00:05:38.280]  但是蘇羅是第一個王
[00:05:38.280 --> 00:05:40.280]  即是說以色列當然他立國
[00:05:40.280 --> 00:05:41.280]  他初初沒有王
[00:05:41.280 --> 00:05:43.280]  但是當他有第一個王
[00:05:43.280 --> 00:05:46.280]  已經是面對著很大的挑戰和威脅
[00:05:46.280 --> 00:05:50.280]  甚至菲利士人是打到再進一點
[00:05:50.280 --> 00:05:51.280]  這個日後再說
[00:05:51.280 --> 00:05:53.280]  這個白事物那個位置
[00:05:53.280 --> 00:05:56.280]  現在就在對戰四十天
[00:05:56.280 --> 00:05:57.280]  單挑
[00:05:57.280 --> 00:05:59.280]  那情況是怎樣呢
[00:05:59.280 --> 00:06:01.280]  這裡有幾個圖
[00:06:01.280 --> 00:06:02.280]  不拿來詳細解釋
[00:06:02.280 --> 00:06:04.280]  這裡是說
[00:06:04.280 --> 00:06:06.280]  現在在谷歌地圖拿出來有條溪
[00:06:06.280 --> 00:06:08.280]  但是已經沒什麼水了
[00:06:08.280 --> 00:06:09.280]  但是本身有條溪
[00:06:09.280 --> 00:06:12.280]  這個作圖就是一個
[00:06:12.280 --> 00:06:14.280]  谷歌地圖另一個景觀
[00:06:14.280 --> 00:06:15.280]  你看到有些山
[00:06:15.280 --> 00:06:17.280]  這裡就是以拉谷
[00:06:17.280 --> 00:06:19.280]  一個彎形
[00:06:19.280 --> 00:06:21.280]  其實這邊就方向耶路撒冷
[00:06:21.280 --> 00:06:23.280]  這裡是北邊
[00:06:23.280 --> 00:06:26.280]  這裡就是看到兩軍對峙
[00:06:26.280 --> 00:06:27.280]  大概是這樣
[00:06:27.280 --> 00:06:30.280]  我們就在這個阿薩卡這個位置
[00:06:30.280 --> 00:06:31.280]  看下去
[00:06:31.280 --> 00:06:34.280]  你會發覺以色列人是靠著山
[00:06:34.280 --> 00:06:35.280]  這樣都不夠具體
[00:06:35.280 --> 00:06:38.280]  你看回我們在阿薩卡這個位置
[00:06:38.280 --> 00:06:40.280]  去看這個就是以拉谷
[00:06:40.280 --> 00:06:42.280]  就是大衛打哥尼亞的地方
[00:06:42.280 --> 00:06:44.280]  你看到這個圖
[00:06:44.280 --> 00:06:45.280]  將它扭轉
[00:06:45.280 --> 00:06:48.280]  其實這裡是向近東面的
[00:06:48.280 --> 00:06:50.280]  這樣看下去彎彎地
[00:06:50.280 --> 00:06:51.280]  你會想像
[00:06:51.280 --> 00:06:54.280]  這個位置就是以色列人紮營的地方
[00:06:54.280 --> 00:06:56.280]  這個位置近我們這邊
[00:06:56.280 --> 00:06:58.280]  反而是菲利士人的地方多一點
[00:06:58.280 --> 00:06:59.280]  中間有條溪
[00:06:59.280 --> 00:07:01.280]  大概是這樣
[00:07:01.280 --> 00:07:03.280]  而我見有些聖地旅行團
[00:07:03.280 --> 00:07:05.280]  因為我做資料搜集
[00:07:05.280 --> 00:07:06.280]  看YouTube
[00:07:06.280 --> 00:07:07.280]  有些聖地旅行團
[00:07:07.280 --> 00:07:09.280]  它只落在谷底下
[00:07:09.280 --> 00:07:11.280]  谷底下就是這樣
[00:07:11.280 --> 00:07:12.280]  這個不是我
[00:07:12.280 --> 00:07:13.280]  只是這些照片
[00:07:13.280 --> 00:07:15.280]  但你會看到在谷底下
[00:07:15.280 --> 00:07:19.280]  其實幸好我們不是去谷底
[00:07:19.280 --> 00:07:22.280]  因為那天很曬
[00:07:22.280 --> 00:07:26.280]  這一邊應該是北邊的山
[00:07:26.280 --> 00:07:28.280]  就是這個位置
[00:07:28.280 --> 00:07:31.280]  其實應該以色列人紮營在這裡
[00:07:31.280 --> 00:07:32.280]  這條溪在中間
[00:07:32.280 --> 00:07:34.280]  但你見到在以拉谷
[00:07:34.280 --> 00:07:37.280]  在很多人說
[00:07:37.280 --> 00:07:40.280]  你說大衛拿著五隻石子
