
[00:00:00.000 --> 00:00:02.000]  親愛的姐妹們,平安!
[00:00:02.000 --> 00:00:08.000]  剛才大家試圖行轉的經文裏面,
[00:00:08.000 --> 00:00:13.000]  你讀到一個故事,一個事件,
[00:00:13.000 --> 00:00:21.000]  事件裏面提到保羅和西拉,他們的宣教團隊,
[00:00:21.000 --> 00:00:23.000]  去到菲律賓城這個地方,
[00:00:24.000 --> 00:00:30.000]  然後就在那裏,他們被人抓了出來,
[00:00:30.000 --> 00:00:33.000]  抓了去一個公眾的地方,
[00:00:33.000 --> 00:00:37.000]  然後有一群人圍著他們,在那裏攻擊他們,
[00:00:37.000 --> 00:00:43.000]  官長來到,就整個未見官先打八十大板給他彈,
[00:00:43.000 --> 00:00:46.000]  然後就關進監獄裏面,
[00:00:46.000 --> 00:00:53.000]  你試想想,如果你是保羅,你是西拉,你是他的宣教團隊,
[00:00:54.000 --> 00:00:57.000]  你問自己,我做錯了什麼?
[00:00:57.000 --> 00:01:03.000]  為什麼那些人對我們這麼無情?
[00:01:03.000 --> 00:01:06.000]  他們不知道我們難受嗎?
[00:01:06.000 --> 00:01:09.000]  他們不知道我們痛嗎?
[00:01:09.000 --> 00:01:16.000]  這些在世間上被無情對待的狀況,
[00:01:16.000 --> 00:01:21.000]  保羅和西拉的例子,相信不是獨特的,
[00:01:23.000 --> 00:01:29.000]  可能在人間裏面,這些例子也經常見到,
[00:01:29.000 --> 00:01:33.000]  為什麼有些人會對人這麼無情呢?
[00:01:33.000 --> 00:01:38.000]  為什麼有些人會不理會別人的感受,
[00:01:38.000 --> 00:01:43.000]  不理會別人心靈的感受,不理會別人肉體的痛楚呢?
[00:01:43.000 --> 00:01:48.000]  在什麼情況下會這樣呢?
[00:01:49.000 --> 00:01:55.000]  我們試想想,其實那些人很可能都不是很邪惡的人,
[00:01:55.000 --> 00:02:00.000]  甚至不是邪惡的人,其實都是一般的人,
[00:02:00.000 --> 00:02:05.000]  只不過在某些情況下,某些情況下,
[00:02:05.000 --> 00:02:08.000]  就是一般的人都會很無情地對人,
[00:02:08.000 --> 00:02:13.000]  究竟在那個情況下發生什麼事呢?
[00:02:13.000 --> 00:02:17.000]  其中有一個我們可以假設的情況是,
[00:02:18.000 --> 00:02:25.000]  因為那些人沒有當過一個被無情對待的人,
[00:02:25.000 --> 00:02:31.000]  是如自己一樣有血有肉有感情的人,
[00:02:31.000 --> 00:02:36.000]  當我們不當他是跟我一樣有血有肉有感情的人的時候,
[00:02:36.000 --> 00:02:40.000]  我就不會想他的感受和他的痛楚,
[00:02:40.000 --> 00:02:43.000]  也不會想他的尊嚴,
[00:02:44.000 --> 00:02:49.000]  我們試試看回經文,由十六節開始看,
[00:02:49.000 --> 00:02:56.000]  這裡說到,他們去到菲律賓城裡面去到一個地方,
[00:02:56.000 --> 00:03:02.000]  就遇到一個女孩子,那個女孩子就不斷跟著他們,
[00:03:02.000 --> 00:03:05.000]  那個女孩子有個特別的地方就是她被鬼附,
[00:03:05.000 --> 00:03:10.000]  但是被鬼附得來,是為她的主人帶來很多好處的,
[00:03:11.000 --> 00:03:15.000]  她的主人就靠著這個被鬼附的女孩子發達,
[00:03:15.000 --> 00:03:19.000]  那個女孩子就跟著保羅他們,
[00:03:19.000 --> 00:03:23.000]  然後就天天在說,這個是至高上帝的僕人,
[00:03:23.000 --> 00:03:26.000]  來幫你們救人的道,
[00:03:26.000 --> 00:03:32.000]  保羅就覺得很煩,於是就叫那隻鬼在她身上離開了,
[00:03:32.000 --> 00:03:35.000]  然後問題就在這裏出現了,
[00:03:39.000 --> 00:03:44.000]  這個被鬼附的女孩子的主人就去抓著保羅和世賴,
[00:03:44.000 --> 00:03:46.000]  為什麼抓著保羅和世賴呢?
[00:03:46.000 --> 00:03:50.000]  大家都很清楚了,而經文裏面也寫得很清楚,
[00:03:50.000 --> 00:03:57.000]  是因為見得利的指望沒有了,斷了她的財路,
[00:03:57.000 --> 00:04:04.000]  有一句俗語說,阻人發達,猶如殺人父母,
[00:04:06.000 --> 00:04:09.000]  阻人發達是變成仇人來的,
[00:04:09.000 --> 00:04:16.000]  所以第一個令到人可以對另外一些人這麼無情的因素,
[00:04:16.000 --> 00:04:25.000]  就是看看這些是不是阻礙著我的利益的人,
[00:04:25.000 --> 00:04:29.000]  還是她是幫助我得到利益的人,
[00:04:29.000 --> 00:04:32.000]  如果她是幫助我得到利益的人,
[00:04:33.000 --> 00:04:36.000]  我當然維護她,如果和我的利益沒有什麼關係,
[00:04:36.000 --> 00:04:39.000]  那就不要理她,但如果她阻礙我的利益,
[00:04:39.000 --> 00:04:51.000]  那當然是清除她,既然她是阻礙利益的來源,
[00:04:51.000 --> 00:04:57.000]  那就清除她,這個好像很人之常情,
[00:05:00.000 --> 00:05:06.000]  但是清除她的時候,你看這個被鬼附的女孩的主人,
[00:05:06.000 --> 00:05:12.000]  她清除她的時候,她真的可以用得很無情的手段和方法,
[00:05:12.000 --> 00:05:19.000]  你看看她怎麼做,第一,她說這些人是猶太人來的,
[00:05:19.000 --> 00:05:26.000]  即是說她立即把保羅西拉這兩個人和菲律賓人分開了,
[00:05:27.000 --> 00:05:30.000]  本來是一個個人之間的利益的衝突,
[00:05:30.000 --> 00:05:34.000]  她現在把它變成了什麼,是一個群族之間的衝突,
[00:05:34.000 --> 00:05:39.000]  第二,竟然騷擾我們的城,
[00:05:39.000 --> 00:05:48.000]  即是說她把個人利益之間的衝突變成了城市的安全衝突,
[00:05:48.000 --> 00:05:54.000]  第三,傳我們羅馬人所不可受不可行的規矩,
[00:05:55.000 --> 00:06:01.000]  即是說她把個人利益的衝突提升到一個帝國的層面,
[00:06:01.000 --> 00:06:04.000]  一個意識形態的層面,
[00:06:04.000 --> 00:06:15.000]  這個被鬼附的女孩的主人們非常聰明,
[00:06:15.000 --> 00:06:19.000]  她無限上綱地對付保羅,
[00:06:20.000 --> 00:06:26.000]  其實那個源頭都是利益,個人利益,為了利益她什麼都做得出,
[00:06:26.000 --> 00:06:31.000]  有人認為世界就是這樣的,
[00:06:31.000 --> 00:06:37.000]  世界難道和你說感情嗎,世界就是講利益的,
[00:06:37.000 --> 00:06:41.000]  你要講感情嗎,不如回家吧,
[00:06:41.000 --> 00:06:49.000]  我們都是這樣想的,回到家,家人才會以情相待,
[00:06:50.000 --> 00:06:57.000]  但現實上如果不把人當作有血有肉的人來看,
[00:06:57.000 --> 00:07:05.000]  只是當作利益的中介,為了利益就算在家人之間都可以大打出手,
[00:07:05.000 --> 00:07:09.000]  家人之間都可以告上法庭,
[00:07:09.000 --> 00:07:16.000]  家人之間都可以成為物路人,甚至是永不相見,
[00:07:18.000 --> 00:07:25.000]  只要她不視人為一個有血有肉,有感情,有尊嚴的人,
[00:07:25.000 --> 00:07:30.000]  只視為一個我的利益的幫助還是阻礙的話,
[00:07:30.000 --> 00:07:33.000]  其實就算是家人都可以這樣對待她,
[00:07:33.000 --> 00:07:42.000]  那個被鬼附的女孩的主人,一個人或者是少數人,
[00:07:43.000 --> 00:07:48.000]  她為了自己的利益這樣做,我們期望什麼呢?
[00:07:48.000 --> 00:07:52.000]  我們期望群眾的眼睛是雪亮的,
[00:07:52.000 --> 00:07:57.000]  我們期望群眾是可以阻止這些事情發生的,
[00:07:57.000 --> 00:08:02.000]  我們期望群眾是可以出來主持公道的,
[00:08:02.000 --> 00:08:05.000]  我們繼續看下去,第十六章二十二節,
[00:08:05.000 --> 00:08:10.000]  眾人就一同來攻擊他們,
[00:08:11.000 --> 00:08:15.000]  在這個情況底下,在保羅當時的情況底下,
[00:08:15.000 --> 00:08:20.000]  群眾的力量就發揮不了那個保護受害者的幫助,
[00:08:20.000 --> 00:08:26.000]  當佛羅比城的群眾在這樣蜂擁的時候,
[00:08:26.000 --> 00:08:31.000]  他們不是來判斷那件事的是非黑白,
[00:08:31.000 --> 00:08:33.000]  他們不是來保護受害者,
[00:08:33.000 --> 00:08:40.000]  其實他們很可能都不是那個受經濟損害的人,
[00:08:41.000 --> 00:08:43.000]  他們沒有經濟損失,
[00:08:43.000 --> 00:08:47.000]  但為什麼他們會一同來落井下石攻擊受害者呢?
[00:08:47.000 --> 00:08:53.000]  很可能是那些群眾都沒有把保羅和西拉這幫人
[00:08:53.000 --> 00:08:59.000]  當作那些有感情,有尊嚴,懂得痛的人來對待,
