
[00:00:00.000 --> 00:00:06.200]  那麼今天呢 我想我們要藉著創世紀第十二章第十節
[00:00:06.200 --> 00:00:09.000]  一直到第十三章第十八節
[00:00:09.000 --> 00:00:13.000]  我們要來看一個很重要的一個信息
[00:00:13.000 --> 00:00:18.000]  但是通常不太受人歡迎的題目
[00:00:18.000 --> 00:00:21.000]  那麼這個題目是什麼呢 就是在困境
[00:00:21.000 --> 00:00:25.000]  我們在困境當中 我們人都不喜歡在困境當中
[00:00:25.000 --> 00:00:27.000]  但是呢 我們從聖經上面看
[00:00:27.000 --> 00:00:32.000]  所以我取了一個題目叫做困境 試驗你的信心
[00:00:32.000 --> 00:00:35.000]  那麼有一個宣教士 他講了一句話
[00:00:35.000 --> 00:00:37.000]  很有意思啊 我們先用英文講
[00:00:37.000 --> 00:00:44.000]  他說 A faith that can't be tested can't be trusted
[00:00:44.000 --> 00:00:49.000]  A faith that can't be tested can't be trusted
[00:00:49.000 --> 00:00:52.000]  這是一個宣教士他說講的話
[00:00:52.000 --> 00:00:58.000]  那麼這個是 他是在十九世紀的時候到印度去宣教
[00:00:58.000 --> 00:01:00.000]  如果用中文講的話
[00:01:00.000 --> 00:01:02.000]  我自己 我翻譯這樣子
[00:01:02.000 --> 00:01:04.000]  這是我的版本
[00:01:04.000 --> 00:01:08.000]  一個經不起考驗的信心是靠不住的
[00:01:08.000 --> 00:01:12.000]  那這話 我覺得我自己看到的時候
[00:01:12.000 --> 00:01:14.000]  我一直在想這個事情
[00:01:14.000 --> 00:01:16.000]  那麼這一句話真的是值得我們
[00:01:16.000 --> 00:01:19.000]  特別是我們 說我們是有信心
[00:01:19.000 --> 00:01:24.000]  我們相信神的人 值得我們好好去想一下
[00:01:24.000 --> 00:01:26.000]  那麼在整本聖經當中
[00:01:26.000 --> 00:01:30.000]  我們曉得史谷彼得在他的書信當中
[00:01:30.000 --> 00:01:32.000]  他也告訴我們
[00:01:32.000 --> 00:01:36.000]  他說一個經過試驗的信心
[00:01:36.000 --> 00:01:38.000]  經過考驗的信心
[00:01:38.000 --> 00:01:43.000]  好像比那個經過火的金子更顯寶貴
[00:01:43.000 --> 00:01:46.000]  那麼雅各 就是主耶穌的兄弟 弟弟
[00:01:46.000 --> 00:01:49.000]  他也在他的書信裡面他也提到
[00:01:49.000 --> 00:01:51.000]  他說信心要經過試驗
[00:01:51.000 --> 00:01:53.000]  然後就會有果子
[00:01:53.000 --> 00:01:54.000]  什麼樣的果子呢
[00:01:54.000 --> 00:01:56.000]  就是忍耐
[00:01:56.000 --> 00:01:59.000]  然後接下去他讓我們看見就是順服
[00:01:59.000 --> 00:02:01.000]  而且他也告訴我們
[00:02:01.000 --> 00:02:04.000]  這樣子的信心就會使我們成長
[00:02:04.000 --> 00:02:06.000]  讓我們變得完全
[00:02:06.000 --> 00:02:10.000]  在舊約聖經裡面最有名的一個人
[00:02:10.000 --> 00:02:11.000]  就是約伯
[00:02:11.000 --> 00:02:15.000]  那麼我們常常在討論約伯祭的時候
[00:02:15.000 --> 00:02:17.000]  我們就說約伯祭是講困難
[00:02:17.000 --> 00:02:21.000]  講困境 講suffering 講苦難
[00:02:21.000 --> 00:02:24.000]  但是我們看見約伯
[00:02:24.000 --> 00:02:26.000]  他自己的信心
[00:02:26.000 --> 00:02:30.000]  他說然而他知道我所行的路
[00:02:30.000 --> 00:02:32.000]  他試煉我之後
[00:02:32.000 --> 00:02:34.000]  我必如今今
[00:02:34.000 --> 00:02:37.000]  這是約伯他的信心
[00:02:37.000 --> 00:02:40.000]  你知道當人在順境當中
[00:02:40.000 --> 00:02:42.000]  或者是在成功的時候
[00:02:42.000 --> 00:02:44.000]  人很容易得意忘形
[00:02:44.000 --> 00:02:46.000]  當我們在生活
[00:02:46.000 --> 00:02:51.000]  特別是在我們生活很單調的時候
[00:02:51.000 --> 00:02:54.000]  我不知道你們有沒有過過這種生活
[00:02:54.000 --> 00:02:57.000]  當人在生活很單調的當中
[00:02:57.000 --> 00:03:00.000]  人又常常會發牢騷
[00:03:00.000 --> 00:03:03.000]  但是只有人在困境當中
[00:03:03.000 --> 00:03:06.000]  才會結出忍耐的果子
[00:03:06.000 --> 00:03:09.000]  而且使一個人成長
[00:03:09.000 --> 00:03:11.000]  這是聖經上是這麼教導
[00:03:11.000 --> 00:03:13.000]  而且我們從人的經歷
[00:03:13.000 --> 00:03:15.000]  我們去觀察
[00:03:15.000 --> 00:03:18.000]  也的的確確是如此
[00:03:18.000 --> 00:03:19.000]  那麼亞伯拉罕
[00:03:19.000 --> 00:03:22.000]  當他被神檢選之後
[00:03:22.000 --> 00:03:25.000]  神就引導他要走一條路
[00:03:25.000 --> 00:03:27.000]  這條路是什麼路呢
[00:03:27.000 --> 00:03:30.000]  就是我們常常講的信心之路
[00:03:30.000 --> 00:03:32.000]  神引導他走這一條路
[00:03:32.000 --> 00:03:36.000]  要讓他的信心越來越堅定
[00:03:36.000 --> 00:03:37.000]  那麼今天呢
[00:03:37.000 --> 00:03:39.000]  我們就要藉著創世紀第十二章
[00:03:39.000 --> 00:03:41.000]  我們從第十節開始
[00:03:41.000 --> 00:03:44.000]  一直到第十三章十八節
[00:03:44.000 --> 00:03:45.000]  因為經文多呢
[00:03:45.000 --> 00:03:49.000]  所以我們就不念了
[00:03:49.000 --> 00:03:51.000]  不過呢
[00:03:51.000 --> 00:03:53.000]  我會在講的過程當中
[00:03:53.000 --> 00:03:55.000]  我會一段一段
[00:03:55.000 --> 00:03:59.000]  把這段經文比較很簡單的把它講出來
[00:03:59.000 --> 00:04:00.000]  所以讓我們
[00:04:00.000 --> 00:04:02.000]  如果你對聖經不熟悉的話
[00:04:02.000 --> 00:04:03.000]  有一個印象
[00:04:03.000 --> 00:04:06.000]  知道這一段經文在講什麼
[00:04:06.000 --> 00:04:07.000]  這是亞伯拉罕
[00:04:07.000 --> 00:04:10.000]  在他被檢選之後
[00:04:10.000 --> 00:04:12.000]  他的一段生命的歷程
[00:04:12.000 --> 00:04:14.000]  我們在這一段裡面
[00:04:14.000 --> 00:04:16.000]  我們可以大概分成三段
[00:04:16.000 --> 00:04:17.000]  第一段呢
[00:04:17.000 --> 00:04:19.000]  就是我們以前也講過了
[00:04:19.000 --> 00:04:21.000]  就是在創世紀第十二章
[00:04:21.000 --> 00:04:23.000]  第六節到第九節
[00:04:23.000 --> 00:04:24.000]  如果你們有聖經
[00:04:24.000 --> 00:04:27.000]  或者是有電子版的聖經都可以打開
[00:04:27.000 --> 00:04:30.000]  那麼這一段的經文裡面呢
[00:04:30.000 --> 00:04:33.000]  我們看見亞伯拉罕他的信心
[00:04:33.000 --> 00:04:35.000]  當神把他帶到迦南第
[00:04:35.000 --> 00:04:37.000]  然後在第六節開始
[00:04:37.000 --> 00:04:39.000]  他說亞伯蘭
[00:04:39.000 --> 00:04:41.000]  我們上次講過了
[00:04:41.000 --> 00:04:43.000]  亞伯蘭就是亞伯拉罕
[00:04:43.000 --> 00:04:44.000]  亞伯拉罕後來
[00:04:44.000 --> 00:04:46.000]  他的名字被改掉了
[00:04:46.000 --> 00:04:49.000]  從亞伯蘭改成亞伯拉罕
[00:04:49.000 --> 00:04:51.000]  所以我今天在講的時候
[00:04:51.000 --> 00:04:53.000]  可能有的時候從亞伯蘭跳到亞伯蘭
[00:04:53.000 --> 00:04:55.000]  亞伯蘭跳到亞伯拉罕
[00:04:55.000 --> 00:04:56.000]  就是同樣一個人
[00:04:56.000 --> 00:04:58.000]  那麼亞伯拉罕他的信心
[00:04:58.000 --> 00:05:00.000]  當神帶領他進到迦南第
[00:05:00.000 --> 00:05:01.000]  第一件事情
[00:05:01.000 --> 00:05:03.000]  他就面對了迦南人
[00:05:03.000 --> 00:05:04.000]  那這些迦南人呢
[00:05:04.000 --> 00:05:06.000]  其實他們是拜偶像的
[00:05:06.000 --> 00:05:08.000]  他們拜偶像的風氣非常非常盛
[00:05:08.000 --> 00:05:11.000]  這是我們從創世紀前面開始看
[00:05:11.000 --> 00:05:13.000]  我們就能夠明白的
[00:05:13.000 --> 00:05:15.000]  然後再加上當地的民風
[00:05:15.000 --> 00:05:17.000]  非常敗壞
[00:05:17.000 --> 00:05:19.000]  我們從亞伯拉罕
[00:05:19.000 --> 00:05:21.000]  當他進入埃及之前
[00:05:21.000 --> 00:05:25.000]  那麼這個就到了第十一節
[00:05:25.000 --> 00:05:26.000]  在那裡呢
[00:05:26.000 --> 00:05:27.000]  他就說將近埃及
[00:05:27.000 --> 00:05:29.000]  就對他妻子薩萊說
[00:05:29.000 --> 00:05:32.000]  我知道你是容貌俊美的婦人
[00:05:32.000 --> 00:05:33.000]  埃及人看見
[00:05:33.000 --> 00:05:35.000]  你必說這是他的妻子
[00:05:35.000 --> 00:05:39.000]  他們就要殺我卻叫你存活
[00:05:39.000 --> 00:05:41.000]  亞伯拉罕亞伯蘭
[00:05:41.000 --> 00:05:44.000]  他在進埃及之前
[00:05:44.000 --> 00:05:46.000]  他忽然有一個想法
[00:05:46.000 --> 00:05:48.000]  這個想法從哪裡來呢
[00:05:48.000 --> 00:05:50.000]  其實跟他以前的生活是有關係的
[00:05:50.000 --> 00:05:54.000]  和他過去所碰到的環境也是有關的
[00:05:54.000 --> 00:05:56.000]  亞伯拉罕在這種環境之下長大
[00:05:56.000 --> 00:05:58.000]  亞伯拉罕他看見
[00:05:58.000 --> 00:06:02.000]  他也知道這些人當時的想法
[00:06:02.000 --> 00:06:04.000]  那麼亞伯拉罕呢
[00:06:04.000 --> 00:06:07.000]  在這種環境之下
[00:06:07.000 --> 00:06:09.000]  我們可以從這一段經文裡面看見
[00:06:09.000 --> 00:06:11.000]  從他的生活型態
[00:06:11.000 --> 00:06:13.000]  有三句話可以形容他
[00:06:13.000 --> 00:06:16.000]  第一句話就是支搭帳篷
[00:06:16.000 --> 00:06:18.000]  第二句話就是為耶和華燭壇
[00:06:18.000 --> 00:06:22.000]  第三句話就是求告耶和華的名
[00:06:22.000 --> 00:06:24.000]  我們也看見在這一段經文裡面
[00:06:24.000 --> 00:06:26.000]  耶和華神向他顯現
[00:06:26.000 --> 00:06:27.000]  應許他
[00:06:27.000 --> 00:06:31.000]  說要把這塊地賜給他的後裔
[00:06:31.000 --> 00:06:34.000]  所以亞伯拉罕他是信告神的
[00:06:34.000 --> 00:06:35.000]  第二個階段
[00:06:35.000 --> 00:06:38.000]  就是接下來從第十節開始
[00:06:38.000 --> 00:06:41.000]  一直到第二十節
[00:06:41.000 --> 00:06:44.000]  那麼這是亞伯拉罕他進到埃及地之後
[00:06:44.000 --> 00:06:46.000]  所發生的事情
[00:06:46.000 --> 00:06:47.000]  我們看第十節
[00:06:47.000 --> 00:06:49.000]  他說那地遭遇饑荒
[00:06:49.000 --> 00:06:51.000]  因饑荒盛大
[00:06:51.000 --> 00:06:52.000]  在這裡他連續
[00:06:52.000 --> 00:06:54.000]  在希伯來文當他們在寫的時候
[00:06:54.000 --> 00:06:56.000]  如果在一句話裡面
[00:06:56.000 --> 00:06:58.000]  或者是一節
[00:06:58.000 --> 00:06:59.000]  我們說一節
[00:06:59.000 --> 00:07:00.000]  這個是後來才分的
[00:07:00.000 --> 00:07:03.000]  這個裡面如果連續兩次提到饑荒
[00:07:03.000 --> 00:07:06.000]  就表示這個饑荒是非常非常嚴重
[00:07:06.000 --> 00:07:09.000]  那麼亞伯拉罕因為遇到饑荒
[00:07:09.000 --> 00:07:11.000]  他就離開了Bethel
[00:07:11.000 --> 00:07:12.000]  就是伯特利
[00:07:12.000 --> 00:07:14.000]  就是在前面所講的
[00:07:14.000 --> 00:07:15.000]  那麼Bethel是什麼意思呢
[00:07:15.000 --> 00:07:16.000]  House of God
[00:07:16.000 --> 00:07:18.000]  或者是說神的家
[00:07:18.000 --> 00:07:21.000]  或者是說神的屋子
[00:07:21.000 --> 00:07:23.000]  那麼就是Bethel
[00:07:23.000 --> 00:07:26.000]  那他就離開這個地方
[00:07:26.000 --> 00:07:28.000]  他經過南地
[00:07:28.000 --> 00:07:30.000]  往南走
[00:07:30.000 --> 00:07:31.000]  然後再往西走
[00:07:31.000 --> 00:07:32.000]  到了埃及
[00:07:32.000 --> 00:07:34.000]  進去之前
[00:07:34.000 --> 00:07:36.000]  他就起了一個意念
[00:07:36.000 --> 00:07:37.000]  什麼意念呢
[00:07:37.000 --> 00:07:38.000]  就是他從他過去
[00:07:38.000 --> 00:07:41.000]  看到周圍的人所做的事情
[00:07:41.000 --> 00:07:43.000]  特別是像我們剛才看到的迦蘭地
[00:07:43.000 --> 00:07:46.000]  還有他自己過去在哈蘭的時候
[00:07:46.000 --> 00:07:47.000]  所碰到的
[00:07:47.000 --> 00:07:48.000]  還有他就想到說
[00:07:48.000 --> 00:07:50.000]  埃及人大概也是這個樣子
[00:07:50.000 --> 00:07:51.000]  然後他看見什麼呢
[00:07:51.000 --> 00:07:53.000]  看見就是他們婚姻
[00:07:53.000 --> 00:07:56.000]  非常非常的混亂
[00:07:56.000 --> 00:07:59.000]  他們可以做什麼事情呢
[00:07:59.000 --> 00:08:02.000]  可以因為一個人的妻子美貌
[00:08:02.000 --> 00:08:04.000]  而把他的丈夫殺掉
[00:08:04.000 --> 00:08:09.000]  奪取他的妻子
[00:08:09.000 --> 00:08:10.000]  我不知道這種事情
[00:08:10.000 --> 00:08:13.000]  現在會不會發生
[00:08:13.000 --> 00:08:15.000]  可能是用不同的方法
[00:08:15.000 --> 00:08:16.000]  不同的方式
[00:08:16.000 --> 00:08:18.000]  但是我們想想看
[00:08:18.000 --> 00:08:21.000]  這個是
[00:08:21.000 --> 00:08:23.000]  差不多四五千年以前
[00:08:23.000 --> 00:08:25.000]  三四千年以前的事情
[00:08:25.000 --> 00:08:27.000]  這些事情
[00:08:27.000 --> 00:08:30.000]  我們從創世紀第五章第六章開始
[00:08:30.000 --> 00:08:31.000]  我們就可以看到
[00:08:31.000 --> 00:08:34.000]  這種事情在當時已經很普遍
[00:08:34.000 --> 00:08:35.000]  為什麼呢
[00:08:35.000 --> 00:08:37.000]  因為人犯了罪
[00:08:37.000 --> 00:08:38.000]  因為罪
[00:08:38.000 --> 00:08:40.000]  從亞當進入了人
[00:08:40.000 --> 00:08:45.000]  然後人就變成了那個樣子
[00:08:45.000 --> 00:08:47.000]  這個時候亞伯拉罕
[00:08:47.000 --> 00:08:51.000]  因為他為了他自己的安危
