
[00:00:00.000 --> 00:00:01.480]  (主席)弟兄姊妹平安
[00:00:01.480 --> 00:00:03.780]  (主席)好,讓我們來一個禱告的開始
[00:00:03.780 --> 00:00:07.180]  (主席)親愛的聖天父,我們滿心感謝讚美你
[00:00:07.180 --> 00:00:10.480]  (主席)讓我們有生命起色,進入你自己的聖殿當中
[00:00:10.480 --> 00:00:12.480]  (主席)去俯伏,去敬拜你
[00:00:12.480 --> 00:00:14.920]  (主席)求主幫助你自己的僕人
[00:00:14.920 --> 00:00:18.440]  (主席)讓我們在宣講你話語的時候,講得清楚明白
[00:00:18.440 --> 00:00:21.460]  (主席)也都讓每一位弟兄姊妹,你自己的孩子
[00:00:21.460 --> 00:00:22.860]  (主席)心裡感動
[00:00:22.860 --> 00:00:26.980]  (主席)讓你的聖言都成為我們腳前的燈,路上的光
[00:00:26.980 --> 00:00:29.600]  (主席)能夠活出你自己的愛
[00:00:29.600 --> 00:00:31.600]  (主席)天父,我們都獻上感謝
[00:00:31.600 --> 00:00:36.520]  (主席)仰望禱告,奉耶穌基督,得聖的名字祈求,阿們
[00:00:36.520 --> 00:00:42.120]  (主席)愛神愛人是我們今年教會的主題
[00:00:42.120 --> 00:00:44.120]  (主席)是我們的目標
[00:00:44.120 --> 00:00:47.040]  (主席)不過你知不知道怎樣去達到這個目標呢
[00:00:47.040 --> 00:00:49.040]  (主席)我們都有目標,是不是
[00:00:49.040 --> 00:00:54.680]  (主席)大家不知道有沒有見到有些企業或者商鋪
[00:00:54.680 --> 00:00:57.320]  (主席)當他們換了管理層之後
[00:00:57.320 --> 00:01:00.120]  (主席)他們都會提出,我們有一個新的管理層
[00:01:00.120 --> 00:01:03.440]  (主席)無論人事、市場裡面的推廣等等
[00:01:03.440 --> 00:01:06.160]  (主席)我們要滿足顧客的需要
[00:01:06.160 --> 00:01:09.680]  (主席)我們要賺更多的利潤
[00:01:09.680 --> 00:01:13.600]  (主席)不過當我們接受了耶穌基督,成為我們的救主
[00:01:13.600 --> 00:01:17.240]  (主席)特別由我們去紀念剛剛上一年12月
[00:01:17.240 --> 00:01:20.640]  (主席)我們有八位的媳婦受浸加入教會的時候
[00:01:20.640 --> 00:01:24.960]  (主席)既然我們接受了耶穌基督,成為我們的救主的時候
[00:01:24.960 --> 00:01:27.880]  (主席)那麼我們怎樣去管理我們的生命呢?
[00:01:27.880 --> 00:01:31.840]  (主席)我們行事為人,他怎樣影響我們呢?
[00:01:31.840 --> 00:01:34.240]  (主席)因為聖經說,若有人在基督裡
[00:01:34.240 --> 00:01:39.560]  (主席)他就是新造的人,舊是已過,都變成新的了
[00:01:39.560 --> 00:01:41.280]  (主席)那麼如果是新的時候
[00:01:41.280 --> 00:01:44.480]  (主席)我們的生命的管理,是不是好像以前一樣
[00:01:44.480 --> 00:01:45.960]  (主席)都是糊里糊塗呢?
[00:01:45.960 --> 00:01:50.040]  (主席)還是我們有新的管理我們自己的生命呢?
[00:01:50.040 --> 00:01:53.240]  (主席)大家不知道有沒有去過公共泳池游過水
[00:01:53.240 --> 00:01:56.680]  (主席)我們柴灣很好,很多人都羨慕我住在柴灣
[00:01:56.680 --> 00:01:58.960]  (主席)不知道你羨慕不羨慕你住在柴灣
[00:01:58.960 --> 00:02:00.880]  (主席)他說柴灣有兩個泳池
[00:02:00.880 --> 00:02:03.160]  (主席)一個在山頂,一個在山腳
[00:02:03.160 --> 00:02:06.520]  (主席)山頂那個就是四月開到十月
[00:02:06.520 --> 00:02:09.440]  (主席)山腳那個全年都無休
[00:02:09.440 --> 00:02:14.600]  (主席)除了六月有半個月是修理之外,全年都開放
[00:02:14.600 --> 00:02:18.040]  (主席)那麼我就去這個全年都開放的泳池
[00:02:18.040 --> 00:02:23.640]  (主席)有一次在這個泳池未進去之前,刷了一張卡
[00:02:23.640 --> 00:02:25.560]  (主席)那裏有個飲水機
[00:02:25.560 --> 00:02:29.360]  (主席)大家的眼神都好像沒有去過,好像很陌生
[00:02:29.360 --> 00:02:34.280]  (主席)又說你有去過,說的有點共鳴
[00:02:34.280 --> 00:02:38.040]  (主席)有個飲水機,那時見到一個很年輕的一對夫婦
[00:02:38.040 --> 00:02:39.640]  (主席)帶著兩個小朋友進去
[00:02:39.640 --> 00:02:41.880]  (主席)我都不記得爸爸媽媽在喝水
[00:02:41.880 --> 00:02:44.760]  (主席)這兩個小朋友的妹妹就跟哥哥說
[00:02:44.760 --> 00:02:47.200]  (主席)哥哥你以為你高還是我高
[00:02:47.200 --> 00:02:49.200]  (主席)哥哥當然說我比你高
[00:02:49.200 --> 00:02:50.680]  (主席)妹妹又好像不太相信
[00:02:50.680 --> 00:02:53.560]  (主席)因為我看他們兩個都好像是平頭的
[00:02:53.560 --> 00:02:55.960]  (主席)於是妹妹就走去一個男洗手間
[00:02:55.960 --> 00:02:59.320]  (主席)門口那裏有個刻著1.1、1.2米
[00:02:59.320 --> 00:03:01.240]  (主席)她說哥哥你看我多高
[00:03:01.240 --> 00:03:02.720]  (主席)於是哥哥就幫她看看
[00:03:02.720 --> 00:03:04.120]  (主席)哥哥你自己量一下
[00:03:04.120 --> 00:03:05.520]  (主席)於是哥哥又走過去量一下
[00:03:05.520 --> 00:03:07.880]  (主席)看看誰高
[00:03:07.880 --> 00:03:12.960]  (主席)於是我們經常都說我們的標準是用我們的標準
