
[00:00:00.000 --> 00:00:02.000]  那不如我們開始之前
[00:00:02.000 --> 00:00:04.000]  我們一個禱告
[00:00:04.000 --> 00:00:06.000]  親愛的主 多謝讚美你
[00:00:06.000 --> 00:00:10.000]  你就是創造我們的神
[00:00:10.000 --> 00:00:12.000]  你是創造我們的主
[00:00:12.000 --> 00:00:14.000]  求你今晚親自
[00:00:14.000 --> 00:00:16.000]  將你的啟示
[00:00:16.000 --> 00:00:18.000]  跟我們說
[00:00:18.000 --> 00:00:20.000]  讓我們更明白你
[00:00:20.000 --> 00:00:22.000]  讓我們更多知道
[00:00:22.000 --> 00:00:24.000]  我們應該怎樣去敬拜你
[00:00:24.000 --> 00:00:26.000]  多謝你
[00:00:26.000 --> 00:00:28.000]  禱告奉耶穌名求
[00:00:28.000 --> 00:00:30.000]  保佑你們
[00:00:30.000 --> 00:00:32.000]  下一張
[00:00:32.000 --> 00:00:34.000]  那我要說什麼呢
[00:00:34.000 --> 00:00:36.000]  我除了說
[00:00:36.000 --> 00:00:38.000]  24章我暫時不說
[00:00:38.000 --> 00:00:40.000]  我一下去第三章
[00:00:40.000 --> 00:00:42.000]  我們回來
[00:00:42.000 --> 00:00:44.000]  回去再早一點
[00:00:44.000 --> 00:00:46.000]  我們這個出埃及的系列
[00:00:46.000 --> 00:00:48.000]  應該是年初開始到現在九月
[00:00:48.000 --> 00:00:50.000]  第三章
[00:00:50.000 --> 00:00:52.000]  應該是一個很重要的經文
[00:00:52.000 --> 00:00:54.000]  那我想說回那時候
[00:00:54.000 --> 00:00:56.000]  這個經文是說什麼呢
[00:00:56.000 --> 00:00:58.000]  神說
[00:00:58.000 --> 00:01:00.000]  我必與你同在
[00:01:00.000 --> 00:01:02.000]  你將百姓從埃及
[00:01:02.000 --> 00:01:04.000]  領出來之後
[00:01:04.000 --> 00:01:06.000]  你們必在這山上
[00:01:06.000 --> 00:01:08.000]  侍奉我
[00:01:08.000 --> 00:01:10.000]  這就是我打發你去的證據
[00:01:10.000 --> 00:01:12.000]  那這個
[00:01:12.000 --> 00:01:14.000]  就是出埃及的第三章
[00:01:14.000 --> 00:01:16.000]  記不記得是說什麼
[00:01:16.000 --> 00:01:18.000]  神呼召摩西
[00:01:18.000 --> 00:01:20.000]  那其實神呼召摩西
[00:01:20.000 --> 00:01:22.000]  那時候這個有一點點
[00:01:22.000 --> 00:01:24.000]  像JD
[00:01:24.000 --> 00:01:26.000]  那時候告訴大家
[00:01:26.000 --> 00:01:28.000]  那JD是什麼
[00:01:28.000 --> 00:01:30.000]  但其實摩西都沒有接受
[00:01:30.000 --> 00:01:32.000]  那JD的提出
[00:01:32.000 --> 00:01:34.000]  但神叫了他
[00:01:34.000 --> 00:01:36.000]  去的時候就跟他說
[00:01:36.000 --> 00:01:38.000]  我會跟你一起
[00:01:38.000 --> 00:01:40.000]  你要做什麼
[00:01:40.000 --> 00:01:42.000]  摩西我叫你
[00:01:42.000 --> 00:01:44.000]  今天給你一份JD
[00:01:44.000 --> 00:01:46.000]  派JD給你
[00:01:46.000 --> 00:01:48.000]  你就將那百姓
[00:01:48.000 --> 00:01:50.000]  以色列的百姓
[00:01:50.000 --> 00:01:52.000]  從埃及領出來之後
[00:01:52.000 --> 00:01:54.000]  你會怎樣
[00:01:54.000 --> 00:01:56.000]  大家都可能記得摩西有很多
[00:01:56.000 --> 00:01:58.000]  我又絕口笨舌
[00:01:58.000 --> 00:02:00.000]  有很多事情
[00:02:00.000 --> 00:02:02.000]  但神一來就給JD跟他說
[00:02:02.000 --> 00:02:04.000]  你就令我的百姓
[00:02:04.000 --> 00:02:06.000]  以色列人出埃及
[00:02:06.000 --> 00:02:10.000]  如果你是摩西
[00:02:10.000 --> 00:02:12.000]  有什麼想法呢
[00:02:12.000 --> 00:02:14.000]  即是覺得這份
[00:02:14.000 --> 00:02:16.000]  又大又難的事
[00:02:16.000 --> 00:02:18.000]  這份差事都不太好找
[00:02:18.000 --> 00:02:20.000]  不知道為什麼會選中我
[00:02:20.000 --> 00:02:22.000]  然後又去下一頁
[00:02:22.000 --> 00:02:24.000]  原來呢
[00:02:24.000 --> 00:02:26.000]  摩西已經接受了
[00:02:26.000 --> 00:02:28.000]  神原來在十災之中
[00:02:28.000 --> 00:02:30.000]  有五災
[00:02:30.000 --> 00:02:32.000]  即是一半
[00:02:32.000 --> 00:02:34.000]  有一半裡面
[00:02:34.000 --> 00:02:36.000]  神都是這樣跟摩西說
[00:02:36.000 --> 00:02:38.000]  叫摩西跟法老說
[00:02:38.000 --> 00:02:40.000]  都有這句說話
[00:02:40.000 --> 00:02:42.000]  容我的百姓去
[00:02:42.000 --> 00:02:44.000]  好事奉我
[00:02:44.000 --> 00:02:46.000]  原來十災裡面有五個災
[00:02:46.000 --> 00:02:48.000]  神都很清晰地說
[00:02:48.000 --> 00:02:50.000]  告訴他們
[00:02:50.000 --> 00:02:52.000]  我就是要
[00:02:52.000 --> 00:02:54.000]  釋放我的子民
[00:02:54.000 --> 00:02:56.000]  去侍奉我
[00:02:56.000 --> 00:02:58.000]  即是去敬拜我
[00:02:58.000 --> 00:03:02.000]  這段英文可能
[00:03:02.000 --> 00:03:04.000]  更加直接一點
[00:03:04.000 --> 00:03:06.000]  Let my people go
[00:03:06.000 --> 00:03:08.000]  so that they may worship me
[00:03:08.000 --> 00:03:10.000]  這是神最終最終
[00:03:10.000 --> 00:03:12.000]  拯救以色列民
[00:03:12.000 --> 00:03:14.000]  離開埃及
[00:03:14.000 --> 00:03:16.000]  離開圍爐之地的心意
[00:03:16.000 --> 00:03:18.000]  原來不是只是帶他們出來離開
[00:03:18.000 --> 00:03:20.000]  好像
[00:03:20.000 --> 00:03:22.000]  在監獄裡面出來
[00:03:22.000 --> 00:03:24.000]  放監了
[00:03:24.000 --> 00:03:26.000]  不是只是這樣
[00:03:26.000 --> 00:03:28.000]  因為如果是這樣的話
[00:03:28.000 --> 00:03:30.000]  其實不會有會幕
[00:03:30.000 --> 00:03:32.000]  不會有所有這些東西
[00:03:32.000 --> 00:03:34.000]  因為如果只是領埃及人出了埃及之後
[00:03:34.000 --> 00:03:36.000]  他們就free就會可能
[00:03:36.000 --> 00:03:38.000]  你自己喜歡住哪就住哪
[00:03:38.000 --> 00:03:40.000]  你自己去哪就去哪
[00:03:40.000 --> 00:03:42.000]  但是神是不是這樣說
[00:03:42.000 --> 00:03:44.000]  不是
[00:03:44.000 --> 00:03:46.000]  是釋放了你們出來
[00:03:46.000 --> 00:03:48.000]  so that they may worship me
[00:03:48.000 --> 00:03:52.000]  不是釋放了以色列民
[00:03:52.000 --> 00:03:54.000]  那就完
[00:03:54.000 --> 00:03:56.000]  而是神有一個更深更大的心意
[00:03:56.000 --> 00:03:58.000]  是要帶領
[00:03:58.000 --> 00:04:00.000]  以色列民去教他們
[00:04:00.000 --> 00:04:02.000]  怎樣敬拜他
[00:04:02.000 --> 00:04:06.000]  今晚你們都有茶經
[00:04:06.000 --> 00:04:08.000]  對不對
[00:04:08.000 --> 00:04:10.000]  我聽阿南說茶經是你們這裡
[00:04:10.000 --> 00:04:12.000]  最熱門的活動來的
[00:04:12.000 --> 00:04:14.000]  我覺得真的厲害
[00:04:14.000 --> 00:04:18.000]  我們看看今晚七章的經文
[00:04:18.000 --> 00:04:20.000]  給一點背景
[00:04:20.000 --> 00:04:22.000]  不單止七章
[00:04:22.000 --> 00:04:24.000]  這裡是什麼呢
[00:04:24.000 --> 00:04:26.000]  其實出埃及記裡面
[00:04:26.000 --> 00:04:28.000]  總共四十章
[00:04:28.000 --> 00:04:30.000]  有十三章
[00:04:30.000 --> 00:04:32.000]  都是講見會幕的
