
[00:00:00.000 --> 00:00:02.240]  各位影帖媒體 早安
[00:00:02.240 --> 00:00:04.120]  大家記得八年前
[00:00:04.120 --> 00:00:07.840]  我有機會跟基督少年軍的分隊
[00:00:07.840 --> 00:00:10.240]  一起去到沙巴這個地方
[00:00:10.240 --> 00:00:13.200]  跟當地的分隊交流
[00:00:13.200 --> 00:00:17.000]  其中兩天我們就上了去神山
[00:00:17.000 --> 00:00:19.360]  有沒有人上過神山 舉舉手
[00:00:19.360 --> 00:00:22.680]  都不少人 原來大家都是行山之人
[00:00:22.680 --> 00:00:24.200]  不過你不用預我
[00:00:24.200 --> 00:00:26.320]  我在香港很少行山
[00:00:26.320 --> 00:00:29.160]  十年都不行一日那一隻
[00:00:29.160 --> 00:00:31.840]  當時你有入過那個公園
[00:00:31.840 --> 00:00:34.360]  就應該有這張證書
[00:00:34.360 --> 00:00:36.520]  我不是亂說的
[00:00:36.520 --> 00:00:38.000]  有去過的
[00:00:38.000 --> 00:00:43.360]  還記得當時買了套全套行山杖
[00:00:43.360 --> 00:00:44.600]  行過那次之後
[00:00:44.600 --> 00:00:47.200]  就一直放在我辦公室 都沒用過
[00:00:47.200 --> 00:00:52.480]  當行到上去那個宿舍的時候
[00:00:52.480 --> 00:00:54.960]  對我來說已經任務完成了
[00:00:54.960 --> 00:00:57.920]  因為我都覺得已經很超額
[00:00:57.920 --> 00:01:01.960]  去到完成了我生命裏的一個創舉
[00:01:01.960 --> 00:01:03.840]  根本不會想攻不攻頂
[00:01:03.840 --> 00:01:05.920]  這些都不是我想要去想的事情
[00:01:05.920 --> 00:01:07.800]  因為覺得自己不行
[00:01:07.800 --> 00:01:11.560]  上到去的時候就有一個高山反應
[00:01:11.560 --> 00:01:13.040]  大部份人都會頭痛
[00:01:13.040 --> 00:01:14.600]  我的高山反應是什麼呢
[00:01:14.600 --> 00:01:17.640]  心跳得很快 人很hyper
[00:01:17.640 --> 00:01:20.440]  所以那一晚整晚都睡不著
[00:01:20.440 --> 00:01:22.080]  在這裏十五十六
[00:01:22.080 --> 00:01:25.120]  因為通常攻頂就是凌晨兩點鐘就起身
[00:01:25.120 --> 00:01:27.960]  大家就隨隊出發
[00:01:27.960 --> 00:01:30.520]  當時我又睡不著
[00:01:30.520 --> 00:01:31.440]  怎麼辦呢
[00:01:31.440 --> 00:01:33.920]  見到一班年輕的隊員
[00:01:33.920 --> 00:01:35.440]  沒理由我不去的
[00:01:35.440 --> 00:01:37.920]  於是胸口掛著個信字
[00:01:37.920 --> 00:01:40.600]  去就去吧
[00:01:40.600 --> 00:01:43.440]  我記得當時導遊都提醒我們
[00:01:43.440 --> 00:01:44.640]  千萬不要揹太多東西
[00:01:44.640 --> 00:01:47.160]  我只是揹著一個空的背包
[00:01:47.160 --> 00:01:49.080]  揹著三瓶氧氣瓶
[00:01:49.080 --> 00:01:50.880]  因為想著是給別人用的
[00:01:50.880 --> 00:01:55.160]  殊不知三瓶也是我自己用完的
[00:01:55.160 --> 00:01:56.440]  走的過程裏面
[00:01:56.440 --> 00:01:58.480]  每走幾步就要吸一吸
[00:01:58.480 --> 00:01:59.920]  每走幾步就要吸一吸
[00:01:59.920 --> 00:02:01.360]  真的很辛苦
[00:02:01.360 --> 00:02:03.440]  在當時的心裏
[00:02:03.440 --> 00:02:04.840]  就想起一首詩歌
[00:02:04.840 --> 00:02:06.520]  那首詩歌大家應該都很熟悉
[00:02:06.520 --> 00:02:08.680]  我的幫助是從何而來
[00:02:08.680 --> 00:02:12.880]  我的幫助是從造天地的耶和華而來
[00:02:12.880 --> 00:02:13.960]  一路走的時候
[00:02:13.960 --> 00:02:16.120]  你就會看見那條山路
[00:02:16.120 --> 00:02:17.680]  基本上就不是路
[00:02:17.680 --> 00:02:20.000]  即不是你想的那條路
[00:02:20.000 --> 00:02:22.640]  我開始明白為何要晚上上去
[00:02:22.640 --> 00:02:24.000]  因為摸黑的時候
[00:02:24.000 --> 00:02:25.880]  你不知道害怕
[00:02:25.880 --> 00:02:27.240]  當日光日白的時候
[00:02:27.240 --> 00:02:28.120]  回頭看
[00:02:28.120 --> 00:02:29.720]  原來走這樣的路
[00:02:29.720 --> 00:02:32.240]  腳都在顫抖
[00:02:32.240 --> 00:02:33.560]  走的過程裏面
[00:02:33.560 --> 00:02:36.360]  想著何時到達
[00:02:36.360 --> 00:02:38.840]  當去到有一幕以為到達的時候
[00:02:38.840 --> 00:02:40.320]  誰知原來還未到達
[00:02:40.320 --> 00:02:45.160]  還要再有一個大概五十米高的山峰
[00:02:45.160 --> 00:02:49.520]  要用繩爬上去四十五度角
[00:02:49.520 --> 00:02:53.000]  才到達所謂的頂
[00:02:53.000 --> 00:02:56.600]  當時我已經沒有力氣了
[00:02:56.600 --> 00:02:58.280]  我就止步了
[00:02:58.280 --> 00:03:01.560]  看著隊友一路走
[00:03:01.560 --> 00:03:03.320]  有些人問我為何不上去
[00:03:03.320 --> 00:03:07.760]  然後我問他為何不揹我上去
[00:03:07.760 --> 00:03:09.160]  在過程裏面
[00:03:09.160 --> 00:03:10.680]  我就坐在這裏
[00:03:10.680 --> 00:03:12.920]  看著一個很優美的環境
[00:03:12.920 --> 00:03:16.480]  繼續唱剛才我唱的詩歌
[00:03:16.480 --> 00:03:17.440]  在這段時間
[00:03:17.440 --> 00:03:21.480]  我都想起現在我們所面對的警房
[00:03:21.480 --> 00:03:23.120]  面對社會的局面
[00:03:23.120 --> 00:03:27.240]  可能都會帶給我們一些無望無助
[00:03:27.240 --> 00:03:30.440]  環境似乎都不是我們所能夠控制
[00:03:30.440 --> 00:03:33.080]  好像都從人的角度
[00:03:33.080 --> 00:03:35.640]  想不到有甚麼出路可言
[00:03:35.640 --> 00:03:39.200]  我們都好像被眼前這個景象
[00:03:39.200 --> 00:03:43.360]  令到我們失去了信心
[00:03:43.360 --> 00:03:45.960]  作為一班信仰的群體
[00:03:45.960 --> 00:03:49.280]  究竟我們的幫助是從那裏而來呢?
[00:03:49.280 --> 00:03:54.040]  我們的幫助是否從天地的耶和華而來呢?
[00:03:54.040 --> 00:03:55.160]  盼望今日這段經文
[00:03:55.160 --> 00:03:57.800]  再一次成為我們的提醒面例
[00:03:57.800 --> 00:04:02.400]  在上星期我們看到第三章的尾部份
[00:04:02.400 --> 00:04:09.560]  保羅重申上帝要成為猶太人和外邦人的主
[00:04:09.560 --> 00:04:15.400]  藉著信無論受了國禮或未受國禮
[00:04:15.400 --> 00:04:16.800]  在上帝的裏面
[00:04:16.800 --> 00:04:19.680]  這班人都被稱為「義」
[00:04:19.680 --> 00:04:21.160]  保羅是很厲害的
[00:04:21.160 --> 00:04:23.120]  他說話是一位辯論家
[00:04:23.120 --> 00:04:24.880]  他不是只說話
[00:04:24.880 --> 00:04:28.440]  他就要用一些例子來支持他的論述
[00:04:28.440 --> 00:04:29.760]  所以來到第四章
[00:04:29.760 --> 00:04:31.760]  他就用了一個人物
[00:04:31.760 --> 00:04:33.720]  就是阿伯拉罕
[00:04:33.720 --> 00:04:38.400]  阿伯拉罕去引證他之前的論述
[00:04:38.400 --> 00:04:40.960]  阿伯拉罕被稱為甚麼呢?
[00:04:40.960 --> 00:04:43.000]  信心之父
[00:04:43.000 --> 00:04:45.080]  在猶太人的心目中
[00:04:45.080 --> 00:04:48.280]  是一個很崇高很尊貴的人物
[00:04:48.280 --> 00:04:53.080]  他們都很自豪自己是阿伯拉罕的子孫
[00:04:53.080 --> 00:04:55.680]  所以既然你這麼崇高
[00:04:55.680 --> 00:04:58.280]  我們就來看看這個人
[00:04:58.280 --> 00:05:03.560]  在神裏面如何去恩訊、去稱義
[00:05:03.560 --> 00:05:08.440]  保羅不斷地問猶太人一個問題
[00:05:08.440 --> 00:05:12.880]  究竟阿伯拉罕憑甚麼去稱義呢?
[00:05:12.880 --> 00:05:16.560]  其實他也在曲線地問我們每一個
[00:05:16.560 --> 00:05:17.880]  是憑甚麼呢?
[00:05:17.880 --> 00:05:21.640]  上帝稱義的人
[00:05:21.640 --> 00:05:25.760]  不是指那些人是一個道德特別高的人
[00:05:25.760 --> 00:05:30.960]  上帝的義並不是律法上所說的義
[00:05:30.960 --> 00:05:35.480]  而是指我們和上帝一起的這群人
[00:05:35.480 --> 00:05:40.640]  是上帝和我們的納約所說的關係
[00:05:40.640 --> 00:05:46.160]  我們中國人也會用「結拜」、「結義」
[00:05:46.160 --> 00:05:48.800]  意思是本來大家沒有關係
[00:05:48.800 --> 00:05:50.720]  突然間變成有關係
[00:05:50.720 --> 00:05:54.280]  會稱義兄為義父
[00:05:54.280 --> 00:05:56.880]  大家會剛膽相照
[00:05:56.880 --> 00:05:59.080]  兩脅插刀
[00:05:59.080 --> 00:06:03.320]  上帝的義是指一個約的關係
[00:06:03.320 --> 00:06:05.280]  是基於信
[00:06:05.280 --> 00:06:09.640]  因為祂就是那位守約、施慈愛的神
[00:06:09.640 --> 00:06:16.400]  保羅也藉著恩信、稱義去處理當時
[00:06:16.400 --> 00:06:17.600]  如果我們知道的話
[00:06:17.600 --> 00:06:22.880]  猶太人和外邦基督徒的分裂
[00:06:22.880 --> 00:06:26.760]  那種勢不兩立、不咬弦的情況
[00:06:26.760 --> 00:06:30.720]  當時這群猶太人也很著重
[00:06:30.720 --> 00:06:35.520]  「善行」、「國禮」、「守律法」
[00:06:35.520 --> 00:06:39.720]  形成了猶太人的一個很志異
[00:06:39.720 --> 00:06:42.440]  和一個很強烈的民族主義
[00:06:42.440 --> 00:06:45.400]  是相當排他的
[00:06:45.400 --> 00:06:48.520]  所以保羅在四章一開始的時候
[00:06:48.520 --> 00:06:54.360]  他說「阿伯拉罕不是因行為而稱義」
[00:06:54.360 --> 00:06:56.040]  在四章二節裡說
[00:06:56.040 --> 00:06:59.960]  「倘若阿伯拉罕是因行為稱義,就有可誇的
