
[00:00:00.000 --> 00:00:01.880]  今天我們分享的題目是
[00:00:01.880 --> 00:00:04.360]  認清真師傅
[00:00:04.360 --> 00:00:07.000]  做過真門徒
[00:00:07.000 --> 00:00:11.340]  十二年前政府有一條宣傳片
[00:00:11.340 --> 00:00:14.800]  是給當時的職業司機裡面有一個口號
[00:00:14.800 --> 00:00:19.840]  叫做「使出真功夫,方為大師傅」
[00:00:19.840 --> 00:00:21.340]  有沒有人看過這個宣傳片的?
[00:00:21.340 --> 00:00:22.560]  應該有的
[00:00:22.560 --> 00:00:24.400]  是大家比之前那些比較誠實
[00:00:24.400 --> 00:00:26.240]  之前那些他們說沒看過
[00:00:26.240 --> 00:00:28.240]  也是十二年前而已
[00:00:28.240 --> 00:00:33.680]  這個宣傳片是呼籲當時的職業司機
[00:00:33.680 --> 00:00:36.440]  裡面他說有幾件事是很重要的
[00:00:36.440 --> 00:00:40.920]  他說大家開車切記心浮氣躁
[00:00:40.920 --> 00:00:43.120]  要沉得住氣
[00:00:43.120 --> 00:00:46.160]  然後需要瞻前顧後
[00:00:46.160 --> 00:00:48.560]  為轉線作好準備
[00:00:48.560 --> 00:00:51.040]  然後無論大與小
[00:00:51.040 --> 00:00:53.040]  禮讓最重要
[00:00:53.040 --> 00:00:55.720]  他說當你有這三種功夫的時候
[00:00:55.720 --> 00:00:59.600]  你就是一個真正的大師傅了
[00:00:59.600 --> 00:01:02.400]  今天我們的題目跟駕駛無關
[00:01:02.400 --> 00:01:05.920]  我們說是認清真師傅
[00:01:05.920 --> 00:01:08.200]  做過真門徒
[00:01:08.200 --> 00:01:11.960]  今天當我們說我們是一個跟隨耶穌的門徒的時候
[00:01:11.960 --> 00:01:16.520]  我們有沒有搞清楚究竟誰是我們的主呢?
[00:01:16.520 --> 00:01:19.280]  而當我們搞清楚誰是我們的主的時候
[00:01:19.280 --> 00:01:23.040]  我們的生命又有沒有真正跟從耶穌呢?
[00:01:23.040 --> 00:01:26.720]  今天我們會一起看《路加福音九章》一段經文
[00:01:26.720 --> 00:01:30.680]  裡面我們會看到門徒是如何被差遣
[00:01:30.680 --> 00:01:33.440]  同時間門徒是如何被邀請
[00:01:33.440 --> 00:01:37.520]  參與在神的工作和神職裡面
[00:01:37.520 --> 00:01:42.760]  而最後為我們帶來一個生命很重要的反思
[00:01:42.760 --> 00:01:44.960]  所以今天我們一起學習
[00:01:44.960 --> 00:01:46.480]  認清真師傅
[00:01:46.480 --> 00:01:48.960]  跟駕駛說認清真師傅
[00:01:50.680 --> 00:01:55.760]  然後再跟他說做過真門徒
[00:01:55.760 --> 00:01:58.080]  跟他說加油啊
[00:01:58.080 --> 00:02:02.480]  我們一起看看今天第一個分享和教導
[00:02:02.480 --> 00:02:04.520]  今天第一個分享和教導
[00:02:04.520 --> 00:02:08.320]  是我們要明白和履行門徒的使命
[00:02:08.320 --> 00:02:10.680]  我們一起讀九章一至六節
[00:02:10.680 --> 00:02:12.480]  我們一起讀一二三
[00:02:12.480 --> 00:02:15.680]  耶穌叫齊了十二個門徒
[00:02:15.680 --> 00:02:18.200]  給他們能力、權柄
[00:02:18.200 --> 00:02:20.200]  制服一切的鬼
[00:02:20.200 --> 00:02:22.240]  醫治各樣的病
[00:02:22.240 --> 00:02:26.160]  又差遣他們去宣傳神國的道
[00:02:26.160 --> 00:02:27.680]  醫治病人
[00:02:27.680 --> 00:02:29.040]  對他們說
[00:02:29.040 --> 00:02:33.280]  行路的時候不要帶拐杖和口袋
[00:02:33.280 --> 00:02:36.000]  不要帶食物和銀紙
[00:02:36.000 --> 00:02:38.920]  也不要帶兩件掛紙
[00:02:38.920 --> 00:02:40.880]  無論進哪一家
[00:02:40.880 --> 00:02:42.920]  就住在哪裏
[00:02:42.920 --> 00:02:45.120]  也從哪裏起行
[00:02:45.120 --> 00:02:47.400]  凡不接待你們的
[00:02:47.400 --> 00:02:50.360]  你們離開那城的時候
[00:02:50.360 --> 00:02:53.640]  要把腳上的塵土躲下去
[00:02:53.640 --> 00:02:55.920]  見證他們的不是
[00:02:55.920 --> 00:02:57.800]  門徒就出去
[00:02:57.800 --> 00:03:00.680]  走遍各鄉傳傳福音
[00:03:00.680 --> 00:03:02.840]  到處治病
[00:03:02.840 --> 00:03:04.840]  今天我們聽著經文的時候
[00:03:04.840 --> 00:03:07.280]  我們發現耶穌是主
[00:03:07.280 --> 00:03:10.520]  但祂不單單自己施行神蹟
[00:03:10.520 --> 00:03:14.560]  祂給門徒能力和權柄
[00:03:14.560 --> 00:03:17.440]  去到更加廣闊的群體裏面
[00:03:17.440 --> 00:03:21.640]  去延續神的工作和拯救
[00:03:21.640 --> 00:03:24.680]  在這裏我們看到神對人的愛
[00:03:24.680 --> 00:03:30.080]  祂讓福音和救恩能夠進到更多的人和群體當中
[00:03:30.080 --> 00:03:32.800]  而在神的恩典裏面
[00:03:32.800 --> 00:03:37.680]  門徒被神差遣去傳揚神的愛
[00:03:37.680 --> 00:03:39.680]  福音和救恩
[00:03:39.680 --> 00:03:43.240]  神差遣門徒有兩個很重要的目的
[00:03:43.240 --> 00:03:46.880]  第一個目的是傳講天國的福音
[00:03:46.880 --> 00:03:49.600]  和宣告神的王權
[00:03:49.600 --> 00:03:50.920]  神是王
[00:03:50.920 --> 00:03:52.400]  祂創造天地
[00:03:52.400 --> 00:03:53.760]  統管萬有
[00:03:53.760 --> 00:03:56.000]  但同時間祂愛著我們
[00:03:56.000 --> 00:03:58.720]  所以祂差遣祂的愛子耶穌
[00:03:58.720 --> 00:04:01.600]  道成肉身來到這個世界
[00:04:01.600 --> 00:04:03.760]  為我們釘十字架
[00:04:03.760 --> 00:04:06.640]  受死並且為我們復活
[00:04:06.640 --> 00:04:09.640]  耶穌祂勝過了罪惡的權勢
[00:04:09.640 --> 00:04:12.880]  所以當我們相信和跟隨耶穌的時候
[00:04:12.880 --> 00:04:14.440]  我們罪得赦免
[00:04:14.440 --> 00:04:16.040]  在審判的日子
[00:04:16.040 --> 00:04:17.960]  受敵要被消滅
[00:04:17.960 --> 00:04:22.480]  而我們將要傳言見到神國的能力和榮耀
[00:04:22.480 --> 00:04:24.680]  而作為門徒
[00:04:24.680 --> 00:04:28.440]  我們需要去呼籲人去悔改
[00:04:28.440 --> 00:04:30.640]  即是說我們要去傳福音
[00:04:30.640 --> 00:04:33.880]  我們叫人在天國裏面有份
[00:04:33.880 --> 00:04:36.480]  免去將來的審判
[00:04:36.480 --> 00:04:38.200]  第二樣東西
[00:04:38.200 --> 00:04:43.720]  他們就去醫治趕鬼、醫治各樣的疾病
[00:04:43.720 --> 00:04:45.960]  原來門徒不單單去傳福音
[00:04:45.960 --> 00:04:50.640]  門徒更加真的要去關心別人肉身的需要
[00:04:50.640 --> 00:04:53.920]  今天我們去關心別人的需要
[00:04:53.920 --> 00:04:55.640]  也藉著關心
[00:04:55.640 --> 00:05:00.720]  讓別人感受到神國和神愛的真實
[00:05:00.720 --> 00:05:04.320]  然後鼓勵他們去相信福音
[00:05:04.320 --> 00:05:06.960]  所以今天我們去關心別人的扶貧
[00:05:06.960 --> 00:05:08.960]  不單是關心和扶貧這麼簡單
[00:05:08.960 --> 00:05:11.120]  我們去做、去關心
