
[00:00:00.000 --> 00:00:04.780]  今天會和大家繼續看《辯廉》的正傳
[00:00:04.780 --> 00:00:09.580]  我們會看關於真相
[00:00:09.580 --> 00:00:12.140]  上次我們看到三人行
[00:00:12.140 --> 00:00:16.220]  主耶穌特別帶著彼得、雅各、約翰
[00:00:16.220 --> 00:00:18.500]  這三個愛徒
[00:00:18.500 --> 00:00:21.400]  攀上高山那裡
[00:00:21.400 --> 00:00:24.880]  來來去去有些很特別的經歷
[00:00:24.880 --> 00:00:27.200]  我們已經講過了
[00:00:27.200 --> 00:00:29.460]  好像主耶穌也有些偏心 是不是?
[00:00:29.460 --> 00:00:32.820]  祂特別愛這三個門徒
[00:00:32.820 --> 00:00:36.020]  其他九個就會在山腳那裡
[00:00:36.020 --> 00:00:39.260]  某個程度 九個沒有那麼辛苦
[00:00:39.260 --> 00:00:41.820]  為什麼? 因為可以在山下休息
[00:00:41.820 --> 00:00:45.940]  但祂還要攀上高峰 然後要回下來 是不是?
[00:00:45.940 --> 00:00:51.260]  但是他們有一個前所未有的經歷
[00:00:51.260 --> 00:00:54.840]  就是看到耶穌變了祂的形象
[00:00:54.840 --> 00:00:57.960]  為什麼耶穌會特別選這三個人呢?
[00:00:57.960 --> 00:01:01.680]  因為彼得是很愛主的
[00:01:01.680 --> 00:01:05.360]  大家知道當耶穌一講要彼得釘十字架的時候
[00:01:05.360 --> 00:01:08.640]  彼得真的不顧自己是門徒的身份
[00:01:08.640 --> 00:01:11.580]  扯著耶穌說主啊 祢萬不可以如此 是不是?
[00:01:11.580 --> 00:01:13.940]  這就顯示出彼得的愛
[00:01:13.940 --> 00:01:15.940]  還有雅各和約翰
[00:01:15.940 --> 00:01:18.160]  他們都有這個屬靈的野心
[00:01:18.160 --> 00:01:20.480]  就說如果你降臨的時候
[00:01:20.480 --> 00:01:22.300]  一個在你左邊 一個在你右邊
[00:01:22.300 --> 00:01:24.700]  你可以做一些工作 是不是?
[00:01:24.700 --> 00:01:27.100]  如果我們有彼得的愛
[00:01:27.100 --> 00:01:30.460]  也有一份屬靈裏面的野心
[00:01:30.460 --> 00:01:33.060]  或者是擴展的心
[00:01:33.060 --> 00:01:36.340]  我很深信我們的神必定會愛我們的
[00:01:36.340 --> 00:01:41.760]  最重要就是我們有沒有領受異象
[00:01:41.760 --> 00:01:43.760]  這個很重要
[00:01:43.760 --> 00:01:45.560]  但是記住
[00:01:45.560 --> 00:01:50.180]  神祝福一個人不是在乎他領受多少的異象
[00:01:50.180 --> 00:01:52.680]  是他領受了異象之後
[00:01:52.680 --> 00:01:54.680]  他有沒有去實踐
[00:01:54.680 --> 00:01:58.040]  正如有些人可能都被神呼召去做傳道人
[00:01:58.040 --> 00:02:01.480]  但是他有很多東西不捨得他放棄的時候
[00:02:01.480 --> 00:02:03.140]  於是他怎樣呢?
[00:02:03.140 --> 00:02:05.140]  他就沒有去實踐
[00:02:05.140 --> 00:02:07.140]  就不會得到神的祝福
[00:02:07.140 --> 00:02:10.420]  我那時說為什麼我會帶隊去以色列呢?
[00:02:10.420 --> 00:02:12.760]  就是90年我第一次去以色列的時候
[00:02:12.760 --> 00:02:15.120]  剛建立了名人堂四年
[00:02:15.120 --> 00:02:16.360]  我想離開
[00:02:16.360 --> 00:02:17.780]  但是在尼泊爾山
[00:02:17.780 --> 00:02:21.580]  我又看到心靈裏面一個很清晰的異象
[00:02:21.580 --> 00:02:25.580]  就是神要我留下照顧那些剛來了兩年
[00:02:25.580 --> 00:02:26.780]  中一的小孩子
[00:02:26.780 --> 00:02:28.040]  就是14歲左右
[00:02:28.040 --> 00:02:31.060]  直到他們成長結婚生小孩
[00:02:31.060 --> 00:02:32.200]  我說不是吧
[00:02:32.200 --> 00:02:34.600]  但是就因為這個異象
[00:02:34.600 --> 00:02:36.600]  所以叫我一直持守著
[00:02:36.600 --> 00:02:39.140]  直到2016年我才離開
[00:02:39.140 --> 00:02:41.000]  今年大約第十年了
[00:02:41.000 --> 00:02:43.000]  但是我跟他們的關係都非常好的
[00:02:43.000 --> 00:02:43.860]  很開心
[00:02:43.860 --> 00:02:47.420]  我死去的時候會帶隊去以色列
[00:02:47.420 --> 00:02:48.420]  是很特別的
[00:02:48.420 --> 00:02:50.420]  那時我在尼泊爾山看到一個異象
[00:02:50.420 --> 00:02:52.420]  我看到特別一個的孩子
[00:02:52.420 --> 00:02:54.420]  他是很早就結婚的
[00:02:54.420 --> 00:03:01.720]  這次是他的老爺
[00:03:01.720 --> 00:03:03.720]  就是他丈夫的爸爸
[00:03:03.720 --> 00:03:05.220]  他丈夫都是同班同學
[00:03:05.220 --> 00:03:06.220]  都是我帶大的
[00:03:06.220 --> 00:03:08.220]  他爸爸就信了主
[00:03:08.220 --> 00:03:10.220]  是一次很特別的經歷
[00:03:10.220 --> 00:03:12.220]  他去澳洲旅行
[00:03:12.220 --> 00:03:16.220]  誰知他又感染了肺炎
[00:03:16.220 --> 00:03:18.220]  差點死
[00:03:18.220 --> 00:03:20.220]  但直到這樣他就信了耶穌
[00:03:20.220 --> 00:03:22.220]  他很特別說這次一定要去以色列
[00:03:22.220 --> 00:03:24.220]  除了見我之外
[00:03:24.220 --> 00:03:26.220]  就很想了解聖經更多
[00:03:26.220 --> 00:03:28.220]  他這十幾年都很熱心
[00:03:28.220 --> 00:03:30.220]  兒子去過了
[00:03:30.220 --> 00:03:32.220]  但都會這次陪爸爸一起去
[00:03:32.220 --> 00:03:35.220]  所以就是你看到異象
[00:03:35.220 --> 00:03:37.220]  你有這個感受
[00:03:37.220 --> 00:03:39.220]  你去不去實踐呢?
[00:03:39.220 --> 00:03:41.220]  大家都為我祈禱
[00:03:41.220 --> 00:03:43.220]  惠強會知道
[00:03:43.220 --> 00:03:45.220]  我都有一個計劃
[00:03:45.220 --> 00:03:47.220]  有一個異象好像越來越清楚
[00:03:47.220 --> 00:03:51.220]  就是我想帶一班十幾歲的學是學非的
[00:03:51.220 --> 00:03:55.220]  第二代的基督徒去以色列
[00:03:55.220 --> 00:03:57.220]  讓他們踏足聖地
[00:03:57.220 --> 00:04:00.220]  對聖經有更多的體會和認識
[00:04:00.220 --> 00:04:02.220]  但如果是這樣就挑戰很大了
[00:04:02.220 --> 00:04:05.220]  因為我要找旅行社去幫忙
[00:04:05.220 --> 00:04:08.220]  但這次的團不會有香港人去
[00:04:08.220 --> 00:04:11.220]  有很多事情可能我要去處理
[00:04:11.220 --> 00:04:13.220]  而且擔待很大
[00:04:13.220 --> 00:04:15.220]  如果帶十幾歲的小孩子
[00:04:15.220 --> 00:04:18.220]  這是我二十七年裏的計劃
[00:04:18.220 --> 00:04:21.220]  從來沒有試過
[00:04:21.220 --> 00:04:25.220]  但這又好像神擺在我心裏的一個vision
[00:04:25.220 --> 00:04:27.220]  最重要是你有沒有去實踐
[00:04:27.220 --> 00:04:32.220]  所以今天我們會去看一個很重要的訊息
[00:04:32.220 --> 00:04:34.220]  不只是領受異象
[00:04:34.220 --> 00:04:35.220]  是有沒有實踐異象
[00:04:35.220 --> 00:04:37.220]  我們先去探討一件事
[00:04:37.220 --> 00:04:39.220]  就是摩西上山
[00:04:39.220 --> 00:04:41.220]  他跟著變象
[00:04:41.220 --> 00:04:45.220]  跟著舊約裏面有兩個人物出現
[00:04:45.220 --> 00:04:48.220]  究竟為什麼是這兩個人物呢?
[00:04:48.220 --> 00:04:51.220]  我們今天會先探討這個訊息
[00:04:51.220 --> 00:04:53.220]  然後再看下一次
[00:04:53.220 --> 00:04:55.220]  看看耶穌登山變象
[00:04:55.220 --> 00:04:57.220]  變了樣子有什麼特別呢?
[00:04:57.220 --> 00:04:59.220]  有什麼意思呢?
[00:04:59.220 --> 00:05:01.220]  我們先看這一段經文
[00:05:01.220 --> 00:05:04.220]  今天我們先看三節的聖經
[00:05:04.220 --> 00:05:06.220]  但都不會查完三節的聖經
[00:05:06.220 --> 00:05:09.220]  我們的焦點就放在三節那裏
[00:05:09.220 --> 00:05:11.220]  好 謝謝Yvonne
[00:05:11.220 --> 00:05:12.220]  過了六天
[00:05:12.220 --> 00:05:16.220]  耶穌帶著彼得、雅各和雅各的兄弟約翰
[00:05:16.220 --> 00:05:18.220]  暗暗的上了高山
[00:05:18.220 --> 00:05:20.220]  就在他們面前變了形象
[00:05:20.220 --> 00:05:22.220]  臉面明亮如白日頭
[00:05:22.220 --> 00:05:24.220]  衣裳潔白如光
[00:05:24.220 --> 00:05:28.220]  忽然有摩西、以利亞向他們顯現
[00:05:28.220 --> 00:05:30.220]  和耶穌說話
[00:05:30.220 --> 00:05:33.220]  上一次我們會看到第一節
[00:05:33.220 --> 00:05:35.220]  就是過了六天
[00:05:35.220 --> 00:05:37.220]  但有經文又說不是六天
[00:05:37.220 --> 00:05:39.220]  是八天
[00:05:39.220 --> 00:05:41.220]  究竟是六天還是八天呢?
[00:05:41.220 --> 00:05:43.220]  他們上了高山
[00:05:43.220 --> 00:05:45.220]  這個山是什麼樣的山呢?
[00:05:45.220 --> 00:05:47.220]  是不是黑門山呢?
[00:05:47.220 --> 00:05:50.220]  還是其他的山呢?
[00:05:50.220 --> 00:05:53.220]  大家如果沒有出席的話
[00:05:53.220 --> 00:05:55.220]  可以在YouTube裏聽聽
[00:05:55.220 --> 00:05:57.220]  上一次我們所說的
[00:05:57.220 --> 00:05:59.220]  今天我們的焦點就是放在
[00:05:59.220 --> 00:06:01.220]  這個訪客裏面
[00:06:01.220 --> 00:06:04.220]  我們看到兩個很重要的教育人物
[00:06:04.220 --> 00:06:08.220]  突然之間出現在門徒面前
[00:06:08.220 --> 00:06:13.220]  和主耶穌談論關於離世的事情
[00:06:13.220 --> 00:06:18.220]  為什麼是摩西和以利亞呢?
[00:06:18.220 --> 00:06:20.220]  如果說行神跡
[00:06:20.220 --> 00:06:27.220]  以利亞不及他的接班人以利沙
[00:06:27.220 --> 00:06:30.220]  摩西為什麼是摩西呢?
[00:06:30.220 --> 00:06:34.220]  為什麼不是羅亞或者以洛呢?
[00:06:34.220 --> 00:06:38.220]  以洛與神同行是不用死的
[00:06:38.220 --> 00:06:42.220]  這兩個人有什麼特別的意思呢?
[00:06:42.220 --> 00:06:45.220]  今天我們就值得去探討
[00:06:45.220 --> 00:06:47.220]  所以我們說查經
[00:06:47.220 --> 00:06:50.220]  深入一點去研究那段經文
[00:06:50.220 --> 00:06:52.220]  看看摩西是什麼呢?
[00:06:52.220 --> 00:06:56.220]  原來我們留意到摩西代表了律法
[00:06:56.220 --> 00:06:59.220]  而以利亞代表了善知
[00:06:59.220 --> 00:07:01.220]  某個程度摩西是善知
[00:07:01.220 --> 00:07:05.220]  但真真正正被視為真正善知之首
[00:07:05.220 --> 00:07:06.220]  就是以利亞
[00:07:06.220 --> 00:07:08.220]  摩西怎麼代表了律法呢?
[00:07:08.220 --> 00:07:11.220]  因為摩西帶領以色列人出埃及的時候
[00:07:11.220 --> 00:07:13.220]  神父召摩西上山
[00:07:13.220 --> 00:07:18.220]  然後就將律法誡命頒佈給他
[00:07:18.220 --> 00:07:20.220]  不是單單十誡
[00:07:20.220 --> 00:07:22.220]  十誡只是一個總綱
[00:07:22.220 --> 00:07:24.220]  還有很多的細節
[00:07:24.220 --> 00:07:27.220]  要以色列人去遵守
[00:07:27.220 --> 00:07:30.220]  所以在耶穌降生之前
[00:07:30.220 --> 00:07:32.220]  或者完成救恩之前
[00:07:32.220 --> 00:07:35.220]  他們怎麼可以得到神的寬恕呢?
[00:07:35.220 --> 00:07:37.220]  就是要遵守神的誡命
[00:07:37.220 --> 00:07:39.220]  包括了怎麼去獻祭
[00:07:39.220 --> 00:07:43.220]  所以是摩西將這個律法頒佈出來
[00:07:43.220 --> 00:07:46.220]  所以摩西就是代表了律法
[00:07:46.220 --> 00:07:50.220]  以利亞就是代表了善知
[00:07:50.220 --> 00:07:52.220]  而我們不要忘記
[00:07:52.220 --> 00:07:55.220]  當摩西頒佈律法的時候
[00:07:55.220 --> 00:07:58.220]  他就是律法的頒佈者
[00:07:58.220 --> 00:08:00.220]  他將這些律法誡命典章
[00:08:00.220 --> 00:08:02.220]  給子民宣告
[00:08:02.220 --> 00:08:08.220]  而善知以利亞就要維護著那些律法
[00:08:08.220 --> 00:08:11.220]  所以當以色列人他們拜偶像
[00:08:11.220 --> 00:08:13.220]  拜巴黎、拜亞瑟拉的時候
[00:08:13.220 --> 00:08:17.220]  沒有你遵守神的律例典章
[00:08:17.220 --> 00:08:20.220]  以利亞就要出來
[00:08:20.220 --> 00:08:22.220]  去對抗這些假善知
[00:08:22.220 --> 00:08:26.220]  希望人可以有反省
[00:08:26.220 --> 00:08:28.220]  回歸到神的裏面
[00:08:28.220 --> 00:08:31.220]  亦都要再次遵守神的律法
[00:08:31.220 --> 00:08:34.220]  還有兩者有些東西相同
