
[00:00:00.000 --> 00:00:05.440]  我們相信每一個信耶穌的人
[00:00:05.440 --> 00:00:09.680]  我們的名字都會寄在生命冊上面
[00:00:09.680 --> 00:00:12.240]  你是這樣相信的
[00:00:12.240 --> 00:00:14.840]  將來有一天在天間裏面
[00:00:14.840 --> 00:00:19.360]  我們每個人的名字都會在生命冊上面有份
[00:00:19.360 --> 00:00:22.640]  不過不知道你有沒有想過
[00:00:22.640 --> 00:00:24.720]  如果有一天你發覺打開聖經讀一讀
[00:00:24.720 --> 00:00:26.720]  你會發覺你的名字在裏面
[00:00:26.720 --> 00:00:28.720]  不知道你有什麼感覺
[00:00:30.640 --> 00:00:31.640]  可能你會很害怕
[00:00:31.640 --> 00:00:33.400]  你的名字在裏面做什麼事
[00:00:33.400 --> 00:00:34.400]  突然間見到
[00:00:34.400 --> 00:00:35.600]  聖經裏面出現你的名字
[00:00:35.600 --> 00:00:36.600]  可能有兩個意思
[00:00:36.600 --> 00:00:38.760]  如果那段經文的內容是
[00:00:38.760 --> 00:00:41.720]  講這個人的壞事
[00:00:41.720 --> 00:00:42.640]  寄了一個名字
[00:00:42.640 --> 00:00:43.560]  那就糟糕了
[00:00:43.560 --> 00:00:45.000]  千古眾傳
[00:00:45.000 --> 00:00:47.720]  你可以說是遺臭萬年
[00:00:47.720 --> 00:00:49.160]  如果真的是這樣的話
[00:00:49.160 --> 00:00:50.800]  但如果這個名字出現的時候
[00:00:50.800 --> 00:00:51.800]  是一個愛
[00:00:51.800 --> 00:00:53.240]  是一個正面欣賞的裏面
[00:00:53.240 --> 00:00:55.040]  我相信你又會很歡迎
[00:00:55.040 --> 00:00:56.840]  很開心的
[00:00:58.040 --> 00:01:00.400]  今天跟大家一起看的這段經文
[00:01:00.400 --> 00:01:01.800]  有很多名
[00:01:01.800 --> 00:01:03.320]  很多的名稱
[00:01:03.320 --> 00:01:05.080]  每一個名字背後
[00:01:05.080 --> 00:01:07.720]  其實都是有一個生命的故事
[00:01:07.720 --> 00:01:09.680]  我站在上面是有一個優勢的
[00:01:09.680 --> 00:01:11.280]  因為我已經看著大家
[00:01:11.280 --> 00:01:12.480]  大家坐在下面
[00:01:12.480 --> 00:01:14.400]  最多是看著別人的背部
[00:01:14.400 --> 00:01:15.080]  看著別人的背部
[00:01:15.080 --> 00:01:16.240]  看著我
[00:01:16.240 --> 00:01:18.160]  看不到別人的樣子
[00:01:18.160 --> 00:01:19.080]  所以我在這裏看下去
[00:01:19.080 --> 00:01:20.040]  其實看到很多人
[00:01:20.040 --> 00:01:21.680]  有些人我認識的名字很熟
[00:01:21.680 --> 00:01:22.640]  有些人就沒那麼熟
[00:01:22.640 --> 00:01:24.120]  大概知道是誰
[00:01:24.120 --> 00:01:27.120]  但我也知道每一個名字背後
[00:01:27.120 --> 00:01:29.400]  都有一個故事
[00:01:29.400 --> 00:01:31.800]  神在我們的生命裏面
[00:01:31.800 --> 00:01:33.960]  都有祂特別為我們
[00:01:33.960 --> 00:01:37.960]  人生路怎麼走的故事
[00:01:37.960 --> 00:01:39.360]  最重要的就是
[00:01:39.360 --> 00:01:41.400]  這個故事是有神的紀念
[00:01:41.400 --> 00:01:42.680]  有神的同在
[00:01:42.680 --> 00:01:44.360]  有神的常常的施恩
[00:01:44.360 --> 00:01:45.800]  剛才很多詩歌
[00:01:45.800 --> 00:01:46.720]  都是在說
[00:01:46.720 --> 00:01:48.520]  生活裏面遇到困難
[00:01:48.520 --> 00:01:50.440]  無花果樹不發黃
[00:01:50.440 --> 00:01:51.720]  橄欖樹不效力等等
[00:01:51.720 --> 00:01:53.960]  其實都是在說一種逆境裏面
[00:01:53.960 --> 00:01:55.120]  重要的地方就是
[00:01:55.120 --> 00:01:56.560]  如果神同在
[00:01:56.560 --> 00:01:57.680]  神有恩典的充滿
[00:01:57.680 --> 00:01:59.080]  我們可以因為神的救恩
[00:01:59.080 --> 00:02:00.040]  可以歡呼
[00:02:00.040 --> 00:02:02.840]  可以快樂
[00:02:02.840 --> 00:02:04.720]  今天我們看的這段經文
[00:02:04.720 --> 00:02:06.480]  就是《羅馬書》十六章
[00:02:06.480 --> 00:02:08.480]  一至十六節
[00:02:08.480 --> 00:02:10.640]  我給名字叫《粒粒界聖》
[00:02:10.640 --> 00:02:11.880]  很多名字
[00:02:11.880 --> 00:02:14.360]  我覺得有些名字我們比較熟
[00:02:14.360 --> 00:02:16.400]  有些名字我們不太熟
[00:02:16.400 --> 00:02:18.040]  有些出現一次
[00:02:18.040 --> 00:02:19.280]  但我相信
[00:02:19.280 --> 00:02:20.760]  當保羅在這裏
[00:02:20.760 --> 00:02:24.080]  向這些弟兄姊妹問安的時候
[00:02:24.080 --> 00:02:25.760]  他不單是在說關懷
[00:02:25.760 --> 00:02:27.720]  亦都是在說神
[00:02:27.720 --> 00:02:31.760]  將他的平安賞賜給這群弟兄姊妹
[00:02:31.760 --> 00:02:33.800]  所以我們一起去看這段經文
[00:02:33.800 --> 00:02:36.200]  我相信大家不會很重視
[00:02:36.200 --> 00:02:37.320]  一般來說
[00:02:37.320 --> 00:02:38.120]  我不是廣東人
[00:02:38.120 --> 00:02:40.040]  我都不會看得這麼仔細
[00:02:40.040 --> 00:02:43.080]  但這段經文是很有意思的
[00:02:43.080 --> 00:02:44.200]  十六章
[00:02:44.200 --> 00:02:45.360]  一至十六節
[00:02:45.360 --> 00:02:48.280]  為了大家讀名字時
[00:02:48.280 --> 00:02:49.720]  不要那麼掉漆
[00:02:49.720 --> 00:02:52.000]  所以請大家聽我讀一次
[00:02:52.000 --> 00:02:52.600]  OK
[00:02:52.600 --> 00:02:54.000]  一邊聽一邊看
[00:02:54.000 --> 00:02:55.840]  還有一個意思
[00:02:55.840 --> 00:02:58.520]  因為以前的書信
[00:02:58.520 --> 00:03:03.400]  他們寄去或帶去某個地方的教會裏面的時候
[00:03:03.400 --> 00:03:05.760]  就不是人手一封複製的
[00:03:05.760 --> 00:03:06.760]  不是的
[00:03:06.760 --> 00:03:10.120]  以前當然沒有這種科技
[00:03:10.120 --> 00:03:14.760]  主要是主持聚會的主人家
[00:03:14.760 --> 00:03:17.880]  他拿著這封信當眾讀出來的
[00:03:17.880 --> 00:03:19.840]  就是這封信當時的場景
[00:03:19.840 --> 00:03:20.800]  所以都是相似的
[00:03:20.800 --> 00:03:21.560]  大家想像一下
[00:03:21.560 --> 00:03:23.000]  你就是收信的人
[00:03:23.000 --> 00:03:23.960]  你是其中一位
[00:03:23.960 --> 00:03:27.080]  你一邊聽這番說話
[00:03:27.080 --> 00:03:29.000]  十六章第一節
[00:03:29.000 --> 00:03:32.960]  保羅說:我對你們舉至我們的姐妹妃婢
[00:03:32.960 --> 00:03:36.320]  她是堅革理教會中的女執事
[00:03:36.320 --> 00:03:38.840]  請你們為主接待她
[00:03:38.840 --> 00:03:40.760]  合乎聖徒的體統
[00:03:40.760 --> 00:03:42.600]  她在何事上要你們幫助
[00:03:42.600 --> 00:03:43.960]  你們就幫助她
[00:03:43.960 --> 00:03:46.280]  因她素來幫助許多人
[00:03:46.280 --> 00:03:48.520]  也幫助了我
[00:03:48.520 --> 00:03:50.680]  問伯基拉和亞居拉安
[00:03:50.680 --> 00:03:53.920]  他們在基督耶穌裏與我同供
[00:03:53.920 --> 00:03:54.960]  也為我的命
[00:03:54.960 --> 00:03:57.480]  將自己的頸項致之道愛
[00:03:57.480 --> 00:03:59.000]  不但我感謝他們
[00:03:59.000 --> 00:04:02.480]  就算外邦的宗教會也感謝他們
[00:04:02.480 --> 00:04:05.760]  又問在他們家中的教會安
[00:04:05.760 --> 00:04:08.800]  問我所親愛的以拜尼圖安
[00:04:08.800 --> 00:04:12.120]  他在亞細亞是歸基督初結的國子
[00:04:12.120 --> 00:04:13.400]  又問瑪利亞安
[00:04:13.400 --> 00:04:15.720]  他為你們多受勞苦
[00:04:15.720 --> 00:04:18.840]  又問我親屬與我一同坐監的
[00:04:18.840 --> 00:04:21.240]  安多尼古和尤尼亞安
[00:04:21.240 --> 00:04:23.720]  他們在使徒中是有名望的
[00:04:23.720 --> 00:04:26.360]  也是讓我先在基督裏
[00:04:26.360 --> 00:04:29.040]  又問我在主裏面所親愛的
[00:04:29.040 --> 00:04:30.680]  暗白尼安
[00:04:30.680 --> 00:04:33.200]  又問在基督裏與我們同供的
[00:04:33.200 --> 00:04:35.920]  以巴奴並屬希羅天安
[00:04:35.920 --> 00:04:37.560]  問拿其素加
[00:04:37.560 --> 00:04:39.880]  又問在基督裏經過試驗的
[00:04:39.880 --> 00:04:41.280]  亞比尼安
[00:04:41.280 --> 00:04:43.760]  問阿彌多布加裏的人安
[00:04:43.760 --> 00:04:46.320]  又問我親屬希羅天安
[00:04:46.320 --> 00:04:49.880]  問拿其素加在主裏的人安
[00:04:49.880 --> 00:04:51.880]  又問為主勞苦的
[00:04:51.880 --> 00:04:56.000]  土菲拿氏和土庫薩氏安
[00:04:56.000 --> 00:04:58.720]  問我親愛為主多受勞苦的
[00:04:58.720 --> 00:05:00.240]  比瑟氏安
[00:05:00.240 --> 00:05:02.520]  又問在主蒙簡宣的
[00:05:02.520 --> 00:05:04.800]  魯夫和他母親安
[00:05:04.800 --> 00:05:07.240]  他的母親就是我的母親
[00:05:07.240 --> 00:05:08.840]  又問亞遜奇土
[00:05:08.840 --> 00:05:11.720]  忽勒干、黑米、白羅巴、黑瑪
[00:05:11.720 --> 00:05:14.800]  並與他們在一處的弟兄們安
[00:05:14.800 --> 00:05:17.280]  又問菲羅羅古和尤尼亞
[00:05:17.280 --> 00:05:19.280]  尼尼亞和他姊妹
[00:05:19.280 --> 00:05:23.880]  和阿琳巴並與他們在一處的眾聖徒安
[00:05:23.880 --> 00:05:27.000]  你們親嘴問安彼此務要聖潔
[00:05:27.000 --> 00:05:30.680]  基督的宗教會都問你們安
[00:05:30.680 --> 00:05:34.960]  大家有沒有數過有多少個名字?
[00:05:34.960 --> 00:05:36.240]  應該不會的吧?
[00:05:36.240 --> 00:05:37.520]  那就再讀一次吧
[00:05:37.520 --> 00:05:39.520]  你就可以數一下有多少個名字
[00:05:39.520 --> 00:05:41.880]  27個名
[00:05:41.880 --> 00:05:45.000]  這27個名字裏面
[00:05:45.000 --> 00:05:50.000]  有哪些人大家聽過的?
[00:05:50.000 --> 00:05:53.640]  伯吉拉亞對拉聽過這個
[00:05:53.640 --> 00:05:56.760]  還有沒有誰聽過?
[00:05:56.760 --> 00:05:59.760]  尤尼亞 厲害 尤尼亞聽過
[00:05:59.760 --> 00:06:02.760]  聖經裏面其實很多名字出現一次
[00:06:02.760 --> 00:06:04.720]  伯吉拉亞對拉不止一次
[00:06:04.720 --> 00:06:07.160]  很多次
[00:06:07.160 --> 00:06:13.560]  其他的名字大多數都是比較陌生的
[00:06:13.560 --> 00:06:15.000]  你問一個問題
[00:06:15.000 --> 00:06:19.720]  為什麼保羅要提這麼多名字?
[00:06:19.720 --> 00:06:22.760]  這個問題引致很多人很好奇
[00:06:22.760 --> 00:06:24.080]  有些學者認為
[00:06:24.080 --> 00:06:26.240]  因為這個緣故
[00:06:26.240 --> 00:06:28.280]  他們認為這張聖經
[00:06:28.280 --> 00:06:30.640]  應該原本不是保羅寫的
[00:06:30.640 --> 00:06:32.000]  後來有人加上去的
[00:06:32.000 --> 00:06:34.320]  因為有個背景
[00:06:34.320 --> 00:06:37.400]  羅馬書是寫給羅馬教會的
[00:06:37.400 --> 00:06:41.280]  但羅馬教會不是保羅建立的
[00:06:41.280 --> 00:06:41.960]  說真的
[00:06:41.960 --> 00:06:43.240]  保羅寫這封信的時候
[00:06:43.240 --> 00:06:44.560]  他還沒有到過羅馬
[00:06:44.560 --> 00:06:46.280]  他還沒有去
[00:06:46.280 --> 00:06:47.440]  所以他寫這封信
[00:06:47.440 --> 00:06:50.120]  找菲比帶去
[00:06:50.120 --> 00:06:51.080]  帶去那裏
[00:06:51.080 --> 00:06:53.680]  預備一個他將來要訪問
[00:06:53.680 --> 00:06:57.280]  探訪羅馬教會的準備工夫
[00:06:57.280 --> 00:06:59.080]  其實都挺特別的
[00:06:59.080 --> 00:07:00.800]  很多新的書信
[00:07:00.800 --> 00:07:02.240]  保羅寫的書信裏面
[00:07:02.240 --> 00:07:05.440]  背後最後都有一些問安的說話
[00:07:05.440 --> 00:07:08.560]  但沒有一封好像這麼長
[00:07:08.560 --> 00:07:09.440]  這麼多名字
[00:07:09.440 --> 00:07:11.760]  一兩個 兩三個就夠了
[00:07:11.760 --> 00:07:14.520]  何況是一個他從來沒有接觸過的教會
[00:07:14.520 --> 00:07:15.600]  沒有直接去過那裏
[00:07:15.600 --> 00:07:17.960]  不是他建立 不是他模樣的教會
[00:07:17.960 --> 00:07:20.560]  他都挺厲害的 認識這麼多人
[00:07:20.560 --> 00:07:23.360]  有人就說
[00:07:23.360 --> 00:07:26.520]  其實為什麼要給一個這麼長的名單呢
[00:07:26.520 --> 00:07:27.520]  有個原因的
[00:07:27.520 --> 00:07:28.960]  因為前面的十五章
[00:07:28.960 --> 00:07:30.520]  保羅講起他的心事
[00:07:30.520 --> 00:07:34.720]  他說我現在想著
[00:07:34.720 --> 00:07:37.080]  因為我傳科音 我宣教
[00:07:37.080 --> 00:07:39.680]  整個歐洲東方的地方
[00:07:39.680 --> 00:07:42.680]  即亞細亞 即今天的土耳其
[00:07:42.680 --> 00:07:44.480]  希臘那些地方我已經全殺了
