
[00:00:00.000 --> 00:00:05.040]  今天黃曉輝傳到給我的閱題
[00:00:05.040 --> 00:00:08.480]  就是《耶利米與屈原》
[00:00:08.480 --> 00:00:11.580]  我講不了《耶利米書》那麼多
[00:00:11.580 --> 00:00:14.080]  我就講了耶穌與屈原
[00:00:14.080 --> 00:00:17.920]  如果耶穌要對屈原對話的話
[00:00:17.920 --> 00:00:19.120]  我猜
[00:00:19.120 --> 00:00:21.020]  我猜就是按照聖經的真理
[00:00:21.020 --> 00:00:24.960]  又按照我所有限對屈原的理解
[00:00:24.960 --> 00:00:27.720]  耶穌會對他講些什麼
[00:00:27.720 --> 00:00:30.760]  下兩章
[00:00:30.760 --> 00:00:31.760]  下一章是經文
[00:00:31.760 --> 00:00:34.040]  這章就夠了
[00:00:34.040 --> 00:00:37.300]  從一首唐詩
[00:00:37.300 --> 00:00:43.280]  可以去嘗試理解一下屈原的情境
[00:00:43.280 --> 00:00:46.480]  屈原生活在二千多年之前
[00:00:46.480 --> 00:00:49.980]  在一個戰國時代的楚國做官
[00:00:49.980 --> 00:00:52.580]  主張修明法道
[00:00:52.580 --> 00:00:54.320]  舉賢授能
[00:00:54.320 --> 00:00:55.760]  即是能者居之
[00:00:55.760 --> 00:00:57.880]  初期一直講
[00:00:57.880 --> 00:01:07.500]  然後就想勸導當時的楚懷王去聯齊抗秦
[00:01:07.500 --> 00:01:10.660]  初期得到楚王的信任
[00:01:10.660 --> 00:01:15.780]  後來可能秦王聽見一些其他宦官的慚言
[00:01:15.780 --> 00:01:17.580]  遠離疏遠屈原
[00:01:17.580 --> 00:01:20.280]  屈原受重的打擊
[00:01:20.280 --> 00:01:22.580]  覺得懷才不遇等等之後
[00:01:22.580 --> 00:01:26.080]  才在閩羅江投降自盡這件事
[00:01:26.080 --> 00:01:28.480]  或者大家不多不少聽過
[00:01:28.480 --> 00:01:31.420]  相隔二百多年之後
[00:01:31.420 --> 00:01:38.600]  我大概猜測西漢人的官叫做賈兒
[00:01:38.600 --> 00:01:46.900]  也是同樣類同經歷一些懷才不遇的事件
[00:01:46.900 --> 00:01:50.140]  他是一個當時的年輕博士
[00:01:50.140 --> 00:01:51.540]  即是有才之士
[00:01:51.540 --> 00:01:57.120]  但是被當時年老不願意更新改變的人
[00:01:57.120 --> 00:01:58.440]  輕看他
[00:01:58.440 --> 00:02:03.780]  然後繼而盡言去看漢文帝
[00:02:03.780 --> 00:02:07.460]  就說這個年輕的博士不是太好
[00:02:07.460 --> 00:02:12.260]  所以後來就被皇帝貶去湖南做官
[00:02:12.260 --> 00:02:13.320]  離開宮廷
[00:02:13.320 --> 00:02:17.100]  然後出去其他地方一定是不好受的
[00:02:17.100 --> 00:02:18.840]  所以無論感情環境都不好受
[00:02:18.840 --> 00:02:23.200]  所以就在閩羅江這個湘江
[00:02:23.200 --> 00:02:29.680]  提出了一些彭調屈原的詩詞
[00:02:29.680 --> 00:02:34.180]  然後再相隔我猜大概六百多七百年
[00:02:34.180 --> 00:02:35.620]  到了唐朝
[00:02:35.620 --> 00:02:43.220]  這個詩人翁玉芝就在江邊
[00:02:43.220 --> 00:02:50.800]  就他想像幾百年之前的賈兒的情景
[00:02:50.800 --> 00:02:51.800]  寫了這首詩
[00:02:51.800 --> 00:02:57.680]  我覺得這個就是我猜我能夠明白一些屈原當時的情形
[00:02:57.680 --> 00:03:01.580]  詩歌就是賈兒頭文掛屈平
[00:03:01.580 --> 00:03:03.080]  平同原 平原
[00:03:03.080 --> 00:03:05.080]  所以屈平就是講屈原
[00:03:05.080 --> 00:03:08.320]  就是講賈兒這個官在西漢的時候
[00:03:08.320 --> 00:03:13.920]  在江邊寫文章彭調屈原
[00:03:13.920 --> 00:03:16.160]  遙琴能寫此時情
[00:03:16.160 --> 00:03:20.520]  遙琴是一個雙有欲氣的琴
[00:03:20.520 --> 00:03:21.860]  所以貴重的琴
[00:03:21.860 --> 00:03:29.340]  就開始唱歌去寄情於這個歌曲
[00:03:29.340 --> 00:03:31.500]  秋風一奏尋相曲
[00:03:31.500 --> 00:03:33.040]  秋風已經裝時
[00:03:33.040 --> 00:03:34.280]  這些是詩情畫意
[00:03:34.280 --> 00:03:37.740]  可能是清涼孤單的時候
[00:03:37.740 --> 00:03:46.420]  就起這首《屈原跳江自盡》這個沉入
[00:03:46.420 --> 00:03:48.420]  相江的歌曲
[00:03:48.420 --> 00:03:52.160]  流水千年作行聲
[00:03:52.160 --> 00:03:54.800]  流水流了千年這麼多
[00:03:54.800 --> 00:03:56.800]  但這個流水的聲音
[00:03:56.800 --> 00:04:03.440]  仍然可以聽到屈原當日怨恨的聲音
[00:04:03.440 --> 00:04:08.380]  一個悽慘不開心的講到屈原
[00:04:08.380 --> 00:04:11.540]  今天我想為題
[00:04:11.540 --> 00:04:13.980]  取巧也好 什麼也好
[00:04:13.980 --> 00:04:17.580]  其實主要不是耶穌對屈原講什麼
[00:04:17.580 --> 00:04:19.060]  我說如果我們心情
[00:04:19.060 --> 00:04:22.060]  假若有類同在今天生活
[00:04:22.060 --> 00:04:25.220]  有類同屈原的感受的話
[00:04:25.220 --> 00:04:29.560]  最主要是耶穌會對我們講什麼
[00:04:29.560 --> 00:04:34.900]  如果我們今天或許有懷才不遇
[00:04:34.900 --> 00:04:37.500]  上司聽禪言
[00:04:37.500 --> 00:04:38.940]  心有不甘
[00:04:38.940 --> 00:04:40.540]  鬱鬱不得志
[00:04:40.540 --> 00:04:43.080]  充滿怨恨的話
[00:04:43.080 --> 00:04:44.780]  今天藉著這段經文
[00:04:44.780 --> 00:04:49.080]  我猜耶穌想怎樣安慰你
[00:04:49.080 --> 00:04:50.720]  下一章
[00:04:50.720 --> 00:04:56.120]  我猜第一件事
[00:04:56.120 --> 00:04:57.860]  等等 我也要轉
[00:04:57.860 --> 00:05:03.300]  下一章 再下一章
[00:05:03.300 --> 00:05:09.400]  耶穌會對你說開懷放心
[00:05:09.400 --> 00:05:10.200]  在聖經說
[00:05:10.200 --> 00:05:14.040]  神有大能 要救一切信他的
[00:05:14.040 --> 00:05:16.540]  先是猶太人 後是希利里人
[00:05:16.540 --> 00:05:21.620]  然後說神的義正在這福音上顯明出來
[00:05:21.620 --> 00:05:25.080]  這句話是保羅在他
[00:05:25.080 --> 00:05:29.720]  奮鬥人生面對很多困難
[00:05:29.720 --> 00:05:32.020]  他不信耶穌 又是何?
[00:05:32.020 --> 00:05:33.760]  認識了耶穌 信耶穌
[00:05:33.760 --> 00:05:36.400]  信靠耶穌 靠著耶穌
[00:05:36.400 --> 00:05:38.660]  那個見證耶穌
[00:05:38.660 --> 00:05:40.360]  耶穌好啊
[00:05:40.360 --> 00:05:44.140]  但當時是得到很多人的反對
[00:05:44.140 --> 00:05:45.800]  很多人不同意
[00:05:45.800 --> 00:05:47.840]  很多的困難裡面
[00:05:47.840 --> 00:05:51.240]  然後他堅持要講耶穌是正確的
[00:05:51.240 --> 00:05:53.220]  正確就是正確
[00:05:53.220 --> 00:05:55.740]  執著 應該執著的
[00:05:55.740 --> 00:05:58.780]  放鬆 應該放鬆的
[00:05:58.780 --> 00:06:00.820]  首要要放在首要
[00:06:00.820 --> 00:06:02.660]  次要就是要次要
[00:06:02.660 --> 00:06:04.620]  要做就是要做
[00:06:04.620 --> 00:06:06.820]  不做就是不做
[00:06:06.820 --> 00:06:08.200]  這樣的堅持裡面
[00:06:08.200 --> 00:06:12.000]  因為神有大能
[00:06:12.000 --> 00:06:13.660]  神的大能就大有能力
[00:06:13.660 --> 00:06:14.800]  大能到什麼呢?
[00:06:14.800 --> 00:06:16.660]  大人老創世紀的時候
[00:06:16.660 --> 00:06:19.800]  在霧變幽 在混亂創造秩序
[00:06:19.800 --> 00:06:22.580]  神的大能好像第二次的創造
[00:06:22.580 --> 00:06:23.840]  當人犯罪
[00:06:23.840 --> 00:06:25.180]  整個再大亂
[00:06:25.180 --> 00:06:27.180]  跟神的關係亂七八糟
[00:06:27.180 --> 00:06:28.720]  地也被咒詛
[00:06:28.720 --> 00:06:31.620]  整個宇宙 整個秩序被咒詛
[00:06:31.620 --> 00:06:33.260]  再進入混亂的時候
[00:06:33.260 --> 00:06:35.420]  耶穌第二次的創造
[00:06:35.420 --> 00:06:36.720]  耶穌的拯救
[00:06:36.720 --> 00:06:38.820]  是在我們混亂的罪裡面
[00:06:38.820 --> 00:06:41.320]  再重新做一個秩序
[00:06:41.320 --> 00:06:42.660]  神和人和好
[00:06:42.660 --> 00:06:48.340]  這個大能要救
[00:06:48.340 --> 00:06:49.940]  大能是要來拯救
[00:06:49.940 --> 00:06:52.300]  拯救人罪的問題
[00:06:52.300 --> 00:06:56.540]  拯救人被罪惡去控制著
[00:06:56.540 --> 00:06:57.980]  自己失控
[00:06:57.980 --> 00:06:59.620]  自己不知道什麼是對的
[00:06:59.620 --> 00:07:02.420]  知道對的都不能夠有能力去做得對
[00:07:02.420 --> 00:07:04.160]  這些全部在聖經裡面
[00:07:04.160 --> 00:07:06.060]  一直有講的東西
[00:07:06.060 --> 00:07:08.080]  要救 要救得出
[00:07:08.080 --> 00:07:11.100]  救得出今天人沒有指望
[00:07:11.100 --> 00:07:13.360]  救得出今生的問題
[00:07:13.360 --> 00:07:14.960]  尋找幸福的道路
[00:07:14.960 --> 00:07:19.360]  救得將來的永生的問題
[00:07:19.360 --> 00:07:21.440]  赦罪
[00:07:21.440 --> 00:07:26.580]  能夠幫我們脫離罪的掣肘
[00:07:26.580 --> 00:07:28.080]  脫離魔鬼
[00:07:28.080 --> 00:07:30.420]  甚至有時候我們會知道
[00:07:30.420 --> 00:07:34.220]  被邪靈上身或者被鬼附的人
[00:07:34.220 --> 00:07:35.880]  聖經有很多例子
[00:07:35.880 --> 00:07:37.960]  今天也有很多例子
[00:07:37.960 --> 00:07:40.360]  神的拯救從魔鬼裡面
[00:07:40.360 --> 00:07:41.620]  從鬼附裡面
[00:07:41.620 --> 00:07:43.600]  從人生沒有方向裡面
[00:07:43.600 --> 00:07:45.660]  從人沒有幸福沒有出路裡面
[00:07:45.660 --> 00:07:48.160]  講的是來生沒有指望
[00:07:48.160 --> 00:07:50.240]  死定了 落地獄
[00:07:50.240 --> 00:07:52.840]  神的大能能夠救得了
[00:07:52.840 --> 00:07:56.100]  所以如果我們說今天有為財不遇的話
[00:07:56.100 --> 00:07:57.800]  我相信耶穌的能力
[00:07:57.800 --> 00:08:00.280]  更加有能力救得了
[00:08:00.280 --> 00:08:03.840]  如果一個很強壯的人
[00:08:03.840 --> 00:08:09.020]  他說我可以拿到一百磅的舉重
[00:08:09.020 --> 00:08:09.960]  我也可以
[00:08:09.960 --> 00:08:11.080]  不是 一百磅可以
[00:08:11.080 --> 00:08:13.220]  你再叫他拿十磅可以嗎
[00:08:13.220 --> 00:08:15.160]  輕而易舉
[00:08:15.160 --> 00:08:16.560]  如果救世也可以
[00:08:16.560 --> 00:08:21.560]  救我們的某個處境救不了嗎
[00:08:21.560 --> 00:08:24.300]  有人向上司打小報告
[00:08:24.300 --> 00:08:27.040]  害到我
[00:08:27.040 --> 00:08:29.040]  救不了嗎
[00:08:29.040 --> 00:08:31.540]  這裡說的是神的大能
[00:08:31.540 --> 00:08:33.540]  要救一切順他的
[00:08:33.540 --> 00:08:35.840]  你要順去依靠他
[00:08:35.840 --> 00:08:36.980]  去經歷一下他
[00:08:36.980 --> 00:08:39.280]  講得多你只會知道
[00:08:39.280 --> 00:08:41.880]  最後是要自己經歷的
[00:08:41.880 --> 00:08:44.360]  甚至是赦罪是神的義
[00:08:44.360 --> 00:08:46.820]  神叫人稱義不是神自己義
[00:08:46.820 --> 00:08:50.060]  這裡說的不是神的公義彰顯
[00:08:50.060 --> 00:08:51.960]  神叫人稱義
[00:08:51.960 --> 00:08:54.600]  在福音上有好消息
[00:08:54.600 --> 00:08:56.740]  耶穌為人而死
[00:08:56.740 --> 00:08:59.240]  是一個法官的用詞
[00:08:59.240 --> 00:09:03.240]  無罪釋放不是你無罪
[00:09:03.240 --> 00:09:05.440]  不過我給你搞定了懲罰
[00:09:05.440 --> 00:09:06.840]  你無罪釋放
[00:09:06.840 --> 00:09:09.440]  神的義顯明出來
[00:09:09.440 --> 00:09:10.780]  所以整個拯救
[00:09:10.780 --> 00:09:14.180]  就算去到救世赦罪
[00:09:14.180 --> 00:09:16.280]  罪得赦免
