
[00:00:00.000 --> 00:00:04.000]  請我們低頭一起同心祈禱
[00:00:04.000 --> 00:00:08.000]  親愛的天父,我們多謝您
[00:00:08.000 --> 00:00:12.000]  因為您常看顧引導我們
[00:00:12.000 --> 00:00:16.000]  讓我們今天又能夠回到您的殿中
[00:00:16.000 --> 00:00:20.000]  我們同心敬拜您
[00:00:20.000 --> 00:00:24.000]  讓我們真是專一的仰望您
[00:00:24.000 --> 00:00:28.000]  求您帶領我們一生的道路
[00:00:28.000 --> 00:00:32.000]  祈禱我們能夠遵行您的旨意
[00:00:32.000 --> 00:00:36.000]  成為跟隨您的門徒
[00:00:36.000 --> 00:00:40.000]  能夠在這個時代裏面活出主您自己的樣式
[00:00:40.000 --> 00:00:44.000]  雖然在我們的生活當中
[00:00:44.000 --> 00:00:48.000]  我們會遇到不同的境況
[00:00:48.000 --> 00:00:52.000]  但是主,您都作我們的幫助
[00:00:52.000 --> 00:00:56.000]  求您成為我們的力量,引導我們
[00:00:56.000 --> 00:01:00.000]  讓我們現在能夠打開您的話來閱讀
[00:01:00.000 --> 00:01:04.000]  求您將您的話賜給我們
[00:01:04.000 --> 00:01:08.000]  又叫我們能夠將您的話傳記在心中
[00:01:08.000 --> 00:01:12.000]  我們這樣仰望、祈禱
[00:01:12.000 --> 00:01:16.000]  是奉耶穌基督的命求,阿們
[00:01:16.000 --> 00:01:20.000]  有一位姊妹
[00:01:20.000 --> 00:01:24.000]  最近她有一點重擔
[00:01:24.000 --> 00:01:28.000]  因為她的爸爸驗身的時候
[00:01:28.000 --> 00:01:32.000]  就發現了有癌症
[00:01:32.000 --> 00:01:36.000]  醫生在診斷之後
[00:01:36.000 --> 00:01:40.000]  發現是末期的癌症
[00:01:40.000 --> 00:01:44.000]  所以要很緊急地安排幫她做一個手術
[00:01:44.000 --> 00:01:48.000]  來去切除那個腫瘤
[00:01:48.000 --> 00:01:52.000]  這位姊妹有很多的擔心
[00:01:52.000 --> 00:01:56.000]  不知道以後如何照顧爸爸
[00:01:56.000 --> 00:02:00.000]  如何讓爸爸能夠得到很好的料理
[00:02:00.000 --> 00:02:04.000]  她更加關心的
[00:02:04.000 --> 00:02:08.000]  就是因為爸爸還沒有順主
[00:02:08.000 --> 00:02:12.000]  雖然她來過禮拜堂幾次
[00:02:12.000 --> 00:02:16.000]  但是她的心仍然僵硬
[00:02:16.000 --> 00:02:20.000]  誰知道就在這個時候
[00:02:20.000 --> 00:02:26.000]  在銀行裡做的,突然銀行裁員
[00:02:26.000 --> 00:02:30.000]  她就失去了職位
[00:02:30.000 --> 00:02:34.000]  她更加關心她的兒子,因為她沒有工作經驗
[00:02:34.000 --> 00:02:38.000]  在現在這個時候,如何找工作呢?
[00:02:38.000 --> 00:02:44.000]  所以她真的重擔很多
[00:02:44.000 --> 00:02:48.000]  於是她就請她小組的弟兄姊妹
[00:02:48.000 --> 00:02:52.000]  請一些認識她的弟兄姊妹來為她祈禱
[00:02:52.000 --> 00:02:56.000]  因為她知道自己真的沒有力量來面對這一切
[00:02:56.000 --> 00:03:00.000]  她需要的是神自己
[00:03:00.000 --> 00:03:04.000]  從上而來給過她的幫助
[00:03:04.000 --> 00:03:08.000]  給過她的激勵
[00:03:08.000 --> 00:03:12.000]  所以她很懇切請弟兄姊妹
[00:03:12.000 --> 00:03:16.000]  為她來祈禱
[00:03:16.000 --> 00:03:20.000]  我不知道在你的人生裡
[00:03:20.000 --> 00:03:24.000]  我們總會遇到一些難關
[00:03:24.000 --> 00:03:28.000]  遇到一些我們覺得很吃力的事
[00:03:28.000 --> 00:03:32.000]  請問你是不是單單仰望
[00:03:32.000 --> 00:03:36.000]  從上面而來,從神那裡而來
[00:03:36.000 --> 00:03:40.000]  給過我們的激勵呢?
[00:03:40.000 --> 00:03:44.000]  因為唯有從上而來的激勵
[00:03:44.000 --> 00:03:48.000]  能夠成為我們裡頭的力量
[00:03:48.000 --> 00:03:52.000]  來幫助帶領我們
[00:03:52.000 --> 00:04:00.000]  保羅,當他來到哥倫多這個城市的時候
[00:04:00.000 --> 00:04:04.000]  你猜他的心情是怎樣呢?
[00:04:04.000 --> 00:04:09.000]  根據哥倫多前書裡面保羅自己說
[00:04:09.000 --> 00:04:22.000]  「我在你們那裡又軟弱又懼怕又甚震驚」
[00:04:22.000 --> 00:04:28.000]  我們很少見到保羅會有這樣的情況出現
[00:04:28.000 --> 00:04:31.000]  因為一向保羅給我們的印象
[00:04:31.000 --> 00:04:37.000]  就是他很有意象,很有魄力,很有衝勁
[00:04:37.000 --> 00:04:43.000]  去到不同的地方來為神工作
[00:04:43.000 --> 00:04:49.000]  為什麼這次當他來到哥倫多這個城市
[00:04:49.000 --> 00:04:53.000]  卻好像換了另外一個人
[00:04:53.000 --> 00:05:00.000]  他說「我真的很害怕,我很多東西懼怕
[00:05:00.000 --> 00:05:04.000]  而且我裡面好像沒什麼力量一樣
[00:05:04.000 --> 00:05:08.000]  我甚震驚」
[00:05:08.000 --> 00:05:10.000]  可能我們都要了解
[00:05:10.000 --> 00:05:15.000]  為什麼保羅會有這樣的情況出現
[00:05:15.000 --> 00:05:20.000]  因為在第二次他的宣教行程裡面
[00:05:20.000 --> 00:05:26.000]  其實他是一直經歷很多的難處
[00:05:26.000 --> 00:05:30.000]  我稍微很想和大家來溫習一下
[00:05:30.000 --> 00:05:38.000]  當保羅聽到馬其頓的呼聲的時候
[00:05:38.000 --> 00:05:42.000]  他就改變了他宣教的方向
[00:05:42.000 --> 00:05:47.000]  本來他在小亞細亞一帶來工作
[00:05:47.000 --> 00:05:52.000]  現在就轉了去歐洲來工作
[00:05:52.000 --> 00:06:01.000]  他第一個站去到的就是馬其頓其中一個很重要的城市
[00:06:01.000 --> 00:06:03.000]  菲臘比
[00:06:03.000 --> 00:06:05.000]  大家都很熟悉
[00:06:05.000 --> 00:06:11.000]  在菲臘比裡面保羅就被棍打
[00:06:11.000 --> 00:06:15.000]  然後他又要坐牢
[00:06:15.000 --> 00:06:24.000]  因為保羅把一個侍女身上的鬼趕了出來
[00:06:24.000 --> 00:06:28.000]  可能這個侍女因為有鬼附
[00:06:28.000 --> 00:06:31.000]  可能她會做一些變化
[00:06:31.000 --> 00:06:34.000]  就可以幫她主人賺到很多錢
[00:06:34.000 --> 00:06:37.000]  現在保羅把鬼趕了出來
[00:06:37.000 --> 00:06:43.000]  這個主人就沒有賺錢的門路
[00:06:43.000 --> 00:06:46.000]  所以他就告到官府那裡
[00:06:46.000 --> 00:06:51.000]  結果保羅就被打被監禁
[00:06:51.000 --> 00:06:54.000]  於是他就要離開菲臘比
[00:06:54.000 --> 00:06:59.000]  離開菲臘比他就去了帖薩羅尼加
[00:06:59.000 --> 00:07:02.000]  在帖薩羅尼加一開始都很好
[00:07:02.000 --> 00:07:05.000]  有回應有人信道
[00:07:05.000 --> 00:07:11.000]  但是誰知道有一幫市井匪類就來搗亂
[00:07:11.000 --> 00:07:16.000]  就說這幫人是搞亂天下的
[00:07:16.000 --> 00:07:19.000]  他現在來到我們這裡
[00:07:19.000 --> 00:07:26.000]  結果保羅又被逼要離開帖薩羅尼加
[00:07:26.000 --> 00:07:29.000]  離開帖薩羅尼加之後
[00:07:29.000 --> 00:07:31.000]  他就去到一個比較小的城市
[00:07:31.000 --> 00:07:34.000]  叫做比利亞
[00:07:34.000 --> 00:07:38.000]  比利亞的人非常之難得
[00:07:38.000 --> 00:07:42.000]  原來他們很渴慕真道
[00:07:42.000 --> 00:07:46.000]  很願意去學習
[00:07:46.000 --> 00:07:51.000]  所以保羅就把這個機會向他們講解
[00:07:51.000 --> 00:07:55.000]  誰知道帖薩羅尼加的人
[00:07:55.000 --> 00:07:59.000]  就派人來到這個城市
[00:07:59.000 --> 00:08:04.000]  告訴他們這幫人是搗亂的
[00:08:04.000 --> 00:08:08.000]  這幫人會帶來很多問題
[00:08:08.000 --> 00:08:13.000]  結果保羅又不能夠留在比利亞
[00:08:13.000 --> 00:08:16.000]  於是他就去了雅典
[00:08:16.000 --> 00:08:20.000]  他只不過是路經雅典
[00:08:20.000 --> 00:08:22.000]  打算繼續前行
[00:08:22.000 --> 00:08:24.000]  結果大家都知道
[00:08:24.000 --> 00:08:30.000]  保羅在雅典就講了一篇很精彩的講道
[00:08:30.000 --> 00:08:38.000]  接著就來到哥林多這個地方
[00:08:38.000 --> 00:08:42.000]  因為有兩封哥林多前後書
[00:08:42.000 --> 00:08:46.000]  所以我想稍微介紹一下這個城市
[00:08:46.000 --> 00:08:50.000]  讓大家有更深的印象
[00:08:50.000 --> 00:08:58.000]  哥林多城是整個羅馬帝國第三大城市
[00:08:58.000 --> 00:09:02.000]  第一大城市就是羅馬
[00:09:02.000 --> 00:09:06.000]  第二大城市就是亞歷山大
[00:09:06.000 --> 00:09:10.000]  排第三就是哥林多
[00:09:10.000 --> 00:09:17.000]  哥林多這個城市由於地理位置非常之優越
[00:09:17.000 --> 00:09:20.000]  因為它是一個海港
[00:09:20.000 --> 00:09:31.000]  由於它的地形在東邊是海港,在西邊又是海港
[00:09:31.000 --> 00:09:39.000]  而中間是一個比較窄的半島的通道
[00:09:39.000 --> 00:09:43.000]  所以在東邊的船停泊之後
[00:09:43.000 --> 00:09:50.000]  那些貨就靠著一條軌拉過去西邊
[00:09:50.000 --> 00:09:53.000]  於是那些貨就不用繞一個彎
[00:09:53.000 --> 00:09:59.000]  又可以在西邊再去第二個地方
[00:09:59.000 --> 00:10:04.000]  所以成為一個非常之發達的港口
[00:10:04.000 --> 00:10:10.000]  那些商業貿易非常之旺盛
[00:10:10.000 --> 00:10:13.000]  不單止海路是這樣
[00:10:13.000 --> 00:10:16.000]  陸路都有一條大道
[00:10:16.000 --> 00:10:20.000]  剛剛貫穿了哥林多
[00:10:20.000 --> 00:10:24.000]  是可以通到很多地方的
[00:10:24.000 --> 00:10:31.000]  所以哥林多城就慢慢變得非常之發展
[00:10:31.000 --> 00:10:35.000]  人民都很富有
[00:10:35.000 --> 00:10:38.000]  很多人崇尚
[00:10:38.000 --> 00:10:41.000]  但是在哥林多還有一樣東西
[00:10:41.000 --> 00:10:46.000]  就是他們為希臘的愛神
[00:10:46.000 --> 00:10:51.000]  在那裏建了一座很大的廟
[00:10:51.000 --> 00:10:57.000]  而在廟裏面就有很多廟祭
[00:10:57.000 --> 00:11:00.000]  所以當時有一句話
[00:11:00.000 --> 00:11:06.000]  你的生活十足是哥林多式的生活
[00:11:06.000 --> 00:11:09.000]  即是描寫一個人
[00:11:09.000 --> 00:11:19.000]  他的生活很糜爛、很放蕩、很奢華、很講求享樂
[00:11:19.000 --> 00:11:25.000]  就形容他是哥林多式的生活
[00:11:25.000 --> 00:11:31.000]  所以當保羅他來到這個城市
[00:11:31.000 --> 00:11:35.000]  他覺得他真的過去經歷了這麼多的事
[00:11:35.000 --> 00:11:39.000]  他裏頭有很多的掙扎
[00:11:39.000 --> 00:11:44.000]  所以他說我很軟弱又懼怕
[00:11:44.000 --> 00:11:48.000]  但是正是他軟弱懼怕的時候
[00:11:48.000 --> 00:11:54.000]  神就從上面加他力量
[00:11:54.000 --> 00:11:57.000]  所以今天我們很想來看看
[00:11:57.000 --> 00:12:05.000]  神怎樣特別加力給他的僕人
[00:12:05.000 --> 00:12:09.000]  同樣今天我們每一位弟兄姊妹
[00:12:09.000 --> 00:12:13.000]  當我們在生命裏面碰到
[00:12:13.000 --> 00:12:18.000]  又軟弱、又困難、又不知怎樣前行的時候
[00:12:18.000 --> 00:12:25.000]  讓我們記得神同樣會加力給我們
[00:12:25.000 --> 00:12:30.000]  第一樣神賜給保羅的是什麼呢?
[00:12:30.000 --> 00:12:35.000]  就是神賜給他有同伴
[00:12:35.000 --> 00:12:40.000]  神賜給他一些新的朋友
[00:12:40.000 --> 00:12:43.000]  剛才我們看過聖經
[00:12:43.000 --> 00:12:49.000]  大家就知道當保羅來到哥林多的時候
[00:12:49.000 --> 00:12:52.000]  就遇到一對夫婦
[00:12:52.000 --> 00:12:57.000]  這對夫婦先生的名字叫阿居拉
[00:12:57.000 --> 00:13:01.000]  太太的名字叫伯記拉
[00:13:01.000 --> 00:13:05.000]  這對夫婦我想大家都有很深的印象
[00:13:05.000 --> 00:13:10.000]  因為在聖經裏面一共出現了六次這麼多
[00:13:10.000 --> 00:13:18.000]  這對夫婦後來就成為保羅一個很得力的童工
[00:13:18.000 --> 00:13:24.000]  他們是和保羅一起同心來侍奉
[00:13:24.000 --> 00:13:27.000]  而且在聖經裏面很多時候提到
[00:13:27.000 --> 00:13:32.000]  在他們的家裏面是有教會的
[00:13:32.000 --> 00:13:36.000]  所以這對夫婦實在是非常之難得
[00:13:36.000 --> 00:13:47.000]  其實這對夫婦都是剛剛從意大利移居到哥林多沒多久
[00:13:47.000 --> 00:13:51.000]  所以神的預備是多麼奇妙
[00:13:51.000 --> 00:13:55.000]  保羅也是初到哥林多
[00:13:55.000 --> 00:13:59.000]  這對夫婦也是初到哥林多
[00:13:59.000 --> 00:14:05.000]  因為他們是同行業都是即帳棚的
[00:14:05.000 --> 00:14:10.000]  結果大家就覺得我們可以住在一起
[00:14:10.000 --> 00:14:13.000]  一起來拍檔做事
[00:14:13.000 --> 00:14:18.000]  他們就成為了很好的朋友
[00:14:18.000 --> 00:14:25.000]  這對夫婦就成為了保羅一個很大的激勵
[00:14:25.000 --> 00:14:31.000]  原來我們很需要有一些的同伴
[00:14:31.000 --> 00:14:38.000]  在我們走這條路的時候成為我們的代禱者
[00:14:38.000 --> 00:14:44.000]  成為我們的勸勉者幫助我們
[00:14:44.000 --> 00:14:47.000]  神不僅讓保羅有新朋友
[00:14:47.000 --> 00:14:54.000]  也讓一些舊的夥伴來和他會合
[00:14:54.000 --> 00:14:59.000]  剛才提過因為保羅本來在雅典等人
