
[00:00:00.000 --> 00:00:05.000]  今日會講《門徒》最後一個標誌
[00:00:05.000 --> 00:00:10.000]  這個標誌就是我們要尊主為首
[00:00:10.000 --> 00:00:17.000]  剛才都讀過經文在《馬太福音》第十章34至42節
[00:00:17.000 --> 00:00:21.000]  尤其是在這十章34節耶穌基督說
[00:00:21.000 --> 00:00:25.000]  「你們不要想我來,是叫地上太平;
[00:00:25.000 --> 00:00:31.000]  我來並不是叫地上太平,乃是叫地上動刀兵」
[00:00:31.000 --> 00:00:34.000]  動刀兵究竟是甚麼意思
[00:00:34.000 --> 00:00:36.000]  動刀到動槍
[00:00:36.000 --> 00:00:41.000]  如果我們不知道的可以看看《路加福音》十二章五十一節
[00:00:41.000 --> 00:00:43.000]  是同樣的經文
[00:00:43.000 --> 00:00:45.000]  但是由路加的手筆寫出來
[00:00:45.000 --> 00:00:48.000]  他就沒有用到動刀兵
[00:00:48.000 --> 00:00:50.000]  他是用到分真
[00:00:50.000 --> 00:00:52.000]  當耶穌基督來臨的時候
[00:00:52.000 --> 00:00:56.000]  是會造成分真,是會造成分離
[00:00:56.000 --> 00:01:00.000]  我們講過我們《門徒》的標誌
[00:01:00.000 --> 00:01:03.000]  第一個是要越來越像耶穌基督
[00:01:03.000 --> 00:01:06.000]  我也講過當我們越來越像耶穌基督的時候
[00:01:06.000 --> 00:01:08.000]  是有兩個極端
[00:01:08.000 --> 00:01:13.000]  一方面是會吸引其他被神呼召的人
[00:01:13.000 --> 00:01:17.000]  他們也想像我們這樣成為基督徒
[00:01:17.000 --> 00:01:20.000]  但是另外一方面也有很多人
[00:01:20.000 --> 00:01:23.000]  因為我們是基督徒而不喜歡我們
[00:01:23.000 --> 00:01:25.000]  逼迫我們
[00:01:25.000 --> 00:01:27.000]  是有兩個極端
[00:01:27.000 --> 00:01:29.000]  耶穌基督來到世上
[00:01:29.000 --> 00:01:31.000]  也見到有兩種人
[00:01:31.000 --> 00:01:34.000]  就是熟神的人和不熟神的人
[00:01:34.000 --> 00:01:36.000]  如果我們留意的話
[00:01:36.000 --> 00:01:39.000]  神在聖經裏面不斷地告訴我們
[00:01:39.000 --> 00:01:42.000]  神在歷史當中不斷地告訴我們
[00:01:42.000 --> 00:01:46.000]  祂是將熟祂的人和不熟祂的人分開
[00:01:46.000 --> 00:01:51.000]  在創世紀我們見到有很好的例子
[00:01:51.000 --> 00:01:56.000]  在最早的人類當中有阿伯和戈隱
[00:01:56.000 --> 00:01:59.000]  戈隱和阿伯是兩兄弟
[00:01:59.000 --> 00:02:01.000]  但是一個是熟神的
[00:02:01.000 --> 00:02:03.000]  一個是不熟神的
[00:02:03.000 --> 00:02:06.000]  以至戈隱最後將阿伯殺了
[00:02:06.000 --> 00:02:09.000]  後來我們見到到羅亞的時候
[00:02:09.000 --> 00:02:13.000]  神又將羅亞和當時世上的人分開
[00:02:13.000 --> 00:02:15.000]  羅亞是熟神的
[00:02:15.000 --> 00:02:18.000]  當時世代的人是聚人不熟神
[00:02:18.000 --> 00:02:23.000]  神說任何人願意上羅亞方舟的都能得救
[00:02:23.000 --> 00:02:26.000]  但是真真正正願意上方舟的
[00:02:26.000 --> 00:02:28.000]  只有羅亞的一家八口
[00:02:28.000 --> 00:02:32.000]  其餘所有的人都是不熟神的
[00:02:32.000 --> 00:02:34.000]  都沒有上方舟
[00:02:34.000 --> 00:02:37.000]  後來又去到雅各和耳塑的時候
[00:02:37.000 --> 00:02:39.000]  我們又見到有兩兄弟
[00:02:39.000 --> 00:02:42.000]  神是揀選雅各
[00:02:42.000 --> 00:02:44.000]  神是沒有揀選耳塑
[00:02:44.000 --> 00:02:46.000]  我們見到真是在歷史當中
[00:02:46.000 --> 00:02:48.000]  不斷神將熟祂的人
[00:02:48.000 --> 00:02:51.000]  不熟祂的人分開
[00:02:51.000 --> 00:02:55.000]  所以耶穌基督第一次來到世上
[00:02:55.000 --> 00:02:56.000]  亦都是一樣
[00:02:56.000 --> 00:02:58.000]  祂產生了很大的分歧
[00:02:58.000 --> 00:03:00.000]  有很多人是承認祂
[00:03:00.000 --> 00:03:04.000]  但是亦有很多人是不承認祂
[00:03:04.000 --> 00:03:07.000]  為什麼耶穌基督會說
[00:03:07.000 --> 00:03:10.000]  我來不是叫地上有太平
[00:03:10.000 --> 00:03:13.000]  如果熟悉聖經的人
[00:03:13.000 --> 00:03:16.000]  我們知道很多猶太人都很熟悉舊約聖經
[00:03:16.000 --> 00:03:19.000]  他們都熟悉尼塞亞
[00:03:19.000 --> 00:03:20.000]  當他來的時候
[00:03:20.000 --> 00:03:23.000]  是會帶來和平猶太平
[00:03:23.000 --> 00:03:25.000]  現在已經十二月
[00:03:25.000 --> 00:03:28.000]  很快聖誕節又會來臨
[00:03:28.000 --> 00:03:31.000]  在聖誕節我們很喜歡的經文是
[00:03:31.000 --> 00:03:34.000]  《以塞亞書九章六節》
[00:03:34.000 --> 00:03:36.000]  經文說
[00:03:36.000 --> 00:03:40.000]  尼塞亞耶穌基督是和平之君
[00:03:40.000 --> 00:03:42.000]  在《以塞亞書十一章》
[00:03:42.000 --> 00:03:44.000]  都是我們很喜歡聽的經文
[00:03:44.000 --> 00:03:45.000]  因為很有趣
[00:03:45.000 --> 00:03:48.000]  說當耶穌基督末世來臨的時候
[00:03:48.000 --> 00:03:51.000]  豺狼和綿羊都會在一起
[00:03:51.000 --> 00:03:54.000]  豹和山羊會在一起
[00:03:54.000 --> 00:03:56.000]  獅子和牛都會在一起
[00:03:56.000 --> 00:03:59.000]  現在獅子和牛在一起會怎樣?
[00:03:59.000 --> 00:04:02.000]  吃了一隻牛
[00:04:02.000 --> 00:04:06.000]  將來還會是小孩子來帶領他們
[00:04:06.000 --> 00:04:09.000]  牛和熊會一起去找東西吃
[00:04:09.000 --> 00:04:13.000]  小牛和小熊會一起睡覺
[00:04:13.000 --> 00:04:18.000]  弟弟會在毒蛇的洞口玩
[00:04:18.000 --> 00:04:21.000]  還會按守在毒蛇的洞口
[00:04:21.000 --> 00:04:22.000]  不怕毒蛇會咬
[00:04:22.000 --> 00:04:24.000]  因為毒蛇都不會咬人
[00:04:24.000 --> 00:04:27.000]  世上是一片太平
[00:04:27.000 --> 00:04:29.000]  在《以塞亞書二章四節》
[00:04:29.000 --> 00:04:31.000]  又說到尼塞亞來臨的時候
[00:04:31.000 --> 00:04:36.000]  列國都會在列國中施行審判
[00:04:36.000 --> 00:04:41.000]  經文又說他們會帶給許多國民
[00:04:41.000 --> 00:04:43.000]  替他們斷定是非
[00:04:43.000 --> 00:04:47.000]  甚至會將刀變成鋤頭
[00:04:47.000 --> 00:04:50.000]  會將槍變成鐮刀
[00:04:50.000 --> 00:04:52.000]  在聖經裡我們知道
[00:04:52.000 --> 00:04:55.000]  如果將刀槍變成耕田的工具
[00:04:55.000 --> 00:04:57.000]  就是和平的象徵
[00:04:57.000 --> 00:04:59.000]  但是反過來
[00:04:59.000 --> 00:05:02.000]  如果將耕田的用具變成刀槍
[00:05:02.000 --> 00:05:03.000]  就一片混亂
[00:05:03.000 --> 00:05:05.000]  是戰亂的時候
[00:05:05.000 --> 00:05:07.000]  所以聖經告訴我們
[00:05:07.000 --> 00:05:09.000]  耶穌基督來臨的時候
[00:05:09.000 --> 00:05:11.000]  真是一片太平盛世
[00:05:11.000 --> 00:05:14.000]  為什麼呢?
[00:05:14.000 --> 00:05:17.000]  為什麼耶穌基督說我來是動刀槍
[00:05:17.000 --> 00:05:18.000]  動刀兵
[00:05:18.000 --> 00:05:21.000]  其實真真正正的和平
[00:05:21.000 --> 00:05:24.000]  是一個人一個基督徒
[00:05:24.000 --> 00:05:26.000]  接受了耶穌基督所得到的
[00:05:26.000 --> 00:05:29.000]  才是真真正正的和平
[00:05:29.000 --> 00:05:33.000]  在《哥羅西書一章二十節》說得很清楚
[00:05:33.000 --> 00:05:36.000]  既然藉著他在十字架上所流的血
[00:05:36.000 --> 00:05:38.000]  成就了和平
[00:05:38.000 --> 00:05:40.000]  便藉著他叫萬有
[00:05:40.000 --> 00:05:42.000]  無論是地上的天上的
[00:05:42.000 --> 00:05:45.000]  都與自己和好了
[00:05:45.000 --> 00:05:50.000]  真真正正是能夠得到和平平安
[00:05:50.000 --> 00:05:52.000]  是與神和好
[00:05:52.000 --> 00:05:56.000]  是藉著耶穌基督為我們在十字架上所成就
[00:05:56.000 --> 00:05:58.000]  但是很可惜
[00:05:58.000 --> 00:06:02.000]  當耶穌基督第一次來到世上
[00:06:02.000 --> 00:06:04.000]  猶太人有沒有接受他?
[00:06:04.000 --> 00:06:06.000]  猶太人沒有接受他
[00:06:06.000 --> 00:06:08.000]  如果猶太人真的接受他的話
[00:06:08.000 --> 00:06:11.000]  這個地上的天國便會立刻降臨
[00:06:11.000 --> 00:06:13.000]  但是他們沒有接受
[00:06:13.000 --> 00:06:16.000]  所以這個和平只是每一個基督徒
[00:06:16.000 --> 00:06:19.000]  在暫時內心的和平
[00:06:19.000 --> 00:06:24.000]  真正的和平要到耶穌基督第二次來臨
[00:06:24.000 --> 00:06:28.000]  在他第一次來臨和第二次來臨中間這段時間
[00:06:28.000 --> 00:06:30.000]  我們叫他做教會時期
