
[00:00:00.000 --> 00:00:02.000]  今天我要講的這段經文
[00:00:02.000 --> 00:00:04.000]  今天我要講的那段經文
[00:00:04.000 --> 00:00:06.680]  其實是一個尋找的故事
[00:00:06.680 --> 00:00:08.320]  是一個尋找的故事
[00:00:08.320 --> 00:00:10.560]  所以這個題目就叫做尋找一位
[00:00:10.560 --> 00:00:13.200]  所以這個題目就叫做尋找一位
[00:00:13.200 --> 00:00:15.200]  可能等下我們一路看下去的時候
[00:00:15.200 --> 00:00:18.320]  你會發覺到原來很多尋找的故事在當中
[00:00:18.320 --> 00:00:21.560]  那我們一面要講下去的時候
[00:00:21.560 --> 00:00:24.040]  我們就發覺有很多尋找的事在當中
[00:00:24.040 --> 00:00:27.320]  那我們就會發覺到原來尋找的那位
[00:00:27.320 --> 00:00:29.320]  就是不同的人物來的
[00:00:29.320 --> 00:00:34.040]  原來我們發覺到那尋找的那位是不一樣的人物
[00:00:34.040 --> 00:00:36.680]  首先今天講的這個經文就是
[00:00:36.680 --> 00:00:40.000]  《使徒行傳》第八章最後的那段經文
[00:00:40.000 --> 00:00:44.680]  今天我們要講的在《使徒行傳》第八章最後的一段經文
[00:00:44.680 --> 00:00:47.440]  當我們看第八章的一開始的時候
[00:00:47.440 --> 00:00:50.000]  但是當我們一看第八章開始的時候
[00:00:50.000 --> 00:00:53.240]  我們就會見到那時候告訴我們
[00:00:53.240 --> 00:00:56.080]  基督徒遭受迫害的
[00:00:56.080 --> 00:00:59.120]  在第八章一開始我們就看到那個時候
[00:00:59.120 --> 00:01:03.320]  有的基督徒是受到迫害的
[00:01:03.320 --> 00:01:07.000]  第七章就告訴我們有一個人受到迫害
[00:01:07.000 --> 00:01:10.800]  第七章就告訴我們有一個人受到迫害
[00:01:10.800 --> 00:01:12.800]  這個是一個基督徒
[00:01:12.800 --> 00:01:14.200]  這是一位基督徒
[00:01:14.200 --> 00:01:15.560]  他是叫做屍體犯
[00:01:15.560 --> 00:01:17.040]  他叫做屍體犯
[00:01:17.040 --> 00:01:19.960]  到第八章的時候就告訴我們
[00:01:19.960 --> 00:01:23.440]  有一個人延伸到全教會都受迫害了
[00:01:23.440 --> 00:01:26.120]  那麼從第八章開始我們就看到
[00:01:26.120 --> 00:01:29.680]  從一個人就延伸到整個教會都受到迫害
[00:01:29.680 --> 00:01:31.800]  所以第八章第一節就告訴我們
[00:01:31.800 --> 00:01:33.800]  那麼第八章第一節就告訴我們
[00:01:33.800 --> 00:01:35.640]  從哪一天開始
[00:01:35.640 --> 00:01:36.680]  從那一天開始
[00:01:36.680 --> 00:01:40.840]  就是屍體犯被迫害被打死的那一天開始
[00:01:40.840 --> 00:01:43.920]  就從屍體犯被打死的那一天開始
[00:01:43.920 --> 00:01:46.240]  耶路撒冷的教會就遭受大迫害
[00:01:46.240 --> 00:01:49.840]  耶路撒冷的教會就大遭逼迫
[00:01:49.840 --> 00:01:52.480]  除了使徒以外
[00:01:52.480 --> 00:01:56.680]  眾門徒都分散在猶太和撒瑪利亞各處
[00:01:56.680 --> 00:02:00.160]  眾門徒都分散在猶太和撒瑪利亞各處
[00:02:00.160 --> 00:02:04.360]  由於迫害就令基督徒分散到很多地方
[00:02:04.360 --> 00:02:05.360]  因為有迫害
[00:02:05.360 --> 00:02:09.120]  所以基督徒就分散到很多地方
[00:02:09.120 --> 00:02:10.960]  他們不再集中在耶路撒冷
[00:02:10.960 --> 00:02:13.240]  他們不再集中在耶路撒冷
[00:02:13.240 --> 00:02:15.960]  這個在人看來迫害不是一件好事
[00:02:15.960 --> 00:02:19.080]  在人來看迫害不是一個好事
[00:02:19.080 --> 00:02:22.360]  但是原來這個迫害就成就了上帝的旨意
[00:02:22.360 --> 00:02:26.160]  但是原來這個迫害就成就了上帝的旨意
[00:02:26.160 --> 00:02:30.600]  因為主耶穌吩咐門徒要往普天下傳福音
[00:02:30.600 --> 00:02:34.960]  因為主耶穌吩咐門徒要往普天下傳福音
[00:02:34.960 --> 00:02:37.000]  要傳福音給萬民聽
[00:02:37.000 --> 00:02:38.720]  要傳福音給萬民聽
[00:02:38.720 --> 00:02:41.400]  不只是在耶路撒冷給猶太人聽
[00:02:41.400 --> 00:02:43.640]  不只是在耶路撒冷給猶太人聽
[00:02:43.640 --> 00:02:45.560]  就由於迫害的緣故
[00:02:45.560 --> 00:02:47.200]  就由於迫害的緣故
[00:02:47.200 --> 00:02:50.600]  福音就由耶路撒冷開始傳到其他地方
[00:02:50.600 --> 00:02:53.680]  福音就由耶路撒冷開始傳到其他地方
[00:02:53.680 --> 00:02:57.760]  第四節就告訴我們那些分散的人就往各地傳福音
[00:02:57.760 --> 00:03:04.320]  第四節就告訴我們那些分散各地的人就往各地傳
[00:03:04.320 --> 00:03:06.920]  《使徒行傳》第八章的記載
[00:03:06.920 --> 00:03:09.120]  《使徒行傳》第八章的記載
[00:03:09.120 --> 00:03:11.960]  由第五節開始就集中在一個人的身上
[00:03:11.960 --> 00:03:15.120]  從第五節開始就集中在一個人的身上
[00:03:15.120 --> 00:03:16.280]  這個人就是腓力
[00:03:16.280 --> 00:03:17.560]  那個人就叫做腓力
[00:03:17.560 --> 00:03:21.320]  他是教會第一批執事七位當中的其中一位
[00:03:21.320 --> 00:03:23.920]  他是教會第一批執事的第一位
[00:03:23.920 --> 00:03:24.800]  其中的一位
[00:03:24.800 --> 00:03:27.360]  屍體犯都是執事中的其中一位
[00:03:27.360 --> 00:03:30.280]  屍體犯都是執事的其中一位
[00:03:30.280 --> 00:03:32.040]  他被迫害死了之後
[00:03:32.040 --> 00:03:33.640]  他被迫害死了以後
[00:03:33.640 --> 00:03:36.120]  現在就集中在第二位執事的身上
[00:03:36.120 --> 00:03:39.240]  現在就集中在第二位執事的身上
[00:03:39.240 --> 00:03:42.040]  今天我們進行的題目叫做「尋找一位」
[00:03:42.040 --> 00:03:44.960]  那麼今天我們的題目叫做「尋找一位」
[00:03:44.960 --> 00:03:47.280]  第一位被尋找的就是腓力
[00:03:47.280 --> 00:03:49.960]  第一位我們要尋找的就是腓力
[00:03:49.960 --> 00:03:52.640]  他是神所尋找的那一位
[00:03:52.640 --> 00:03:54.880]  他是神所尋找的那一位
[00:03:54.880 --> 00:03:58.840]  由大伯將第五節開始提到的這位的腓力
[00:03:58.840 --> 00:04:02.840]  從第八章第五節所提到的腓力
[00:04:02.840 --> 00:04:05.120]  他不只是一位執事那麼簡單
[00:04:05.120 --> 00:04:08.000]  他不只是一位執事那麼簡單
[00:04:08.000 --> 00:04:10.320]  因為當時在《使徒行傳》那裡告訴我們
[00:04:10.320 --> 00:04:12.520]  執事就是管理飯食的
[00:04:12.520 --> 00:04:14.720]  在《使徒行傳》那裡告訴我們
[00:04:14.720 --> 00:04:16.480]  執事只是管理飯食而已
[00:04:16.480 --> 00:04:19.080]  但是他原來不只是管理飯食那麼簡單
[00:04:19.080 --> 00:04:22.720]  但是他原來不只是管理飯食那麼簡單
[00:04:22.720 --> 00:04:25.480]  他還是一位很有能力的傳道者
[00:04:25.480 --> 00:04:28.280]  而且他是一位很有能力的傳道者
[00:04:28.280 --> 00:04:31.000]  上帝尋找腓力這一位
[00:04:31.000 --> 00:04:33.040]  上帝尋找腓力那一位
[00:04:33.040 --> 00:04:35.480]  他在教會遭受大迫害之後
[00:04:35.480 --> 00:04:37.800]  就走了去撒瑪利亞
[00:04:37.800 --> 00:04:40.240]  他從教會受到大迫害以後
[00:04:40.240 --> 00:04:42.360]  就走到撒瑪利亞去
[00:04:42.360 --> 00:04:44.560]  在那裡就開始傳福音的工作
[00:04:44.560 --> 00:04:47.120]  在那裡就開始傳福音的工作
[00:04:47.120 --> 00:04:50.160]  撒瑪利亞就位於耶路撒冷的北部
[00:04:50.160 --> 00:04:52.880]  撒瑪利亞就在耶路撒冷的北部
[00:04:52.880 --> 00:04:56.160]  撒瑪利亞人一向和猶太人不和
[00:04:56.160 --> 00:05:00.360]  撒瑪利亞人跟猶太人是不和的
[00:05:00.360 --> 00:05:02.720]  一向以來都是互相為仇的
[00:05:02.720 --> 00:05:04.560]  一向以來都是互相為仇的
[00:05:04.560 --> 00:05:07.360]  這個在過去我們的講道當中都多次提到
[00:05:07.360 --> 00:05:10.400]  在過去牧師的講道當中也多次提到
[00:05:10.400 --> 00:05:12.800]  但是撒瑪利亞人在猶太人眼中
[00:05:12.800 --> 00:05:15.320]  其實不是純粹外邦人那麼簡單
[00:05:15.320 --> 00:05:17.920]  撒瑪利亞人在猶太人的眼中
[00:05:17.920 --> 00:05:20.360]  他不只是外邦人這麼簡單
[00:05:20.360 --> 00:05:23.480]  撒瑪利亞人有猶太人的血統在當中
[00:05:23.480 --> 00:05:27.720]  撒瑪利亞人有猶太人的血統在他身上
[00:05:27.720 --> 00:05:31.040]  但是他們又不是純種的猶太人
[00:05:31.040 --> 00:05:33.760]  但是他也不是很純粹的猶太人
[00:05:33.760 --> 00:05:35.680]  所以猶太人又很歧視他們
[00:05:35.680 --> 00:05:37.640]  所以猶太人是很歧視他們的
[00:05:37.640 --> 00:05:39.280]  所以在這樣的情況之下
[00:05:39.280 --> 00:05:40.600]  大家互相為敵
[00:05:40.600 --> 00:05:43.400]  在這樣的情況之下他們就互相為敵
[00:05:43.400 --> 00:05:47.000]  不過這一刻肥利就來到撒瑪利亞去傳福音
[00:05:47.000 --> 00:05:51.240]  在那一時間肥利就來到那個地方傳福音
[00:05:51.240 --> 00:05:52.960]  很特別的就是在那個地方
[00:05:52.960 --> 00:05:56.000]  很多人因為肥利傳的福音就信了耶穌了
[00:05:56.000 --> 00:05:58.840]  很特別的就在那個時間
[00:05:58.840 --> 00:06:02.880]  在撒瑪利亞就有很多人因為肥利就信了耶穌
[00:06:02.880 --> 00:06:06.000]  你看到在一個被敵視的地方傳福音
[00:06:06.000 --> 00:06:07.400]  已經很不簡單了
[00:06:07.400 --> 00:06:10.560]  你看到一個在被敵視的地方傳福音
[00:06:10.560 --> 00:06:12.120]  已經是不簡單的事
[00:06:12.120 --> 00:06:16.120]  還要叫那些敵對自己的人相信了耶穌
[00:06:16.120 --> 00:06:19.200]  還要叫那些跟自己敵對的人相信耶穌
[00:06:19.200 --> 00:06:20.640]  更加難得
[00:06:20.640 --> 00:06:22.400]  是更加難得的事
[00:06:22.400 --> 00:06:24.960]  何況在經文當中你會看到
[00:06:24.960 --> 00:06:27.520]  還提到一位叫西門的人
[00:06:27.520 --> 00:06:32.320]  而且在經文當中我們看到有一位叫西門的人
[00:06:32.320 --> 00:06:33.760]  連他也信了耶穌
[00:06:33.760 --> 00:06:35.240]  他也信了耶穌
[00:06:35.240 --> 00:06:37.440]  那是非常非常難得的
[00:06:37.440 --> 00:06:39.080]  這是很難得的事
[00:06:39.080 --> 00:06:41.680]  為什麼會說西門信主是這麼難得呢?
[00:06:41.680 --> 00:06:44.760]  為什麼說西門信主是這麼難得呢?
[00:06:44.760 --> 00:06:48.200]  因為經文裡面告訴我們他是一個行邪術的人
[00:06:48.200 --> 00:06:51.520]  因為在經文裡面告訴我們他是行蛇術的人
[00:06:51.520 --> 00:06:53.680]  他是一個妄自尊大的人
[00:06:53.680 --> 00:06:55.400]  他是一個妄自尊大的人
[00:06:55.400 --> 00:06:57.560]  意思是說他是一個很驕傲的人
[00:06:57.560 --> 00:06:59.440]  他是一個很驕傲的人
[00:06:59.440 --> 00:07:01.400]  很有自尊心的人
