
[00:00:00.000 --> 00:00:03.360]  我們今天的題目是《廣見關係》
[00:00:03.360 --> 00:00:06.780]  經文在羅馬書下第十二章第五節
[00:00:06.780 --> 00:00:08.500]  保羅這樣說
[00:00:08.500 --> 00:00:10.760]  雖然我們有許多人
[00:00:10.760 --> 00:00:13.380]  我們在基督裏成爲一體
[00:00:13.380 --> 00:00:15.800]  各自彼此聯絡
[00:00:15.800 --> 00:00:18.320]  構成身體不同的部分
[00:00:18.320 --> 00:00:20.860]  我希望你圈住這個字
[00:00:20.860 --> 00:00:22.460]  彼此聯絡
[00:00:22.460 --> 00:00:25.960]  英文叫做Connected to one another
[00:00:25.960 --> 00:00:29.720]  所以我們今天講到這個《廣見關係》
[00:00:29.720 --> 00:00:34.440]  我們在講之前做個簡短的討吿
[00:00:34.440 --> 00:00:38.100]  主要感謝你給我們有這個機會
[00:00:38.100 --> 00:00:40.420]  我們可以在你的話語裏
[00:00:40.420 --> 00:00:42.420]  我們得到啓發
[00:00:42.420 --> 00:00:44.420]  得到一些幫助
[00:00:44.420 --> 00:00:48.020]  我們可以學一些人際關係上
[00:00:48.020 --> 00:00:50.020]  一些很重要的功課
[00:00:50.020 --> 00:00:52.020]  最後求你幫助我們
[00:00:52.020 --> 00:00:56.020]  叫我們能夠在這個環境
[00:00:56.020 --> 00:00:58.220]  在我們工作的工場上
[00:00:58.220 --> 00:01:00.220]  在我們的家庭裏
[00:01:00.220 --> 00:01:02.220]  在這個朋友圈子裏
[00:01:02.220 --> 00:01:06.720]  我們都成爲一個和平的使者
[00:01:06.720 --> 00:01:11.220]  我們都能夠與周圍的人有一個好的關係
[00:01:11.220 --> 00:01:13.220]  爲什麼呢?因爲你愛我們
[00:01:13.220 --> 00:01:16.220]  所以我們就能夠彼此相愛
[00:01:16.220 --> 00:01:18.220]  彼此聯絡
[00:01:18.220 --> 00:01:20.220]  彼此合一
[00:01:20.220 --> 00:01:24.220]  請主耶穌我求你幫助我們
[00:01:24.220 --> 00:01:25.720]  開我們的眼睛
[00:01:25.720 --> 00:01:27.220]  開我們的心
[00:01:27.220 --> 00:01:30.220]  讓你的話語進入我們的心裏
[00:01:30.220 --> 00:01:32.220]  改變我們的生命
[00:01:32.220 --> 00:01:35.220]  這種祈禱是奉靠你的名義求
[00:01:35.220 --> 00:01:37.220]  Amen
[00:01:37.220 --> 00:01:40.220]  剛纔講到我們40天
[00:01:40.220 --> 00:01:42.220]  一同來到發光
[00:01:42.220 --> 00:01:44.220]  同心同行
[00:01:44.220 --> 00:01:46.220]  40 days of community
[00:01:46.220 --> 00:01:47.220]  有兩個目的
[00:01:47.220 --> 00:01:52.220]  一個目的就是深化我們和小組組員之間的關係
[00:01:52.220 --> 00:01:58.220]  另一個目的就是加強我們和社區之間的關係
[00:01:58.220 --> 00:02:01.220]  聖經裏面講得非常好
[00:02:01.220 --> 00:02:03.220]  在《創世紀》裏面
[00:02:03.220 --> 00:02:04.220]  神一早已經講了
[00:02:04.220 --> 00:02:05.220]  「哪一人獨具不好」
[00:02:05.220 --> 00:02:07.220]  就是說這個人自己一個人
[00:02:07.220 --> 00:02:09.220]  這樣去住是好不好
[00:02:09.220 --> 00:02:12.220]  這是對着阿當來講的
[00:02:12.220 --> 00:02:14.220]  所以在一開始的時候
[00:02:14.220 --> 00:02:17.220]  神就知道我們人的需要
[00:02:17.220 --> 00:02:19.220]  我們需要家庭
[00:02:19.220 --> 00:02:20.220]  我們需要羣體
[00:02:20.220 --> 00:02:23.220]  我們需要弟兄姊妹的愛和關懷
[00:02:23.220 --> 00:02:25.220]  剛纔我們讀了這段經文
[00:02:25.220 --> 00:02:28.220]  《羅馬書》第十二章第五節裏這樣說
[00:02:28.220 --> 00:02:31.220]  它說我們要彼此的聯絡
[00:02:31.220 --> 00:02:33.220]  剛纔我講了英文
[00:02:33.220 --> 00:02:35.220]  connected to one another
[00:02:35.220 --> 00:02:36.220]  我們圈住它
[00:02:36.220 --> 00:02:38.220]  彼此的聯絡
[00:02:38.220 --> 00:02:40.220]  我們有很多時候
[00:02:40.220 --> 00:02:41.220]  你會發覺
[00:02:41.220 --> 00:02:44.220]  人際的關係非常複雜
[00:02:44.220 --> 00:02:50.220]  破壞關係好像比建立關係更加容易
[00:02:50.220 --> 00:02:53.220]  你想建立一個好的關係
[00:02:53.220 --> 00:02:56.220]  有時候真的要花很多的時間
[00:02:56.220 --> 00:02:57.220]  很多的心血
[00:02:57.220 --> 00:02:59.220]  很多的心思
[00:02:59.220 --> 00:03:01.220]  去建立一個好的關係
[00:03:01.220 --> 00:03:02.220]  但是
[00:03:02.220 --> 00:03:05.220]  要破壞一個關係就很容易
[00:03:05.220 --> 00:03:07.220]  可能就是一朝一夕
[00:03:07.220 --> 00:03:08.220]  可能是一句話
[00:03:08.220 --> 00:03:10.220]  可能是一個舉動
[00:03:10.220 --> 00:03:11.220]  可能是一件事
[00:03:11.220 --> 00:03:15.220]  就能夠將多年建立起來的那種親密的關係
[00:03:15.220 --> 00:03:16.220]  良好的關係
[00:03:16.220 --> 00:03:18.220]  可以毀於一旦
[00:03:18.220 --> 00:03:21.220]  所以今天我們來看看
[00:03:21.220 --> 00:03:24.220]  是什麼原因導致
[00:03:24.220 --> 00:03:25.220]  關係的破裂
[00:03:25.220 --> 00:03:28.220]  會破壞我們之間的關係
[00:03:28.220 --> 00:03:30.220]  我們又怎樣可以避免
[00:03:30.220 --> 00:03:33.220]  這些事發生呢
[00:03:33.220 --> 00:03:35.220]  我們怎樣去重建這個關係呢
[00:03:35.220 --> 00:03:39.220]  或者我們怎樣可以重新建立一個新的關係
[00:03:39.220 --> 00:03:44.220]  神喜歡多元化
[00:03:44.220 --> 00:03:47.220]  我自己就很喜歡喫
[00:03:47.220 --> 00:03:49.220]  糯米雞
[00:03:49.220 --> 00:03:52.220]  這裏告訴你都不怕了
[00:03:52.220 --> 00:03:53.220]  如果我這樣想
[00:03:53.220 --> 00:03:55.220]  如果我每一次去喝茶
[00:03:55.220 --> 00:03:57.220]  個個都像我一樣
[00:03:57.220 --> 00:04:00.220]  個個都只是點糯米雞的時候就真的不得了
[00:04:00.220 --> 00:04:01.220]  你都會悶
[00:04:01.220 --> 00:04:02.220]  我都會悶
[00:04:02.220 --> 00:04:04.220]  所以神很欣賞
[00:04:04.220 --> 00:04:05.220]  在教會里面
[00:04:05.220 --> 00:04:06.220]  在小組裏面
[00:04:06.220 --> 00:04:08.220]  就算在這個世界裏面
[00:04:08.220 --> 00:04:10.220]  都是多元化
[00:04:10.220 --> 00:04:13.220]  你不要期望每一個人都像你一樣
[00:04:13.220 --> 00:04:16.220]  不要期望每一個人的想法都和你一樣
[00:04:16.220 --> 00:04:19.220]  不要忘記每一個人的性格不一樣
[00:04:19.220 --> 00:04:20.220]  喜好不一樣
[00:04:20.220 --> 00:04:22.220]  意見也不一樣
[00:04:22.220 --> 00:04:24.220]  我們在小組裏面
[00:04:24.220 --> 00:04:27.220]  在一個最好的地方我們可以學習
[00:04:27.220 --> 00:04:30.220]  是怎樣和人相處的技巧
[00:04:30.220 --> 00:04:32.220]  在這個小組裏面
[00:04:32.220 --> 00:04:36.220]  今天我們一同來看看彼此的學習
[00:04:36.220 --> 00:04:40.220]  四種破壞關係的態度
[00:04:40.220 --> 00:04:43.220]  或者那種我們叫殺手
[00:04:43.220 --> 00:04:45.220]  和我們怎樣去避免它
[00:04:45.220 --> 00:04:48.220]  怎樣去建立重建這個好的關係
[00:04:48.220 --> 00:04:49.220]  這個呢
[00:04:49.220 --> 00:04:51.220]  今天所講的題目
[00:04:51.220 --> 00:04:54.220]  其實可以用在不同的關係上面
[00:04:54.220 --> 00:04:55.220]  朋友的關係
[00:04:55.220 --> 00:04:56.220]  同事的關係
[00:04:56.220 --> 00:04:57.220]  婚姻的關係
[00:04:57.220 --> 00:04:58.220]  家庭裏面的關係
[00:04:58.220 --> 00:05:02.220]  都可以用得上
[00:05:02.220 --> 00:05:04.220]  第一
[00:05:04.220 --> 00:05:06.220]  這個關係的殺手
[00:05:06.220 --> 00:05:08.220]  破壞關係的殺手是什麼呢
[00:05:08.220 --> 00:05:11.220]  原來就是自私自利
[00:05:11.220 --> 00:05:16.220]  怎樣去建立這個關係呢
[00:05:16.220 --> 00:05:18.220]  怎樣去除去自私自利
[00:05:18.220 --> 00:05:20.220]  那種態度和心態呢
[00:05:20.220 --> 00:05:23.220]  就是要去關顧他人
[00:05:23.220 --> 00:05:26.220]  所以自私自利是會破壞關係的
[00:05:26.220 --> 00:05:35.220]  關顧他人纔可以建立這個關係
[00:05:35.220 --> 00:05:36.220]  在這個社會里面
[00:05:36.220 --> 00:05:37.220]  在這個婚姻裏面
[00:05:37.220 --> 00:05:38.220]  在任何關係裏面
[00:05:38.220 --> 00:05:42.220]  你會發覺自私是首要的原因
[00:05:42.220 --> 00:05:44.220]  會破壞這個關係
[00:05:44.220 --> 00:05:46.220]  導致婚姻的破裂
[00:05:46.220 --> 00:05:48.220]  導致爭端
[00:05:48.220 --> 00:05:49.220]  衝突
[00:05:49.220 --> 00:05:51.220]  甚至是戰爭
[00:05:51.220 --> 00:05:52.220]  等於現在的
[00:05:52.220 --> 00:05:54.220]  現在俄國
[00:05:54.220 --> 00:05:57.220]  和克里米亞
[00:05:57.220 --> 00:05:59.220]  其實就是一個字
[00:05:59.220 --> 00:06:01.220]  就是自私自利
[00:06:01.220 --> 00:06:03.220]  那個人要去要
[00:06:03.220 --> 00:06:05.220]  那個人說不行
[00:06:05.220 --> 00:06:08.220]  那個人太過貪婪
[00:06:08.220 --> 00:06:10.220]  或者那個國家太過貪婪
[00:06:10.220 --> 00:06:14.220]  我要這個人家國土的地方
[00:06:14.220 --> 00:06:17.220]  所以就會引起戰爭
[00:06:17.220 --> 00:06:19.220]  雅各說得非常好
[00:06:19.220 --> 00:06:22.220]  在第四章第一節到第二節
[00:06:22.220 --> 00:06:24.220]  他們當中的衝突
[00:06:24.220 --> 00:06:25.220]  爭吵
[00:06:25.220 --> 00:06:27.220]  是哪裏來的呢
[00:06:27.220 --> 00:06:29.220]  是從你們當中
[00:06:29.220 --> 00:06:32.220]  征戰着的慾望來的
[00:06:32.220 --> 00:06:35.220]  你們要抓
[00:06:35.220 --> 00:06:37.220]  那個廣東話怎麼說
[00:06:37.220 --> 00:06:38.220]  抓不好意思
[00:06:38.220 --> 00:06:40.220]  講廣東話
[00:06:40.220 --> 00:06:41.220]  抓
[00:06:41.220 --> 00:06:43.220]  要抓要取
[00:06:43.220 --> 00:06:45.220]  得不到的就殺人
[00:06:45.220 --> 00:06:47.220]  你們要貪要濫
[00:06:47.220 --> 00:06:50.220]  得不到的就爭就鬥
[00:06:50.220 --> 00:06:53.220]  這裏雅各說得很清楚
[00:06:53.220 --> 00:06:55.220]  一個人
[00:06:55.220 --> 00:06:57.220]  這個自私自利
[00:06:57.220 --> 00:06:59.220]  那種慾望出來之後
[00:06:59.220 --> 00:07:01.220]  隨之而來的
[00:07:01.220 --> 00:07:02.220]  就是什麼呢
[00:07:02.220 --> 00:07:03.220]  要抓
[00:07:03.220 --> 00:07:04.220]  要抓住不放
[00:07:04.220 --> 00:07:05.220]  要取
[00:07:05.220 --> 00:07:06.220]  得不到的就去什麼
[00:07:06.220 --> 00:07:07.220]  傷害人家
[00:07:07.220 --> 00:07:09.220]  要去貪要去濫
[00:07:09.220 --> 00:07:11.220]  得不到的就要爭就去鬥
[00:07:11.220 --> 00:07:13.220]  這個就是我們中間裏面
[00:07:13.220 --> 00:07:15.220]  我們人性裏面
[00:07:15.220 --> 00:07:19.220]  那種征戰着的慾望
[00:07:19.220 --> 00:07:21.220]  所以這個自私自利
[00:07:21.220 --> 00:07:23.220]  會破壞我們的關係
[00:07:23.220 --> 00:07:25.220]  你會發覺
[00:07:25.220 --> 00:07:28.220]  在婚姻的關係裏面來說
[00:07:28.220 --> 00:07:30.220]  結婚越久
[00:07:30.220 --> 00:07:32.220]  就會變得
[00:07:32.220 --> 00:07:34.220]  我們不小心的時候
[00:07:34.220 --> 00:07:36.220]  自私的東西就會慢慢的
[00:07:36.220 --> 00:07:38.220]  就會進來
[00:07:38.220 --> 00:07:40.220]  你會發覺
[00:07:40.220 --> 00:07:42.220]  在這裏結了婚就知道
[00:07:42.220 --> 00:07:46.220]  剛剛你認識你的配偶的時候
[00:07:46.220 --> 00:07:48.220]  你會發覺
[00:07:48.220 --> 00:07:51.220]  整個人變得非常不自私
[00:07:51.220 --> 00:07:52.220]  是不是
[00:07:52.220 --> 00:07:55.220]  我記得那時候我和師母
[00:07:55.220 --> 00:07:58.220]  在Tennessee約會的時候
[00:07:58.220 --> 00:08:01.220]  因爲我們學生沒什麼錢
[00:08:01.220 --> 00:08:05.220]  我就買了一杯叫奶昔
[00:08:05.220 --> 00:08:07.220]  學生窮嘛
[00:08:07.220 --> 00:08:10.220]  一來自己就想省點錢
