
[00:00:00.000 --> 00:00:03.360]  上星期我們講到當我們信耶穌之後
[00:00:03.360 --> 00:00:07.120]  我們可以通過聖靈得到不同類型的自由
[00:00:07.120 --> 00:00:12.240]  其中一種自由就是讓我們生命成聖的自由
[00:00:12.240 --> 00:00:17.760]  讓我們生命成為聖潔的過程
[00:00:17.760 --> 00:00:21.760]  很大程度上就是我們要信服聖靈
[00:00:21.760 --> 00:00:27.200]  我們今天來看看信服聖靈的一些功課
[00:00:27.200 --> 00:00:32.320]  首先讓我們看看今天我的廣告信息裡的第一個重點
[00:00:32.320 --> 00:00:37.440]  我給的標題是兩種心思、兩種結果
[00:00:37.440 --> 00:00:43.520]  在第五節保羅提到有兩種類型的生活取向
[00:00:43.520 --> 00:00:46.400]  第一種是順從肉體
[00:00:46.400 --> 00:00:49.200]  第二種是順從聖靈
[00:00:49.200 --> 00:00:51.760]  而當我們順從肉體的時候
[00:00:51.760 --> 00:00:57.760]  保羅告訴我們我們很自然就會順從肉體的事
[00:00:57.760 --> 00:01:01.840]  我們很自然就會體貼肉體的事
[00:01:01.840 --> 00:01:04.480]  就是說我們的價值取向
[00:01:04.480 --> 00:01:08.640]  是完全建基於我們身體上的需要
[00:01:08.640 --> 00:01:12.000]  我們的五官、我們的慾望
[00:01:12.000 --> 00:01:17.920]  我們的心思、意念就會經常性地圍繞著這些事物
[00:01:17.920 --> 00:01:20.320]  保羅告訴我們在第六節
[00:01:20.320 --> 00:01:23.040]  當這樣的事情發生的時候
[00:01:23.040 --> 00:01:25.840]  結局就是死亡
[00:01:25.840 --> 00:01:28.880]  你說「嘩!不是這麼可怕吧?」
[00:01:28.880 --> 00:01:32.320]  「體貼肉體的就是死?」
[00:01:32.320 --> 00:01:34.800]  幾天前師母跟我聊天
[00:01:34.800 --> 00:01:38.640]  她跟我說「等這個疫情過去之後」
[00:01:38.640 --> 00:01:42.400]  「我們一定要出去吃個痛快」
[00:01:42.400 --> 00:01:44.880]  我聽完她這麼說之後我看著她
[00:01:44.880 --> 00:01:48.400]  我心裡都相當有同感
[00:01:48.400 --> 00:01:51.120]  但是當我讀到保羅這段經文的時候
[00:01:51.120 --> 00:01:53.360]  「出去吃個痛快」
[00:01:53.360 --> 00:01:56.800]  算不算是「體貼肉體」呢?
[00:01:56.800 --> 00:02:03.120]  當然滿足身體上的需要並不是一種罪
[00:02:03.120 --> 00:02:05.520]  所以保羅這裡所說的「體貼肉體」
[00:02:05.520 --> 00:02:08.880]  並不是真的出去吃一頓飯
[00:02:08.880 --> 00:02:11.200]  滿足身體上的需要
[00:02:11.200 --> 00:02:13.120]  不是在說這件事
[00:02:13.120 --> 00:02:16.480]  那麼保羅所說的「體貼肉體」是什麼意思呢?
[00:02:16.480 --> 00:02:19.280]  在第五節我們要看看
[00:02:19.280 --> 00:02:23.840]  「體貼肉體」原文是一個動詞
[00:02:23.840 --> 00:02:26.240]  就是指我們的心思意念
[00:02:26.240 --> 00:02:32.320]  經常都想著肉體上或者世界上的事物
[00:02:32.320 --> 00:02:34.160]  而在第六節
[00:02:34.160 --> 00:02:36.880]  這個原文是一個名詞
[00:02:36.880 --> 00:02:45.200]  指掛念著地上或者身體事物的心思意念
[00:02:45.200 --> 00:02:49.360]  大部分英文的翻譯
[00:02:49.360 --> 00:02:53.200]  都是這個詞翻譯為「the mind」
[00:02:53.200 --> 00:02:55.600]  我覺得更加貼近原文的翻譯
[00:02:55.600 --> 00:02:58.320]  我就翻譯為「心思意念」
[00:02:58.320 --> 00:02:59.200]  換言之
[00:02:59.200 --> 00:03:02.000]  我們的心思意念假如是經常性
[00:03:02.000 --> 00:03:06.720]  或者單一性地去掛念著地上
[00:03:06.720 --> 00:03:09.520]  或者身體上的需要的時候
[00:03:09.520 --> 00:03:11.920]  保羅在這裡警戒我們
[00:03:11.920 --> 00:03:14.240]  結局就是死
[00:03:14.240 --> 00:03:18.160]  在《針研》的四章二十三節
[00:03:18.160 --> 00:03:19.280]  裡面這樣說
[00:03:19.280 --> 00:03:23.680]  「你要保守理心勝過保守一切
[00:03:23.680 --> 00:03:28.640]  因為一生的果效是由心而發」
[00:03:28.640 --> 00:03:33.120]  就是說我們要保守我們的心
[00:03:33.120 --> 00:03:39.280]  因為所有的事情都是由心而引發出來
[00:03:39.280 --> 00:03:42.560]  在這裡「心」不是指我們的愛與恨
[00:03:42.560 --> 00:03:46.000]  而是指我們的心思意念
[00:03:46.000 --> 00:03:50.720]  這個不單只是聖經裡面的一個觀念
[00:03:50.720 --> 00:03:54.400]  也是一個普遍性人的經驗
[00:03:54.400 --> 00:03:57.760]  中國人說「有諸內,凝諸外」
[00:03:57.760 --> 00:04:00.160]  西方也有類似的說話
[00:04:00.160 --> 00:04:02.160]  「We are what we think」
[00:04:02.160 --> 00:04:04.400]  就是說我們怎樣想事情的時候
[00:04:04.400 --> 00:04:06.800]  我們就怎樣來做人
[00:04:06.800 --> 00:04:09.520]  在西方的心理學上面
[00:04:09.520 --> 00:04:12.560]  有一個派系叫做Cognitive Psychology
[00:04:12.560 --> 00:04:14.480]  認知心理學
[00:04:14.480 --> 00:04:19.200]  他們相信人怎樣去思想
[00:04:19.200 --> 00:04:24.000]  在很大的程度上決定了他人生的態度
[00:04:24.000 --> 00:04:26.000]  他的情緒、他的行為
[00:04:26.000 --> 00:04:28.560]  甚至他的健康都會受到影響
[00:04:28.560 --> 00:04:32.560]  他們相信環境其實並不是最重要
[00:04:32.560 --> 00:04:37.360]  決定性的因素去決定我們的生命質素
[00:04:37.360 --> 00:04:42.720]  而是我們如何去處理周圍發生的事情
[00:04:42.720 --> 00:04:47.920]  我們如何去過濾、如何去演繹、解讀
[00:04:47.920 --> 00:04:50.480]  我們周圍發生的事情
[00:04:50.480 --> 00:04:52.320]  舉一個例子
[00:04:52.320 --> 00:04:58.880]  兩個人沒有工作、沒有收入
[00:04:58.880 --> 00:05:02.160]  經濟上有很大的困難
[00:05:02.160 --> 00:05:06.560]  其中一個可能會有很大的埋怨、不滿
[00:05:06.560 --> 00:05:08.720]  甚至變得很憂鬱
[00:05:08.720 --> 00:05:11.600]  覺得這個世界絕望
[00:05:11.600 --> 00:05:15.600]  但是另外一個可以有完全不一樣的反應
[00:05:15.600 --> 00:05:17.840]  可能他會覺得在這樣的情況下
[00:05:17.840 --> 00:05:22.160]  讓他更加懂得去了解窮人
[00:05:22.160 --> 00:05:27.200]  以至他更加願意去幫助窮人
[00:05:27.200 --> 00:05:29.760]  將他有能力的地方
[00:05:29.760 --> 00:05:36.400]  去與其他比他更加困難的人一起分享
[00:05:36.400 --> 00:05:39.840]  為什麼會有這麼大的分別?
[00:05:39.840 --> 00:05:42.960]  認知心理學者說
[00:05:42.960 --> 00:05:47.760]  因為我們的Mind、我們的認知、我們的思想
[00:05:47.760 --> 00:05:49.440]  我們的心思意念
[00:05:49.440 --> 00:05:54.240]  決定如何處理我們周圍發生的事情
[00:05:54.240 --> 00:05:56.400]  所以我們要問的問題就是
[00:05:56.400 --> 00:06:02.160]  究竟人是否能夠全然的控制我們的思想
[00:06:02.160 --> 00:06:04.880]  我們的心思意念
[00:06:04.880 --> 00:06:06.960]  雖然心理學家都知道
[00:06:06.960 --> 00:06:09.600]  我們的心思意念或者思想
[00:06:09.600 --> 00:06:14.880]  可以說是人生命裏面的資料處理中心
[00:06:14.880 --> 00:06:18.800]  或者是生命的控制中心
[00:06:18.800 --> 00:06:20.720]  而他們都知道
[00:06:20.720 --> 00:06:24.720]  我們越能掌控我們的思想
[00:06:24.720 --> 00:06:29.040]  我們就越能掌控我們的生命
[00:06:29.040 --> 00:06:31.840]  不過我們大家都知道
[00:06:31.840 --> 00:06:37.360]  世上沒有一個人能夠完全控制我們自己的思想
[00:06:37.360 --> 00:06:38.560]  為什麼?
[00:06:38.560 --> 00:06:41.360]  保羅在這裡說得很清楚
[00:06:41.360 --> 00:06:45.440]  在羅馬書八章五到八節
[00:06:45.440 --> 00:06:47.920]  他說因為隨從肉體的人
[00:06:47.920 --> 00:06:49.920]  體貼肉體的事
[00:06:49.920 --> 00:06:55.680]  體貼肉體的就是與神為仇
[00:06:55.680 --> 00:07:02.080]  隨從肉體的人固然會體貼肉體的事
[00:07:02.080 --> 00:07:04.640]  所以當我們這樣做的時候
[00:07:04.640 --> 00:07:07.520]  聖經說我們就是與神為仇
[00:07:07.520 --> 00:07:11.040]  就是說我們就成為神的敵人
[00:07:11.040 --> 00:07:12.480]  你可能會問
[00:07:12.480 --> 00:07:17.040]  嘩!有這麼嚴重嗎?
[00:07:17.040 --> 00:07:19.680]  但是保羅告訴我們
[00:07:19.680 --> 00:07:22.800]  這是一個相當嚴肅的問題
[00:07:22.800 --> 00:07:25.760]  因為體貼肉體的人
[00:07:25.760 --> 00:07:30.480]  不會降伏在神的律法底下
[00:07:30.480 --> 00:07:33.040]  不單止他不願意
[00:07:33.040 --> 00:07:35.200]  他也沒有這個能力
[00:07:35.200 --> 00:07:37.680]  就好像我們之前講道也提過
[00:07:37.680 --> 00:07:42.640]  神的律法是告訴我們神對人的要求與期望
[00:07:42.640 --> 00:07:44.720]  而保羅在這裡很清楚告訴我們
[00:07:44.720 --> 00:07:49.520]  人是不會有絕對的願意和能力
