
[00:00:00.000 --> 00:00:07.160]  其中一個人和其他受造之物不同的地方
[00:00:07.160 --> 00:00:09.600]  就是人有模仿性
[00:00:09.600 --> 00:00:11.440]  當然動物也會模仿
[00:00:11.440 --> 00:00:13.440]  不過動物的模仿是不同的
[00:00:13.440 --> 00:00:15.840]  動物很多時候是為了某些目的
[00:00:15.840 --> 00:00:18.880]  為了某些生存的原因而模仿
[00:00:18.880 --> 00:00:25.120]  不過人未必需要有原因才會模仿
[00:00:25.120 --> 00:00:28.320]  特別在孩童的時候
[00:00:28.320 --> 00:00:31.280]  人類也會模仿他們身邊的人
[00:00:31.280 --> 00:00:32.840]  特別是父母
[00:00:32.840 --> 00:00:36.520]  我記得我的女兒在兩三歲的時候
[00:00:36.520 --> 00:00:41.560]  有一天看到她的母親在餵奶
[00:00:41.560 --> 00:00:43.560]  餵她的弟弟
[00:00:43.560 --> 00:00:47.160]  我的女兒就馬上跑去玩具那裡
[00:00:47.160 --> 00:00:50.960]  拿了一個洋娃娃出來學習餵奶
[00:00:50.960 --> 00:00:52.680]  很可愛
[00:00:52.680 --> 00:00:54.480]  不過你說如果沒有父母
[00:00:54.480 --> 00:00:57.320]  周圍沒有人去學怎麼辦?
[00:00:57.320 --> 00:01:01.400]  實際上有很多實在的個案告訴我們
[00:01:01.400 --> 00:01:03.400]  當一些孩童的時候
[00:01:03.400 --> 00:01:07.160]  某些原因要被野獸
[00:01:07.160 --> 00:01:10.600]  那些動物在同日長大的時候
[00:01:10.600 --> 00:01:12.480]  這些人成長的時候
[00:01:12.480 --> 00:01:15.760]  都會學習到那些動物
[00:01:15.760 --> 00:01:18.920]  我有一個很深的印象
[00:01:18.920 --> 00:01:24.600]  在非洲島一個孩童
[00:01:24.600 --> 00:01:27.680]  在網上大家都可以找到叫做Chicken Boy
[00:01:27.680 --> 00:01:30.640]  在他的父母相繼離世之後
[00:01:30.640 --> 00:01:33.280]  他的祖父母不知道什麼原因
[00:01:33.280 --> 00:01:36.000]  覺得這個孩子是被鬼附的
[00:01:36.000 --> 00:01:37.200]  所以就不照顧他
[00:01:37.200 --> 00:01:40.720]  就把這個孩子丟到一些雞場那裡
[00:01:40.720 --> 00:01:43.720]  等這個孩子和那些雞一起長大
[00:01:43.720 --> 00:01:48.680]  到那些人發現這個悲劇的時候
[00:01:48.680 --> 00:01:50.680]  已經是十年之後的事
[00:01:50.680 --> 00:01:53.520]  這個孩子已經不能夠說話
[00:01:53.520 --> 00:01:56.520]  大家可以看到他的手是捲起來的
[00:01:56.520 --> 00:01:58.760]  他走路的時候像一隻雞
[00:01:58.760 --> 00:02:00.520]  發出的聲音又像一隻雞
[00:02:00.520 --> 00:02:04.040]  吃東西的時候也像一隻雞來蕩食
[00:02:04.040 --> 00:02:07.880]  人類特別在我們成長的時候
[00:02:07.880 --> 00:02:09.200]  都會有養學養
[00:02:09.200 --> 00:02:12.880]  大概這樣人有一個模仿的天性
[00:02:12.880 --> 00:02:15.600]  聖經裡面很一致性的教導
[00:02:15.600 --> 00:02:19.800]  就是說我們需要效法我們的天父上帝
[00:02:19.800 --> 00:02:24.720]  如果我們看不同使徒的書信
[00:02:24.720 --> 00:02:26.000]  保羅在《異忽所書》說
[00:02:26.000 --> 00:02:27.880]  你們該效法神
[00:02:27.880 --> 00:02:31.840]  好像蒙慈愛的兒女一樣
[00:02:31.840 --> 00:02:34.120]  使徒約翰就說
[00:02:34.120 --> 00:02:39.440]  我們應該是照著主所行的去行
[00:02:39.440 --> 00:02:41.360]  而彼丹就說
[00:02:41.360 --> 00:02:46.280]  我們應該跟隨主的腳蹤而行
[00:02:46.280 --> 00:02:50.360]  主耶穌自己有沒有類似的教導呢?有
[00:02:50.360 --> 00:02:52.760]  如果我們看《馬太福音》的時候
[00:02:52.760 --> 00:02:57.040]  主耶穌說你們要完全
[00:02:57.040 --> 00:03:00.360]  像你們的天父完全一樣
[00:03:00.360 --> 00:03:04.120]  這就是主耶穌基督的教導
[00:03:04.120 --> 00:03:07.960]  我們需要效法我們天父上帝
[00:03:07.960 --> 00:03:10.040]  所以我們每個人都知道
[00:03:10.040 --> 00:03:12.280]  沒有一個人
[00:03:12.280 --> 00:03:14.640]  能夠無論我們多麼努力嘗試
[00:03:14.640 --> 00:03:18.480]  我們每一個人都能夠學到天父的完全一樣
[00:03:18.480 --> 00:03:23.400]  不過主耶穌所說的我們需要像天父完全一樣
[00:03:23.400 --> 00:03:24.720]  卻是能夠成為
[00:03:24.720 --> 00:03:31.040]  都應該成為我們整個人生的終極方向
[00:03:31.040 --> 00:03:33.280]  我們要有神的模樣
[00:03:33.280 --> 00:03:36.400]  我們就要效法神的模樣
[00:03:36.400 --> 00:03:37.800]  這就是我們今天講題
[00:03:37.800 --> 00:03:42.000]  有樣學樣我們才能夠有模有樣
[00:03:42.000 --> 00:03:44.480]  我想大概很多人都明白這個道理
[00:03:44.480 --> 00:03:47.720]  我們需要效法我們這個三一真神
[00:03:47.720 --> 00:03:51.880]  聖父、聖子與聖靈我們都需要仿效他們
[00:03:51.880 --> 00:03:53.840]  不過不知道大家知不知道
[00:03:53.840 --> 00:04:01.120]  我們究竟為什麼需要效法這個三一的真神呢?
[00:04:01.120 --> 00:04:04.080]  或者讓我這樣來問大家
[00:04:04.080 --> 00:04:05.960]  大家如果結過婚的
[00:04:05.960 --> 00:04:07.760]  當一個男一個女
[00:04:07.760 --> 00:04:11.200]  去到談婚論嫁的時候
[00:04:11.200 --> 00:04:15.360]  會不會一個男一個女這樣來問他
[00:04:15.360 --> 00:04:18.160]  對你來講
[00:04:18.160 --> 00:04:22.120]  婚姻的最低要求是什麼?
[00:04:22.120 --> 00:04:25.360]  我需要做些什麼才是最低限度
[00:04:25.360 --> 00:04:28.280]  讓我仍然留在這個婚姻裡面的?
[00:04:28.280 --> 00:04:31.120]  我可不可以偶爾有一夜情?
[00:04:31.120 --> 00:04:33.520]  我可不可以除你以外有情人?
[00:04:33.520 --> 00:04:37.000]  我可不可以不做事等你養?
[00:04:37.000 --> 00:04:39.480]  究竟婚姻的底線
[00:04:39.480 --> 00:04:42.680]  婚姻的紅線在哪裡呢?
[00:04:42.680 --> 00:04:44.880]  我從來沒有聽過有人這樣問的
[00:04:44.880 --> 00:04:45.800]  不過
[00:04:45.800 --> 00:04:48.120]  如果真的有這樣的事情發生的時候
[00:04:48.120 --> 00:04:50.760]  我就勸喻這些女性
[00:04:50.760 --> 00:04:53.440]  找另一個男朋友
[00:04:53.440 --> 00:04:55.200]  因為進入一個婚姻的關係
[00:04:55.200 --> 00:04:59.840]  並不是單是在不超越紅線底下為所欲為的
[00:04:59.840 --> 00:05:03.200]  這個不是婚姻的盟約
[00:05:03.200 --> 00:05:05.880]  婚姻進入一個愛的關係的時候
[00:05:05.880 --> 00:05:09.920]  同樣要讓男與女可以享受
[00:05:09.920 --> 00:05:13.120]  從這個關係而帶來的滿足與喜樂
[00:05:13.120 --> 00:05:14.920]  這個才是愛的關係
[00:05:14.920 --> 00:05:15.960]  同樣
[00:05:15.960 --> 00:05:18.440]  如果有人問神
[00:05:18.440 --> 00:05:19.960]  神啊
[00:05:19.960 --> 00:05:22.600]  有什麼最低的門檻
[00:05:22.600 --> 00:05:26.320]  我可以上到天堂?
[00:05:26.320 --> 00:05:27.600]  神啊
[00:05:27.600 --> 00:05:30.320]  我可不可以過時過節才回教會呢?
[00:05:30.320 --> 00:05:34.600]  譬如復活節、聖誕節我才回去出現一下呢?
[00:05:34.600 --> 00:05:37.040]  聖經要求我們每天讀經
[00:05:37.040 --> 00:05:40.600]  我可不可以只看聖經的目錄呢?
[00:05:40.600 --> 00:05:42.200]  目錄也是聖經的一部分
[00:05:42.200 --> 00:05:44.280]  我每天看目錄都不行
[00:05:44.280 --> 00:05:46.200]  講到十一奉獻
[00:05:46.200 --> 00:05:46.720]  神啊
[00:05:46.720 --> 00:05:48.360]  我也有十一奉獻的
[00:05:48.360 --> 00:05:50.960]  我過年過節去到教會的時候
[00:05:50.960 --> 00:05:55.160]  我所出席的金錢的十分之一
[00:05:55.160 --> 00:05:57.520]  這個做法很合乎今天的文化
[00:05:57.520 --> 00:05:58.120]  出席
[00:05:58.120 --> 00:06:00.840]  算出席的十分之一
[00:06:00.840 --> 00:06:01.880]  當我這麼做的時候
[00:06:01.880 --> 00:06:09.040]  我是否有足夠的條件進入天堂
[00:06:09.040 --> 00:06:11.600]  大家怎麼看?
[00:06:11.600 --> 00:06:18.720]  如果大家相信這個做法是贏取我們進入天堂的護照的時候
[00:06:18.720 --> 00:06:22.400]  我恐怕這個只不過是一個BNO
[00:06:22.400 --> 00:06:23.440]  什麼來的?
[00:06:23.440 --> 00:06:24.720]  Believe Not OK
[00:06:24.720 --> 00:06:27.400]  你這樣的信仰是不正確的
[00:06:27.400 --> 00:06:28.720]  有時候我聽到有人說
[00:06:28.720 --> 00:06:30.360]  我要成為基督徒
[00:06:30.360 --> 00:06:30.960]  為什麼?
[00:06:30.960 --> 00:06:33.760]  因為我很怕下地獄
[00:06:33.760 --> 00:06:35.640]  這個說法對不對?
[00:06:35.640 --> 00:06:37.640]  當然是對的
[00:06:37.640 --> 00:06:42.240]  如果我們相信地獄是一個永遠受咒詛
[00:06:42.240 --> 00:06:44.560]  永遠受刑罰的地方的時候
[00:06:44.560 --> 00:06:47.120]  沒有一個人想進入地獄的
[00:06:47.120 --> 00:06:48.440]  是不是?
[00:06:48.440 --> 00:06:50.360]  不過大家留意
[00:06:50.360 --> 00:06:53.840]  如果不想進入地獄
[00:06:53.840 --> 00:06:59.800]  這個可以是我們信耶穌開始的時候的一個原因
[00:06:59.800 --> 00:07:01.320]  甚至是一個動力
[00:07:01.320 --> 00:07:06.200]  不過如果這個原因是一直維持在我們整個信仰人生
[00:07:06.200 --> 00:07:07.920]  仍然是這個原因的時候
[00:07:07.920 --> 00:07:11.080]  這個就是一個很大的問題
[00:07:11.080 --> 00:07:12.480]  為什麼?
[00:07:12.480 --> 00:07:15.440]  因為如果我已經確認我不需要進入地獄
[00:07:15.440 --> 00:07:18.440]  這個已經滿足了我信仰的要求的時候
[00:07:18.440 --> 00:07:19.920]  我告訴大家
[00:07:19.920 --> 00:07:23.480]  我們就不會再有任何類型的追求
[00:07:23.480 --> 00:07:27.840]  而我們屬靈的生命就會停滯在那裡
[00:07:27.840 --> 00:07:29.960]  大家大概都會有聽過
[00:07:29.960 --> 00:07:31.520]  很多時候有些人都會說
[00:07:31.520 --> 00:07:33.000]  哎呀 上天堂啊
[00:07:33.000 --> 00:07:35.440]  每天都在唱詩歌
[00:07:35.440 --> 00:07:38.600]  坐在雲上不知道在做什麼
[00:07:38.600 --> 00:07:41.120]  很多時候我們對天堂的觀念
[00:07:41.120 --> 00:07:46.600]  停留在卡通片的那種表達方式裡面
[00:07:46.600 --> 00:07:48.400]  不過
[00:07:48.400 --> 00:07:52.800]  縱然有些人懷疑是否適合天堂的生活
[00:07:52.800 --> 00:07:54.880]  但是他們仍然選擇了基督徒
[00:07:54.880 --> 00:08:02.560]  因為悶的生活總比在地獄受苦的生活好
[00:08:02.560 --> 00:08:07.120]  大家我們要搞清楚
