
[00:00:00.000 --> 00:00:02.560]  弟兄姊妹 大家好
[00:00:02.560 --> 00:00:06.160]  我們恢復了實體的崇拜一個月了
[00:00:06.160 --> 00:00:08.840]  今天是滿月
[00:00:08.840 --> 00:00:11.840]  求主繼續幫助我們能夠適應
[00:00:11.840 --> 00:00:13.800]  和習慣
[00:00:13.800 --> 00:00:17.960]  這個我相信是未來一段時間的常態
[00:00:17.960 --> 00:00:19.760]  求主幫助我們
[00:00:19.760 --> 00:00:22.280]  今天我們繼續分享傳道書的訊息
[00:00:22.280 --> 00:00:24.000]  今天題目 大家知道了
[00:00:24.000 --> 00:00:27.000]  「再臣凡事有定時」
[00:00:27.000 --> 00:00:31.000]  我們就一次低頭祈禱吧
[00:00:57.000 --> 00:01:00.000]  在道主的聖殿裡敬拜
[00:01:00.000 --> 00:01:04.000]  聖靈求祢降臨在我們當中
[00:01:04.000 --> 00:01:07.000]  幫助我們在崇拜的時候
[00:01:07.000 --> 00:01:09.400]  我們真是尊主偉大
[00:01:09.400 --> 00:01:14.000]  也求聖靈在我們心裡
[00:01:14.000 --> 00:01:17.000]  當我們思想祢的話語的時候
[00:01:17.000 --> 00:01:19.000]  祢啟迪我們
[00:01:19.000 --> 00:01:22.000]  讓我們知道並且踐行出來
[00:01:22.000 --> 00:01:28.000]  以致我們的人生得著祢所賜的福樂
[00:01:28.000 --> 00:01:29.000]  我們祈禱
[00:01:29.000 --> 00:01:31.000]  交託奉耶穌的聖命祈求
[00:01:31.000 --> 00:01:33.000]  阿門
[00:01:52.000 --> 00:01:55.000]  演繹人生的虛空
[00:01:55.000 --> 00:01:58.000]  神的創造把有限的時空
[00:01:58.000 --> 00:02:05.000]  帶進無限的永恆的裡面
[00:02:05.000 --> 00:02:10.000]  我們先看第一段
[00:02:10.000 --> 00:02:16.000]  我們要接受「凡事都有定時」
[00:02:16.000 --> 00:02:22.000]  第一節「萬事都有定期」
[00:02:22.000 --> 00:02:27.000]  「天下萬物都有定時」
[00:02:27.000 --> 00:02:30.000]  是重複地告訴我們
[00:02:30.000 --> 00:02:34.000]  凡事是有定期定時的
[00:02:34.000 --> 00:02:38.000]  是有既定的時間
[00:02:38.000 --> 00:02:41.000]  凡事是什麼呢?
[00:02:41.000 --> 00:02:43.000]  第二節到第八節
[00:02:43.000 --> 00:02:50.000]  列舉出十四個「萬事」或「凡事」的對比
[00:02:50.000 --> 00:02:52.000]  生有時
[00:02:52.000 --> 00:02:54.000]  死有時
[00:02:54.000 --> 00:02:55.000]  災重有時
[00:02:55.000 --> 00:02:58.000]  不出所災重的也有時
[00:02:58.000 --> 00:03:00.000]  殺戮有時
[00:03:00.000 --> 00:03:01.000]  醫治有時
[00:03:01.000 --> 00:03:04.000]  拆毀有時
[00:03:04.000 --> 00:03:06.000]  建造有時
[00:03:06.000 --> 00:03:07.000]  哭有時
[00:03:07.000 --> 00:03:08.000]  笑有時
[00:03:08.000 --> 00:03:10.000]  哀動有時
[00:03:10.000 --> 00:03:12.000]  踴躍有時
[00:03:12.000 --> 00:03:14.000]  拋砸石頭有時
[00:03:14.000 --> 00:03:15.000]  堆砌石頭有時
[00:03:15.000 --> 00:03:16.000]  擁抱有時
[00:03:16.000 --> 00:03:19.000]  避免擁抱有時
[00:03:19.000 --> 00:03:20.000]  尋找有時
[00:03:20.000 --> 00:03:21.000]  捨棄有時
[00:03:21.000 --> 00:03:22.000]  保存有時
[00:03:22.000 --> 00:03:24.000]  拋棄有時
[00:03:24.000 --> 00:03:25.000]  撕裂有時
[00:03:25.000 --> 00:03:27.000]  縫補有時
[00:03:27.000 --> 00:03:29.000]  靜默有時
[00:03:29.000 --> 00:03:31.000]  講話有時
[00:03:31.000 --> 00:03:32.000]  愛有時
[00:03:32.000 --> 00:03:33.000]  恨有時
[00:03:33.000 --> 00:03:34.000]  戰爭有時
[00:03:34.000 --> 00:03:36.000]  和平有時
[00:03:36.000 --> 00:03:42.000]  這十四個的對比,二十八件的事情或狀況
[00:03:42.000 --> 00:03:46.000]  是人生可能會發生的事情
[00:03:46.000 --> 00:03:49.000]  但是不一定是必然
[00:03:49.000 --> 00:03:52.000]  會發生在我們的身上
[00:03:52.000 --> 00:03:54.000]  每一節的兩個對比
[00:03:54.000 --> 00:03:58.000]  基本上是有關連的
[00:03:58.000 --> 00:04:01.000]  但每一節的對比
[00:04:01.000 --> 00:04:05.000]  和之前或之後那一節的對比
