
[00:00:00.000 --> 00:00:05.460]  耶穌在受洗之後去到曠野接受魔鬼的試探
[00:00:05.460 --> 00:00:08.920]  兩次比較詳細記錄的是在《馬大福音》
[00:00:08.920 --> 00:00:10.980]  以及《路加福音》
[00:00:10.980 --> 00:00:13.340]  兩度的記載有些微的分別
[00:00:13.340 --> 00:00:16.520]  今天我們會選讀的是《路加福音》的記載
[00:00:16.520 --> 00:00:18.920]  這段耶穌受試探的經文
[00:00:18.920 --> 00:00:20.920]  你很熟悉的了
[00:00:20.920 --> 00:00:23.200]  裡面提到一連三次
[00:00:23.200 --> 00:00:25.720]  經上記著
[00:00:25.720 --> 00:00:26.920]  經上記著
[00:00:26.920 --> 00:00:29.080]  即是聖經這樣說
[00:00:29.080 --> 00:00:31.640]  聖經這樣說的意思
[00:00:31.640 --> 00:00:33.480]  在這個信徒培育的主日
[00:00:33.480 --> 00:00:36.400]  我們一起在經上記著
[00:00:36.400 --> 00:00:39.040]  或者聖經這樣說這一點上
[00:00:39.040 --> 00:00:41.240]  多一些作反省的應用
[00:00:41.240 --> 00:00:44.800]  我們先祈禱求主指教
[00:00:44.800 --> 00:00:45.480]  主耶穌基督
[00:00:45.480 --> 00:00:48.680]  我們再去讀這一篇都很熟悉的經文
[00:00:48.680 --> 00:00:52.160]  讓我們心裡依然是謙卑
[00:00:52.160 --> 00:00:56.240]  保障學生坐在老師面前
[00:00:56.240 --> 00:00:58.560]  神啊 讓你的靈去指教我們
[00:00:58.560 --> 00:01:00.360]  當明白的真理
[00:01:00.360 --> 00:01:01.120]  多謝你
[00:01:01.120 --> 00:01:01.800]  我們在祈禱
[00:01:01.800 --> 00:01:02.840]  奉主耶穌基督
[00:01:02.840 --> 00:01:04.400]  得聖名之祈求
[00:01:04.400 --> 00:01:05.240]  阿們
[00:01:05.240 --> 00:01:11.720]  我請大家幫我讀出第二節的經文
[00:01:11.720 --> 00:01:12.840]  預備起
[00:01:12.840 --> 00:01:16.200]  四十天受魔鬼的試探
[00:01:16.200 --> 00:01:20.080]  在那些日子他沒有吃什麼
[00:01:20.080 --> 00:01:23.600]  日子滿了他餓了
[00:01:23.600 --> 00:01:27.240]  耶穌在曠野已經是四十天這麼久
[00:01:27.240 --> 00:01:29.080]  因為這裡路加說
[00:01:29.080 --> 00:01:31.680]  耶穌沒有吃什麼
[00:01:31.680 --> 00:01:34.560]  路加的重點並不是像馬大夫一樣
[00:01:34.560 --> 00:01:38.040]  去著重禁食這個事情
[00:01:38.040 --> 00:01:40.560]  他是形容一種狀態
[00:01:40.560 --> 00:01:42.880]  沒有進食的狀態
[00:01:42.880 --> 00:01:45.360]  所以到了這一節的最後
[00:01:45.360 --> 00:01:47.600]  就形容耶穌的情況
[00:01:47.600 --> 00:01:50.200]  他餓了
[00:01:50.200 --> 00:01:52.120]  餓就要吃東西
[00:01:52.120 --> 00:01:54.240]  身體會提醒你的 是不是
[00:01:54.240 --> 00:01:56.680]  這個信號很清楚
[00:01:56.680 --> 00:01:58.000]  你肚子有點疲倦的時候
[00:01:58.000 --> 00:02:00.560]  就是要吃東西
[00:02:00.560 --> 00:02:02.440]  這是創造的設計
[00:02:02.440 --> 00:02:04.720]  我估計你現在不會很餓
[00:02:04.720 --> 00:02:10.280]  剛剛可能吃了個大早餐才來教會
[00:02:10.280 --> 00:02:12.320]  正當耶穌餓得要緊
[00:02:12.320 --> 00:02:14.440]  有這個信號告訴他
[00:02:14.440 --> 00:02:17.640]  很自然的需要來了
[00:02:17.640 --> 00:02:20.360]  魔鬼繼續去試探他
[00:02:20.360 --> 00:02:21.280]  是繼續的
[00:02:21.280 --> 00:02:24.920]  因為先前試探了四十天
[00:02:24.920 --> 00:02:26.240]  四十天完成了
[00:02:26.240 --> 00:02:28.680]  現在來到終極的大考驗
[00:02:28.680 --> 00:02:30.720]  第三節
[00:02:30.720 --> 00:02:31.920]  那裡記載魔鬼
[00:02:31.920 --> 00:02:33.320]  就來到跟耶穌說
[00:02:33.320 --> 00:02:34.600]  你若是神的兒子
[00:02:34.600 --> 00:02:38.040]  你開口叫這些石頭變成食物吧
[00:02:38.040 --> 00:02:40.280]  魔鬼看到這個創造裏面
[00:02:40.280 --> 00:02:41.280]  很自然的信號
[00:02:41.280 --> 00:02:43.800]  在耶穌的身體裏面出現了
[00:02:43.800 --> 00:02:44.840]  他用這個需要
[00:02:44.840 --> 00:02:45.880]  這個缺乏
[00:02:45.880 --> 00:02:47.600]  這個信號去帶領耶穌
[00:02:47.600 --> 00:02:48.680]  去想多一點
[00:02:48.680 --> 00:02:51.440]  關於自己的情況
[00:02:51.440 --> 00:02:52.680]  自從耶穌接受
[00:02:52.680 --> 00:02:54.160]  撕裂日刊的洗禮
[00:02:54.160 --> 00:02:56.120]  你記得在那一段記載很清楚的
[00:02:56.120 --> 00:02:57.200]  天上有聲音說
[00:02:57.200 --> 00:02:59.880]  這是我的愛子
[00:02:59.880 --> 00:03:04.080]  確認了耶穌是神的兒子這個身份
[00:03:04.080 --> 00:03:04.880]  當魔鬼說
[00:03:04.880 --> 00:03:07.600]  你若是神的兒子
[00:03:07.600 --> 00:03:08.680]  我們看到這幾個字
[00:03:08.680 --> 00:03:09.640]  你若是
[00:03:09.640 --> 00:03:12.160]  好像是去質疑他
[00:03:12.160 --> 00:03:14.640]  其實原本的語氣不是這樣的
[00:03:14.640 --> 00:03:16.520]  或者我們去理解
[00:03:16.520 --> 00:03:19.560]  可以用新漢語譯本的翻譯比較好
[00:03:19.560 --> 00:03:21.840]  他說 既然你是
[00:03:21.840 --> 00:03:25.240]  既然你是神的兒子
[00:03:25.240 --> 00:03:28.360]  即是說利都斯堂四十日滿了
[00:03:28.360 --> 00:03:30.280]  魔鬼也不再去跟他挑戰
[00:03:30.280 --> 00:03:32.640]  你是不是神的兒子
[00:03:32.640 --> 00:03:34.720]  不是要耶穌去下一個神蹟
[00:03:34.720 --> 00:03:37.600]  證明自己是神的兒子
[00:03:37.600 --> 00:03:40.120]  這個當然可以這樣去嘗試去理解
[00:03:40.120 --> 00:03:40.840]  但是
[00:03:40.840 --> 00:03:42.000]  如果看魔鬼的語氣
[00:03:42.000 --> 00:03:46.320]  他是好言相勸
[00:03:46.320 --> 00:03:48.400]  既然你是神的兒子
[00:03:48.400 --> 00:03:50.120]  你又真的餓了
[00:03:50.120 --> 00:03:53.600]  那你就將前面的石頭變成食物
[00:03:53.600 --> 00:03:57.280]  他是順應著人的真實的需要
[00:03:57.280 --> 00:04:02.640]  順應著神創造的自然的一個身體的狀況
[00:04:02.640 --> 00:04:04.640]  反應給你的信號
[00:04:04.640 --> 00:04:07.360]  餓就要吃東西的想法
[00:04:07.360 --> 00:04:11.640]  讓耶穌去看見自己的缺乏
[00:04:11.640 --> 00:04:13.480]  他順應著耶穌是神的兒子
[00:04:13.480 --> 00:04:17.880]  更加引導他去運用這個身份去做一些事情
[00:04:17.880 --> 00:04:21.320]  用你的能力
[00:04:21.320 --> 00:04:25.240]  既然你是
[00:04:25.240 --> 00:04:26.800]  領子妹我們其實都要知道
[00:04:26.800 --> 00:04:28.080]  魔鬼不會這麼蠢的
[00:04:28.080 --> 00:04:29.040]  就是叫你一下
[00:04:29.040 --> 00:04:33.120]  說些很壞的事情叫你去做的
