
[00:00:00.000 --> 00:00:02.060]  各位弟兄姊妹 各位朋友
[00:00:02.060 --> 00:00:04.480]  你有沒有想過一個問題
[00:00:04.480 --> 00:00:07.360]  如果有得選擇
[00:00:07.360 --> 00:00:10.960]  你會選擇出生在什麼年代呢
[00:00:10.960 --> 00:00:13.840]  如果有得選擇
[00:00:13.840 --> 00:00:18.080]  你想選擇出生在什麼家庭呢
[00:00:18.080 --> 00:00:24.480]  這個問題是我們經常拿來講的
[00:00:24.480 --> 00:00:26.440]  尤其是在我們城市裏面
[00:00:26.440 --> 00:00:28.560]  有很多人都說如果有得選擇
[00:00:28.560 --> 00:00:32.040]  我寧願出生在哪個家庭
[00:00:32.040 --> 00:00:36.320]  在網上有一個這樣的評論
[00:00:36.320 --> 00:00:39.320]  小紅書上有一個貼紙
[00:00:39.320 --> 00:00:42.360]  掀起了網友極其熱烈的討論
[00:00:42.360 --> 00:00:45.160]  貼紙是一名新手媽媽寫的
[00:00:45.160 --> 00:00:48.400]  她和她丈夫都屢居外國多年
[00:00:48.400 --> 00:00:53.280]  丈夫是美國加拿大華裔
[00:00:53.280 --> 00:00:55.680]  最近他們的女兒剛剛出生
[00:00:56.240 --> 00:00:58.840]  他們爲女兒預備了兩樣禮物
[00:00:58.840 --> 00:01:03.560]  第一樣就是三個國家的護照
[00:01:03.560 --> 00:01:06.480]  夫妻雙方都擁有幾個國籍
[00:01:06.480 --> 00:01:10.080]  所以女兒一出生就擁有了當世界公民的資格
[00:01:10.080 --> 00:01:13.560]  第二樣就是他們生完這個女兒之後
[00:01:13.560 --> 00:01:14.680]  就不打算再生了
[00:01:14.680 --> 00:01:19.960]  所以他們所有的財富和金錢關愛
[00:01:19.960 --> 00:01:22.640]  都會傾注在這個女兒身上
[00:01:22.640 --> 00:01:25.040]  更令人震驚的是
[00:01:25.880 --> 00:01:30.840]  他還幫女兒安排了一套北京東城區的學區房
[00:01:30.840 --> 00:01:34.200]  如果她長大了不想留在美國
[00:01:34.200 --> 00:01:39.000]  她一回國就能夠在一線城市輕鬆擁有一套房
[00:01:39.000 --> 00:01:43.560]  而在貼紙裏面最讓人心有慼慼的
[00:01:43.560 --> 00:01:45.920]  是他寫了給女兒的一段話
[00:01:45.920 --> 00:01:50.160]  他說媽媽已經幫你體驗過了
[00:01:50.160 --> 00:01:53.200]  確認了人世間是幸福的
[00:01:53.200 --> 00:01:54.480]  是快樂的
[00:01:55.000 --> 00:01:57.320]  所以帶你來體驗一回
[00:01:57.320 --> 00:02:00.000]  網友就這樣評論
[00:02:00.000 --> 00:02:02.680]  看到這些我終於明白
[00:02:02.680 --> 00:02:07.120]  這個世界的參差和扣角
[00:02:07.120 --> 00:02:10.480]  或許用一輩子的時間都難以填平
[00:02:10.480 --> 00:02:14.200]  人和人之間並不是生來就平等
[00:02:14.200 --> 00:02:17.320]  有人一出生就在羅馬
[00:02:17.320 --> 00:02:20.440]  而有人一出生開始
[00:02:20.440 --> 00:02:23.920]  就需要朝着羅馬的方向艱苦前行
[00:02:25.280 --> 00:02:28.760]  今天我們讀的《福音經》介紹了一個人
[00:02:28.760 --> 00:02:33.440]  他一出生就被羅馬的爪牙追殺
[00:02:33.440 --> 00:02:36.040]  這個人是誰呢
[00:02:36.040 --> 00:02:38.000]  就是耶穌
[00:02:38.000 --> 00:02:40.680]  如果我們問耶穌
[00:02:40.680 --> 00:02:43.320]  爲什麼你不出生在太平城市呢
[00:02:43.320 --> 00:02:51.280]  就算你要出生在那個羅馬帝國高壓統治的年代
[00:02:52.560 --> 00:02:56.840]  但爲什麼你不選擇一個羅馬的富貴家庭呢
[00:02:56.840 --> 00:03:00.960]  爲什麼有些人一出生就要逃命
[00:03:00.960 --> 00:03:04.280]  爲什麼有些人一出生就要死在刀下呢
[00:03:04.280 --> 00:03:08.720]  如果我們有機會碰見馬太福音的作者
[00:03:08.720 --> 00:03:10.800]  我們可能會問一問他
[00:03:10.800 --> 00:03:13.480]  聖誕節的故事
[00:03:13.480 --> 00:03:17.960]  爲什麼不只是一個溫馨和平安的故事
[00:03:17.960 --> 00:03:22.360]  它還是一個逃命和眼淚的故事呢
[00:03:23.560 --> 00:03:25.600]  其實每一個時代的每一個人
[00:03:25.600 --> 00:03:29.560]  都會有很多這些爲什麼的問題
[00:03:29.560 --> 00:03:35.200]  例如鄭國剛先生所寫的一首舊歌叫做《爲什麼》
[00:03:35.200 --> 00:03:37.920]  裏面有幾個問題
[00:03:37.920 --> 00:03:42.960]  爲什麼生世間上此間許多哀與傷
[00:03:42.960 --> 00:03:47.400]  爲什麼傷病斑白光彩消失面容上
[00:03:47.400 --> 00:03:52.000]  爲什麼竟會生病輾轉反側病牀上
[00:03:53.160 --> 00:03:56.240]  很遺憾這些爲什麼的問題
[00:03:56.240 --> 00:03:59.160]  通常都得不到滿意的答案
[00:03:59.160 --> 00:04:02.040]  有人曾經說過
[00:04:02.040 --> 00:04:06.600]  你無法預先把點點滴滴串聯起來
[00:04:06.600 --> 00:04:08.680]  只有在未來回顧時
[00:04:08.680 --> 00:04:14.280]  你纔會明白那些點點滴滴是如何串在一起的
[00:04:14.280 --> 00:04:16.160]  所以你得相信
[00:04:16.160 --> 00:04:21.000]  眼前你經歷的種種將來多少會連結在一起
[00:04:22.000 --> 00:04:25.720]  當我們去看《因系耶穌》這個故事的時候
[00:04:25.720 --> 00:04:30.200]  我們對於故事裏面的很多點點滴滴都有很多問題
[00:04:30.200 --> 00:04:31.640]  爲什麼會這樣呢
[00:04:31.640 --> 00:04:32.920]  爲什麼會這樣呢
[00:04:32.920 --> 00:04:34.240]  爲什麼不是這樣呢
[00:04:34.240 --> 00:04:37.240]  馬太福音講述這個故事的時候
[00:04:37.240 --> 00:04:40.720]  他建議讀者從一個更闊的背景
[00:04:40.720 --> 00:04:46.880]  和一個更廣闊的視野來看耶穌逃難的事件
[00:04:46.880 --> 00:04:49.080]  讓我們回到福音經課
[00:04:49.080 --> 00:04:54.600]  看一看讀者如何將這些點點滴滴結連在一起
[00:04:54.600 --> 00:04:59.160]  以至產生一個異議和產生對我們的啓迪
[00:04:59.160 --> 00:05:02.360]  我們回到福音經課
[00:05:02.360 --> 00:05:07.240]  第二章十三節
[00:05:07.240 --> 00:05:11.040]  故事的第一部分是這樣的
[00:05:11.040 --> 00:05:12.680]  十三節他們去後
[00:05:12.680 --> 00:05:15.680]  有主的使者向若瑟夢中顯然說
[00:05:15.680 --> 00:05:19.160]  起來帶着小孩子和他母親逃往埃及
[00:05:19.160 --> 00:05:21.160]  住在那裏等我吩咐你
[00:05:21.160 --> 00:05:23.360]  因爲希律必要尋找那小孩
[00:05:23.360 --> 00:05:25.360]  要除滅他
[00:05:25.360 --> 00:05:31.040]  於是若瑟就起來帶着孩子和母親夜間就要逃難
[00:05:31.040 --> 00:05:34.040]  十五節說住在那裏直到希律死了
[00:05:34.040 --> 00:05:36.640]  應認主席先知所講的話
[00:05:36.640 --> 00:05:39.040]  我從埃及照出我的意志來
[00:05:39.040 --> 00:05:43.120]  當遇到危險的時候
[00:05:43.120 --> 00:05:46.840]  當遇到危難的時候
[00:05:46.840 --> 00:05:48.840]  有危險的時候出現的時候
[00:05:48.840 --> 00:05:52.000]  我相信我們不是在問爲什麼
[00:05:52.000 --> 00:05:54.000]  不是在問爲什麼
[00:05:54.000 --> 00:05:55.000]  第一個反應是什麼
[00:05:55.000 --> 00:05:57.000]  當然是逃跑
[00:05:57.000 --> 00:05:59.000]  當然是逃難
[00:05:59.000 --> 00:06:03.000]  有危險的時候第一個反應當然是逃避危險
[00:06:03.000 --> 00:06:05.000]  逃避到什麼時候呢
[00:06:05.000 --> 00:06:10.000]  逃避到危險消失
[00:06:10.000 --> 00:06:12.000]  若瑟家庭面對的危險
[00:06:12.000 --> 00:06:14.000]  不是天災
[00:06:14.000 --> 00:06:16.000]  不是戰爭
[00:06:16.000 --> 00:06:18.000]  而是一個人
[00:06:18.000 --> 00:06:20.000]  那個是希律王
[00:06:20.000 --> 00:06:24.000]  所以他們就要和希律王鬥長命
[00:06:24.000 --> 00:06:25.000]  俗語也有說
[00:06:25.000 --> 00:06:26.000]  你長命過他
[00:06:26.000 --> 00:06:30.000]  你就會贏他
[00:06:30.000 --> 00:06:32.000]  如果有人問
[00:06:32.000 --> 00:06:34.000]  爲什麼要逃去埃及
[00:06:34.000 --> 00:06:37.000]  這個問題其實是一個處境性的問題
[00:06:37.000 --> 00:06:39.000]  也可以處境性地回答
[00:06:39.000 --> 00:06:43.000]  第一 因爲若瑟收到指示
[00:06:43.000 --> 00:06:47.000]  第二 埃及是當時可以逃避
[00:06:47.000 --> 00:06:52.000]  最近又在希律王的法外之地的地方
[00:06:52.000 --> 00:06:54.000]  就是這樣
[00:06:54.000 --> 00:06:56.000]  但是這樣解釋了
[00:06:56.000 --> 00:06:58.000]  好像解釋了
[00:06:58.000 --> 00:07:00.000]  不過其實也不是很滿意
[00:07:00.000 --> 00:07:02.000]  因爲沒有意義
[00:07:02.000 --> 00:07:06.000]  意義是什麼呢
[00:07:06.000 --> 00:07:08.000]  很多時候我們都會問一些問題
[00:07:08.000 --> 00:07:10.000]  我們都會有答案
[00:07:10.000 --> 00:07:14.000]  但是答案不是很能滿足人心
[00:07:14.000 --> 00:07:18.000]  因爲我們需要的是意義
[00:07:18.000 --> 00:07:20.000]  正如有人問
[00:07:20.000 --> 00:07:23.000]  爲什麼我會患癌病呢
[00:07:23.000 --> 00:07:25.000]  如果答案是
[00:07:25.000 --> 00:07:27.000]  細胞異常增生
[00:07:27.000 --> 00:07:30.000]  形成腫瘤
[00:07:30.000 --> 00:07:36.000]  這個答案是沒錯的
[00:07:36.000 --> 00:07:40.000]  但是很多人不會滿足在這個答案上
[00:07:40.000 --> 00:07:43.000]  人類是一種要求意義的動物
[00:07:43.000 --> 00:07:46.000]  而意義更是支撐着人類的生存
[00:07:46.000 --> 00:07:49.000]  和人類文明的基礎
